"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"HDFCBANK.NS, Long, 2025-11-30 (Price: 1007.6)",No Exit Yet,"-1.77%, 10 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-10 (Price: 989.8), 1.77% below",10 days,"0, 2020-11-30 (Price: 720.425)",2025-11-30 (Price: 1007.6),2025-11-28 (Price: 1007.6),10/12/10 days,1.77% below/1.77% below/1.77% below,2020-11-30 (Price: 763.4559)/2025-11-30 (Price: 979.6324),23.14%/5.97%/13.11%,"11.13%, 17.76%",9 days/5 days/6 days,2026-12-30/2026-07-05/2026-08-26,11.02%,13.41%,-2.39%,0.59,0.75,1218.9945/1139.6964/1179.9/1009.6/1098.0619/1305.7899/No EMA 200 Target,701.7/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"XIU.TO, Long, 2025-11-30 (Price: 46.43)",No Exit Yet,"0.3%, 10 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-10 (Price: 46.57), 0.3% above",10 days,"2, 2023-05-31 (Price: 29.68)",2025-09-30 (Price: 44.77),2025-11-24 (Price: 45.37),71/16/10 days,4.02% above/2.64% above/0.3% above,2023-05-31 (Price: 31.8)/2025-11-30 (Price: 43.425),12.69%/8.05%/10.4%,"6.95%, 19.49%",1 day/4 days/8 days,2027-08-17/2026-05-22/2026-11-30,6.01%,3.56%,2.45%,0.45,0.12,51.0823/51.2587/56.48/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.69%, 10 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-10 (Price: 119.43), 0.69% below",10 days,"2, 2024-09-30 (Price: 119.61)",2025-11-30 (Price: 120.26),2025-11-21 (Price: 120.08),10/19/10 days,0.69% below/0.54% below/0.69% below,2024-09-30 (Price: 120.33)/2025-11-30 (Price: 119.47),1.93%/1.13%/1.45%,"15.13%, 15.6%",11 days/6 days/8 days,2027-03-31/2026-08-22/2026-11-16,1.43%,0.7%,0.73%,-0.36,-0.87,123.3146/122.0038/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"XLV, Long, 2025-11-30 (Price: 157.65)",No Exit Yet,"-3.5%, 10 days","76.19%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-10 (Price: 152.14), 3.5% below",10 days,"2, 2024-09-30 (Price: 154.02)",2025-09-30 (Price: 139.17),2025-11-25 (Price: 158.77),71/15/10 days,9.32% above/4.18% below/3.5% below,2024-09-30 (Price: 159.64)/2025-11-30 (Price: 137.8933),17.42%/3.05%/8.57%,"20.84%, 36.99%",2 days/4 days/1 day,2029-10-07/2026-05-25/2027-06-26,4.12%,5.06%,-0.94%,0.26,0.28,171.87/171.1606/159.83/No Horizontal Resistance/174.1807/202.706/No EMA 200 Target,130.43/120.178/153.114/117.2225/No F-Track Level/No F-Track Level/139.6,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"^NSEI, Long, 2025-11-30 (Price: 26202.9492)",No Exit Yet,"-1.7%, 10 days","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-10 (Price: 25758.0), 1.7% below",10 days,"2, 2024-09-30 (Price: 25810.8496)",2025-11-30 (Price: 26202.9492),2025-11-12 (Price: 25875.8008),10/28/10 days,1.7% below/0.46% below/1.7% below,2024-09-30 (Price: 26277.3496)/2025-11-30 (Price: 25331.5718),12.44%/2.54%/7.03%,"-0.0%, 10.7%",1 day/6 days/11 days,2028-03-13/2026-08-17/2027-04-05,7.14%,6.55%,0.59%,0.81,0.36,28760.357/28045.0165/26438.21/No Horizontal Resistance/33071.3292/48196.8152/No EMA 200 Target,22124.7/15428.8669/23723.236/17945.8431/No F-Track Level/No F-Track Level/24578.35,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"CSCO, Long, 2025-11-30 (Price: 76.94)",No Exit Yet,"4.3%, 10 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-10 (Price: 80.25), 4.3% above",10 days,"0, 2020-11-30 (Price: 43.02)",2025-10-31 (Price: 73.11),2025-11-13 (Price: 77.38),40/27/10 days,9.77% above/3.71% above/4.3% above,2020-11-30 (Price: 63.5339)/2025-11-30 (Price: 67.0234),25.25%/6.97%/16.52%,"26.7%, 42.44%",1 day/5 days/8 days,2027-10-08/2026-07-05/2026-12-21,3.74%,1.95%,1.79%,0.29,0.11,86.8268/89.6505/97.29/No Horizontal Resistance/78.7458/109.6316/No EMA 200 Target,46.5/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/66.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"ATZ.TO, Long, 2025-11-30 (Price: 110.5)",No Exit Yet,"4.72%, 10 days","100.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-10 (Price: 115.72), 4.72% above",10 days,"2, 2025-05-18 (Price: 66.25)",2025-11-23 (Price: 105.95),2025-11-30 (Price: 110.5),17/10/10 days,9.22% above/4.72% above/4.72% above,2025-05-18 (Price: 68.8719)/2025-11-30 (Price: 102.2504),29.02%/8.48%/17.19%,"-0.0%, 57.81%",7 days/1 day/3 days,2026-10-30/2026-01-21/2026-05-01,22.65%,15.15%,7.5%,1.82,0.68,115.3068/129.4949/137.05/No Horizontal Resistance/99.4929/119.4832/No EMA 200 Target,41.91/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/72.64,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"EFN.TO, Long, 2025-11-30 (Price: 37.23)",No Exit Yet,"-3.73%, 10 days","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-10 (Price: 35.84), 3.73% below",10 days,"0, 2021-08-08 (Price: 14.15)",2025-11-23 (Price: 36.72),2025-11-28 (Price: 37.23),17/12/10 days,2.4% below/3.73% below/3.73% below,2021-08-08 (Price: 13.1784)/2025-11-30 (Price: 35.8961),26.0%/2.25%/9.48%,"-0.0%, 76.43%",6 days/1 day/2 days,2026-08-22/2026-01-21/2026-03-22,-1.48%,10.86%,-12.34%,1.09,0.54,40.3052/40.7594/51.08/No Horizontal Resistance/45.1741/70.5281/No EMA 200 Target,34.92/11.7733/29.5041/No support/No F-Track Level/No F-Track Level/33.64,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"NA.TO, Long, 2025-11-30 (Price: 168.95)",No Exit Yet,"2.47%, 10 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-10 (Price: 173.13), 2.47% above",10 days,"0, 2020-11-30 (Price: 71.94)",2025-10-31 (Price: 156.7),2025-11-28 (Price: 168.95),40/12/10 days,10.49% above/2.47% above/2.47% above,2020-11-30 (Price: 94.7324)/2025-11-30 (Price: 151.5703),28.7%/8.86%/18.76%,"5.23%, 30.62%",1 day/5 days/9 days,2028-01-21/2026-07-09/2027-01-16,8.11%,7.36%,0.75%,1.24,0.44,185.2199/200.645/227.16/No Horizontal Resistance/188.6608/207.1743/No EMA 200 Target,118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"TD, Long, 2025-11-28 (Price: 83.93)",2025-12-10 (Price: 91.26) (Today),"8.73%, 12 days","80.77%, Past 4 years, 26","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-10 (Price: 91.26), 8.73% above",12 days,"2, 2025-09-30 (Price: 79.95)",2025-11-26 (Price: 83.44),2025-11-28 (Price: 83.93),14/12/12 days,9.37% above/8.73% above/8.73% above,2025-09-30 (Price: 82.1443)/2025-11-28 (Price: 83.3293),5.14%/1.56%/3.19%,"7.15%, 16.74%",3 days/6 days/20 days,2026-04-20/2025-12-06/2025-12-26,12.11%,4.86%,7.25%,0.41,0.24,89.0497/86.6074/86.32/No Horizontal Resistance/91.6167/97.2953/No EMA 200 Target,81.32/54.526/74.6074/62.3451/No F-Track Level/No F-Track Level/70.82,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"NA.TO, Long, 2025-11-28 (Price: 168.95)",2025-12-10 (Price: 173.13) (Today),"2.47%, 12 days","78.26%, Past 4 years, 23","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-10 (Price: 173.13), 2.47% above",12 days,"8, 2025-05-05 (Price: 122.46)",2025-11-28 (Price: 168.95),2025-11-28 (Price: 168.95),12/12/12 days,2.47% above/2.47% above/2.47% above,2025-05-05 (Price: 132.3092)/2025-11-28 (Price: 167.9913),4.34%/1.0%/2.55%,"4.62%, 23.98%",3 days/6 days/25 days,2026-04-07/2025-12-06/2026-01-03,10.68%,10.38%,0.3%,0.34,0.57,175.539/173.2582/196.84/No Horizontal Resistance/188.6608/207.1743/No EMA 200 Target,147.83/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"IWM, Long, 2025-11-26 (Price: 247.3)",2025-12-09 (Price: 251.39),"1.65%, 13 days","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2025-11-26",Already confirmed,"2025-12-10 (Price: 254.81), 3.04% above",14 days,"2, 2025-10-07 (Price: 244.16)",2025-11-25 (Price: 245.13),2025-11-26 (Price: 247.3),15/14/14 days,3.95% above/3.04% above/3.04% above,2025-10-07 (Price: 255.5537)/2025-11-26 (Price: 243.5789),5.6%/1.96%/3.56%,"-0.0%, 22.58%",5 days/4 days/1 day,2026-07-05/2025-12-01/2026-01-25,13.06%,4.93%,8.13%,1.95,0.25,254.5459/256.1039/249.18/No Horizontal Resistance/348.4025/539.5308/No EMA 200 Target,229.11/162.3167/230.2783/157.2742/No F-Track Level/No F-Track Level/220.34,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"AAPL, Long, 2025-11-25 (Price: 276.97)",2025-12-05 (Price: 278.78),"0.65%, 10 days","92.31%, Past 4 years, 26","Daily, is CONFIRMED on 2025-11-25",Already confirmed,"2025-12-10 (Price: 278.78), 0.65% above",15 days,"6, 2025-06-24 (Price: 200.3)",2025-11-25 (Price: 276.97),2025-11-25 (Price: 276.97),15/15/15 days,0.65% above/0.65% above/0.65% above,2025-06-24 (Price: 230.4952)/2025-11-25 (Price: 275.3321),7.36%/0.65%/2.51%,"13.77%, 30.22%",3 days/6 days/25 days,2026-04-30/2025-12-03/2025-12-31,2.91%,17.86%,-14.95%,0.21,0.9,281.4292/283.9219/322.97/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,266.25/136.57/189.8723/119.0319/No F-Track Level/No F-Track Level/226.76,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"ATZ.TO, Long, 2025-11-25 (Price: 109.14)",2025-12-05 (Price: 113.29),"3.8%, 10 days","86.21%, Past 4 years, 29","Daily, is CONFIRMED on 2025-11-25",Already confirmed,"2025-12-10 (Price: 115.72), 6.03% above",15 days,"4, 2025-08-13 (Price: 76.94)",2025-11-21 (Price: 105.95),2025-11-25 (Price: 109.14),19/15/15 days,9.22% above/6.03% above/6.03% above,2025-08-13 (Price: 79.81)/2025-11-25 (Price: 104.65),18.96%/1.32%/5.8%,"50.85%, 58.96%",1 day/6 days/21 days,2026-02-02/2025-12-03/2025-12-25,-12.13%,22.9%,-35.03%,-0.08,0.97,118.7989/115.4701/128.46/No Horizontal Resistance/99.4929/119.4832/No EMA 200 Target,94.11/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/72.04,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"BDGI.TO, Long, 2025-10-29 (Price: 72.71)",2025-12-10 (Price: 78.37) (Today),"7.78%, 1 day","96.67%, Past 4 years, 30","Daily, is CONFIRMED on 2025-10-29",Already confirmed,"2025-12-10 (Price: 78.37), 7.78% above",1 day,"2, 2025-08-12 (Price: 55.11)",2025-10-27 (Price: 70.74),2025-10-29 (Price: 72.71),44/42/42 days,10.79% above/7.78% above/7.78% above,2025-08-12 (Price: 55.1606)/2025-10-29 (Price: 70.6373),9.22%/1.3%/4.59%,"19.0%, 30.91%",3 days/6 days/29 days,2026-03-17/2025-11-06/2025-12-10,15.97%,8.3%,7.67%,0.68,0.42,74.3532/76.0474/83.27/No Horizontal Resistance/63.2847/69.0016/No EMA 200 Target,56.14/24.32/58.5532/53.241/No F-Track Level/No F-Track Level/48.02,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"INFY, Long, 2025-10-22 (Price: 17.47)",2025-12-08 (Price: 17.72),"1.43%, 1 day","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-10-22",Already confirmed,"2025-12-10 (Price: 18.07), 3.43% above",1 day,"8, 2025-03-27 (Price: 18.67)",2025-10-21 (Price: 17.41),2025-10-22 (Price: 17.47),50/49/49 days,3.79% above/3.43% above/3.43% above,2025-03-27 (Price: 20.1764)/2025-10-22 (Price: 17.3646),6.66%/1.9%/4.18%,"-0.0%, 10.02%",3 days/7 days/1 day,2026-03-14/2025-11-01/2025-12-04,13.05%,6.68%,6.37%,1.41,0.34,18.2527/18.2002/18.19/23.796/31.8515/41.1179/18.38,16.07/16.074/13.0115/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"^NSEI, Long, 2025-10-19 (Price: 25709.8496)",2025-12-10 (Price: 25758.0) (Today),"0.19%, 1 day","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-10-17",Already confirmed,"2025-12-10 (Price: 25758.0), 0.19% above",1 day,"0, 2021-06-27 (Price: 15860.3496)",2025-10-19 (Price: 25709.8496),2025-10-17 (Price: 25709.8496),52/54/52 days,0.19% above/0.19% above/0.19% above,2021-06-27 (Price: 24928.3552)/2025-10-19 (Price: 25136.613),8.4%/1.59%/4.23%,"-0.0%, 12.99%",8 days/1 day/3 days,2026-10-27/2025-12-10/2026-03-11,8.66%,7.17%,1.49%,1.5,0.46,27383.5608/26797.3762/31619.55/25973.3496/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,24363.3/15428.8669/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/24230.32,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"TFII.TO, Long, 2025-10-17 (Price: 132.51)",2025-12-10 (Price: 139.46) (Today),"5.24%, 1 day","84.21%, Past 4 years, 19","Daily, is CONFIRMED on 2025-10-17",Already confirmed,"2025-12-10 (Price: 139.46), 5.24% above",1 day,"2, 2025-08-26 (Price: 130.23)",2025-10-16 (Price: 133.96),2025-10-17 (Price: 132.51),55/54/54 days,4.11% above/5.24% above/5.24% above,2025-08-26 (Price: 138.3475)/2025-10-17 (Price: 129.2017),9.08%/2.14%/5.23%,"5.39%, 18.82%",3 days/8 days/1 day,2026-02-24/2025-10-28/2025-12-16,14.66%,12.79%,1.87%,1.0,0.61,139.6655/139.4403/133.88/219.9933/223.9051/280.6304/133.83,121.18/102.925/113.6809/104.714/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-10-15 (Price: 250.21)",2025-12-08 (Price: 261.38),"4.46%, 1 day","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-10-15",Already confirmed,"2025-12-10 (Price: 257.98), 3.11% above",1 day,"0, 2023-12-19 (Price: 219.35)",2025-10-14 (Price: 248.42),2025-10-15 (Price: 250.21),57/56/56 days,3.85% above/3.11% above/3.11% above,2023-12-19 (Price: 443.175)/2025-10-15 (Price: 245.55),12.97%/1.07%/3.55%,"4.22%, 15.72%",2 days/6 days/22 days,2026-02-13/2025-10-23/2025-11-15,15.14%,9.33%,5.81%,1.08,0.49,268.075/259.0925/268.73/366.6625/412.2037/473.5829/265.28,235.75/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"GDX, Long, 2025-09-21 (Price: 72.36)",2025-12-07 (Price: 81.03),"11.98%, 2 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-10 (Price: 83.32), 15.15% above",2 days,"2, 2024-12-15 (Price: 36.65)",2025-09-07 (Price: 66.34),2025-09-19 (Price: 72.36),94/82/80 days,25.6% above/15.15% above/15.15% above,2024-12-15 (Price: 38.5655)/2025-09-21 (Price: 64.8751),27.5%/0.75%/12.93%,"-0.0%, 52.31%",8 days/28 days/2 days,2026-09-29/2025-10-31/2026-01-20,18.06%,1.41%,16.65%,1.66,0.12,78.6119/81.7161/93.79/No Horizontal Resistance/72.73/90.9746/No EMA 200 Target,34.26/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level/47.97,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-09-17 (Price: 254.15)",2025-12-09 (Price: 257.41),"1.28%, 2 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-12-10 (Price: 257.98), 1.51% above",2 days,"2, 2025-07-01 (Price: 264.55)",2025-09-16 (Price: 254.01),2025-09-17 (Price: 254.15),85/84/84 days,1.56% above/1.51% above/1.51% above,2025-07-01 (Price: 274.7473)/2025-09-17 (Price: 251.0953),12.97%/1.07%/3.55%,"4.22%, 15.72%",2 days/6 days/22 days,2026-01-16/2025-09-25/2025-10-18,15.14%,9.33%,5.81%,1.08,0.49,272.2963/263.1723/260.39/366.6625/412.2037/473.5829/270.8,242.52/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"XLE, Long, 2025-09-17 (Price: 44.995)",2025-12-08 (Price: 45.42),"0.94%, 2 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-12-10 (Price: 46.18), 2.63% above",2 days,"4, 2025-06-04 (Price: 40.975)",2025-09-17 (Price: 44.995),2025-09-17 (Price: 44.995),84/84/84 days,2.63% above/2.63% above/2.63% above,2025-06-04 (Price: 44.7112)/2025-09-17 (Price: 44.7365),6.81%/0.4%/3.61%,"6.99%, 40.87%",1 day/6 days/17 days,2025-11-21/2025-09-25/2025-10-11,10.35%,4.61%,5.74%,0.88,0.26,47.3842/46.6193/47.41/49.2225/53.4428/58.8712/No EMA 200 Target,43.58/22.8475/44.5115/37.0707/No F-Track Level/No F-Track Level/43.52,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"INFY, Long, 2025-09-17 (Price: 17.68)",2025-12-09 (Price: 17.75),"0.4%, 2 days","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-12-10 (Price: 18.07), 2.21% above",2 days,"2, 2025-07-01 (Price: 18.9)",2025-09-16 (Price: 17.06),2025-09-17 (Price: 17.68),85/84/84 days,5.92% above/2.21% above/2.21% above,2025-07-01 (Price: 19.1885)/2025-09-17 (Price: 16.8825),6.66%/1.9%/4.18%,"-0.0%, 10.02%",3 days/7 days/1 day,2026-02-07/2025-09-27/2025-10-30,13.05%,6.68%,6.37%,1.41,0.34,18.4721/18.419/18.41/23.796/31.8515/41.1179/19.14,16.38/16.074/13.0115/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"FBU.NZ, Long, 2025-09-07 (Price: 3.22)",2025-12-07 (Price: 3.64),"13.04%, 3 days","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-09-05",Already confirmed,"2025-12-10 (Price: 3.58), 11.18% above",3 days,"0, 2021-05-16 (Price: 7.34)",2025-09-07 (Price: 3.22),2025-09-07 (Price: 3.22),94/94/94 days,11.18% above/11.18% above/11.18% above,2021-05-16 (Price: 8.4124)/2025-09-07 (Price: 3.0809),5.66%/3.22%/4.85%,"41.61%, 51.08%",1 day/3 days/10 days,2027-04-03/2026-02-06/2026-11-15,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.1173/3.3762/5.69/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.09,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"XLE, Long, 2025-09-02 (Price: 45.26)",2025-12-08 (Price: 45.42),"0.35%, 3 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-12-10 (Price: 46.18), 2.03% above",3 days,"4, 2025-05-19 (Price: 42.185)",2025-08-28 (Price: 44.95),2025-09-02 (Price: 45.26),104/99/99 days,2.74% above/2.03% above/2.03% above,2025-05-19 (Price: 44.7073)/2025-09-02 (Price: 44.7326),6.81%/0.4%/3.61%,"6.99%, 40.87%",1 day/6 days/17 days,2025-11-06/2025-09-10/2025-09-26,10.35%,4.61%,5.74%,0.88,0.26,47.6633/46.8939/47.1/49.2225/53.4428/58.8712/No EMA 200 Target,42.12/22.8475/44.5115/37.0707/No F-Track Level/No F-Track Level/43.71,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"RHHBY, Long, 2025-08-31 (Price: 40.77)",2025-12-07 (Price: 48.52),"19.01%, 3 days","87.5%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-08-29",Already confirmed,"2025-12-10 (Price: 50.44), 23.72% above",3 days,"4, 2024-09-29 (Price: 40.14)",2025-08-24 (Price: 40.87),2025-08-29 (Price: 40.77),108/103/101 days,23.42% above/23.72% above/23.72% above,2024-09-29 (Price: 49.185)/2025-08-31 (Price: 39.825),18.53%/3.11%/9.28%,"21.59%, 44.18%",1 day/1 day/4 days,2027-05-18/2025-10-22/2026-03-14,3.03%,4.77%,-1.74%,0.42,0.23,42.3233/44.5535/41.15/52.46/58.6089/65.2057/No EMA 200 Target,38.23/34.5167/31.0544/No support/No F-Track Level/No F-Track Level/39.22,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"SFTBY, Long, 2025-07-31 (Price: 38.15)",2025-12-10 (Price: 59.27) (Today),"55.36%, 4 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-10 (Price: 59.27), 55.36% above",4 days,"2, 2024-07-31 (Price: 30.54)",2025-06-30 (Price: 36.43),2025-07-18 (Price: 37.5),163/145/132 days,62.7% above/58.05% above/55.36% above,2024-07-31 (Price: 37.19)/2025-07-31 (Price: 32.01),36.66%/36.66%/36.66%,"-0.0%, 64.04%",1 day/1 day/1 day,2027-01-03/2027-01-03/2027-01-03,12.92%,8.11%,4.81%,0.88,0.41,36.8529/52.1358/42.72/No Horizontal Resistance/48.3837/56.3971/No EMA 200 Target,25.22/16.82/32.5245/28.6536/No F-Track Level/No F-Track Level/29.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"SLV, Long, 2025-07-31 (Price: 33.32)",2025-11-30 (Price: 51.21),"53.69%, 4 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-10 (Price: 56.07), 68.28% above",4 days,"2, 2024-07-31 (Price: 26.39)",2025-06-30 (Price: 32.81),2025-07-02 (Price: 33.24),163/161/132 days,70.89% above/68.68% above/68.28% above,2024-07-31 (Price: 32.034)/2025-07-31 (Price: 31.098),45.26%/2.87%/19.7%,"54.87%, 60.6%",2 days/4 days/11 days,2028-06-07/2026-01-23/2026-11-25,3.08%,4.57%,-1.49%,0.61,0.23,37.9382/39.884/37.48/No Horizontal Resistance/47.5817/54.635/No EMA 200 Target,26.33/18.99/31.6598/28.4154/No F-Track Level/No F-Track Level/29.96,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BAC, Long, 2025-07-31 (Price: 47.27)",2025-12-10 (Price: 54.08) (Today),"14.41%, 4 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-10 (Price: 54.08), 14.41% above",4 days,"8, 2021-07-31 (Price: 38.36)",2025-05-31 (Price: 44.13),2025-07-30 (Price: 47.96),193/133/132 days,22.55% above/12.76% above/14.41% above,2021-07-31 (Price: 51.4786)/2025-07-31 (Price: 42.0938),30.69%/9.64%/18.15%,"25.08%, 44.87%",1 day/5 days/9 days,2027-06-08/2026-03-05/2026-08-26,4.68%,2.37%,2.31%,0.29,0.18,55.0601/55.8495/52.62/48.715/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.14,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
