Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Monthly,2025-12-18 (Price: 25.91) (Today),No Price Target,No Date Target,12.48%/13.39%,"2.05%, 8.7 months","2025-12-18 (Price: 25.91), 2.05% above",29.1426 (Historic Rise or Fall to Pivot)/32.8343 (Avg % Gain of Historic Winning trades)/29.38 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/37.6204 (Backtested Max),2027-02-06 (Max)/2026-05-22 (Avg),16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,"87.5%, Past 20 years, 16",No Information,No Information,No Information,No Information,No Information,17.72% above/3.76% above/2.05% above,48.17%/7.34%/29.32%,"31.07%, 31.13%",1.3 year/5 months/9.6 months,7.48%,2.09%,5.39%,0.95,0.13,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2025-10-02 (Price: 68.77)",Daily,No Exit Yet,No Price Target,2025-12-19 (Max),49.38%/51.33%,"-30.26%, 2.6 months","2025-12-18 (Price: 47.96), 30.26% below",77.215 (Historic Rise or Fall to Pivot)/72.5799 (Avg % Gain of Historic Winning trades)/87.2457 (F-Stack 2)/73.632 (Backtested Max)/71.6446 (Backtested Min),2025-12-19 (Max),61.94/41.99/60.36/52.8569/No F-Track Level/No F-Track Level/58.09,"100.0%, Past 4 years, 6",No Information,No Information,No Information,No Information,No Information,26.22% below/30.26% below/30.26% below,7.07%/4.18%/5.54%,"-0.0%, 8.48%",1.8 month/6 days/26 days,45.11%,27.39%,17.72%,1.83,1.11,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2024-02-11 (Price: 173.01)",Weekly,No Exit Yet,No Price Target,2025-12-19 (Max),33.98%/34.64%,"-20.71%, 1.9 year","2025-12-18 (Price: 137.18), 20.71% below",183.7885 (Historic Rise or Fall to Pivot)/184.7055 (Avg % Gain of Historic Winning trades)/207.91 (Exit Rule)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/190.9511 (Backtested Max),2025-12-19 (Max),145.05/125.9933/136.9828/86.815/No F-Track Level/No F-Track Level/157.05,"88.0%, Past 10 years, 25",No Information,No Information,No Information,No Information,No Information,19.57% below/20.71% below/20.71% below,10.37%/1.53%/6.76%,"5.75%, 17.25%",1.3 year/1.2 month/5 months,8.16%,6.53%,1.63%,1.11,0.37,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-11-28 (Price: 153.47)",Daily,2025-12-16 (Price: 157.61),No Price Target,No Date Target,1.36%/3.88%,"3.63%, 20 days","2025-12-18 (Price: 159.04), 3.63% above",165.2105 (Historic Rise or Fall to Pivot)/161.2049 (Avg % Gain of Historic Winning trades)/180.0371 (F-Stack 1)/199.4231 (F-Stack 2)/167.4204 (Backtested Max),2026-06-07 (Max)/2026-01-10 (Avg),139.91/52.782/146.152/133.3839/No F-Track Level/No F-Track Level/125.98,"78.95%, Past 4 years, 19",No Information,No Information,No Information,No Information,No Information,6.43% above/3.63% above/3.63% above,9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,12.04%,18.03%,-5.99%,0.06,0.87,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2025-06-30 (Price: 140.52)",Monthly,2025-11-30 (Price: 168.95),170.8442 (Avg % Gain of Historic Winning trades),2025-12-20 (Min),4.52%/8.69%,"23.52%, 5.7 months","2025-12-18 (Price: 173.57), 23.52% above",222.66 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/181.4113 (Backtested Max),2032-01-22 (Max)/2025-12-20 (Min)/2027-08-21 (Avg),118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.86%, Past 42 years, 14",No Information,No Information,No Information,"23.66% (Price: 108.7595), 59.59% above, Upmove Bounce Back","1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",No Information,29.1%/8.19%/21.58%,"3.99%, 52.46%",4.6 years/4 months/1.5 year,8.81%,8.57%,0.24%,1.75,0.52,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2025-10-01 (Price: 181.79)",Daily,2025-12-17 (Price: 200.08),202.2414 (Avg % Gain of Historic Winning trades),No Date Target,5.39%/46.37%,"10.52%, 2.6 months","2025-12-18 (Price: 200.92), 10.52% above",294.0831 (F-Stack 2)/211.749 (Backtested Max),2026-02-17 (Max)/2025-12-22 (Min)/2026-01-08 (Avg),175.34/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level/180.89,"100.0%, Past 5 years, 5","-4.42, 93.33",No Information,No Information,No Information,No Information,No Information,16.48%/8.78%/11.25%,"-0.0%, 7.51%",3.2 months/1.9 month/2.3 months,14.73%,19.58%,-4.85%,1.4,1.24,91.43%/70/0 days (Across ALL Assets),75.11%/237/0 days (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-10-26 (Price: 37.71)",Weekly,No Exit Yet,No Price Target,2025-12-17 (Min),7.56%/13.88%,"-4.93%, 1.8 month","2025-12-18 (Price: 35.85), 4.93% below",40.8248 (Historic Rise or Fall to Pivot)/41.2849 (Avg % Gain of Historic Winning trades)/47.64 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/47.5146 (Backtested Max)/38.5585 (Backtested Min),2026-07-18 (Max)/2026-02-15 (Avg),36.01/11.7733/29.5041/No support/No F-Track Level/No F-Track Level/32.61,"100.0%, Past 10 years, 22",No Information,No Information,No Information,No Information,No Information,2.4% below/4.2% below/4.93% below,26.0%/2.25%/9.48%,"-0.0%, 76.43%",6.1 months/1.2 month/2.6 months,-1.48%,10.86%,-12.34%,1.09,0.54,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
FRACTAL TRACK,"INDA, Long, 2025-09-30 (Price: 52.06)",Quarterly,No Exit Yet,53.28 (EMA 200),No Date Target,3.91%/22.17%,"2.34%, 2.6 months","2025-12-18 (Price: 53.28), 2.34% above",70.0936 (Avg % Gain of Historic Winning trades)/65.09 (Exit Rule)/55.3633 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/71.8064 (Backtested Max)/68.9066 (Backtested Min),2029-01-09 (Max)/2027-03-05 (Min)/2028-01-12 (Avg),39.36/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 13 years, 4",No Information,No Information,No Information,"50% (Price: 48.63), 9.56% above, Upmove Bounce Back","2023-03-31 (Price: 37.77), 2024-09-30 (Price: 59.49)",No Information,37.93%/32.36%/34.64%,"-0.0%, 31.7%",2.3 years/1 year/1.6 year,14.54%,4.1%,10.44%,1.55,0.17,93.33%/15/0 days (Across ALL Assets),77.78%/9/0 days (Across ALL Assets)
DELTADRIFT,"MEL.NZ, Long, 2025-12-15 (Price: 5.46)",Daily,2025-12-16 (Price: 5.6),No Price Target,No Date Target,2.28%/3.25%,"0.37%, 3 days","2025-12-18 (Price: 5.48), 0.37% above",5.8586 (Historic Rise or Fall to Pivot)/5.6582 (Avg % Gain of Historic Winning trades)/5.76 (Exit Rule)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/5.72 (EMA 200)/5.7166 (Backtested Max)/5.6047 (Backtested Min),2026-01-17 (Max)/2025-12-23 (Min)/2026-01-02 (Avg),5.44/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 4 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,4.7%/2.65%/3.63%,"5.86%, 6.64%",23 days/6 days/13 days,8.78%,3.44%,5.34%,0.55,0.16,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2025-11-12 (Price: 12.67)",Daily,No Exit Yet,No Price Target,2025-12-18 (Avg),19.44%/19.47%,"-15.55%, 1.2 month","2025-12-18 (Price: 10.7), 15.55% below",13.3048 (Historic Rise or Fall to Pivot)/13.1299 (Avg % Gain of Historic Winning trades)/12.78 (Exit Rule)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/13.8711 (Backtested Max)/12.7828 (Backtested Min),2026-03-31 (Max),12.27/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.29,"96.0%, Past 4 years, 25",No Information,No Information,No Information,No Information,No Information,15.08% below/15.55% below/15.55% below,9.48%/0.89%/3.63%,"10.91%, 28.9%",3.2 months/6 days/25 days,16.02%,10.32%,5.7%,0.78,0.55,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"KXS.TO, Long, 2025-10-12 (Price: 182.12)",Weekly,No Exit Yet,No Price Target,2025-12-20 (Min),3.95%/9.17%,"-2.7%, 2.2 months","2025-12-18 (Price: 177.21), 2.7% below",212.9529 (Avg % Gain of Historic Winning trades)/232.11 (Exit Rule)/209.885 (Horizontal)/222.1498 (F-Stack 1)/245.5558 (F-Stack 2)/184.21 (EMA 200)/224.9 (Backtested Max)/193.4661 (Backtested Min),2027-10-10 (Max)/2025-12-20 (Min)/2026-12-03 (Avg),175.17/125.3967/177.4966/151.1683/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.0%, Past 11 years, 10",No Information,No Information,No Information,"50% (Price: 170.79), 3.76% above, Upmove Bounce Back","2023-10-29 (Price: 129.13), 2025-08-03 (Price: 212.45)",No Information,23.49%/6.23%/16.93%,"14.59%, 37.82%",1.4 year/1.6 month/9.6 months,12.74%,17.23%,-4.49%,0.84,0.8,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2025-12-10 (Price: 54.01)",Daily,No Exit Yet,No Price Target,2025-12-18 (Min),1.25%/5.34%,"-0.76%, 8 days","2025-12-18 (Price: 53.6), 0.76% below",60.0537 (Historic Rise or Fall to Pivot)/56.4621 (Avg % Gain of Historic Winning trades)/73.435 (Horizontal)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/58.6117 (Backtested Max)/54.2692 (Backtested Min),2026-05-15 (Max)/2026-01-26 (Avg),48.06/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/48.98,"95.45%, Past 4 years, 22",No Information,No Information,No Information,No Information,No Information,1.0% below/0.76% below/0.76% below,8.52%/0.48%/4.54%,"6.93%, 41.4%",3.6 months/6 days/1.1 month,15.61%,-0.38%,15.99%,1.09,0.16,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",Monthly,2025-12-18 (Price: 9.2) (Today),No Price Target,No Date Target,12.49%/19.84%,"5.5%, 1.2 year","2025-12-18 (Price: 9.2), 5.5% above",10.3489 (Avg % Gain of Historic Winning trades)/11.0256 (Backtested Max),2026-01-25 (Max),7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,"100.0%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,7.73% above/5.5% above/5.5% above,26.44%/7.23%/18.68%,"-0.0%, 15.86%",11.1 months/5.1 months/8.1 months,14.78%,5.28%,9.5%,1.0,0.27,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"FRW.NZ, Long, 2025-11-20 (Price: 13.84)",Daily,No Exit Yet,14.1998 (Historic Rise or Fall to Pivot),No Date Target,7.6%/10.65%,"2.6%, 28 days","2025-12-18 (Price: 14.2), 2.6% above",15.2794 (Avg % Gain of Historic Winning trades)/16.93 (Exit Rule)/16.2179 (F-Stack 1)/21.849 (F-Stack 2)/15.7126 (Backtested Max),2031-03-03 (Max)/2026-04-25 (Min)/2027-08-07 (Avg),13.67/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/11.94,"88.89%, Past 5 years, 9",No Information,No Information,No Information,"23.66% (Price: 13.6615), 3.94% above, Upmove Bounce Back","2025-04-07 (Price: 9.73), 2025-10-31 (Price: 14.88)",No Information,13.53%/1.54%/10.4%,"4.41%, 40.87%",3.7 years/3.6 months/1.2 year,11.59%,4.86%,6.73%,1.04,0.24,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"ENZL, Long, 2022-03-31 (Price: 55.01)",Monthly,No Exit Yet,No Price Target,2025-12-15 (Max),27.04%/33.81%,"-18.74%, 3.8 years","2025-12-18 (Price: 44.6999), 18.74% below",56.7868 (Historic Rise or Fall to Pivot)/64.7743 (Avg % Gain of Historic Winning trades)/79.39 (Exit Rule)/65.1933 (Horizontal)/79.2024 (F-Stack 1)/94.0874 (F-Stack 2)/67.3157 (Backtested Max)/59.8124 (Backtested Min),No Next Date Target,51.99/44.3933/50.4737/No support/No F-Track Level/No F-Track Level/44.9,"100.0%, Past 13 years, 7",No Information,No Information,No Information,"50% (Price: 51.4), 13.04% below, Upmove Bounce Back","2015-09-30 (Price: 31.08), 2021-01-31 (Price: 71.72)",No Information,22.37%/8.73%/17.75%,"-0.0%, 22.82%",2.6 years/11.2 months/1.9 year,6.83%,2.38%,4.45%,0.76,0.04,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
DELTADRIFT,"CAD=X, Long, 2025-12-16 (Price: 1.3769)",Daily,No Exit Yet,No Price Target,2025-12-18 (Min),0.58%/0.83%,"-0.09%, 1 day","2025-12-17 (Price: 1.3756), 0.09% below",1.3973 (Historic Rise or Fall to Pivot)/1.387 (Avg % Gain of Historic Winning trades)/1.39 (Exit Rule)/1.3921 (Horizontal)/1.39 (EMA 200)/1.394 (Backtested Max)/1.3836 (Backtested Min),2026-01-22 (Max)/2025-12-18 (Min)/2025-12-30 (Avg),No support/1.2339/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"81.82%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,1.24%/0.49%/0.73%,"1.99%, 2.15%",26 days/2 days/10 days,5.03%,1.76%,3.27%,0.25,-0.29,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
