Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2025-09-21 (Price: 24626.25)",2025-12-28 (Price: 25644.3906),"4.13%, 3.3 months","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-30 (Price: 25462.5605), 3.4% above",3.3 months,No Information,No Information,No Information,No Information,No Information,5.69% above/3.4% above/3.4% above,3.95%/1.69%/2.62%,"-0.0%, 35.49%",4.4 months/1.2 month/2.9 months,2026-03-31/2025-11-12/2026-01-25,3.75%,13.42%,-9.67%,0.85,0.8,26561.8733/25271.4578/27592.28/No Horizontal Resistance/25025.4383/33965.62/No EMA 200 Target,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/21525.56,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-09-21 (Price: 52.25)",2025-12-28 (Price: 56.17),"7.5%, 3.3 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-30 (Price: 55.28), 5.8% above",3.3 months,No Information,No Information,No Information,No Information,No Information,9.29% above/7.55% above/5.8% above,16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-21/2025-11-12/2026-02-07,6.48%,6.95%,-0.47%,0.61,0.35,54.7737/56.268/56.53/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.96,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",2025-12-30 (Price: 8.28) (Today),"5.48%, 3.3 months","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-30 (Price: 8.28), 5.48% above",3.3 months,No Information,No Information,No Information,No Information,No Information,6.29% above/5.48% above/5.48% above,12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,2026-08-12/2025-10-31/2026-01-20,11.42%,5.83%,5.59%,1.52,0.3,8.5824/8.3171/8.37/8.8962/11.1706/12.8535/7.98,7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"SFTBY, Long, 2025-07-31 (Price: 38.15)",2025-12-30 (Price: 57.05) (Today),"49.54%, 5.1 months","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-30 (Price: 57.05), 49.54% above",5.1 months,No Information,No Information,No Information,No Information,No Information,56.6% above/52.13% above/49.54% above,36.66%/36.66%/36.66%,"-0.0%, 64.04%",1 year/1 year/1 year,2027-01-03/2027-01-03/2027-01-03,12.92%,8.11%,4.81%,0.88,0.41,36.8529/52.1358/42.72/No Horizontal Resistance/48.3837/56.3971/No EMA 200 Target,25.22/16.82/32.5245/28.6536/No F-Track Level/No F-Track Level/29.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-07-31 (Price: 47.27)",2025-12-30 (Price: 55.28) (Today),"16.95%, 5.1 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-30 (Price: 55.28), 16.95% above",5.1 months,No Information,No Information,No Information,No Information,No Information,25.27% above/15.26% above/16.95% above,30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-06-08/2026-03-05/2026-08-26,4.68%,2.37%,2.31%,0.29,0.18,55.0601/55.8495/52.62/48.715/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.14,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-30 (Price: 54.88) (Today),"13.01%, 5.1 months","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-30 (Price: 54.88), 13.01% above",5.1 months,No Information,No Information,No Information,No Information,No Information,20.56% above/13.01% above/13.01% above,23.15%/1.8%/11.72%,"17.13%, 38.01%",1.6 year/4 months/9.6 months,2027-11-12/2026-01-20/2026-09-21,1.85%,4.85%,-3.0%,0.23,0.23,56.1111/54.2512/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-12-30 (Price: 73.76) (Today),"41.06%, 5.1 months","95.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-30 (Price: 73.76), 41.06% above",5.1 months,No Information,No Information,No Information,No Information,No Information,65.34% above/51.71% above/41.06% above,69.93%/3.87%/34.79%,"37.81%, 54.03%",11.2 months/5 months/6 months,2026-11-29/2026-03-05/2026-04-17,16.29%,14.03%,2.26%,1.02,0.66,103.4139/70.4817/64.4/No Horizontal Resistance/50.7492/58.5532/No EMA 200 Target,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level/41.26,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-30 (Price: 80.71) (Today),"0.07%, 6.1 months","80.0%, Past 18 years, 5","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-30 (Price: 80.71), 0.07% above",6.1 months,No Information,No Information,No Information,"38.2% (Price: 76.5615), 5.42% above, Upmove Bounce Back","2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",No Information,2.15%/2.15%/2.15%,"3.95%, 5.88%",1.7 year/1.7 year/1.7 year,2027-12-03/2027-12-03/2027-12-03,3.9%,-0.99%,4.89%,-0.17,-0.53,79.4967/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/79.95,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-03-02 (Price: 3.39)",2025-12-30 (Price: 3.65) (Today),"7.67%, 10.1 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-30 (Price: 3.65), 7.67% above",10.1 months,No Information,No Information,No Information,No Information,No Information,9.28% above/7.67% above/7.67% above,5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2026-09-26/2025-08-01/2026-05-10,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.2819/3.5544/4.01/7.985/12.7156/14.3053/No EMA 200 Target,2.78/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.02,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-02-28 (Price: 46.1)",2025-12-30 (Price: 55.28) (Today),"19.91%, 10.2 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-30 (Price: 55.28), 19.91% above",10.2 months,No Information,No Information,No Information,No Information,No Information,25.78% above/19.91% above/19.91% above,30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-01-06/2025-10-03/2026-03-26,4.68%,2.37%,2.31%,0.29,0.18,53.6973/54.4672/56.66/48.96/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/22.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/42.38,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-12-30 (Price: 10.75) (Today),"21.61%, 10.2 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-30 (Price: 10.75), 21.61% above",10.2 months,No Information,No Information,No Information,No Information,No Information,66.93% above/21.61% above/21.61% above,102.13%/45.63%/81.61%,"-0.0%, 48.4%",2.1 years/10.1 months/1.6 year,2028-02-28/2026-05-12/2027-06-12,19.84%,13.35%,6.49%,1.36,0.6,12.1833/16.0543/13.32/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level/6.78,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"RHHBY, Long, 2025-02-28 (Price: 41.74)",2025-12-30 (Price: 51.88) (Today),"24.29%, 10.2 months","85.71%, Past 24 years, 7","Monthly, was CONFIRMED on 2025-02-28",Already confirmed,"2025-12-30 (Price: 51.88), 24.29% above",10.2 months,No Information,No Information,No Information,"61.8% (Price: 34.2539), 51.46% above, Upmove Bounce Back","2024-05-31 (Price: 29.2), 2024-08-31 (Price: 42.43)",No Information,29.63%/5.85%/20.48%,"5.23%, 30.29%",6 years/1 year/3.2 years,2033-09-22/2026-08-03/2029-09-23,5.03%,5.2%,-0.17%,0.93,0.26,46.0559/50.2884/49.68/52.46/58.6089/65.2057/42.22,29.82/34.4/41.5794/31.0544/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-23 (Price: 3.34)",2025-12-30 (Price: 3.65) (Today),"9.28%, 10.3 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-02-21",Already confirmed,"2025-12-30 (Price: 3.65), 9.28% above",10.3 months,No Information,No Information,No Information,No Information,No Information,14.78% above/9.28% above/9.28% above,5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2026-09-19/2025-07-25/2026-05-03,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.2335/3.502/3.48/7.985/12.7156/14.3053/No EMA 200 Target,2.78/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.03,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"IHI, Long, 2025-02-02 (Price: 63.81)",2025-12-28 (Price: 62.82),"-1.55%, 11 months","100.0%, Past 10 years, 34","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-30 (Price: 62.67), 1.79% below",11 months,No Information,No Information,No Information,No Information,No Information,1.34% above/1.79% below/1.79% below,8.09%/1.52%/4.37%,"-0.0%, 28.87%",10.7 months/28 days/4 months,2026-05-12/2025-03-14/2025-07-25,10.39%,9.12%,1.27%,2.0,0.59,68.2512/66.5985/67.75/66.92/68.9264/76.3906/No EMA 200 Target,58.81/46.8983/56.0899/46.1919/No F-Track Level/No F-Track Level/57.97,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-02-02 (Price: 238.35)",2025-12-30 (Price: 219.53) (Today),"-7.9%, 11 months","100.0%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-30 (Price: 219.53), 7.9% below",11 months,No Information,No Information,No Information,No Information,No Information,0.9% below/7.9% below/7.9% below,13.87%/2.81%/7.23%,"-0.0%, 50.63%",7.2 months/28 days/4.3 months,2025-12-11/2025-03-14/2025-08-07,12.02%,17.33%,-5.31%,1.5,0.91,257.2035/255.5827/240.71/255.83/367.2583/388.6839/No EMA 200 Target,208.54/187.425/229.0045/147.1212/No F-Track Level/No F-Track Level/230.01,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-01-31 (Price: 57.37)",2025-12-30 (Price: 64.86) (Today),"13.06%, 11.1 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-30 (Price: 64.86), 13.06% above",11.1 months,No Information,No Information,No Information,No Information,No Information,21.62% above/19.96% above/13.06% above,11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-07-06/2025-09-05/2026-07-02,5.39%,1.99%,3.4%,0.77,-0.0,58.7354/62.0284/73.34/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.19,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",2025-12-30 (Price: 9.48) (Today),"8.72%, 1.3 year","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-12-30 (Price: 9.48), 8.72% above",1.3 year,No Information,No Information,No Information,No Information,No Information,11.01% above/8.72% above/8.72% above,26.44%/7.23%/18.68%,"-0.0%, 15.86%",11.1 months/5.1 months/8.1 months,2026-01-25/2025-05-09/2025-09-16,14.78%,5.28%,9.5%,1.0,0.27,9.6243/10.3489/8.91/8.822/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2024-09-08 (Price: 37.4)",2025-12-28 (Price: 37.86),"1.23%, 1.3 year","100.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2024-09-06",Already confirmed,"2025-12-30 (Price: 37.65), 0.67% above",1.3 year,No Information,No Information,No Information,No Information,No Information,6.36% above/0.67% above/0.67% above,17.69%/6.92%/9.5%,"-0.0%, 27.7%",3.3 months/1.2 month/2.4 months,2025-01-29/2024-10-30/2024-12-21,12.27%,12.4%,-0.13%,1.68,0.68,43.7879/40.953/45.55/No Horizontal Resistance/40.9296/48.5677/No EMA 200 Target,23.8/22.675/30.9793/26.1935/No F-Track Level/No F-Track Level/27.55,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"IEI, Long, 2024-08-31 (Price: 118.72)",2025-12-30 (Price: 119.56) (Today),"0.71%, 1.4 year","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-12-30 (Price: 119.56), 0.71% above",1.4 year,No Information,No Information,No Information,No Information,No Information,1.61% above/0.71% above/0.71% above,1.93%/1.13%/1.45%,"15.13%, 15.6%",11.2 months/6.1 months/8.1 months,2025-12-30/2025-05-23/2025-08-17,1.43%,0.7%,0.73%,-0.36,-0.87,121.7355/120.4414/124.14/133.2183/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/112.768/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/115.83,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2024-07-31 (Price: 222.08)",2025-12-30 (Price: 273.08) (Today),"22.96%, 1.4 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-07-31",Already confirmed,"2025-12-30 (Price: 273.08), 22.96% above",1.4 year,No Information,No Information,No Information,No Information,No Information,29.66% above/22.96% above/22.96% above,49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-02-24/2025-03-09/2025-10-30,17.77%,21.49%,-3.72%,2.41,1.03,323.0598/270.2047/323.37/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/189.12,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2023-12-31 (Price: 134185.0)",2025-12-30 (Price: 161125.375) (Today),"20.08%, 2 years","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-12-30 (Price: 161125.375), 20.08% above",2 years,No Information,No Information,No Information,No Information,No Information,26.54% above/20.08% above/20.08% above,14.35%/2.63%/9.45%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2028-09-15/2024-12-16/2026-09-16,6.15%,6.78%,-0.63%,0.48,0.36,148462.284/146865.4825/161963.8/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,101882.0/90496.5/121313.6/110617.73/No F-Track Level/No F-Track Level/115493.12,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2022-12-31 (Price: 85.85)",2025-12-30 (Price: 123.18) (Today),"43.48%, 3 years","100.0%, Past 33 years, 7","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-12-30 (Price: 123.18), 43.48% above",3 years,No Information,No Information,No Information,No Information,No Information,99.68% above/44.48% above/43.48% above,48.53%/11.57%/42.07%,"-0.0%, 24.28%",3 years/1.5 year/2.3 years,2027-04-13/2025-02-20/2026-04-11,9.69%,12.1%,-2.41%,1.59,0.53,107.2181/121.9671/90.9/No Horizontal Resistance/123.4541/140.4376/No EMA 200 Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,88.89%/9/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
FRACTAL TRACK,"AAPL, Long, 2025-12-30 (Price: 273.08)",No Exit Yet,"0.0%, 0 days","100.0%, Past 45 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 169.21 prior to 2025-12-31,"2025-12-30 (Price: 273.08), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 169.2862), 61.31% above, Upmove Bounce Back","2016-06-30 (Price: 22.3675), 2024-12-31 (Price: 260.1)",No Information,37.72%/33.07%/35.65%,"-0.0%, 10.93%",1 year/9.1 months/10.6 months,2027-06-04/2027-01-29/2027-04-04,12.11%,12.37%,-0.26%,1.91,0.56,391.8971/370.433/415.72/No Horizontal Resistance/297.1089/321.9834/No EMA 200 Target,23.9/136.57/248.4166/236.3611/260.3676/243.0054/231.46,93.33%/15/0 days (Across ALL Assets),77.78%/9/0 days (Across ALL Assets)
FRACTAL TRACK,"AMZN, Long, 2025-12-30 (Price: 232.53)",No Exit Yet,"0.0%, 0 days","93.75%, Past 20 years, 16","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 220.99 prior to 2026-01-02,"2025-12-30 (Price: 232.53), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 221.462), 5.0% above, Upmove Bounce Back","2025-04-13 (Price: 161.38), 2025-11-09 (Price: 258.6)",No Information,31.25%/0.75%/16.86%,"0.32%, 56.17%",2.8 years/28 days/7.4 months,2029-12-27/2026-02-08/2026-11-16,13.55%,17.13%,-3.58%,1.66,0.81,274.0599/271.7346/290.86/239.3/257.1563/274.1043/No EMA 200 Target,213.04/86.995/230.14/220.2419/216.6816/190.9211/216.68,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"UBER, Long, 2025-12-30 (Price: 82.12)",No Exit Yet,"0.0%, 0 days","100.0%, Past 6 years, 4","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 78.31 prior to 2026-01-02,"2025-12-30 (Price: 82.12), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 78.415), 4.72% above, Upmove Bounce Back","2024-08-11 (Price: 54.84), 2025-09-28 (Price: 101.99)",No Information,18.06%/15.5%/16.66%,"0%, 6.35%",1.6 month/14 days/29 days,2026-03-09/2026-01-19/2026-02-10,23.54%,8.01%,15.53%,14.78,0.43,74.0722/95.8012/110.41/No Horizontal Resistance/103.1697/130.9341/87.92,79.31/34.6025/71.0872/No support/No support/70.6297/No EMA 200 Support,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-12-30 (Price: 36.44)",No Exit Yet,"0.0%, 0 days","88.89%, Past 26 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 33.78 prior to 2025-12-31,"2025-12-30 (Price: 36.44), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 34.562), 5.43% above, Upmove Bounce Back","2024-02-29 (Price: 26.08), 2025-07-31 (Price: 39.805)",No Information,26.63%/20.05%/23.77%,"32.26%, 39.31%",3.3 years/4.1 months/1.4 year,2030-09-15/2026-06-24/2027-12-28,8.78%,11.88%,-3.1%,0.83,0.59,42.2595/45.1018/44.67/39.3812/45.6752/50.9526/No EMA 200 Target,26.75/25.6925/29.7659/26.539/36.3743/34.266/36.14,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2025-12-30 (Price: 38.67)",No Exit Yet,"0.0%, 0 days","93.75%, Past 20 years, 16","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 37.68 prior to 2026-01-02,"2025-12-30 (Price: 38.67), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 36.9983), 4.52% above, Upmove Bounce Back","2024-01-28 (Price: 20.86), 2025-10-05 (Price: 42.0)",No Information,20.93%/0.55%/14.72%,"1.3%, 33.51%",4.3 years/2.3 months/1.8 year,2032-02-19/2026-04-08/2028-07-25,8.74%,2.27%,6.47%,1.68,0.1,40.0389/44.3622/51.35/42.665/77.6857/94.2202/No EMA 200 Target,38.6/20.865/No F-Stack Support/No F-Stack Support/No support/No support/37.77,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"TCS.NS, Long, 2025-12-30 (Price: 3246.8)",No Exit Yet,"0.0%, 0 days","87.5%, Past 21 years, 8","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 2866.6001 prior to 2025-12-31,"2025-12-30 (Price: 3246.8), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 2809.1), 15.58% above, Upmove Bounce Back","2016-11-30 (Price: 1025.95), 2024-08-31 (Price: 4592.25)",No Information,26.36%/7.31%/19.71%,"10.18%, 12.85%",1.3 year/3 months/8.3 months,2027-11-07/2026-05-09/2026-12-25,7.28%,13.73%,-6.45%,0.82,0.62,3379.9188/3886.7443/5386.58/4543.575/5637.7577/6110.9256/No EMA 200 Target,2888.4/2923.4601/3006.8346/2637.2425/No support/3116.0412/3244.46,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
FRACTAL TRACK,"BABA, Long, 2025-12-30 (Price: 147.36)",No Exit Yet,"0.0%, 0 days","100.0%, Past 11 years, 7","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 146.75 prior to 2026-01-02,"2025-12-30 (Price: 147.36), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 144.5227), 1.96% above, Upmove Bounce Back","2024-01-28 (Price: 66.63), 2025-10-05 (Price: 192.67)",No Information,38.47%/16.72%/24.63%,"-0.0%, 19.88%",9.1 months/2.6 months/4.8 months,2027-01-29/2026-04-21/2026-07-26,20.27%,3.28%,16.99%,1.72,0.23,166.4284/183.6548/222.98/No Horizontal Resistance/433.8283/634.7074/No EMA 200 Target,106.72/67.495/No F-Stack Support/No F-Stack Support/No support/No support/137.54,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-30 (Price: 37.65)",No Exit Yet,"0.0%, 0 days","85.71%, Past 24 years, 7","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 34.75 prior to 2025-12-31,"2025-12-30 (Price: 37.65), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 34.9549), 7.71% above, Upmove Bounce Back","2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",No Information,22.73%/20.64%/21.31%,"10.15%, 45.89%",6.4 years/4 months/3.3 years,2035-02-18/2026-06-21/2030-09-15,4.68%,9.29%,-4.61%,0.75,0.49,46.927/45.6732/49.18/39.1438/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.54/22.5167/No F-Stack Support/No F-Stack Support/35.1507/31.8879/36.39,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
FRACTAL TRACK,"FRW.NZ, Long, 2025-12-30 (Price: 14.43)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 15","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 13.3 prior to 2026-01-02,"2025-12-30 (Price: 14.43), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 13.0889), 10.25% above, Upmove Bounce Back","2023-11-05 (Price: 7.31), 2025-11-02 (Price: 14.88)",No Information,20.66%/2.33%/14.04%,"0%, 39.81%",3.7 years/3.7 months/1.1 year,2031-04-12/2026-06-08/2027-07-26,10.07%,5.08%,4.99%,2.43,0.25,14.583/16.456/18.97/No Horizontal Resistance/14.9925/16.4712/No EMA 200 Target,10.0/7.405/12.995/12.2806/13.0889/11.9883/12.04,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-12-30 (Price: 12.15)",No Exit Yet,"0.0%, 0 days","100.0%, Past 14 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 10.5 prior to 2025-12-31,"2025-12-30 (Price: 12.15), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 10.74), 13.13% above, Upmove Bounce Back","2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",No Information,48.88%/41.01%/44.94%,"-0.0%, 38.76%",1.3 year/1 year/1.1 year,2027-11-07/2027-06-04/2027-07-26,11.55%,11.73%,-0.18%,0.86,0.59,12.4732/17.6102/15.39/13.345/16.7981/18.5763/No EMA 200 Target,8.8/9.1367/11.1928/8.9354/No support/11.3772/11.42,93.33%/15/0 days (Across ALL Assets),77.78%/9/0 days (Across ALL Assets)
