"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"DOL.TO, Long, 2025-12-28 (Price: 205.3)",No Exit Yet,"-2.92%, 8 days","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-05 (Price: 199.3), 2.92% below",8 days,"2, 2025-06-15 (Price: 193.74)",2025-12-28 (Price: 205.3),2025-12-28 (Price: 205.3),8/8/8 days,2.92% below/2.92% below/2.92% below,2025-06-15 (Price: 196.46)/2025-12-28 (Price: 202.62),14.72%/3.73%/8.72%,"0%, 10.74%",4.4 months/1.2 month/1.7 month,2026-07-07/2026-02-18/2026-03-11,11.66%,19.11%,-7.45%,2.37,1.22,244.7587/223.2022/212.24/No Horizontal Resistance/294.0831/455.769/No EMA 200 Target,174.88/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/182.17,No Data (Across ALL Assets),No Data (Across ALL Assets)
"TD.TO, Long, 2025-12-28 (Price: 129.16)",No Exit Yet,"2.41%, 8 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-05 (Price: 132.27), 2.41% above",8 days,"2, 2025-07-13 (Price: 100.69)",2025-12-14 (Price: 125.8),2025-12-23 (Price: 128.92),22/13/8 days,5.14% above/2.6% above/2.41% above,2025-07-13 (Price: 101.7338)/2025-12-28 (Price: 124.0442),12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,2028-07-23/2026-02-06/2026-07-20,7.49%,5.65%,1.84%,1.01,0.31,138.5241/137.6587/146.24/No Horizontal Resistance/128.6672/152.0396/No EMA 200 Target,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/102.19,No Data (Across ALL Assets),No Data (Across ALL Assets)
"ETH-USD, Long, 2025-12-27 (Price: 2947.9983)",2026-01-03 (Price: 3125.9175),"6.04%, 7 days","92.86%, Past 4 years, 42","Daily, is CONFIRMED on 2025-12-27",Already confirmed,"2026-01-05 (Price: 3238.2122), 9.84% above",9 days,"4, 2025-10-04 (Price: 4489.1973)",2025-12-26 (Price: 2925.7456),2025-12-27 (Price: 2947.9983),10/9/9 days,10.68% above/9.84% above/9.84% above,2025-10-04 (Price: 4791.3655)/2025-12-27 (Price: 2896.2417),39.76%/1.01%/13.37%,"17.31%, 42.86%",3 months/5 days/23 days,2026-05-06/2026-01-03/2026-01-29,60.18%,45.2%,14.98%,0.97,1.15,3593.3151/3342.1457/3872.72/4922.7188/4887.278/5344.0381/3585.05,2827.07/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"UPS, Long, 2025-11-23 (Price: 94.66)",2026-01-04 (Price: 101.02),"6.72%, 1.4 month","84.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2026-01-05 (Price: 102.0), 7.75% above",1.4 month,"6, 2023-05-14 (Price: 168.5)",2025-11-23 (Price: 94.66),2025-11-21 (Price: 94.66),43/45/43 days,7.75% above/7.75% above/7.75% above,2023-05-14 (Price: 197.499)/2025-11-23 (Price: 93.6556),11.34%/2.91%/7.7%,"13.76%, 27.26%",9.8 months/28 days/4.1 months,2027-01-22/2026-01-02/2026-05-18,6.24%,1.27%,4.97%,0.28,0.02,91.8959/101.9488/138.96/221.2667/228.7501/295.6013/97.5,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"FBU.NZ, Long, 2025-11-16 (Price: 3.45)",2026-01-04 (Price: 3.68),"6.67%, 1.6 month","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2026-01-05 (Price: 3.75), 8.7% above",1.7 month,"4, 2024-06-30 (Price: 2.83)",2025-11-09 (Price: 3.49),2025-11-16 (Price: 3.45),57/50/50 days,7.45% above/8.7% above/8.7% above,2024-06-30 (Price: 3.5806)/2025-11-16 (Price: 3.3378),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2027-06-12/2026-04-17/2027-01-24,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.3399/3.6173/3.82/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.17,No Data (Across ALL Assets),No Data (Across ALL Assets)
"SJ.TO, Long, 2025-11-09 (Price: 83.75)",2026-01-05 (Price: 86.74) (Today),"3.57%, 1.9 month","83.33%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2026-01-05 (Price: 86.74), 3.57% above",1.9 month,"6, 2024-06-23 (Price: 85.96)",2025-11-09 (Price: 83.75),2025-11-06 (Price: 81.86),57/60/57 days,3.57% above/5.96% above/3.57% above,2024-06-23 (Price: 99.5)/2025-11-09 (Price: 77.9),23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,2027-04-14/2025-12-31/2026-03-01,13.27%,11.85%,1.42%,0.6,0.66,93.0463/90.3411/85.08/84.3925/95.0177/123.2166/No EMA 200 Target,76.55/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/74.69,No Data (Across ALL Assets),No Data (Across ALL Assets)
"^DJI, Long, 2025-11-02 (Price: 47562.8711)",2026-01-05 (Price: 48977.1797) (Today),"2.97%, 2.1 months","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-01-05 (Price: 48977.1797), 2.97% above",2.1 months,"0, 2021-07-11 (Price: 34870.1602)",2025-10-19 (Price: 46190.6094),2025-10-31 (Price: 47562.8711),78/66/64 days,6.03% above/2.97% above/2.97% above,2021-07-11 (Price: 36111.9479)/2025-11-02 (Price: 45602.9241),6.39%/1.18%/4.01%,"-0.0%, 34.78%",11.7 months/1.2 month/6.1 months,2027-03-25/2025-12-24/2026-07-25,5.68%,6.86%,-1.18%,2.06,0.43,49555.7554/49470.1422/55178.5/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43702.44,No Data (Across ALL Assets),No Data (Across ALL Assets)
"BAC, Long, 2025-10-26 (Price: 52.57)",2025-12-28 (Price: 56.17),"6.85%, 2.1 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-05 (Price: 56.89), 8.22% above",2.4 months,"4, 2024-11-24 (Price: 47.0)",2025-10-19 (Price: 51.28),2025-10-23 (Price: 51.76),78/74/71 days,10.94% above/9.91% above/8.22% above,2024-11-24 (Price: 47.8214)/2025-10-26 (Price: 49.9005),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-10-26/2025-12-17/2026-03-14,6.48%,6.95%,-0.47%,0.61,0.35,55.1091/56.6126/55.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.68,No Data (Across ALL Assets),No Data (Across ALL Assets)
"DIA, Long, 2025-10-26 (Price: 472.21)",2025-12-28 (Price: 487.03),"3.14%, 2.1 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-05 (Price: 489.77), 3.72% above",2.4 months,"0, 2021-07-04 (Price: 347.94)",2025-10-19 (Price: 461.78),2025-10-24 (Price: 472.21),78/73/71 days,6.06% above/3.72% above/3.72% above,2021-07-04 (Price: 360.4022)/2025-10-26 (Price: 455.6319),6.32%/1.23%/3.68%,"-0.0%, 14.86%",9.8 months/1.6 month/5.1 months,2026-12-25/2026-01-03/2026-06-04,6.77%,6.84%,-0.07%,2.38,0.43,490.8623/489.5873/546.77/No Horizontal Resistance/538.1343/826.9871/No EMA 200 Target,454.87/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/435.91,No Data (Across ALL Assets),No Data (Across ALL Assets)
"MSE.PA, Long, 2025-10-26 (Price: 63.0002)",2026-01-04 (Price: 65.3),"3.65%, 2.3 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-05 (Price: 66.06), 4.86% above",2.4 months,"2, 2025-05-11 (Price: 58.41)",2025-10-19 (Price: 62.29),2025-10-23 (Price: 62.98),78/74/71 days,6.05% above/4.89% above/4.86% above,2025-05-11 (Price: 60.3079)/2025-10-26 (Price: 61.523),10.47%/2.5%/6.07%,"-0.0%, 33.38%",1.4 year/1.2 month/6.9 months,2027-10-24/2025-12-17/2026-08-21,7.99%,3.79%,4.2%,2.07,0.15,66.4274/66.8243/65.75/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,57.29/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/58.9,No Data (Across ALL Assets),No Data (Across ALL Assets)
"^NSEI, Long, 2025-10-19 (Price: 25709.8496)",2026-01-05 (Price: 26250.3008) (Today),"2.1%, 2.6 months","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-10-17",Already confirmed,"2026-01-05 (Price: 26250.3008), 2.1% above",2.6 months,"0, 2021-06-27 (Price: 15860.3496)",2025-10-19 (Price: 25709.8496),2025-10-17 (Price: 25709.8496),78/80/78 days,2.1% above/2.1% above/2.1% above,2021-06-27 (Price: 24928.3552)/2025-10-19 (Price: 25136.613),8.4%/1.59%/4.23%,"-0.0%, 12.99%",8.6 months/1.2 month/3.3 months,2026-10-27/2025-12-10/2026-03-11,8.66%,7.17%,1.49%,1.5,0.46,27383.5608/26797.3762/31619.55/25973.3496/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,24363.3/15428.8669/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/24230.32,No Data (Across ALL Assets),No Data (Across ALL Assets)
"FBU.NZ, Long, 2025-10-05 (Price: 3.48)",2026-01-04 (Price: 3.68),"5.75%, 3 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2026-01-05 (Price: 3.75), 7.76% above",3.1 months,"0, 2021-06-13 (Price: 7.82)",2025-09-21 (Price: 3.14),2025-10-03 (Price: 3.48),106/94/92 days,19.43% above/7.76% above/7.76% above,2021-06-13 (Price: 8.3176)/2025-10-05 (Price: 2.9861),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2027-05-01/2026-03-06/2026-12-13,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.369/3.6488/6.08/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.11,No Data (Across ALL Assets),No Data (Across ALL Assets)
"BAC, Long, 2025-09-28 (Price: 52.21)",2025-12-28 (Price: 56.17),"7.58%, 3 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2026-01-05 (Price: 56.89), 8.96% above",3.3 months,"2, 2025-01-19 (Price: 46.53)",2025-09-14 (Price: 50.58),2025-09-25 (Price: 51.85),113/102/99 days,12.48% above/9.72% above/8.96% above,2025-01-19 (Price: 47.6304)/2025-09-28 (Price: 50.1756),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-28/2025-11-19/2026-02-14,6.48%,6.95%,-0.47%,0.61,0.35,54.7317/56.2249/55.62/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.08,No Data (Across ALL Assets),No Data (Across ALL Assets)
"^NDX, Long, 2025-09-21 (Price: 24626.25)",2025-12-28 (Price: 25644.3906),"4.13%, 3.3 months","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-05 (Price: 25401.3203), 3.15% above",3.5 months,"4, 2024-06-30 (Price: 19682.8691)",2025-09-14 (Price: 24092.1895),2025-09-21 (Price: 24626.25),113/106/106 days,5.43% above/3.15% above/3.15% above,2024-06-30 (Price: 20524.2455)/2025-09-21 (Price: 23788.9157),3.95%/1.69%/2.62%,"-0.0%, 35.49%",4.4 months/1.2 month/2.9 months,2026-03-31/2025-11-12/2026-01-25,3.75%,13.42%,-9.67%,0.85,0.8,26561.8733/25271.4578/27592.28/No Horizontal Resistance/25025.4383/33965.62/No EMA 200 Target,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/21525.56,No Data (Across ALL Assets),No Data (Across ALL Assets)
"WPM.TO, Long, 2025-09-21 (Price: 148.53)",2026-01-05 (Price: 166.36) (Today),"12.0%, 3.5 months","86.67%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-05 (Price: 166.36), 12.0% above",3.5 months,"4, 2024-08-25 (Price: 83.91)",2025-09-21 (Price: 148.53),2025-09-19 (Price: 148.53),106/108/106 days,12.0% above/12.0% above/12.0% above,2024-08-25 (Price: 83.0762)/2025-09-21 (Price: 145.5318),27.09%/5.0%/11.19%,"14.05%, 49.41%",4.4 months/1.2 month/2.6 months,2026-03-31/2025-11-12/2026-01-11,3.49%,6.66%,-3.17%,0.68,0.35,158.0062/165.1505/187.3/No Horizontal Resistance/146.152/178.0989/No EMA 200 Target,82.12/48.855/125.9496/92.3678/No F-Track Level/No F-Track Level/111.59,No Data (Across ALL Assets),No Data (Across ALL Assets)
"BAC, Long, 2025-09-21 (Price: 52.25)",2025-12-28 (Price: 56.17),"7.5%, 3.3 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-05 (Price: 56.89), 8.88% above",3.5 months,"2, 2025-01-12 (Price: 45.11)",2025-09-14 (Price: 50.58),2025-09-17 (Price: 51.4),113/110/106 days,12.48% above/10.68% above/8.88% above,2025-01-12 (Price: 47.5596)/2025-09-21 (Price: 50.1049),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-21/2025-11-12/2026-02-07,6.48%,6.95%,-0.47%,0.61,0.35,54.7737/56.268/56.53/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.96,No Data (Across ALL Assets),No Data (Across ALL Assets)
"WPM, Long, 2025-09-21 (Price: 107.65)",2026-01-05 (Price: 120.99) (Today),"12.39%, 3.5 months","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-05 (Price: 120.99), 12.39% above",3.5 months,"4, 2024-08-25 (Price: 62.11)",2025-09-21 (Price: 107.65),2025-09-19 (Price: 107.65),106/108/106 days,12.39% above/12.39% above/12.39% above,2024-08-25 (Price: 60.9383)/2025-09-21 (Price: 105.9604),30.46%/2.87%/10.34%,"13.4%, 61.17%",2.8 months/28 days/1.6 month,2026-01-20/2025-10-31/2025-11-29,5.32%,5.11%,0.21%,0.63,0.29,116.3589/118.781/134.97/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,57.06/38.292/98.515/93.6878/No F-Track Level/No F-Track Level/79.86,No Data (Across ALL Assets),No Data (Across ALL Assets)
"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",2026-01-04 (Price: 8.33),"6.11%, 3.5 months","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-05 (Price: 8.35), 6.37% above",3.5 months,"2, 2025-02-09 (Price: 8.71)",2025-09-14 (Price: 7.79),2025-09-19 (Price: 7.85),113/108/106 days,7.19% above/6.37% above/6.37% above,2025-02-09 (Price: 8.7852)/2025-09-21 (Price: 7.5518),12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,2026-08-12/2025-10-31/2026-01-20,11.42%,5.83%,5.59%,1.52,0.3,8.5824/8.3171/8.37/8.8962/11.1706/12.8535/7.98,7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-05 (Price: 47.71) (Today),"11.58%, 4.2 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-05 (Price: 47.71), 11.58% above",4.2 months,"0, 2020-08-31 (Price: 24.88)",2025-08-31 (Price: 42.76),2025-08-29 (Price: 42.76),127/129/127 days,11.58% above/11.58% above/11.58% above,2020-08-31 (Price: 30.7492)/2025-08-31 (Price: 40.7124),12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-05-18/2026-02-20/2026-08-31,6.01%,3.56%,2.45%,0.45,0.12,47.0446/47.207/53.49/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,No Data (Across ALL Assets),No Data (Across ALL Assets)
"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-05 (Price: 617.99) (Today),"8.34%, 4.2 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-05 (Price: 617.99), 8.34% above",4.2 months,"0, 2020-08-31 (Price: 294.88)",2025-08-31 (Price: 570.4),2025-08-29 (Price: 570.4),127/129/127 days,8.34% above/8.34% above/8.34% above,2020-08-31 (Price: 357.9023)/2025-08-31 (Price: 561.1331),16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,2026-11-17/2026-04-05/2026-07-18,8.4%,6.82%,1.58%,1.2,0.37,649.1722/640.3881/735.71/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,No Data (Across ALL Assets),No Data (Across ALL Assets)
"VGT, Long, 2025-08-31 (Price: 697.02)",2026-01-05 (Price: 757.42) (Today),"8.67%, 4.2 months","100.0%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-05 (Price: 757.42), 8.67% above",4.2 months,"0, 2020-08-31 (Price: 328.15)",2025-08-31 (Price: 697.02),2025-08-29 (Price: 697.02),127/129/127 days,8.67% above/8.67% above/8.67% above,2020-08-31 (Price: 388.487)/2025-08-31 (Price: 683.1357),27.2%/4.39%/15.02%,"-0.0%, 51.21%",1.4 year/4.1 months/8 months,2027-08-29/2026-02-23/2026-08-13,6.44%,9.1%,-2.66%,1.52,0.57,820.1137/801.7124/918.34/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,542.38/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/618.84,No Data (Across ALL Assets),No Data (Across ALL Assets)
"SFTBY, Long, 2025-07-31 (Price: 38.15)",2025-12-31 (Price: 56.7),"48.62%, 5.1 months","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-01-05 (Price: 59.28), 55.39% above",5.3 months,"2, 2024-07-31 (Price: 30.54)",2025-06-30 (Price: 36.43),2025-07-18 (Price: 37.5),189/171/158 days,62.72% above/58.08% above/55.39% above,2024-07-31 (Price: 37.19)/2025-07-31 (Price: 32.01),36.66%/36.66%/36.66%,"-0.0%, 64.04%",1 year/1 year/1 year,2027-01-03/2027-01-03/2027-01-03,12.92%,8.11%,4.81%,0.88,0.41,36.8529/52.1358/42.72/No Horizontal Resistance/48.3837/56.3971/No EMA 200 Target,25.22/16.82/32.5245/28.6536/No F-Track Level/No F-Track Level/29.37,No Data (Across ALL Assets),No Data (Across ALL Assets)
"BAC, Long, 2025-07-31 (Price: 47.27)",2025-12-31 (Price: 55.0),"16.35%, 5.1 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-01-05 (Price: 56.89), 20.35% above",5.3 months,"8, 2021-07-31 (Price: 38.36)",2025-05-31 (Price: 44.13),2025-07-30 (Price: 47.96),219/159/158 days,28.91% above/18.62% above/20.35% above,2021-07-31 (Price: 51.4786)/2025-07-31 (Price: 42.0938),30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-06-08/2026-03-05/2026-08-26,4.68%,2.37%,2.31%,0.29,0.18,55.0601/55.8495/52.62/48.715/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.14,No Data (Across ALL Assets),No Data (Across ALL Assets)
"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-31 (Price: 54.71),"12.66%, 5.1 months","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-01-05 (Price: 56.86), 17.09% above",5.3 months,"0, 2020-07-31 (Price: 43.29)",2025-05-31 (Price: 45.52),2025-07-31 (Price: 48.56),219/158/158 days,24.91% above/17.09% above/17.09% above,2020-07-31 (Price: 60.0161)/2025-07-31 (Price: 45.2207),23.15%/1.8%/11.72%,"17.13%, 38.01%",1.6 year/4 months/9.6 months,2027-11-12/2026-01-20/2026-09-21,1.85%,4.85%,-3.0%,0.23,0.23,56.1111/54.2512/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,No Data (Across ALL Assets),No Data (Across ALL Assets)
"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-12-31 (Price: 73.13),"39.85%, 5.1 months","95.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-01-05 (Price: 73.41), 40.39% above",5.3 months,"4, 2023-07-31 (Price: 32.1)",2025-05-31 (Price: 44.61),2025-07-02 (Price: 48.62),219/187/158 days,64.56% above/50.99% above/40.39% above,2023-07-31 (Price: 58.772)/2025-07-31 (Price: 36.956),69.93%/3.87%/34.79%,"37.81%, 54.03%",11.2 months/5 months/6 months,2026-11-29/2026-03-05/2026-04-17,16.29%,14.03%,2.26%,1.02,0.66,103.4139/70.4817/64.4/No Horizontal Resistance/50.7492/58.5532/No EMA 200 Target,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level/41.26,No Data (Across ALL Assets),No Data (Across ALL Assets)
"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-05 (Price: 451.67) (Today),"30.37%, 7.3 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-01-05 (Price: 451.67), 30.37% above",7.3 months,"6, 2021-11-30 (Price: 381.5867)",2025-04-30 (Price: 282.16),2025-05-08 (Price: 284.82),250/242/219 days,60.08% above/58.58% above/30.37% above,2021-11-30 (Price: 408.2466)/2025-05-31 (Price: 214.4383),7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,2028-02-15/2028-02-15/2028-02-15,26.29%,28.82%,-2.53%,0.27,1.04,864.2098/373.4492/367.54/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,No Data (Across ALL Assets),No Data (Across ALL Assets)
"FBU.NZ, Long, 2025-03-02 (Price: 3.39)",2026-01-04 (Price: 3.68),"8.55%, 10.3 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-05 (Price: 3.75), 10.62% above",10.3 months,"0, 2020-11-08 (Price: 4.42)",2025-02-23 (Price: 3.34),2025-02-28 (Price: 3.39),316/311/309 days,12.28% above/10.62% above/10.62% above,2020-11-08 (Price: 9.6808)/2025-03-02 (Price: 3.2008),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2026-09-26/2025-08-01/2026-05-10,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.2819/3.5544/4.01/7.985/12.7156/14.3053/No EMA 200 Target,2.78/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.02,No Data (Across ALL Assets),No Data (Across ALL Assets)
"BAC, Long, 2025-02-28 (Price: 46.1)",2025-12-31 (Price: 55.0),"19.31%, 10.2 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-05 (Price: 56.89), 23.41% above",10.4 months,"0, 2020-02-29 (Price: 28.5)",2024-12-31 (Price: 43.95),2025-02-28 (Price: 46.1),370/311/311 days,29.44% above/23.41% above/23.41% above,2020-02-29 (Price: 54.8024)/2025-02-28 (Price: 43.0714),30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-01-06/2025-10-03/2026-03-26,4.68%,2.37%,2.31%,0.29,0.18,53.6973/54.4672/56.66/48.96/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/22.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/42.38,No Data (Across ALL Assets),No Data (Across ALL Assets)
"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-12-31 (Price: 10.78),"21.95%, 10.2 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-05 (Price: 10.74), 21.49% above",10.4 months,"0, 2020-02-29 (Price: 16.3)",2025-01-31 (Price: 6.44),2025-02-28 (Price: 8.84),339/311/311 days,66.77% above/21.49% above/21.49% above,2020-02-29 (Price: 23.4877)/2025-02-28 (Price: 6.0111),102.13%/45.63%/81.61%,"-0.0%, 48.4%",2.1 years/10.1 months/1.6 year,2028-02-28/2026-05-12/2027-06-12,19.84%,13.35%,6.49%,1.36,0.6,12.1833/16.0543/13.32/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level/6.78,No Data (Across ALL Assets),No Data (Across ALL Assets)
