"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"MSE.PA, Long, 2026-01-12 (Price: 67.13)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 21","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 66.934 prior to 2026-01-16,"2026-01-12 (Price: 67.13), 0.0% below",0 days,"2, 2025-07-06 (Price: 58.64)",2026-01-12 (Price: 67.13),2026-01-12 (Price: 67.13),0/0/0 days,0.0% below/0.0% below/0.0% below,2025-07-06 (Price: 60.0117)/2026-01-12 (Price: 66.601),10.47%/2.5%/6.07%,"-0.0%, 33.38%",1.4 year/1.2 month/6.9 months,2028-01-10/2026-03-05/2026-11-07,7.99%,3.79%,4.2%,2.07,0.15,70.7819/71.2048/72.22/No Horizontal Resistance/79.2125/108.6508/No EMA 200 Target,61.34/33.6667/58.6808/47.8642/59.1061/54.1567/60.33,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"UPS, Long, 2026-01-12 (Price: 108.03)",No Exit Yet,"0.0%, 0 days","84.0%, Past 10 years, 25","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 107.86 prior to 2026-01-16,"2026-01-12 (Price: 108.03), 0.0% below",0 days,"8, 2022-01-23 (Price: 201.95)",2026-01-11 (Price: 108.06),2026-01-09 (Price: 108.06),1/3/0 days,0.03% below/0.03% below/0.0% below,2022-01-23 (Price: 231.8456)/2026-01-12 (Price: 104.0672),11.34%/2.91%/7.7%,"13.76%, 27.26%",9.8 months/28 days/4.1 months,2027-03-13/2026-02-21/2026-07-07,6.24%,1.27%,4.97%,0.28,0.02,104.8755/116.3483/164.38/221.2667/228.7501/295.6013/No EMA 200 Target,82.87/107.93/No F-Stack Support/No F-Stack Support/No support/No support/94.75,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"JNK, Long, 2026-01-11 (Price: 97.69)",No Exit Yet,"-0.01%, 1 day","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2026-01-09",Already confirmed,"2026-01-12 (Price: 97.68), 0.01% below",1 day,"8, 2024-03-10 (Price: 94.7)",2025-12-28 (Price: 97.16),2026-01-11 (Price: 97.69),15/1/1 days,0.54% above/0.01% below/0.01% below,2024-03-10 (Price: 98.3166)/2026-01-11 (Price: 96.8883),3.5%/0.19%/1.47%,"-0.0%, 19.15%",9.1 months/1.2 month/4.1 months,2027-02-10/2026-03-04/2026-07-06,2.85%,-0.98%,3.83%,0.97,-0.59,98.1296/99.126/99.48/108.5222/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,96.34/88.8814/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/96.44,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"AIA.NZ, Long, 2026-01-11 (Price: 8.54)",No Exit Yet,"0.7%, 1 day","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-01-09",Already confirmed,"2026-01-12 (Price: 8.6), 0.7% above",1 day,"4, 2025-02-09 (Price: 8.71)",2025-12-28 (Price: 8.28),2026-01-08 (Price: 8.5),15/4/1 days,3.86% above/1.18% above/0.7% above,2025-02-09 (Price: 8.85)/2026-01-11 (Price: 8.1731),12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,2026-12-02/2026-02-20/2026-05-12,11.42%,5.83%,5.59%,1.52,0.3,9.3368/9.0481/8.64/8.8962/11.1706/12.8535/No EMA 200 Target,7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.87,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"MTY.TO, Long, 2026-01-11 (Price: 40.19)",No Exit Yet,"0.05%, 1 day","73.91%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-01-09",Already confirmed,"2026-01-12 (Price: 40.21), 0.05% above",1 day,"2, 2025-05-04 (Price: 43.45)",2025-12-28 (Price: 38.22),2026-01-08 (Price: 39.97),15/4/1 days,5.21% above/0.6% above/0.05% above,2025-05-04 (Price: 47.7949)/2026-01-11 (Price: 36.2009),16.17%/2.07%/7.98%,"37.54%, 76.03%",1.1 year/28 days/4.3 months,2027-08-07/2026-02-20/2026-07-16,2.07%,4.23%,-2.16%,-0.11,0.25,41.0099/43.3972/42.15/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.25,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"SJ.TO, Long, 2026-01-11 (Price: 88.81)",No Exit Yet,"-0.3%, 1 day","83.33%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-09",Already confirmed,"2026-01-12 (Price: 88.54), 0.3% below",1 day,"4, 2024-12-15 (Price: 71.63)",2026-01-11 (Price: 88.81),2026-01-08 (Price: 87.62),1/4/1 days,0.3% below/1.05% above/0.3% below,2024-12-15 (Price: 75.637)/2026-01-11 (Price: 86.1345),23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,2027-06-16/2026-03-04/2026-05-03,13.27%,11.85%,1.42%,0.6,0.66,98.6679/95.7993/99.12/No Horizontal Resistance/95.0177/123.2166/No EMA 200 Target,76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"BRK-B, Long, 2026-01-09 (Price: 499.1)",No Exit Yet,"-0.09%, 3 days","100.0%, Past 4 years, 19","Daily, is CONFIRMED on 2026-01-09",Already confirmed,"2026-01-12 (Price: 498.67), 0.09% below",3 days,"2, 2025-11-17 (Price: 503.26)",2026-01-09 (Price: 499.1),2026-01-09 (Price: 499.1),3/3/3 days,0.09% below/0.09% below/0.09% below,2025-11-17 (Price: 522.6833)/2026-01-09 (Price: 496.4333),5.02%/0.7%/2.96%,"0%, 7.4%",1.5 month/6 days/12 days,2026-03-15/2026-01-17/2026-01-26,14.99%,9.63%,5.36%,2.13,0.58,528.3473/513.8734/501.6/512.255/630.85/709.9376/No EMA 200 Target,496.12/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/497.22,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"DIS, Long, 2026-01-09 (Price: 115.88)",No Exit Yet,"-2.64%, 3 days","80.0%, Past 4 years, 15","Daily, is CONFIRMED on 2026-01-09",Already confirmed,"2026-01-12 (Price: 112.82), 2.64% below",3 days,"6, 2025-06-13 (Price: 117.94)",2026-01-08 (Price: 114.17),2026-01-09 (Price: 115.88),4/3/3 days,1.18% below/2.64% below/2.64% below,2025-06-13 (Price: 125.1018)/2026-01-09 (Price: 113.594),9.92%/0.82%/3.59%,"37.38%, 50.6%",5 months/8 days/1.4 month,2026-08-14/2026-01-20/2026-03-10,-16.64%,-4.09%,-12.55%,-0.07,-0.15,118.4641/120.0401/117.12/168.455/207.5364/245.6322/No EMA 200 Target,111.85/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/110.55,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"XIU.TO, Long, 2026-01-09 (Price: 48.22)",No Exit Yet,"0.54%, 3 days","100.0%, Past 4 years, 19","Daily, is CONFIRMED on 2026-01-09",Already confirmed,"2026-01-12 (Price: 48.48), 0.54% above",3 days,"2, 2025-11-17 (Price: 44.93)",2026-01-08 (Price: 47.92),2026-01-09 (Price: 48.22),4/3/3 days,1.17% above/0.54% above/0.54% above,2025-11-17 (Price: 45.94)/2026-01-09 (Price: 47.92),2.7%/0.5%/1.73%,"0%, 8.66%",2.2 months/6 days/26 days,2026-04-14/2026-01-17/2026-02-15,10.25%,7.22%,3.03%,2.78,0.44,49.4593/49.0542/50.19/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,44.51/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/42.24,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"ATD.TO, Long, 2026-01-08 (Price: 75.49)",No Exit Yet,"-0.37%, 4 days","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2026-01-08",Already confirmed,"2026-01-12 (Price: 75.21), 0.37% below",4 days,"2, 2025-11-14 (Price: 70.3)",2026-01-07 (Price: 74.21),2026-01-08 (Price: 75.49),5/4/4 days,1.35% above/0.37% below/0.37% below,2025-11-14 (Price: 77.93)/2026-01-08 (Price: 73.826),4.54%/1.18%/3.66%,"-0.0%, 15.84%",4.4 months/7 days/2.5 months,2026-07-18/2026-01-18/2026-04-26,12.4%,6.76%,5.64%,3.05,0.35,76.4336/78.2529/78.6/85.51/85.3936/96.14/No EMA 200 Target,73.81/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/71.81,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"AMZN, Long, 2026-01-07 (Price: 241.56)",No Exit Yet,"2.03%, 5 days","100.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-01-07",Already confirmed,"2026-01-12 (Price: 246.47), 2.03% above",5 days,"2, 2025-10-28 (Price: 229.25)",2026-01-05 (Price: 233.06),2026-01-07 (Price: 241.56),7/5/5 days,5.75% above/2.03% above/2.03% above,2025-10-28 (Price: 259.6337)/2026-01-07 (Price: 226.0051),6.5%/1.02%/4.3%,"0%, 19.49%",4.6 months/9 days/1.1 month,2026-07-25/2026-01-20/2026-02-23,22.5%,11.67%,10.83%,2.54,0.57,256.4401/251.9471/248.95/No Horizontal Resistance/317.6152/339.3352/No EMA 200 Target,226.5/86.995/231.81/213.1321/No F-Track Level/No F-Track Level/217.67,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"MA, Long, 2026-01-07 (Price: 579.92)",No Exit Yet,"-2.35%, 5 days","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2026-01-07",Already confirmed,"2026-01-12 (Price: 566.28), 2.35% below",5 days,"4, 2025-08-20 (Price: 592.68)",2026-01-05 (Price: 568.57),2026-01-07 (Price: 579.92),7/5/5 days,0.4% below/2.35% below/2.35% below,2025-08-20 (Price: 606.2351)/2026-01-07 (Price: 557.7767),7.81%/1.11%/2.94%,"5.85%, 28.57%",3.5 months/4 days/1.3 month,2026-06-08/2026-01-12/2026-03-04,5.71%,7.58%,-1.87%,0.98,0.39,586.4731/596.9696/587.58/592.9033/716.5814/751.3605/No EMA 200 Target,563.13/305.0867/554.0572/515.4888/No F-Track Level/No F-Track Level/561.98,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"MTY.TO, Long, 2026-01-07 (Price: 40.04)",No Exit Yet,"0.42%, 5 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-01-07",Already confirmed,"2026-01-12 (Price: 40.21), 0.42% above",5 days,"0, 2024-03-21 (Price: 53.02)",2026-01-06 (Price: 40.03),2026-01-07 (Price: 40.04),6/5/5 days,0.45% above/0.42% above/0.42% above,2024-03-21 (Price: 66.6843)/2026-01-07 (Price: 38.5086),7.25%/0.53%/3.58%,"0.46%, 22.19%",2.6 months/7 days/21 days,2026-04-29/2026-01-17/2026-02-06,16.78%,-4.47%,21.25%,1.28,-0.0,41.8178/41.4734/47.83/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,37.0/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.27,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"NVO, Long, 2026-01-04 (Price: 52.39)",No Exit Yet,"14.26%, 8 days","85.71%, Past 10 years, 21","Weekly, is CONFIRMED on 2026-01-02",Already confirmed,"2026-01-12 (Price: 59.86), 14.26% above",8 days,"2, 2025-03-02 (Price: 90.65)",2025-12-28 (Price: 52.4),2026-01-02 (Price: 52.39),15/10/8 days,14.24% above/14.26% above/14.26% above,2025-03-02 (Price: 95.0201)/2026-01-04 (Price: 47.1478),20.26%/3.25%/8.42%,"16.75%, 27.09%",4.4 months/28 days/1.9 month,2026-07-14/2026-02-13/2026-03-27,9.13%,7.21%,1.92%,0.46,0.37,57.6971/56.8012/75.35/139.01/157.4212/201.8641/59.76,45.68/45.4025/51.1046/45.3824/No F-Track Level/No F-Track Level/No EMA 200 Support,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"MSE.PA, Long, 2026-01-02 (Price: 65.3)",2026-01-08 (Price: 65.84),"0.83%, 6 days","100.0%, Past 4 years, 18","Daily, is CONFIRMED on 2026-01-02",Already confirmed,"2026-01-12 (Price: 67.13), 2.8% above",10 days,"2, 2025-11-10 (Price: 63.02)",2025-12-31 (Price: 64.71),2026-01-02 (Price: 65.3),12/10/10 days,3.74% above/2.8% above/2.8% above,2025-11-10 (Price: 64.7186)/2026-01-02 (Price: 64.4957),4.76%/0.41%/2.29%,"0%, 13.59%",3.5 months/6 days/1.3 month,2026-06-03/2026-01-10/2026-02-27,9.16%,6.81%,2.35%,1.46,0.37,67.5594/66.7954/66.67/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,63.33/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/60.1,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"JPY=X, Long, 2025-12-31 (Price: 156.413)",No Exit Yet,"0.3%, 12 days","73.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-09 (Price: 156.88), 0.3% above",12 days,"2, 2024-06-30 (Price: 160.687)",2025-11-30 (Price: 156.284),2025-12-22 (Price: 157.676),40/18/9 days,0.38% above/0.5% below/0.3% above,2024-06-30 (Price: 162.4562)/2025-12-31 (Price: 153.2012),18.95%/3.25%/10.93%,"19.82%, 27.01%",1.1 year/5 months/9.2 months,2027-07-27/2026-08-05/2027-02-03,-1.08%,0.88%,-1.96%,0.37,-0.3,172.2576/173.5089/158.98/159.6617/175.8568/187.2285/No EMA 200 Target,142.3/110.2702/138.2059/No support/No F-Track Level/No F-Track Level/148.77,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"SOXX, Long, 2025-12-31 (Price: 301.15)",No Exit Yet,"9.7%, 12 days","100.0%, Past 24 years, 7","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 330.35), 9.7% above",12 days,"6, 2015-06-30 (Price: 30.6967)",2025-12-31 (Price: 301.15),2025-11-21 (Price: 270.83),12/52/12 days,9.7% above/21.98% above/9.7% above,2015-06-30 (Price: 22.1158)/2025-12-31 (Price: 264.9375),74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,2030-09-16/2027-11-08/2028-09-16,16.0%,8.74%,7.26%,0.66,0.45,401.8546/444.9491/463.42/No Horizontal Resistance/348.2242/411.0319/No EMA 200 Target,106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"BAC, Long, 2025-12-31 (Price: 55.0)",No Exit Yet,"0.35%, 12 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 55.19), 0.35% above",12 days,"4, 2022-08-31 (Price: 33.61)",2025-11-30 (Price: 53.65),2025-12-30 (Price: 55.28),43/13/12 days,2.87% above/0.16% below/0.35% above,2022-08-31 (Price: 37.3153)/2025-12-31 (Price: 51.7863),30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-11-08/2026-08-05/2027-01-26,4.68%,2.37%,2.31%,0.29,0.18,64.064/64.9825/67.83/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/47.69,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"MAR, Long, 2025-12-31 (Price: 310.24)",No Exit Yet,"4.23%, 12 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 323.35), 4.23% above",12 days,"2, 2024-12-31 (Price: 278.94)",2025-11-30 (Price: 304.79),2025-12-31 (Price: 310.24),43/12/12 days,6.09% above/4.23% above/4.23% above,2024-12-31 (Price: 317.028)/2025-12-31 (Price: 259.98),30.2%/3.49%/16.71%,"0%, 34.42%",2.2 years/5 months/10.1 months,2029-02-20/2026-08-05/2027-03-14,9.36%,7.98%,1.38%,1.77,0.4,379.9199/362.0811/329.02/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,136.01/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/267.22,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"FBU.NZ, Long, 2025-12-31 (Price: 3.68)",No Exit Yet,"3.26%, 12 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 3.8), 3.26% above",12 days,"8, 2021-04-30 (Price: 7.27)",2025-10-31 (Price: 3.26),2025-12-31 (Price: 3.68),73/12/12 days,16.56% above/3.26% above/3.26% above,2021-04-30 (Price: 8.1708)/2025-12-31 (Price: 3.1092),27.18%/11.21%/20.88%,"-0.0%, 49.28%",6.1 months/5 months/5.3 months,2026-09-22/2026-08-05/2026-08-18,5.5%,0.69%,4.81%,1.23,0.0,4.2997/4.4484/5.83/7.985/12.7156/14.3053/No EMA 200 Target,2.83/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.23,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"MFT.NZ, Long, 2025-12-31 (Price: 68.62)",No Exit Yet,"-0.45%, 12 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 68.31), 0.45% below",12 days,"0, 2020-12-31 (Price: 69.5)",2025-12-31 (Price: 68.62),2025-12-31 (Price: 68.62),12/12/12 days,0.45% below/0.45% below/0.45% below,2020-12-31 (Price: 105.6512)/2025-12-31 (Price: 66.51),38.76%/5.7%/13.28%,"24.41%, 40.93%",1.8 year/5 months/8.5 months,2028-07-26/2026-08-05/2027-01-04,9.96%,11.66%,-1.7%,0.82,0.67,106.3884/77.7327/69.15/85.45/105.252/119.9356/No EMA 200 Target,55.51/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.85,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"BDGI.TO, Long, 2025-12-31 (Price: 73.13)",No Exit Yet,"4.74%, 12 days","100.0%, Past 33 years, 6","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 76.6), 4.74% above",12 days,"0, 2018-06-30 (Price: 31.67)",2025-09-30 (Price: 61.38),2025-12-31 (Price: 73.13),104/12/12 days,24.8% above/4.74% above/4.74% above,2018-06-30 (Price: 49.0339)/2025-12-31 (Price: 52.2506),227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-07-26/2027-11-08/2028-04-13,16.49%,8.5%,7.99%,0.7,0.42,150.8453/189.2824/98.01/No Horizontal Resistance/79.8787/88.3247/No EMA 200 Target,26.66/24.32/70.6207/63.2847/No F-Track Level/No F-Track Level/55.48,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"EFA, Long, 2025-12-31 (Price: 96.03)",No Exit Yet,"3.52%, 12 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 99.41), 3.52% above",12 days,"2, 2023-06-30 (Price: 72.5)",2025-12-31 (Price: 96.03),2025-12-29 (Price: 96.28),12/14/12 days,3.52% above/3.25% above/3.52% above,2023-06-30 (Price: 74.0386)/2025-12-31 (Price: 95.0814),18.42%/4.43%/10.16%,"13.47%, 23.01%",1.5 year/5 months/8.9 months,2028-02-21/2026-08-05/2027-01-21,4.72%,2.4%,2.32%,0.44,0.03,108.197/105.7866/110.15/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.61/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/90.09,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"EEM, Long, 2025-12-30 (Price: 54.88)",2026-01-07 (Price: 56.85),"3.59%, 8 days","90.91%, Past 4 years, 11","Daily, is CONFIRMED on 2025-12-30",Already confirmed,"2026-01-12 (Price: 57.94), 5.58% above",13 days,"2, 2025-10-29 (Price: 56.01)",2025-12-29 (Price: 54.66),2025-12-30 (Price: 54.88),14/13/13 days,6.0% above/5.58% above/5.58% above,2025-10-29 (Price: 56.2459)/2025-12-30 (Price: 54.6018),4.72%/1.07%/2.64%,"25.37%, 34.75%",3.1 months/6 days/21 days,2026-05-13/2026-01-07/2026-01-29,2.19%,2.36%,-0.17%,0.01,0.07,57.3606/56.3288/55.56/56.245/56.6819/68.2921/No EMA 200 Target,52.6/37.485/41.6415/32.346/No F-Track Level/No F-Track Level/49.59,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"SBUX, Long, 2025-12-29 (Price: 85.57)",2026-01-09 (Price: 88.88),"3.87%, 11 days","91.67%, Past 4 years, 12","Daily, is CONFIRMED on 2025-12-29",Already confirmed,"2026-01-12 (Price: 89.96), 5.13% above",14 days,"8, 2025-06-03 (Price: 86.6)",2025-12-24 (Price: 84.57),2025-12-29 (Price: 85.57),19/14/14 days,6.37% above/5.13% above/5.13% above,2025-06-03 (Price: 103.5058)/2025-12-29 (Price: 83.3292),8.06%/2.15%/4.6%,"1.89%, 25.49%",3.2 months/6 days/1.2 month,2026-05-17/2026-01-06/2026-02-19,10.39%,-0.2%,10.59%,0.88,0.03,88.1457/89.5062/86.19/117.438/142.4098/150.3462/87.53,83.86/71.675/76.529/65.8616/No F-Track Level/No F-Track Level/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"MFT.NZ, Long, 2025-12-14 (Price: 67.4)",2026-01-12 (Price: 68.31) (Today),"1.35%, 29 days","90.91%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2026-01-12 (Price: 68.31), 1.35% above",29 days,"4, 2024-07-28 (Price: 72.0)",2025-12-14 (Price: 67.4),2025-12-11 (Price: 67.25),29/32/29 days,1.35% above/1.58% above/1.35% above,2024-07-28 (Price: 78.0579)/2025-12-14 (Price: 66.7737),13.53%/1.78%/5.86%,"5.83%, 27.74%",1.2 year/28 days/4.4 months,2027-08-31/2026-01-23/2026-06-23,9.15%,10.41%,-1.26%,1.17,0.61,72.5831/71.3496/70.16/85.45/105.252/119.9356/No EMA 200 Target,58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.86,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"TD.TO, Long, 2025-12-14 (Price: 125.8)",2026-01-12 (Price: 130.65) (Today),"3.86%, 29 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2026-01-12 (Price: 130.65), 3.86% above",29 days,"2, 2025-06-29 (Price: 99.45)",2025-12-14 (Price: 125.8),2025-12-09 (Price: 123.47),29/34/29 days,3.86% above/5.82% above/3.86% above,2025-06-29 (Price: 99.8746)/2025-12-14 (Price: 122.185),12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,2028-07-09/2026-01-23/2026-07-06,7.49%,5.65%,1.84%,1.01,0.31,134.9205/134.0776/141.61/No Horizontal Resistance/128.6672/152.0396/No EMA 200 Target,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/100.5,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"SBUX, Long, 2025-12-11 (Price: 84.74)",2026-01-09 (Price: 88.88),"4.89%, 29 days","91.67%, Past 4 years, 12","Daily, is CONFIRMED on 2025-12-11",Already confirmed,"2026-01-12 (Price: 89.96), 6.16% above",1.1 month,"0, 2024-02-27 (Price: 94.13)",2025-12-10 (Price: 83.85),2025-12-11 (Price: 84.74),33/32/32 days,7.29% above/6.16% above/6.16% above,2024-02-27 (Price: 143.1381)/2025-12-11 (Price: 83.4265),8.06%/2.15%/4.6%,"1.89%, 25.49%",3.2 months/6 days/1.2 month,2026-04-29/2025-12-19/2026-02-01,10.39%,-0.2%,10.59%,0.88,0.03,87.2907/88.638/90.37/117.438/142.4098/150.3462/88.7,82.28/71.675/76.529/65.8616/No F-Track Level/No F-Track Level/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"BAC, Long, 2025-12-07 (Price: 53.95)",2026-01-12 (Price: 55.19) (Today),"2.3%, 1.2 month","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2026-01-12 (Price: 55.19), 2.3% above",1.2 month,"2, 2025-01-05 (Price: 44.81)",2025-12-07 (Price: 53.95),2025-12-05 (Price: 53.95),36/38/36 days,2.3% above/2.3% above/2.3% above,2025-01-05 (Price: 47.0713)/2025-12-07 (Price: 53.4227),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-12-07/2026-01-28/2026-04-25,6.48%,6.95%,-0.47%,0.61,0.35,56.5558/58.0988/59.43/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.62,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
