Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-31 (Price: 68.62)",No Exit Yet,"-0.61%, 8 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-08 (Price: 68.2), 0.61% below",8 days,No Information,No Information,No Information,No Information,No Information,0.61% below/0.61% below/0.61% below,38.76%/5.7%/13.28%,"24.41%, 40.93%",1.8 year/5 months/8.5 months,2028-07-26/2026-08-05/2027-01-04,9.96%,11.66%,-1.7%,0.82,0.67,106.3884/77.7327/69.15/85.45/105.252/119.9356/No EMA 200 Target,55.51/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.85,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-12-31 (Price: 73.13)",No Exit Yet,"2.43%, 8 days","100.0%, Past 33 years, 6","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-08 (Price: 74.91), 2.43% above",8 days,No Information,No Information,No Information,No Information,No Information,22.04% above/2.43% above/2.43% above,227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-07-26/2027-11-08/2028-04-13,16.49%,8.5%,7.99%,0.7,0.42,150.8453/189.2824/98.01/No Horizontal Resistance/79.8787/88.3247/No EMA 200 Target,26.66/24.32/70.6207/63.2847/No F-Track Level/No F-Track Level/55.48,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2025-12-31 (Price: 96.03)",No Exit Yet,"1.99%, 8 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-08 (Price: 97.94), 1.99% above",8 days,No Information,No Information,No Information,No Information,No Information,1.99% above/1.72% above/1.99% above,18.42%/4.43%/10.16%,"13.47%, 23.01%",1.5 year/5 months/8.9 months,2028-02-21/2026-08-05/2027-01-21,4.72%,2.4%,2.32%,0.44,0.03,108.197/105.7866/110.15/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.61/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/90.09,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
FRACTAL TRACK,"AAPL, Long, 2025-12-31 (Price: 271.86)",No Exit Yet,"-4.72%, 8 days","100.0%, Past 45 years, 5","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-08 (Price: 259.04), 4.72% below",8 days,No Information,No Information,No Information,"38.2% (Price: 169.2862), 53.02% above, Upmove Bounce Back","2016-06-30 (Price: 22.3675), 2024-12-31 (Price: 260.1)",No Information,37.72%/33.07%/35.65%,"-0.0%, 10.93%",1 year/9.1 months/10.6 months,2027-06-05/2027-01-30/2027-04-05,12.11%,12.37%,-0.26%,1.91,0.56,390.1463/368.7781/414.5/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,23.9/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/232.95,75.0%/4/1.4 year (Across ALL Assets),100.0%/1/1.5 year (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-12-31 (Price: 36.54)",No Exit Yet,"-8.62%, 8 days","88.89%, Past 26 years, 9","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-08 (Price: 33.39), 8.62% below",8 days,No Information,No Information,No Information,"38.2% (Price: 34.562), 3.39% below, Upmove Bounce Back","2024-02-29 (Price: 26.08), 2025-07-31 (Price: 39.805)",No Information,26.63%/20.05%/23.77%,"32.26%, 39.31%",3.3 years/4.1 months/1.4 year,2030-09-16/2026-06-25/2027-12-29,8.78%,11.88%,-3.1%,0.83,0.59,42.3754/45.2256/44.77/39.3812/40.717/47.4928/No EMA 200 Target,26.75/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/36.23,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
FRACTAL TRACK,"TCS.NS, Long, 2025-12-31 (Price: 3206.2)",No Exit Yet,"-0.07%, 8 days","87.5%, Past 21 years, 8","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-08 (Price: 3203.8999), 0.07% below",8 days,No Information,No Information,No Information,"50% (Price: 2809.1), 14.05% above, Upmove Bounce Back","2016-11-30 (Price: 1025.95), 2024-08-31 (Price: 4592.25)",No Information,26.36%/7.31%/19.71%,"10.18%, 12.85%",1.3 year/3 months/8.3 months,2027-11-08/2026-05-10/2026-12-26,7.28%,13.73%,-6.45%,0.82,0.62,3337.6542/3838.142/5345.98/4543.575/5637.7577/6110.9256/3234.48,2888.4/2923.4601/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-31 (Price: 37.75)",No Exit Yet,"3.05%, 8 days","85.71%, Past 24 years, 7","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-08 (Price: 38.9), 3.05% above",8 days,No Information,No Information,No Information,"23.66% (Price: 34.9549), 11.29% above, Upmove Bounce Back","2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",No Information,22.73%/20.64%/21.31%,"10.15%, 45.89%",6.4 years/4 months/3.3 years,2035-02-19/2026-06-22/2030-09-16,4.68%,9.29%,-4.61%,0.75,0.49,47.0516/45.7945/49.28/39.1438/40.9296/48.5677/No EMA 200 Target,33.54/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.53,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-12-31 (Price: 12.29)",No Exit Yet,"0.98%, 8 days","100.0%, Past 14 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-08 (Price: 12.41), 0.98% above",8 days,No Information,No Information,No Information,"50% (Price: 10.74), 15.55% above, Upmove Bounce Back","2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",No Information,48.88%/41.01%/44.94%,"-0.0%, 38.76%",1.3 year/1 year/1.1 year,2027-11-08/2027-06-05/2027-07-27,11.55%,11.73%,-0.18%,0.86,0.59,12.6169/17.8131/15.53/13.345/19.8479/26.5969/No EMA 200 Target,8.8/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.44,75.0%/4/1.4 year (Across ALL Assets),100.0%/1/1.5 year (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-12-30 (Price: 54.88)",2026-01-07 (Price: 56.85),"3.59%, 8 days","90.91%, Past 4 years, 11","Daily, is CONFIRMED on 2025-12-30",Already confirmed,"2026-01-08 (Price: 56.87), 3.63% above",9 days,No Information,No Information,No Information,No Information,No Information,4.04% above/3.63% above/3.63% above,4.72%/1.07%/2.64%,"25.37%, 34.75%",3.1 months/6 days/21 days,2026-05-13/2026-01-07/2026-01-29,2.19%,2.36%,-0.17%,0.01,0.07,57.3606/56.3288/55.56/56.245/56.6819/68.2921/No EMA 200 Target,52.6/37.485/41.6415/32.346/No F-Track Level/No F-Track Level/49.59,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
DELTADRIFT,"ARM, Long, 2025-12-24 (Price: 111.55)",2026-01-05 (Price: 116.11),"4.09%, 12 days","83.33%, Past 2 years, 6","Daily, was CONFIRMED on 2025-12-24",Already confirmed,"2026-01-08 (Price: 113.08), 1.37% above",15 days,No Information,No Information,No Information,No Information,No Information,No Information,13.24%/7.69%/10.84%,"19.77%, 19.77%",1.2 month/5 days/15 days,2026-02-14/2025-12-31/2026-01-14,17.56%,26.25%,-8.69%,0.29,1.04,114.1937/123.642/118.92/184.93/209.6611/292.8214/137.32,96.83/No Horizontal Support/102.2246/89.5435/No F-Track Level/No F-Track Level/No EMA 200 Support,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
DELTADRIFT,"UBER, Long, 2025-12-22 (Price: 81.26)",2026-01-06 (Price: 85.54),"5.27%, 15 days","100.0%, Past 4 years, 6","Daily, was CONFIRMED on 2025-12-22",Already confirmed,"2026-01-08 (Price: 87.59), 7.79% above",17 days,No Information,No Information,No Information,No Information,No Information,No Information,8.06%/3.32%/5.73%,"-0.0%, 11.17%",1.7 month/2 days/16 days,2026-03-05/2025-12-24/2026-01-14,12.38%,16.7%,-4.32%,1.69,0.74,86.5256/85.9162/86.22/82.12/99.1711/103.8185/88.23,79.14/34.6025/75.9736/63.3753/No F-Track Level/No F-Track Level/No EMA 200 Support,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
FRACTAL TRACK,"IBKR, Long, 2025-12-19 (Price: 64.26)",2026-01-05 (Price: 71.57),"11.38%, 17 days","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2026-01-08 (Price: 70.16), 9.18% above",20 days,No Information,No Information,No Information,"23.66% (Price: 62.1287), 12.93% above, Upmove Bounce Back","2024-08-05 (Price: 25.9225), 2025-10-10 (Price: 73.35)",No Information,16.34%/10.24%/12.37%,"7.97%, 31.97%",1.1 year/28 days/3 months,2027-07-15/2026-01-28/2026-04-28,35.27%,24.2%,11.07%,1.68,1.19,69.4458/72.209/92.72/No Horizontal Resistance/81.4292/98.2092/No EMA 200 Target,62.45/13.0762/62.0029/55.579/No F-Track Level/No F-Track Level/59.09,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
FRACTAL TRACK,"MSE.PA, Long, 2025-12-15 (Price: 64.11)",2026-01-07 (Price: 66.05),"3.03%, 23 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2026-01-08 (Price: 65.84), 2.7% above",24 days,No Information,No Information,No Information,"23.66% (Price: 62.9255), 4.63% above, Upmove Bounce Back","2025-08-01 (Price: 57.2), 2025-11-13 (Price: 64.7)",No Information,10.86%/2.75%/8.53%,"0%, 23.33%",1.6 year/1.3 month/5.5 months,2028-03-28/2026-02-09/2026-08-10,22.9%,9.15%,13.75%,2.88,0.6,66.1679/69.5786/68.61/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,61.34/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/60.24,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
FRACTAL TRACK,"BPCL.NS, Long, 2025-11-27 (Price: 364.7)",2026-01-06 (Price: 370.8),"1.67%, 1.3 month","86.67%, Past 5 years, 15","Daily, was CONFIRMED on 2025-11-27",Already confirmed,"2026-01-08 (Price: 354.55), 2.78% below",1.4 month,No Information,No Information,No Information,"38.2% (Price: 352.9955), 0.44% above, Upmove Bounce Back","2025-09-01 (Price: 306.8), 2025-11-17 (Price: 381.55)",No Information,12.45%/1.92%/10.29%,"11.24%, 36.83%",2.2 years/1.2 month/9.6 months,2029-01-17/2026-01-18/2027-01-18,15.95%,8.45%,7.5%,1.08,0.45,386.2173/402.2276/409.55/No Horizontal Resistance/372.4081/393.108/No EMA 200 Target,355.85/145.35/353.1485/295.7614/No F-Track Level/No F-Track Level/331.95,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
OSCILLATOR DELTA,"IBKR, Long, 2025-11-26 (Price: 64.19)",2026-01-05 (Price: 71.57),"11.5%, 1.3 month","73.68%, Past 6 years, 19","Daily, is Confirmed on 2025-11-26",No Cancellation Possible,"2026-01-08 (Price: 70.16), 9.3% above",1.4 month,No Information,No Information,No Information,No Information,No Information,No Information,17.02%/5.19%/9.62%,"11.21%, 13.86%",2.1 months/4 days/25 days,2026-02-25/2025-12-01/2026-01-01,15.03%,21.69%,-6.66%,0.38,1.02,70.5705/70.3651/67.4/No Horizontal Resistance/102.297/159.1852/No EMA 200 Target,No Recent Minima/13.0762/45.4088/31.9794/No F-Track Level/No F-Track Level/59.09,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
FRACTAL TRACK,"IBKR, Long, 2025-11-25 (Price: 63.17)",2026-01-05 (Price: 71.57),"13.3%, 1.4 month","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2026-01-08 (Price: 70.16), 11.07% above",1.5 month,No Information,No Information,No Information,"23.66% (Price: 58.0979), 20.76% above, Upmove Bounce Back","2024-08-05 (Price: 25.9225), 2025-08-12 (Price: 68.07)",No Information,16.34%/10.24%/12.37%,"7.97%, 31.97%",1.1 year/28 days/3 months,2027-06-21/2026-01-04/2026-04-04,35.27%,24.2%,11.07%,1.68,1.19,68.2678/70.9841/88.46/No Horizontal Resistance/102.297/159.1852/No EMA 200 Target,61.05/13.0762/45.4088/31.9794/No F-Track Level/No F-Track Level/59.09,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
OSCILLATOR DELTA,"IBIT, Long, 2025-11-24 (Price: 50.57)",2026-01-05 (Price: 53.46),"5.71%, 1.4 month","83.33%, Past 1 years, 6","Daily, is Confirmed on 2025-11-24",No Cancellation Possible,"2026-01-08 (Price: 51.52), 1.88% above",1.5 month,No Information,No Information,No Information,No Information,No Information,No Information,8.18%/7.68%/7.94%,"13.32%, 14.42%",1.3 month/15 days/29 days,2026-01-19/2025-12-15/2026-01-05,22.32%,27.39%,-5.07%,0.36,1.11,52.6687/54.5853/53.1/70.855/74.3812/88.2877/58.88,No Recent Minima/41.99/45.1961/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
FRACTAL TRACK,"BN.TO, Long, 2025-11-20 (Price: 61.6)",2026-01-06 (Price: 67.9),"10.23%, 1.6 month","95.65%, Past 2 years, 23","Daily, was CONFIRMED on 2025-11-20",Already confirmed,"2026-01-08 (Price: 65.48), 6.3% above",1.6 month,No Information,No Information,No Information,"23.66% (Price: 58.5318), 11.87% above, Upmove Bounce Back","2023-10-31 (Price: 26.7133), 2025-09-23 (Price: 68.3933)",No Information,13.66%/1.8%/9.84%,"1.86%, 36.05%",2.6 years/6 days/6.3 months,2029-08-06/2025-11-28/2026-08-20,32.86%,12.33%,20.53%,1.73,0.66,62.9552/67.6614/86.61/No Horizontal Resistance/69.5978/79.2394/No EMA 200 Target,60.2/26.2374/59.2857/53.7251/No F-Track Level/No F-Track Level/58.62,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2025-11-19 (Price: 91465.9922)",2026-01-05 (Price: 93882.5547),"2.64%, 1.6 month","83.33%, Past 4 years, 12","Daily, was CONFIRMED on 2025-11-19",Already confirmed,"2026-01-08 (Price: 91206.0859), 0.28% below",1.7 month,No Information,No Information,No Information,No Information,No Information,No Information,11.7%/3.07%/6.18%,"15.01%, 18.23%",20 days/2 days/6 days,2025-12-17/2025-11-21/2025-11-27,11.57%,11.17%,0.4%,0.31,0.4,94777.0611/97118.5905/95947.83/124582.2656/122105.3521/133759.1807/106497.8,76271.95/18304.4229/88987.7198/76786.0499/No F-Track Level/No F-Track Level/No EMA 200 Support,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2025-11-09 (Price: 83.75)",2026-01-08 (Price: 87.62) (Today),"4.62%, 2 months","83.33%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2026-01-08 (Price: 87.62), 4.62% above",2 months,No Information,No Information,No Information,No Information,No Information,4.62% above/7.04% above/4.62% above,23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,2027-04-14/2025-12-31/2026-03-01,13.27%,11.85%,1.42%,0.6,0.66,93.0463/90.3411/85.08/84.3925/95.0177/123.2166/No EMA 200 Target,76.55/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/74.69,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-11-02 (Price: 47562.8711)",2026-01-08 (Price: 49266.1094) (Today),"3.58%, 2.2 months","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-01-08 (Price: 49266.1094), 3.58% above",2.2 months,No Information,No Information,No Information,No Information,No Information,6.66% above/3.58% above/3.58% above,6.39%/1.18%/4.01%,"-0.0%, 34.78%",11.7 months/1.2 month/6.1 months,2027-03-25/2025-12-24/2026-07-25,5.68%,6.86%,-1.18%,2.06,0.43,49555.7554/49470.1422/55178.5/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43702.44,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"^NSEI, Long, 2025-10-19 (Price: 25709.8496)",2026-01-08 (Price: 25876.8496) (Today),"0.65%, 2.7 months","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-10-17",Already confirmed,"2026-01-08 (Price: 25876.8496), 0.65% above",2.7 months,No Information,No Information,No Information,No Information,No Information,0.65% above/0.65% above/0.65% above,8.4%/1.59%/4.23%,"-0.0%, 12.99%",8.6 months/1.2 month/3.3 months,2026-10-27/2025-12-10/2026-03-11,8.66%,7.17%,1.49%,1.5,0.46,27383.5608/26797.3762/31619.55/25973.3496/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,24363.3/15428.8669/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/24230.32,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-09-21 (Price: 148.53)",2026-01-08 (Price: 171.59) (Today),"15.53%, 3.6 months","86.67%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-08 (Price: 171.59), 15.53% above",3.6 months,No Information,No Information,No Information,No Information,No Information,15.53% above/15.53% above/15.53% above,27.09%/5.0%/11.19%,"14.05%, 49.41%",4.4 months/1.2 month/2.6 months,2026-03-31/2025-11-12/2026-01-11,3.49%,6.66%,-3.17%,0.68,0.35,158.0062/165.1505/187.3/No Horizontal Resistance/146.152/178.0989/No EMA 200 Target,82.12/48.855/125.9496/92.3678/No F-Track Level/No F-Track Level/111.59,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"WPM, Long, 2025-09-21 (Price: 107.65)",2026-01-08 (Price: 123.78) (Today),"14.98%, 3.6 months","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-08 (Price: 123.78), 14.98% above",3.6 months,No Information,No Information,No Information,No Information,No Information,14.98% above/14.98% above/14.98% above,30.46%/2.87%/10.34%,"13.4%, 61.17%",2.8 months/28 days/1.6 month,2026-01-20/2025-10-31/2025-11-29,5.32%,5.11%,0.21%,0.63,0.29,116.3589/118.781/134.97/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,57.06/38.292/98.515/93.6878/No F-Track Level/No F-Track Level/79.86,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-08 (Price: 47.92) (Today),"12.07%, 4.3 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-08 (Price: 47.92), 12.07% above",4.3 months,No Information,No Information,No Information,No Information,No Information,12.07% above/12.07% above/12.07% above,12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-05-18/2026-02-20/2026-08-31,6.01%,3.56%,2.45%,0.45,0.12,47.0446/47.207/53.49/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-08 (Price: 620.47) (Today),"8.78%, 4.3 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-08 (Price: 620.47), 8.78% above",4.3 months,No Information,No Information,No Information,No Information,No Information,8.78% above/8.78% above/8.78% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,2026-11-17/2026-04-05/2026-07-18,8.4%,6.82%,1.58%,1.2,0.37,649.1722/640.3881/735.71/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2025-08-31 (Price: 697.02)",2026-01-08 (Price: 754.81) (Today),"8.29%, 4.3 months","100.0%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-08 (Price: 754.81), 8.29% above",4.3 months,No Information,No Information,No Information,No Information,No Information,8.29% above/8.29% above/8.29% above,27.2%/4.39%/15.02%,"-0.0%, 51.21%",1.4 year/4.1 months/8 months,2027-08-29/2026-02-23/2026-08-13,6.44%,9.1%,-2.66%,1.52,0.57,820.1137/801.7124/918.34/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,542.38/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/618.84,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
FRACTAL TRACK,"MX.TO, Long, 2025-08-31 (Price: 48.78)",2026-01-08 (Price: 62.74) (Today),"28.62%, 4.3 months","94.44%, Past 20 years, 18","Weekly, was CONFIRMED on 2025-08-31",Already confirmed,"2026-01-08 (Price: 62.74), 28.62% above",4.3 months,No Information,No Information,No Information,"50% (Price: 45.71), 37.26% above, Upmove Bounce Back","2020-03-29 (Price: 13.24), 2025-02-09 (Price: 78.18)",No Information,22.38%/3.19%/16.45%,"5.57%, 73.13%",3.2 years/28 days/10 months,2030-03-26/2025-10-10/2026-11-08,13.05%,2.99%,10.06%,1.75,0.22,49.341/56.8043/87.74/73.435/104.8718/122.9238/48.89,45.56/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/No EMA 200 Support,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-06-30 (Price: 497.41)",2026-01-08 (Price: 478.11) (Today),"-3.88%, 6.4 months","92.31%, Past 39 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-08 (Price: 478.11), 3.88% below",6.4 months,No Information,No Information,No Information,"50% (Price: 340.89), 40.25% above, Upmove Bounce Back","2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",No Information,27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,2045-10-07/2025-11-07/2028-01-24,7.9%,16.21%,-8.31%,1.65,0.79,669.6133/608.4319/650.36/No Horizontal Resistance/517.4523/553.3726/No EMA 200 Target,375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/479.8,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-08 (Price: 435.8) (Today),"25.79%, 7.4 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-01-08 (Price: 435.8), 25.79% above",7.4 months,No Information,No Information,No Information,No Information,No Information,54.45% above/53.01% above/25.79% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,2028-02-15/2028-02-15/2028-02-15,26.29%,28.82%,-2.53%,0.27,1.04,864.2098/373.4492/367.54/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-08 (Price: 41.99) (Today),"6.51%, 9.4 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-01-08 (Price: 41.99), 6.51% above",9.4 months,No Information,No Information,No Information,"23.66% (Price: 36.9765), 13.56% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.09,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-08 (Price: 65.84) (Today),"10.92%, 10.5 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-08 (Price: 65.84), 10.92% above",10.5 months,No Information,No Information,No Information,No Information,No Information,10.92% above/10.92% above/10.92% above,11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-08-03/2025-10-03/2026-07-30,5.39%,1.99%,3.4%,0.77,-0.0,60.7728/64.18/75.54/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
