Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-10-26 (Price: 472.21)",Weekly,No Exit Yet,No Price Target,2025-11-22 (Min),0.77%/2.01%,"0.45%, 1.1 month","2025-11-26 (Price: 474.35), 0.45% above",483.8736 (Historic Rise or Fall to Pivot)/490.579 (Avg % Gain of Historic Winning trades)/546.77 (Exit Rule)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/513.0089 (Backtested Best)/478.0182 (Backtested Worst),2026-08-24 (Max)/2026-03-01 (Avg),454.87/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/435.91,"100.0%, Past 10 years, 28",No Information,No Information,No Information,No Information,No Information,2.72% above/0.45% above/0.45% above,8.64%/1.23%/3.89%,"-0.0%, 14.86%",7.0 months/19 days/2.9 months,10.29%,9.9%,0.39%,1.56,0.44,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-10-23 (Price: 43.68)",Daily,2025-11-25 (Price: 46.84),No Price Target,2025-11-26 (Min),10.06%/28.18%,"7.14%, 1.1 month","2025-11-26 (Price: 46.8), 7.14% above",59.9901 (Avg % Gain of Historic Winning trades)/51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/88.1899 (Backtested Best),2027-03-25 (Max)/2026-06-30 (Avg),41.91/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/43.01,"100.0%, Past 5 years, 38",No Information,No Information,No Information,"78.6% (Price: 41.8591), 11.8% above, Upmove Bounce Back","2025-08-19 (Price: 40.62), 2025-10-09 (Price: 46.41)",No Information,101.9%/7.41%/37.34%,"-0.0%, 18.38%",11.9 months/24 days/5.8 months,29.0%,31.99%,-2.99%,0.39,1.09,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Long, 2025-10-21 (Price: 212.17)",Daily,2025-11-26 (Price: 235.85) (Today),No Price Target,No Date Target,2.73%/4.07%,"11.16%, 1.2 month","2025-11-26 (Price: 235.85), 11.16% above",242.2981 (Avg % Gain of Historic Winning trades)/245.45 (Exit Rule)/256.6133 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/284.2866 (Backtested Best),2026-05-07 (Max)/2026-02-06 (Avg),209.51/196.0/147.1212/139.9966/No F-Track Level/No F-Track Level/No Moving Avg Support,"97.14%, Past 5 years, 35",No Information,No Information,No Information,"50% (Price: 213.83), 10.3% above, Upmove Bounce Back","2025-08-08 (Price: 186.1), 2025-09-29 (Price: 241.56)",No Information,33.99%/3.04%/14.2%,"0.61%, 12.07%",4.6 months/12 days/2.5 months,29.12%,2.66%,26.46%,0.58,0.08,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
OSCILLATOR DELTA,"MA, Long, 2025-10-20 (Price: 566.36)",Daily,No Exit Yet,No Price Target,2025-11-26 (Avg),8.74%/8.8%,"-3.78%, 1.2 month","2025-11-26 (Price: 544.93), 3.78% below",592.5825 (Historic Rise or Fall to Pivot)/612.1785 (Avg % Gain of Historic Winning trades)/662.64 (Exit Rule)/592.9033 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/650.691 (Backtested Best)/595.301 (Backtested Worst),2026-03-06 (Max),No Recent Minima/306.91/554.0572/515.4888/No F-Track Level/No F-Track Level/560.31,"93.1%, Past 6 years, 29",No Information,No Information,No Information,No Information,No Information,No Information,14.89%/5.11%/8.09%,"12.38%, 17.12%",3.2 months/2 days/26 days,44.09%,12.44%,31.65%,0.45,0.45,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-10-20 (Price: 1002.95)",Daily,No Exit Yet,No Price Target,2025-11-29 (Avg),0.13%/0.31%,"0.79%, 1.3 month","2025-11-27 (Price: 1010.85), 0.79% above",1013.9824 (Historic Rise or Fall to Pivot)/1046.9795 (Avg % Gain of Historic Winning trades)/1030.04 (Exit Rule)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1099.7347 (Backtested Best)/1012.1771 (Backtested Worst),2026-01-25 (Max)/2025-11-29 (Avg),945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/935.19,"100.0%, Past 4 years, 29",No Information,No Information,No Information,No Information,No Information,0.79% above/0.79% above/0.79% above,9.65%/0.92%/4.39%,"-0.0%, 11.99%",2.2 months/4 days/28 days,48.18%,7.98%,40.2%,1.18,0.29,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2025-10-15 (Price: 73.4)",Daily,No Exit Yet,No Price Target,2025-11-28 (Avg),0.49%/0.82%,"3.17%, 1.4 month","2025-11-26 (Price: 75.73), 3.17% above",76.1011 (Avg % Gain of Historic Winning trades)/76.35 (Exit Rule)/85.51 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/77.2829 (Backtested Best),2026-02-26 (Max)/2025-11-28 (Avg),72.67/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.09,"96.43%, Past 4 years, 28",No Information,No Information,No Information,No Information,No Information,3.61% above/3.17% above/3.17% above,5.29%/0.99%/3.68%,"6.48%, 15.84%",3.1 months/4 days/1.0 month,25.63%,10.15%,15.48%,1.24,0.37,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2025-10-12 (Price: 3028.3)",Weekly,No Exit Yet,3139.7414 (Backtested Worst),No Date Target,1.23%/3.21%,"3.49%, 1.5 month","2025-11-27 (Price: 3134.1001), 3.49% above",3172.7499 (Historic Rise or Fall to Pivot)/3296.9102 (Avg % Gain of Historic Winning trades)/3234.83 (Exit Rule)/4543.575 (Horizontal)/5637.7577 (F-Stack 1)/6110.9256 (F-Stack 2)/3304.54 (Moving Avg)/3454.079 (Backtested Best),No Next Date Target,2899.1/2937.675/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No Moving Avg Support,"75.0%, Past 15 years, 4",No Information,No Information,No Information,No Information,No Information,No Information,14.06%/3.68%/8.87%,"14.47%, 16.73%",19 days/14 days/16 days,4.81%,11.95%,-7.14%,0.07,0.46,94.87%/39/1.3 month (Across ALL Assets),89.42%/104/1.6 month (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2025-10-08 (Price: 51.6)",Daily,2025-11-26 (Price: 57.81) (Today),No Price Target,No Date Target,14.65%/24.19%,"12.03%, 1.6 month","2025-11-26 (Price: 57.81), 12.03% above",66.28 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/71.7962 (Backtested Best),2029-03-16 (Max)/2027-01-17 (Avg),51.18/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level/48.58,"100.0%, Past 5 years, 26",No Information,No Information,No Information,"38.2% (Price: 49.9425), 15.75% above, Upmove Bounce Back","2025-01-13 (Price: 34.82), 2025-08-21 (Price: 59.29)",No Information,39.14%/0.1%/9.65%,"-0.0%, 37.23%",2.4 years/11 days/10.7 months,5.64%,8.81%,-3.17%,0.41,0.33,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2025-10-02 (Price: 68.77)",Daily,No Exit Yet,No Price Target,2025-11-27 (Max),40.4%/44.7%,"-25.8%, 1.8 month","2025-11-26 (Price: 51.03), 25.8% below",73.8383 (Historic Rise or Fall to Pivot)/74.1616 (Avg % Gain of Historic Winning trades)/87.2457 (F-Stack 2)/78.4391 (Backtested Best)/71.6446 (Backtested Worst),2025-11-27 (Max),61.94/41.99/60.36/52.8569/No F-Track Level/No F-Track Level/58.09,"100.0%, Past 4 years, 8",No Information,No Information,No Information,No Information,No Information,21.49% below/25.8% below/25.8% below,14.06%/4.18%/7.84%,"-0.0%, 8.48%",1.3 month/4 days/9 days,562.23%,58.43%,503.8%,1.47,1.54,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2025-10-01 (Price: 181.79)",Daily,No Exit Yet,202.2414 (Avg % Gain of Historic Winning trades),2025-11-27 (Min),4.61%/45.28%,"11.35%, 1.9 month","2025-11-26 (Price: 202.42), 11.35% above",294.0831 (F-Stack 2)/211.749 (Backtested Best),2026-01-06 (Max)/2025-11-27 (Min)/2025-12-12 (Avg),175.34/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level/176.77,"100.0%, Past 5 years, 5","-4.42, 93.33",No Information,No Information,No Information,No Information,No Information,16.48%/8.78%/11.25%,"-0.0%, 7.51%",2.2 months/1.3 month/1.7 month,14.73%,27.78%,-13.05%,1.6,1.2,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
SIGMASHELL,"BTI, Long, 2025-10-01 (Price: 52.28)",Daily,No Exit Yet,No Price Target,2025-11-29 (Min),14.54%/42.23%,"10.58%, 1.9 month","2025-11-26 (Price: 57.81), 10.58% above",82.226 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/66.2178 (Backtested Best),2026-02-12 (Max)/2025-11-29 (Min)/2025-12-22 (Avg),46.69/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level/48.58,"75.0%, Past 5 years, 8","-6.68, 93.18",No Information,No Information,No Information,No Information,No Information,26.66%/2.98%/9.01%,"3.83%, 21.48%",3.1 months/1.4 month/1.9 month,9.1%,9.86%,-0.76%,0.56,0.35,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-09-28 (Price: 110.35)",Weekly,2025-11-16 (Price: 114.05),116.7172 (Avg % Gain of Historic Winning trades),No Date Target,5.8%/8.13%,"6.16%, 2 months","2025-11-26 (Price: 117.15), 6.16% above",126.68 (Exit Rule)/128.6672 (F-Stack 1)/152.0396 (F-Stack 2)/123.9451 (Backtested Best),2027-07-24 (Max)/2026-03-03 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/91.14,"84.62%, Past 10 years, 39",No Information,No Information,No Information,No Information,No Information,6.16% above/6.16% above/6.16% above,12.32%/1.31%/5.77%,"9.57%, 31.6%",1.3 year/19 days/3.6 months,7.92%,7.82%,0.1%,0.84,0.3,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2025-09-26 (Price: 53.0)",Daily,No Exit Yet,58.1145 (Avg % Gain of Historic Winning trades),No Date Target,23.89%/27.56%,"9.08%, 2.0 months","2025-11-26 (Price: 57.81), 9.08% above",71.62 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/73.7442 (Backtested Best),2029-03-04 (Max)/2027-01-05 (Avg),52.35/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/48.58,"100.0%, Past 5 years, 26",No Information,No Information,No Information,"23.66% (Price: 51.9459), 11.29% above, Upmove Bounce Back","2024-04-16 (Price: 28.25), 2025-08-21 (Price: 59.29)",No Information,39.14%/0.1%/9.65%,"-0.0%, 37.23%",2.4 years/11 days/10.7 months,5.64%,8.81%,-3.17%,0.41,0.33,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
BAND MATRIX,"BTI, Long, 2025-09-24 (Price: 52.38)",Daily,No Exit Yet,57.97 (Exit Rule),No Date Target,4.48%/31.34%,"10.37%, 2.1 months","2025-11-26 (Price: 57.81), 10.37% above",60.3994 (Avg % Gain of Historic Winning trades)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/75.93 (Backtested Best),2026-05-23 (Max)/2026-02-05 (Avg),46.69/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level/48.58,"87.5%, Past 5 years, 8",No Information,No Information,No Information,No Information,No Information,No Information,44.96%/1.83%/15.31%,"6.64%, 12.43%",5.6 months/26 days/3.1 months,22.59%,8.81%,13.78%,0.7,0.33,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-09-21 (Price: 35.45)",Weekly,No Exit Yet,36.7475 (Historic Rise or Fall to Pivot),No Date Target,6.58%/11.16%,"3.33%, 2.2 months","2025-11-27 (Price: 36.63), 3.33% above",51.7712 (Avg % Gain of Historic Winning trades)/43.69 (Exit Rule)/39.042 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/54.8589 (Backtested Best)/45.851 (Backtested Worst),2029-05-14 (Max)/2026-06-14 (Min)/2027-05-31 (Avg),35.07/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/No Moving Avg Support,"90.24%, Past 20 years, 41",No Information,No Information,No Information,"38.2% (Price: 34.562), 5.98% above, Upmove Bounce Back","2024-02-18 (Price: 26.08), 2025-07-27 (Price: 39.805)",No Information,54.75%/29.34%/46.04%,"11.0%, 32.59%",2.6 years/6.1 months/1.2 year,11.85%,14.21%,-2.36%,0.38,0.5,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-09-14 (Price: 241.38)",Weekly,2025-11-16 (Price: 276.98),No Price Target,2025-11-21 (Avg),No Next Target,"32.69%, 2.5 months","2025-11-26 (Price: 320.28), 32.69% above",No Next Target,2026-03-19 (Max),147.74/84.6567/203.7099/185.0665/No F-Track Level/No F-Track Level/182.46,"100.0%, Past 10 years, 26",No Information,No Information,No Information,No Information,No Information,36.19% above/32.69% above/32.69% above,19.02%/3.15%/8.18%,"-0.0%, 15.08%",4.3 months/24 days/1.6 month,35.83%,21.1%,14.73%,1.74,0.79,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-09-04 (Price: 125.748)",Daily,No Exit Yet,No Price Target,2025-11-29 (Max),19.01%/20.49%,"-15.59%, 2.8 months","2025-11-26 (Price: 106.14), 15.59% below",127.8857 (Historic Rise or Fall to Pivot)/130.5264 (Avg % Gain of Historic Winning trades)/128.7 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/134.7516 (Backtested Best)/126.3139 (Backtested Worst),2025-11-29 (Max),114.79/34.8663/116.3145/100.8852/No F-Track Level/No F-Track Level/106.04,"85.71%, Past 4 years, 21",No Information,No Information,No Information,No Information,No Information,13.44% below/15.59% below/15.59% below,7.16%/0.45%/3.8%,"0.56%, 20.2%",2 months/4 days/24 days,30.5%,24.78%,5.72%,1.11,0.78,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
BAND MATRIX,"HDFCBANK.NS, Long, 2025-08-29 (Price: 951.6)",Daily,No Exit Yet,1016.4991 (Historic Rise or Fall to Pivot)/1006.9831 (Avg % Gain of Historic Winning trades)/1011.74 (Exit Rule),No Date Target,8.63%/10.12%,"6.23%, 3 months","2025-11-27 (Price: 1010.85), 6.23% above",1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1113.1817 (Backtested Best),2027-06-05 (Max)/2026-04-16 (Avg),944.85/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No Moving Avg Support,"85.71%, Past 5 years, 7",No Information,No Information,No Information,No Information,No Information,No Information,16.98%/0.21%/5.82%,"2.65%, 24.13%",1.2 year/25 days/5.3 months,7.15%,9.35%,-2.2%,0.56,0.36,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2025-08-24 (Price: 489.0)",Weekly,No Exit Yet,512.2275 (Historic Rise or Fall to Pivot),No Date Target,23.4%/38.87%,"4.55%, 3.2 months","2025-11-27 (Price: 511.23), 4.55% above",764.8449 (Avg % Gain of Historic Winning trades)/718.54 (Exit Rule)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/1606.8051 (Backtested Best),2034-11-11 (Max)/2028-03-15 (Avg),465.4/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No Moving Avg Support,"97.37%, Past 20 years, 38",No Information,No Information,No Information,"23.66% (Price: 451.5539), 13.22% above, Upmove Bounce Back","2020-03-29 (Price: 159.5), 2025-05-04 (Price: 542.07)",No Information,228.59%/0.58%/56.41%,"0.28%, 26.48%",6.5 years/2.0 month/1.8 year,5.23%,10.72%,-5.49%,0.47,0.42,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-08-24 (Price: 456.64)",Weekly,2025-11-16 (Price: 471.8),474.4033 (Avg % Gain of Historic Winning trades),No Date Target,4.58%/13.45%,"3.88%, 3.2 months","2025-11-26 (Price: 474.35), 3.88% above",538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/496.0937 (Backtested Best),2026-06-22 (Max)/2025-12-28 (Avg),383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/430.51,"100.0%, Past 10 years, 28",No Information,No Information,No Information,No Information,No Information,3.88% above/3.88% above/3.88% above,8.64%/1.23%/3.89%,"-0.0%, 14.86%",7.0 months/19 days/2.9 months,10.29%,9.9%,0.39%,1.56,0.44,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
BAND MATRIX,"SJ.TO, Long, 2025-08-11 (Price: 76.28)",Daily,No Exit Yet,86.2498 (Avg % Gain of Historic Winning trades),No Date Target,8.02%/9.32%,"13.95%, 3.6 months","2025-11-26 (Price: 86.92), 13.95% above",95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/93.8931 (Backtested Best),2027-07-13 (Max)/2026-04-14 (Avg),74.5/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/75.55,"83.33%, Past 5 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,23.09%/2.55%/13.07%,"13.59%, 37.19%",1.3 year/29 days/5.7 months,9.26%,12.13%,-2.87%,0.52,0.46,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-08-10 (Price: 637.18)",Weekly,2025-11-16 (Price: 671.93),No Price Target,2025-11-26 (Avg),1.64%/3.34%,"6.67%, 3.6 months","2025-11-27 (Price: 679.68), 6.67% above",690.8306 (Historic Rise or Fall to Pivot)/969.1148 (Exit Rule)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/702.3635 (Backtested Best),2026-02-05 (Max),505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/615.65,"90.48%, Past 10 years, 21",No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",4.1 months/1.5 month/2.5 months,8.38%,12.23%,-3.85%,0.78,0.56,88.89%/27/2.9 months (Across ALL Assets),85.45%/55/2.5 months (Across ALL Assets)
BAND MATRIX,"RELIANCE.NS, Long, 2025-07-23 (Price: 1424.6)",Daily,No Exit Yet,1558.3 (Exit Rule),No Date Target,2.76%/9.53%,"9.46%, 4.2 months","2025-11-27 (Price: 1559.4), 9.46% above",1602.3901 (Avg % Gain of Historic Winning trades)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/1707.9529 (Backtested Best),2026-02-22 (Max),1412.8/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level/1385.09,"77.78%, Past 5 years, 9",No Information,No Information,No Information,No Information,No Information,No Information,19.89%/8.26%/12.48%,"12.12%, 24.71%",4.9 months/1.0 month/2.6 months,16.33%,10.71%,5.62%,0.69,0.42,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
PULSEGAUGE,"NA.TO, Long, 2025-07-06 (Price: 141.41)",Weekly,No Exit Yet,170.3283 (Backtested Worst),No Date Target,2.53%/5.24%,"18.62%, 4.8 months","2025-11-27 (Price: 167.74), 18.62% above",171.9828 (Avg % Gain of Historic Winning trades)/188.6608 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/176.5362 (Backtested Best),2026-06-17 (Max)/2025-12-29 (Avg),112.96/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/137.6,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,24.84%/20.45%/21.62%,"24.51%, 35.98%",8.0 months/1.3 month/4.1 months,22.55%,10.54%,12.01%,0.56,0.41,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"EFN.TO, Long, 2025-07-06 (Price: 34.69)",Weekly,No Exit Yet,No Price Target,2025-11-27 (Avg),13.72%/14.7%,"6.43%, 4.8 months","2025-11-27 (Price: 36.92), 6.43% above",42.3461 (Avg % Gain of Historic Winning trades)/45.1741 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/42.9289 (Backtested Best)/41.9853 (Backtested Worst),2026-06-24 (Max),27.54/11.7733/29.5041/111.5522/No F-Track Level/No F-Track Level/33.55,"100.0%, Past 22 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,23.75%/21.03%/22.07%,"-0.0%, 12.69%",8.1 months/1.1 month/3.3 months,46.11%,15.83%,30.28%,0.92,0.55,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"CNQ.TO, Long, 2025-07-06 (Price: 43.77)",Weekly,No Exit Yet,47.1228 (Historic Rise or Fall to Pivot),No Date Target,10.06%/12.92%,"6.92%, 4.8 months","2025-11-27 (Price: 46.8), 6.92% above",53.5876 (Avg % Gain of Historic Winning trades)/65.8353 (Exit Rule)/51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/55.531 (Backtested Best)/52.8479 (Backtested Worst),2026-03-15 (Max),37.72/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/43.01,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,26.87%/20.74%/22.43%,"16.17%, 28.13%",5.8 months/14 days/1.9 month,26.48%,11.63%,14.86%,0.45,0.42,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"IFT.NZ, Long, 2025-07-06 (Price: 10.77)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Min),13.96%/14.98%,"5.76%, 4.8 months","2025-11-27 (Price: 11.39), 5.76% above",13.0963 (Avg % Gain of Historic Winning trades)/18.927 (Exit Rule)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/13.3333 (Backtested Best)/12.98 (Backtested Worst),2027-02-03 (Max)/2026-08-21 (Avg),10.28/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No Moving Avg Support,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,23.8%/20.52%/21.6%,"15.21%, 21.03%",1.1 year/3.3 months/9.5 months,11.23%,12.72%,-1.49%,0.63,0.53,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"TWR.NZ, Long, 2025-07-06 (Price: 1.6)",Weekly,2025-11-27 (Price: 1.945) (Today),1.92 (Backtested Worst),No Date Target,6.44%/20.17%,"21.56%, 4.8 months","2025-11-27 (Price: 1.945), 21.56% above",2.0702 (Avg % Gain of Historic Winning trades)/7.3695 (Exit Rule)/7.3695 (F-Stack 1)/7.9211 (F-Stack 2)/2.3374 (Backtested Best),2027-02-25 (Max)/2026-01-20 (Avg),1.35/0.6344/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,46.09%/20.0%/29.39%,"19.52%, 29.37%",1.1 year/1.1 month/4.6 months,17.75%,-4.18%,21.93%,0.48,-0.09,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"SONY, Long, 2025-07-06 (Price: 25.58)",Weekly,No Exit Yet,No Price Target,2025-11-23 (Avg),6.81%/8.77%,"13.68%, 4.8 months","2025-11-27 (Price: 29.08), 13.68% above",31.6297 (Avg % Gain of Historic Winning trades)/33.2191 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/34.1288 (Backtested Best)/31.0618 (Backtested Worst),2026-04-27 (Max),21.82/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/No Moving Avg Support,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,33.42%/21.43%/23.65%,"25.75%, 32.11%",6.8 months/9 days/3.2 months,24.86%,2.16%,22.7%,0.37,0.11,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"DIS, Long, 2025-07-06 (Price: 124.0)",Weekly,2025-11-23 (Price: 104.28),No Price Target,No Date Target,23.03%/44.17%,"-16.59%, 4.8 months","2025-11-27 (Price: 103.43), 16.59% below",127.2488 (Historic Rise or Fall to Pivot)/151.404 (Avg % Gain of Historic Winning trades)/207.5364 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/155.9052 (Backtested Best)/149.11 (Backtested Worst),2027-06-28 (Max)/2026-06-02 (Avg),83.53/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/109.79,"76.47%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,25.73%/20.25%/22.1%,"25.68%, 34.0%",1.4 year/29 days/7.6 months,2.4%,5.15%,-2.74%,0.06,0.17,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
