Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-11-30 (Price: 320.12)",Weekly,No Exit Yet,No Price Target,2026-02-20 (Avg),17.25%/24.7%,"-5.4%, 2.6 months","2026-02-17 (Price: 302.82), 5.4% below",377.6136 (Historic Rise or Fall to Pivot)/355.0451 (Avg % Gain of Historic Winning trades)/488.5 (Function Specific Target)/381.0068 (Backtested Max),2026-08-09 (Max)/2026-02-20 (Avg),147.74/84.51/240.3589/219.0619/No F-Track Level/No F-Track Level/203.2,"100.0%, Past 10 years, 20",311.01,No Information,No Information,No Information,No Information,No Information,1.06% above/5.4% below/5.4% below,19.02%/4.43%/10.91%,"-0.0%, 15.08%",5.8 months/1.2 month/1.9 month,13.59%,15.16%,-1.57%,2.05,0.82,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2026-01-07 (Price: 241.56)",Daily,No Exit Yet,No Price Target,2026-02-16 (Avg),25.17%/25.84%,"-16.73%, 1.4 month","2026-02-17 (Price: 201.15), 16.73% below",254.4351 (Historic Rise or Fall to Pivot)/253.1307 (Avg % Gain of Historic Winning trades)/251.78 (Function Specific Target)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/257.2614 (Backtested Max),2026-07-25 (Max),226.5/86.995/231.81/213.1321/No F-Track Level/No F-Track Level/217.67,"100.0%, Past 4 years, 20",239.61,No Information,No Information,No Information,No Information,No Information,13.69% below/16.73% below/16.73% below,6.5%/1.9%/4.79%,"-0.0%, 19.49%",4.6 months/9 days/28 days,17.37%,8.04%,9.33%,2.21,0.41,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2026-02-20 (Max),90.03%/101.26%,"-35.37%, 8.7 months","2026-02-17 (Price: 67623.0547), 35.37% below",360750.2922 (Historic Rise or Fall to Pivot)/283025.1161 (Avg % Gain of Historic Winning trades)/128503.09 (Function Specific Target)/136097.3501 (F-Stack 2)/404352.9859 (Backtested Max)/155178.2931 (Backtested Min),2026-02-20 (Max),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 5",94212.8594,No Information,No Information,No Information,No Information,No Information,28.22% below/35.37% below/35.37% below,286.43%/48.3%/170.48%,"-0.0%, 15.0%",6.1 months/5.1 months/5.8 months,56.19%,37.5%,18.69%,0.89,1.29,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
FRACTAL TRACK,"JPM, Long, 2026-01-16 (Price: 312.47)",Daily,No Exit Yet,No Price Target,2026-02-15 (Min),7.09%/10.87%,"-1.71%, 1.1 month","2026-02-17 (Price: 307.13), 1.71% below",342.8108 (Avg % Gain of Historic Winning trades)/340.5 (Function Specific Target)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/373.6516 (Backtested Max),2029-03-08 (Max)/2026-06-17 (Avg),307.87/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level/297.3,"100.0%, Past 5 years, 20",310.35,No Information,No Information,No Information,"50% (Price: 313.895), 2.16% below, Upmove Bounce Back","2025-10-22 (Price: 290.54), 2026-01-05 (Price: 337.25)",No Information,19.58%/1.16%/9.71%,"-0.0%, 39.69%",2.2 years/21 days/3.5 months,33.39%,14.23%,19.16%,1.48,0.83,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2026-02-03 (Price: 2227.5588)",Daily,No Exit Yet,No Price Target,2026-02-16 (Avg),16.99%/18.38%,"-10.3%, 14 days","2026-02-17 (Price: 1998.178), 10.3% below",2365.4447 (Historic Rise or Fall to Pivot)/2477.0454 (Avg % Gain of Historic Winning trades)/2421.25 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/3529.21 (EMA 200)/2645.6716 (Backtested Max)/2337.6002 (Backtested Min),2026-03-22 (Max),1472.55/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Support,"86.67%, Past 4 years, 15",2344.4458,No Information,No Information,No Information,No Information,No Information,No Information,18.77%/4.94%/11.2%,"24.06%, 28.71%",1.1 month/1 day/9 days,24.3%,11.69%,12.61%,0.56,0.5,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-09-02 (Price: 157.99)",Daily,2026-02-17 (Price: 159.55),No Price Target,No Date Target,1.08%/3.03%,"0.99%, 5.6 months","2026-02-17 (Price: 159.55), 0.99% above",161.2762 (Avg % Gain of Historic Winning trades)/171.19 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/164.39 (EMA 200)/164.5308 (Backtested Max),No Next Date Target,155.65/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.0%, Past 4 years, 25",157.36,No Information,No Information,No Information,No Information,No Information,1.6% above/0.99% above/0.99% above,4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,9.02%,2.82%,6.2%,0.37,0.09,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"COIN, Long, 2025-06-29 (Price: 353.43)",Weekly,No Exit Yet,No Price Target,2026-02-14 (Avg),185.97%/215.2%,"-53.03%, 7.8 months","2026-02-17 (Price: 166.02), 53.03% below",474.7625 (Avg % Gain of Historic Winning trades)/523.2877 (F-Stack 2)/563.7915 (Backtested Max),2026-07-29 (Max),160.55/86.505/234.936/157.903/No F-Track Level/No F-Track Level/237.22,"100.0%, Past 10 years, 7",302.08,No Information,No Information,No Information,No Information,No Information,46.16% below/53.03% below/53.03% below,59.52%/2.91%/34.33%,"-0.0%, 53.28%",9.1 months/1.2 month/5.3 months,77.87%,-11.61%,89.48%,1.25,0.21,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"JD, Long, 2025-05-11 (Price: 33.86)",Weekly,No Exit Yet,No Price Target,2026-02-17 (Max),44.99%/47.25%,"-19.29%, 9.4 months","2026-02-17 (Price: 27.33), 19.29% below",40.2426 (Avg % Gain of Historic Winning trades)/50.06 (Function Specific Target)/92.73 (Horizontal)/103.1027 (F-Stack 1)/108.0778 (F-Stack 2)/41.0519 (Backtested Max)/39.6264 (Backtested Min),No Next Date Target,32.53/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/31.76,"100.0%, Past 11 years, 6",34.025,No Information,No Information,No Information,"61.8% (Price: 31.134), 12.22% below, Upmove Bounce Back","2024-01-28 (Price: 20.82), 2024-10-13 (Price: 47.82)",No Information,21.24%/17.03%/18.85%,"-0.0%, 18.68%",6.5 months/21 days/2.7 months,12.29%,2.34%,9.95%,1.29,0.23,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-10-26 (Price: 37.71)",Weekly,No Exit Yet,No Price Target,2026-02-15 (Avg),16.0%/22.43%,"-11.85%, 3.8 months","2026-02-17 (Price: 33.24), 11.85% below",40.6966 (Historic Rise or Fall to Pivot)/41.2849 (Avg % Gain of Historic Winning trades)/50.8 (Function Specific Target)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/47.5146 (Backtested Max)/38.5585 (Backtested Min),2026-07-18 (Max),36.01/11.7733/29.5041/No support/No F-Track Level/No F-Track Level/32.61,"100.0%, Past 10 years, 22",37.34,No Information,No Information,No Information,No Information,No Information,9.5% below/11.17% below/11.85% below,26.0%/2.25%/9.48%,"-0.0%, 76.43%",6.1 months/1.2 month/2.6 months,-1.8%,10.52%,-12.32%,0.97,0.53,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"TFII.TO, Long, 2026-02-04 (Price: 167.11)",Daily,No Exit Yet,No Price Target,2026-02-15 (Min),3.51%/6.44%,"-1.32%, 13 days","2026-02-17 (Price: 164.9), 1.32% below",176.017 (Historic Rise or Fall to Pivot)/175.5156 (Avg % Gain of Historic Winning trades)/238.26 (Function Specific Target)/219.9933 (Horizontal)/223.9051 (F-Stack 1)/280.6304 (F-Stack 2)/182.2836 (Backtested Max)/170.6862 (Backtested Min),2026-06-27 (Max)/2026-04-10 (Avg),146.33/115.528/150.2411/113.6809/No F-Track Level/No F-Track Level/128.53,"77.78%, Past 4 years, 18",161.08,No Information,No Information,No Information,No Information,No Information,2.39% above/1.32% below/1.32% below,9.08%/2.14%/5.03%,"5.39%, 18.82%",3.3 months/8 days/1.5 month,16.44%,15.42%,1.02%,0.81,0.71,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-05 (Price: 5.71)",Daily,No Exit Yet,No Price Target,2026-02-15 (Min),5.16%/5.54%,"-1.93%, 12 days","2026-02-17 (Price: 5.6), 1.93% below",5.9178 (Historic Rise or Fall to Pivot)/5.8887 (Avg % Gain of Historic Winning trades)/5.91 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.0532 (Backtested Max),2027-01-31 (Max)/2026-06-11 (Avg),5.52/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.24%, Past 4 years, 34",5.63,No Information,No Information,No Information,No Information,No Information,0.36% below/1.93% below/1.93% below,6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,14.44%,0.14%,14.3%,0.3,0.02,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-01-11 (Price: 8.54)",Weekly,No Exit Yet,No Price Target,2026-02-20 (Min),2.02%/3.8%,"-1.52%, 1.2 month","2026-02-17 (Price: 8.41), 1.52% below",9.3112 (Historic Rise or Fall to Pivot)/9.0396 (Avg % Gain of Historic Winning trades)/8.73 (Function Specific Target)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.6297 (Backtested Max)/8.5801 (Backtested Min),2026-07-03 (Max)/2026-02-20 (Min)/2026-04-29 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.87,"100.0%, Past 10 years, 20",8.35,No Information,No Information,No Information,No Information,No Information,1.57% above/1.06% below/1.52% below,12.76%/0.47%/5.85%,"-0.0%, 7.89%",4 months/28 days/2.5 months,10.91%,5.79%,5.12%,1.45,0.3,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
SIGMASHELL,"IFT.NZ, Long, 2025-12-02 (Price: 11.75)",Daily,No Exit Yet,No Price Target,2026-02-18 (Min),11.03%/13.56%,"-8.6%, 2.6 months","2026-02-17 (Price: 10.74), 8.6% below",12.1965 (Historic Rise or Fall to Pivot)/13.1835 (Avg % Gain of Historic Winning trades)/18.927 (Function Specific Target)/11.925 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/14.1658 (Backtested Max)/12.321 (Backtested Min),2026-06-02 (Max)/2026-02-18 (Min)/2026-03-24 (Avg),11.39/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.54,"100.0%, Past 5 years, 9",11.58,"-3.31, 87.5%",No Information,No Information,No Information,No Information,No Information,20.56%/4.86%/12.2%,"0%, 16.37%",4.2 months/1.8 month/2.6 months,30.94%,8.0%,22.94%,2.04,0.45,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
DELTADRIFT,"CNU.NZ, Long, 2026-02-13 (Price: 9.13)",Daily,No Exit Yet,No Price Target,2026-02-15 (Min),1.88%/3.06%,"-0.22%, 4 days","2026-02-17 (Price: 9.11), 0.22% below",9.4103 (Historic Rise or Fall to Pivot)/9.3884 (Avg % Gain of Historic Winning trades)/9.4 (Function Specific Target)/9.875 (Horizontal)/9.5655 (Backtested Max)/9.2816 (Backtested Min),2026-04-14 (Max)/2026-03-02 (Avg),9.08/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/9.07,"81.25%, Past 4 years, 16",9.13,No Information,No Information,No Information,No Information,No Information,No Information,4.77%/1.66%/2.83%,"8.37%, 8.37%",1.4 month/2 days/12 days,5.82%,1.9%,3.92%,0.19,0.03,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-12-07 (Price: 3.64)",Weekly,No Exit Yet,No Price Target,2026-02-14 (Min),12.65%/17.56%,"-3.85%, 2.4 months","2026-02-17 (Price: 3.5), 3.85% below",3.9428 (Avg % Gain of Historic Winning trades)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.1147 (Backtested Max),2027-07-03 (Max)/2026-08-24 (Avg),2.94/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.2,"94.74%, Past 10 years, 19",3.28,No Information,No Information,No Information,No Information,No Information,3.85% below/3.85% below/3.85% below,13.04%/3.22%/8.32%,"31.62%, 51.08%",1.1 year/1.6 month/6 months,2.88%,-3.57%,6.45%,0.52,-0.18,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
DELTADRIFT,"SUM.NZ, Long, 2026-02-10 (Price: 11.25)",Daily,2026-02-17 (Price: 10.46),No Price Target,No Date Target,8.94%/10.04%,"-7.02%, 7 days","2026-02-17 (Price: 10.46), 7.02% below",11.3951 (Historic Rise or Fall to Pivot)/11.6741 (Avg % Gain of Historic Winning trades)/11.53 (Function Specific Target)/12.64 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/11.51 (EMA 200)/11.8654 (Backtested Max)/11.511 (Backtested Min),2026-05-07 (Max)/2026-03-09 (Avg),11.13/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"71.43%, Past 4 years, 14",11.16,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/2.32%/3.77%,"6.69%, 10.0%",2 months/1 day/19 days,5.72%,-0.28%,6.0%,0.18,-0.09,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
DELTADRIFT,"INDY, Long, 2026-01-18 (Price: 47.98)",Weekly,No Exit Yet,No Price Target,2026-02-17 (Min),3.63%/6.25%,"0.52%, 1 month","2026-02-17 (Price: 48.23), 0.52% above",51.2426 (Historic Rise or Fall to Pivot)/51.5497 (Avg % Gain of Historic Winning trades)/51.4 (Function Specific Target)/54.474 (Horizontal)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/51.82 (EMA 200)/55.5225 (Backtested Max)/49.9808 (Backtested Min),2026-05-19 (Max)/2026-04-06 (Avg),47.57/40.73/37.969/30.3493/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.71%, Past 15 years, 7",48.41,No Information,No Information,No Information,No Information,No Information,No Information,15.72%/4.17%/7.44%,"18.57%, 22.76%",2.8 months/21 days/1.8 month,4.45%,2.66%,1.79%,0.24,0.07,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-02-08 (Price: 120.18)",Weekly,No Exit Yet,113.4499 (Avg % Gain of Historic Winning trades),No Date Target,-52.56%/-38.86%,"5.57%, 9 days","2026-02-17 (Price: 113.48), 5.57% below",53.83 (Function Specific Target)/93.0152 (F-Stack 1)/69.3828 (F-Stack 2),2026-10-18 (Max)/2026-03-20 (Min)/2026-05-27 (Avg),No support/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No support,"89.47%, Past 10 years, 19",155.0,No Information,No Information,No Information,No Information,No Information,5.57% below/5.57% below/5.57% below,15.6%/1.62%/5.6%,"24.19%, 18.85%",5.8 months/28 days/2.5 months,-0.74%,4.79%,-5.53%,0.37,0.22,80.0%/5/2 months (Across ALL Assets),35.71%/14/1.4 month (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-12-31 (Price: 181.13)",Monthly,No Exit Yet,116.89 (Horizontal),No Date Target,-20.37%/-18.03%,"37.35%, 1.6 month","2026-02-17 (Price: 113.48), 37.35% below",90.36 (Function Specific Target)/93.0152 (F-Stack 2),2026-08-09 (Max)/2026-08-05 (Min)/2026-08-05 (Min),No support/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",187.17,No Information,No Information,No Information,No Information,No Information,40.13% below/39.2% below/37.35% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,No Exit Yet,116.89 (Horizontal),No Date Target,-9.25%,"47.18%, 3.6 months","2026-02-17 (Price: 113.48), 47.18% below",102.98 (Function Specific Target),2026-06-09 (Max)/2026-06-05 (Min)/2026-06-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,47.49% below/47.18% below/47.18% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,No Exit Yet,116.89 (Horizontal),No Date Target,-8.81%,"47.49%, 4.7 months","2026-02-17 (Price: 113.48), 47.49% below",103.48 (Function Specific Target),2026-05-09 (Max)/2026-05-05 (Min)/2026-05-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,53.47% below/53.09% below/47.49% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",Quarterly,2026-02-17 (Price: 77.0),77.567 (F-Stack 2),No Date Target,-70.06%/-54.72%,"17.88%, 1.6 month","2026-02-17 (Price: 77.0), 17.88% below",66.1196 (Avg % Gain of Historic Winning trades)/23.05 (Function Specific Target)/34.8663 (Horizontal),2026-05-14 (Max)/2026-05-10 (Min)/2026-05-10 (Min),No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,"100.0%, Past 23 years, 6",117.549,No Information,No Information,No Information,"23.66% (Price: 106.2331), 27.52% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,11.77%,5.5%,6.27%,1.3,0.88,100.0%/3/5.5 months (Across ALL Assets),50.0%/10/3.9 months (Across ALL Assets)
