Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-04 (Price: 38.2)",Daily,No Exit Yet,No Price Target,2026-01-13 (Min),1.75%/1.83%,"0.71%, 1.3 month","2026-01-12 (Price: 38.47), 0.71% above",39.1932 (Historic Rise or Fall to Pivot)/41.1834 (Avg % Gain of Historic Winning trades)/41.63 (Exit Rule)/39.1438 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/42.3791 (Backtested Max)/39.1741 (Backtested Min),2030-08-20 (Max)/2026-01-13 (Min)/2027-06-30 (Avg),36.64/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.58,"90.0%, Past 5 years, 10",No Information,No Information,No Information,"50% (Price: 37.605), 2.3% above, Upmove Bounce Back","2025-10-23 (Price: 34.75), 2025-11-26 (Price: 40.46)",No Information,10.94%/2.55%/7.81%,"1.6%, 46.76%",3.3 years/28 days/1.1 year,8.47%,1.81%,6.66%,1.1,0.09,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-08 (Price: 5.87)",Daily,No Exit Yet,No Price Target,2026-01-12 (Avg),9.49%/9.62%,"-5.45%, 4.2 months","2026-01-12 (Price: 5.55), 5.45% below",6.0766 (Historic Rise or Fall to Pivot)/6.0837 (Avg % Gain of Historic Winning trades)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.2791 (Backtested Max),2026-09-03 (Max),5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.76,"93.94%, Past 4 years, 33",No Information,No Information,No Information,No Information,No Information,2.97% below/5.45% below/5.45% below,6.97%/1.45%/3.64%,"6.51%, 16.22%",8.3 months/20 days/2.9 months,15.17%,1.53%,13.64%,0.66,0.09,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-01-06 (Price: 11.73)",Daily,No Exit Yet,No Price Target,2026-01-14 (Min),5.85%/8.73%,"-4.69%, 6 days","2026-01-12 (Price: 11.18), 4.69% below",12.3177 (Historic Rise or Fall to Pivot)/12.1558 (Avg % Gain of Historic Winning trades)/12.25 (Exit Rule)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/12.842 (Backtested Max)/11.8344 (Backtested Min),2026-05-25 (Max)/2026-01-14 (Min)/2026-02-11 (Avg),10.7/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.42,"96.0%, Past 4 years, 25",No Information,No Information,No Information,No Information,No Information,0.9% above/4.69% below/4.69% below,9.48%/0.89%/3.63%,"10.91%, 28.9%",3.2 months/6 days/25 days,16.02%,10.32%,5.7%,0.78,0.55,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-14 (Price: 67.4)",Weekly,2026-01-12 (Price: 68.31) (Today),No Price Target,No Date Target,2.71%/4.45%,"1.35%, 29 days","2026-01-12 (Price: 68.31), 1.35% above",72.5831 (Historic Rise or Fall to Pivot)/71.3496 (Avg % Gain of Historic Winning trades)/70.16 (Exit Rule)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/76.5192 (Backtested Max),2027-08-31 (Max)/2026-01-23 (Min)/2026-06-23 (Avg),58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.86,"90.91%, Past 10 years, 22",No Information,No Information,No Information,No Information,No Information,1.35% above/1.58% above/1.35% above,13.53%/1.78%/5.86%,"5.83%, 27.74%",1.2 year/28 days/4.4 months,9.15%,10.41%,-1.26%,1.17,0.61,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-12-04 (Price: 178.88)",Daily,No Exit Yet,180.8477 (Backtested Min),No Date Target,1.44%/4.32%,"1.0%, 1.3 month","2026-01-12 (Price: 180.66), 1.0% above",190.5072 (Historic Rise or Fall to Pivot)/188.468 (Avg % Gain of Historic Winning trades)/192.3 (Exit Rule)/209.885 (Horizontal)/227.7644 (F-Stack 1)/245.4058 (F-Stack 2)/183.27 (EMA 200)/197.8949 (Backtested Max),2026-04-26 (Max)/2026-01-25 (Avg),170.26/125.3967/176.1333/151.1683/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.19%, Past 4 years, 27",No Information,No Information,No Information,No Information,No Information,4.09% above/1.0% above/1.0% above,10.63%/1.1%/5.36%,"12.05%, 47.61%",3.3 months/7 days/1.2 month,5.65%,6.41%,-0.76%,0.33,0.34,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2025-11-09 (Price: 83.75)",Weekly,2026-01-11 (Price: 88.81),No Price Target,No Date Target,2.03%/5.09%,"5.72%, 2.1 months","2026-01-12 (Price: 88.54), 5.72% above",93.0463 (Historic Rise or Fall to Pivot)/90.3411 (Avg % Gain of Historic Winning trades)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/103.7662 (Backtested Max),2027-04-14 (Max)/2026-03-01 (Avg),76.55/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/74.69,"83.33%, Past 10 years, 24",No Information,No Information,No Information,No Information,No Information,5.72% above/8.16% above/5.72% above,23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,13.27%,11.85%,1.42%,0.6,0.66,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
FRACTAL TRACK,"MX.TO, Long, 2025-08-31 (Price: 48.78)",Weekly,2026-01-11 (Price: 65.19),No Price Target,No Date Target,11.5%/33.22%,"35.01%, 4.5 months","2026-01-12 (Price: 65.86), 35.01% above",87.74 (Exit Rule)/73.435 (Horizontal)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2),2030-03-26 (Max)/2026-11-08 (Avg),45.56/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/No EMA 200 Support,"94.44%, Past 20 years, 18",No Information,No Information,No Information,"50% (Price: 45.71), 44.08% above, Upmove Bounce Back","2020-03-29 (Price: 13.24), 2025-02-09 (Price: 78.18)",No Information,22.38%/3.19%/16.45%,"5.57%, 73.13%",3.2 years/28 days/10 months,13.05%,2.99%,10.06%,1.75,0.22,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
DELTADRIFT,"CAD=X, Long, 2025-12-16 (Price: 1.3769)",Daily,2026-01-08 (Price: 1.3858),1.387 (Avg % Gain of Historic Winning trades),No Date Target,0.26%/0.26%,"0.69%, 24 days","2026-01-09 (Price: 1.3864), 0.69% above",1.3973 (Historic Rise or Fall to Pivot)/1.39 (Exit Rule)/1.3921 (Horizontal)/1.39 (EMA 200)/1.394 (Backtested Max),2026-01-22 (Max),No support/1.2339/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"81.82%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,1.24%/0.49%/0.73%,"1.99%, 2.15%",26 days/2 days/10 days,5.03%,1.76%,3.27%,0.25,-0.29,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-30 (Price: 647.95)",Monthly,No Exit Yet,No Price Target,2026-01-09 (Min),-65.26%/-56.35%,"0.92%, 1.4 month","2026-01-12 (Price: 641.97), 0.92% below",559.6344 (Historic Rise or Fall to Pivot)/554.6452 (Avg % Gain of Historic Winning trades)/223.05 (Exit Rule)/280.19 (Horizontal)/556.264 (F-Stack 1),2026-04-13 (Max)/2026-02-11 (Avg),No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,"100.0%, Past 13 years, 4",No Information,No Information,No Information,"23.66% (Price: 628.6993), 2.11% above, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,10.6%,5.4%,5.2%,0.76,0.8,83.33%/6/1.2 month (Across ALL Assets),50.0%/14/1.7 month (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",Quarterly,2026-01-12 (Price: 89.41) (Today),No Price Target,No Date Target,-74.22%/-61.0%,"4.64%, 12 days","2026-01-12 (Price: 89.41), 4.64% below",66.1196 (Avg % Gain of Historic Winning trades)/23.05 (Exit Rule)/34.8663 (Horizontal)/86.4764 (F-Stack 1)/77.567 (F-Stack 2),2026-05-14 (Max)/2026-05-10 (Min)/2026-05-10 (Min),No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,"100.0%, Past 23 years, 6",No Information,No Information,No Information,"23.66% (Price: 106.2331), 15.84% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,11.77%,5.5%,6.27%,1.3,0.88,100.0%/2/7.6 months (Across ALL Assets),63.64%/11/4.1 months (Across ALL Assets)
FRACTAL TRACK,"AMD, Short, 2025-12-30 (Price: 215.34)",Daily,2026-01-08 (Price: 204.68),No Price Target,2026-01-10 (Avg),-65.02%/-19.95%,"3.55%, 13 days","2026-01-12 (Price: 207.69), 3.55% below",184.85 (Exit Rule)/72.6533 (Horizontal)/187.3421 (F-Stack 1)/170.075 (F-Stack 2)/166.25 (EMA 200),2026-03-18 (Max),No support/72.6533/187.3421/170.075/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.0%, Past 5 years, 40",No Information,No Information,No Information,"38.2% (Price: 222.0896), 6.48% below, Upmove Break Below","2025-10-29 (Price: 257.4), 2025-11-25 (Price: 206.58)",No Information,8.59%/0.06%/4.31%,"24.21%, 11.06%",1.8 month/1 day/8 days,20.24%,5.1%,15.14%,0.39,0.6,42.86%/7/15 days (Across ALL Assets),28.57%/7/5 days (Across ALL Assets)
