Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-09-28 (Price: 110.35)",Weekly,No Price Target,No Date Target,2025-11-12 (Price: 115.89) (Today),"2025-11-12 (Price: 115.89), 5.02% above","84.62%, Past 10 years, 39",0.71%/0.71%,"5.02%, 32 days",12.32%/1.31%/5.77%,116.7172 (Avg % Gain of Historic Winning trades)/126.68 (Exit Rule)/128.6672 (F-Stack 1)/152.0396 (F-Stack 2)/123.94511999999999 (Backtested Best)/116.717195 (Backtested Avg),2027-07-24 (Farthest)/2026-03-03 (Avg),"5.02%, 32 days","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-12 (Price: 115.89), 5.02% above",32 days,No Information,No Information,No Information,No Information,No Information,5.02% above/5.02% above/5.02% above,"9.57%, 31.6%",459 days/19 days/108 days,2027-07-24/2025-10-25/2026-03-03,7.92%,7.82%,0.1%,0.84,0.3,115.2606/116.7172/126.68/No Horizontal Resistance/128.6672/152.0396,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level,103.64/91.14,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BAND MATRIX,"BTI, Long, 2025-09-24 (Price: 52.38)",Daily,55.549 (Historic Rise or Fall to Pivot),No Date Target,No Exit Yet,"2025-11-12 (Price: 55.82), 6.57% above","87.5%, Past 5 years, 8",3.85%/8.2%,"6.57%, 35 days",44.96%/1.83%/15.31%,60.3994 (Avg % Gain of Historic Winning trades)/57.97 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/75.930048 (Backtested Best)/60.399378000000006 (Backtested Avg),2026-05-23 (Farthest)/2026-02-05 (Avg),"6.57%, 35 days","Daily, was CONFIRMED on 2025-09-24",No Cancellation Possible,"2025-11-12 (Price: 55.82), 6.57% above",35 days,No Information,No Information,No Information,No Information,No Information,No Information,"6.64%, 12.43%",167 days/26 days/93 days,2026-05-23/2025-10-31/2026-02-05,22.59%,8.81%,13.78%,0.7,0.33,55.549/60.3994/57.97/No Horizontal Resistance/82.226/92.0468,46.69/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level,53.23/47.86,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",Weekly,No Price Target,No Date Target,2025-11-12 (Price: 8.0) (Today),"2025-11-12 (Price: 8.0), 1.91% above","100.0%, Past 10 years, 27",3.44%/4.37%,"1.91%, 37 days",14.03%/0.47%/6.37%,8.2755 (Historic Rise or Fall to Pivot)/8.35 (Avg % Gain of Historic Winning trades)/8.37 (Exit Rule)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.951354999999998 (Backtested Best)/8.350045 (Backtested Avg),2026-05-09 (Farthest)/2025-12-11 (Avg),"1.91%, 37 days","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-12 (Price: 8.0), 1.91% above",37 days,No Information,No Information,No Information,No Information,No Information,2.7% above/1.91% above/1.91% above,"-0.0%, 7.89%",159 days/19 days/56 days,2026-05-09/2025-10-18/2025-12-11,26.78%,8.49%,18.29%,1.22,0.31,8.2755/8.35/8.37/8.8962/11.1706/12.8535,7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level,7.64/7.98,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-09-14 (Price: 241.38)",Weekly,287.29047599999996 (Backtested Best),No Date Target,2025-11-12 (Price: 287.43) (Today),"2025-11-12 (Price: 287.43), 19.08% above","100.0%, Past 10 years, 26",6.38%,"19.08%, 42 days",19.02%/3.15%/8.18%,305.77 (Exit Rule),2026-03-19 (Farthest)/2025-11-21 (Avg),"19.08%, 42 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-12 (Price: 287.43), 19.08% above",42 days,No Information,No Information,No Information,No Information,No Information,22.22% above/19.08% above/19.08% above,"-0.0%, 15.08%",129 days/24 days/47 days,2026-03-19/2025-10-18/2025-11-21,35.83%,21.1%,14.73%,1.74,0.79,266.3387/261.1249/305.77/No Horizontal Resistance/219.0619/240.3589,147.74/84.6567/203.7099/185.0665/No F-Track Level/No F-Track Level,202.01/182.46,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-09-14 (Price: 459.32)",Weekly,No Price Target,No Date Target,2025-11-12 (Price: 482.76) (Today),"2025-11-12 (Price: 482.76), 5.1% above","100.0%, Past 10 years, 28",0.58%/3.37%,"5.1%, 42 days",8.64%/1.23%/3.89%,485.54 (Exit Rule)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/499.005248 (Backtested Best),2026-07-13 (Farthest)/2026-01-18 (Avg),"5.1%, 42 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-12 (Price: 482.76), 5.1% above",42 days,No Information,No Information,No Information,No Information,No Information,6.1% above/5.1% above/5.1% above,"-0.0%, 14.86%",209 days/19 days/87 days,2026-07-13/2025-10-11/2026-01-18,10.29%,9.9%,0.39%,1.56,0.44,470.6652/477.1875/485.54/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,448.29/432.0,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2025-09-14 (Price: 33.67)",Weekly,No Price Target,2025-11-09 (Earliest),No Exit Yet,"2025-11-12 (Price: 31.25), 7.19% below","80.0%, Past 10 years, 10",18.81%/23.55%,"-7.19%, 42 days",21.39%/10.27%/15.47%,38.8787 (Avg % Gain of Historic Winning trades)/38.61 (Exit Rule)/92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/40.872013 (Backtested Best)/37.127909 (Backtested Worst)/38.878749000000006 (Backtested Avg),2026-03-12 (Farthest)/2025-12-25 (Avg),"-7.19%, 42 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-12 (Price: 31.25), 7.19% below",42 days,No Information,No Information,No Information,No Information,No Information,0.58% above/7.19% below/7.19% below,"63.97%, 76.21%",124 days/39 days/71 days,2026-03-12/2025-11-09/2025-12-25,-8.46%,4.34%,-12.8%,-0.14,0.25,35.2357/38.8787/38.61/92.73/97.2627/102.2552,30.91/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.05/35.72,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-09-07 (Price: 647.24)",Weekly,No Price Target,2025-11-09 (Earliest),2025-11-12 (Price: 683.38) (Today),"2025-11-12 (Price: 683.38), 5.58% above","90.48%, Past 10 years, 21",2.69%/4.4%,"5.58%, 47 days",10.23%/0.46%/4.63%,701.7376 (Historic Rise or Fall to Pivot)/969.1148 (Exit Rule)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/713.4526520000001 (Backtested Best),2026-03-05 (Farthest)/2025-12-24 (Avg),"5.58%, 47 days","Weekly, was CONFIRMED on 2025-09-07",Already confirmed,"2025-11-12 (Price: 683.38), 5.58% above",47 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,"5.53%, 12.25%",124 days/44 days/75 days,2026-03-05/2025-11-09/2025-12-24,8.38%,12.23%,-3.85%,0.78,0.56,701.7376/677.2072/969.1148/No Horizontal Resistance/969.1148/1522.3697,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,667.53/612.47,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-09-02 (Price: 244.88)",Daily,No Price Target,2025-11-13 (Farthest),No Exit Yet,"2025-11-12 (Price: 193.75), 20.88% below","87.5%, Past 5 years, 8",27.6%/27.99%,"-20.88%, 51 days",13.28%/0.96%/7.07%,247.99 (Historic Rise or Fall to Pivot)/262.193 (Avg % Gain of Historic Winning trades)/293.2329 (Exit Rule)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/277.400064 (Backtested Best)/247.230848 (Backtested Worst)/262.193016 (Backtested Avg),2025-11-13 (Farthest),"-20.88%, 51 days","Daily, was CONFIRMED on 2025-09-02",Already confirmed,"2025-11-12 (Price: 193.75), 20.88% below",51 days,"-9.0, 100.0",No Information,No Information,No Information,No Information,No Information,"6.87%, 12.05%",50 days/38 days/44 days,2025-11-13/2025-10-27/2025-11-04,8.31%,9.6%,-1.29%,0.39,0.37,247.99/262.193/293.2329/No Horizontal Resistance/293.2329/455.2123,231.86/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level,220.52/247.99,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-08-31 (Price: 951.6)",Weekly,No Price Target,No Date Target,2025-11-09 (Price: 982.3),"2025-11-12 (Price: 989.5), 3.98% above","86.21%, Past 10 years, 29",2.44%/2.44%,"3.98%, 52 days",11.87%/0.05%/6.52%,1049.71 (Historic Rise or Fall to Pivot)/1013.6443 (Avg % Gain of Historic Winning trades)/1098.0619 (Exit Rule)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1064.55492 (Backtested Best)/1013.64432 (Backtested Avg),2026-01-22 (Farthest)/2025-12-04 (Avg),"3.23%, 49 days","Weekly, was CONFIRMED on 2025-08-31",Already confirmed,"2025-11-12 (Price: 989.5), 3.98% above",52 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,"1.95%, 12.56%",100 days/44 days/66 days,2026-01-22/2025-11-02/2025-12-04,59.88%,13.58%,46.3%,1.19,0.56,1049.71/1013.6443/1098.0619/No Horizontal Resistance/1098.0619/1305.7899,818.38/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level,976.62/947.38,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
FRACTAL TRACK,"MX.TO, Long, 2025-08-31 (Price: 48.78)",Weekly,No Price Target,2025-11-17 (Earliest),No Exit Yet,"2025-11-12 (Price: 54.07), 10.84% above","95.45%, Past 20 years, 44",15.08%/15.08%,"10.84%, 52 days",102.78%/1.23%/27.56%,62.2238 (Avg % Gain of Historic Winning trades)/87.74 (Exit Rule)/73.435 (Horizontal)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/98.916084 (Backtested Best)/62.22376800000001 (Backtested Avg),2029-10-21 (Farthest)/2025-11-17 (Earliest)/2027-05-02 (Avg),"10.84%, 52 days","Weekly, was CONFIRMED on 2025-08-31",Already confirmed,"2025-11-12 (Price: 54.07), 10.84% above",52 days,No Information,No Information,No Information,"50% (Price: 45.71), 18.29% above, Upmove Bounce Back","2020-03-29 (Price: 13.24), 2025-02-09 (Price: 78.18)",No Information,"5.57%, 51.52%",1044 days/54 days/421 days,2029-10-21/2025-11-17/2027-05-02,7.03%,5.25%,1.77%,0.4,0.25,48.1459/62.2238/87.74/73.435/104.8718/122.9238,45.56/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level,52.3/50.84,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2025-08-24 (Price: 489.0)",Weekly,No Price Target,2025-11-17 (Earliest),No Exit Yet,"2025-11-12 (Price: 502.4), 2.74% above","97.37%, Past 20 years, 38",1.96%/25.57%,"2.74%, 57 days",228.59%/0.58%/56.41%,512.2275 (Historic Rise or Fall to Pivot)/764.8449 (Avg % Gain of Historic Winning trades)/718.54 (Exit Rule)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/1606.8050999999998 (Backtested Best)/764.8448999999999 (Backtested Avg),2034-11-11 (Farthest)/2025-11-17 (Earliest)/2028-03-15 (Avg),"2.74%, 57 days","Weekly, was CONFIRMED on 2025-08-24",Already confirmed,"2025-11-12 (Price: 502.4), 2.74% above",57 days,No Information,No Information,No Information,"23.66% (Price: 451.5539), 11.26% above, Upmove Bounce Back","2020-03-29 (Price: 159.5), 2025-05-04 (Price: 542.07)",No Information,"0.28%, 26.48%",2324 days/59 days/645 days,2034-11-11/2025-11-17/2028-03-15,5.23%,10.72%,-5.49%,0.47,0.42,512.2275/764.8449/718.54/No Horizontal Resistance/630.85/709.9376,465.4/268.082/449.7662/405.99/No F-Track Level/No F-Track Level,493.24/495.6,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-08-24 (Price: 456.64)",Weekly,No Price Target,No Date Target,2025-11-12 (Price: 482.76) (Today),"2025-11-12 (Price: 482.76), 5.72% above","100.0%, Past 10 years, 28",2.76%/11.47%,"5.72%, 57 days",8.64%/1.23%/3.89%,538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/496.093696 (Backtested Best),2026-06-22 (Farthest)/2025-12-28 (Avg),"5.72%, 57 days","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-11-12 (Price: 482.76), 5.72% above",57 days,No Information,No Information,No Information,No Information,No Information,5.72% above/5.72% above/5.72% above,"-0.0%, 14.86%",209 days/19 days/87 days,2026-06-22/2025-09-20/2025-12-28,10.29%,9.9%,0.39%,1.56,0.44,467.919/474.4033/469.92/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,441.27/430.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BAND MATRIX,"SJ.TO, Long, 2025-08-11 (Price: 76.28)",Daily,86.2498 (Avg % Gain of Historic Winning trades)/84.9567 (Horizontal)/86.249796 (Backtested Avg),No Date Target,No Exit Yet,"2025-11-12 (Price: 85.27), 11.79% above","83.33%, Past 5 years, 6",10.11%/11.43%,"11.79%, 67 days",23.09%/2.55%/13.07%,95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/93.89305200000001 (Backtested Best),2027-07-13 (Farthest)/2026-04-14 (Avg),"11.79%, 67 days","Daily, was CONFIRMED on 2025-08-11",No Cancellation Possible,"2025-11-12 (Price: 85.27), 11.79% above",67 days,No Information,No Information,No Information,No Information,No Information,No Information,"13.59%, 37.19%",484 days/29 days/170 days,2027-07-13/2025-09-22/2026-04-14,9.26%,12.13%,-2.87%,0.52,0.46,77.9963/86.2498/82.12/84.9567/95.0177/123.2166,74.5/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,79.9/74.86,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-08-10 (Price: 637.18)",Weekly,No Price Target,No Date Target,2025-11-12 (Price: 683.38) (Today),"2025-11-12 (Price: 683.38), 7.25% above","90.48%, Past 10 years, 21",1.09%/2.78%,"7.25%, 67 days",10.23%/0.46%/4.63%,690.8306 (Historic Rise or Fall to Pivot)/969.1148 (Exit Rule)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/702.363514 (Backtested Best),2026-02-05 (Farthest)/2025-11-26 (Avg),"7.25%, 67 days","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-12 (Price: 683.38), 7.25% above",67 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,"5.53%, 12.25%",124 days/44 days/75 days,2026-02-05/2025-10-12/2025-11-26,8.38%,12.23%,-3.85%,0.78,0.56,690.8306/666.6814/969.1148/No Horizontal Resistance/969.1148/1522.3697,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,667.53/612.47,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"QQQ, Long, 2025-08-10 (Price: 574.55)",Weekly,No Price Target,No Date Target,2025-11-12 (Price: 621.08) (Today),"2025-11-12 (Price: 621.08), 8.1% above","85.53%, Past 10 years, 76",2.09%/2.09%,"8.1%, 67 days",44.95%/0.81%/10.36%,643.9556 (Historic Rise or Fall to Pivot)/634.0734 (Avg % Gain of Historic Winning trades)/836.2536 (F-Stack 2)/832.810225 (Backtested Best)/634.0733799999999 (Backtested Avg),2026-03-13 (Farthest)/2025-12-05 (Avg),"8.1%, 67 days","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-12 (Price: 621.08), 8.1% above",67 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,"13.49%, 27.25%",149 days/44 days/81 days,2026-03-13/2025-10-12/2025-12-05,23.29%,18.13%,5.16%,0.88,0.81,643.9556/634.0734/610.7303/No Horizontal Resistance/610.7303/836.2536,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,604.54/540.86,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-08-03 (Price: 1006.1)",Weekly,No Price Target,2025-11-06 (Avg),2025-11-09 (Price: 982.3),"2025-11-12 (Price: 989.5), 1.65% below","86.21%, Past 10 years, 29",1.73%/8.31%,"-1.65%, 72 days",11.87%/0.05%/6.52%,1109.8289 (Historic Rise or Fall to Pivot)/1071.6977 (Avg % Gain of Historic Winning trades)/1098.0619 (Exit Rule)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1125.5240700000002 (Backtested Best)/1006.6030499999999 (Backtested Worst)/1071.69772 (Backtested Avg),2025-12-25 (Farthest),"-2.37%, 69 days","Weekly, was CONFIRMED on 2025-08-03",Already confirmed,"2025-11-12 (Price: 989.5), 1.65% below",72 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,"1.95%, 12.56%",100 days/44 days/66 days,2025-12-25/2025-10-05/2025-11-06,59.88%,13.58%,46.3%,1.19,0.56,1109.8289/1071.6977/1098.0619/No Horizontal Resistance/1098.0619/1305.7899,818.38/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level,976.62/947.38,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-08-03 (Price: 35.99)",Weekly,37.9982 (Historic Rise or Fall to Pivot),No Date Target,2025-11-09 (Price: 36.81),"2025-11-12 (Price: 37.81), 5.06% above","88.89%, Past 10 years, 27",3.81%/3.81%,"5.06%, 72 days",26.0%/1.9%/9.06%,39.2507 (Avg % Gain of Historic Winning trades)/40.52 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/45.3474 (Backtested Best)/39.250694 (Backtested Avg),2026-02-05 (Farthest),"2.28%, 69 days","Weekly, is CONFIRMED on 2025-08-01",Already confirmed,"2025-11-12 (Price: 37.81), 5.06% above",72 days,No Information,No Information,No Information,No Information,No Information,5.61% above/5.06% above/5.06% above,"53.48%, 76.43%",129 days/24 days/55 days,2026-02-05/2025-09-06/2025-10-21,4.38%,15.83%,-11.45%,0.07,0.55,37.9982/39.2507/40.52/No Horizontal Resistance/45.1741/70.5281,27.54/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,34.02/30.4,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-07-31 (Price: 253.77)",Monthly,No Price Target,2025-12-04 (Earliest),No Exit Yet,"2025-11-12 (Price: 226.99), 10.55% below","81.25%, Past 20 years, 16",34.26%/34.26%,"-10.55%, 74 days",54.11%/7.78%/20.09%,304.7524 (Avg % Gain of Historic Winning trades)/372.76 (Exit Rule)/391.08494700000006 (Backtested Best)/304.75239300000004 (Backtested Avg),2027-06-23 (Farthest)/2025-12-04 (Earliest)/2026-05-31 (Avg),"-10.55%, 74 days","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-11-12 (Price: 226.99), 10.55% below",74 days,No Information,No Information,No Information,No Information,No Information,3.82% above/10.55% below/10.55% below,"6.17%, 28.67%",478 days/87 days/210 days,2027-06-23/2025-12-04/2026-05-31,9.74%,9.41%,0.32%,1.04,0.34,276.1525/304.7524/372.76/No Horizontal Resistance/233.7381/265.6307,139.81/62.38/167.1709/145.7273/No F-Track Level/No F-Track Level,209.16/175.23,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-07-27 (Price: 1002.3)",Weekly,No Price Target,No Date Target,2025-11-09 (Price: 982.3),"2025-11-12 (Price: 989.5), 1.28% below","86.21%, Past 10 years, 29",7.9%/7.9%,"-1.28%, 77 days",11.87%/0.05%/6.52%,1105.6371 (Historic Rise or Fall to Pivot)/1067.65 (Avg % Gain of Historic Winning trades)/1263.3223 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1121.2730099999999 (Backtested Best)/1067.64996 (Backtested Avg),2025-12-18 (Farthest),"-2.0%, 74 days","Weekly, was CONFIRMED on 2025-07-27",Already confirmed,"2025-11-12 (Price: 989.5), 1.28% below",77 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,"1.95%, 12.56%",100 days/44 days/66 days,2025-12-18/2025-09-28/2025-10-30,59.88%,13.58%,46.3%,1.19,0.56,1105.6371/1067.65/1263.3223/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,976.62/947.38,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BAND MATRIX,"RELIANCE.NS, Long, 2025-07-23 (Price: 1424.6)",Daily,1514.2073 (Historic Rise or Fall to Pivot),2025-11-12 (Avg),No Exit Yet,"2025-11-12 (Price: 1511.5), 6.1% above","77.78%, Past 5 years, 9",2.04%/3.1%,"6.1%, 80 days",19.89%/8.26%/12.48%,1602.3901 (Avg % Gain of Historic Winning trades)/1558.3 (Exit Rule)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/1707.95294 (Backtested Best)/1542.2719599999998 (Backtested Worst)/1602.39008 (Backtested Avg),2026-02-22 (Farthest),"6.1%, 80 days","Daily, was CONFIRMED on 2025-07-23",No Cancellation Possible,"2025-11-12 (Price: 1511.5), 6.1% above",80 days,No Information,No Information,No Information,No Information,No Information,No Information,"12.12%, 24.71%",148 days/31 days/78 days,2026-02-22/2025-09-05/2025-11-12,16.33%,10.71%,5.62%,0.69,0.42,1514.2073/1602.3901/1558.3/No Horizontal Resistance/1879.7264/2250.6285,1412.8/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level,1416.3/1369.66,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
PULSEGAUGE,"MFT.NZ, Long, 2025-07-06 (Price: 66.8)",Weekly,No Price Target,2025-11-14 (Avg),No Exit Yet,"2025-11-12 (Price: 63.0), 5.69% below","88.24%, Past 25 years, 17",8.72%/27.95%,"-5.69%, 92 days",27.05%/20.67%/22.85%,68.4967 (Historic Rise or Fall to Pivot)/82.0638 (Avg % Gain of Historic Winning trades)/105.252 (Exit Rule)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/84.8694 (Backtested Best)/80.60756 (Backtested Worst)/82.06379999999999 (Backtested Avg),2026-03-29 (Farthest)/2025-11-14 (Avg),"-5.69%, 92 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-12 (Price: 63.0), 5.69% below",92 days,No Information,No Information,No Information,No Information,No Information,No Information,"24.63%, 24.63%",184 days/34 days/91 days,2026-03-29/2025-08-24/2025-11-14,25.75%,16.07%,9.69%,0.37,0.63,68.4967/82.0638/105.252/85.45/105.252/119.9356,57.71/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level,61.63/64.19,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"INDA, Long, 2025-07-06 (Price: 55.79)",Weekly,No Price Target,2025-11-19 (Earliest),No Exit Yet,"2025-11-12 (Price: 54.56), 2.2% below","80.0%, Past 13 years, 10",3.08%/22.51%,"-2.2%, 92 days",20.61%/20.19%/20.42%,56.2419 (Historic Rise or Fall to Pivot)/67.1823 (Avg % Gain of Historic Winning trades)/66.8401 (Exit Rule)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/67.288319 (Backtested Best)/67.054001 (Backtested Worst)/67.182318 (Backtested Avg),2026-03-15 (Farthest)/2025-11-19 (Earliest)/2026-01-27 (Avg),"-2.2%, 92 days","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-12 (Price: 54.56), 2.2% below",92 days,No Information,No Information,No Information,No Information,No Information,No Information,"15.84%, 19.38%",174 days/94 days/142 days,2026-03-15/2025-11-19/2026-01-27,12.68%,5.13%,7.55%,0.23,0.14,56.2419/67.1823/66.8401/No Horizontal Resistance/66.8401/79.771,48.1/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level,53.52/52.77,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
