Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"EWJ, Long, 2025-09-14 (Price: 80.76)",2025-11-16 (Price: 83.98),"3.99%, 44 days","80.65%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-20 (Price: 79.49), 1.57% below",48 days,No Information,No Information,No Information,No Information,No Information,0.39% above/1.57% below/1.57% below,12.51%/1.17%/5.28%,"20.09%, 34.01%",184 days/19 days/70 days,2026-06-07/2025-10-11/2025-12-24,5.16%,4.75%,0.41%,0.52,0.11,82.4963/85.0241/88.13/No Horizontal Resistance/83.4752/89.1379/No Moving Avg Target,71.76/53.915/68.8472/52.3436/No F-Track Level/No F-Track Level/71.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
PULSEGAUGE,"META, Long, 2025-07-06 (Price: 719.01)",2025-11-16 (Price: 609.46),"-15.24%, 94 days","100.0%, Past 13 years, 10","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-20 (Price: 589.15), 18.06% below",98 days,No Information,No Information,No Information,No Information,No Information,No Information,27.47%/20.35%/22.69%,"-0.0%, 16.89%",94 days/34 days/67 days,2025-11-19/2025-08-24/2025-10-11,78.09%,22.84%,55.25%,1.02,0.73,773.511/882.1534/842.484/No Horizontal Resistance/842.484/1305.5879/No Moving Avg Target,501.48/241.8667/556.264/3267.3398/No F-Track Level/No F-Track Level/675.37,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
PULSEGAUGE,"PYPL, Long, 2025-07-06 (Price: 76.59)",2025-11-16 (Price: 62.81),"-17.99%, 94 days","87.5%, Past 10 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-20 (Price: 58.105), 24.14% below",98 days,No Information,No Information,No Information,No Information,No Information,No Information,23.0%/22.43%/22.68%,"15.91%, 27.83%",254 days/119 days/167 days,2026-07-08/2025-12-25/2026-03-04,19.66%,6.78%,12.89%,0.41,0.27,79.1941/93.9606/318.1818/309.65/318.1818/No Next Fib Ext/No Moving Avg Target,58.37/56.966/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/69.65,73.47%/49/155 days (Across ALL Assets),72.58%/124/147 days (Across ALL Assets)
BASELINEDIVERGENCE,"QQQ, Long, 2025-08-10 (Price: 574.55)",2025-11-16 (Price: 608.86),"5.97%, 69 days","85.53%, Past 10 years, 76","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-20 (Price: 585.67), 1.94% above",73 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,44.95%/0.81%/10.36%,"13.49%, 27.25%",149 days/44 days/81 days,2026-03-13/2025-10-12/2025-12-05,23.29%,18.13%,5.16%,0.88,0.81,643.9556/634.0734/610.7303/No Horizontal Resistance/610.7303/836.2536/No Moving Avg Target,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/543.2,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"^NDX, Long, 2025-08-10 (Price: 23611.2695)",2025-11-16 (Price: 25008.2402),"5.92%, 69 days","85.14%, Past 10 years, 74","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-20 (Price: 24054.3809), 1.88% above",73 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,44.87%/0.79%/10.11%,"13.31%, 27.32%",154 days/44 days/81 days,2026-03-21/2025-10-12/2025-12-05,22.62%,18.15%,4.47%,0.89,0.81,26399.7604/25998.3688/25025.4383/No Horizontal Resistance/25025.4383/33965.62/No Moving Avg Target,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/22320.71,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-09-07 (Price: 647.24)",2025-11-16 (Price: 671.93),"3.81%, 49 days","90.48%, Past 10 years, 21","Weekly, was CONFIRMED on 2025-09-07",Already confirmed,"2025-11-20 (Price: 652.53), 0.82% above",53 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",124 days/44 days/75 days,2026-03-05/2025-11-09/2025-12-24,8.38%,12.23%,-3.85%,0.78,0.56,701.7376/677.2072/969.1148/No Horizontal Resistance/969.1148/1522.3697/No Moving Avg Target,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/614.33,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-08-24 (Price: 456.64)",2025-11-16 (Price: 471.8),"3.32%, 59 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-11-20 (Price: 458.1), 0.32% above",63 days,No Information,No Information,No Information,No Information,No Information,0.32% above/0.32% above/0.32% above,8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-06-22/2025-09-20/2025-12-28,10.29%,9.9%,0.39%,1.56,0.44,467.919/474.4033/469.92/No Horizontal Resistance/538.1343/826.9871/No Moving Avg Target,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/430.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-08-10 (Price: 637.18)",2025-11-16 (Price: 671.93),"5.45%, 69 days","90.48%, Past 10 years, 21","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2025-11-20 (Price: 652.53), 2.41% above",73 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",124 days/44 days/75 days,2026-02-05/2025-10-12/2025-11-26,8.38%,12.23%,-3.85%,0.78,0.56,690.8306/666.6814/969.1148/No Horizontal Resistance/969.1148/1522.3697/No Moving Avg Target,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/614.33,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-09-21 (Price: 53.01)",2025-11-16 (Price: 54.96),"3.68%, 39 days","91.43%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-20 (Price: 53.11), 0.19% above",43 days,No Information,No Information,No Information,No Information,No Information,1.63% above/0.19% above/0.19% above,11.23%/1.19%/4.72%,"22.64%, 35.1%",359 days/19 days/69 days,2027-02-22/2025-10-18/2025-12-29,5.95%,1.15%,4.8%,0.39,-0.07,54.2133/55.5121/58.4/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,40.58/36.64/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.71,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-09-14 (Price: 459.32)",2025-11-16 (Price: 471.8),"2.72%, 44 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-20 (Price: 458.1), 0.27% below",48 days,No Information,No Information,No Information,No Information,No Information,0.68% above/0.27% below/0.27% below,8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-07-13/2025-10-11/2026-01-18,10.29%,9.9%,0.39%,1.56,0.44,470.6652/477.1875/485.54/No Horizontal Resistance/538.1343/826.9871/No Moving Avg Target,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/432.0,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-06-29 (Price: 68.65)",2025-11-16 (Price: 78.0),"13.62%, 99 days","95.83%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-20 (Price: 75.44), 9.89% above",103 days,No Information,No Information,No Information,No Information,No Information,13.75% above/9.89% above/9.89% above,14.42%/0.74%/5.37%,"16.99%, 36.88%",199 days/19 days/57 days,2026-04-13/2025-07-26/2025-09-19,13.41%,8.78%,4.63%,0.75,0.32,72.8582/72.3365/74.6/No Horizontal Resistance/78.7458/109.6316/No Moving Avg Target,54.54/40.92/68.2017/52.6706/No F-Track Level/No F-Track Level/59.3,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-09-14 (Price: 241.38)",2025-11-16 (Price: 276.98),"14.75%, 44 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-20 (Price: 289.98), 20.13% above",48 days,No Information,No Information,No Information,No Information,No Information,23.31% above/20.13% above/20.13% above,19.02%/3.15%/8.18%,"-0.0%, 15.08%",129 days/24 days/47 days,2026-03-19/2025-10-18/2025-11-21,35.83%,21.1%,14.73%,1.74,0.79,266.3387/261.1249/305.77/No Horizontal Resistance/219.0619/240.3589/No Moving Avg Target,147.74/84.6567/203.7099/185.0665/No F-Track Level/No F-Track Level/182.46,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-09-14 (Price: 45834.2188)",2025-11-16 (Price: 47147.4805),"2.87%, 44 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-20 (Price: 45752.2617), 0.18% below",48 days,No Information,No Information,No Information,No Information,No Information,0.18% below/0.18% below/0.18% below,6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-09-09/2025-10-11/2026-02-07,6.99%,9.91%,-2.92%,1.11,0.44,46970.9074/47575.9191/48384.41/No Horizontal Resistance/54129.8938/83218.843/No Moving Avg Target,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43178.04,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-09-28 (Price: 46247.2891)",2025-11-16 (Price: 47147.4805),"1.95%, 34 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-20 (Price: 45752.2617), 1.07% below",38 days,No Information,No Information,No Information,No Information,No Information,0.18% below/1.07% below/1.07% below,6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-09-23/2025-10-25/2026-02-21,6.99%,9.91%,-2.92%,1.11,0.44,47394.2219/48004.6861/49868.04/No Horizontal Resistance/54129.8938/83218.843/No Moving Avg Target,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43246.39,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-11-07 (Price: 89.54)",2025-11-14 (Price: 92.02),"2.77%, 5 days","93.75%, Past 4 years, 32","Daily, is CONFIRMED on 2025-11-07",Already confirmed,"2025-11-20 (Price: 88.86), 0.76% below",9 days,No Information,No Information,No Information,No Information,No Information,0.67% above/0.76% below/0.76% below,7.08%/0.4%/4.15%,"17.64%, 40.87%",85 days/4 days/18 days,2026-03-10/2025-11-12/2025-12-03,35.75%,6.1%,29.65%,0.6,0.24,92.2889/93.2559/89.64/98.445/108.2743/117.7423/No Moving Avg Target,87.19/45.695/89.0231/74.9996/No F-Track Level/No F-Track Level/86.85,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-11-06 (Price: 94.3)",2025-11-14 (Price: 98.86),"4.84%, 6 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-11-06",Already confirmed,"2025-11-20 (Price: 98.28), 4.22% above",10 days,No Information,No Information,No Information,No Information,No Information,5.96% above/4.22% above/4.22% above,5.58%/0.68%/1.93%,"8.41%, 20.52%",87 days/4 days/29 days,2026-03-12/2025-11-11/2025-12-18,12.0%,7.54%,4.46%,0.55,0.28,95.3656/96.12/97.73/No Horizontal Resistance/100.0174/110.0139/No Moving Avg Target,90.97/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/88.83,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-01 (Price: 94.26)",2025-11-14 (Price: 98.86),"4.88%, 32 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-10-01",Already confirmed,"2025-11-20 (Price: 98.28), 4.26% above",36 days,No Information,No Information,No Information,No Information,No Information,8.76% above/4.26% above/4.26% above,5.58%/0.68%/1.93%,"8.41%, 20.52%",87 days/4 days/29 days,2026-02-04/2025-10-06/2025-11-12,12.0%,7.54%,4.46%,0.55,0.28,95.3251/96.0792/102.72/No Horizontal Resistance/100.0174/110.0139/No Moving Avg Target,85.99/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/88.07,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-10-22 (Price: 9.45)",2025-11-14 (Price: 9.6),"1.59%, 17 days","70.27%, Past 4 years, 37","Daily, is CONFIRMED on 2025-10-22",Already confirmed,"2025-11-20 (Price: 9.39), 0.63% below",21 days,No Information,No Information,No Information,No Information,No Information,0.97% above/0.63% below/0.63% below,7.56%/1.51%/3.12%,"7.04%, 16.17%",78 days/5 days/26 days,2026-02-11/2025-10-29/2025-11-28,5.05%,4.18%,0.87%,0.27,0.12,9.5247/9.7448/10.22/No Horizontal Resistance/11.2606/15.4512/No Moving Avg Target,8.95/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level/9.12,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"DBC, Long, 2025-10-16 (Price: 22.14)",2025-11-14 (Price: 22.97),"3.75%, 21 days","100.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-11-20 (Price: 22.68), 2.44% above",25 days,No Information,No Information,No Information,"38.2% (Price: 22.4428), 1.06% above, Upmove Bounce Back","2025-08-19 (Price: 21.59), 2025-09-26 (Price: 22.97)",No Information,29.66%/0.04%/14.35%,"-0.0%, 9.05%",60 days/22 days/46 days,2026-01-10/2025-11-16/2025-12-21,93.76%,11.54%,82.22%,0.27,0.5,22.2263/25.3171/22.97/28.58/60.6441/65.878/No Moving Avg Target,22.07/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/22.07,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
TRENDPULSE,"LYFT, Long, 2025-11-03 (Price: 20.95)",2025-11-13 (Price: 23.8),"13.6%, 8 days","91.43%, Past 4 years, 35","Daily, is CONFIRMED on 2025-11-03",Already confirmed,"2025-11-20 (Price: 19.76), 5.68% below",13 days,No Information,No Information,No Information,No Information,No Information,3.42% below/5.68% below/5.68% below,46.32%/1.28%/12.74%,"52.91%, 72.52%",77 days/4 days/24 days,2026-02-22/2025-11-08/2025-12-07,43.3%,-10.85%,54.15%,0.48,0.14,22.0981/23.619/22.35/57.19/81.0416/101.3843/No Moving Avg Target,19.75/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/15.39,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"GILD, Long, 2025-09-18 (Price: 113.62)",2025-11-13 (Price: 125.2),"10.19%, 40 days","84.85%, Past 6 years, 33","Daily, is Confirmed on 2025-09-18",No Cancellation Possible,"2025-11-20 (Price: 124.99), 10.01% above",45 days,No Information,No Information,No Information,No Information,No Information,No Information,14.18%/5.02%/6.91%,"11.58%, 14.94%",153 days/3 days/46 days,2026-04-27/2025-09-22/2025-11-23,9.0%,10.38%,-1.38%,0.18,0.38,117.4376/121.4711/124.98/120.895/121.083/140.4376/No Moving Avg Target,No Recent Minima/56.9733/104.5806/96.4152/No F-Track Level/No F-Track Level/111.81,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
OSCILLATOR DELTA,"BTC-USD, Long, 2025-10-11 (Price: 110807.8828)",2025-11-13 (Price: 99697.4922),"-10.03%, 23 days","84.21%, Past 6 years, 57","Daily, is Confirmed on 2025-10-11",No Cancellation Possible,"2025-11-19 (Price: 91465.9922), 17.46% below",27 days,No Information,No Information,No Information,No Information,No Information,No Information,19.05%/5.04%/8.14%,"14.07%, 15.29%",30 days/0 days/8 days,2025-11-23/2025-10-11/2025-10-22,54.01%,49.41%,4.61%,0.19,0.92,115827.4799/119827.6445/116348.28/123774.3633/134811.0702/174387.6923/No Moving Avg Target,No Recent Minima/18304.4229/107223.5861/87809.6423/No F-Track Level/No F-Track Level/110409.11,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
FRACTAL TRACK,"GILD, Long, 2025-09-18 (Price: 113.62)",2025-11-13 (Price: 125.2),"10.19%, 40 days","100.0%, Past 5 years, 28","Daily, was CONFIRMED on 2025-09-18",Already confirmed,"2025-11-20 (Price: 124.99), 10.01% above",45 days,No Information,No Information,No Information,"23.66% (Price: 107.6908), 16.06% above, Upmove Bounce Back","2024-05-31 (Price: 62.07), 2025-08-12 (Price: 121.83)",No Information,29.99%/0.5%/11.55%,"-0.0%, 27.82%",471 days/7 days/193 days,2027-08-01/2025-09-28/2026-06-24,10.34%,14.55%,-4.21%,0.57,0.58,116.3355/126.7431/149.48/120.895/121.083/140.4376/No Moving Avg Target,110.86/56.9733/104.5806/96.4152/No F-Track Level/No F-Track Level/111.81,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
TRENDPULSE,"LYFT, Long, 2025-11-06 (Price: 21.25)",2025-11-13 (Price: 23.8),"12.0%, 5 days","91.43%, Past 4 years, 35","Daily, is CONFIRMED on 2025-11-06",Already confirmed,"2025-11-20 (Price: 19.76), 7.01% below",10 days,No Information,No Information,No Information,No Information,No Information,1.59% below/7.01% below/7.01% below,46.32%/1.28%/12.74%,"52.91%, 72.52%",77 days/4 days/24 days,2026-02-25/2025-11-11/2025-12-10,43.3%,-10.85%,54.15%,0.48,0.14,22.4145/23.9572/22.2/57.19/81.0416/101.3843/No Moving Avg Target,19.42/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/15.49,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-11-03 (Price: 182.6)",2025-11-13 (Price: 194.07),"6.28%, 8 days","100.0%, Past 4 years, 44","Daily, is CONFIRMED on 2025-11-03",Already confirmed,"2025-11-20 (Price: 198.34), 8.62% above",13 days,No Information,No Information,No Information,No Information,No Information,8.62% above/8.62% above/8.62% above,10.12%/0.29%/3.51%,"-0.0%, 13.61%",101 days/4 days/29 days,2026-03-29/2025-11-08/2025-12-15,31.05%,25.35%,5.71%,1.47,1.07,186.1242/189.0093/188.43/197.56/194.1559/294.0831/No Moving Avg Target,180.3/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/172.2,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"CSCO, Long, 2025-09-10 (Price: 68.13)",2025-11-13 (Price: 77.38),"13.58%, 46 days","96.97%, Past 5 years, 33","Daily, was CONFIRMED on 2025-09-10",Already confirmed,"2025-11-20 (Price: 75.44), 10.73% above",51 days,No Information,No Information,No Information,"23.66% (Price: 67.7139), 11.41% above, Upmove Bounce Back","2025-04-07 (Price: 52.11), 2025-08-11 (Price: 72.55)",No Information,47.1%/0.02%/12.88%,"1.05%, 38.6%",900 days/41 days/356 days,2029-04-05/2025-11-08/2027-02-07,5.38%,14.53%,-9.15%,0.54,0.59,68.5933/76.9051/80.39/No Horizontal Resistance/78.7458/109.6316/No Moving Avg Target,66.88/40.92/52.6706/48.463/No F-Track Level/No F-Track Level/65.69,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-11-05 (Price: 283.07)",2025-11-13 (Price: 287.43),"1.54%, 6 days","100.0%, Past 4 years, 24","Daily, is CONFIRMED on 2025-11-05",Already confirmed,"2025-11-20 (Price: 282.38), 0.24% below",11 days,No Information,No Information,No Information,No Information,No Information,3.72% above/0.24% below/0.24% below,20.78%/1.46%/5.76%,"-0.0%, 12.09%",62 days/4 days/17 days,2026-02-02/2025-11-10/2025-11-29,113.25%,11.5%,101.74%,0.99,0.41,295.7232/299.3748/294.27/No Horizontal Resistance/372.972/399.3723/No Moving Avg Target,260.58/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/263.4,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"HOOD, Long, 2025-11-10 (Price: 135.88)",2025-11-13 (Price: 121.53),"-10.56%, 3 days","78.26%, Past 4 years, 23","Daily, is Confirmed on 2025-11-10",No Cancellation Possible,"2025-11-20 (Price: 106.21), 21.84% below",8 days,No Information,No Information,No Information,No Information,No Information,No Information,17.01%/5.11%/8.52%,"12.73%, 15.13%",20 days/2 days/7 days,2025-12-08/2025-11-12/2025-11-20,108.4%,39.13%,69.27%,0.21,1.06,146.5058/147.457/142.67/No Horizontal Resistance/164.8517/245.4076/No Moving Avg Target,No Recent Minima/8.2917/115.0659/84.2959/No F-Track Level/No F-Track Level/87.16,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
FRACTAL TRACK,"EWJ, Long, 2025-03-31 (Price: 68.56)",2025-10-31 (Price: 83.45),"21.72%, 154 days","92.86%, Past 29 years, 28","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-20 (Price: 79.49), 15.94% above",168 days,No Information,No Information,No Information,"38.2% (Price: 63.4608), 25.26% above, Upmove Bounce Back","2022-10-31 (Price: 47.64), 2024-09-30 (Price: 73.24)",No Information,34.52%/2.11%/14.26%,"13.86%, 50.07%",4001 days/173 days/811 days,2041-02-10/2025-12-06/2028-06-17,2.48%,0.95%,1.53%,0.36,-0.11,70.7471/78.3367/83.92/73.68/83.4752/89.1379/74.9,67.1/53.98/52.3436/42.1436/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-05-31 (Price: 94.77)",2025-10-31 (Price: 115.16),"21.52%, 109 days","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-20 (Price: 114.66), 20.99% above",123 days,No Information,No Information,No Information,No Information,No Information,30.16% above/20.99% above/20.99% above,21.52%/1.04%/11.02%,"18.56%, 26.48%",327 days/86 days/189 days,2026-09-16/2025-10-02/2026-02-28,7.3%,7.14%,0.16%,0.86,0.25,103.9343/105.2137/116.24/No Horizontal Resistance/128.6672/152.0396/No Moving Avg Target,75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level/82.55,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-05-31 (Price: 172.85)",2025-10-31 (Price: 281.82),"63.04%, 109 days","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-20 (Price: 289.98), 67.76% above",123 days,No Information,No Information,No Information,No Information,No Information,67.76% above/67.76% above/67.76% above,63.04%/1.54%/29.75%,"3.21%, 18.92%",412 days/86 days/199 days,2027-01-17/2025-10-02/2026-03-15,22.75%,24.26%,-1.52%,1.49,0.85,188.7349/224.2729/233.69/No Horizontal Resistance/219.0619/240.3589/No Moving Avg Target,156.23/85.8978/138.1748/130.09/No F-Track Level/No F-Track Level/172.82,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"EURUSD=X, Long, 2025-05-31 (Price: 1.1378)",2025-10-31 (Price: 1.1572),"1.71%, 109 days","75.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-20 (Price: 1.1541), 1.43% above",123 days,No Information,No Information,No Information,No Information,No Information,1.43% above/1.43% above/1.43% above,8.26%/0.88%/4.48%,"18.25%, 23.39%",284 days/109 days/178 days,2026-07-16/2025-11-04/2026-02-12,0.65%,-0.39%,1.04%,0.09,-0.5,1.141/1.1888/1.16/1.2218/1.6296/1.7649/No Moving Avg Target,1.04/1.0207/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.08,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2024-09-30 (Price: 170.4)",2025-10-31 (Price: 262.61),"54.11%, 284 days","81.25%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-20 (Price: 210.69), 23.64% above",298 days,No Information,No Information,No Information,No Information,No Information,23.64% above/23.64% above/23.64% above,54.11%/7.78%/20.09%,"6.17%, 28.67%",478 days/87 days/210 days,2026-08-23/2025-02-03/2025-07-31,9.74%,9.41%,0.32%,1.04,0.34,185.4293/204.6334/239.62/No Horizontal Resistance/145.7273/152.3597/No Moving Avg Target,61.07/54.8525/117.4897/106.3198/No F-Track Level/No F-Track Level/126.67,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"UBER, Long, 2025-05-31 (Price: 84.16)",2025-10-31 (Price: 96.5),"14.66%, 109 days","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-20 (Price: 83.36), 0.95% below",123 days,No Information,No Information,No Information,No Information,No Information,2.9% above/0.95% below/0.95% below,38.27%/4.86%/19.26%,"-0.0%, 18.79%",153 days/109 days/123 days,2026-01-07/2025-11-04/2025-11-25,36.82%,14.17%,22.65%,0.8,0.47,102.1366/100.3692/95.92/No Horizontal Resistance/94.5323/103.0637/No Moving Avg Target,60.32/28.6593/72.8134/67.6463/No F-Track Level/No F-Track Level/73.7,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
