Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"WPM, Long, 2026-01-20 (Price: 141.68)",2026-01-28 (Price: 156.3),"10.32%, 8 days","96.3%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-20",Already confirmed,"2026-01-29 (Price: 152.7), 7.78% above",9 days,140.0,No Information,No Information,No Information,No Information,No Information,12.82% above/7.78% above/7.78% above,15.63%/1.33%/6.3%,"14.18%, 36.59%",3.8 months/4 days/1.3 month,2026-07-04/2026-01-25/2026-03-17,22.59%,17.13%,5.46%,1.09,0.81,152.6744/150.6058/165.19/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,104.96/38.3375/98.515/93.6878/No F-Track Level/No F-Track Level/98.56,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2024-11-01 (Price: 111.94)",2026-01-28 (Price: 60.33),"-46.11%, 1.3 year","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2024-11-01",Already confirmed,"2026-01-29 (Price: 59.33), 47.0% below",1.3 year,112.88,"-11.95, 71.88%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2025-08-06/2025-02-13/2025-05-11,-0.56%,9.2%,-9.76%,-0.04,0.47,114.3019/132.8728/157.4212/139.01/157.4212/215.5132/No EMA 200 Target,105.21/32.2375/103.7087/83.4599/No F-Track Level/No F-Track Level/58.9,85.95%/121/0 days (Across ALL Assets),74.78%/230/0 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2026-01-22 (Price: 48.91)",2026-01-28 (Price: 50.05),"2.33%, 6 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-01-22",Already confirmed,"2026-01-29 (Price: 50.51), 3.27% above",7 days,48.62,No Information,No Information,No Information,No Information,No Information,6.11% above/3.27% above/3.27% above,6.81%/0.4%/3.61%,"6.99%, 40.87%",1.5 month/6 days/17 days,2026-03-28/2026-01-30/2026-02-15,10.35%,4.61%,5.74%,0.88,0.26,51.5071/50.6757/50.8/49.2225/53.4428/58.8712/No EMA 200 Target,43.81/22.8475/44.5115/37.0707/No F-Track Level/No F-Track Level/43.58,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
FRACTAL TRACK,"DBC, Long, 2025-12-24 (Price: 22.63)",2026-01-28 (Price: 24.94),"10.21%, 1.2 month","100.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-12-24",Already confirmed,"2026-01-29 (Price: 25.3), 11.8% above",1.2 month,22.67,No Information,No Information,No Information,"38.2% (Price: 22.7333), 11.29% above, Upmove Bounce Back","2025-08-19 (Price: 21.59), 2025-12-05 (Price: 23.44)",No Information,10.01%/0.04%/4.6%,"-0.0%, 10.48%",3.8 months/29 days/1.9 month,2026-06-07/2026-02-04/2026-03-16,7.63%,6.83%,0.8%,0.42,0.39,22.9672/23.671/23.74/28.58/60.6441/65.878/No EMA 200 Target,22.39/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/22.32,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2026-01-22 (Price: 175589.0)",2026-01-28 (Price: 184691.0),"5.18%, 6 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-22",Already confirmed,"2026-01-29 (Price: 183133.75), 4.3% above",7 days,171817.0,No Information,No Information,No Information,No Information,No Information,10.14% above/4.3% above/4.3% above,5.29%/0.69%/2.87%,"1.68%, 18.35%",5.9 months/7 days/1 month,2026-10-05/2026-02-01/2026-03-06,10.46%,4.14%,6.32%,1.7,0.2,186229.6934/180628.4043/185967.2/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,157327.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/144087.66,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
DELTADRIFT,"LYFT, Long, 2025-12-17 (Price: 19.18)",2026-01-28 (Price: 17.2),"-10.32%, 1.4 month","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2025-12-17",Already confirmed,"2026-01-29 (Price: 17.75), 7.46% below",1.4 month,19.22,No Information,No Information,No Information,No Information,No Information,No Information,8.38%/5.33%/6.9%,"26.16%, 31.32%",1.8 month/1 day/15 days,2026-03-05/2025-12-18/2026-01-07,-3.92%,-12.3%,8.38%,-0.15,-0.0,18.9844/20.5034/19.74/57.19/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,19.12/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/17.62,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
TRENDPULSE,"NZDCAD=X, Long, 2025-10-28 (Price: 0.8079)",2026-01-28 (Price: 0.819),"1.37%, 3.1 months","100.0%, Past 4 years, 7","Daily, is CONFIRMED on 2025-10-28",Already confirmed,"2026-01-29 (Price: 0.8209), 1.61% above",3.1 months,0.8078,No Information,No Information,No Information,No Information,No Information,1.86% above/1.61% above/1.61% above,1.28%/1.12%/1.17%,"-0.0%, 1.49%",13 days/6 days/7 days,2025-11-15/2025-11-05/2025-11-07,6.42%,-0.9%,7.32%,2.3,-0.7,0.8306/0.8174/0.81/0.9093/1.0924/1.3117/0.82,0.8/0.7625/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-01-20 (Price: 147.0)",2026-01-27 (Price: 148.34),"0.91%, 7 days","86.96%, Past 4 years, 23","Daily, is CONFIRMED on 2026-01-20",Already confirmed,"2026-01-29 (Price: 149.9), 1.97% above",9 days,144.46,No Information,No Information,No Information,No Information,No Information,3.72% above/1.97% above/1.97% above,3.12%/1.29%/2.0%,"6.35%, 12.85%",3.3 months/6 days/1.2 month,2026-06-12/2026-01-28/2026-03-13,9.71%,2.06%,7.65%,0.36,0.03,148.5729/149.94/153.59/179.4533/186.6499/209.3631/154.63,138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2026-01-12 (Price: 202.08)",2026-01-27 (Price: 186.36),"-7.78%, 15 days","85.19%, Past 5 years, 27","Daily, was CONFIRMED on 2026-01-12",Already confirmed,"2026-01-29 (Price: 185.27), 8.32% below",17 days,199.44,No Information,No Information,No Information,"23.66% (Price: 201.5134), 8.06% below, Upmove Bounce Back","2025-10-14 (Price: 174.26), 2025-12-11 (Price: 209.96)",No Information,11.74%/1.29%/9.03%,"4.51%, 11.58%",8.3 months/20 days/3 months,2027-01-07/2026-02-09/2026-05-22,30.23%,20.61%,9.62%,1.18,1.4,210.7492/220.3278/223.5/No Horizontal Resistance/294.0831/455.769/No EMA 200 Target,198.0/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/187.36,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
TRENDPULSE,"BABA, Long, 2026-01-13 (Price: 167.01)",2026-01-27 (Price: 172.72),"3.42%, 14 days","73.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-01-13",Already confirmed,"2026-01-29 (Price: 174.25), 4.34% above",16 days,165.5,No Information,No Information,No Information,No Information,No Information,15.43% above/4.34% above/4.34% above,13.07%/3.26%/7.2%,"49.23%, 66.54%",2.5 months/6 days/1.2 month,2026-05-01/2026-01-21/2026-03-06,-7.81%,-3.01%,-4.8%,-0.14,0.07,170.6508/179.0347/171.62/No Horizontal Resistance/399.1612/524.2534/No EMA 200 Target,146.58/67.495/144.416/No support/No F-Track Level/No F-Track Level/138.31,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
BAND MATRIX,"CVS, Long, 2025-12-05 (Price: 75.63)",2026-01-27 (Price: 72.0),"-4.8%, 1.8 month","70.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-12-05",No Cancellation Possible,"2026-01-29 (Price: 74.44), 1.57% below",1.8 month,76.73,No Information,No Information,No Information,No Information,No Information,No Information,23.31%/1.13%/12.66%,"19.57%, 37.23%",6.4 months/1.2 month/3.4 months,2026-09-09/2026-01-26/2026-05-01,13.84%,1.55%,12.29%,0.46,0.07,80.8258/85.2048/83.02/106.045/116.3721/144.3517/No EMA 200 Target,75.0/58.425/70.3769/60.5139/No F-Track Level/No F-Track Level/72.02,82.61%/69/0 days (Across ALL Assets),75.98%/254/0 days (Across ALL Assets)
DELTADRIFT,"AAPL, Long, 2026-01-22 (Price: 248.35)",2026-01-26 (Price: 255.41),"2.84%, 4 days","90.0%, Past 4 years, 10","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-01-29 (Price: 258.28), 4.0% above",7 days,249.2,No Information,No Information,No Information,No Information,No Information,No Information,6.6%/3.13%/3.95%,"4.88%, 13.99%",2.3 months/2 days/23 days,2026-05-01/2026-01-24/2026-02-24,8.79%,8.71%,0.08%,0.77,0.46,258.7559/258.1598/258.46/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,246.7/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/236.37,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2026-01-15 (Price: 165568.0)",2026-01-26 (Price: 178721.0),"7.94%, 11 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-15",Already confirmed,"2026-01-29 (Price: 183133.75), 10.61% above",14 days,165180.0,No Information,No Information,No Information,No Information,No Information,10.89% above/10.61% above/10.61% above,5.29%/0.69%/2.87%,"1.68%, 18.35%",5.9 months/7 days/1 month,2026-09-28/2026-01-25/2026-02-27,10.46%,4.14%,6.32%,1.7,0.2,175601.4208/170319.8016/171680.2/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,157327.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/143125.97,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2026-01-07 (Price: 40.04)",2026-01-26 (Price: 42.91),"7.17%, 19 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-01-07",Already confirmed,"2026-01-29 (Price: 41.91), 4.67% above",22 days,39.7,No Information,No Information,No Information,No Information,No Information,4.7% above/4.67% above/4.67% above,7.25%/0.53%/3.58%,"0.46%, 22.19%",2.6 months/7 days/21 days,2026-04-29/2026-01-17/2026-02-06,16.78%,-4.47%,21.25%,1.28,-0.0,41.8178/41.4734/47.83/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,37.0/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.27,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2025-10-05 (Price: 292.19)",2026-01-25 (Price: 334.87),"14.61%, 3.7 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2026-01-29 (Price: 339.55), 16.21% above",3.9 months,276.49,No Information,No Information,No Information,No Information,No Information,28.19% above/16.21% above/16.21% above,24.83%/4.38%/11.82%,"-0.0%, 31.75%",8.9 months/28 days/3.4 months,2026-10-26/2025-11-14/2026-03-01,13.85%,15.73%,-1.88%,1.66,0.83,333.0089/326.7269/355.09/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,146.8/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/209.36,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
DELTADRIFT,"PG, Long, 2025-12-21 (Price: 144.46)",2026-01-25 (Price: 150.15),"3.94%, 1.2 month","100.0%, Past 15 years, 6","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2026-01-29 (Price: 149.9), 3.77% above",1.3 month,143.27,No Information,No Information,No Information,No Information,No Information,No Information,9.64%/3.16%/5.18%,"0%, 10.64%",6.8 months/7 days/1.9 month,2026-10-12/2025-12-31/2026-03-13,6.41%,4.09%,2.32%,2.17,0.17,152.5642/151.943/152.25/179.4533/186.6499/209.3631/154.1,142.84/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,94.87%/39/0 days (Across ALL Assets),87.5%/112/0 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-10-26 (Price: 44.035)",2026-01-25 (Price: 49.19),"11.71%, 3 months","72.22%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-29 (Price: 50.51), 14.7% above",3.2 months,43.065,No Information,No Information,No Information,No Information,No Information,17.49% above/14.7% above/14.7% above,16.62%/0.85%/7.33%,"27.58%, 58.07%",7.9 months/28 days/2.5 months,2026-10-04/2025-12-05/2026-02-11,4.71%,1.43%,3.28%,-0.1,0.05,47.4081/47.2628/46.79/49.2225/53.4428/58.8712/No EMA 200 Target,42.61/22.8475/37.0707/26.9521/No F-Track Level/No F-Track Level/43.51,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2025-11-16 (Price: 157739.0)",2026-01-25 (Price: 178859.0),"13.39%, 2.3 months","100.0%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2026-01-29 (Price: 183133.75), 16.1% above",2.5 months,154061.0,No Information,No Information,No Information,No Information,No Information,18.87% above/16.1% above/16.1% above,10.65%/0.93%/5.61%,"-0.0%, 43.39%",1.1 year/28 days/3.4 months,2027-06-12/2025-12-26/2026-04-12,7.52%,4.03%,3.49%,2.1,0.18,165058.0896/166588.1579/177361.4/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/136771.08,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
BAND MATRIX,"TCS.NS, Long, 2022-05-22 (Price: 3293.0)",2026-01-25 (Price: 3162.5),"-3.96%, 3.7 years","100.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2022-05-22",No Cancellation Possible,"2026-01-29 (Price: 3144.3999), 4.51% below",3.7 years,3415.0,No Information,No Information,No Information,No Information,No Information,No Information,60.23%/7.63%/25.48%,"-0.0%, 23.27%",2.1 years/5.1 months/1 year,2025-05-21/2022-12-29/2023-10-25,11.64%,8.39%,3.25%,0.89,0.46,3734.262/4132.0564/3933.16/4016.45/4192.8996/5692.579/No EMA 200 Target,3167.45/1228.9625/3006.8346/2637.2425/No F-Track Level/No F-Track Level/3216.54,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2022-12-31 (Price: 85.85)",2025-12-31 (Price: 122.74),"42.97%, 3 years","100.0%, Past 34 years, 7","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2026-01-29 (Price: 139.55), 62.55% above",3.1 years,62.4,No Information,No Information,No Information,No Information,No Information,126.21% above/62.55% above/62.55% above,48.53%/11.57%/42.07%,"-0.0%, 24.28%",3 years/1.5 year/2.3 years,2027-04-13/2025-02-20/2026-04-11,9.69%,12.1%,-2.41%,1.59,0.53,107.2181/121.9671/90.9/No Horizontal Resistance/123.4541/140.4376/No EMA 200 Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,86.67%/15/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-30 (Price: 647.95)",2026-01-29 (Price: 738.31) (Today),"-13.95%, 2 months","100.0%, Past 13 years, 4","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-01-29 (Price: 738.31), 13.95% above",2 months,656.0,No Information,No Information,No Information,"23.66% (Price: 628.6993), 17.43% above, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,2026-04-13/2026-01-09/2026-02-11,10.6%,5.4%,5.2%,0.76,0.8,559.6344/554.6452/223.05/280.19/556.264/2054.9119/No EMA 200 Target,No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,85.71%/7/0 days (Across ALL Assets),38.89%/18/0 days (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",2026-01-29 (Price: 83.16) (Today),"11.31%, 29 days","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-29 (Price: 83.16), 11.31% below",29 days,117.549,No Information,No Information,No Information,"23.66% (Price: 106.2331), 21.72% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-14/2026-05-10/2026-05-10,11.77%,5.5%,6.27%,1.3,0.88,184.1259/66.1196/23.05/34.8663/86.4764/77.567/No EMA 200 Target,No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,0.0%/1/0 days (Across ALL Assets),53.33%/15/0 days (Across ALL Assets)
OSCILLATOR DELTA,"JETS, Short, 2026-01-14 (Price: 28.4)",2026-01-28 (Price: 27.69),"2.5%, 14 days","100.0%, Past 6 years, 8","Daily, is Confirmed on 2026-01-14",No Cancellation Possible,"2026-01-29 (Price: 28.42), 0.07% above",15 days,28.6,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-09-09/2026-01-15/2026-03-28,13.31%,5.2%,8.11%,1.61,0.01,26.4006/26.5199/26.46/14.732/No F-Stack Support/No F-Stack Support/24.79,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/0 days (Across ALL Assets),62.86%/35/0 days (Across ALL Assets)
OSCILLATOR DELTA,"JETS, Short, 2025-12-24 (Price: 28.54)",2026-01-27 (Price: 27.86),"2.38%, 1.1 month","100.0%, Past 6 years, 8","Daily, is Confirmed on 2025-12-24",No Cancellation Possible,"2026-01-29 (Price: 28.42), 0.42% below",1.2 month,28.44,No Information,No Information,No Information,No Information,No Information,No Information,12.84%/5.04%/6.62%,"0.0%, 24.03%",5.5 months/1 day/1.7 month,2026-08-19/2025-12-25/2026-03-07,13.31%,5.2%,8.11%,1.61,0.01,26.5308/26.6507/26.59/14.732/No F-Stack Support/No F-Stack Support/24.79,No Recent Maxima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/18/0 days (Across ALL Assets),62.86%/35/0 days (Across ALL Assets)
TRENDPULSE,"USCI, Short, 2025-11-09 (Price: 78.02)",2026-01-25 (Price: 84.23),"-7.96%, 2.6 months","92.31%, Past 10 years, 13","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2026-01-29 (Price: 87.5021), 12.15% above",2.7 months,78.54,No Information,No Information,No Information,No Information,No Information,11.26% above/12.15% above/12.15% above,20.34%/0.9%/7.17%,"7.79%, 24.44%",1.9 month/28 days/1.2 month,2026-01-30/2025-12-19/2025-12-31,8.02%,5.4%,2.62%,0.59,-0.14,72.8941/72.426/74.16/38.14/75.2881/67.5442/73.22,No support/38.14/75.2881/67.5442/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),28.57%/7/0 days (Across ALL Assets)
TRENDPULSE,"PFE, Short, 2024-03-31 (Price: 27.75)",2025-12-31 (Price: 24.9),"10.27%, 1.8 year","100.0%, Past 49 years, 5","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2026-01-29 (Price: 26.1), 5.95% below",1.9 year,28.88,No Information,No Information,No Information,No Information,No Information,9.34% below/5.95% below/5.95% below,28.35%/7.35%/17.85%,"0.0%, 34.93%",1.7 year/1.3 year/1.5 year,2026-09-03/2026-02-06/2026-05-22,5.58%,5.5%,0.08%,0.53,0.21,25.863/22.7966/18.85/26.1058/21.508/20.5265/No EMA 200 Target,No support/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level/No support,100.0%/1/0 days (Across ALL Assets),No Data (Across ALL Assets)
