"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"ASML, Long, 2025-10-31 (Price: 1059.23)",2026-01-31 (Price: 1423.0),"34.34%, 3.1 months","92.31%, Past 30 years, 13","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-02-27 (Price: 1450.5601), 36.94% above",4 months,Upmove Bounce Back,38.2% (Price: 692.3064),109.53% above,"2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",30.95%/20.8%/23.81%,"6.56%, 49.5%",2.6 years/1 month/8.9 months,2029-07-17/2025-12-13/2026-11-21,12.71%,13.9%,-1.19%,1.74,0.62,1226.5883/1311.4327/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/980.17,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),965.61
"MSFT, Long, 2025-06-30 (Price: 497.41)",2026-01-31 (Price: 430.29),"-13.49%, 7.2 months","92.31%, Past 39 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-27 (Price: 392.74), 21.04% below",8.1 months,Upmove Bounce Back,50% (Price: 340.89),15.21% above,"2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,2045-10-07/2025-11-07/2028-01-24,7.9%,16.21%,-8.31%,1.65,0.79,669.6133/608.4319/650.36/No Horizontal Resistance/517.4523/553.3726/No EMA 200 Target,375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/485.76,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),457.14
"ACWX, Long, 2025-06-30 (Price: 60.94)",2026-02-27 (Price: 74.45),"22.17%, 8.1 months","100.0%, Past 17 years, 7","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-27 (Price: 74.45), 22.17% above",8.1 months,Upmove Bounce Back,50% (Price: 48.385),53.87% above,"2022-10-31 (Price: 38.81), 2024-09-30 (Price: 57.96)",22.53%/20.09%/21.48%,"-0.0%, 23.35%",3.1 years/1.2 year/2 years,2029-12-02/2027-03-17/2028-05-07,8.75%,0.78%,7.97%,1.6,-0.09,59.9893/74.0299/72.43/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/65.02,52.16/44.95/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),59.72
"IWM, Long, 2025-06-30 (Price: 215.79)",2026-01-31 (Price: 259.65),"20.33%, 7.2 months","88.89%, Past 25 years, 9","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-27 (Price: 261.41), 21.14% above",8.1 months,Upmove Bounce Back,88.6% (Price: 171.1673),52.72% above,"2023-10-31 (Price: 161.67), 2024-11-30 (Price: 244.98)",25.23%/12.67%/20.64%,"34.06%, 36.6%",1.9 year/5 months/1.1 year,2028-03-16/2026-02-02/2027-01-24,7.1%,4.62%,2.48%,0.69,0.22,238.8148/260.3291/265.78/244.72/267.7701/348.4025/237.81,194.86/162.3167/209.2101/157.2742/No F-Track Level/No F-Track Level/No EMA 200 Support,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),205.32
"MAR, Long, 2025-06-30 (Price: 273.21)",2026-02-27 (Price: 341.73),"25.08%, 8.1 months","100.0%, Past 32 years, 7","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-27 (Price: 341.73), 25.08% above",8.1 months,Upmove Bounce Back,38.2% (Price: 207.8333),64.43% above,"2020-03-31 (Price: 46.56), 2025-02-28 (Price: 307.52)",31.27%/20.88%/23.76%,"-0.0%, 58.79%",2.8 years/6 months/1.3 year,2029-06-27/2026-03-17/2027-05-08,9.12%,7.6%,1.52%,2.24,0.38,329.8191/338.1247/429.79/No Horizontal Resistance/372.972/399.3723/285.63,136.01/129.12/235.5515/198.7812/No F-Track Level/No F-Track Level/No EMA 200 Support,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),262.12
"PPH, Long, 2025-06-30 (Price: 87.96)",2026-01-31 (Price: 106.81),"21.43%, 7.2 months","90.0%, Past 26 years, 10","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-27 (Price: 111.7), 26.99% above",8.1 months,Upmove Bounce Back,38.2% (Price: 78.775),41.8% above,"2015-08-31 (Price: 45.23), 2024-09-30 (Price: 99.51)",23.88%/20.36%/21.19%,"1.09%, 37.34%",6.1 years/10.1 months/3.2 years,2034-03-15/2026-09-11/2030-01-23,4.29%,2.59%,1.7%,1.41,0.03,101.4091/106.5987/120.53/No Horizontal Resistance/100.0174/110.4008/94.65,86.28/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/No EMA 200 Support,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),87.83
"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-31 (Price: 43.25),"9.7%, 10.2 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-02-27 (Price: 47.73), 21.07% above",11.1 months,Upmove Bounce Back,23.66% (Price: 36.9765),29.08% above,"2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.99,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),39.57
"WIPRO.NS, Short, 2026-02-27 (Price: 200.96)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 80 years, 7","Quarterly, is CONFIRMED on 2026-02-27",No Cancellation Possible,"2026-02-27 (Price: 200.96), 0.0% below",0 days,Upmove Break Below,78.6% (Price: 207.8004),3.29% below,"2023-06-30 (Price: 176.0), 2025-03-31 (Price: 324.6)",29.71%/7.32%/15.86%,"11.67%, 29.71%",1.3 year/3 months/5.6 months,2028-01-05/2026-07-07/2026-10-28,7.99%,5.5%,2.49%,0.99,0.56,248.3263/169.0877/111.8/187.6063/184.3156/808.9058/No EMA 200 Target,No support/187.6063/184.3156/No support/No support/No support/No support,100.0%/3/5.5 months (Across ALL Assets),50.0%/10/3.9 months (Across ALL Assets),264.5
"AMD, Short, 2026-02-19 (Price: 203.37)",2026-02-23 (Price: 196.6),"3.33%, 4 days","85.0%, Past 5 years, 40","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-27 (Price: 200.21), 1.55% below",8 days,Upmove Break Below,38.2% (Price: 219.8437),8.93% below,"2026-01-23 (Price: 256.25), 2026-02-05 (Price: 204.04)",8.59%/0.06%/4.31%,"24.21%, 11.06%",1.8 month/1 day/8 days,2026-05-08/2026-02-20/2026-03-02,20.24%,5.1%,15.14%,0.39,0.6,202.5565/194.6048/172.04/72.05/187.3421/170.075/186.58,No support/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/No EMA 200 Support,57.14%/7/12 days (Across ALL Assets),33.33%/6/4 days (Across ALL Assets),200.11
"SFTBY, Short, 2025-12-31 (Price: 14.175)",2026-02-27 (Price: 13.04),"8.01%, 1.9 month","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-02-27 (Price: 13.04), 8.01% below",1.9 month,Upmove Break Below,50.0% (Price: 13.3475),2.3% below,"2022-06-30 (Price: 4.195), 2025-12-31 (Price: 22.5)",18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14 (Max),12.53%,5.4%,7.13%,1.47,0.38,12.7362/11.7071/3.19/4.205/14.0995/12.0968/13.02,No support/4.205/14.0995/12.0968/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/3/5.5 months (Across ALL Assets),50.0%/10/3.9 months (Across ALL Assets),15.6175
"KWEB, Short, 2025-12-31 (Price: 34.05)",2026-02-27 (Price: 31.06),"8.78%, 1.9 month","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-02-27 (Price: 31.06), 8.78% below",1.9 month,Upmove Break Below,38.2% (Price: 35.4633),12.42% below,"2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3.1 months/1 month/1.6 month,2026-05-14/2026-02-12/2026-03-10,5.83%,5.4%,0.43%,0.25,0.12,31.1762/31.6222/21.64/24.5062/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No support,66.67%/9/1.3 month (Across ALL Assets),50.0%/18/1.5 month (Across ALL Assets),37.73
"C6L.SI, Short, 2025-12-31 (Price: 6.4)",2026-02-27 (Price: 7.18),"-12.19%, 1.9 month","92.86%, Past 40 years, 14","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-02-27 (Price: 7.18), 12.19% above",1.9 month,Upmove Break Below,78.6% (Price: 7.5813),5.29% below,"2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",13.97%/3.18%/6.42%,"3.38%, 13.97%",3.1 months/1 month/1.7 month,2026-05-14/2026-02-12/2026-03-14,8.07%,5.5%,2.57%,1.46,-0.19,5.9699/5.9891/6.38/4.7975/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/4.7975/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No support,66.67%/9/1.3 month (Across ALL Assets),50.0%/18/1.5 month (Across ALL Assets),6.49
"META, Short, 2025-11-30 (Price: 647.95)",2026-01-31 (Price: 716.5),"-10.58%, 2.1 months","100.0%, Past 13 years, 4","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-02-27 (Price: 648.18), 0.04% above",3 months,Upmove Break Below,23.66% (Price: 628.6993),3.1% above,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,2026-04-13/2026-01-09/2026-02-11,10.6%,5.4%,5.2%,0.76,0.8,559.6344/554.6452/223.05/280.19/556.264/2054.9119/No EMA 200 Target,No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,66.67%/9/1.3 month (Across ALL Assets),50.0%/18/1.5 month (Across ALL Assets),656.0
"C6L.SI, Short, 2023-09-30 (Price: 6.46)",2026-02-27 (Price: 7.18),"-11.15%, 2.4 years","100.0%, Past 40 years, 5","Quarterly, was CONFIRMED on 2023-09-30",Already confirmed,"2026-02-27 (Price: 7.18), 11.15% above",2.4 years,Upmove Break Below,23.66% (Price: 6.9025),4.02% above,"2020-09-30 (Price: 3.2), 2023-06-30 (Price: 8.05)",7.99%/3.27%/4.85%,"0.0%, 7.99%",3.1 months/3.1 months/3.1 months,2024-02-11 (Max),5.88%,5.5%,0.38%,0.82,-0.16,6.0517/6.1467/3.55/3.99/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/3.99/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No support,100.0%/3/5.5 months (Across ALL Assets),50.0%/10/3.9 months (Across ALL Assets),7.14
