Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-01-13 (Price: 33.2)",Daily,No Exit Yet,No Price Target,2026-01-14 (Min),3.49%/6.51%,"-2.08%, 2 days","2026-01-15 (Price: 32.51), 2.08% below",36.2046 (Historic Rise or Fall to Pivot)/34.6276 (Avg % Gain of Historic Winning trades)/35.42 (Exit Rule)/39.3812 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/36.22 (EMA 200)/37.7119 (Backtested Max)/33.6449 (Backtested Min),2026-04-27 (Max)/2026-02-12 (Avg),33.1/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 14",No Information,No Information,No Information,No Information,No Information,No Information,13.59%/1.34%/4.3%,"0%, 9.88%",2.4 months/1 day/21 days,20.91%,2.11%,18.8%,1.43,0.09,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-14 (Price: 125.8)",Weekly,2026-01-15 (Price: 130.71) (Today),No Price Target,No Date Target,2.58%/3.22%,"3.9%, 1.1 month","2026-01-15 (Price: 130.71), 3.9% above",134.9205 (Historic Rise or Fall to Pivot)/134.0776 (Avg % Gain of Historic Winning trades)/141.61 (Exit Rule)/152.0396 (F-Stack 2)/141.2986 (Backtested Max),2028-07-09 (Max)/2026-01-23 (Min)/2026-07-06 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/100.5,"90.0%, Past 10 years, 30",No Information,No Information,No Information,No Information,No Information,3.9% above/5.86% above/3.9% above,12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,7.49%,5.65%,1.84%,1.01,0.31,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-01-12 (Price: 55.68)",Daily,No Exit Yet,No Price Target,2026-01-17 (Min),4.51%/4.74%,"4.31%, 3 days","2026-01-15 (Price: 58.08), 4.31% above",60.8304 (Historic Rise or Fall to Pivot)/71.16 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/60.7023 (Backtested Max),2026-05-31 (Max)/2026-01-17 (Min)/2026-02-20 (Avg),53.29/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/51.09,"100.0%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,5.24% above/4.31% above/4.31% above,9.02%/0.81%/3.05%,"0%, 8.72%",3.2 months/4 days/27 days,13.01%,4.6%,8.41%,1.21,0.22,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"IBIT, Long, 2026-01-02 (Price: 50.94)",Daily,2026-01-14 (Price: 55.44),No Price Target,No Date Target,1.89%/2.05%,"6.01%, 13 days","2026-01-15 (Price: 54.0), 6.01% above",55.02 (Exit Rule)/70.855 (Horizontal)/74.3812 (F-Stack 1)/88.2877 (F-Stack 2)/58.99 (EMA 200)/55.1069 (Backtested Max),2026-02-27 (Max)/2026-01-23 (Min)/2026-02-13 (Avg),No Recent Minima/41.99/45.1961/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 2 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,8.18%/7.68%/7.94%,"13.32%, 14.42%",1.3 month/15 days/29 days,22.32%,27.39%,-5.07%,0.36,1.11,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-12-18 (Price: 43.41)",Daily,2026-01-14 (Price: 48.03),47.7163 (Avg % Gain of Historic Winning trades)/47.93 (Exit Rule),No Date Target,1.42%/8.58%,"9.28%, 28 days","2026-01-15 (Price: 47.44), 9.28% above",51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/48.1113 (Backtested Max),2027-01-30 (Max)/2026-02-03 (Min)/2026-06-18 (Avg),43.0/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 12",No Information,No Information,No Information,"78.6% (Price: 43.2814), 9.61% above, Upmove Bounce Back","2025-10-21 (Price: 41.67), 2025-11-20 (Price: 49.2)",No Information,10.83%/7.23%/9.92%,"-0.0%, 17.04%",9.4 months/1.1 month/4.2 months,20.54%,16.68%,3.86%,1.1,0.86,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
OSCILLATOR DELTA,"EFN.TO, Long, 2026-01-15 (Price: 35.11)",Daily,No Exit Yet,No Price Target,2026-01-17 (Min),5.03%/6.28%,"0.0%, 0 days","2026-01-15 (Price: 35.11), 0.0% below",37.3149 (Historic Rise or Fall to Pivot)/37.9504 (Avg % Gain of Historic Winning trades)/44.59 (Exit Rule)/48.884 (F-Stack 1)/73.5584 (F-Stack 2)/40.2536 (Backtested Max)/36.876 (Backtested Min),2026-07-07 (Max)/2026-01-17 (Min)/2026-03-16 (Avg),No Recent Minima/12.67/33.6344/24.2096/No support/33.1947/34.79,"70.59%, Past 6 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,14.65%/5.03%/8.09%,"11.05%, 13.79%",4 months/2 days/1.4 month,8.48%,15.16%,-6.68%,0.24,0.8,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-01-06 (Price: 11.73)",Daily,No Exit Yet,No Price Target,2026-01-14 (Min),5.76%/8.63%,"-4.6%, 9 days","2026-01-15 (Price: 11.19), 4.6% below",12.3177 (Historic Rise or Fall to Pivot)/12.1558 (Avg % Gain of Historic Winning trades)/12.25 (Exit Rule)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/12.842 (Backtested Max)/11.8344 (Backtested Min),2026-05-25 (Max)/2026-02-11 (Avg),10.7/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.42,"96.0%, Past 4 years, 25",No Information,No Information,No Information,No Information,No Information,0.99% above/4.6% below/4.6% below,9.48%/0.89%/3.63%,"10.91%, 28.9%",3.2 months/6 days/25 days,16.02%,10.32%,5.7%,0.78,0.55,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-11-24 (Price: 9.72)",Daily,No Exit Yet,No Price Target,2026-01-15 (Avg),6.55%/6.73%,"-4.73%, 1.7 month","2026-01-15 (Price: 9.26), 4.73% below",9.8833 (Historic Rise or Fall to Pivot)/10.031 (Avg % Gain of Historic Winning trades)/10.69 (Exit Rule)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.4548 (Backtested Max)/9.8668 (Backtested Min),2026-05-03 (Max),9.3/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.13,"88.89%, Past 4 years, 27",No Information,No Information,No Information,No Information,No Information,3.54% below/4.73% below/4.73% below,7.56%/1.51%/3.2%,"7.04%, 16.17%",3.7 months/7 days/1.2 month,-0.65%,3.46%,-4.11%,0.55,0.15,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-14 (Price: 67.4)",Weekly,2026-01-15 (Price: 68.5) (Today),No Price Target,No Date Target,2.42%/4.16%,"1.63%, 1.1 month","2026-01-15 (Price: 68.5), 1.63% above",72.5831 (Historic Rise or Fall to Pivot)/71.3496 (Avg % Gain of Historic Winning trades)/70.16 (Exit Rule)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/76.5192 (Backtested Max),2027-08-31 (Max)/2026-01-23 (Min)/2026-06-23 (Avg),58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.86,"90.91%, Past 10 years, 22",No Information,No Information,No Information,No Information,No Information,1.63% above/1.86% above/1.63% above,13.53%/1.78%/5.86%,"5.83%, 27.74%",1.2 year/28 days/4.4 months,9.15%,10.41%,-1.26%,1.17,0.61,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-11-24 (Price: 175.83)",Daily,No Exit Yet,No Price Target,2026-01-15 (Avg),9.57%/11.02%,"-5.1%, 1.7 month","2026-01-15 (Price: 166.87), 5.1% below",187.2589 (Historic Rise or Fall to Pivot)/185.2545 (Avg % Gain of Historic Winning trades)/192.91 (Exit Rule)/209.885 (Horizontal)/227.7644 (F-Stack 1)/245.4058 (F-Stack 2)/182.84 (EMA 200)/194.5207 (Backtested Max),2026-04-16 (Max),170.26/126.33/151.1683/123.9058/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.19%, Past 4 years, 27",No Information,No Information,No Information,No Information,No Information,5.35% below/5.1% below/5.1% below,10.63%/1.1%/5.36%,"12.05%, 47.61%",3.3 months/7 days/1.2 month,5.65%,6.41%,-0.76%,0.33,0.34,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-11-16 (Price: 12.25)",Weekly,No Exit Yet,No Price Target,2026-01-15 (Avg),3.58%/5.67%,"-0.57%, 2 months","2026-01-15 (Price: 12.18), 0.57% below",13.5301 (Historic Rise or Fall to Pivot)/13.0499 (Avg % Gain of Historic Winning trades)/12.87 (Exit Rule)/13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/13.5595 (Backtested Max)/12.6163 (Backtested Min),2026-02-06 (Max),10.66/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.45,"90.91%, Past 10 years, 11",No Information,No Information,No Information,No Information,No Information,2.7% above/0.57% below/0.57% below,10.69%/2.99%/6.53%,"8.88%, 47.61%",1.9 month/28 days/1.4 month,-0.02%,11.46%,-11.48%,0.54,0.63,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2024-09-30 (Price: 49.42)",Monthly,No Exit Yet,No Price Target,2026-01-16 (Avg),10.52%/10.88%,"-7.67%, 1.3 year","2026-01-15 (Price: 45.6301), 7.67% below",50.4282 (Historic Rise or Fall to Pivot)/54.0259 (Avg % Gain of Historic Winning trades)/51.05 (Exit Rule)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/58.7505 (Backtested Max)/50.5962 (Backtested Min),2026-11-21 (Max)/2026-01-16 (Avg),41.64/43.9425/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.44,"100.0%, Past 20 years, 5",No Information,No Information,No Information,No Information,No Information,7.35% below/8.17% below/7.67% below,18.88%/2.38%/9.32%,"-0.0%, 22.82%",1.5 year/6.1 months/10.9 months,6.19%,2.38%,3.81%,0.88,0.04,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-30 (Price: 647.95)",Monthly,2026-01-15 (Price: 620.8) (Today),No Price Target,No Date Target,-64.07%/-54.87%,"4.19%, 1.5 month","2026-01-15 (Price: 620.8), 4.19% below",559.6344 (Historic Rise or Fall to Pivot)/554.6452 (Avg % Gain of Historic Winning trades)/223.05 (Exit Rule)/280.19 (Horizontal)/556.264 (F-Stack 1),2026-04-13 (Max)/2026-02-11 (Avg),No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,"100.0%, Past 13 years, 4",No Information,No Information,No Information,"23.66% (Price: 628.6993), 1.26% below, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,10.6%,5.4%,5.2%,0.76,0.8,83.33%/6/1.2 month (Across ALL Assets),50.0%/14/1.7 month (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",Quarterly,2026-01-15 (Price: 88.05) (Today),No Price Target,No Date Target,-73.82%/-60.4%,"6.09%, 15 days","2026-01-15 (Price: 88.05), 6.09% below",66.1196 (Avg % Gain of Historic Winning trades)/23.05 (Exit Rule)/34.8663 (Horizontal)/86.4764 (F-Stack 1)/77.567 (F-Stack 2),2026-05-14 (Max)/2026-05-10 (Min)/2026-05-10 (Min),No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,"100.0%, Past 23 years, 6",No Information,No Information,No Information,"23.66% (Price: 106.2331), 17.12% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,11.77%,5.5%,6.27%,1.3,0.88,100.0%/2/7.6 months (Across ALL Assets),63.64%/11/4.1 months (Across ALL Assets)
