Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"RHHBY, Long, 2025-10-12 (Price: 45.66)",2025-12-21 (Price: 51.2),"12.13%, 2.3 months","87.5%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-10-10",Already confirmed,"2025-12-24 (Price: 52.43), 14.83% above",2.4 months,No Information,No Information,No Information,No Information,No Information,15.74% above/15.69% above/14.83% above,18.53%/3.11%/9.28%,"21.59%, 44.18%",1.2 year/1.2 month/4.5 months,2027-06-29/2025-12-03/2026-04-25,3.03%,4.77%,-1.74%,0.42,0.23,47.3996/49.8972/50.49/52.46/58.6089/65.2057/No EMA 200 Target,38.23/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/40.19,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-09-28 (Price: 52.21)",2025-12-24 (Price: 56.25) (Today),"7.74%, 2.9 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-12-24 (Price: 56.25), 7.74% above",2.9 months,No Information,No Information,No Information,No Information,No Information,11.21% above/8.49% above/7.74% above,16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-28/2025-11-19/2026-02-14,6.48%,6.95%,-0.47%,0.61,0.35,54.7317/56.2249/55.62/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.08,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2025-09-21 (Price: 24626.25)",2025-12-24 (Price: 25656.1465) (Today),"4.18%, 3.1 months","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-24 (Price: 25656.1465), 4.18% above",3.1 months,No Information,No Information,No Information,No Information,No Information,6.49% above/4.18% above/4.18% above,3.95%/1.69%/2.62%,"-0.0%, 35.49%",4.4 months/1.2 month/2.9 months,2026-03-31/2025-11-12/2026-01-25,3.75%,13.42%,-9.67%,0.85,0.8,26561.8733/25271.4578/27592.28/No Horizontal Resistance/25025.4383/33965.62/No EMA 200 Target,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/21525.56,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-09-21 (Price: 52.25)",2025-12-24 (Price: 56.25) (Today),"7.66%, 3.1 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-24 (Price: 56.25), 7.66% above",3.1 months,No Information,No Information,No Information,No Information,No Information,11.21% above/9.44% above/7.66% above,16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-21/2025-11-12/2026-02-07,6.48%,6.95%,-0.47%,0.61,0.35,54.7737/56.268/56.53/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.96,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"SBUX, Long, 2025-09-02 (Price: 89.78)",2025-12-24 (Price: 84.57) (Today),"-5.8%, 3.8 months","91.67%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-12-24 (Price: 84.57), 5.8% below",3.8 months,No Information,No Information,No Information,No Information,No Information,5.8% below/5.8% below/5.8% below,8.06%/2.15%/4.6%,"1.89%, 25.49%",3.2 months/6 days/1.2 month,2026-01-19/2025-09-10/2025-10-24,10.39%,-0.2%,10.59%,0.88,0.03,92.4824/93.9099/94.81/117.438/142.4098/150.3462/94.55,85.81/71.675/89.1063/76.529/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"SFTBY, Long, 2025-07-31 (Price: 38.15)",2025-12-24 (Price: 55.93) (Today),"46.61%, 4.9 months","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-24 (Price: 55.93), 46.61% above",4.9 months,No Information,No Information,No Information,No Information,No Information,53.53% above/49.15% above/46.61% above,36.66%/36.66%/36.66%,"-0.0%, 64.04%",1 year/1 year/1 year,2027-01-03/2027-01-03/2027-01-03,12.92%,8.11%,4.81%,0.88,0.41,36.8529/52.1358/42.72/No Horizontal Resistance/48.3837/56.3971/No EMA 200 Target,25.22/16.82/32.5245/28.6536/No F-Track Level/No F-Track Level/29.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-07-31 (Price: 47.27)",2025-12-24 (Price: 56.25) (Today),"19.0%, 4.9 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-24 (Price: 56.25), 19.0% above",4.9 months,No Information,No Information,No Information,No Information,No Information,27.46% above/17.29% above/19.0% above,30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-06-08/2026-03-05/2026-08-26,4.68%,2.37%,2.31%,0.29,0.18,55.0601/55.8495/52.62/48.715/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.14,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-24 (Price: 54.42) (Today),"12.07%, 4.9 months","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-24 (Price: 54.42), 12.07% above",4.9 months,No Information,No Information,No Information,No Information,No Information,19.55% above/12.07% above/12.07% above,23.15%/1.8%/11.72%,"17.13%, 38.01%",1.6 year/4 months/9.6 months,2027-11-12/2026-01-20/2026-09-21,1.85%,4.85%,-3.0%,0.23,0.23,56.1111/54.2512/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-12-24 (Price: 74.83) (Today),"43.11%, 4.9 months","95.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-24 (Price: 74.83), 43.11% above",4.9 months,No Information,No Information,No Information,No Information,No Information,67.74% above/53.91% above/43.11% above,69.93%/3.87%/34.79%,"37.81%, 54.03%",11.2 months/5 months/6 months,2026-11-29/2026-03-05/2026-04-17,16.29%,14.03%,2.26%,1.02,0.66,103.4139/70.4817/64.4/No Horizontal Resistance/50.7492/58.5532/No EMA 200 Target,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level/41.26,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-24 (Price: 80.64) (Today),"-0.01%, 5.9 months","80.0%, Past 18 years, 5","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-24 (Price: 80.64), 0.01% below",5.9 months,No Information,No Information,No Information,"38.2% (Price: 76.5615), 5.33% above, Upmove Bounce Back","2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",No Information,2.15%/2.15%/2.15%,"3.95%, 5.88%",1.7 year/1.7 year/1.7 year,2027-12-03/2027-12-03/2027-12-03,3.9%,-0.99%,4.89%,-0.17,-0.53,79.4967/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/79.92,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-02-28 (Price: 46.1)",2025-12-24 (Price: 56.25) (Today),"22.02%, 10 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-24 (Price: 56.25), 22.02% above",10 months,No Information,No Information,No Information,No Information,No Information,27.99% above/22.02% above/22.02% above,30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-01-06/2025-10-03/2026-03-26,4.68%,2.37%,2.31%,0.29,0.18,53.6973/54.4672/56.66/48.96/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/22.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/42.38,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-12-24 (Price: 10.52) (Today),"19.0%, 10 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-24 (Price: 10.52), 19.0% above",10 months,No Information,No Information,No Information,No Information,No Information,63.35% above/19.0% above/19.0% above,102.13%/45.63%/81.61%,"-0.0%, 48.4%",2.1 years/10.1 months/1.6 year,2028-02-28/2026-05-12/2027-06-12,19.84%,13.35%,6.49%,1.36,0.6,12.1833/16.0543/13.32/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level/6.78,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"RHHBY, Long, 2025-02-28 (Price: 41.74)",2025-12-24 (Price: 52.43) (Today),"25.61%, 10 months","85.71%, Past 24 years, 7","Monthly, was CONFIRMED on 2025-02-28",Already confirmed,"2025-12-24 (Price: 52.43), 25.61% above",10 months,No Information,No Information,No Information,"61.8% (Price: 34.2539), 53.06% above, Upmove Bounce Back","2024-05-31 (Price: 29.2), 2024-08-31 (Price: 42.43)",No Information,29.63%/5.85%/20.48%,"5.23%, 30.29%",6 years/1 year/3.2 years,2033-09-22/2026-08-03/2029-09-23,5.03%,5.2%,-0.17%,0.93,0.26,46.0559/50.2884/49.68/52.46/58.6089/65.2057/42.09,29.82/34.4/41.5794/31.0544/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
TRENDPULSE,"IHI, Long, 2025-02-02 (Price: 63.81)",2025-12-24 (Price: 62.73) (Today),"-1.69%, 10.8 months","100.0%, Past 10 years, 34","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-24 (Price: 62.73), 1.69% below",10.8 months,No Information,No Information,No Information,No Information,No Information,1.44% above/1.69% below/1.69% below,8.09%/1.52%/4.37%,"-0.0%, 28.87%",10.7 months/28 days/4 months,2026-05-12/2025-03-14/2025-07-25,10.39%,9.12%,1.27%,2.0,0.59,68.2512/66.5985/67.75/66.92/68.9264/76.3906/No EMA 200 Target,58.81/46.8983/56.0899/46.1919/No F-Track Level/No F-Track Level/57.97,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-01-31 (Price: 57.37)",2025-12-24 (Price: 64.26) (Today),"12.01%, 10.9 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-24 (Price: 64.26), 12.01% above",10.9 months,No Information,No Information,No Information,No Information,No Information,20.5% above/18.85% above/12.01% above,11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-07-06/2025-09-05/2026-07-02,5.39%,1.99%,3.4%,0.77,-0.0,58.7354/62.0284/73.34/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.19,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-24 (Price: 13.1)",2025-12-21 (Price: 11.87),"-9.39%, 1.1 year","90.91%, Past 10 years, 11","Weekly, is CONFIRMED on 2024-11-22",Already confirmed,"2025-12-24 (Price: 12.28), 6.26% below",1.1 year,No Information,No Information,No Information,No Information,No Information,2.15% below/6.26% below/6.26% below,10.69%/2.99%/6.53%,"8.88%, 47.61%",1.9 month/28 days/1.4 month,2025-02-14/2025-01-03/2025-01-23,-0.02%,11.46%,-11.48%,0.54,0.63,14.4689/13.9554/14.24/No Horizontal Resistance/19.8479/26.5969/No EMA 200 Target,9.4/9.246/11.0645/No support/No F-Track Level/No F-Track Level/11.11,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2024-10-13 (Price: 51.71)",2025-12-21 (Price: 43.99),"-14.93%, 1.2 year","95.45%, Past 10 years, 22","Weekly, is CONFIRMED on 2024-10-11",Already confirmed,"2025-12-24 (Price: 45.07), 12.84% below",1.2 year,No Information,No Information,No Information,No Information,No Information,6.53% below/12.84% below/12.84% below,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2025-03-14/2024-11-22/2024-12-30,2.78%,3.8%,-1.02%,0.61,0.23,52.7907/55.3711/51.74/No Horizontal Resistance/65.8353/68.6522/No EMA 200 Target,43.4/13.9251/48.4386/46.0303/No F-Track Level/No F-Track Level/48.05,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",2025-12-24 (Price: 9.41) (Today),"7.91%, 1.2 year","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-12-24 (Price: 9.41), 7.91% above",1.2 year,No Information,No Information,No Information,No Information,No Information,10.19% above/7.91% above/7.91% above,26.44%/7.23%/18.68%,"-0.0%, 15.86%",11.1 months/5.1 months/8.1 months,2026-01-25/2025-05-09/2025-09-16,14.78%,5.28%,9.5%,1.0,0.27,9.6243/10.3489/8.91/8.822/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2024-09-08 (Price: 37.4)",2025-12-24 (Price: 37.86) (Today),"1.23%, 1.3 year","100.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2024-09-06",Already confirmed,"2025-12-24 (Price: 37.86), 1.23% above",1.3 year,No Information,No Information,No Information,No Information,No Information,6.95% above/1.23% above/1.23% above,17.69%/6.92%/9.5%,"-0.0%, 27.7%",3.3 months/1.2 month/2.4 months,2025-01-29/2024-10-30/2024-12-21,12.27%,12.4%,-0.13%,1.68,0.68,43.7879/40.953/45.55/No Horizontal Resistance/40.9296/48.5677/No EMA 200 Target,23.8/22.675/30.9793/26.1935/No F-Track Level/No F-Track Level/27.55,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"IEI, Long, 2024-08-31 (Price: 118.72)",2025-12-24 (Price: 119.31) (Today),"0.5%, 1.3 year","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-12-24 (Price: 119.31), 0.5% above",1.3 year,No Information,No Information,No Information,No Information,No Information,1.39% above/0.5% above/0.5% above,1.93%/1.13%/1.45%,"15.13%, 15.6%",11.2 months/6.1 months/8.1 months,2025-12-30/2025-05-23/2025-08-17,1.43%,0.7%,0.73%,-0.36,-0.87,121.7355/120.4414/124.14/133.2183/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/112.768/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/115.83,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2024-07-31 (Price: 222.08)",2025-12-24 (Price: 273.81) (Today),"23.29%, 1.4 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-07-31",Already confirmed,"2025-12-24 (Price: 273.81), 23.29% above",1.4 year,No Information,No Information,No Information,No Information,No Information,30.0% above/23.29% above/23.29% above,49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-02-24/2025-03-09/2025-10-30,17.77%,21.49%,-3.72%,2.41,1.03,323.0598/270.2047/323.37/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/189.12,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2024-04-07 (Price: 55.16)",2025-12-21 (Price: 43.99),"-20.25%, 1.7 year","95.45%, Past 10 years, 22","Weekly, is CONFIRMED on 2024-04-05",Already confirmed,"2025-12-24 (Price: 45.07), 18.29% below",1.7 year,No Information,No Information,No Information,No Information,No Information,10.57% below/18.29% below/18.29% below,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2024-09-06/2024-05-17/2024-06-24,2.78%,3.8%,-1.02%,0.61,0.23,56.3128/59.0653/64.58/No Horizontal Resistance/65.8353/68.6522/No EMA 200 Target,40.81/13.9251/48.4386/46.0303/No F-Track Level/No F-Track Level/43.33,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2023-12-31 (Price: 134185.0)",2025-12-24 (Price: 160456.0),"19.58%, 2 years","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-12-23 (Price: 160456.0), 19.58% above",2 years,No Information,No Information,No Information,No Information,No Information,26.01% above/19.58% above/19.58% above,14.35%/2.63%/9.45%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2028-09-15/2024-12-16/2026-09-16,6.15%,6.78%,-0.63%,0.48,0.36,148462.284/146865.4825/161963.8/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,101882.0/90496.5/121313.6/110617.73/No F-Track Level/No F-Track Level/115493.12,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2022-12-31 (Price: 85.85)",2025-12-24 (Price: 125.67) (Today),"46.38%, 3 years","100.0%, Past 33 years, 7","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-12-24 (Price: 125.67), 46.38% above",3 years,No Information,No Information,No Information,No Information,No Information,103.71% above/47.4% above/46.38% above,48.53%/11.57%/42.07%,"-0.0%, 24.28%",3 years/1.5 year/2.3 years,2027-04-13/2025-02-20/2026-04-11,9.69%,12.1%,-2.41%,1.59,0.53,107.2181/121.9671/90.9/No Horizontal Resistance/123.4541/140.4376/No EMA 200 Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,88.89%/9/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
FRACTAL TRACK,"AAPL, Long, 2025-12-24 (Price: 273.81)",No Exit Yet,"0.0%, 0 days","100.0%, Past 45 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 169.21 prior to 2025-12-31,"2025-12-24 (Price: 273.81), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 169.2862), 61.74% above, Upmove Bounce Back","2016-06-30 (Price: 22.3675), 2024-12-31 (Price: 260.1)",No Information,37.72%/33.07%/35.65%,"-0.0%, 10.93%",1 year/9.1 months/10.6 months,2027-05-29/2027-01-23/2027-03-29,12.11%,12.37%,-0.26%,1.91,0.56,392.9447/371.4233/416.45/No Horizontal Resistance/297.1089/321.9834/No EMA 200 Target,23.9/136.57/248.4166/236.3611/260.3676/243.0054/230.56,93.33%/15/0 days (Across ALL Assets),77.78%/9/0 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-12-24 (Price: 36.4)",No Exit Yet,"0.0%, 0 days","88.89%, Past 25 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 33.78 prior to 2025-12-31,"2025-12-24 (Price: 36.4), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 34.562), 5.32% above, Upmove Bounce Back","2024-02-29 (Price: 26.08), 2025-07-31 (Price: 39.805)",No Information,26.63%/20.05%/23.77%,"32.26%, 39.31%",3.3 years/4.1 months/1.4 year,2030-09-09/2026-06-18/2027-12-22,8.78%,11.88%,-3.1%,0.83,0.59,42.2131/45.0523/44.63/39.3812/45.6752/50.9526/No EMA 200 Target,26.75/25.6925/29.7659/26.539/36.3743/34.266/36.05,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
FRACTAL TRACK,"TCS.NS, Long, 2025-12-24 (Price: 3319.0)",No Exit Yet,"0.0%, 0 days","87.5%, Past 21 years, 8","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 2866.6001 prior to 2025-12-31,"2025-12-24 (Price: 3319.0), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 2809.1), 18.15% above, Upmove Bounce Back","2016-11-30 (Price: 1025.95), 2024-08-31 (Price: 4592.25)",No Information,26.36%/7.31%/19.71%,"10.18%, 12.85%",1.3 year/3 months/8.3 months,2027-11-01/2026-05-03/2026-12-19,7.28%,13.73%,-6.45%,0.82,0.62,3455.079/3973.1749/5458.78/4543.575/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,2888.4/2923.4601/No F-Stack Support/No F-Stack Support/3282.6562/3116.0412/3250.86,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
FRACTAL TRACK,"TCEHY, Long, 2025-12-24 (Price: 77.65)",No Exit Yet,"0.0%, 0 days","92.31%, Past 18 years, 13","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 74.58 prior to 2025-12-26,"2025-12-24 (Price: 77.65), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 74.7427), 3.89% above, Upmove Bounce Back","2024-02-25 (Price: 33.0), 2025-10-12 (Price: 87.68)",No Information,19.21%/15.1%/17.52%,"9.2%, 60.01%",4 years/21 days/10.7 months,2031-09-09/2026-01-23/2027-04-02,12.94%,13.58%,-0.64%,1.45,0.67,86.1371/91.2543/110.46/No Horizontal Resistance/99.3611/116.6601/No EMA 200 Target,57.4/36.36/74.5211/58.6593/70.4937/68.5057/72.21,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-24 (Price: 37.86)",No Exit Yet,"0.0%, 0 days","85.71%, Past 24 years, 7","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 34.75 prior to 2025-12-31,"2025-12-24 (Price: 37.86), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 34.9549), 8.31% above, Upmove Bounce Back","2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",No Information,22.73%/20.64%/21.31%,"10.15%, 45.89%",6.4 years/4 months/3.3 years,2035-02-12/2026-06-15/2030-09-09,4.68%,9.29%,-4.61%,0.75,0.49,47.1887/45.928/49.39/39.1438/40.9296/48.5677/No EMA 200 Target,33.54/22.5167/30.9793/26.1935/35.1507/31.8879/36.34,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
FRACTAL TRACK,"GNE.NZ, Long, 2025-12-24 (Price: 2.4)",No Exit Yet,"0.0%, 0 days","77.78%, Past 11 years, 9","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 2.35 prior to 2025-12-26,"2025-12-24 (Price: 2.4), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 2.3652), 1.47% above, Upmove Bounce Back","2024-06-09 (Price: 2.05), 2025-10-19 (Price: 2.56)",No Information,18.96%/17.54%/18.08%,"3.54%, 29.05%",1.2 year/3.3 months/9.6 months,2027-09-10/2026-05-16/2027-02-14,8.62%,2.18%,6.44%,0.59,0.05,2.4466/2.8339/2.71/3.575/4.6908/5.9676/No EMA 200 Target,2.36/2.0733/No F-Stack Support/No F-Stack Support/No support/No support/2.34,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-12-24 (Price: 12.28)",No Exit Yet,"0.0%, 0 days","100.0%, Past 14 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 10.5 prior to 2025-12-31,"2025-12-24 (Price: 12.28), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 10.74), 14.34% above, Upmove Bounce Back","2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",No Information,48.88%/41.01%/44.94%,"-0.0%, 38.76%",1.3 year/1 year/1.1 year,2027-11-01/2027-05-29/2027-07-20,11.55%,11.73%,-0.18%,0.86,0.59,12.6066/17.7986/15.52/13.345/16.7981/18.5763/No EMA 200 Target,8.8/9.1367/11.1928/8.9354/12.1624/11.3772/11.41,93.33%/15/0 days (Across ALL Assets),77.78%/9/0 days (Across ALL Assets)
FRACTAL TRACK,"ATM.NZ, Long, 2025-12-24 (Price: 10.52)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 11","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 9.92 prior to 2025-12-26,"2025-12-24 (Price: 10.52), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 9.6935), 8.53% above, Upmove Bounce Back","2024-11-17 (Price: 5.22), 2025-11-09 (Price: 11.08)",No Information,28.57%/15.19%/20.26%,"-0.0%, 35.59%",1.4 year/7 days/4.4 months,2027-12-22/2026-01-03/2026-07-03,12.78%,17.84%,-5.06%,2.5,0.78,11.713/12.6514/14.04/10.965/21.0083/25.9428/No EMA 200 Target,10.16/5.2267/8.0863/5.0358/No support/No support/9.47,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
