"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"-4.93%, 10 days","90.0%, Past 30 years, 30","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 1006.98), 4.93% below",10 days,Upmove Bounce Back,38.2% (Price: 692.3064),45.45% above,"2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",569.94%/9.57%/122.25%,"6.56%, 50.14%",2240 days/173 days/587 days,2034-09-18/2026-07-08/2028-02-28,10.68%,20.11%,-9.43%,0.34,0.62,1116.6403/2354.1387/1715.43/No Horizontal Resistance/1091.1724/1155.2236,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level,980.23/791.6,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SJ.TO, Long, 2025-10-31 (Price: 79.61)",No Exit Yet,"6.61%, 10 days","100.0%, Past 31 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 84.87), 6.61% above",10 days,Upmove Bounce Back,23.66% (Price: 74.8871),13.33% above,"1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",7355.0%/9.52%/1157.17%,"-0.0%, 70.23%",3717 days/153 days/1242 days,2040-07-27/2026-06-09/2030-10-03,13.79%,17.66%,-3.88%,0.26,0.62,88.7492/1000.833/138.22/84.3925/95.0177/123.2166,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,80.19/75.0,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SLV, Long, 2025-10-29 (Price: 43.23)",2025-11-12 (Price: 48.32),"11.77%, 10 days","96.15%, Past 5 years, 26","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-11-14 (Price: 45.96), 6.32% above",12 days,Upmove Bounce Back,23.66% (Price: 41.9462),9.57% above,"2023-03-09 (Price: 18.38), 2025-10-16 (Price: 49.25)",53.49%/6.61%/24.46%,"7.24%, 37.46%",1125 days/18 days/381 days,2030-04-15/2025-11-24/2027-05-03,7.81%,14.3%,-6.49%,0.64,0.53,44.3064/53.8041/61.75/No Horizontal Resistance/48.7992/54.635,42.4/18.99/41.7135/37.8198/No F-Track Level/No F-Track Level,42.99/34.47,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"GS, Long, 2025-10-16 (Price: 758.09)",2025-11-12 (Price: 838.97),"10.67%, 19 days","96.88%, Past 5 years, 32","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-11-14 (Price: 790.91), 4.33% above",21 days,Upmove Bounce Back,23.66% (Price: 733.9532),7.76% above,"2025-04-07 (Price: 439.38), 2025-09-23 (Price: 825.25)",117.52%/0.35%/18.56%,"0.74%, 33.99%",734 days/27 days/190 days,2028-09-13/2025-11-24/2026-07-18,11.99%,31.13%,-19.14%,0.39,1.18,771.584/898.7915/989.61/No Horizontal Resistance/858.2074/1261.1009,730.56/288.555/594.2082/521.2487/No F-Track Level/No F-Track Level,784.94/668.74,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"DBC, Long, 2025-10-16 (Price: 22.14)",2025-11-14 (Price: 22.97) (Today),"3.75%, 21 days","100.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-11-14 (Price: 22.97), 3.75% above",21 days,Upmove Bounce Back,38.2% (Price: 22.4428),2.35% above,"2025-08-19 (Price: 21.59), 2025-09-26 (Price: 22.97)",29.66%/0.04%/14.35%,"-0.0%, 9.05%",60 days/22 days/46 days,2026-01-10/2025-11-16/2025-12-21,93.76%,11.54%,82.22%,0.27,0.5,22.2263/25.3171/22.97/28.58/60.6441/65.878,22.07/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,22.58/22.05,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"INDY, Long, 2025-09-30 (Price: 50.9)",No Exit Yet,"5.15%, 33 days","100.0%, Past 15 years, 9","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-14 (Price: 53.52), 5.15% above",33 days,Upmove Bounce Back,61.8% (Price: 46.2502),15.72% above,"2023-03-31 (Price: 39.42), 2024-09-30 (Price: 57.3)",17.71%/17.71%/17.71%,"-0.0%, 33.58%",1109 days/1109 days/1109 days,2030-02-22/2030-02-22/2030-02-22,3.82%,4.66%,-0.84%,0.35,0.11,52.0402/59.9144/61.63/54.495/60.9145/68.1277,25.65/40.73/48.7816/37.969/No F-Track Level/No F-Track Level,52.41/51.8,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"BPCL.NS, Long, 2025-09-30 (Price: 339.65)",No Exit Yet,"9.27%, 33 days","100.0%, Past 29 years, 13","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-14 (Price: 371.15), 9.27% above",33 days,Upmove Bounce Back,61.8% (Price: 232.6394),59.54% above,"2022-12-31 (Price: 144.025), 2024-09-30 (Price: 376.0)",85.44%/69.81%/77.62%,"-0.0%, 57.26%",717 days/717 days/717 days,2028-08-03/2028-08-03/2028-08-03,18.13%,11.88%,6.26%,0.4,0.4,340.2274/603.2863/478.83/343.7375/372.4081/393.108,152.4/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level,340.26/310.9,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"INDA, Long, 2025-09-30 (Price: 52.06)",No Exit Yet,"4.92%, 33 days","100.0%, Past 13 years, 8","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-14 (Price: 54.62), 4.92% above",33 days,Upmove Bounce Back,50% (Price: 48.63),12.32% above,"2023-03-31 (Price: 37.77), 2024-09-30 (Price: 59.49)",47.48%/16.24%/26.54%,"-0.0%, 31.7%",1631 days/521 days/880 days,2032-03-19/2027-10-24/2029-03-27,5.38%,5.74%,-0.36%,0.77,0.17,55.168/65.8767/65.09/55.3633/66.8401/79.771,39.36/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level,53.59/52.8,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ATD.TO, Long, 2025-09-30 (Price: 74.25)",No Exit Yet,"-5.32%, 33 days","100.0%, Past 37 years, 7","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-14 (Price: 70.3), 5.32% below",33 days,Upmove Bounce Back,23.66% (Price: 67.0289),4.88% above,"2008-09-30 (Price: 1.72), 2024-03-31 (Price: 87.27)",134.64%/29.11%/81.88%,"-0.0%, 42.24%",1566 days/1174 days/1370 days,2031-12-16/2030-05-27/2031-03-07,9.45%,22.45%,-13.0%,0.44,0.71,72.2601/135.0459/125.58/85.51/85.3936/96.14,67.69/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level,72.71/71.53,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"GILD, Long, 2025-09-18 (Price: 113.62)",2025-11-13 (Price: 125.2),"10.19%, 40 days","100.0%, Past 5 years, 28","Daily, was CONFIRMED on 2025-09-18",Already confirmed,"2025-11-14 (Price: 125.02), 10.03% above",41 days,Upmove Bounce Back,23.66% (Price: 107.6908),16.09% above,"2024-05-31 (Price: 62.07), 2025-08-12 (Price: 121.83)",29.99%/0.5%/11.55%,"-0.0%, 27.82%",471 days/7 days/193 days,2027-08-01/2025-09-28/2026-06-24,10.34%,14.55%,-4.21%,0.57,0.58,116.3355/126.7431/149.48/120.895/121.083/140.4376,110.86/56.9733/104.5806/96.4152/No F-Track Level/No F-Track Level,117.44/111.26,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"CSCO, Long, 2025-09-10 (Price: 68.13)",2025-11-13 (Price: 77.38),"13.58%, 46 days","96.97%, Past 5 years, 33","Daily, was CONFIRMED on 2025-09-10",Already confirmed,"2025-11-14 (Price: 78.0), 14.49% above",47 days,Upmove Bounce Back,23.66% (Price: 67.7139),15.19% above,"2025-04-07 (Price: 52.11), 2025-08-11 (Price: 72.55)",47.1%/0.02%/12.88%,"1.05%, 38.6%",900 days/41 days/356 days,2029-04-05/2025-11-08/2027-02-07,5.38%,14.53%,-9.15%,0.54,0.59,68.5933/76.9051/80.39/No Horizontal Resistance/78.7458/109.6316,66.88/40.92/52.6706/48.463/No F-Track Level/No F-Track Level,69.87/65.37,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"SOXX, Long, 2025-06-30 (Price: 238.7)",2025-10-31 (Price: 306.55),"28.42%, 89 days","100.0%, Past 24 years, 20","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-14 (Price: 288.52), 20.87% above",99 days,Upmove Bounce Back,50% (Price: 145.7634),97.94% above,"2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",232.86%/6.72%/83.33%,"-0.0%, 59.88%",2847 days/239 days/969 days,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,282.18/233.04,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BNS.TO, Long, 2025-03-31 (Price: 68.23)",2025-09-30 (Price: 89.99),"31.89%, 131 days","76.92%, Past 193 years, 13","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-14 (Price: 94.65), 38.72% above",164 days,Upmove Bounce Back,50% (Price: 59.495),59.09% above,"2009-03-31 (Price: 23.99), 2022-03-31 (Price: 95.0)",22.24%/20.38%/21.31%,"40.36%, 41.59%",1565 days/781 days/1173 days,2031-06-14/2028-05-05/2029-11-23,-0.14%,8.7%,-8.85%,-0.02,0.32,75.0735/82.7698/110.84/80.85/92.969/100.7509,60.88/54.1533/61.3348/42.6815/No F-Track Level/No F-Track Level,90.51/77.31,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"GBPSGD=X, Long, 2025-03-31 (Price: 1.7372)",2025-10-31 (Price: 1.7102),"-1.55%, 154 days","75.0%, Past 55 years, 8","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-14 (Price: 1.7111), 1.5% below",164 days,Upmove Bounce Back,23.66% (Price: 1.6865),1.46% above,"2022-09-30 (Price: 1.4895), 2024-07-31 (Price: 1.7475)",5.36%/5.36%/5.36%,"4.45%, 10.09%",782 days/782 days/782 days,2028-05-06/2028-05-06/2028-05-06,-0.14%,-2.54%,2.41%,-0.04,-0.98,1.6974/1.8303/1.89/1.879/4.0285/5.5304,1.68/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.73/1.73,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"^BVSP, Long, 2025-03-31 (Price: 130260.0)",2025-11-14 (Price: 157738.6875) (Today),"21.1%, 164 days","93.33%, Past 57 years, 30","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-14 (Price: 157738.6875), 21.1% above",164 days,Upmove Bounce Back,50% (Price: 116368.0),35.55% above,"2022-07-31 (Price: 95267.0), 2024-08-31 (Price: 137469.0)",195.55%/4.94%/55.92%,"17.81%, 51.61%",3326 days/109 days/1090 days,2038-06-08/2025-09-04/2029-07-26,3.98%,30.03%,-26.05%,0.44,0.88,141319.074/203101.392/155581.2/134350.3333/173653.968/192289.6,120283.0/95217.0/121313.6/110617.73/No F-Track Level/No F-Track Level,146520.85/136771.08,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BDGI.TO, Long, 2025-03-31 (Price: 38.86)",2025-09-30 (Price: 61.38),"57.95%, 131 days","100.0%, Past 33 years, 6","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-14 (Price: 71.55), 84.12% above",164 days,Upmove Bounce Back,38.2% (Price: 35.6624),100.63% above,"2020-03-31 (Price: 18.0), 2021-03-31 (Price: 46.58)",35.15%/35.15%/35.15%,"-0.0%, 52.34%",1108 days/1108 days/1108 days,2029-08-21/2029-08-21/2029-08-21,7.18%,12.22%,-5.04%,0.42,0.42,40.7719/52.5193/56.01/42.106/50.7492/58.5532,26.66/24.32/36.352/32.7462/No F-Track Level/No F-Track Level,65.59/50.11,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"EWJ, Long, 2025-03-31 (Price: 68.56)",2025-10-31 (Price: 83.45),"21.72%, 154 days","92.86%, Past 29 years, 28","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-14 (Price: 83.98), 22.49% above",164 days,Upmove Bounce Back,38.2% (Price: 63.4608),32.33% above,"2022-10-31 (Price: 47.64), 2024-09-30 (Price: 73.24)",34.52%/2.11%/14.26%,"13.86%, 50.07%",4001 days/173 days/811 days,2041-02-10/2025-12-06/2028-06-17,2.48%,0.95%,1.53%,0.36,-0.11,70.7471/78.3367/83.92/73.68/83.4752/89.1379,67.1/53.98/52.3436/42.1436/No F-Track Level/No F-Track Level,81.85/74.65,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SONY, Long, 2024-12-31 (Price: 21.16)",2025-09-30 (Price: 28.79),"36.06%, 195 days","95.0%, Past 55 years, 20","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-14 (Price: 30.12), 42.34% above",228 days,Upmove Bounce Back,61.8% (Price: 15.3986),95.6% above,"2019-03-31 (Price: 8.382), 2022-03-31 (Price: 26.75)",148.89%/53.31%/107.71%,"47.27%, 64.81%",3066 days/715 days/1525 days,2037-02-26/2027-11-01/2031-01-17,5.91%,5.75%,0.16%,0.46,0.23,22.3428/43.9514/32.18/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level,28.96/26.06,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"XIU.TO, Long, 2024-06-30 (Price: 33.04)",2025-09-30 (Price: 44.77),"35.5%, 326 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-14 (Price: 45.31), 37.14% above",359 days,Upmove Bounce Back,23.66% (Price: 28.6552),58.12% above,"2009-03-31 (Price: 11.41), 2022-06-30 (Price: 34.0)",52.99%/52.99%/52.99%,"-0.0%, 19.21%",2936 days/2936 days/2936 days,2036-02-20/2036-02-20/2036-02-20,3.76%,5.01%,-1.24%,0.51,0.12,34.9167/50.5479/46.59/33.745/34.8657/37.996,20.65/23.52/30.9684/29.4357/No F-Track Level/No F-Track Level,44.73/40.7,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-11-14 (Price: 37.69) (Today),"25.3%, 359 days","100.0%, Past 24 years, 6","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-14 (Price: 37.69), 25.3% above",359 days,Upmove Bounce Back,50% (Price: 19.875),89.64% above,"2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",589.02%/487.3%/538.16%,"-0.0%, 48.03%",3587 days/3327 days/3457 days,2038-09-20/2037-09-08/2038-03-16,9.52%,13.97%,-4.45%,0.67,0.5,36.7818/191.9585/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,37.16/35.99,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"NA.TO, Long, 2024-06-30 (Price: 108.51)",2025-09-30 (Price: 147.83),"36.24%, 326 days","100.0%, Past 42 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-14 (Price: 161.8), 49.11% above",359 days,Upmove Bounce Back,88.6% (Price: 84.7444),90.93% above,"2022-12-31 (Price: 82.16), 2023-03-31 (Price: 104.83)",232.63%/33.73%/106.85%,"-0.0%, 35.66%",3588 days/715 days/1744 days,2038-09-21/2027-05-01/2031-05-31,6.26%,11.68%,-5.41%,0.52,0.48,113.1868/224.4529/122.11/No Horizontal Resistance/119.9028/134.0186,54.39/74.2475/88.8057/77.408/No F-Track Level/No F-Track Level,152.79/136.16,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"RY.TO, Long, 2024-06-30 (Price: 145.65)",2025-09-30 (Price: 205.12),"40.83%, 326 days","100.0%, Past 48 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-14 (Price: 205.46), 41.06% above",359 days,Upmove Bounce Back,38.2% (Price: 108.9934),88.51% above,"2011-12-31 (Price: 43.3), 2022-03-31 (Price: 149.6)",55.76%/43.33%/49.55%,"-0.0%, 19.89%",2022 days/847 days/1434 days,2032-07-06/2027-11-08/2030-03-08,6.31%,11.31%,-5.0%,0.46,0.49,151.8693/217.8196/209.43/No Horizontal Resistance/150.7521/166.0471,118.7/100.5025/100.4601/75.5037/No F-Track Level/No F-Track Level,204.2/181.11,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"TD, Long, 2023-09-30 (Price: 60.26)",2025-09-30 (Price: 79.95),"32.68%, 521 days","100.0%, Past 30 years, 10","Quarterly, was CONFIRMED on 2023-09-30",Already confirmed,"2025-11-14 (Price: 81.35), 35.0% above",554 days,Upmove Bounce Back,38.2% (Price: 56.1724),44.82% above,"2002-12-31 (Price: 7.885), 2022-03-31 (Price: 86.02)",2.64%/2.64%/2.64%,"-0.0%, 27.36%",979 days/979 days/979 days,2027-08-17/2027-08-17/2027-08-17,0.68%,9.79%,-9.11%,0.28,0.35,60.6276/61.8509/107.14/74.03/91.6167/96.2571,59.9/54.1725/52.9681/49.552/No F-Track Level/No F-Track Level,79.78/69.74,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ACWX, Long, 2023-06-30 (Price: 49.22)",2025-09-30 (Price: 65.01),"32.08%, 587 days","100.0%, Past 17 years, 5","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-14 (Price: 66.56), 35.23% above",620 days,Upmove Bounce Back,78.6% (Price: 38.1331),74.55% above,"2020-03-31 (Price: 32.4), 2021-06-30 (Price: 59.19)",1.16%/1.16%/1.16%,"-0.0%, 16.0%",586 days/586 days/586 days,2025-10-25/2025-10-25/2025-10-25,0.5%,1.58%,-1.08%,0.35,-0.05,50.6178/49.791/65.29/57.978/No Next Fib Ext/No Next Fib Ext,40.01/42.92/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,65.57/60.26,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"CEN.NZ, Long, 2022-12-31 (Price: 7.71)",2025-09-30 (Price: 9.1),"18.03%, 716 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2022-12-31",Already confirmed,"2025-11-14 (Price: 9.6), 24.51% above",749 days,Upmove Bounce Back,61.8% (Price: 6.9514),38.1% above,"2016-03-31 (Price: 4.35), 2021-03-31 (Price: 11.16)",22.78%/18.03%/20.4%,"-0.0%, 32.55%",2804 days/716 days/1760 days,2034-02-12/2025-11-02/2029-12-23,2.51%,5.4%,-2.89%,0.82,0.15,7.993/9.2828/11.8/9.05/11.2606/15.4512,5.76/5.52/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,9.25/9.12,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"META, Short, 2025-11-14 (Price: 609.46)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-07",No Cancellation Possible,"2025-11-14 (Price: 609.46), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 628.6993),3.06% below,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/11.97%,"-0.0%, 32.63%",65 days/20 days/37 days,2026-02-16/2025-12-12/2026-01-06,94.49%,5.3%,89.19%,0.68,0.8,544.7353/536.5076/184.56/280.19/591.2141/491.5059,773.44/280.19/591.2141/491.5059/525.7329/442.17,713.72/677.46,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"USDCHF=X, Short, 2025-11-12 (Price: 0.8003)",No Exit Yet,"0.87%, 2 days","86.0%, Past 5 years, 50","Daily, was CONFIRMED on 2025-11-12",Already confirmed,"2025-11-14 (Price: 0.7933), 0.87% below",2 days,Downmove Bounce Back,23.66% (Price: 0.8175),2.96% below,"2025-11-14 (Price: 0.7939), 2025-11-14 (Price: 0.7879)",4.04%/0.05%/1.0%,"0.32%, 4.04%",14 days/1 days/5 days,2025-12-02/2025-11-13/2025-11-19,40.64%,5.1%,35.54%,0.28,-0.82,0.7973/0.7923/0.8/0.7933/No F-Stack Support/No F-Stack Support,0.81/0.7933/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.8/0.83,48.21%/56/7 days (Across ALL Assets),40.19%/107/15 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-14 (Price: 3232.7571) (Today),"15.97%, 10 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 3232.7571), 15.97% below",10 days,Upmove Break Below,23.66% (Price: 3801.2773),14.96% below,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level,3944.62/3447.43,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"WPM, Short, 2025-10-31 (Price: 96.52)",No Exit Yet,"-7.93%, 10 days","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 104.17), 7.93% above",10 days,Upmove Break Below,23.66% (Price: 96.3808),8.08% above,"2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",24.39%/3.3%/9.68%,"0.0%, 24.39%",65 days/20 days/32 days,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level,104.25/88.79,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"ETH-USD, Short, 2025-09-30 (Price: 4145.9575)",2025-10-31 (Price: 3847.0803),"7.21%, 23 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-14 (Price: 3232.7571), 22.03% below",33 days,Upmove Break Below,23.66% (Price: 3993.6991),19.05% below,"2022-06-30 (Price: 896.109), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2025-12-01/2025-10-30/2025-11-05,120.83%,5.2%,115.63%,0.39,0.97,4115.692/3299.353/1711.38/1370.4997/3929.1537/3454.2267,4390.02/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level,3944.62/3447.43,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"BDGI.TO, Short, 2025-06-30 (Price: 47.58)",2025-09-30 (Price: 61.38),"-29.0%, 66 days","85.71%, Past 33 years, 14","Quarterly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-14 (Price: 71.55), 50.38% above",99 days,Downmove Bounce Back,88.6% (Price: 43.8394),63.21% above,"2025-11-14 (Price: 76.32), 2025-11-14 (Price: 60.38)",35.2%/3.31%/13.74%,"30.52%, 35.2%",194 days/64 days/79 days,2026-04-06/2025-09-30/2025-10-22,13.73%,5.5%,8.23%,0.26,0.42,54.0652/41.0425/38.02/24.32/46.0323/42.8299,50.2/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level,65.59/50.11,0.0%/1/90 days (Across ALL Assets),53.33%/15/92 days (Across ALL Assets)
