"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"SJ.TO, Long, 2026-02-15 (Price: 98.78)",No Exit Yet,"-1.21%, 3 days","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-18 (Price: 97.58), 1.21% below",3 days,"2, 2016-03-20 (Price: 51.55)",2026-02-08 (Price: 97.82),2026-02-15 (Price: 98.78),10/3/3 days,0.25% below/1.21% below/1.21% below,2016-03-20 (Price: 51.55)/2026-02-15 (Price: 94.1244),23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,2027-07-21/2026-04-08/2026-09-07,12.95%,11.64%,1.31%,0.84,0.65,110.2187/108.8556/127.12/No Horizontal Resistance/95.0177/123.2166/No EMA 200 Target,76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/81.32,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),97.81
"EWJ, Long, 2026-02-15 (Price: 93.85)",No Exit Yet,"-2.63%, 3 days","80.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-18 (Price: 91.38), 2.63% below",3 days,"2, 2016-04-24 (Price: 49.0)",2026-02-08 (Price: 89.4),2026-02-13 (Price: 93.85),10/5/3 days,2.21% above/2.63% below/2.63% below,2016-04-24 (Price: 49.0)/2026-02-15 (Price: 88.9275),9.57%/1.17%/4.18%,"20.09%, 34.01%",7.7 months/28 days/2.7 months,2027-01-15/2026-03-27/2026-06-12,3.54%,3.09%,0.45%,0.33,0.09,97.6885/97.7729/120.76/No Horizontal Resistance/90.9425/104.8752/No EMA 200 Target,80.58/53.915/83.4752/No support/No F-Track Level/No F-Track Level/79.33,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),90.3
"PPH, Long, 2026-02-13 (Price: 111.19)",No Exit Yet,"0.05%, 5 days","100.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-18 (Price: 111.25), 0.05% above",5 days,"4, 2020-01-21 (Price: 67.0)",2026-02-12 (Price: 110.3),2026-02-13 (Price: 111.19),6/5/5 days,0.86% above/0.05% above/0.05% above,2020-01-21 (Price: 67.0)/2026-02-13 (Price: 109.8304),5.58%/0.68%/2.88%,"0%, 20.52%",3.9 months/7 days/1.3 month,2026-08-01/2026-02-23/2026-04-10,7.49%,5.96%,1.53%,1.88,0.33,114.2922/114.3923/137.7/No Horizontal Resistance/110.0139/120.2747/No EMA 200 Target,104.54/71.642/100.0174/96.0365/No F-Track Level/No F-Track Level/93.58,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),110.57
"TLT, Long, 2026-02-11 (Price: 88.06)",2026-02-18 (Price: 89.53),"1.67%, 7 days","78.95%, Past 4 years, 19","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-18 (Price: 89.53), 1.67% above",7 days,"2, 2020-03-23 (Price: 166.69)",2026-02-09 (Price: 87.52),2026-02-11 (Price: 88.06),9/7/7 days,2.3% above/1.67% above/1.67% above,2020-03-23 (Price: 166.69)/2026-02-11 (Price: 87.5909),4.2%/0.28%/2.54%,"15.05%, 24.39%",5.2 months/4 days/20 days,2026-09-24/2026-02-16/2026-03-11,-8.18%,-5.67%,-2.51%,0.0,-0.66,90.1999/90.2967/135.24/153.2067/188.2386/214.0466/No EMA 200 Target,86.54/83.3033/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/87.91,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),88.04
"XLU, Long, 2026-02-10 (Price: 44.2)",2026-02-18 (Price: 45.61),"3.19%, 8 days","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-02-10",Already confirmed,"2026-02-18 (Price: 45.61), 3.19% above",8 days,"4, 2025-10-16 (Price: 46.885)",2026-02-06 (Price: 43.35),2026-02-10 (Price: 44.2),12/8/8 days,5.21% above/3.19% above/3.19% above,2025-10-16 (Price: 46.885)/2026-02-10 (Price: 43.0072),4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,2026-06-11/2026-02-18/2026-03-16,8.66%,2.65%,6.01%,0.1,0.09,45.7558/45.1857/45.81/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.56/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/42.6,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),43.75
"EWJ, Long, 2026-02-09 (Price: 91.29)",2026-02-13 (Price: 93.85),"2.8%, 4 days","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-02-09",Already confirmed,"2026-02-18 (Price: 91.38), 0.1% above",9 days,"0, 2022-11-15 (Price: 55.04)",2026-02-05 (Price: 86.1),2026-02-09 (Price: 91.29),13/9/9 days,6.13% above/0.1% above/0.1% above,2022-11-15 (Price: 55.04)/2026-02-09 (Price: 86.7521),6.09%/0.13%/1.99%,"20.53%, 29.69%",4.1 months/10 days/1.4 month,2026-08-04/2026-02-23/2026-04-10,6.05%,4.95%,1.1%,-0.04,0.24,92.2851/93.1067/113.04/No Horizontal Resistance/90.9425/104.8752/No EMA 200 Target,79.74/53.915/83.4752/No support/No F-Track Level/No F-Track Level/78.88,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),90.3
"BPCL.NS, Long, 2026-02-08 (Price: 386.35)",No Exit Yet,"-1.41%, 10 days","96.15%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-18 (Price: 380.9), 1.41% below",10 days,"0, 2024-10-06 (Price: 376.0)",2026-01-25 (Price: 349.15),2026-02-06 (Price: 386.35),24/12/10 days,9.09% above/1.41% below/1.41% below,2024-10-06 (Price: 376.0)/2026-02-08 (Price: 345.6375),28.84%/1.78%/8.65%,"14.88%, 47.09%",8.2 months/28 days/3 months,2027-01-28/2026-03-20/2026-06-18,7.54%,10.08%,-2.54%,0.79,0.5,416.9876/419.7693/392.56/No Horizontal Resistance/393.108/467.0257/No EMA 200 Target,349.15/145.35/372.4081/353.1485/No F-Track Level/No F-Track Level/338.72,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),353.0
"EEM, Long, 2026-02-08 (Price: 60.07)",No Exit Yet,"1.86%, 10 days","96.3%, Past 10 years, 27","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-18 (Price: 61.19), 1.86% above",10 days,"2, 2016-04-24 (Price: 35.34)",2026-02-08 (Price: 60.07),2026-02-06 (Price: 60.07),10/12/10 days,1.86% above/1.86% above/1.86% above,2016-04-24 (Price: 35.34)/2026-02-08 (Price: 58.342),11.23%/1.19%/3.92%,"20.12%, 35.1%",1.4 year/28 days/4.2 months,2028-02-06/2026-03-20/2026-08-09,3.37%,1.17%,2.2%,0.55,-0.05,62.4788/62.4247/74.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/51.59,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),58.58
"MCD, Long, 2026-02-08 (Price: 327.16)",No Exit Yet,"0.22%, 10 days","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-18 (Price: 327.89), 0.22% above",10 days,"4, 2025-03-16 (Price: 326.32)",2026-02-01 (Price: 315.0),2026-02-03 (Price: 319.48),17/15/10 days,4.09% above/2.63% above/0.22% above,2025-03-16 (Price: 326.32)/2026-02-08 (Price: 313.3668),10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,2027-05-01/2026-04-01/2026-08-13,7.73%,6.98%,0.75%,1.39,0.42,348.9816/343.289/327.66/No Horizontal Resistance/370.0426/590.3302/No EMA 200 Target,303.26/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.64,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),319.0
"USO, Long, 2026-02-08 (Price: 76.99)",No Exit Yet,"3.13%, 10 days","75.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-18 (Price: 79.4), 3.13% above",10 days,"2, 2025-06-29 (Price: 83.57)",2026-01-25 (Price: 73.95),2026-02-03 (Price: 77.47),24/15/10 days,7.37% above/2.49% above/3.13% above,2025-06-29 (Price: 83.57)/2026-02-08 (Price: 70.6339),10.72%/0.56%/3.8%,"70.35%, 78.81%",11 months/1.2 month/3.7 months,2027-05-31/2026-04-01/2026-07-18,-7.02%,-6.0%,-1.02%,-0.18,-0.19,75.6196/79.9156/80.94/83.49/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,68.03/58.7667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/72.26,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),75.5
"EFA, Long, 2026-02-08 (Price: 102.61)",No Exit Yet,"1.69%, 10 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-18 (Price: 104.34), 1.69% above",10 days,"2, 2016-04-24 (Price: 60.16)",2026-01-25 (Price: 99.97),2026-02-06 (Price: 102.61),24/12/10 days,4.37% above/1.69% above/1.69% above,2016-04-24 (Price: 60.16)/2026-02-08 (Price: 99.3578),7.21%/1.24%/3.58%,"13.66%, 23.59%",10.7 months/1.2 month/3.4 months,2027-05-18/2026-04-01/2026-07-05,2.98%,2.36%,0.62%,0.36,0.03,105.6678/106.2834/128.08/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.02/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/92.46,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),100.88
"^STI, Long, 2026-02-08 (Price: 4934.4102)",No Exit Yet,"0.08%, 10 days","80.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-16 (Price: 4938.5801), 0.08% above",10 days,"2, 2016-03-20 (Price: 2906.8)",2026-01-25 (Price: 4891.4502),2026-02-03 (Price: 4944.0898),22/13/8 days,0.96% above/0.11% below/0.08% above,2016-03-20 (Price: 2906.8)/2026-02-08 (Price: 4852.6019),7.49%/1.15%/3.68%,"14.46%, 29.57%",1.6 year/28 days/4.4 months,2028-05-22/2026-03-20/2026-08-18,-3.63%,2.21%,-5.84%,0.01,-0.03,5072.0802/5115.9965/6150.98/No Horizontal Resistance/5099.1474/6233.5022/No EMA 200 Target,3512.53/3030.985/4356.5412/3433.5319/No F-Track Level/No F-Track Level/4317.44,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),4913.2598
"UPS, Long, 2026-02-05 (Price: 116.55)",2026-02-13 (Price: 119.24),"2.31%, 8 days","84.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-02-05",Already confirmed,"2026-02-18 (Price: 116.12), 0.37% below",13 days,"2, 2020-01-17 (Price: 119.24)",2026-02-04 (Price: 116.74),2026-02-05 (Price: 116.55),14/13/13 days,0.53% below/0.37% below/0.37% below,2020-01-17 (Price: 119.24)/2026-02-05 (Price: 114.8579),12.72%/0.81%/3.61%,"11.68%, 27.88%",4.4 months/6 days/19 days,2026-08-15/2026-02-13/2026-03-04,3.68%,1.2%,2.48%,0.2,0.07,118.8693/120.7575/118.16/221.2667/228.7501/295.6013/No EMA 200 Target,103.7/107.93/112.825/No support/No F-Track Level/No F-Track Level/95.43,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),116.0
"ASHR, Long, 2026-01-31 (Price: 33.44)",No Exit Yet,"1.7%, 18 days","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-18 (Price: 34.01), 1.7% above",18 days,"6, 2021-02-28 (Price: 46.42)",2025-12-31 (Price: 32.85),2026-01-02 (Price: 33.32),49/47/18 days,3.53% above/2.07% above/1.7% above,2021-02-28 (Price: 46.42)/2026-01-31 (Price: 32.0723),22.45%/22.45%/22.45%,"-0.0%, 12.65%",6.1 months/6.1 months/6.1 months,2026-10-23 (Max),6.97%,1.49%,5.48%,0.94,0.03,37.0114/40.9473/41.23/39.9467/60.2967/80.3432/No EMA 200 Target,25.82/23.68/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/30.41,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),33.26
"^DJI, Long, 2026-01-31 (Price: 48892.4688)",No Exit Yet,"1.58%, 18 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-18 (Price: 49662.6602), 1.58% above",18 days,"0, 2001-05-31 (Price: 11350.0498)",2026-01-31 (Price: 48892.4688),2026-01-30 (Price: 48892.4688),18/19/18 days,1.58% above/1.58% above/1.58% above,2001-05-31 (Price: 11350.0498)/2026-01-31 (Price: 48089.9931),15.24%/4.84%/10.23%,"2.61%, 11.83%",1.2 year/5 months/9.7 months,2027-10-18/2026-09-05/2027-03-28,6.32%,4.47%,1.85%,1.23,0.21,55859.6456/53894.1684/71417.92/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,40669.36/32614.5825/36151.8794/25040.9446/No F-Track Level/No F-Track Level/45320.62,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),48105.9805
"BNS.TO, Long, 2026-01-31 (Price: 101.8)",No Exit Yet,"2.19%, 18 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-18 (Price: 104.03), 2.19% above",18 days,"2, 2001-09-30 (Price: 25.25)",2025-11-30 (Price: 96.94),2026-01-21 (Price: 102.06),80/28/18 days,7.31% above/1.93% above/2.19% above,2001-09-30 (Price: 25.25)/2026-01-31 (Price: 94.2089),24.83%/4.28%/13.78%,"30.99%, 38.87%",1.1 year/6 months/10.2 months,2027-08-27/2026-10-18/2027-04-19,1.92%,4.47%,-2.55%,0.3,0.2,108.1829/115.828/147.73/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,56.15/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/85.08,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),101.58
"ACWX, Long, 2026-01-31 (Price: 70.78)",No Exit Yet,"3.63%, 18 days","90.91%, Past 20 years, 11","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-18 (Price: 73.35), 3.63% above",18 days,"2, 2008-08-31 (Price: 59.17)",2025-11-30 (Price: 66.49),2026-01-02 (Price: 68.13),80/47/18 days,10.32% above/7.66% above/3.63% above,2008-08-31 (Price: 59.17)/2026-01-31 (Price: 65.5714),15.1%/1.97%/7.67%,"10.07%, 26.55%",3.3 years/4.1 months/1.5 year,2030-10-17/2026-07-26/2028-03-23,1.48%,1.08%,0.4%,0.36,-0.07,76.9803/76.2088/77.75/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,52.16/45.07/61.9685/No support/No F-Track Level/No F-Track Level/63.45,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),68.01
"TSM, Long, 2026-01-31 (Price: 330.56)",No Exit Yet,"9.59%, 18 days","100.0%, Past 20 years, 21","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-18 (Price: 362.26), 9.59% above",18 days,"2, 2001-05-31 (Price: 12.1213)",2025-12-31 (Price: 303.89),2026-01-28 (Price: 342.3),49/21/18 days,19.21% above/5.83% above/9.59% above,2001-05-31 (Price: 12.1213)/2026-01-31 (Price: 293.1483),62.44%/6.14%/35.38%,"-0.0%, 49.81%",1.4 year/5 months/9.3 months,2028-01-29/2026-09-05/2027-03-11,9.27%,10.69%,-1.42%,1.28,0.53,441.4629/447.5121/521.62/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,166.0/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/254.82,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),311.98
"^BVSP, Long, 2026-01-31 (Price: 181364.0)",No Exit Yet,"2.57%, 18 days","90.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-18 (Price: 186016.3125), 2.57% above",18 days,"4, 2002-03-31 (Price: 14495.0)",2025-11-30 (Price: 159072.0),2026-01-05 (Price: 161870.0),80/44/18 days,16.94% above/14.92% above/2.57% above,2002-03-31 (Price: 14495.0)/2026-01-31 (Price: 152013.9293),20.08%/2.63%/10.78%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2030-10-17/2027-01-17/2028-10-17,5.33%,7.06%,-1.73%,0.6,0.38,198811.2168/200915.0392/281485.4/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,120283.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/145727.06,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),161124.0
"GS, Long, 2026-01-31 (Price: 935.41)",No Exit Yet,"-0.18%, 18 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-18 (Price: 933.73), 0.18% below",18 days,"2, 2001-05-31 (Price: 105.15)",2025-12-31 (Price: 879.0),2026-01-02 (Price: 914.34),49/47/18 days,6.23% above/2.12% above/0.18% below,2001-05-31 (Price: 105.15)/2026-01-31 (Price: 831.3002),53.25%/7.0%/23.74%,"-0.0%, 34.98%",2.5 years/4 months/9.8 months,2029-08-26/2026-07-23/2027-04-01,11.0%,6.57%,4.43%,1.46,0.33,1116.9731/1157.4763/1433.57/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,303.61/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/746.9,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),884.0
"PPH, Long, 2026-01-31 (Price: 106.81)",No Exit Yet,"4.16%, 18 days","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-18 (Price: 111.25), 4.16% above",18 days,"0, 2009-10-31 (Price: 34.225)",2025-12-31 (Price: 103.17),2026-01-30 (Price: 106.81),49/19/18 days,7.83% above/4.16% above/4.16% above,2009-10-31 (Price: 34.225)/2026-01-31 (Price: 98.4383),20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2032-05-13/2026-09-05/2028-01-29,2.32%,2.1%,0.22%,1.05,-0.03,118.6125/118.1212/150.36/No Horizontal Resistance/110.0139/120.2747/No EMA 200 Target,82.93/71.642/100.0174/96.0365/No F-Track Level/No F-Track Level/92.38,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),103.4
"EFA, Long, 2026-01-25 (Price: 99.97)",2026-02-18 (Price: 104.34),"4.37%, 24 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-02-18 (Price: 104.34), 4.37% above",24 days,"2, 2016-04-24 (Price: 60.16)",2026-01-25 (Price: 99.97),2026-01-22 (Price: 99.42),24/27/24 days,4.37% above/4.95% above/4.37% above,2016-04-24 (Price: 60.16)/2026-01-25 (Price: 98.8775),7.21%/1.24%/3.58%,"13.66%, 23.59%",10.7 months/1.2 month/3.4 months,2027-05-04/2026-03-18/2026-06-21,2.98%,2.36%,0.62%,0.36,0.03,102.9491/103.5489/123.86/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.02/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/91.35,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),98.0
"MTY.TO, Long, 2026-01-18 (Price: 40.33)",2026-02-18 (Price: 41.8),"3.64%, 1 month","79.17%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-02-18 (Price: 41.8), 3.64% above",1 month,"8, 2023-02-19 (Price: 73.5)",2026-01-18 (Price: 40.33),2026-01-18 (Price: 40.33),31/31/31 days,3.64% above/3.64% above/3.64% above,2023-02-19 (Price: 73.5)/2026-01-18 (Price: 39.5891),14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,2027-08-14/2026-02-27/2026-08-27,0.91%,5.06%,-4.15%,-0.11,0.29,41.1527/44.0767/60.23/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.21,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),39.9
"CNR.TO, Long, 2026-01-16 (Price: 139.28)",2026-02-13 (Price: 146.42),"5.13%, 28 days","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-02-18 (Price: 147.75), 6.08% above",1.1 month,"2, 2023-12-27 (Price: 167.35)",2026-01-15 (Price: 137.98),2026-01-16 (Price: 139.28),34/33/33 days,7.08% above/6.08% above/6.08% above,2023-12-27 (Price: 167.35)/2026-01-16 (Price: 136.814),6.98%/0.37%/2.24%,"18.84%, 26.48%",2.8 months/4 days/15 days,2026-05-17/2026-01-21/2026-02-06,6.19%,1.18%,5.01%,-0.03,-0.0,144.113/142.3999/156.12/171.0825/218.156/349.4971/No EMA 200 Target,134.0/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/135.98,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),137.77
"MTY.TO, Long, 2026-01-11 (Price: 40.19)",2026-02-18 (Price: 41.8),"4.01%, 1.3 month","79.17%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-09",Already confirmed,"2026-02-18 (Price: 41.8), 4.01% above",1.3 month,"2, 2025-05-18 (Price: 46.36)",2025-12-28 (Price: 38.22),2026-01-08 (Price: 39.97),52/41/38 days,9.37% above/4.58% above/4.01% above,2025-05-18 (Price: 46.36)/2026-01-11 (Price: 36.2009),14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,2027-08-07/2026-02-20/2026-08-20,0.91%,5.06%,-4.15%,-0.11,0.29,41.0099/43.9237/43.89/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.25,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),38.27
"SOXX, Long, 2025-12-31 (Price: 301.15)",No Exit Yet,"18.85%, 1.6 month","100.0%, Past 24 years, 7","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-02-18 (Price: 357.92), 18.85% above",1.6 month,"6, 2004-03-31 (Price: 23.5567)",2025-12-31 (Price: 301.15),2025-11-21 (Price: 270.83),49/89/49 days,18.85% above/32.16% above/18.85% above,2004-03-31 (Price: 23.5567)/2025-12-31 (Price: 264.9375),74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,2030-09-16/2027-11-08/2028-09-16,15.4%,9.16%,6.24%,0.71,0.47,407.3957/444.9491/467.71/No Horizontal Resistance/348.2242/411.0319/No EMA 200 Target,106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,100.0%/9/2.4 years (Across ALL Assets),25.0%/4/7.2 months (Across ALL Assets),269.38
"BDGI.TO, Long, 2025-12-31 (Price: 73.13)",No Exit Yet,"-4.36%, 1.6 month","100.0%, Past 33 years, 6","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-02-18 (Price: 69.94), 4.36% below",1.6 month,"0, 2019-09-30 (Price: 49.57)",2025-09-30 (Price: 61.38),2025-12-31 (Price: 73.13),141/49/49 days,13.95% above/4.36% below/4.36% below,2019-09-30 (Price: 49.57)/2025-12-31 (Price: 52.2506),227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-07-26/2027-11-08/2028-04-13,15.64%,8.36%,7.28%,0.65,0.41,150.3114/189.2824/87.27/No Horizontal Resistance/79.8787/88.3247/No EMA 200 Target,26.66/24.32/70.6207/63.2847/No F-Track Level/No F-Track Level/55.48,100.0%/9/2.4 years (Across ALL Assets),25.0%/4/7.2 months (Across ALL Assets),61.31
"GLD, Long, 2025-12-28 (Price: 416.74)",2026-02-08 (Price: 455.46),"9.29%, 1.4 month","85.71%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-02-18 (Price: 458.28), 9.97% above",1.7 month,"6, 2016-05-08 (Price: 123.96)",2025-12-21 (Price: 399.02),2025-12-28 (Price: 416.74),59/52/52 days,14.85% above/9.97% above/9.97% above,2016-05-08 (Price: 123.96)/2025-12-28 (Price: 400.7524),9.34%/1.73%/6.18%,"3.13%, 23.93%",10.5 months/28 days/3.2 months,2027-03-29/2026-02-06/2026-05-16,5.74%,5.82%,-0.08%,1.38,0.34,444.4115/442.4945/592.41/No Horizontal Resistance/424.4974/624.146/No EMA 200 Target,236.59/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level/330.26,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),406.98
