Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2023-12-31 (Price: 78.03)",Monthly,No Exit Yet,No Price Target,2025-12-28 (Max),14.41%/14.78%,"-4.65%, 2 years","2025-12-29 (Price: 74.4), 4.65% below",102.3051 (Historic Rise or Fall to Pivot)/93.8311 (Avg % Gain of Historic Winning trades)/94.0 (Exit Rule)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/120.6968 (Backtested Max)/85.1229 (Backtested Min),No Next Date Target,38.63/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level/70.09,"100.0%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,4.65% below/3.88% below/4.65% below,54.68%/9.09%/20.25%,"-0.0%, 18.24%",1.4 year/5 months/8.2 months,14.44%,14.61%,-0.17%,1.34,0.73,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,No Exit Yet,205.7637 (Avg % Gain of Historic Winning trades),No Date Target,2.65%/7.1%,"16.42%, 7.1 months","2025-12-29 (Price: 205.48), 16.42% above",210.9352 (Historic Rise or Fall to Pivot)/233.0 (Exit Rule)/294.0831 (F-Stack 2)/220.0779 (Backtested Max),2026-11-03 (Max)/2026-01-03 (Min)/2026-07-13 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,16.42% above/19.83% above/16.42% above,24.69%/6.61%/16.58%,"-0.0%, 12.12%",1 year/5 months/9.4 months,9.06%,19.7%,-10.64%,1.65,1.31,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-10-26 (Price: 472.21)",Weekly,2025-12-28 (Price: 487.03),No Price Target,No Date Target,1.03%/1.29%,"2.62%, 2.1 months","2025-12-29 (Price: 484.59), 2.62% above",490.8623 (Historic Rise or Fall to Pivot)/489.5873 (Avg % Gain of Historic Winning trades)/546.77 (Exit Rule)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/502.0537 (Backtested Max),2026-12-25 (Max)/2026-01-03 (Min)/2026-06-04 (Avg),454.87/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/435.91,"100.0%, Past 10 years, 21",No Information,No Information,No Information,No Information,No Information,4.94% above/2.62% above/2.62% above,6.32%/1.23%/3.68%,"-0.0%, 14.86%",9.8 months/1.6 month/5.1 months,6.77%,6.84%,-0.07%,2.38,0.43,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
FRACTAL TRACK,"INDA, Long, 2025-09-30 (Price: 52.06)",Quarterly,No Exit Yet,53.44 (EMA 200),No Date Target,3.54%/21.73%,"2.71%, 3 months","2025-12-29 (Price: 53.47), 2.71% above",70.0936 (Avg % Gain of Historic Winning trades)/65.09 (Exit Rule)/55.3633 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/71.8064 (Backtested Max)/68.9066 (Backtested Min),2029-01-09 (Max)/2027-03-05 (Min)/2028-01-12 (Avg),39.36/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 13 years, 4",No Information,No Information,No Information,"50% (Price: 48.63), 9.95% above, Upmove Bounce Back","2023-03-31 (Price: 37.77), 2024-09-30 (Price: 59.49)",No Information,37.93%/32.36%/34.64%,"-0.0%, 31.7%",2.3 years/1 year/1.6 year,14.54%,4.1%,10.44%,1.55,0.17,93.33%/15/0 days (Across ALL Assets),77.78%/9/0 days (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2025-11-09 (Price: 83.75)",Weekly,No Exit Yet,No Price Target,2025-12-31 (Min),5.4%/8.56%,"2.34%, 1.7 month","2025-12-29 (Price: 85.71), 2.34% above",93.0463 (Historic Rise or Fall to Pivot)/90.3411 (Avg % Gain of Historic Winning trades)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/103.7662 (Backtested Max),2027-04-14 (Max)/2025-12-31 (Min)/2026-03-01 (Avg),76.55/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/74.69,"83.33%, Past 10 years, 24",No Information,No Information,No Information,No Information,No Information,2.34% above/4.7% above/2.34% above,23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,13.27%,11.85%,1.42%,0.6,0.66,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2025-12-10 (Price: 54.01)",Daily,2025-12-29 (Price: 54.55) (Today),No Price Target,No Date Target,3.51%/7.45%,"1.0%, 19 days","2025-12-29 (Price: 54.55), 1.0% above",60.0537 (Historic Rise or Fall to Pivot)/56.4621 (Avg % Gain of Historic Winning trades)/73.435 (Horizontal)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/58.6117 (Backtested Max),2026-05-15 (Max)/2026-01-26 (Avg),48.06/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/48.98,"95.45%, Past 4 years, 22",No Information,No Information,No Information,No Information,No Information,0.76% above/1.0% above/1.0% above,8.52%/0.48%/4.54%,"6.93%, 41.4%",3.6 months/6 days/1.1 month,15.61%,-0.38%,15.99%,1.09,0.16,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",Monthly,2025-12-29 (Price: 9.45) (Today),No Price Target,No Date Target,9.51%/16.67%,"8.37%, 1.3 year","2025-12-29 (Price: 9.45), 8.37% above",10.3489 (Avg % Gain of Historic Winning trades)/11.0256 (Backtested Max),2026-01-25 (Max),7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,"100.0%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,10.66% above/8.37% above/8.37% above,26.44%/7.23%/18.68%,"-0.0%, 15.86%",11.1 months/5.1 months/8.1 months,14.78%,5.28%,9.5%,1.0,0.27,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2024-06-30 (Price: 246.63)",Quarterly,No Exit Yet,301.3628 (F-Stack 2),No Date Target,6.62%/7.79%,"23.8%, 1.5 year","2025-12-29 (Price: 305.32), 23.8% above",329.1031 (Historic Rise or Fall to Pivot)/364.3958 (Avg % Gain of Historic Winning trades)/376.19 (Exit Rule)/430.394 (Backtested Max)/325.5269 (Backtested Min),2029-03-16 (Max)/2026-05-08 (Min)/2027-03-17 (Avg),106.24/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level/198.64,"100.0%, Past 24 years, 7",No Information,No Information,No Information,No Information,No Information,23.8% above/30.89% above/23.8% above,74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,16.0%,8.74%,7.26%,0.66,0.45,88.89%/9/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
FRACTAL TRACK,"FRW.NZ, Long, 2025-11-20 (Price: 13.84)",Daily,No Exit Yet,14.1998 (Historic Rise or Fall to Pivot),No Date Target,7.53%/10.57%,"2.67%, 1.3 month","2025-12-29 (Price: 14.21), 2.67% above",15.2794 (Avg % Gain of Historic Winning trades)/16.93 (Exit Rule)/16.2179 (F-Stack 1)/21.849 (F-Stack 2)/15.7126 (Backtested Max),2031-03-03 (Max)/2026-04-25 (Min)/2027-08-07 (Avg),13.67/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/12.02,"88.89%, Past 5 years, 9",No Information,No Information,No Information,"23.66% (Price: 13.6615), 4.01% above, Upmove Bounce Back","2025-04-07 (Price: 9.73), 2025-10-31 (Price: 14.88)",No Information,13.53%/1.54%/10.4%,"4.41%, 40.87%",3.7 years/3.6 months/1.2 year,11.59%,4.86%,6.73%,1.04,0.24,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
DELTADRIFT,"INDY, Long, 2025-12-22 (Price: 49.33)",Daily,No Exit Yet,No Price Target,2025-12-27 (Min),2.4%/4.26%,"-0.93%, 7 days","2025-12-29 (Price: 48.87), 0.93% below",51.0023 (Historic Rise or Fall to Pivot)/50.953 (Avg % Gain of Historic Winning trades)/50.98 (Exit Rule)/54.474 (Horizontal)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/52.24 (EMA 200)/54.4801 (Backtested Max)/50.0453 (Backtested Min),2026-01-28 (Max)/2026-01-06 (Avg),48.03/40.73/48.7816/37.969/No F-Track Level/No F-Track Level/No EMA 200 Support,"72.73%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,10.44%/1.45%/3.29%,"3.67%, 4.22%",26 days/4 days/11 days,8.33%,2.61%,5.72%,0.34,0.03,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-12-07 (Price: 184.66)",Weekly,2025-12-29 (Price: 182.48) (Today),No Price Target,No Date Target,-49.03%/-35.94%,"1.18%, 22 days","2025-12-29 (Price: 182.48), 1.18% below",179.1941 (Historic Rise or Fall to Pivot)/175.6486 (Avg % Gain of Historic Winning trades)/135.75 (Exit Rule)/116.89 (Horizontal)/131.2534 (F-Stack 1)/93.0152 (F-Stack 2),2026-08-16 (Max)/2026-02-14 (Min)/2026-04-03 (Avg),No support/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,"88.24%, Past 10 years, 17",No Information,No Information,No Information,No Information,No Information,1.18% below/2.23% below/1.18% below,16.0%/1.62%/4.88%,"15.2%, 17.31%",5.8 months/1.6 month/2.7 months,0.57%,5.4%,-4.83%,0.32,0.43,No Data (Across ALL Assets),25.0%/8/0 days (Across ALL Assets)
