Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-10-05 (Price: 8.15)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 8.19) (Today),"2025-11-11 (Price: 8.19), 0.49% above","85.0%, Past 10 years, 20",2.17%/2.91%,"0.49%, 26 days",13.3%/1.25%/5.7%,8.3676 (Historic Rise or Fall to Pivot)/8.6145 (Avg % Gain of Historic Winning trades)/9.56 (Exit Rule)/8.4284 (F-Stack 1)/9.7443 (F-Stack 2)/9.23395 (Backtested Best)/8.61455 (Backtested Avg),2026-06-28 (Farthest)/2025-12-29 (Avg),"0.49%, 26 days","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2025-11-11 (Price: 8.19), 0.49% above",26 days,No Information,No Information,No Information,No Information,No Information,3.54% above/2.63% above/0.49% above,"10.05%, 27.7%",184 days/19 days/59 days,2026-06-28/2025-11-01/2025-12-29,5.32%,1.24%,4.07%,0.36,-0.03,8.3676/8.6145/9.56/No Horizontal Resistance/8.4284/9.7443,4.83/2.942/6.3611/39.3917/No F-Track Level/No F-Track Level,7.27/6.09,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2025-10-02 (Price: 68.77)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 58.35) (Today),"2025-11-11 (Price: 58.35), 15.15% below","100.0%, Past 4 years, 8",22.78%/26.54%,"-15.15%, 28 days",14.06%/4.18%/7.84%,73.8383 (Historic Rise or Fall to Pivot)/74.1616 (Avg % Gain of Historic Winning trades)/87.2457 (F-Stack 2)/78.43906199999999 (Backtested Best)/71.644586 (Backtested Worst)/74.161568 (Backtested Avg),2025-11-27 (Farthest),"-15.15%, 28 days","Daily, is CONFIRMED on 2025-10-02",Already confirmed,"2025-11-11 (Price: 58.35), 15.15% below",28 days,No Information,No Information,No Information,No Information,No Information,10.23% below/15.15% below/15.15% below,"-0.0%, 8.48%",39 days/4 days/9 days,2025-11-27/2025-10-07/2025-10-15,562.23%,58.43%,503.8%,1.47,1.54,73.8383/74.1616/69.26/No Horizontal Resistance/70.3093/87.2457,61.94/41.99/60.36/52.8569/No F-Track Level/No F-Track Level,65.15/58.09,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
SIGMASHELL,"PG, Long, 2025-10-02 (Price: 152.05)",Daily,No Price Target,2025-11-10 (Earliest),No Exit Yet,"2025-11-11 (Price: 148.54), 2.31% below","93.33%, Past 5 years, 15",3.22%/4.92%,"-2.31%, 28 days",15.48%/0.84%/7.46%,155.8512 (Historic Rise or Fall to Pivot)/163.3929 (Avg % Gain of Historic Winning trades)/186.6499 (Exit Rule)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/175.58734 (Backtested Best)/153.32722 (Backtested Worst)/163.39293 (Backtested Avg),2026-03-14 (Farthest)/2025-12-13 (Avg),"-2.31%, 28 days","Daily, was CONFIRMED on 2025-10-02",Already confirmed,"2025-11-11 (Price: 148.54), 2.31% below",28 days,"-3.12, 80.0",No Information,No Information,No Information,No Information,No Information,"2.32%, 11.76%",113 days/27 days/50 days,2026-03-14/2025-11-10/2025-12-13,19.35%,9.03%,10.32%,1.12,0.34,155.8512/163.3929/186.6499/179.4533/186.6499/209.3631,150.47/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,152.5/160.31,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
FRACTAL TRACK,"EFN.TO, Long, 2025-10-02 (Price: 36.62)",Daily,No Price Target,2025-11-08 (Earliest),2025-11-05 (Price: 37.65),"2025-11-11 (Price: 36.64), 0.05% above","90.38%, Past 5 years, 52",18.26%/18.26%,"0.05%, 28 days",43.0%/0.86%/18.32%,43.3288 (Avg % Gain of Historic Winning trades)/44.23 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/52.36659999999999 (Backtested Best)/43.328784 (Backtested Avg),2027-04-15 (Farthest)/2026-03-20 (Avg),"2.81%, 24 days","Daily, was CONFIRMED on 2025-10-02",Already confirmed,"2025-11-11 (Price: 36.64), 0.05% above",28 days,No Information,No Information,No Information,"23.66% (Price: 34.6875), 5.63% above, Upmove Bounce Back","2025-02-03 (Price: 25.0), 2025-08-14 (Price: 37.69)",No Information,"6.13%, 26.27%",387 days/26 days/117 days,2027-04-15/2025-11-08/2026-03-20,16.07%,24.1%,-8.03%,0.65,1.02,37.367/43.3288/44.23/No Horizontal Resistance/45.1741/70.5281,35.91/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,36.94/33.13,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2025-10-01 (Price: 181.79)",Daily,188.8071 (Historic Rise or Fall to Pivot),No Date Target,No Exit Yet,"2025-11-11 (Price: 188.88), 3.9% above","100.0%, Past 5 years, 5",2.79%/2.79%,"3.9%, 29 days",16.48%/8.78%/11.25%,202.2414 (Avg % Gain of Historic Winning trades)/194.1559 (Exit Rule)/197.56 (Horizontal)/194.1559 (F-Stack 1)/294.0831 (F-Stack 2)/211.748992 (Backtested Best)/197.75116200000002 (Backtested Worst)/202.241375 (Backtested Avg),2026-01-06 (Farthest)/2025-11-27 (Earliest)/2025-12-12 (Avg),"3.9%, 29 days","Daily, was CONFIRMED on 2025-10-01",Already confirmed,"2025-11-11 (Price: 188.88), 3.9% above",29 days,"-4.42, 93.33",No Information,No Information,No Information,No Information,No Information,"-0.0%, 7.51%",67 days/40 days/50 days,2026-01-06/2025-11-27/2025-12-12,14.73%,27.78%,-13.05%,1.6,1.2,188.8071/202.2414/194.1559/197.56/194.1559/294.0831,175.34/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level,184.07/173.59,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-09-30 (Price: 155.74)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 145.8) (Today),"2025-11-11 (Price: 145.8), 6.38% below","73.68%, Past 20 years, 19",21.77%/22.15%,"-6.38%, 30 days",54.25%/14.74%/36.34%,177.5436 (Historic Rise or Fall to Pivot)/212.3359 (Avg % Gain of Historic Winning trades)/209.37 (Exit Rule)/178.0989 (F-Stack 2)/240.22895 (Backtested Best)/178.696076 (Backtested Worst)/212.335916 (Backtested Avg),2027-02-17 (Farthest)/2026-03-03 (Earliest)/2026-05-26 (Avg),"-6.38%, 30 days","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 145.8), 6.38% below",30 days,No Information,No Information,No Information,No Information,No Information,15.06% above/3.02% above/6.38% below,"35.55%, 60.15%",349 days/107 days/165 days,2027-02-17/2026-03-03/2026-05-26,8.9%,18.25%,-9.36%,0.62,0.58,177.5436/212.3359/209.37/No Horizontal Resistance/146.152/178.0989,55.12/48.855/125.9496/92.3678/No F-Track Level/No F-Track Level,137.75/113.78,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-09-30 (Price: 3.37)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 3.52) (Today),"2025-11-11 (Price: 3.52), 4.45% above","92.86%, Past 20 years, 14",4.67%/12.6%,"4.45%, 30 days",27.18%/3.25%/17.61%,3.6844 (Historic Rise or Fall to Pivot)/3.9635 (Avg % Gain of Historic Winning trades)/4.39 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.285966 (Backtested Best)/3.963457 (Backtested Avg),2027-01-15 (Farthest)/2026-03-03 (Earliest)/2026-06-04 (Avg),"4.45%, 30 days","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 3.52), 4.45% above",30 days,No Information,No Information,No Information,No Information,No Information,11.75% above/11.39% above/4.45% above,"37.82%, 49.28%",326 days/107 days/171 days,2027-01-15/2026-03-03/2026-06-04,13.88%,0.95%,12.92%,0.67,0.0,3.6844/3.9635/4.39/7.985/12.7156/14.3053,2.83/2.82/3.1474/16.1988/No F-Track Level/No F-Track Level,3.09/3.1,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-09-30 (Price: 8.35)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 8.19) (Today),"2025-11-11 (Price: 8.19), 1.92% below","100.0%, Past 20 years, 9",4.16%/8.98%,"-1.92%, 30 days",44.06%/6.89%/28.09%,9.6392 (Historic Rise or Fall to Pivot)/10.6955 (Avg % Gain of Historic Winning trades)/11.56 (Exit Rule)/8.5311 (F-Stack 1)/12.0421 (F-Stack 2)/12.02901 (Backtested Best)/8.925315 (Backtested Worst)/10.695514999999999 (Backtested Avg),2027-03-19 (Farthest)/2026-04-06 (Earliest)/2026-08-23 (Avg),"-1.92%, 30 days","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 8.19), 1.92% below",30 days,No Information,No Information,No Information,No Information,No Information,1.92% below/3.67% above/1.92% below,"-0.0%, 15.01%",370 days/130 days/226 days,2027-03-19/2026-04-06/2026-08-23,27.24%,1.15%,26.09%,1.21,-0.07,9.6392/10.6955/11.56/No Horizontal Resistance/8.5311/12.0421,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level,7.19/6.05,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-30 (Price: 666.18)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 683.0) (Today),"2025-11-11 (Price: 683.0), 2.52% above","92.31%, Past 20 years, 13",1.14%/6.02%,"2.52%, 30 days",13.4%/3.69%/8.7%,725.8697 (Historic Rise or Fall to Pivot)/724.1377 (Avg % Gain of Historic Winning trades)/864.95 (Exit Rule)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/755.4481199999999 (Backtested Best)/690.762042 (Backtested Worst)/724.1376599999999 (Backtested Avg),2026-12-12 (Farthest)/2026-02-03 (Earliest)/2026-07-15 (Avg),"2.52%, 30 days","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 683.0), 2.52% above",30 days,No Information,No Information,No Information,No Information,No Information,2.52% above/2.52% above/2.52% above,"5.51%, 13.47%",303 days/87 days/199 days,2026-12-12/2026-02-03/2026-07-15,9.77%,6.65%,3.12%,1.2,0.23,725.8697/724.1377/864.95/No Horizontal Resistance/969.1148/1522.3697,554.54/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,645.85/600.46,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-09-26 (Price: 29.78)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 29.16) (Today),"2025-11-11 (Price: 29.16), 2.08% below","93.55%, Past 4 years, 31",5.59%/5.59%,"-2.08%, 32 days",7.79%/0.97%/3.39%,30.8074 (Historic Rise or Fall to Pivot)/30.7895 (Avg % Gain of Historic Winning trades)/32.7 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/32.099862 (Backtested Best)/30.789542 (Backtested Avg),2025-12-03 (Farthest),"-2.08%, 32 days","Daily, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-11 (Price: 29.16), 2.08% below",32 days,No Information,No Information,No Information,No Information,No Information,2.08% below/2.08% below/2.08% below,"15.95%, 32.85%",47 days/4 days/13 days,2025-12-03/2025-10-01/2025-10-14,29.57%,14.31%,15.27%,0.53,0.52,30.8074/30.7895/32.7/No Horizontal Resistance/33.2191/35.3948,26.95/14.992/26.0795/24.8529/No F-Track Level/No F-Track Level,27.29/24.72,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 8.01) (Today),"2025-11-11 (Price: 8.01), 2.04% above","100.0%, Past 10 years, 27",3.31%/4.24%,"2.04%, 36 days",14.03%/0.47%/6.37%,8.2755 (Historic Rise or Fall to Pivot)/8.35 (Avg % Gain of Historic Winning trades)/8.37 (Exit Rule)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.951354999999998 (Backtested Best)/8.350045 (Backtested Avg),2026-05-09 (Farthest)/2025-12-11 (Avg),"2.04%, 36 days","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-11 (Price: 8.01), 2.04% above",36 days,No Information,No Information,No Information,No Information,No Information,2.82% above/2.04% above/2.04% above,"-0.0%, 7.89%",159 days/19 days/56 days,2026-05-09/2025-10-18/2025-12-11,26.78%,8.49%,18.29%,1.22,0.31,8.2755/8.35/8.37/8.8962/11.1706/12.8535,7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level,7.64/7.98,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-09-19 (Price: 314.78)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 315.62) (Today),"2025-11-11 (Price: 315.62), 0.27% above","97.62%, Past 4 years, 42",0.41%/0.85%,"0.27%, 37 days",10.64%/1.12%/4.24%,316.9205 (Historic Rise or Fall to Pivot)/328.1267 (Avg % Gain of Historic Winning trades)/409.54 (Exit Rule)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/348.272592 (Backtested Best)/318.305536 (Backtested Worst)/328.126672 (Backtested Avg),2025-12-30 (Farthest),"0.27%, 37 days","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-11 (Price: 315.62), 0.27% above",37 days,No Information,No Information,No Information,No Information,No Information,0.27% above/0.27% above/0.27% above,"2.79%, 16.83%",71 days/4 days/19 days,2025-12-30/2025-09-24/2025-10-16,52.95%,15.43%,37.52%,1.31,0.55,316.9205/328.1267/409.54/No Horizontal Resistance/328.9175/381.492,292.91/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level,296.21/265.08,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-09-19 (Price: 38.32)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 38.1) (Today),"2025-11-11 (Price: 38.1), 0.57% below","75.86%, Past 4 years, 58",1.05%/2.87%,"-0.57%, 37 days",11.99%/0.47%/4.38%,39.5961 (Historic Rise or Fall to Pivot)/39.9984 (Avg % Gain of Historic Winning trades)/40.58 (Exit Rule)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/42.914567999999996 (Backtested Best)/38.500104 (Backtested Worst)/39.998416000000006 (Backtested Avg),2026-01-04 (Farthest),"-0.57%, 37 days","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-11 (Price: 38.1), 0.57% below",37 days,No Information,No Information,No Information,No Information,No Information,1.65% above/0.57% below/0.57% below,"35.23%, 43.46%",74 days/5 days/29 days,2026-01-04/2025-09-26/2025-10-31,0%,10.77%,0%,-0.18,0.39,39.5961/39.9984/40.58/39.1917/40.9296/48.5677,37.45/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level,37.07/36.2,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-09-17 (Price: 160.33)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 148.54) (Today),"2025-11-11 (Price: 148.54), 7.35% below","93.75%, Past 4 years, 32",8.6%/9.33%,"-7.35%, 39 days",5.36%/1.29%/2.83%,161.308 (Historic Rise or Fall to Pivot)/164.8673 (Avg % Gain of Historic Winning trades)/164.46 (Exit Rule)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/168.92368800000003 (Backtested Best)/162.398257 (Backtested Worst)/164.86733900000002 (Backtested Avg),2025-12-27 (Farthest),"-7.35%, 39 days","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-11-11 (Price: 148.54), 7.35% below",39 days,No Information,No Information,No Information,No Information,No Information,6.02% below/7.35% below/7.35% below,"6.35%, 12.85%",70 days/4 days/16 days,2025-12-27/2025-09-22/2025-10-10,24.16%,3.91%,20.26%,0.76,0.08,161.308/164.8673/164.46/179.4533/186.6499/209.3631,156.83/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level,156.22/163.68,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2025-09-14 (Price: 33.67)",Weekly,No Price Target,2025-11-09 (Earliest),2025-11-11 (Price: 31.61) (Today),"2025-11-11 (Price: 31.61), 6.12% below","80.0%, Past 10 years, 10",17.46%/22.14%,"-6.12%, 41 days",21.39%/10.27%/15.47%,38.8787 (Avg % Gain of Historic Winning trades)/38.61 (Exit Rule)/92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/40.872013 (Backtested Best)/37.127909 (Backtested Worst)/38.878749000000006 (Backtested Avg),2026-03-12 (Farthest)/2025-12-25 (Avg),"-6.12%, 41 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-11 (Price: 31.61), 6.12% below",41 days,No Information,No Information,No Information,No Information,No Information,1.74% above/8.11% below/6.12% below,"63.97%, 76.21%",124 days/39 days/71 days,2026-03-12/2025-11-09/2025-12-25,-8.46%,4.34%,-12.8%,-0.14,0.25,35.2357/38.8787/38.61/92.73/97.2627/102.2552,30.91/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.05/35.72,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-09-14 (Price: 459.32)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 479.41) (Today),"2025-11-11 (Price: 479.41), 4.37% above","100.0%, Past 10 years, 28",1.28%/4.09%,"4.37%, 41 days",8.64%/1.23%/3.89%,485.54 (Exit Rule)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/499.005248 (Backtested Best),2026-07-13 (Farthest)/2026-01-18 (Avg),"4.37%, 41 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-11 (Price: 479.41), 4.37% above",41 days,No Information,No Information,No Information,No Information,No Information,5.37% above/4.37% above/4.37% above,"-0.0%, 14.86%",209 days/19 days/87 days,2026-07-13/2025-10-11/2026-01-18,10.29%,9.9%,0.39%,1.56,0.44,470.6652/477.1875/485.54/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,448.29/432.0,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-09-14 (Price: 236.56)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 211.77) (Today),"2025-11-11 (Price: 211.77), 10.48% below","93.48%, Past 10 years, 46",13.84%/16.11%,"-10.48%, 41 days",19.54%/1.91%/8.14%,245.8805 (Historic Rise or Fall to Pivot)/255.816 (Avg % Gain of Historic Winning trades)/254.06 (Exit Rule)/256.6133 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/282.783824 (Backtested Best)/241.07829599999997 (Backtested Worst)/255.815984 (Backtested Avg),2026-08-04 (Farthest)/2025-12-20 (Avg),"-10.48%, 41 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-11 (Price: 211.77), 10.48% below",41 days,No Information,No Information,No Information,No Information,No Information,10.48% below/10.02% below/10.48% below,"14.41%, 50.63%",224 days/19 days/67 days,2026-08-04/2025-10-11/2025-12-20,14.54%,25.41%,-10.87%,1.13,0.93,245.8805/255.816/254.06/256.6133/367.2583/388.6839,187.77/198.575/229.0045/147.1212/No F-Track Level/No F-Track Level,212.91/215.55,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-09-10 (Price: 328.33)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 236.15) (Today),"2025-11-11 (Price: 236.15), 28.08% below","100.0%, Past 4 years, 23",40.05%/45.54%,"-28.08%, 44 days",13.62%/0.73%/4.68%,348.982 (Historic Rise or Fall to Pivot)/343.6958 (Avg % Gain of Historic Winning trades)/379.2 (Exit Rule)/376.1425 (F-Stack 2)/373.048546 (Backtested Best)/330.726809 (Backtested Worst)/343.69584399999997 (Backtested Avg),2025-12-18 (Farthest),"-28.08%, 44 days","Daily, is CONFIRMED on 2025-09-10",Already confirmed,"2025-11-11 (Price: 236.15), 28.08% below",44 days,No Information,No Information,No Information,No Information,No Information,2.22% below/28.08% below/28.08% below,"-0.0%, 11.99%",69 days/4 days/13 days,2025-12-18/2025-09-15/2025-09-28,117.64%,28.8%,88.84%,1.16,0.91,348.982/343.6958/379.2/No Horizontal Resistance/265.6307/376.1425,223.0/82.7925/233.7381/167.1709/No F-Track Level/No F-Track Level,241.86/184.4,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-09-09 (Price: 38.3)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 38.1) (Today),"2025-11-11 (Price: 38.1), 0.52% below","75.86%, Past 4 years, 58",2.87%/3.87%,"-0.52%, 45 days",11.99%/0.47%/4.38%,39.5754 (Historic Rise or Fall to Pivot)/39.9775 (Avg % Gain of Historic Winning trades)/40.16 (Exit Rule)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/42.89216999999999 (Backtested Best)/39.97754 (Backtested Avg),2025-12-25 (Farthest),"-0.52%, 45 days","Daily, is CONFIRMED on 2025-09-09",Already confirmed,"2025-11-11 (Price: 38.1), 0.52% below",45 days,No Information,No Information,No Information,No Information,No Information,0.55% above/0.52% below/0.52% below,"35.23%, 43.46%",74 days/5 days/29 days,2025-12-25/2025-09-16/2025-10-21,0%,10.77%,0%,-0.18,0.39,39.5754/39.9775/40.16/39.1917/40.9296/48.5677,36.6/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level,36.85/36.21,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-09-07 (Price: 647.24)",Weekly,No Price Target,2025-11-09 (Earliest),2025-11-11 (Price: 683.0) (Today),"2025-11-11 (Price: 683.0), 5.52% above","90.48%, Past 10 years, 21",2.74%/4.46%,"5.52%, 46 days",10.23%/0.46%/4.63%,701.7376 (Historic Rise or Fall to Pivot)/969.1148 (Exit Rule)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/713.4526520000001 (Backtested Best),2026-03-05 (Farthest)/2025-12-24 (Avg),"5.52%, 46 days","Weekly, was CONFIRMED on 2025-09-07",Already confirmed,"2025-11-11 (Price: 683.0), 5.52% above",46 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,"5.53%, 12.25%",124 days/44 days/75 days,2026-03-05/2025-11-09/2025-12-24,8.38%,12.23%,-3.85%,0.78,0.56,701.7376/677.2072/969.1148/No Horizontal Resistance/969.1148/1522.3697,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,666.73/612.07,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-09-05 (Price: 37.89)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 38.1) (Today),"2025-11-11 (Price: 38.1), 0.55% above","75.86%, Past 4 years, 58",2.31%/2.76%,"0.55%, 47 days",11.99%/0.47%/4.38%,39.1517 (Historic Rise or Fall to Pivot)/39.5496 (Avg % Gain of Historic Winning trades)/38.98 (Exit Rule)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/42.43301099999999 (Backtested Best)/39.549582 (Backtested Avg),2025-12-21 (Farthest),"0.55%, 47 days","Daily, is CONFIRMED on 2025-09-05",Already confirmed,"2025-11-11 (Price: 38.1), 0.55% above",47 days,No Information,No Information,No Information,No Information,No Information,0.55% above/0.55% above/0.55% above,"35.23%, 43.46%",74 days/5 days/29 days,2025-12-21/2025-09-12/2025-10-17,0%,10.77%,0%,-0.18,0.39,39.1517/39.5496/38.98/39.1917/40.9296/48.5677,36.6/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level,36.79/36.2,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-09-04 (Price: 1257.48)",Daily,No Price Target,No Date Target,2025-11-11 (Price: 1136.4399) (Today),"2025-11-11 (Price: 1136.4399), 9.63% below","85.71%, Past 4 years, 21",11.15%/12.53%,"-9.63%, 48 days",7.16%/0.45%/3.8%,1278.8572 (Historic Rise or Fall to Pivot)/1305.2642 (Avg % Gain of Historic Winning trades)/1286.99 (Exit Rule)/1393.524 (F-Stack 1)/1524.2919 (F-Stack 2)/1347.5155680000003 (Backtested Best)/1263.1386599999998 (Backtested Worst)/1305.26424 (Backtested Avg),2025-11-29 (Farthest),"-9.63%, 48 days","Daily, is CONFIRMED on 2025-09-04",Already confirmed,"2025-11-11 (Price: 1136.4399), 9.63% below",48 days,No Information,No Information,No Information,No Information,No Information,7.32% below/9.63% below/9.63% below,"0.56%, 20.2%",60 days/4 days/24 days,2025-11-29/2025-09-09/2025-10-08,30.5%,24.78%,5.72%,1.11,0.78,1278.8572/1305.2642/1286.99/No Horizontal Resistance/1393.524/1524.2919,1147.87/348.6633/1163.1821/1008.8519/No F-Track Level/No F-Track Level,1228.55/1060.43,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
