Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
PULSEGAUGE,"DOL.TO, Long, 2025-07-06 (Price: 190.96)",Weekly,No Exit Yet,199.6869 (Historic Rise or Fall to Pivot),No Date Target,15.1%/16.36%,"4.28%, 4.7 months","2025-11-25 (Price: 199.13), 4.28% above",231.7109 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/237.9362 (Backtested Best)/229.1902 (Backtested Worst),2026-06-09 (Max)/2026-01-04 (Avg),133.34/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/176.14,"100.0%, Past 16 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,24.6%/20.02%/21.34%,"-0.0%, 10.31%",7.8 months/1.3 month/4.2 months,34.17%,27.78%,6.39%,1.03,1.22,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"IFT.NZ, Long, 2025-07-06 (Price: 10.77)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Min),10.19%/11.17%,"9.38%, 4.7 months","2025-11-25 (Price: 11.78), 9.38% above",13.0963 (Avg % Gain of Historic Winning trades)/18.927 (Exit Rule)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/13.3333 (Backtested Best)/12.98 (Backtested Worst),2027-02-03 (Max)/2025-11-26 (Min)/2026-08-21 (Avg),10.28/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No Moving Avg Support,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,23.8%/20.52%/21.6%,"15.21%, 21.03%",1.1 year/3.3 months/9.5 months,11.23%,12.72%,-1.49%,0.63,0.53,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"TWR.NZ, Long, 2025-07-06 (Price: 1.6)",Weekly,2025-11-25 (Price: 1.935) (Today),1.92 (Backtested Worst),No Date Target,6.99%/20.8%,"20.94%, 4.7 months","2025-11-25 (Price: 1.935), 20.94% above",2.0702 (Avg % Gain of Historic Winning trades)/7.3695 (Exit Rule)/7.3695 (F-Stack 1)/7.9211 (F-Stack 2)/2.3374 (Backtested Best),2027-02-25 (Max)/2026-01-20 (Avg),1.35/0.6344/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,46.09%/20.0%/29.39%,"19.52%, 29.37%",1.1 year/1.1 month/4.6 months,17.75%,-4.18%,21.93%,0.48,-0.09,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"SONY, Long, 2025-07-06 (Price: 25.58)",Weekly,No Exit Yet,No Price Target,2025-11-23 (Avg),7.07%/9.03%,"13.41%, 4.7 months","2025-11-25 (Price: 29.01), 13.41% above",31.6297 (Avg % Gain of Historic Winning trades)/33.2191 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/34.1288 (Backtested Best)/31.0618 (Backtested Worst),2026-04-27 (Max),21.82/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/No Moving Avg Support,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,33.42%/21.43%/23.65%,"25.75%, 32.11%",6.8 months/9 days/3.2 months,24.86%,2.16%,22.7%,0.37,0.11,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"DIS, Long, 2025-07-06 (Price: 124.0)",Weekly,2025-11-23 (Price: 104.28),No Price Target,No Date Target,24.83%/46.27%,"-17.79%, 4.7 months","2025-11-25 (Price: 101.94), 17.79% below",127.2488 (Historic Rise or Fall to Pivot)/151.404 (Avg % Gain of Historic Winning trades)/207.5364 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/155.9052 (Backtested Best)/149.11 (Backtested Worst),2027-06-28 (Max)/2026-06-02 (Avg),83.53/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/109.85,"76.47%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,25.73%/20.25%/22.1%,"25.68%, 34.0%",1.4 year/29 days/7.6 months,2.4%,5.15%,-2.74%,0.06,0.17,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"INDY, Long, 2025-07-06 (Price: 54.46)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Min),4.88%/14.22%,"-2.07%, 4.7 months","2025-11-25 (Price: 53.33), 2.07% below",55.9304 (Historic Rise or Fall to Pivot)/66.1417 (Avg % Gain of Historic Winning trades)/60.9145 (Exit Rule)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/68.1295 (Backtested Best)/65.4065 (Backtested Worst),2026-07-16 (Max)/2025-11-26 (Min)/2026-04-01 (Avg),47.57/40.73/48.7816/37.969/No F-Track Level/No F-Track Level/51.91,"90.0%, Past 16 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,25.1%/20.1%/21.45%,"15.01%, 16.13%",8.6 months/3.3 months/6.2 months,19.26%,4.76%,14.5%,0.58,0.13,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"BTC-USD, Long, 2025-07-06 (Price: 109232.0703)",Weekly,2025-11-23 (Price: 86805.0078),No Price Target,2025-11-26 (Max),40.83%/50.52%,"-19.96%, 4.7 months","2025-11-25 (Price: 87432.1719), 19.96% below",123126.3896 (Historic Rise or Fall to Pivot)/136987.9394 (Avg % Gain of Historic Winning trades)/145442.5016 (Backtested Best)/131602.7983 (Backtested Worst),2025-11-26 (Max),78214.48/18304.4229/87809.6423/72214.6916/No F-Track Level/No F-Track Level/No Moving Avg Support,"87.5%, Past 11 years, 8",No Information,No Information,No Information,No Information,No Information,No Information,33.15%/20.48%/25.41%,"15.02%, 15.64%",3.3 months/9 days/1.5 month,144.79%,63.87%,80.93%,0.46,1.51,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-06-30 (Price: 11.25)",Monthly,No Exit Yet,12.8554 (Historic Rise or Fall to Pivot),No Date Target,3.81%/3.81%,"12.89%, 4.9 months","2025-11-25 (Price: 12.7), 12.89% above",13.1839 (Avg % Gain of Historic Winning trades)/14.49 (Exit Rule)/13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/13.1839 (Backtested Best)/13.1839 (Backtested Worst),2028-05-02 (Max)/2028-05-02 (Max)/2028-05-02 (Max),10.78/9.1367/11.0645/43.9323/No F-Track Level/No F-Track Level/No Moving Avg Support,"91.67%, Past 14 years, 12",No Information,No Information,No Information,"50% (Price: 10.74), 18.25% above, Upmove Bounce Back","2023-04-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",No Information,17.19%/17.19%/17.19%,"0.66%, 38.9%",2.0 year/2.0 year/2.0 year,4.38%,16.24%,-11.86%,0.29,0.61,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",Monthly,2025-11-25 (Price: 7.72) (Today),No Price Target,No Date Target,9.17%/10.51%,"17.33%, 4.9 months","2025-11-25 (Price: 7.72), 17.33% above",8.4283 (Avg % Gain of Historic Winning trades)/8.67 (Exit Rule)/8.5311 (F-Stack 1)/12.0421 (F-Stack 2)/9.4791 (Backtested Best),2026-12-17 (Max)/2026-01-04 (Min)/2026-05-23 (Avg),3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level/5.37,"100.0%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,25.53% above/17.33% above/17.33% above,44.06%/6.89%/28.09%,"-0.0%, 15.01%",1.0 year/4.3 months/7.5 months,27.24%,1.15%,26.09%,1.21,-0.07,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Avg),2.88%/7.86%,"-1.75%, 5.0 months","2025-11-25 (Price: 989.8), 1.75% below",1071.1208 (Historic Rise or Fall to Pivot)/1067.5948 (Avg % Gain of Historic Winning trades)/1152.92 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1127.2358 (Backtested Best)/1018.3305 (Backtested Worst),2026-11-23 (Max)/2025-11-26 (Avg),818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/892.58,"100.0%, Past 10 years, 31",No Information,No Information,No Information,No Information,No Information,0.76% above/1.75% below/1.75% below,11.89%/1.08%/5.97%,"-0.0%, 23.57%",11.8 months/19 days/3.5 months,11.86%,15.07%,-3.2%,1.45,0.63,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",Weekly,2025-11-23 (Price: 9.6),No Price Target,No Date Target,9.47%/15.97%,"6.0%, 5.9 months","2025-11-25 (Price: 9.71), 6.0% above",11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.6293 (Backtested Best),2026-03-23 (Max),8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level/8.87,"100.0%, Past 10 years, 26",No Information,No Information,No Information,No Information,No Information,6.0% above/6.0% above/6.0% above,16.04%/1.09%/5.37%,"-0.0%, 16.12%",6.8 months/24 days/2.6 months,15.41%,3.65%,11.76%,1.66,0.08,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2025-11-28 (Avg),55.66%/77.48%,"-16.44%, 5.9 months","2025-11-25 (Price: 87432.1719), 16.44% below",290297.4636 (Historic Rise or Fall to Pivot)/332895.6316 (Avg % Gain of Historic Winning trades)/161744.31 (Exit Rule)/136097.3501 (F-Stack 2)/468339.1802 (Backtested Best)/155178.2931 (Backtested Worst),2025-12-06 (Max)/2025-11-28 (Avg),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,7.19% below/16.44% below/16.44% below,347.58%/48.3%/218.14%,"-0.0%, 15.0%",4.4 months/3.6 months/4.2 months,256.42%,64.47%,191.95%,1.22,1.44,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-05-31 (Price: 94.77)",Monthly,2025-10-31 (Price: 115.16),116.24 (Exit Rule)/115.1645 (Backtested Best),No Date Target,10.25%/30.27%,"23.15%, 5.9 months","2025-11-24 (Price: 116.71), 23.15% above",128.6672 (F-Stack 1)/152.0396 (F-Stack 2),2026-09-16 (Max)/2026-02-28 (Avg),75.2/73.6233/83.3451/69.6282/No F-Track Level/No F-Track Level/82.55,"88.24%, Past 20 years, 17",No Information,No Information,No Information,No Information,No Information,32.49% above/23.15% above/23.15% above,21.52%/1.04%/11.02%,"18.56%, 26.48%",10.9 months/2.9 months/6.3 months,7.3%,7.14%,0.16%,0.86,0.25,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,No Exit Yet,201.8101 (Avg % Gain of Historic Winning trades),No Date Target,10.52%/17.01%,"12.82%, 5.9 months","2025-11-24 (Price: 199.13), 12.82% above",233.0 (Exit Rule)/294.0831 (F-Stack 2)/220.0779 (Backtested Best),2026-06-11 (Max)/2026-01-24 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 12",No Information,No Information,No Information,No Information,No Information,12.82% above/12.82% above/12.82% above,24.69%/2.92%/14.34%,"-0.0%, 12.12%",8.7 months/3.6 months/5.5 months,19.68%,27.97%,-8.29%,1.55,1.28,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-05-18 (Price: 197.98)",Weekly,No Exit Yet,No Price Target,2025-11-20 (Max),18.18%/18.18%,"-11.19%, 6.4 months","2025-11-24 (Price: 175.83), 11.19% below",207.7998 (Historic Rise or Fall to Pivot)/223.361 (Avg % Gain of Historic Winning trades)/207.8 (Exit Rule)/225.9867 (Horizontal)/222.5978 (F-Stack 1)/243.8843 (F-Stack 2)/252.9788 (Backtested Best),No Next Date Target,155.11/125.3967/177.4966/151.1683/No F-Track Level/No F-Track Level/166.06,"80.0%, Past 10 years, 15",No Information,No Information,No Information,No Information,No Information,8.63% below/11.19% below/11.19% below,27.78%/2.64%/12.82%,"19.41%, 30.73%",4.3 months/24 days/2 months,15.69%,24.7%,-9.01%,0.48,0.8,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
SIGMASHELL,"SUM.NZ, Long, 2025-04-01 (Price: 11.26)",Daily,2025-11-21 (Price: 12.55),No Price Target,No Date Target,5.08%/10.13%,"12.79%, 7.9 months","2025-11-25 (Price: 12.7), 12.79% above",19.8479 (Exit Rule)/13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/13.986 (Backtested Best),No Next Date Target,11.25/9.1367/11.0645/43.9323/No F-Track Level/No F-Track Level/No Moving Avg Support,"72.73%, Past 5 years, 11","-12.17, 65.0",No Information,No Information,No Information,No Information,No Information,24.21%/2.02%/11.32%,"14.49%, 34.68%",4.3 months/1.2 month/1.9 month,10.12%,15.85%,-5.73%,0.43,0.62,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Monthly,No Exit Yet,29.38 (Exit Rule),No Date Target,13.22%/14.51%,"14.26%, 8.0 months","2025-11-24 (Price: 29.01), 14.26% above",32.8445 (Avg % Gain of Historic Winning trades)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/37.6204 (Backtested Best),2026-10-16 (Max)/2026-02-03 (Avg),16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,"75.0%, Past 20 years, 20",No Information,No Information,No Information,No Information,No Information,31.8% above/14.26% above/14.26% above,48.17%/7.34%/29.36%,"31.07%, 31.13%",1.1 year/3.6 months/7.1 months,10.26%,2.49%,7.77%,0.63,0.12,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"SOXX, Long, 2025-03-16 (Price: 201.12)",Weekly,2025-11-23 (Price: 270.83),No Price Target,No Date Target,6.6%/16.63%,"40.56%, 8.5 months","2025-11-25 (Price: 282.7), 40.56% above",329.7161 (Avg % Gain of Historic Winning trades)/301.3628 (F-Stack 2)/572.0657 (Backtested Best),2028-07-27 (Max)/2026-01-19 (Min)/2027-01-08 (Avg),198.39/95.6666/161.2/103.2303/No F-Track Level/No F-Track Level/No Moving Avg Support,"100.0%, Past 15 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,184.44%/3.33%/63.94%,"-0.0%, 33.46%",2.4 years/7.1 months/1.3 year,18.84%,20.64%,-1.8%,0.8,0.78,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
BAND MATRIX,"NA.TO, Long, 2025-02-23 (Price: 124.43)",Weekly,No Exit Yet,165.2679 (Avg % Gain of Historic Winning trades),No Date Target,15.28%/22.9%,"31.52%, 9.2 months","2025-11-25 (Price: 163.65), 31.52% above",188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/201.1287 (Backtested Best),2028-12-05 (Max)/2025-12-08 (Min)/2027-03-13 (Avg),106.39/73.9933/119.9028/88.8057/No F-Track Level/No F-Track Level/No Moving Avg Support,"100.0%, Past 15 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,61.64%/4.69%/32.82%,"-0.0%, 42.56%",2.6 years/6.6 months/1.4 year,11.98%,10.84%,1.14%,1.17,0.44,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,No Exit Yet,No Price Target,2025-11-20 (Avg),15.6%/15.83%,"3.14%, 11.0 months","2025-11-24 (Price: 226.28), 3.14% above",262.1052 (Historic Rise or Fall to Pivot)/306.4659 (Avg % Gain of Historic Winning trades)/295.59 (Exit Rule)/434.4361 (Backtested Best)/261.5787 (Backtested Worst),2026-10-21 (Max),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 18",No Information,No Information,No Information,No Information,No Information,8.85% above/3.14% above/3.14% above,98.02%/19.23%/39.69%,"-0.0%, 23.74%",1.3 year/4.3 months/7.5 months,18.63%,23.05%,-4.42%,1.48,0.71,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"SJ.TO, Long, 2024-11-10 (Price: 72.37)",Weekly,No Exit Yet,84.9567 (Horizontal),No Date Target,11.26%/12.87%,"16.32%, 1.1 year","2025-11-25 (Price: 84.18), 16.32% above",110.0675 (Avg % Gain of Historic Winning trades)/93.66 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/155.6679 (Backtested Best),2026-05-20 (Max),62.46/38.7075/66.807/60.0601/No F-Track Level/No F-Track Level/No Moving Avg Support,"80.0%, Past 15 years, 5",No Information,No Information,No Information,No Information,No Information,No Information,115.1%/12.67%/52.09%,"3.15%, 49.7%",1.1 year/3.6 months/8.1 months,11.24%,17.49%,-6.25%,0.59,0.68,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
TRENDPULSE,"ASHR, Long, 2024-10-06 (Price: 32.82)",Weekly,2025-11-25 (Price: 31.85),No Price Target,No Date Target,6.9%/11.46%,"-2.96%, 1.2 year","2025-11-24 (Price: 31.85), 2.96% below",34.0475 (Historic Rise or Fall to Pivot)/36.4171 (Avg % Gain of Historic Winning trades)/35.5 (Exit Rule)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2)/40.9298 (Backtested Best),No Next Date Target,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.97,"75.76%, Past 10 years, 33",No Information,No Information,No Information,No Information,No Information,16.54% above/2.96% below/2.96% below,24.71%/0.16%/10.96%,"38.84%, 52.68%",7.3 months/19 days/3.2 months,2.29%,2.49%,-0.19%,0.16,0.06,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
OSCILLATOR DELTA,"BRK-B, Short, 2025-11-19 (Price: 501.26)",Daily,2025-11-20 (Price: 501.12),No Price Target,2025-11-20 (Min)/2025-11-24 (Avg),-47.21%/-11.43%,"-1.31%, 3 days","2025-11-24 (Price: 507.81), 1.31% above",497.2499 (Historic Rise or Fall to Pivot)/495.9968 (Avg % Gain of Historic Winning trades)/496.62 (Exit Rule)/268.082 (Horizontal)/491.88 (F-Stack 1)/449.7662 (F-Stack 2)/496.99 (Moving Avg),2025-12-13 (Max),No Recent Maxima/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/No Moving Avg Support,"89.8%, Past 6 years, 49",No Information,No Information,No Information,No Information,No Information,No Information,4.28%/0.01%/1.05%,"4.75%, 6.36%",17 days/1 day/4 days,25.34%,5.1%,20.24%,0.17,0.56,83.33%/18/4 days (Across ALL Assets),62.86%/35/4 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,No Exit Yet,186.14 (Exit Rule),No Date Target,-37.46%/-29.77%,"13.51%, 1.9 month","2025-11-24 (Price: 186.9), 13.51% below",170.1787 (Avg % Gain of Historic Winning trades)/116.89 (Horizontal)/131.2534 (F-Stack 2),2026-04-07 (Max)/2026-03-05 (Min)/2026-03-18 (Avg),278.08/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/250.82,"88.89%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,23.37% below/13.51% below/13.51% below,25.37%/7.99%/21.25%,"21.18%, 25.96%",4.4 months/3.6 months/3.9 months,35.0%,5.4%,29.6%,0.54,0.45,100.0%/1/9.4 months (Across ALL Assets),0.0%/4/3.7 months (Across ALL Assets)
