Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-11-10 (Price: 316.89)",No Exit Yet,"-4.19%, 4 days","97.62%, Past 4 years, 42","Daily, is CONFIRMED on 2025-11-10",Already confirmed,"2025-11-14 (Price: 303.61), 4.19% below",4 days,No Information,No Information,No Information,No Information,No Information,3.37% below/4.19% below/4.19% below,10.64%/1.12%/4.24%,"2.79%, 16.83%",71 days/4 days/19 days,2026-02-20/2025-11-15/2025-12-07,52.95%,15.43%,37.52%,1.31,0.55,319.0449/330.3261/403.26/No Horizontal Resistance/328.9175/381.492,294.11/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level,306.49/276.27,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-11-10 (Price: 38.12)",No Exit Yet,"-1.13%, 4 days","75.86%, Past 4 years, 58","Daily, is CONFIRMED on 2025-11-10",Already confirmed,"2025-11-14 (Price: 37.69), 1.13% below",4 days,No Information,No Information,No Information,No Information,No Information,2.1% below/1.13% below/1.13% below,11.99%/0.47%/4.38%,"35.23%, 43.46%",74 days/5 days/29 days,2026-02-25/2025-11-17/2025-12-22,0%,10.77%,0%,-0.18,0.39,39.3894/39.7897/38.56/39.1438/40.9296/48.5677,35.0/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level,37.08/36.0,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"ENZL, Long, 2025-11-10 (Price: 45.68)",No Exit Yet,"-1.83%, 4 days","100.0%, Past 5 years, 24","Daily, was CONFIRMED on 2025-11-10",Already confirmed,"2025-11-14 (Price: 44.845), 1.83% below",4 days,No Information,No Information,No Information,"50% (Price: 45.885), 2.27% below, Upmove Bounce Back","2025-08-27 (Price: 44.43), 2025-10-03 (Price: 47.34)",No Information,5.53%/5.53%/5.53%,"-0.0%, 6.88%",169 days/169 days/169 days,2026-07-12/2026-07-12/2026-07-12,8.46%,-5.38%,13.84%,0.16,-0.44,45.6663/48.2061/47.43/65.1933/79.7363/84.688,45.33/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,45.99/44.79,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
DELTADRIFT,"META, Long, 2025-11-10 (Price: 631.76)",No Exit Yet,"-3.53%, 4 days","75.0%, Past 4 years, 8","Daily, was CONFIRMED on 2025-11-10",Already confirmed,"2025-11-14 (Price: 609.46), 3.53% below",4 days,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/8.73%,"19.19%, 19.41%",17 days/1 days/7 days,2025-12-04/2025-11-11/2025-11-20,6.71%,17.48%,-10.77%,0.15,0.58,698.2212/686.9126/692.57/No Horizontal Resistance/842.484/1305.5879,618.94/280.19/556.264/2054.9119/No F-Track Level/No F-Track Level,713.72/677.46,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2025-11-10 (Price: 240.83)",No Exit Yet,"-7.47%, 4 days","71.43%, Past 4 years, 7","Daily, was CONFIRMED on 2025-11-10",Already confirmed,"2025-11-14 (Price: 222.85), 7.47% below",4 days,No Information,No Information,No Information,No Information,No Information,No Information,4.11%/1.84%/3.09%,"17.33%, 17.33%",20 days/3 days/7 days,2025-12-08/2025-11-14/2025-11-20,-5.14%,28.08%,-33.22%,-0.21,0.86,271.7285/248.2716/260.0/No Horizontal Resistance/300.069/376.1425,239.26/82.7925/233.7381/208.7793/No F-Track Level/No F-Track Level,279.51/209.46,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"BPCL.NS, Long, 2025-11-09 (Price: 367.15)",No Exit Yet,"1.09%, 4 days","81.25%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2025-11-14 (Price: 371.15), 1.09% above",4 days,No Information,No Information,No Information,No Information,No Information,4.02% above/1.09% above/1.09% above,29.59%/1.78%/11.46%,"32.02%, 47.09%",174 days/19 days/61 days,2026-07-19/2025-12-06/2026-02-05,12.02%,12.45%,-0.44%,0.38,0.44,385.3239/409.2254/453.04/No Horizontal Resistance/372.4081/393.108,308.2/145.35/353.1485/295.7614/No F-Track Level/No F-Track Level,334.31/308.45,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2025-11-09 (Price: 83.75)",No Exit Yet,"1.34%, 4 days","93.94%, Past 10 years, 33","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2025-11-14 (Price: 84.87), 1.34% above",4 days,No Information,No Information,No Information,No Information,No Information,1.34% above/1.34% above/1.34% above,23.9%/1.55%/9.36%,"6.63%, 46.57%",259 days/24 days/49 days,2026-11-19/2025-12-13/2026-01-18,20.93%,17.49%,3.44%,1.4,0.68,88.8671/91.589/85.08/84.3925/95.0177/123.2166,76.55/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,79.48/74.69,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2025-11-09 (Price: 188.15)",No Exit Yet,"1.07%, 4 days","91.01%, Past 10 years, 89","Weekly, was CONFIRMED on 2025-11-09",Already confirmed,"2025-11-14 (Price: 190.17), 1.07% above",4 days,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.47%/39.14%,"45.09%, 51.99%",174 days/44 days/82 days,2026-07-19/2026-01-11/2026-03-07,49.18%,72.17%,-22.99%,0.82,1.91,250.7475/261.7919/239.8943/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level,185.61/151.19,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2025-11-08 (Price: 3400.376)",No Exit Yet,"-4.93%, 3 days","90.91%, Past 4 years, 11","Daily, was CONFIRMED on 2025-11-08",Already confirmed,"2025-11-13 (Price: 3232.7571), 4.93% below",3 days,No Information,No Information,No Information,No Information,No Information,No Information,18.77%/4.94%/10.33%,"24.06%, 28.71%",24 days/0 days/8 days,2025-12-12/2025-11-08/2025-11-19,25.9%,-3.87%,29.77%,0.6,0.18,3598.6179/3751.6348/3675.13/4922.7188/4887.278/5344.0381,3292.57/1370.4997/2637.9184/2471.5754/No F-Track Level/No F-Track Level,3944.62/3447.43,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-11-07 (Price: 89.54)",2025-11-14 (Price: 92.02) (Today),"2.77%, 5 days","93.75%, Past 4 years, 32","Daily, is CONFIRMED on 2025-11-07",Already confirmed,"2025-11-14 (Price: 92.02), 2.77% above",5 days,No Information,No Information,No Information,No Information,No Information,4.25% above/2.77% above/2.77% above,7.08%/0.4%/4.15%,"17.64%, 40.87%",85 days/4 days/18 days,2026-03-10/2025-11-12/2025-12-03,35.75%,6.1%,29.65%,0.6,0.24,92.2889/93.2559/89.64/98.445/108.2743/117.7423,87.19/45.695/89.0231/74.9996/No F-Track Level/No F-Track Level,88.4/86.85,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"IEI, Long, 2025-11-07 (Price: 119.6)",No Exit Yet,"-0.15%, 5 days","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2025-11-07",Already confirmed,"2025-11-14 (Price: 119.42), 0.15% below",5 days,No Information,No Information,No Information,"23.66% (Price: 119.0217), 0.33% above, Upmove Bounce Back","2025-01-13 (Price: 114.51), 2025-10-21 (Price: 120.42)",No Information,2.05%/1.95%/2.0%,"0.03%, 4.21%",139 days/125 days/132 days,2026-05-27/2026-05-07/2026-05-17,1.93%,-2.06%,3.99%,0.33,-1.37,119.7196/121.992/123.15/129.9625/No Next Fib Ext/No Next Fib Ext,119.13/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,119.74/118.35,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"TLT, Long, 2025-11-07 (Price: 89.57)",No Exit Yet,"-0.78%, 5 days","94.12%, Past 5 years, 17","Daily, was CONFIRMED on 2025-11-07",Already confirmed,"2025-11-14 (Price: 88.87), 0.78% below",5 days,No Information,No Information,No Information,"23.66% (Price: 90.0866), 1.35% below, Upmove Bounce Back","2025-05-22 (Price: 83.3), 2025-10-21 (Price: 92.19)",No Information,2.82%/2.82%/2.82%,"0.03%, 10.65%",182 days/182 days/182 days,2026-07-28/2026-07-28/2026-07-28,2.67%,-10.72%,13.39%,0.18,-0.89,89.1311/92.0959/94.9/153.2067/188.2386/214.0466,88.96/83.3033/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,90.03/88.36,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
OSCILLATOR DELTA,"NVO, Long, 2025-11-06 (Price: 46.51)",2025-11-11 (Price: 49.15),"5.68%, 3 days","85.29%, Past 6 years, 34","Daily, is Confirmed on 2025-11-06",No Cancellation Possible,"2025-11-14 (Price: 48.26), 3.76% above",6 days,No Information,No Information,No Information,No Information,No Information,No Information,20.58%/5.09%/7.82%,"12.67%, 17.77%",185 days/1 days/24 days,2026-07-31/2025-11-07/2025-12-10,29.88%,9.58%,20.3%,0.26,0.35,48.1844/50.1471/48.84/139.01/157.4212/215.5132,No Recent Minima/45.4025/45.3824/37.3162/No F-Track Level/No F-Track Level,54.55/65.4,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
TRENDPULSE,"LYFT, Long, 2025-11-06 (Price: 21.25)",2025-11-13 (Price: 23.8),"12.0%, 5 days","91.43%, Past 4 years, 35","Daily, is CONFIRMED on 2025-11-06",Already confirmed,"2025-11-14 (Price: 23.14), 8.89% above",6 days,No Information,No Information,No Information,No Information,No Information,15.24% above/8.89% above/8.89% above,46.32%/1.28%/12.74%,"52.91%, 72.52%",77 days/4 days/24 days,2026-02-25/2025-11-11/2025-12-10,43.3%,-10.85%,54.15%,0.48,0.14,22.4145/23.9572/22.2/57.19/81.0416/101.3843,19.42/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,20.17/15.49,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-11-06 (Price: 94.3)",2025-11-14 (Price: 98.86) (Today),"4.84%, 6 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-11-06",Already confirmed,"2025-11-14 (Price: 98.86), 4.84% above",6 days,No Information,No Information,No Information,No Information,No Information,6.59% above/4.84% above/4.84% above,5.58%/0.68%/1.93%,"8.41%, 20.52%",87 days/4 days/29 days,2026-03-12/2025-11-11/2025-12-18,12.0%,7.54%,4.46%,0.55,0.28,95.3656/96.12/97.73/No Horizontal Resistance/100.0174/110.0139,90.97/65.915/87.7591/70.617/No F-Track Level/No F-Track Level,90.83/88.83,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-11-05 (Price: 283.07)",2025-11-13 (Price: 287.43),"1.54%, 6 days","100.0%, Past 4 years, 24","Daily, is CONFIRMED on 2025-11-05",Already confirmed,"2025-11-14 (Price: 285.72), 0.94% above",7 days,No Information,No Information,No Information,No Information,No Information,4.95% above/0.94% above/0.94% above,20.78%/1.46%/5.76%,"-0.0%, 12.09%",62 days/4 days/17 days,2026-02-02/2025-11-10/2025-11-29,113.25%,11.5%,101.74%,0.99,0.41,295.7232/299.3748/294.27/No Horizontal Resistance/372.972/399.3723,260.58/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level,265.96/263.4,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"LYFT, Long, 2025-11-03 (Price: 20.95)",2025-11-13 (Price: 23.8),"13.6%, 8 days","91.43%, Past 4 years, 35","Daily, is CONFIRMED on 2025-11-03",Already confirmed,"2025-11-14 (Price: 23.14), 10.45% above",9 days,No Information,No Information,No Information,No Information,No Information,13.1% above/10.45% above/10.45% above,46.32%/1.28%/12.74%,"52.91%, 72.52%",77 days/4 days/24 days,2026-02-22/2025-11-08/2025-12-07,43.3%,-10.85%,54.15%,0.48,0.14,22.0981/23.619/22.35/57.19/81.0416/101.3843,19.75/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,19.96/15.39,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-11-03 (Price: 182.6)",2025-11-13 (Price: 194.07),"6.28%, 8 days","100.0%, Past 4 years, 44","Daily, is CONFIRMED on 2025-11-03",Already confirmed,"2025-11-14 (Price: 194.93), 6.75% above",9 days,No Information,No Information,No Information,No Information,No Information,6.75% above/6.75% above/6.75% above,10.12%/0.29%/3.51%,"-0.0%, 13.61%",101 days/4 days/29 days,2026-03-29/2025-11-08/2025-12-15,31.05%,25.35%,5.71%,1.47,1.07,186.1242/189.0093/188.43/197.56/194.1559/294.0831,180.3/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level,184.66/172.2,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",No Exit Yet,"-1.72%, 10 days","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 276.98), 1.72% below",10 days,No Information,No Information,No Information,No Information,No Information,13.73% above/1.72% below/1.72% below,63.04%/1.54%/29.75%,"3.21%, 18.92%",412 days/86 days/199 days,2027-06-19/2026-03-04/2026-08-15,22.75%,24.26%,-1.52%,1.49,0.85,307.7193/365.6614/402.28/No Horizontal Resistance/285.4807/322.8294,156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level,244.46/194.01,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-10-31 (Price: 45.14)",No Exit Yet,"0.38%, 10 days","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 45.31), 0.38% above",10 days,No Information,No Information,No Information,No Information,No Information,5.96% above/0.38% above/0.38% above,13.41%/2.94%/9.31%,"6.95%, 19.49%",304 days/84 days/144 days,2027-01-14/2026-03-01/2026-05-27,8.8%,4.94%,3.87%,0.91,0.11,47.9703/49.3425/58.11/No Horizontal Resistance/53.8646/79.5406,28.76/28.5233/37.996/28.1885/No F-Track Level/No F-Track Level,44.24/40.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-31 (Price: 629.07)",No Exit Yet,"-3.21%, 10 days","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 608.86), 3.21% below",10 days,No Information,No Information,No Information,No Information,No Information,1.41% above/3.21% below/3.21% below,26.83%/5.89%/12.63%,"-0.0%, 33.07%",673 days/107 days/230 days,2028-07-01/2026-04-03/2026-09-29,11.42%,9.45%,1.97%,2.06,0.36,677.0051/708.5215/844.88/No Horizontal Resistance/610.7303/836.2536,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,596.73/537.0,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2025-10-31 (Price: 6840.2002)",No Exit Yet,"-1.55%, 10 days","95.45%, Past 20 years, 22","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 6734.1099), 1.55% below",10 days,No Information,No Information,No Information,No Information,No Information,0.68% above/1.55% below/1.55% below,17.02%/3.9%/10.39%,"7.48%, 24.77%",631 days/87 days/193 days,2028-05-01/2026-03-06/2026-08-06,9.69%,6.68%,3.01%,1.42,0.24,7449.662/7550.897/8982.34/No Horizontal Resistance/6767.7249/9765.5661,5569.06/4128.7074/6316.2337/5433.2046/No F-Track Level/No F-Track Level,6640.02/6111.52,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2025-10-31 (Price: 25858.1309)",No Exit Yet,"-3.29%, 10 days","100.0%, Past 20 years, 22","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 25008.2422), 3.29% below",10 days,No Information,No Information,No Information,No Information,No Information,1.33% above/3.29% below/3.29% below,30.75%/6.45%/14.42%,"-0.0%, 13.1%",369 days/107 days/203 days,2027-04-18/2026-04-03/2026-08-21,16.42%,9.59%,6.84%,1.86,0.37,29242.9602/29586.8734/34741.24/No Horizontal Resistance/25025.4383/33965.62,19278.45/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level,24519.3/22067.0,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-10-31 (Price: 91.99)",No Exit Yet,"2.89%, 10 days","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 94.65), 2.89% above",10 days,No Information,No Information,No Information,No Information,No Information,10.35% above/2.89% above/2.89% above,24.83%/3.08%/11.43%,"30.99%, 38.87%",719 days/129 days/282 days,2028-09-06/2026-05-05/2026-12-13,4.31%,6.33%,-2.02%,0.35,0.21,94.4461/102.5045/113.97/No Horizontal Resistance/92.969/100.7509,56.15/62.2517/69.3218/61.3348/No F-Track Level/No F-Track Level,88.59/76.35,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"CVS, Long, 2025-10-31 (Price: 78.15)",No Exit Yet,"-0.44%, 10 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 77.81), 0.44% below",10 days,No Information,No Information,No Information,No Information,No Information,6.37% above/0.44% below/0.44% below,28.65%/12.56%/20.39%,"44.04%, 44.04%",218 days/87 days/159 days,2026-09-11/2026-03-06/2026-06-18,6.5%,4.04%,2.46%,0.24,0.13,87.1138/94.0848/91.39/106.045/116.3721/144.3517,44.89/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level,76.44/67.21,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2025-10-31 (Price: 89.1)",No Exit Yet,"-0.38%, 10 days","90.48%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 88.76), 0.38% below",10 days,No Information,No Information,No Information,No Information,No Information,1.78% above/0.38% below/0.38% below,16.63%/1.39%/9.27%,"27.25%, 40.67%",871 days/107 days/247 days,2029-04-14/2026-04-03/2026-10-23,5.14%,3.83%,1.3%,0.73,0.04,93.0739/97.3596/105.13/No Horizontal Resistance/98.9717/144.4725,58.93/59.52/70.8508/53.4708/No F-Track Level/No F-Track Level,87.48/82.19,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-10-31 (Price: 66.35)",No Exit Yet,"0.32%, 10 days","91.67%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 66.56), 0.32% above",10 days,No Information,No Information,No Information,No Information,No Information,0.32% above/0.32% above/0.32% above,15.1%/1.81%/6.09%,"10.07%, 26.55%",849 days/88 days/315 days,2029-03-13/2026-03-07/2027-01-30,2.59%,1.11%,1.48%,0.53,-0.09,69.9329/70.3907/76.63/No Horizontal Resistance/69.6679/76.9985,52.16/45.07/61.9685/307.3483/No F-Track Level/No F-Track Level,64.86/59.62,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2025-10-31 (Price: 300.43)",No Exit Yet,"-5.2%, 10 days","96.55%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 284.82), 5.2% below",10 days,No Information,No Information,No Information,No Information,No Information,5.2% below/5.2% below/5.2% below,62.44%/5.05%/21.09%,"28.26%, 49.81%",392 days/107 days/247 days,2027-05-21/2026-04-03/2026-10-23,11.28%,15.19%,-3.91%,0.91,0.52,354.6276/363.7907/420.14/No Horizontal Resistance/334.306/349.9895,166.0/83.575/274.027/233.1074/No F-Track Level/No F-Track Level,274.27/218.77,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-10-31 (Price: 53.45)",No Exit Yet,"-1.57%, 10 days","75.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 52.61), 1.57% below",10 days,No Information,No Information,No Information,No Information,No Information,3.69% above/1.57% below/1.57% below,30.69%/9.64%/20.1%,"25.08%, 44.87%",412 days/88 days/206 days,2027-06-19/2026-03-07/2026-08-25,4.84%,3.94%,0.9%,0.33,0.19,59.5593/64.1935/71.3/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,51.02/45.86,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-31 (Price: 92.54)",No Exit Yet,"6.83%, 10 days","81.48%, Past 20 years, 27","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 98.86), 6.83% above",10 days,No Information,No Information,No Information,No Information,No Information,9.41% above/6.83% above/6.83% above,15.31%/0.84%/7.86%,"30.19%, 39.01%",1129 days/106 days/305 days,2030-04-23/2026-04-02/2027-01-15,1.99%,2.01%,-0.01%,0.18,-0.1,98.296/99.8136/96.67/No Horizontal Resistance/100.0174/110.0139,82.93/65.915/87.7591/70.617/No F-Track Level/No F-Track Level,90.45/88.68,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2025-10-31 (Price: 793.21)",No Exit Yet,"-4.66%, 10 days","82.61%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 756.26), 4.66% below",10 days,No Information,No Information,No Information,No Information,No Information,1.29% above/4.66% below/4.66% below,27.2%/4.39%/14.49%,"23.72%, 51.21%",434 days/84 days/188 days,2027-07-21/2026-03-01/2026-07-30,6.59%,13.32%,-6.73%,0.5,0.59,878.718/908.1461/1090.34/No Horizontal Resistance/946.1588/993.4664,542.38/311.83/702.1644/626.0547/No F-Track Level/No F-Track Level,739.53/644.77,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"FRW.NZ, Long, 2025-10-31 (Price: 14.72)",No Exit Yet,"-6.86%, 10 days","95.65%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 13.71), 6.86% below",10 days,No Information,No Information,No Information,No Information,No Information,12.75% above/6.86% below/6.86% below,25.1%/4.41%/14.42%,"3.66%, 17.71%",501 days/86 days/235 days,2027-10-26/2026-03-04/2026-10-06,10.04%,9.85%,0.19%,1.67,0.39,15.8122/16.8426/18.51/No Horizontal Resistance/16.2179/21.849,7.7/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level,13.01/11.41,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-10-31 (Price: 73.59)",No Exit Yet,"-2.77%, 10 days","89.66%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 71.55), 2.77% below",10 days,No Information,No Information,No Information,No Information,No Information,24.15% above/2.77% below/2.77% below,159.21%/3.87%/50.82%,"37.81%, 54.03%",413 days/106 days/179 days,2027-06-21/2026-04-02/2026-07-17,17.99%,19.81%,-1.82%,0.67,0.65,111.6287/110.9884/96.66/No Horizontal Resistance/63.2847/69.0016,35.88/24.32/58.5532/53.241/No F-Track Level/No F-Track Level,62.34/48.39,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"RY.TO, Long, 2025-10-31 (Price: 205.47)",No Exit Yet,"-0.0%, 10 days","78.95%, Past 20 years, 19","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 205.46), 0.0% below",10 days,No Information,No Information,No Information,No Information,No Information,2.95% above/0.0% below/0.0% below,16.93%/2.86%/10.78%,"16.54%, 21.22%",653 days/84 days/209 days,2028-06-02/2026-03-01/2026-08-29,5.05%,9.0%,-3.95%,0.4,0.37,220.0584/227.6197/272.86/No Horizontal Resistance/221.431/339.4883,162.1/118.8425/148.4673/103.3737/No F-Track Level/No F-Track Level,202.23/179.57,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-10-31 (Price: 62.93)",No Exit Yet,"0.62%, 10 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-14 (Price: 63.32), 0.62% above",10 days,No Information,No Information,No Information,No Information,No Information,6.58% above/0.62% above/0.62% above,14.35%/2.24%/8.34%,"-0.0%, 28.4%",893 days/107 days/478 days,2029-05-16/2026-04-03/2027-09-23,5.98%,2.81%,3.17%,0.92,-0.0,63.9243/68.1784/83.41/No Horizontal Resistance/81.1364/117.7989,52.08/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level,61.21/59.09,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
