"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"ASML, Long, 2025-10-31 (Price: 1059.23)",2026-01-16 (Price: 1358.5699) (Today),"28.26%, 2.6 months","92.31%, Past 30 years, 13","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-01-16 (Price: 1358.5699), 28.26% above",2.6 months,Upmove Bounce Back,38.2% (Price: 692.3064),96.24% above,"2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",30.95%/20.8%/23.81%,"6.56%, 49.5%",2.6 years/1 month/8.9 months,2029-07-17/2025-12-13/2026-11-21,12.71%,13.9%,-1.19%,1.74,0.62,1226.5883/1311.4327/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/873.67,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"MX.TO, Long, 2025-08-31 (Price: 48.78)",2026-01-11 (Price: 65.19),"33.64%, 4.4 months","94.44%, Past 20 years, 18","Weekly, was CONFIRMED on 2025-08-31",Already confirmed,"2026-01-16 (Price: 64.35), 31.92% above",4.6 months,Upmove Bounce Back,50% (Price: 45.71),40.78% above,"2020-03-29 (Price: 13.24), 2025-02-09 (Price: 78.18)",22.38%/3.19%/16.45%,"5.57%, 73.13%",3.2 years/28 days/10 months,2030-03-26/2025-10-10/2026-11-08,13.05%,2.99%,10.06%,1.75,0.22,49.341/56.8043/87.74/73.435/104.8718/122.9238/49.29,45.56/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/No EMA 200 Support,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"MSFT, Long, 2025-06-30 (Price: 497.41)",2026-01-16 (Price: 459.86) (Today),"-7.55%, 6.7 months","92.31%, Past 39 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-16 (Price: 459.86), 7.55% below",6.7 months,Upmove Bounce Back,50% (Price: 340.89),34.9% above,"2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,2045-10-07/2025-11-07/2028-01-24,7.9%,16.21%,-8.31%,1.65,0.79,669.6133/608.4319/650.36/No Horizontal Resistance/517.4523/553.3726/No EMA 200 Target,375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/482.26,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-31 (Price: 80.63),"-0.02%, 6.1 months","80.0%, Past 18 years, 5","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-16 (Price: 81.09), 0.55% above",6.7 months,Upmove Bounce Back,38.2% (Price: 76.5615),5.91% above,"2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",2.15%/2.15%/2.15%,"3.95%, 5.88%",1.7 year/1.7 year/1.7 year,2027-12-03/2027-12-03/2027-12-03,3.9%,-0.99%,4.89%,-0.17,-0.53,79.4967/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/80.06,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"IWM, Long, 2025-06-30 (Price: 215.79)",2026-01-16 (Price: 265.76) (Today),"23.16%, 6.7 months","88.89%, Past 25 years, 9","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-16 (Price: 265.76), 23.16% above",6.7 months,Upmove Bounce Back,88.6% (Price: 171.1673),55.26% above,"2023-10-31 (Price: 161.67), 2024-11-30 (Price: 244.98)",25.23%/12.67%/20.64%,"34.06%, 36.6%",1.9 year/5 months/1.1 year,2028-03-16/2026-02-02/2027-01-24,7.1%,4.62%,2.48%,0.69,0.22,238.8148/260.3291/265.78/244.72/267.7701/348.4025/227.73,194.86/162.3167/209.2101/157.2742/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"WMT, Long, 2025-06-30 (Price: 97.78)",2026-01-16 (Price: 119.7) (Today),"22.42%, 6.7 months","76.92%, Past 53 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-16 (Price: 119.7), 22.42% above",6.7 months,Upmove Bounce Back,23.66% (Price: 81.1648),47.48% above,"1996-01-31 (Price: 3.2917), 2025-02-28 (Price: 105.3)",31.01%/7.63%/22.28%,"13.36%, 28.82%",3.7 years/7.1 months/1.5 year,2030-10-11/2026-05-04/2027-08-21,6.18%,11.88%,-5.7%,0.95,0.61,118.6365/119.5654/158.98/No Horizontal Resistance/98.8222/108.7906/101.69,40.53/42.9289/85.5556/72.7913/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"BPCL.NS, Long, 2025-05-31 (Price: 318.4)",2025-12-31 (Price: 384.0),"20.6%, 7.1 months","100.0%, Past 30 years, 4","Monthly, was CONFIRMED on 2025-05-31",Already confirmed,"2026-01-16 (Price: 363.2), 14.07% above",7.7 months,Upmove Bounce Back,61.8% (Price: 232.6394),56.12% above,"2022-10-31 (Price: 144.025), 2024-09-30 (Price: 376.0)",30.51%/20.62%/27.17%,"-0.0%, 29.42%",1.8 year/3 months/1.1 year,2027-12-25/2025-10-08/2026-12-25,9.39%,8.87%,0.52%,1.53,0.44,327.2834/404.9093/457.58/343.7375/372.4081/393.108/333.96,237.3/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-16 (Price: 43.39) (Today),"10.06%, 9.7 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-01-16 (Price: 43.39), 10.06% above",9.7 months,Upmove Bounce Back,23.66% (Price: 36.9765),17.34% above,"2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.21,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"SFTBY, Short, 2026-01-16 (Price: 12.53)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, is CONFIRMED on 2026-01-16",No Cancellation Possible,"2026-01-16 (Price: 12.53), 0.0% below",0 days,Upmove Break Below,38.2% (Price: 14.6002),14.18% below,"2012-12-31 (Price: 1.82), 2025-12-31 (Price: 22.5)",18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-30/2026-05-30/2026-05-30,12.53%,5.4%,7.13%,1.47,0.38,11.2582/10.3485/0.12/4.205/12.0158/10.9987/11.94,No support/4.205/12.0158/10.9987/11.1875/8.1123/No EMA 200 Support,100.0%/2/7.6 months (Across ALL Assets),63.64%/11/4.1 months (Across ALL Assets)
"SFTBY, Short, 2025-12-31 (Price: 14.175)",2026-01-16 (Price: 12.53) (Today),"11.6%, 16 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-16 (Price: 12.53), 11.6% below",16 days,Upmove Break Below,50.0% (Price: 13.3475),6.12% below,"2022-06-30 (Price: 4.195), 2025-12-31 (Price: 22.5)",18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14/2026-05-14/2026-05-14,12.53%,5.4%,7.13%,1.47,0.38,12.7362/11.7071/3.19/4.205/14.0995/12.0968/11.94,No support/4.205/14.0995/12.0968/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/2/7.6 months (Across ALL Assets),63.64%/11/4.1 months (Across ALL Assets)
"KWEB, Short, 2025-12-31 (Price: 34.05)",No Exit Yet,"-4.88%, 16 days","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-16 (Price: 35.71), 4.88% above",16 days,Upmove Break Below,38.2% (Price: 35.4633),0.7% above,"2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3.1 months/1 month/1.6 month,2026-05-14/2026-02-12/2026-03-10,5.83%,5.4%,0.43%,0.25,0.12,31.1762/31.6222/21.64/24.5062/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No support,83.33%/6/1.2 month (Across ALL Assets),50.0%/14/1.7 month (Across ALL Assets)
"NFLX, Short, 2025-12-31 (Price: 93.76)",2026-01-16 (Price: 88.0) (Today),"6.14%, 16 days","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-16 (Price: 88.0), 6.14% below",16 days,Upmove Break Below,23.66% (Price: 106.2331),17.16% below,"2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-14/2026-05-10/2026-05-10,11.77%,5.5%,6.27%,1.3,0.88,184.1259/66.1196/23.05/34.8663/86.4764/77.567/No EMA 200 Target,No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,100.0%/2/7.6 months (Across ALL Assets),63.64%/11/4.1 months (Across ALL Assets)
"C6L.SI, Short, 2025-12-31 (Price: 6.4)",No Exit Yet,"0.78%, 16 days","92.86%, Past 40 years, 14","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-16 (Price: 6.35), 0.78% below",16 days,Upmove Break Below,78.6% (Price: 7.5813),16.24% below,"2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",13.97%/3.18%/6.42%,"3.38%, 13.97%",3.1 months/1 month/1.7 month,2026-05-14/2026-02-12/2026-03-14,8.07%,5.5%,2.57%,1.46,-0.19,5.9699/5.9891/6.38/4.7975/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/4.7975/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No support,83.33%/6/1.2 month (Across ALL Assets),50.0%/14/1.7 month (Across ALL Assets)
"META, Short, 2025-11-30 (Price: 647.95)",2026-01-16 (Price: 620.25) (Today),"4.28%, 1.6 month","100.0%, Past 13 years, 4","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-01-16 (Price: 620.25), 4.28% below",1.6 month,Upmove Break Below,23.66% (Price: 628.6993),1.34% below,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,2026-04-13/2026-01-09/2026-02-11,10.6%,5.4%,5.2%,0.76,0.8,559.6344/554.6452/223.05/280.19/556.264/2054.9119/No EMA 200 Target,No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,83.33%/6/1.2 month (Across ALL Assets),50.0%/14/1.7 month (Across ALL Assets)
"KWEB, Short, 2025-11-30 (Price: 37.57)",2025-12-31 (Price: 34.05),"9.37%, 1 month","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-01-16 (Price: 35.71), 4.95% below",1.6 month,Upmove Break Below,23.66% (Price: 37.1791),3.95% below,"2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3.1 months/1 month/1.6 month,2026-04-13/2026-01-12/2026-02-07,5.83%,5.4%,0.43%,0.25,0.12,34.3991/34.8913/21.88/24.5062/No F-Stack Support/No F-Stack Support/36.4,No support/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.33%/6/1.2 month (Across ALL Assets),50.0%/14/1.7 month (Across ALL Assets)
