"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"^BVSP, Long, 2026-02-01 (Price: 181364.0)",No Exit Yet,"3.65%, 11 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-12 (Price: 187985.7031), 3.65% above",11 days,"2, 2016-05-01 (Price: 54978.0)",2026-01-25 (Price: 178859.0),2026-02-01 (Price: 181364.0),18/11/11 days,5.1% above/3.65% above/3.65% above,2016-05-01 (Price: 54978.0)/2026-02-01 (Price: 167924.5662),13.39%/0.93%/6.58%,"-0.0%, 43.39%",1.1 year/28 days/3 months,2027-08-28/2026-03-13/2026-06-11,7.67%,4.7%,2.97%,2.18,0.22,192626.7044/193297.7512/257195.6/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/145727.06,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),178859.0
"BTI, Long, 2026-02-01 (Price: 60.68)",No Exit Yet,"0.11%, 11 days","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-12 (Price: 60.745), 0.11% above",11 days,"2, 2017-10-29 (Price: 65.97)",2026-02-01 (Price: 60.68),2026-02-01 (Price: 60.68),11/11/11 days,0.11% above/0.11% above/0.11% above,2017-10-29 (Price: 65.97)/2026-02-01 (Price: 58.8444),17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,2027-05-11/2026-03-25/2026-06-28,-0.68%,2.1%,-2.78%,0.55,0.05,64.6424/66.032/63.85/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,55.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/52.26,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),59.3
"NZDCAD=X, Long, 2026-02-01 (Price: 0.8195)",No Exit Yet,"0.22%, 11 days","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-12 (Price: 0.8213), 0.22% above",11 days,"0, 2016-11-13 (Price: 0.992)",2026-02-01 (Price: 0.8195),2026-01-30 (Price: 0.8195),11/13/11 days,0.22% above/0.22% above/0.22% above,2016-11-13 (Price: 0.992)/2026-02-01 (Price: 0.8149),3.66%/1.11%/2.31%,"5.56%, 13.76%",6.8 months/28 days/3.3 months,2026-11-23/2026-03-13/2026-06-24,-1.88%,0.44%,-2.32%,-0.06,-0.48,0.825/0.8384/0.92/0.8902/1.0924/1.3117/No EMA 200 Target,0.79/0.7834/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/0.81,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),0.8165
"SJ.TO, Long, 2026-02-01 (Price: 91.3)",No Exit Yet,"8.52%, 11 days","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-12 (Price: 99.08), 8.52% above",11 days,"4, 2016-03-20 (Price: 51.55)",2026-02-01 (Price: 91.3),2026-02-01 (Price: 91.3),11/11/11 days,8.52% above/8.52% above/8.52% above,2016-03-20 (Price: 51.55)/2026-02-01 (Price: 88.6888),23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,2027-07-07/2026-03-25/2026-08-24,12.95%,11.64%,1.31%,0.84,0.65,101.8725/100.6126/115.15/No Horizontal Resistance/95.0177/123.2166/No EMA 200 Target,76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/79.76,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),88.65
"ASHR, Long, 2026-01-31 (Price: 33.44)",No Exit Yet,"1.24%, 12 days","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-12 (Price: 33.855), 1.24% above",12 days,"6, 2021-02-28 (Price: 46.42)",2025-12-31 (Price: 32.85),2026-01-31 (Price: 33.44),43/12/12 days,3.06% above/1.24% above/1.24% above,2021-02-28 (Price: 46.42)/2026-01-31 (Price: 32.0723),22.45%/22.45%/22.45%,"-0.0%, 12.65%",6.1 months/6.1 months/6.1 months,2026-10-23 (Max),6.97%,1.49%,5.48%,0.94,0.03,37.0114/40.9473/41.23/39.9467/60.2967/80.3432/No EMA 200 Target,25.82/23.68/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/30.41,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),33.26
"^DJI, Long, 2026-01-31 (Price: 48892.4688)",No Exit Yet,"1.74%, 12 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-12 (Price: 49742.8789), 1.74% above",12 days,"0, 2001-05-31 (Price: 11350.0498)",2026-01-31 (Price: 48892.4688),2026-01-30 (Price: 48892.4688),12/13/12 days,1.74% above/1.74% above/1.74% above,2001-05-31 (Price: 11350.0498)/2026-01-31 (Price: 48089.9931),15.24%/4.84%/10.23%,"2.61%, 11.83%",1.2 year/5 months/9.7 months,2027-10-18/2026-09-05/2027-03-28,6.32%,4.47%,1.85%,1.23,0.21,55859.6456/53894.1684/71417.92/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,40669.36/32614.5825/36151.8794/25040.9446/No F-Track Level/No F-Track Level/45320.62,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),48105.9805
"BNS.TO, Long, 2026-01-31 (Price: 101.8)",No Exit Yet,"1.72%, 12 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-12 (Price: 103.55), 1.72% above",12 days,"2, 2001-09-30 (Price: 25.25)",2025-11-30 (Price: 96.94),2026-01-31 (Price: 101.8),74/12/12 days,6.82% above/1.72% above/1.72% above,2001-09-30 (Price: 25.25)/2026-01-31 (Price: 94.2089),24.83%/4.28%/13.78%,"30.99%, 38.87%",1.1 year/6 months/10.2 months,2027-08-27/2026-10-18/2027-04-19,1.92%,4.47%,-2.55%,0.3,0.2,108.1829/115.828/147.73/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,56.15/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/85.08,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),101.58
"ACWX, Long, 2026-01-31 (Price: 70.78)",No Exit Yet,"3.49%, 12 days","90.91%, Past 20 years, 11","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-12 (Price: 73.2501), 3.49% above",12 days,"2, 2008-08-31 (Price: 59.17)",2025-11-30 (Price: 66.49),2026-01-31 (Price: 70.78),74/12/12 days,10.17% above/3.49% above/3.49% above,2008-08-31 (Price: 59.17)/2026-01-31 (Price: 65.5714),15.1%/1.97%/7.67%,"10.07%, 26.55%",3.3 years/4.1 months/1.5 year,2030-10-17/2026-07-26/2028-03-23,1.48%,1.08%,0.4%,0.36,-0.07,76.9803/76.2088/77.75/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,52.16/45.07/61.9685/No support/No F-Track Level/No F-Track Level/63.45,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),68.01
"TSM, Long, 2026-01-31 (Price: 330.56)",No Exit Yet,"12.29%, 12 days","100.0%, Past 20 years, 21","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-12 (Price: 371.2), 12.29% above",12 days,"2, 2001-05-31 (Price: 12.1213)",2025-12-31 (Price: 303.89),2026-01-31 (Price: 330.56),43/12/12 days,22.15% above/12.29% above/12.29% above,2001-05-31 (Price: 12.1213)/2026-01-31 (Price: 293.1483),62.44%/6.14%/35.38%,"-0.0%, 49.81%",1.4 year/5 months/9.3 months,2028-01-29/2026-09-05/2027-03-11,9.27%,10.69%,-1.42%,1.28,0.53,441.4629/447.5121/521.62/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,166.0/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/254.82,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),311.98
"^BVSP, Long, 2026-01-31 (Price: 181364.0)",No Exit Yet,"3.65%, 12 days","90.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-12 (Price: 187985.7031), 3.65% above",12 days,"4, 2002-03-31 (Price: 14495.0)",2025-11-30 (Price: 159072.0),2026-01-31 (Price: 181364.0),74/12/12 days,18.18% above/3.65% above/3.65% above,2002-03-31 (Price: 14495.0)/2026-01-31 (Price: 152013.9293),20.08%/2.63%/10.78%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2030-10-17/2027-01-17/2028-10-17,5.33%,7.06%,-1.73%,0.6,0.38,198811.2168/200915.0392/281485.4/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,120283.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/145727.06,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),161124.0
"GS, Long, 2026-01-31 (Price: 935.41)",No Exit Yet,"-1.92%, 12 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-12 (Price: 917.485), 1.92% below",12 days,"2, 2001-05-31 (Price: 105.15)",2025-12-31 (Price: 879.0),2026-01-31 (Price: 935.41),43/12/12 days,4.38% above/1.92% below/1.92% below,2001-05-31 (Price: 105.15)/2026-01-31 (Price: 831.3002),53.25%/7.0%/23.74%,"-0.0%, 34.98%",2.5 years/4 months/9.8 months,2029-08-26/2026-07-23/2027-04-01,11.0%,6.57%,4.43%,1.46,0.33,1116.9731/1157.4763/1433.57/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,303.61/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/746.9,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),884.0
"PPH, Long, 2026-01-31 (Price: 106.81)",No Exit Yet,"3.88%, 12 days","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-12 (Price: 110.95), 3.88% above",12 days,"0, 2009-10-31 (Price: 34.225)",2025-12-31 (Price: 103.17),2026-01-30 (Price: 106.81),43/13/12 days,7.54% above/3.88% above/3.88% above,2009-10-31 (Price: 34.225)/2026-01-31 (Price: 98.4383),20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2032-05-13/2026-09-05/2028-01-29,2.32%,2.1%,0.22%,1.05,-0.03,118.6125/118.1212/150.36/No Horizontal Resistance/110.0139/120.2747/No EMA 200 Target,82.93/71.642/100.0174/96.0365/No F-Track Level/No F-Track Level/92.38,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),103.4
"BTI, Long, 2026-01-30 (Price: 60.68)",2026-02-09 (Price: 61.15),"0.77%, 10 days","100.0%, Past 4 years, 13","Daily, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-12 (Price: 60.745), 0.11% above",13 days,"0, 2025-11-28 (Price: 58.7)",2026-01-30 (Price: 60.68),2026-01-30 (Price: 60.68),13/13/13 days,0.11% above/0.11% above/0.11% above,2025-11-28 (Price: 58.7)/2026-01-30 (Price: 60.0067),9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,2026-02-27/2026-02-04/2026-02-13,11.13%,4.24%,6.89%,0.97,0.2,66.1958/62.3244/61.87/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,53.29/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/52.26,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),60.11
"PG, Long, 2026-01-30 (Price: 151.77)",2026-02-12 (Price: 162.595),"7.13%, 13 days","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-12 (Price: 162.595), 7.13% above",13 days,"0, 2025-03-04 (Price: 179.99)",2026-01-29 (Price: 149.9),2026-01-30 (Price: 151.77),14/13/13 days,8.47% above/7.13% above/7.13% above,2025-03-04 (Price: 179.99)/2026-01-30 (Price: 149.1424),4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,2026-06-22/2026-02-09/2026-03-18,9.02%,2.82%,6.2%,0.37,0.09,154.0162/154.9268/168.7/179.4533/186.6499/209.3631/154.01,138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),150.43
"MCD, Long, 2026-01-27 (Price: 314.13)",2026-02-11 (Price: 324.12),"3.18%, 15 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-01-27",Already confirmed,"2026-02-12 (Price: 331.475), 5.52% above",16 days,"0, 2025-03-10 (Price: 326.32)",2026-01-26 (Price: 312.95),2026-01-27 (Price: 314.13),17/16/16 days,5.92% above/5.52% above/5.52% above,2025-03-10 (Price: 326.32)/2026-01-27 (Price: 310.7211),4.95%/0.71%/2.34%,"0.45%, 11.38%",3.9 months/6 days/1.3 month,2026-07-15/2026-02-04/2026-03-24,11.02%,4.75%,6.27%,0.76,0.23,323.4911/321.4806/321.44/321.444/370.0426/590.3302/No EMA 200 Target,302.84/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.33,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),312.32
"RHHBY, Long, 2026-01-27 (Price: 56.69)",2026-02-09 (Price: 57.11),"0.74%, 13 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-01-27",Already confirmed,"2026-02-12 (Price: 58.79), 3.7% above",16 days,"4, 2020-01-22 (Price: 42.88)",2026-01-23 (Price: 55.23),2026-01-27 (Price: 56.69),20/16/16 days,6.45% above/3.7% above/3.7% above,2020-01-22 (Price: 42.88)/2026-01-27 (Price: 55.5468),10.73%/0.36%/4.12%,"8.73%, 19.35%",1.1 month/6 days/15 days,2026-03-15/2026-02-04/2026-02-17,10.45%,3.14%,7.31%,0.44,0.14,59.0653/59.0256/64.98/No Horizontal Resistance/58.6089/65.2057/No EMA 200 Target,51.37/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/43.35,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),56.53
"CEN.NZ, Long, 2026-01-19 (Price: 9.36)",2026-02-11 (Price: 9.67),"3.31%, 23 days","83.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-01-19",Already confirmed,"2026-02-12 (Price: 9.78), 4.49% above",24 days,"2, 2025-11-26 (Price: 9.9)",2026-01-16 (Price: 9.36),2026-01-19 (Price: 9.36),27/24/24 days,4.49% above/4.49% above/4.49% above,2025-11-26 (Price: 9.9)/2026-01-19 (Price: 9.2737),7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,2026-06-28/2026-02-18/2026-03-20,0.18%,2.84%,-2.66%,0.35,0.12,9.5275/9.6183/9.68/9.85/11.2606/15.4512/No EMA 200 Target,9.18/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.19,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),9.34
"MEL.NZ, Long, 2026-01-14 (Price: 5.63)",2026-02-12 (Price: 5.79),"2.84%, 29 days","88.24%, Past 4 years, 34","Daily, is CONFIRMED on 2026-01-14",Already confirmed,"2026-02-12 (Price: 5.79), 2.84% above",29 days,"2, 2025-10-09 (Price: 6.05)",2026-01-14 (Price: 5.63),2026-01-14 (Price: 5.63),29/29/29 days,2.84% above/2.84% above/2.84% above,2025-10-09 (Price: 6.05)/2026-01-14 (Price: 5.5835),6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,2027-01-09/2026-01-24/2026-05-20,14.44%,0.14%,14.3%,0.3,0.02,5.8349/5.8062/5.88/6.825/7.4565/8.4564/5.73,5.55/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),5.61
"^VIX, Long, 2026-01-14 (Price: 16.75)",2026-02-09 (Price: 17.36),"3.64%, 26 days","72.73%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-14",Already confirmed,"2026-02-12 (Price: 19.67), 17.43% above",29 days,"10, 2025-04-07 (Price: 60.13)",2026-01-13 (Price: 15.98),2026-01-14 (Price: 16.75),30/29/29 days,23.09% above/17.43% above/17.43% above,2025-04-07 (Price: 60.13)/2026-01-14 (Price: 15.0467),74.44%/1.64%/21.37%,"31.33%, 51.66%",4.3 months/6 days/1.9 month,2026-07-19/2026-01-22/2026-04-06,12.93%,3.61%,9.32%,0.37,1.01,17.3815/20.3295/42.78/35.1/71.5114/81.8014/18.91,13.47/11.665/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),16.33
"XLU, Long, 2026-01-13 (Price: 42.85)",2026-02-09 (Price: 43.48),"1.47%, 27 days","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-13",Already confirmed,"2026-02-12 (Price: 45.555), 6.31% above",1 month,"2, 2025-11-28 (Price: 45.35)",2026-01-13 (Price: 42.85),2026-01-13 (Price: 42.85),30/30/30 days,6.31% above/6.31% above/6.31% above,2025-11-28 (Price: 45.35)/2026-01-13 (Price: 42.4671),4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,2026-05-14/2026-01-21/2026-02-16,8.66%,2.65%,6.01%,0.1,0.09,44.3583/43.8056/44.35/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,41.87/29.6267/35.4254/30.3912/No F-Track Level/No F-Track Level/42.15,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),42.62
"TSM, Long, 2026-01-12 (Price: 331.77)",2026-02-11 (Price: 375.91),"13.3%, 1 month","100.0%, Past 4 years, 28","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-02-12 (Price: 371.2), 11.88% above",1 month,"2, 2020-04-07 (Price: 51.32)",2026-01-08 (Price: 318.01),2026-01-12 (Price: 331.77),35/31/31 days,16.73% above/11.88% above/11.88% above,2020-04-07 (Price: 51.32)/2026-01-12 (Price: 317.9404),10.21%/1.91%/4.94%,"-0.0%, 57.14%",1.2 month/6 days/17 days,2026-03-05/2026-01-20/2026-02-05,15.88%,22.8%,-6.92%,1.52,1.04,364.7479/348.1594/500.04/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,276.96/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/243.38,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),322.1
"WMT, Long, 2026-01-12 (Price: 117.97)",2026-02-11 (Price: 129.04),"9.38%, 1 month","96.3%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-02-12 (Price: 134.12), 13.69% above",1 month,"8, 2020-02-18 (Price: 39.9833)",2026-01-09 (Price: 114.53),2026-01-12 (Price: 117.97),34/31/31 days,17.1% above/13.69% above/13.69% above,2020-02-18 (Price: 39.9833)/2026-01-12 (Price: 113.9987),6.72%/0.97%/2.82%,"14.39%, 26.01%",2.6 months/6 days/23 days,2026-05-04/2026-01-20/2026-02-14,13.73%,14.72%,-0.99%,0.54,0.89,124.0455/121.2968/164.76/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,110.9/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/101.03,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),117.5
"ATD.TO, Long, 2026-01-08 (Price: 75.49)",2026-02-09 (Price: 79.47),"5.27%, 1.1 month","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2026-01-08",Already confirmed,"2026-02-12 (Price: 83.5), 10.61% above",1.2 month,"2, 2025-11-28 (Price: 76.79)",2026-01-07 (Price: 74.21),2026-01-08 (Price: 75.49),36/35/35 days,12.52% above/10.61% above/10.61% above,2025-11-28 (Price: 76.79)/2026-01-08 (Price: 73.826),5.25%/1.18%/3.68%,"-0.0%, 15.84%",4.4 months/11 days/2.1 months,2026-07-18/2026-01-23/2026-04-09,13.1%,6.96%,6.14%,2.83,0.36,76.2298/78.268/76.27/85.51/85.3936/96.14/No EMA 200 Target,73.81/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/71.81,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),74.19
"NVO, Long, 2026-01-04 (Price: 52.39)",2026-02-01 (Price: 59.43),"13.44%, 28 days","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2026-01-02",Already confirmed,"2026-02-12 (Price: 48.845), 6.77% below",1.3 month,"2, 2025-03-02 (Price: 93.8)",2025-12-28 (Price: 52.4),2026-01-04 (Price: 52.39),46/39/39 days,6.78% below/6.77% below/6.77% below,2025-03-02 (Price: 93.8)/2026-01-04 (Price: 47.1478),20.26%/3.25%/8.87%,"16.75%, 27.09%",4.4 months/28 days/1.8 month,2026-07-14/2026-02-13/2026-03-23,9.49%,6.26%,3.23%,0.52,0.33,57.1889/57.037/77.24/139.01/157.4212/201.8641/59.76,45.68/45.4025/51.1046/45.3824/No F-Track Level/No F-Track Level/No EMA 200 Support,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),51.56
"SOXX, Long, 2025-12-31 (Price: 301.15)",No Exit Yet,"17.6%, 1.4 month","100.0%, Past 24 years, 7","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-02-12 (Price: 354.15), 17.6% above",1.4 month,"6, 2004-03-31 (Price: 23.5567)",2025-12-31 (Price: 301.15),2025-12-31 (Price: 301.15),43/43/43 days,17.6% above/17.6% above/17.6% above,2004-03-31 (Price: 23.5567)/2025-12-31 (Price: 264.9375),74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,2030-09-16/2027-11-08/2028-09-16,15.4%,9.16%,6.24%,0.71,0.47,407.3957/444.9491/467.71/No Horizontal Resistance/348.2242/411.0319/No EMA 200 Target,106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets),269.38
"BDGI.TO, Long, 2025-12-31 (Price: 73.13)",No Exit Yet,"-10.23%, 1.4 month","100.0%, Past 33 years, 6","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-02-12 (Price: 65.65), 10.23% below",1.4 month,"0, 2019-09-30 (Price: 49.57)",2025-09-30 (Price: 61.38),2025-12-31 (Price: 73.13),135/43/43 days,6.96% above/10.23% below/10.23% below,2019-09-30 (Price: 49.57)/2025-12-31 (Price: 52.2506),227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-07-26/2027-11-08/2028-04-13,15.64%,8.36%,7.28%,0.65,0.41,150.3114/189.2824/87.27/No Horizontal Resistance/79.8787/88.3247/No EMA 200 Target,26.66/24.32/70.6207/63.2847/No F-Track Level/No F-Track Level/55.48,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets),61.31
"GLD, Long, 2025-12-28 (Price: 416.74)",2026-02-08 (Price: 455.67),"9.34%, 1.4 month","85.71%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-02-12 (Price: 455.27), 9.25% above",1.5 month,"6, 2016-05-08 (Price: 123.96)",2025-12-21 (Price: 399.02),2025-12-28 (Price: 416.74),53/46/46 days,14.1% above/9.25% above/9.25% above,2016-05-08 (Price: 123.96)/2025-12-28 (Price: 400.7524),9.34%/1.73%/6.18%,"3.13%, 23.93%",10.5 months/28 days/3.2 months,2027-03-29/2026-02-06/2026-05-16,5.74%,5.82%,-0.08%,1.38,0.34,444.4115/442.4945/592.41/No Horizontal Resistance/424.4974/624.146/No EMA 200 Target,236.59/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level/330.26,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),406.98
"GS, Long, 2025-12-28 (Price: 907.04)",2026-02-01 (Price: 935.41),"3.13%, 1.2 month","100.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-02-12 (Price: 917.485), 1.15% above",1.5 month,"6, 2016-04-24 (Price: 168.9)",2025-12-14 (Price: 887.96),2025-12-28 (Price: 907.04),60/46/46 days,3.33% above/1.15% above/1.15% above,2016-04-24 (Price: 168.9)/2025-12-28 (Price: 867.6605),16.64%/3.13%/7.51%,"-0.0%, 44.52%",1.5 year/1.2 month/5 months,2028-02-18/2026-02-18/2026-08-02,8.42%,8.09%,0.33%,1.75,0.41,921.8248/975.1587/1349.92/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,470.81/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/700.8,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),896.52
"WPM, Long, 2025-12-28 (Price: 124.22)",2026-02-08 (Price: 136.6),"9.97%, 1.4 month","74.07%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-02-12 (Price: 143.69), 15.67% above",1.5 month,"6, 2016-05-08 (Price: 21.14)",2025-12-21 (Price: 119.7),2025-12-28 (Price: 124.22),53/46/46 days,20.04% above/15.67% above/15.67% above,2016-05-08 (Price: 21.14)/2025-12-28 (Price: 119.4562),30.46%/2.87%/10.6%,"34.14%, 61.17%",9.1 months/1.2 month/2.2 months,2027-01-27/2026-02-18/2026-04-02,6.02%,6.0%,0.02%,0.09,0.32,135.9712/137.3873/186.07/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,96.52/38.3375/98.515/93.6878/No F-Track Level/No F-Track Level/94.77,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),122.33
