"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"XLV, Long, 2025-11-30 (Price: 157.65)",No Exit Yet,"-2.28%, 12 days","76.19%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 154.06), 2.28% below",12 days,"2, 2024-09-30 (Price: 154.02)",2025-09-30 (Price: 139.17),2025-11-25 (Price: 158.77),73/17/12 days,10.7% above/2.97% below/2.28% below,2024-09-30 (Price: 159.64)/2025-11-30 (Price: 137.8933),17.42%/3.05%/8.57%,"20.84%, 36.99%",2 days/4 days/1 day,2029-10-07/2026-05-25/2027-06-26,4.12%,5.06%,-0.94%,0.26,0.28,171.87/171.1606/159.83/No Horizontal Resistance/174.1807/202.706/No EMA 200 Target,130.43/120.178/153.114/117.2225/No F-Track Level/No F-Track Level/139.6,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"^NSEI, Long, 2025-11-30 (Price: 26202.9492)",No Exit Yet,"-0.6%, 12 days","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 26046.9492), 0.6% below",12 days,"2, 2024-09-30 (Price: 25810.8496)",2025-11-30 (Price: 26202.9492),2025-11-12 (Price: 25875.8008),12/30/12 days,0.6% below/0.66% above/0.6% below,2024-09-30 (Price: 26277.3496)/2025-11-30 (Price: 25331.5718),12.44%/2.54%/7.03%,"-0.0%, 10.7%",1 day/6 days/11 days,2028-03-13/2026-08-17/2027-04-05,7.14%,6.55%,0.59%,0.81,0.36,28760.357/28045.0165/26438.21/No Horizontal Resistance/33071.3292/48196.8152/No EMA 200 Target,22124.7/15428.8669/23723.236/17945.8431/No F-Track Level/No F-Track Level/24578.35,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"CSCO, Long, 2025-11-30 (Price: 76.94)",No Exit Yet,"1.12%, 12 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 77.8), 1.12% above",12 days,"0, 2020-11-30 (Price: 43.02)",2025-10-31 (Price: 73.11),2025-11-13 (Price: 77.38),42/29/12 days,6.41% above/0.54% above/1.12% above,2020-11-30 (Price: 63.5339)/2025-11-30 (Price: 67.0234),25.25%/6.97%/16.52%,"26.7%, 42.44%",1 day/5 days/8 days,2027-10-08/2026-07-05/2026-12-21,3.74%,1.95%,1.79%,0.29,0.11,86.8268/89.6505/97.29/No Horizontal Resistance/78.7458/109.6316/No EMA 200 Target,46.5/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/66.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"ATZ.TO, Long, 2025-11-30 (Price: 110.5)",No Exit Yet,"3.0%, 12 days","100.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-12 (Price: 113.82), 3.0% above",12 days,"2, 2025-05-18 (Price: 66.25)",2025-11-23 (Price: 105.95),2025-11-30 (Price: 110.5),19/12/12 days,7.43% above/3.0% above/3.0% above,2025-05-18 (Price: 68.8719)/2025-11-30 (Price: 102.2504),29.02%/8.48%/17.19%,"-0.0%, 57.81%",7 days/1 day/3 days,2026-10-30/2026-01-21/2026-05-01,22.65%,15.15%,7.5%,1.82,0.68,115.3068/129.4949/137.05/No Horizontal Resistance/99.4929/119.4832/No EMA 200 Target,41.91/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/72.64,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"EFN.TO, Long, 2025-11-30 (Price: 37.23)",No Exit Yet,"-4.11%, 12 days","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-12 (Price: 35.7), 4.11% below",12 days,"0, 2021-08-08 (Price: 14.15)",2025-11-23 (Price: 36.72),2025-11-28 (Price: 37.23),19/14/12 days,2.78% below/4.11% below/4.11% below,2021-08-08 (Price: 13.1784)/2025-11-30 (Price: 35.8961),26.0%/2.25%/9.48%,"-0.0%, 76.43%",6 days/1 day/2 days,2026-08-22/2026-01-21/2026-03-22,-1.48%,10.86%,-12.34%,1.09,0.54,40.3052/40.7594/51.08/No Horizontal Resistance/45.1741/70.5281/No EMA 200 Target,34.92/11.7733/29.5041/No support/No F-Track Level/No F-Track Level/33.64,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"NA.TO, Long, 2025-11-30 (Price: 168.95)",No Exit Yet,"2.17%, 12 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 172.62), 2.17% above",12 days,"0, 2020-11-30 (Price: 71.94)",2025-10-31 (Price: 156.7),2025-11-28 (Price: 168.95),42/14/12 days,10.16% above/2.17% above/2.17% above,2020-11-30 (Price: 94.7324)/2025-11-30 (Price: 151.5703),28.7%/8.86%/18.76%,"5.23%, 30.62%",1 day/5 days/9 days,2028-01-21/2026-07-09/2027-01-16,8.11%,7.36%,0.75%,1.24,0.44,185.2199/200.645/227.16/No Horizontal Resistance/188.6608/207.1743/No EMA 200 Target,118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"TD, Long, 2025-11-28 (Price: 83.93)",2025-12-10 (Price: 91.26),"8.73%, 12 days","80.77%, Past 4 years, 26","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-12 (Price: 91.42), 8.92% above",14 days,"2, 2025-09-30 (Price: 79.95)",2025-11-26 (Price: 83.44),2025-11-28 (Price: 83.93),16/14/14 days,9.56% above/8.92% above/8.92% above,2025-09-30 (Price: 82.1443)/2025-11-28 (Price: 83.3293),5.14%/1.56%/3.19%,"7.15%, 16.74%",3 days/6 days/20 days,2026-04-20/2025-12-06/2025-12-26,12.11%,4.86%,7.25%,0.41,0.24,89.0497/86.6074/86.32/No Horizontal Resistance/91.6167/97.2953/No EMA 200 Target,81.32/54.526/74.6074/62.3451/No F-Track Level/No F-Track Level/70.82,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"NA.TO, Long, 2025-11-28 (Price: 168.95)",2025-12-10 (Price: 173.13),"2.47%, 12 days","78.26%, Past 4 years, 23","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-12 (Price: 172.62), 2.17% above",14 days,"8, 2025-05-05 (Price: 122.46)",2025-11-28 (Price: 168.95),2025-11-28 (Price: 168.95),14/14/14 days,2.17% above/2.17% above/2.17% above,2025-05-05 (Price: 132.3092)/2025-11-28 (Price: 167.9913),4.34%/1.0%/2.55%,"4.62%, 23.98%",3 days/6 days/25 days,2026-04-07/2025-12-06/2026-01-03,10.68%,10.38%,0.3%,0.34,0.57,175.539/173.2582/196.84/No Horizontal Resistance/188.6608/207.1743/No EMA 200 Target,147.83/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"IWM, Long, 2025-11-26 (Price: 247.3)",2025-12-09 (Price: 251.39),"1.65%, 13 days","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2025-11-26",Already confirmed,"2025-12-12 (Price: 253.85), 2.65% above",16 days,"2, 2025-10-07 (Price: 244.16)",2025-11-25 (Price: 245.13),2025-11-26 (Price: 247.3),17/16/16 days,3.56% above/2.65% above/2.65% above,2025-10-07 (Price: 255.5537)/2025-11-26 (Price: 243.5789),5.6%/1.96%/3.56%,"-0.0%, 22.58%",5 days/4 days/1 day,2026-07-05/2025-12-01/2026-01-25,13.06%,4.93%,8.13%,1.95,0.25,254.5459/256.1039/249.18/No Horizontal Resistance/348.4025/539.5308/No EMA 200 Target,229.11/162.3167/230.2783/157.2742/No F-Track Level/No F-Track Level/220.34,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"GS, Long, 2025-11-12 (Price: 838.97)",2025-12-11 (Price: 911.03),"8.59%, 29 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-12-12 (Price: 887.96), 5.84% above",1 day,"2, 2025-09-23 (Price: 806.32)",2025-11-11 (Price: 810.31),2025-11-12 (Price: 838.97),31/30/30 days,9.58% above/5.84% above/5.84% above,2025-09-23 (Price: 825.25)/2025-11-12 (Price: 801.1033),15.23%/0.89%/4.89%,"15.57%, 33.99%",3 days/7 days/1 day,2026-03-22/2025-11-22/2025-12-25,8.25%,16.23%,-7.98%,0.7,0.81,881.0024/879.9956/858.56/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,744.6/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/667.17,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"BDGI.TO, Long, 2025-10-29 (Price: 72.71)",2025-12-10 (Price: 78.37),"7.78%, 1 day","96.67%, Past 4 years, 30","Daily, is CONFIRMED on 2025-10-29",Already confirmed,"2025-12-12 (Price: 78.2), 7.55% above",1 day,"2, 2025-08-12 (Price: 55.11)",2025-10-27 (Price: 70.74),2025-10-29 (Price: 72.71),46/44/44 days,10.55% above/7.55% above/7.55% above,2025-08-12 (Price: 55.1606)/2025-10-29 (Price: 70.6373),9.22%/1.3%/4.59%,"19.0%, 30.91%",3 days/6 days/29 days,2026-03-17/2025-11-06/2025-12-10,15.97%,8.3%,7.67%,0.68,0.42,74.3532/76.0474/83.27/No Horizontal Resistance/63.2847/69.0016/No EMA 200 Target,56.14/24.32/58.5532/53.241/No F-Track Level/No F-Track Level/48.02,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"INFY, Long, 2025-10-22 (Price: 17.47)",2025-12-08 (Price: 17.72),"1.43%, 1 day","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-10-22",Already confirmed,"2025-12-12 (Price: 17.78), 1.77% above",1 day,"8, 2025-03-27 (Price: 18.67)",2025-10-21 (Price: 17.41),2025-10-22 (Price: 17.47),52/51/51 days,2.13% above/1.77% above/1.77% above,2025-03-27 (Price: 20.1764)/2025-10-22 (Price: 17.3646),6.66%/1.9%/4.18%,"-0.0%, 10.02%",3 days/7 days/1 day,2026-03-14/2025-11-01/2025-12-04,13.05%,6.68%,6.37%,1.41,0.34,18.2527/18.2002/18.19/23.796/31.8515/41.1179/18.38,16.07/16.074/13.0115/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"TFII.TO, Long, 2025-10-17 (Price: 132.51)",2025-12-10 (Price: 139.46),"5.24%, 1 day","84.21%, Past 4 years, 19","Daily, is CONFIRMED on 2025-10-17",Already confirmed,"2025-12-12 (Price: 141.37), 6.69% above",1 day,"2, 2025-08-26 (Price: 130.23)",2025-10-16 (Price: 133.96),2025-10-17 (Price: 132.51),57/56/56 days,5.53% above/6.69% above/6.69% above,2025-08-26 (Price: 138.3475)/2025-10-17 (Price: 129.2017),9.08%/2.14%/5.23%,"5.39%, 18.82%",3 days/8 days/1 day,2026-02-24/2025-10-28/2025-12-16,14.66%,12.79%,1.87%,1.0,0.61,139.6655/139.4403/133.88/219.9933/223.9051/280.6304/133.83,121.18/102.925/113.6809/104.714/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-10-15 (Price: 250.21)",2025-12-08 (Price: 261.38),"4.46%, 1 day","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-10-15",Already confirmed,"2025-12-12 (Price: 260.6), 4.15% above",1 day,"0, 2023-12-19 (Price: 219.35)",2025-10-14 (Price: 248.42),2025-10-15 (Price: 250.21),59/58/58 days,4.9% above/4.15% above/4.15% above,2023-12-19 (Price: 443.175)/2025-10-15 (Price: 245.55),12.97%/1.07%/3.55%,"4.22%, 15.72%",2 days/6 days/22 days,2026-02-13/2025-10-23/2025-11-15,15.14%,9.33%,5.81%,1.08,0.49,268.075/259.0925/268.73/366.6625/412.2037/473.5829/265.28,235.75/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"GDX, Long, 2025-09-21 (Price: 72.36)",2025-12-07 (Price: 81.03),"11.98%, 2 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-12 (Price: 85.66), 18.38% above",2 days,"2, 2024-12-15 (Price: 36.65)",2025-09-07 (Price: 66.34),2025-09-19 (Price: 72.36),96/84/82 days,29.12% above/18.38% above/18.38% above,2024-12-15 (Price: 38.5655)/2025-09-21 (Price: 64.8751),27.5%/0.75%/12.93%,"-0.0%, 52.31%",8 days/28 days/2 days,2026-09-29/2025-10-31/2026-01-20,18.06%,1.41%,16.65%,1.66,0.12,78.6119/81.7161/93.79/No Horizontal Resistance/72.73/90.9746/No EMA 200 Target,34.26/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level/47.97,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-09-17 (Price: 254.15)",2025-12-09 (Price: 257.41),"1.28%, 2 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-12-12 (Price: 260.6), 2.54% above",2 days,"2, 2025-07-01 (Price: 264.55)",2025-09-16 (Price: 254.01),2025-09-17 (Price: 254.15),87/86/86 days,2.59% above/2.54% above/2.54% above,2025-07-01 (Price: 274.7473)/2025-09-17 (Price: 251.0953),12.97%/1.07%/3.55%,"4.22%, 15.72%",2 days/6 days/22 days,2026-01-16/2025-09-25/2025-10-18,15.14%,9.33%,5.81%,1.08,0.49,272.2963/263.1723/260.39/366.6625/412.2037/473.5829/270.8,242.52/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"XLE, Long, 2025-09-17 (Price: 44.995)",2025-12-08 (Price: 45.42),"0.94%, 2 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-12-12 (Price: 45.51), 1.14% above",2 days,"4, 2025-06-04 (Price: 40.975)",2025-09-17 (Price: 44.995),2025-09-17 (Price: 44.995),86/86/86 days,1.14% above/1.14% above/1.14% above,2025-06-04 (Price: 44.7112)/2025-09-17 (Price: 44.7365),6.81%/0.4%/3.61%,"6.99%, 40.87%",1 day/6 days/17 days,2025-11-21/2025-09-25/2025-10-11,10.35%,4.61%,5.74%,0.88,0.26,47.3842/46.6193/47.41/49.2225/53.4428/58.8712/No EMA 200 Target,43.58/22.8475/44.5115/37.0707/No F-Track Level/No F-Track Level/43.52,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"INFY, Long, 2025-09-17 (Price: 17.68)",2025-12-09 (Price: 17.75),"0.4%, 2 days","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-12-12 (Price: 17.78), 0.57% above",2 days,"2, 2025-07-01 (Price: 18.9)",2025-09-16 (Price: 17.06),2025-09-17 (Price: 17.68),87/86/86 days,4.22% above/0.57% above/0.57% above,2025-07-01 (Price: 19.1885)/2025-09-17 (Price: 16.8825),6.66%/1.9%/4.18%,"-0.0%, 10.02%",3 days/7 days/1 day,2026-02-07/2025-09-27/2025-10-30,13.05%,6.68%,6.37%,1.41,0.34,18.4721/18.419/18.41/23.796/31.8515/41.1179/19.14,16.38/16.074/13.0115/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"FBU.NZ, Long, 2025-09-07 (Price: 3.22)",2025-12-07 (Price: 3.64),"13.04%, 3 days","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-09-05",Already confirmed,"2025-12-12 (Price: 3.66), 13.66% above",3 days,"0, 2021-05-16 (Price: 7.34)",2025-09-07 (Price: 3.22),2025-09-07 (Price: 3.22),96/96/96 days,13.66% above/13.66% above/13.66% above,2021-05-16 (Price: 8.4124)/2025-09-07 (Price: 3.0809),5.66%/3.22%/4.85%,"41.61%, 51.08%",1 day/3 days/10 days,2027-04-03/2026-02-06/2026-11-15,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.1173/3.3762/5.69/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.09,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"XLE, Long, 2025-09-02 (Price: 45.26)",2025-12-08 (Price: 45.42),"0.35%, 3 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-12-12 (Price: 45.51), 0.55% above",3 days,"4, 2025-05-19 (Price: 42.185)",2025-08-28 (Price: 44.95),2025-09-02 (Price: 45.26),106/101/101 days,1.25% above/0.55% above/0.55% above,2025-05-19 (Price: 44.7073)/2025-09-02 (Price: 44.7326),6.81%/0.4%/3.61%,"6.99%, 40.87%",1 day/6 days/17 days,2025-11-06/2025-09-10/2025-09-26,10.35%,4.61%,5.74%,0.88,0.26,47.6633/46.8939/47.1/49.2225/53.4428/58.8712/No EMA 200 Target,42.12/22.8475/44.5115/37.0707/No F-Track Level/No F-Track Level/43.71,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"RHHBY, Long, 2025-08-31 (Price: 40.77)",2025-12-07 (Price: 48.52),"19.01%, 3 days","87.5%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-08-29",Already confirmed,"2025-12-12 (Price: 49.9), 22.39% above",3 days,"4, 2024-09-29 (Price: 40.14)",2025-08-24 (Price: 40.87),2025-08-29 (Price: 40.77),110/105/103 days,22.09% above/22.39% above/22.39% above,2024-09-29 (Price: 49.185)/2025-08-31 (Price: 39.825),18.53%/3.11%/9.28%,"21.59%, 44.18%",1 day/1 day/4 days,2027-05-18/2025-10-22/2026-03-14,3.03%,4.77%,-1.74%,0.42,0.23,42.3233/44.5535/41.15/52.46/58.6089/65.2057/No EMA 200 Target,38.23/34.5167/31.0544/No support/No F-Track Level/No F-Track Level/39.22,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"SFTBY, Long, 2025-07-31 (Price: 38.15)",2025-12-12 (Price: 54.95) (Today),"44.04%, 4 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-12 (Price: 54.95), 44.04% above",4 days,"2, 2024-07-31 (Price: 30.54)",2025-06-30 (Price: 36.43),2025-07-18 (Price: 37.5),165/147/134 days,50.84% above/46.53% above/44.04% above,2024-07-31 (Price: 37.19)/2025-07-31 (Price: 32.01),36.66%/36.66%/36.66%,"-0.0%, 64.04%",1 day/1 day/1 day,2027-01-03/2027-01-03/2027-01-03,12.92%,8.11%,4.81%,0.88,0.41,36.8529/52.1358/42.72/No Horizontal Resistance/48.3837/56.3971/No EMA 200 Target,25.22/16.82/32.5245/28.6536/No F-Track Level/No F-Track Level/29.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"SLV, Long, 2025-07-31 (Price: 33.32)",2025-11-30 (Price: 51.21),"53.69%, 4 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-12 (Price: 56.1), 68.37% above",4 days,"2, 2024-07-31 (Price: 26.39)",2025-06-30 (Price: 32.81),2025-07-02 (Price: 33.24),165/163/134 days,70.98% above/68.77% above/68.37% above,2024-07-31 (Price: 32.034)/2025-07-31 (Price: 31.098),45.26%/2.87%/19.7%,"54.87%, 60.6%",2 days/4 days/11 days,2028-06-07/2026-01-23/2026-11-25,3.08%,4.57%,-1.49%,0.61,0.23,37.9382/39.884/37.48/No Horizontal Resistance/47.5817/54.635/No EMA 200 Target,26.33/18.99/31.6598/28.4154/No F-Track Level/No F-Track Level/29.96,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BAC, Long, 2025-07-31 (Price: 47.27)",2025-12-12 (Price: 55.14) (Today),"16.65%, 4 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-12 (Price: 55.14), 16.65% above",4 days,"8, 2021-07-31 (Price: 38.36)",2025-05-31 (Price: 44.13),2025-07-30 (Price: 47.96),195/135/134 days,24.95% above/14.97% above/16.65% above,2021-07-31 (Price: 51.4786)/2025-07-31 (Price: 42.0938),30.69%/9.64%/18.15%,"25.08%, 44.87%",1 day/5 days/9 days,2027-06-08/2026-03-05/2026-08-26,4.68%,2.37%,2.31%,0.29,0.18,55.0601/55.8495/52.62/48.715/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.14,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-12 (Price: 54.24) (Today),"11.7%, 4 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-12 (Price: 54.24), 11.7% above",4 days,"0, 2020-07-31 (Price: 43.29)",2025-05-31 (Price: 45.52),2025-07-31 (Price: 48.56),195/134/134 days,19.16% above/11.7% above/11.7% above,2020-07-31 (Price: 60.0161)/2025-07-31 (Price: 45.2207),23.15%/1.8%/11.72%,"17.13%, 38.01%",1 day/4 days/9 days,2027-11-12/2026-01-20/2026-09-21,1.85%,4.85%,-3.0%,0.23,0.23,56.1111/54.2512/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-12-12 (Price: 78.2) (Today),"49.55%, 4 days","95.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-12 (Price: 78.2), 49.55% above",4 days,"4, 2023-07-31 (Price: 32.1)",2025-05-31 (Price: 44.61),2025-07-02 (Price: 48.62),195/163/134 days,75.3% above/60.84% above/49.55% above,2023-07-31 (Price: 58.772)/2025-07-31 (Price: 36.956),69.93%/3.87%/34.79%,"37.81%, 54.03%",11 days/5 days/6 days,2026-11-29/2026-03-05/2026-04-17,16.29%,14.03%,2.26%,1.02,0.66,103.4139/70.4817/64.4/No Horizontal Resistance/50.7492/58.5532/No EMA 200 Target,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level/41.26,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BPCL.NS, Long, 2025-07-06 (Price: 346.2)",2025-11-30 (Price: 359.1),"3.73%, 4 days","100.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-12-12 (Price: 365.05), 5.44% above",5 days,"2, 2024-09-01 (Price: 357.65)",2025-06-29 (Price: 333.0),2025-07-04 (Price: 346.2),166/161/159 days,9.62% above/5.44% above/5.44% above,2024-09-01 (Price: 375.2119)/2025-07-06 (Price: 315.9317),29.59%/1.78%/10.75%,"-0.0%, 47.09%",8 days/28 days/2 days,2026-06-25/2025-08-15/2025-11-04,7.83%,8.79%,-0.96%,0.84,0.44,372.0611/383.4165/353.07/No Horizontal Resistance/372.4081/393.108/No EMA 200 Target,237.3/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level/298.54,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"MAR, Long, 2025-07-06 (Price: 280.03)",2025-12-07 (Price: 292.59),"4.49%, 5 days","81.48%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-12-12 (Price: 298.72), 6.67% above",5 days,"2, 2025-01-19 (Price: 277.18)",2025-06-29 (Price: 273.47),2025-07-01 (Price: 278.07),166/164/159 days,9.23% above/7.43% above/6.67% above,2025-01-19 (Price: 314.27)/2025-07-06 (Price: 260.27),16.53%/2.51%/7.6%,"12.52%, 61.32%",10 days/28 days/2 days,2026-10-13/2025-08-15/2025-10-22,11.8%,10.04%,1.76%,0.46,0.51,321.4744/301.3123/281.74/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,214.58/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/264.74,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-30 (Price: 7.75),"17.78%, 5 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-12-12 (Price: 8.25), 25.38% above",5 days,"4, 2022-06-30 (Price: 3.1)",2025-05-31 (Price: 6.15),2025-06-16 (Price: 6.4),195/179/165 days,34.15% above/28.91% above/25.38% above,2022-06-30 (Price: 2.9723)/2025-06-30 (Price: 6.0296),44.06%/28.75%/36.57%,"-0.0%, 15.01%",1 day/6 days/9 days,2027-06-28/2026-03-22/2026-07-30,14.41%,0.49%,13.92%,1.44,-0.1,7.9671/8.9863/8.67/No Horizontal Resistance/8.5311/12.0421/No EMA 200 Target,3.0/2.942/6.3611/No support/No F-Track Level/No F-Track Level/5.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
