Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-08-21 (Price: 591.92)",Daily,No Exit Yet,No Price Target,2025-12-07 (Max),9.71%/11.51%,"-7.84%, 3.5 months","2025-12-05 (Price: 545.52), 7.84% below",611.4534 (Avg % Gain of Historic Winning trades)/608.31 (Exit Rule)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/638.149 (Backtested Best)/598.4903 (Backtested Worst),2025-12-07 (Max),550.18/279.035/554.0572/515.4888/No F-Track Level/No F-Track Level/547.22,"76.32%, Past 4 years, 38",No Information,No Information,No Information,No Information,No Information,7.84% below/7.84% below/7.84% below,7.81%/1.11%/3.3%,"12.46%, 28.57%",2.5 months/4 days/22 days,7.89%,12.44%,-4.55%,0.18,0.45,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-08-21 (Price: 38.45)",Daily,2025-12-02 (Price: 38.0),No Price Target,2025-12-06 (Max),1.82%/2.85%,"-1.33%, 3.5 months","2025-12-05 (Price: 37.94), 1.33% below",39.7304 (Historic Rise or Fall to Pivot)/40.1341 (Avg % Gain of Historic Winning trades)/39.02 (Exit Rule)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/43.0602 (Backtested Best)/38.6307 (Backtested Worst),2025-12-06 (Max),35.78/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.19,"75.86%, Past 4 years, 58",No Information,No Information,No Information,No Information,No Information,0.77% above/1.33% below/1.33% below,11.99%/0.47%/4.38%,"35.23%, 43.46%",2.5 months/5 days/29 days,0%,10.77%,0%,-0.18,0.39,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-07-31 (Price: 253.77)",Monthly,No Exit Yet,No Price Target,2025-12-04 (Min),40.06%/71.32%,"-14.26%, 4.2 months","2025-12-05 (Price: 217.58), 14.26% below",304.7524 (Avg % Gain of Historic Winning trades)/372.76 (Exit Rule)/391.0849 (Backtested Best),2027-06-23 (Max)/2026-05-31 (Avg),139.81/62.38/167.1709/145.7273/No F-Track Level/No F-Track Level/175.23,"81.25%, Past 20 years, 16",No Information,No Information,No Information,No Information,No Information,0.48% below/14.26% below/14.26% below,54.11%/7.78%/20.09%,"6.17%, 28.67%",1.3 year/2.9 months/7 months,9.74%,9.41%,0.32%,1.04,0.34,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
PULSEGAUGE,"RELIANCE.NS, Long, 2025-07-06 (Price: 1527.3)",Weekly,No Exit Yet,No Price Target,2025-12-07 (Avg),8.32%/20.08%,"0.87%, 5.1 months","2025-12-05 (Price: 1540.6), 0.87% above",1668.728 (Historic Rise or Fall to Pivot)/1895.2266 (Avg % Gain of Historic Winning trades)/1879.7264 (Exit Rule)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/1946.5438 (Backtested Best)/1850.0185 (Backtested Worst),2026-07-16 (Max)/2025-12-07 (Avg),1200.1/853.4344/1503.6962/1375.0525/No F-Track Level/No F-Track Level/1394.24,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,27.45%/21.13%/24.09%,"17.85%, 27.74%",8.6 months/9 days/3.6 months,30.85%,17.88%,12.97%,0.58,0.62,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"TWR.NZ, Long, 2025-07-06 (Price: 1.6)",Weekly,2025-11-30 (Price: 1.94),1.92 (Backtested Worst),No Date Target,7.26%/21.11%,"20.62%, 5.1 months","2025-12-05 (Price: 1.93), 20.62% above",2.0702 (Avg % Gain of Historic Winning trades)/7.3695 (Exit Rule)/7.3695 (F-Stack 1)/7.9211 (F-Stack 2)/2.3374 (Backtested Best),2027-02-25 (Max)/2026-01-20 (Avg),1.35/0.6344/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,46.09%/20.0%/29.39%,"19.52%, 29.37%",1.1 year/1.1 month/4.6 months,17.75%,-4.18%,21.93%,0.48,-0.09,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"FPH.NZ, Long, 2025-07-06 (Price: 36.58)",Weekly,No Exit Yet,No Price Target,2025-12-07 (Avg),3.3%/7.88%,"3.72%, 5.1 months","2025-12-05 (Price: 37.94), 3.72% above",44.2399 (Avg % Gain of Historic Winning trades)/40.9296 (Exit Rule)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/44.7849 (Backtested Best)/43.9984 (Backtested Worst),2026-06-09 (Max)/2025-12-07 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.13,"82.35%, Past 24 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,22.43%/20.28%/20.94%,"23.57%, 30.74%",7.8 months/24 days/3.6 months,8.41%,13.69%,-5.28%,0.21,0.51,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"NA.TO, Long, 2025-07-06 (Price: 141.41)",Weekly,2025-12-05 (Price: 170.76) (Today),171.9828 (Avg % Gain of Historic Winning trades)/170.3283 (Backtested Worst),No Date Target,3.38%/10.48%,"20.76%, 5.1 months","2025-12-05 (Price: 170.76), 20.76% above",188.6608 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/176.5362 (Backtested Best),2026-06-17 (Max)/2025-12-29 (Avg),112.96/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/139.16,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,24.84%/20.45%/21.62%,"24.51%, 35.98%",8.0 months/1.3 month/4.1 months,22.55%,10.54%,12.01%,0.56,0.41,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"TD.TO, Long, 2025-07-06 (Price: 101.69)",Weekly,2025-12-05 (Price: 122.2) (Today),122.8517 (Avg % Gain of Historic Winning trades)/123.8381 (Backtested Best)/122.3026 (Backtested Worst),No Date Target,5.29%/5.29%,"20.17%, 5.1 months","2025-12-05 (Price: 122.2), 20.17% above",128.6672 (Exit Rule)/128.6672 (F-Stack 1)/152.0396 (F-Stack 2),2027-07-27 (Max)/2026-07-07 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/99.51,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,21.78%/20.27%/20.81%,"32.27%, 42.55%",1.4 year/19 days/8.4 months,7.2%,6.93%,0.27%,0.31,0.24,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2025-06-30 (Price: 27.54)",Monthly,2025-12-05 (Price: 33.06) (Today),No Price Target,No Date Target,9.01%/20.83%,"20.04%, 5.3 months","2025-12-05 (Price: 33.06), 20.04% above",36.04 (Exit Rule)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2),2026-03-07 (Max)/2026-03-07 (Max)/2026-03-07 (Max),25.82/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,"100.0%, Past 12 years, 8",No Information,No Information,No Information,"88.6% (Price: 23.1742), 42.66% above, Upmove Bounce Back","2024-02-29 (Price: 21.56), 2024-10-31 (Price: 35.72)",No Information,6.41%/6.41%/6.41%,"-0.0%, 12.65%",5.8 months/5.8 months/5.8 months,9.59%,2.03%,7.56%,0.36,0.04,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2025-12-06 (Max),52.52%/73.9%,"-14.72%, 6.3 months","2025-12-05 (Price: 89235.1797), 14.72% below",290297.4636 (Historic Rise or Fall to Pivot)/332895.6316 (Avg % Gain of Historic Winning trades)/161744.31 (Exit Rule)/136097.3501 (F-Stack 2)/468339.1802 (Backtested Best)/155178.2931 (Backtested Worst),2025-12-06 (Max),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,5.28% below/14.72% below/14.72% below,347.58%/48.3%/218.14%,"-0.0%, 15.0%",4.4 months/3.6 months/4.2 months,256.42%,64.47%,191.95%,1.22,1.44,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,No Exit Yet,201.8101 (Avg % Gain of Historic Winning trades),No Date Target,9.43%/15.86%,"13.94%, 6.3 months","2025-12-05 (Price: 201.11), 13.94% above",233.0 (Exit Rule)/294.0831 (F-Stack 2)/220.0779 (Backtested Best),2026-06-11 (Max)/2026-01-24 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 12",No Information,No Information,No Information,No Information,No Information,13.94% above/17.28% above/13.94% above,24.69%/2.92%/14.34%,"-0.0%, 12.12%",8.7 months/3.6 months/5.5 months,19.68%,27.97%,-8.29%,1.55,1.28,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Monthly,2025-12-05 (Price: 28.03) (Today),No Price Target,No Date Target,4.82%/17.18%,"10.4%, 8.3 months","2025-12-05 (Price: 28.03), 10.4% above",32.8445 (Avg % Gain of Historic Winning trades)/29.38 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/37.6204 (Backtested Best),2026-10-16 (Max)/2026-02-03 (Avg),16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,"75.0%, Past 20 years, 20",No Information,No Information,No Information,No Information,No Information,27.35% above/12.25% above/10.4% above,48.17%/7.34%/29.36%,"31.07%, 31.13%",1.1 year/3.6 months/7.1 months,10.26%,2.49%,7.77%,0.63,0.12,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-01-31 (Price: 8.64)",Monthly,No Exit Yet,No Price Target,2025-12-02 (Avg),7.32%/7.75%,"-6.71%, 10.3 months","2025-12-05 (Price: 8.06), 6.71% below",8.7558 (Historic Rise or Fall to Pivot)/9.326 (Avg % Gain of Historic Winning trades)/8.65 (Exit Rule)/8.9117 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/10.9184 (Backtested Best)/8.6849 (Backtested Worst),2027-01-23 (Max),7.3/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.76,"88.24%, Past 20 years, 17",No Information,No Information,No Information,No Information,No Information,6.71% below/6.71% below/6.71% below,26.37%/0.52%/7.94%,"22.94%, 49.34%",1.4 year/3.6 months/7.0 months,4.72%,8.05%,-3.33%,0.41,0.3,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",Monthly,2025-12-05 (Price: 9.14) (Today),No Price Target,No Date Target,14.52%/20.63%,"4.82%, 1.2 year","2025-12-05 (Price: 9.14), 4.82% above",10.4675 (Avg % Gain of Historic Winning trades)/11.0256 (Backtested Best),2026-02-17 (Max),7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,"100.0%, Past 20 years, 8",No Information,No Information,No Information,No Information,No Information,7.03% above/4.82% above/4.82% above,26.44%/7.23%/20.04%,"-0.0%, 15.86%",11.6 months/3.6 months/7.0 months,20.51%,7.62%,12.9%,1.86,0.27,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-11-30 (Price: 107.58)",Monthly,2025-12-05 (Price: 100.24) (Today),No Price Target,No Date Target,-65.22%/-63.22%,"6.82%, 4 days","2025-12-05 (Price: 100.24), 6.82% below",86.4083 (Avg % Gain of Historic Winning trades)/36.87 (Exit Rule)/34.8663 (Horizontal)/86.4764 (F-Stack 2),2026-03-02 (Max)/2025-12-28 (Min)/2026-01-08 (Avg),133.91/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/113.42,"87.5%, Past 23 years, 16",No Information,No Information,No Information,"23.66% (Price: 106.2331), 5.64% below, Upmove Break Below","2022-05-31 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,51.8%/3.55%/19.68%,"21.42%, 51.8%",2.1 months/20 days/27 days,107.65%,5.4%,102.25%,0.58,0.92,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,No Exit Yet,186.14 (Exit Rule),No Date Target,-36.7%/-28.92%,"14.55%, 2.2 months","2025-12-05 (Price: 184.66), 14.55% below",170.1787 (Avg % Gain of Historic Winning trades)/116.89 (Horizontal)/131.2534 (F-Stack 2),2026-04-07 (Max)/2026-03-05 (Min)/2026-03-18 (Avg),278.08/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/250.82,"88.89%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,24.29% below/23.67% below/14.55% below,25.37%/7.99%/21.25%,"21.18%, 25.96%",4.4 months/3.6 months/3.9 months,35.0%,5.4%,29.6%,0.54,0.45,100.0%/1/9.4 months (Across ALL Assets),0.0%/4/3.7 months (Across ALL Assets)
