Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-10-23 (Price: 43.68)",Daily,2025-11-25 (Price: 46.84),No Price Target,2025-11-26 (Min),8.92%/26.86%,"8.26%, 1.2 month","2025-11-28 (Price: 47.29), 8.26% above",59.9901 (Avg % Gain of Historic Winning trades)/51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/88.1899 (Backtested Best),2027-03-25 (Max)/2026-06-30 (Avg),41.91/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/43.04,"100.0%, Past 5 years, 38",No Information,No Information,No Information,"78.6% (Price: 41.8591), 12.97% above, Upmove Bounce Back","2025-08-19 (Price: 40.62), 2025-10-09 (Price: 46.41)",No Information,101.9%/7.41%/37.34%,"-0.0%, 18.38%",11.9 months/24 days/5.8 months,29.0%,31.99%,-2.99%,0.39,1.09,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Long, 2025-10-21 (Price: 212.17)",Daily,2025-11-26 (Price: 235.85),No Price Target,No Date Target,3.46%/4.81%,"10.38%, 1.3 month","2025-11-28 (Price: 234.19), 10.38% above",242.2981 (Avg % Gain of Historic Winning trades)/245.45 (Exit Rule)/256.6133 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/284.2866 (Backtested Best),2026-05-07 (Max)/2026-02-06 (Avg),209.51/196.0/147.1212/139.9966/No F-Track Level/No F-Track Level/No Moving Avg Support,"97.14%, Past 5 years, 35",No Information,No Information,No Information,"50% (Price: 213.83), 9.52% above, Upmove Bounce Back","2025-08-08 (Price: 186.1), 2025-09-29 (Price: 241.56)",No Information,33.99%/3.04%/14.2%,"0.61%, 12.07%",4.6 months/12 days/2.5 months,29.12%,2.66%,26.46%,0.58,0.08,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-10-20 (Price: 1002.95)",Daily,No Exit Yet,No Price Target,2025-11-29 (Avg),0.45%/0.63%,"0.46%, 1.3 month","2025-11-28 (Price: 1007.6), 0.46% above",1013.9824 (Historic Rise or Fall to Pivot)/1046.9795 (Avg % Gain of Historic Winning trades)/1030.04 (Exit Rule)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1099.7347 (Backtested Best)/1012.1771 (Backtested Worst),2026-01-25 (Max)/2025-11-29 (Avg),945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/935.19,"100.0%, Past 4 years, 29",No Information,No Information,No Information,No Information,No Information,0.46% above/0.46% above/0.46% above,9.65%/0.92%/4.39%,"-0.0%, 11.99%",2.2 months/4 days/28 days,48.18%,7.98%,40.2%,1.18,0.29,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"MA, Long, 2025-10-20 (Price: 566.36)",Daily,No Exit Yet,No Price Target,2025-11-26 (Avg),7.64%/7.7%,"-2.8%, 1.3 month","2025-11-28 (Price: 550.53), 2.8% below",592.5825 (Historic Rise or Fall to Pivot)/612.1785 (Avg % Gain of Historic Winning trades)/662.64 (Exit Rule)/592.9033 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/650.691 (Backtested Best)/595.301 (Backtested Worst),2026-03-06 (Max),No Recent Minima/306.91/554.0572/515.4888/No F-Track Level/No F-Track Level/560.24,"93.1%, Past 6 years, 29",No Information,No Information,No Information,No Information,No Information,No Information,14.89%/5.11%/8.09%,"12.38%, 17.12%",3.2 months/2 days/26 days,44.09%,12.44%,31.65%,0.45,0.45,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2025-10-15 (Price: 73.4)",Daily,No Exit Yet,76.35 (Exit Rule),2025-11-28 (Avg),1.25%/11.87%,"3.99%, 1.5 month","2025-11-28 (Price: 76.33), 3.99% above",85.51 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/77.2829 (Backtested Best),2026-02-26 (Max),72.67/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.09,"96.43%, Past 4 years, 28",No Information,No Information,No Information,No Information,No Information,4.43% above/3.99% above/3.99% above,5.29%/0.99%/3.68%,"6.48%, 15.84%",3.1 months/4 days/1.0 month,25.63%,10.15%,15.48%,1.24,0.37,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2025-10-12 (Price: 3028.3)",Weekly,No Exit Yet,3139.7414 (Backtested Worst),No Date Target,1.12%/3.1%,"3.61%, 1.6 month","2025-11-28 (Price: 3137.5), 3.61% above",3172.7499 (Historic Rise or Fall to Pivot)/3296.9102 (Avg % Gain of Historic Winning trades)/3234.83 (Exit Rule)/4543.575 (Horizontal)/5637.7577 (F-Stack 1)/6110.9256 (F-Stack 2)/3299.83 (Moving Avg)/3454.079 (Backtested Best),No Next Date Target,2899.1/2937.675/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No Moving Avg Support,"75.0%, Past 15 years, 4",No Information,No Information,No Information,No Information,No Information,No Information,14.06%/3.68%/8.87%,"14.47%, 16.73%",19 days/14 days/16 days,4.81%,11.95%,-7.14%,0.07,0.46,94.87%/39/1.3 month (Across ALL Assets),89.42%/104/1.6 month (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2025-10-08 (Price: 51.6)",Daily,2025-11-26 (Price: 57.81),No Price Target,No Date Target,12.99%/22.39%,"13.68%, 1.7 month","2025-11-28 (Price: 58.66), 13.68% above",66.28 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/71.7962 (Backtested Best),2029-03-16 (Max)/2027-01-17 (Avg),51.18/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level/48.66,"100.0%, Past 5 years, 26",No Information,No Information,No Information,"38.2% (Price: 49.9425), 17.46% above, Upmove Bounce Back","2025-01-13 (Price: 34.82), 2025-08-21 (Price: 59.29)",No Information,39.14%/0.1%/9.65%,"-0.0%, 37.23%",2.4 years/11 days/10.7 months,5.64%,8.81%,-3.17%,0.41,0.33,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2025-10-02 (Price: 68.77)",Daily,No Exit Yet,No Price Target,2025-11-27 (Max),38.98%/43.24%,"-25.04%, 1.9 month","2025-11-28 (Price: 51.55), 25.04% below",73.8383 (Historic Rise or Fall to Pivot)/74.1616 (Avg % Gain of Historic Winning trades)/87.2457 (F-Stack 2)/78.4391 (Backtested Best)/71.6446 (Backtested Worst),No Next Date Target,61.94/41.99/60.36/52.8569/No F-Track Level/No F-Track Level/58.09,"100.0%, Past 4 years, 8",No Information,No Information,No Information,No Information,No Information,20.69% below/25.04% below/25.04% below,14.06%/4.18%/7.84%,"-0.0%, 8.48%",1.3 month/4 days/9 days,562.23%,58.43%,503.8%,1.47,1.54,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
SIGMASHELL,"BTI, Long, 2025-10-01 (Price: 52.28)",Daily,No Exit Yet,No Price Target,2025-11-29 (Min),12.88%/40.17%,"12.2%, 1.9 month","2025-11-28 (Price: 58.66), 12.2% above",82.226 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/66.2178 (Backtested Best),2026-02-12 (Max)/2025-11-29 (Min)/2025-12-22 (Avg),46.69/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level/48.66,"75.0%, Past 5 years, 8","-6.68, 93.18",No Information,No Information,No Information,No Information,No Information,26.66%/2.98%/9.01%,"3.83%, 21.48%",3.1 months/1.4 month/1.9 month,9.1%,9.86%,-0.76%,0.56,0.35,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2025-10-01 (Price: 181.79)",Daily,No Exit Yet,No Price Target,2025-11-27 (Min),1.15%/5.9%,"9.99%, 1.9 month","2025-11-28 (Price: 199.95), 9.99% above",202.2414 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/211.749 (Backtested Best),2026-01-06 (Max)/2025-12-12 (Avg),175.34/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level/177.39,"100.0%, Past 5 years, 5","-4.42, 93.33",No Information,No Information,No Information,No Information,No Information,16.48%/8.78%/11.25%,"-0.0%, 7.51%",2.2 months/1.3 month/1.7 month,14.73%,27.78%,-13.05%,1.6,1.2,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2025-09-26 (Price: 53.0)",Daily,2025-11-28 (Price: 58.66) (Today),58.1145 (Avg % Gain of Historic Winning trades),No Date Target,22.09%/25.71%,"10.68%, 2.1 months","2025-11-28 (Price: 58.66), 10.68% above",71.62 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/73.7442 (Backtested Best),2029-03-04 (Max)/2027-01-05 (Avg),52.35/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/48.66,"100.0%, Past 5 years, 26",No Information,No Information,No Information,"23.66% (Price: 51.9459), 12.93% above, Upmove Bounce Back","2024-04-16 (Price: 28.25), 2025-08-21 (Price: 59.29)",No Information,39.14%/0.1%/9.65%,"-0.0%, 37.23%",2.4 years/11 days/10.7 months,5.64%,8.81%,-3.17%,0.41,0.33,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-09-21 (Price: 35.45)",Weekly,No Exit Yet,36.7475 (Historic Rise or Fall to Pivot),No Date Target,6.03%/10.58%,"3.86%, 2.3 months","2025-11-28 (Price: 36.82), 3.86% above",51.7712 (Avg % Gain of Historic Winning trades)/43.69 (Exit Rule)/39.042 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/54.8589 (Backtested Best)/45.851 (Backtested Worst),2029-05-14 (Max)/2026-06-14 (Min)/2027-05-31 (Avg),35.07/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/No Moving Avg Support,"90.24%, Past 20 years, 41",No Information,No Information,No Information,"38.2% (Price: 34.562), 6.53% above, Upmove Bounce Back","2024-02-18 (Price: 26.08), 2025-07-27 (Price: 39.805)",No Information,54.75%/29.34%/46.04%,"11.0%, 32.59%",2.6 years/6.1 months/1.2 year,11.85%,14.21%,-2.36%,0.38,0.5,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-09-14 (Price: 459.32)",Weekly,2025-11-16 (Price: 471.8),477.1875 (Avg % Gain of Historic Winning trades),No Date Target,1.75%/4.57%,"3.89%, 2.5 months","2025-11-28 (Price: 477.18), 3.89% above",485.54 (Exit Rule)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/499.0052 (Backtested Best),2026-07-13 (Max)/2026-01-18 (Avg),383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/432.0,"100.0%, Past 10 years, 28",No Information,No Information,No Information,No Information,No Information,4.88% above/3.89% above/3.89% above,8.64%/1.23%/3.89%,"-0.0%, 14.86%",7.0 months/19 days/2.9 months,10.29%,9.9%,0.39%,1.56,0.44,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-09-04 (Price: 125.748)",Daily,No Exit Yet,No Price Target,2025-11-29 (Max),17.41%/18.87%,"-14.45%, 2.8 months","2025-11-28 (Price: 107.58), 14.45% below",127.8857 (Historic Rise or Fall to Pivot)/130.5264 (Avg % Gain of Historic Winning trades)/128.7 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/134.7516 (Backtested Best)/126.3139 (Backtested Worst),2025-11-29 (Max),114.79/34.8663/116.3145/100.8852/No F-Track Level/No F-Track Level/106.04,"85.71%, Past 4 years, 21",No Information,No Information,No Information,No Information,No Information,12.26% below/14.45% below/14.45% below,7.16%/0.45%/3.8%,"0.56%, 20.2%",2 months/4 days/24 days,30.5%,24.78%,5.72%,1.11,0.78,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2025-08-24 (Price: 489.0)",Weekly,No Exit Yet,512.2275 (Historic Rise or Fall to Pivot),No Date Target,22.78%/38.17%,"5.07%, 3.2 months","2025-11-28 (Price: 513.81), 5.07% above",764.8449 (Avg % Gain of Historic Winning trades)/718.54 (Exit Rule)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/1606.8051 (Backtested Best),2034-11-11 (Max)/2028-03-15 (Avg),465.4/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No Moving Avg Support,"97.37%, Past 20 years, 38",No Information,No Information,No Information,"23.66% (Price: 451.5539), 13.79% above, Upmove Bounce Back","2020-03-29 (Price: 159.5), 2025-05-04 (Price: 542.07)",No Information,228.59%/0.58%/56.41%,"0.28%, 26.48%",6.5 years/2.0 month/1.8 year,5.23%,10.72%,-5.49%,0.47,0.42,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-08-19 (Price: 196.9)",Daily,2025-11-28 (Price: 199.95) (Today),No Price Target,No Date Target,1.93%/8.44%,"1.55%, 3.4 months","2025-11-28 (Price: 199.95), 1.55% above",203.8112 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/216.8263 (Backtested Best),2026-01-12 (Max),185.49/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/161.24,"100.0%, Past 4 years, 44",No Information,No Information,No Information,No Information,No Information,1.54% above/1.55% above/1.55% above,10.12%/0.29%/3.51%,"-0.0%, 13.61%",3.4 months/4 days/29 days,31.05%,25.35%,5.71%,1.47,1.07,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-08-10 (Price: 637.18)",Weekly,2025-11-16 (Price: 671.93),No Price Target,2025-11-26 (Avg),1.09%/2.78%,"7.25%, 3.7 months","2025-11-28 (Price: 683.39), 7.25% above",690.8306 (Historic Rise or Fall to Pivot)/969.1148 (Exit Rule)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/702.3635 (Backtested Best),2026-02-05 (Max),505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/616.06,"90.48%, Past 10 years, 21",No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",4.1 months/1.5 month/2.5 months,8.38%,12.23%,-3.85%,0.78,0.56,88.89%/27/2.9 months (Across ALL Assets),85.45%/55/2.5 months (Across ALL Assets)
PULSEGAUGE,"BTC-USD, Long, 2025-07-06 (Price: 109232.0703)",Weekly,2025-11-23 (Price: 86805.0078),No Price Target,2025-11-26 (Max),35.27%/44.58%,"-16.67%, 4.8 months","2025-11-28 (Price: 91023.9219), 16.67% below",123126.3896 (Historic Rise or Fall to Pivot)/136987.9394 (Avg % Gain of Historic Winning trades)/145442.5016 (Backtested Best)/131602.7983 (Backtested Worst),No Next Date Target,78214.48/18304.4229/87809.6423/72214.6916/No F-Track Level/No F-Track Level/No Moving Avg Support,"87.5%, Past 11 years, 8",No Information,No Information,No Information,No Information,No Information,No Information,33.15%/20.48%/25.41%,"15.02%, 15.64%",3.3 months/9 days/1.5 month,144.79%,63.87%,80.93%,0.46,1.51,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"NA.TO, Long, 2025-07-06 (Price: 141.41)",Weekly,No Exit Yet,171.9828 (Avg % Gain of Historic Winning trades)/170.3283 (Backtested Worst),No Date Target,4.49%/11.67%,"19.48%, 4.8 months","2025-11-28 (Price: 168.95), 19.48% above",188.6608 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/176.5362 (Backtested Best),2026-06-17 (Max)/2025-12-29 (Avg),112.96/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,24.84%/20.45%/21.62%,"24.51%, 35.98%",8.0 months/1.3 month/4.1 months,22.55%,10.54%,12.01%,0.56,0.41,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"EFN.TO, Long, 2025-07-06 (Price: 34.69)",Weekly,No Exit Yet,No Price Target,2025-11-27 (Avg),12.77%/13.74%,"7.32%, 4.8 months","2025-11-28 (Price: 37.23), 7.32% above",42.3461 (Avg % Gain of Historic Winning trades)/45.1741 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/42.9289 (Backtested Best)/41.9853 (Backtested Worst),2026-06-24 (Max),27.54/11.7733/29.5041/111.5522/No F-Track Level/No F-Track Level/33.64,"100.0%, Past 22 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,23.75%/21.03%/22.07%,"-0.0%, 12.69%",8.1 months/1.1 month/3.3 months,46.11%,15.83%,30.28%,0.92,0.55,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"DOL.TO, Long, 2025-07-06 (Price: 190.96)",Weekly,No Exit Yet,199.6869 (Historic Rise or Fall to Pivot),No Date Target,14.62%/15.88%,"4.71%, 4.8 months","2025-11-28 (Price: 199.95), 4.71% above",231.7109 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/237.9362 (Backtested Best)/229.1902 (Backtested Worst),2026-06-09 (Max)/2026-01-04 (Avg),133.34/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/177.39,"100.0%, Past 16 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,24.6%/20.02%/21.34%,"-0.0%, 10.31%",7.8 months/1.3 month/4.2 months,34.17%,27.78%,6.39%,1.03,1.22,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"CNQ.TO, Long, 2025-07-06 (Price: 43.77)",Weekly,No Exit Yet,47.1228 (Historic Rise or Fall to Pivot),No Date Target,8.92%/11.75%,"8.04%, 4.8 months","2025-11-28 (Price: 47.29), 8.04% above",53.5876 (Avg % Gain of Historic Winning trades)/65.8353 (Exit Rule)/51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/55.531 (Backtested Best)/52.8479 (Backtested Worst),2026-03-15 (Max),37.72/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/43.04,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,26.87%/20.74%/22.43%,"16.17%, 28.13%",5.8 months/14 days/1.9 month,26.48%,11.63%,14.86%,0.45,0.42,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"IFT.NZ, Long, 2025-07-06 (Price: 10.77)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Min),11.23%/12.22%,"8.36%, 4.8 months","2025-11-28 (Price: 11.67), 8.36% above",13.0963 (Avg % Gain of Historic Winning trades)/18.927 (Exit Rule)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/13.3333 (Backtested Best)/12.98 (Backtested Worst),2027-02-03 (Max)/2026-08-21 (Avg),10.28/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No Moving Avg Support,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,23.8%/20.52%/21.6%,"15.21%, 21.03%",1.1 year/3.3 months/9.5 months,11.23%,12.72%,-1.49%,0.63,0.53,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"TWR.NZ, Long, 2025-07-06 (Price: 1.6)",Weekly,2025-11-28 (Price: 1.94) (Today),1.92 (Backtested Worst),No Date Target,6.71%/20.48%,"21.25%, 4.8 months","2025-11-28 (Price: 1.94), 21.25% above",2.0702 (Avg % Gain of Historic Winning trades)/7.3695 (Exit Rule)/7.3695 (F-Stack 1)/7.9211 (F-Stack 2)/2.3374 (Backtested Best),2027-02-25 (Max)/2026-01-20 (Avg),1.35/0.6344/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,46.09%/20.0%/29.39%,"19.52%, 29.37%",1.1 year/1.1 month/4.6 months,17.75%,-4.18%,21.93%,0.48,-0.09,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"INDY, Long, 2025-07-06 (Price: 54.46)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Min),4.02%/13.29%,"-1.27%, 4.8 months","2025-11-28 (Price: 53.77), 1.27% below",55.9304 (Historic Rise or Fall to Pivot)/66.1417 (Avg % Gain of Historic Winning trades)/60.9145 (Exit Rule)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/68.1295 (Backtested Best)/65.4065 (Backtested Worst),2026-07-16 (Max)/2026-04-01 (Avg),47.57/40.73/48.7816/37.969/No F-Track Level/No F-Track Level/51.97,"90.0%, Past 16 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,25.1%/20.1%/21.45%,"15.01%, 16.13%",8.6 months/3.3 months/6.2 months,19.26%,4.76%,14.5%,0.58,0.13,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",Monthly,2025-11-28 (Price: 7.75) (Today),No Price Target,No Date Target,8.75%/10.08%,"17.78%, 5.0 months","2025-11-28 (Price: 7.75), 17.78% above",8.4283 (Avg % Gain of Historic Winning trades)/8.67 (Exit Rule)/8.5311 (F-Stack 1)/12.0421 (F-Stack 2)/9.4791 (Backtested Best),2026-12-17 (Max)/2026-01-04 (Min)/2026-05-23 (Avg),3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level/5.37,"100.0%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,26.02% above/21.09% above/17.78% above,44.06%/6.89%/28.09%,"-0.0%, 15.01%",1.0 year/4.3 months/7.5 months,27.24%,1.15%,26.09%,1.21,-0.07,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2025-06-30 (Price: 140.52)",Monthly,2025-11-28 (Price: 168.95) (Today),No Price Target,No Date Target,11.67%/16.16%,"20.23%, 5.0 months","2025-11-28 (Price: 168.95), 20.23% above",196.2502 (Avg % Gain of Historic Winning trades)/222.66 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/328.6763 (Backtested Best),2034-04-13 (Max)/2026-01-02 (Min)/2028-03-19 (Avg),118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,"94.12%, Past 42 years, 34",No Information,No Information,No Information,"23.66% (Price: 108.7595), 55.34% above, Upmove Bounce Back","1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",No Information,133.9%/2.69%/39.66%,"11.85%, 52.46%",6.2 years/4.3 months/1.9 year,5.1%,11.99%,-6.9%,0.45,0.51,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,No Exit Yet,87.5007 (Historic Rise or Fall to Pivot),No Date Target,9.1%/41.48%,"10.96%, 5.0 months","2025-11-28 (Price: 87.09), 10.96% above",986.7527 (Avg % Gain of Historic Winning trades)/135.41 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/5851.4295 (Backtested Best),2040-03-26 (Max)/2026-02-06 (Min)/2030-06-02 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/75.72,"100.0%, Past 31 years, 16",No Information,No Information,No Information,"38.2% (Price: 61.7578), 41.02% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,7355.0%/9.52%/1157.17%,"-0.0%, 70.23%",10.3 years/5.1 months/3.5 years,13.79%,17.66%,-3.88%,0.26,0.62,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Avg),1.06%/5.95%,"0.01%, 5.1 months","2025-11-28 (Price: 1007.6), 0.01% above",1071.1208 (Historic Rise or Fall to Pivot)/1067.5948 (Avg % Gain of Historic Winning trades)/1152.92 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1127.2358 (Backtested Best)/1018.3305 (Backtested Worst),2026-11-23 (Max),818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/892.58,"100.0%, Past 10 years, 31",No Information,No Information,No Information,No Information,No Information,2.57% above/1.77% above/0.01% above,11.89%/1.08%/5.97%,"-0.0%, 23.57%",11.8 months/19 days/3.5 months,11.86%,15.07%,-3.2%,1.45,0.63,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",Weekly,No Exit Yet,47.29 (Exit Rule),No Date Target,4.46%/8.92%,"3.03%, 5.5 months","2025-11-28 (Price: 47.29), 3.03% above",49.3976 (Avg % Gain of Historic Winning trades)/51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/54.6715 (Backtested Best),2025-12-18 (Max),37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level/44.38,"70.0%, Past 10 years, 30",No Information,No Information,No Information,No Information,No Information,9.34% above/7.4% above/3.03% above,19.11%/1.41%/7.62%,"22.31%, 71.02%",4.3 months/19 days/1.5 month,1.12%,5.6%,-4.49%,0.03,0.24,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
