"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"NFLX, Long, 2025-10-29 (Price: 1100.41)",No Exit Yet,"-0.18%, 5 days","96.77%, Past 5 years, 31","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-11-05 (Price: 1098.46), 0.18% below",5 days,Upmove Bounce Back,23.66% (Price: 1105.397),0.63% below,"2023-10-18 (Price: 344.73), 2025-06-30 (Price: 1341.15)",93.74%/6.98%/45.49%,"0.67%, 75.95%",941 days/46 days/265 days,2029-07-22/2026-01-03/2026-11-16,16.51%,17.23%,-0.72%,0.61,0.58,1117.4664/1600.9865/1698.26/No Horizontal Resistance/1393.524/1524.2919,1094.56/348.6633/1008.8519/864.7664/No F-Track Level/No F-Track Level,1191.08/1124.27,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"ETH-USD, Long, 2025-10-26 (Price: 4157.9893)",No Exit Yet,"-17.61%, 7 days","100.0%, Past 10 years, 11","Weekly, was CONFIRMED on 2025-10-26",Already confirmed,"2025-11-05 (Price: 3425.9592), 17.61% below",7 days,Upmove Bounce Back,38.2% (Price: 3403.7206),0.65% above,"2022-06-19 (Price: 896.109), 2025-08-24 (Price: 4953.7329)",99.35%/4.78%/38.47%,"-0.0%, 60.64%",609 days/24 days/224 days,2028-03-26/2025-11-29/2026-09-15,33.8%,36.37%,-2.57%,0.32,1.1,4007.4701/5757.5678/6592.56/4922.7188/4887.278/5344.0381,3984.65/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level,4123.83/3371.69,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"TRI.TO, Long, 2025-10-26 (Price: 227.55)",No Exit Yet,"-10.56%, 7 days","95.0%, Past 20 years, 20","Weekly, was CONFIRMED on 2025-10-26",Already confirmed,"2025-11-05 (Price: 203.53), 10.56% below",7 days,Upmove Bounce Back,38.2% (Price: 205.33),0.88% below,"2018-05-13 (Price: 53.4023), 2025-07-20 (Price: 299.24)",87.63%/1.4%/28.01%,"1.51%, 22.04%",739 days/34 days/285 days,2028-09-30/2025-12-14/2026-12-12,11.76%,9.69%,2.07%,0.46,0.37,243.2965/291.2868/375.05/240.8933/293.2329/316.3836,212.03/116.89/193.124/131.2534/No F-Track Level/No F-Track Level,226.32/249.17,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"IBKR, Long, 2025-10-21 (Price: 66.27)",2025-11-03 (Price: 73.08),"10.28%, 9 days","100.0%, Past 5 years, 32","Daily, was CONFIRMED on 2025-10-21",Already confirmed,"2025-11-05 (Price: 71.62), 8.07% above",11 days,Upmove Bounce Back,23.66% (Price: 63.7606),12.33% above,"2025-04-07 (Price: 32.82), 2025-10-10 (Price: 73.35)",177.45%/8.73%/59.16%,"-0.0%, 38.74%",813 days/26 days/206 days,2029-01-10/2025-11-27/2026-08-15,20.73%,41.24%,-20.51%,0.6,1.38,66.9592/105.4753/90.59/No Horizontal Resistance/81.4292/98.2092,66.23/13.0762/62.0029/55.579/No F-Track Level/No F-Track Level,66.54/55.8,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"AMZN, Long, 2025-10-08 (Price: 225.22)",2025-11-03 (Price: 254.0),"12.78%, 18 days","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-10-08",Already confirmed,"2025-11-05 (Price: 250.2), 11.09% above",20 days,Upmove Bounce Back,23.66% (Price: 220.5206),13.46% above,"2025-04-07 (Price: 161.38), 2025-09-09 (Price: 238.85)",29.44%/10.5%/19.08%,"-0.0%, 56.15%",918 days/29 days/355 days,2029-05-29/2025-11-19/2027-03-06,8.66%,8.36%,0.29%,0.63,0.31,233.8009/268.192/271.7/239.525/317.6152/339.3352,218.15/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level,226.44/214.74,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"INDY, Long, 2025-09-30 (Price: 50.9)",No Exit Yet,"4.28%, 26 days","100.0%, Past 15 years, 9","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-05 (Price: 53.08), 4.28% above",26 days,Upmove Bounce Back,61.8% (Price: 46.2502),14.77% above,"2023-03-31 (Price: 39.42), 2024-09-30 (Price: 57.3)",17.71%/17.71%/17.71%,"-0.0%, 33.58%",1109 days/1109 days/1109 days,2030-02-22/2030-02-22/2030-02-22,3.82%,4.66%,-0.84%,0.35,0.11,52.0402/59.9144/61.63/54.495/60.9145/68.1277,25.65/40.73/48.7816/37.969/No F-Track Level/No F-Track Level,52.14/51.67,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"BPCL.NS, Long, 2025-09-30 (Price: 339.65)",No Exit Yet,"8.14%, 26 days","100.0%, Past 29 years, 13","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-05 (Price: 367.3), 8.14% above",26 days,Upmove Bounce Back,61.8% (Price: 232.6394),57.88% above,"2022-12-31 (Price: 144.025), 2024-09-30 (Price: 376.0)",85.44%/69.81%/77.62%,"-0.0%, 57.26%",717 days/717 days/717 days,2028-08-03/2028-08-03/2028-08-03,18.13%,11.88%,6.26%,0.4,0.4,340.2274/603.2863/478.83/343.7375/372.4081/393.108,152.4/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level,329.98/306.43,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"INDA, Long, 2025-09-30 (Price: 52.06)",No Exit Yet,"4.3%, 26 days","100.0%, Past 13 years, 8","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-05 (Price: 54.3), 4.3% above",26 days,Upmove Bounce Back,50% (Price: 48.63),11.66% above,"2023-03-31 (Price: 37.77), 2024-09-30 (Price: 59.49)",47.48%/16.24%/26.54%,"-0.0%, 31.7%",1631 days/521 days/880 days,2032-03-19/2027-10-24/2029-03-27,5.38%,5.74%,-0.36%,0.77,0.17,55.168/65.8767/65.09/55.3633/66.8401/79.771,39.36/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level,53.31/52.66,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ATD.TO, Long, 2025-09-30 (Price: 74.25)",No Exit Yet,"-5.4%, 26 days","100.0%, Past 37 years, 7","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-05 (Price: 70.24), 5.4% below",26 days,Upmove Bounce Back,23.66% (Price: 67.0289),4.79% above,"2008-09-30 (Price: 1.72), 2024-03-31 (Price: 87.27)",134.64%/29.11%/81.88%,"-0.0%, 42.24%",1566 days/1174 days/1370 days,2031-12-16/2030-05-27/2031-03-07,9.45%,22.45%,-13.0%,0.44,0.71,72.2601/135.0459/125.58/85.51/85.3936/96.14,67.69/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level,72.8/71.78,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"AMZN, Long, 2025-09-29 (Price: 222.17)",2025-11-03 (Price: 254.0),"14.33%, 25 days","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-09-29",Already confirmed,"2025-11-05 (Price: 250.2), 12.62% above",27 days,Upmove Bounce Back,23.66% (Price: 218.7495),14.38% above,"2025-04-07 (Price: 161.38), 2025-07-31 (Price: 236.53)",29.44%/10.5%/19.08%,"-0.0%, 56.15%",918 days/29 days/355 days,2029-05-20/2025-11-10/2027-02-25,8.66%,8.36%,0.29%,0.63,0.31,230.6347/264.56/267.26/239.525/317.6152/339.3352,218.15/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level,226.44/214.74,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"MSFT, Long, 2025-08-28 (Price: 509.64)",2025-10-31 (Price: 517.81),"1.6%, 46 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-08-28",Already confirmed,"2025-11-05 (Price: 507.16), 0.49% below",49 days,Upmove Bounce Back,23.66% (Price: 497.2464),1.99% above,"2023-09-28 (Price: 309.45), 2025-07-31 (Price: 555.45)",34.35%/1.23%/14.24%,"-0.0%, 37.56%",477 days/46 days/169 days,2027-07-19/2025-11-02/2026-04-29,14.25%,18.64%,-4.39%,0.5,0.73,516.6221/582.2127/657.24/No Horizontal Resistance/553.3726/615.9924,502.04/216.39/386.873/350.287/No F-Track Level/No F-Track Level,514.08/462.0,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"MSFT, Long, 2025-08-11 (Price: 521.77)",2025-11-03 (Price: 517.03),"-0.91%, 60 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-08-11",Already confirmed,"2025-11-05 (Price: 507.16), 2.8% below",62 days,Upmove Bounce Back,23.66% (Price: 505.6078),0.31% above,"2025-04-07 (Price: 344.79), 2025-07-31 (Price: 555.45)",34.35%/1.23%/14.24%,"-0.0%, 37.56%",477 days/46 days/169 days,2027-07-02/2025-10-16/2026-04-12,14.25%,18.64%,-4.39%,0.5,0.73,528.9182/596.07/648.17/No Horizontal Resistance/553.3726/615.9924,450.18/216.39/517.4523/386.873/No F-Track Level/No F-Track Level,514.08/462.0,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"SOXX, Long, 2025-06-30 (Price: 238.7)",2025-10-31 (Price: 306.55),"28.42%, 89 days","100.0%, Past 24 years, 20","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-05 (Price: 305.47), 27.97% above",92 days,Upmove Bounce Back,50% (Price: 145.7634),109.57% above,"2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",232.86%/6.72%/83.33%,"-0.0%, 59.88%",2847 days/239 days/969 days,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,274.44/230.2,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BNS.TO, Long, 2025-03-31 (Price: 68.23)",2025-09-30 (Price: 89.99),"31.89%, 131 days","76.92%, Past 193 years, 13","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-05 (Price: 92.4), 35.42% above",157 days,Upmove Bounce Back,50% (Price: 59.495),55.31% above,"2009-03-31 (Price: 23.99), 2022-03-31 (Price: 95.0)",22.24%/20.38%/21.31%,"40.36%, 41.59%",1565 days/781 days/1173 days,2031-06-14/2028-05-05/2029-11-23,-0.14%,8.7%,-8.85%,-0.02,0.32,75.0735/82.7698/110.84/80.85/92.969/100.7509,60.88/54.1533/61.3348/42.6815/No F-Track Level/No F-Track Level,89.12/76.54,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"GBPSGD=X, Long, 2025-03-31 (Price: 1.7372)",2025-10-31 (Price: 1.7102),"-1.55%, 154 days","75.0%, Past 55 years, 8","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-05 (Price: 1.7017), 2.04% below",157 days,Upmove Bounce Back,23.66% (Price: 1.6865),0.9% above,"2022-09-30 (Price: 1.4895), 2024-07-31 (Price: 1.7475)",5.36%/5.36%/5.36%,"4.45%, 10.09%",782 days/782 days/782 days,2028-05-06/2028-05-06/2028-05-06,-0.14%,-2.54%,2.41%,-0.04,-0.98,1.6974/1.8303/1.89/1.879/4.0285/5.5304,1.68/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.73/1.73,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BDGI.TO, Long, 2025-03-31 (Price: 38.86)",2025-09-30 (Price: 61.38),"57.95%, 131 days","100.0%, Past 33 years, 6","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-05 (Price: 73.99), 90.4% above",157 days,Upmove Bounce Back,38.2% (Price: 35.6624),107.47% above,"2020-03-31 (Price: 18.0), 2021-03-31 (Price: 46.58)",35.15%/35.15%/35.15%,"-0.0%, 52.34%",1108 days/1108 days/1108 days,2029-08-21/2029-08-21/2029-08-21,7.18%,12.22%,-5.04%,0.42,0.42,40.7719/52.5193/56.01/42.106/50.7492/58.5532,26.66/24.32/36.352/32.7462/No F-Track Level/No F-Track Level,63.04/48.76,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"EWJ, Long, 2025-03-31 (Price: 68.56)",2025-10-31 (Price: 83.45),"21.72%, 154 days","92.86%, Past 29 years, 28","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-05 (Price: 82.8), 20.77% above",157 days,Upmove Bounce Back,38.2% (Price: 63.4608),30.47% above,"2022-10-31 (Price: 47.64), 2024-09-30 (Price: 73.24)",34.52%/2.11%/14.26%,"13.86%, 50.07%",4001 days/173 days/811 days,2041-02-10/2025-12-06/2028-06-17,2.48%,0.95%,1.53%,0.36,-0.11,70.7471/78.3367/83.92/73.68/83.4752/89.1379,67.1/53.98/52.3436/42.1436/No F-Track Level/No F-Track Level,81.07/74.03,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SONY, Long, 2024-12-31 (Price: 21.16)",2025-09-30 (Price: 28.79),"36.06%, 195 days","95.0%, Past 55 years, 20","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-05 (Price: 28.08), 32.7% above",221 days,Upmove Bounce Back,61.8% (Price: 15.3986),82.35% above,"2019-03-31 (Price: 8.382), 2022-03-31 (Price: 26.75)",148.89%/53.31%/107.71%,"47.27%, 64.81%",3066 days/715 days/1525 days,2037-02-26/2027-11-01/2031-01-17,5.91%,5.75%,0.16%,0.46,0.23,22.3428/43.9514/32.18/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level,28.75/25.76,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"XIU.TO, Long, 2024-06-30 (Price: 33.04)",2025-09-30 (Price: 44.77),"35.5%, 326 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-05 (Price: 44.99), 36.17% above",352 days,Upmove Bounce Back,23.66% (Price: 28.6552),57.0% above,"2009-03-31 (Price: 11.41), 2022-06-30 (Price: 34.0)",52.99%/52.99%/52.99%,"-0.0%, 19.21%",2936 days/2936 days/2936 days,2036-02-20/2036-02-20/2036-02-20,3.76%,5.01%,-1.24%,0.51,0.12,34.9167/50.5479/46.59/33.745/34.8657/37.996,20.65/23.52/30.9684/29.4357/No F-Track Level/No F-Track Level,44.35/40.44,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-11-05 (Price: 37.0) (Today),"23.01%, 352 days","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-05 (Price: 37.0), 23.01% above",352 days,Upmove Bounce Back,50% (Price: 19.875),86.16% above,"2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",589.02%/487.3%/538.16%,"-0.0%, 48.03%",3587 days/3327 days/3457 days,2038-09-20/2037-09-08/2038-03-16,9.52%,13.97%,-4.45%,0.67,0.5,36.7818/191.9585/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,36.97/36.01,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"CNR.TO, Long, 2024-06-30 (Price: 161.66)",2025-09-30 (Price: 131.24),"-18.82%, 326 days","75.0%, Past 29 years, 8","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-05 (Price: 135.5), 16.18% below",352 days,Upmove Bounce Back,38.2% (Price: 143.5388),5.6% below,"2020-03-31 (Price: 92.01), 2022-12-31 (Price: 175.39)",47.24%/47.24%/47.24%,"18.82%, 25.91%",715 days/715 days/715 days,2027-05-01/2027-05-01/2027-05-01,3.76%,12.34%,-8.58%,0.16,0.5,183.1284/238.0282/211.69/168.08/218.156/349.4971,22.39/126.2567/136.9828/86.815/No F-Track Level/No F-Track Level,132.12/138.48,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"NA.TO, Long, 2024-06-30 (Price: 108.51)",2025-09-30 (Price: 147.83),"36.24%, 326 days","100.0%, Past 42 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-05 (Price: 158.08), 45.68% above",352 days,Upmove Bounce Back,88.6% (Price: 84.7444),86.54% above,"2022-12-31 (Price: 82.16), 2023-03-31 (Price: 104.83)",232.63%/33.73%/106.85%,"-0.0%, 35.66%",3588 days/715 days/1744 days,2038-09-21/2027-05-01/2031-05-31,6.26%,11.68%,-5.41%,0.52,0.48,113.1868/224.4529/122.11/No Horizontal Resistance/119.9028/134.0186,54.39/74.2475/88.8057/77.408/No F-Track Level/No F-Track Level,150.57/134.98,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"RY.TO, Long, 2024-06-30 (Price: 145.65)",2025-09-30 (Price: 205.12),"40.83%, 326 days","100.0%, Past 48 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-05 (Price: 205.64), 41.19% above",352 days,Upmove Bounce Back,38.2% (Price: 108.9934),88.67% above,"2011-12-31 (Price: 43.3), 2022-03-31 (Price: 149.6)",55.76%/43.33%/49.55%,"-0.0%, 19.89%",2022 days/847 days/1434 days,2032-07-06/2027-11-08/2030-03-08,6.31%,11.31%,-5.0%,0.46,0.49,151.8693/217.8196/209.43/No Horizontal Resistance/150.7521/166.0471,118.7/100.5025/100.4601/75.5037/No F-Track Level/No F-Track Level,202.89/179.9,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"TD, Long, 2023-09-30 (Price: 60.26)",2025-09-30 (Price: 79.95),"32.68%, 521 days","100.0%, Past 30 years, 10","Quarterly, was CONFIRMED on 2023-09-30",Already confirmed,"2025-11-05 (Price: 80.66), 33.85% above",547 days,Upmove Bounce Back,38.2% (Price: 56.1724),43.59% above,"2002-12-31 (Price: 7.885), 2022-03-31 (Price: 86.02)",2.64%/2.64%/2.64%,"-0.0%, 27.36%",979 days/979 days/979 days,2027-08-17/2027-08-17/2027-08-17,0.68%,9.79%,-9.11%,0.28,0.35,60.6276/61.8509/107.14/74.03/91.6167/96.2571,59.9/54.1725/52.9681/49.552/No F-Track Level/No F-Track Level,78.73/68.78,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ACWX, Long, 2023-06-30 (Price: 49.22)",2025-09-30 (Price: 65.01),"32.08%, 587 days","100.0%, Past 17 years, 5","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-05 (Price: 66.07), 34.23% above",613 days,Upmove Bounce Back,78.6% (Price: 38.1331),73.26% above,"2020-03-31 (Price: 32.4), 2021-06-30 (Price: 59.19)",1.16%/1.16%/1.16%,"-0.0%, 16.0%",586 days/586 days/586 days,2025-10-25/2025-10-25/2025-10-25,0.5%,1.58%,-1.08%,0.35,-0.05,50.6178/49.791/65.29/57.978/No Next Fib Ext/No Next Fib Ext,40.01/42.92/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,64.98/59.76,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"IWM, Long, 2023-06-30 (Price: 187.27)",2025-11-05 (Price: 244.68) (Today),"30.66%, 613 days","100.0%, Past 25 years, 8","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-05 (Price: 244.68), 30.66% above",613 days,Upmove Bounce Back,38.2% (Price: 164.1636),49.05% above,"2009-03-31 (Price: 34.26), 2021-12-31 (Price: 244.46)",56.32%/25.19%/40.76%,"-0.0%, 20.56%",716 days/715 days/715 days,2026-05-02/2026-04-30/2026-04-30,11.21%,6.21%,5.0%,0.5,0.2,180.9028/263.6013/313.39/232.67/348.4025/539.5308,164.92/144.954/157.2742/112.1542/No F-Track Level/No F-Track Level,242.37/219.4,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"CEN.NZ, Long, 2022-12-31 (Price: 7.71)",2025-09-30 (Price: 9.1),"18.03%, 716 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2022-12-31",Already confirmed,"2025-11-05 (Price: 9.53), 23.61% above",742 days,Upmove Bounce Back,61.8% (Price: 6.9514),37.09% above,"2016-03-31 (Price: 4.35), 2021-03-31 (Price: 11.16)",22.78%/18.03%/20.4%,"-0.0%, 32.55%",2804 days/716 days/1760 days,2034-02-12/2025-11-02/2029-12-23,2.51%,5.4%,-2.89%,0.82,0.15,7.993/9.2828/11.8/9.05/11.2606/15.4512,5.76/5.52/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,9.17/9.12,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-05 (Price: 3425.9592) (Today),"10.95%, 3 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-05 (Price: 3425.9592), 10.95% below",3 days,Upmove Break Below,23.66% (Price: 3801.2773),9.87% below,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level,4123.83/3371.69,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"WPM, Short, 2025-10-31 (Price: 96.52)",No Exit Yet,"0.02%, 3 days","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-05 (Price: 96.5), 0.02% below",3 days,Upmove Break Below,23.66% (Price: 96.3808),0.12% above,"2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",24.39%/3.3%/9.68%,"0.0%, 24.39%",65 days/20 days/32 days,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level,104.01/87.13,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"ETH-USD, Short, 2025-09-30 (Price: 4145.9575)",2025-10-31 (Price: 3847.0803),"7.21%, 23 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-05 (Price: 3425.9592), 17.37% below",26 days,Upmove Break Below,23.66% (Price: 3993.6991),14.22% below,"2022-06-30 (Price: 896.109), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2025-12-01/2025-10-30/2025-11-05,120.83%,5.2%,115.63%,0.39,0.97,4115.692/3299.353/1711.38/1370.4997/3929.1537/3454.2267,4390.02/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level,4123.83/3371.69,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"BDGI.TO, Short, 2025-06-30 (Price: 47.58)",2025-09-30 (Price: 61.38),"-29.0%, 66 days","85.71%, Past 33 years, 14","Quarterly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-05 (Price: 73.99), 55.51% above",92 days,Upmove Break Below,88.6% (Price: 43.8394),68.78% above,"2021-03-31 (Price: 36.76), 2022-03-31 (Price: 32.49)",35.2%/3.31%/13.74%,"30.52%, 35.2%",194 days/64 days/79 days,2026-04-06/2025-09-30/2025-10-22,13.73%,5.5%,8.23%,0.26,0.42,54.0652/41.0425/45.02/24.32/46.0323/42.8299,50.2/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level,63.04/48.76,0.0%/1/90 days (Across ALL Assets),53.33%/15/92 days (Across ALL Assets)
