Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-09-30 (Price: 3.37)",Monthly,No Exit Yet,3.7478 (Backtested Min),No Date Target,5.28%/8.92%,"10.98%, 4.1 months","2026-01-30 (Price: 3.74), 10.98% above",3.9375 (Historic Rise or Fall to Pivot)/4.0737 (Avg % Gain of Historic Winning trades)/4.39 (Function Specific Target)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.286 (Backtested Max),2026-06-22 (Max)/2026-05-05 (Min)/2026-05-18 (Avg),2.83/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.1,"100.0%, Past 20 years, 10",3.13,No Information,No Information,No Information,No Information,No Information,18.73% above/10.98% above/10.98% above,27.18%/11.21%/20.88%,"-0.0%, 49.28%",6.1 months/5 months/5.3 months,5.5%,0.69%,4.81%,1.23,0.0,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",Monthly,No Exit Yet,3.77 (Backtested Min),No Date Target,5.91%/9.57%,"10.32%, 11.2 months","2026-01-30 (Price: 3.74), 10.32% above",3.9609 (Historic Rise or Fall to Pivot)/4.0978 (Avg % Gain of Historic Winning trades)/4.25 (Function Specific Target)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.3114 (Backtested Max),No Next Date Target,2.83/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.02,"100.0%, Past 20 years, 10",2.85,No Information,No Information,No Information,No Information,No Information,31.23% above/10.32% above/10.32% above,27.18%/11.21%/20.88%,"-0.0%, 49.28%",6.1 months/5 months/5.3 months,5.5%,0.69%,4.81%,1.23,0.0,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"FRW.NZ, Long, 2025-12-18 (Price: 14.2)",Daily,No Exit Yet,14.5692 (Historic Rise or Fall to Pivot),No Date Target,7.38%/10.42%,"2.82%, 1.4 month","2026-01-30 (Price: 14.6), 2.82% above",15.6768 (Avg % Gain of Historic Winning trades)/18.63 (Function Specific Target)/16.2179 (F-Stack 1)/21.849 (F-Stack 2)/16.1213 (Backtested Max),2031-03-31 (Max)/2026-05-23 (Min)/2027-09-04 (Avg),13.75/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/12.43,"88.89%, Past 5 years, 9",14.2,No Information,No Information,No Information,"23.66% (Price: 13.1339), 11.16% above, Upmove Bounce Back","2024-07-09 (Price: 7.5), 2025-10-31 (Price: 14.88)",No Information,13.53%/1.54%/10.4%,"4.41%, 40.87%",3.7 years/3.6 months/1.2 year,11.59%,4.86%,6.73%,1.04,0.24,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"FRW.NZ, Long, 2026-01-04 (Price: 14.45)",Weekly,No Exit Yet,14.6032 (Historic Rise or Fall to Pivot),No Date Target,1.28%/11.08%,"1.04%, 26 days","2026-01-30 (Price: 14.6), 1.04% above",16.4788 (Avg % Gain of Historic Winning trades)/18.99 (Function Specific Target)/16.2179 (F-Stack 1)/21.849 (F-Stack 2)/17.4354 (Backtested Max)/14.7867 (Backtested Min),2031-04-17 (Max)/2026-06-13 (Min)/2027-07-31 (Avg),10.0/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/12.43,"100.0%, Past 20 years, 15",14.05,No Information,No Information,No Information,"23.66% (Price: 13.0889), 11.54% above, Upmove Bounce Back","2023-11-05 (Price: 7.31), 2025-11-02 (Price: 14.88)",No Information,20.66%/2.33%/14.04%,"0%, 39.81%",3.7 years/3.7 months/1.1 year,10.07%,5.08%,4.99%,2.43,0.25,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"ENZL, Long, 2025-10-16 (Price: 45.42)",Daily,No Exit Yet,No Price Target,2026-02-01 (Min),2.11%/5.37%,"3.35%, 3.5 months","2026-01-30 (Price: 46.9408), 3.35% above",49.4624 (Avg % Gain of Historic Winning trades)/50.47 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/50.3072 (Backtested Max)/47.9317 (Backtested Min),2026-09-24 (Max)/2026-02-01 (Min)/2026-05-25 (Avg),45.07/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 12",45.61,No Information,No Information,No Information,"23.66% (Price: 45.3502), 3.51% above, Upmove Bounce Back","2025-04-07 (Price: 38.93), 2025-10-03 (Price: 47.34)",No Information,10.76%/5.53%/8.9%,"-0.0%, 17.13%",7.9 months/2.5 months/5.1 months,9.1%,-5.47%,14.57%,0.51,-0.57,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2026-01-23 (Price: 46.62)",Daily,2026-01-29 (Price: 47.234),No Price Target,No Date Target,1.22%/4.45%,"0.69%, 7 days","2026-01-30 (Price: 46.9408), 0.69% above",47.5151 (Avg % Gain of Historic Winning trades)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/49.0303 (Backtested Max),2026-04-15 (Max)/2026-02-03 (Min)/2026-02-20 (Avg),44.64/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.34,"87.5%, Past 4 years, 16",46.49,No Information,No Information,No Information,No Information,No Information,1.8% above/0.69% above/0.69% above,5.17%/0.29%/1.92%,"10.32%, 33.2%",1.9 month/8 days/20 days,-5.23%,-2.63%,-2.6%,0.15,-0.23,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-06-30 (Price: 497.41)",Monthly,2026-01-30 (Price: 433.5) (Today),No Price Target,No Date Target,22.35%/27.65%,"-12.85%, 7.1 months","2026-01-30 (Price: 433.5), 12.85% below",669.6133 (Historic Rise or Fall to Pivot)/608.4319 (Avg % Gain of Historic Winning trades)/650.36 (Function Specific Target)/553.3726 (F-Stack 2)/636.0879 (Backtested Max)/530.3883 (Backtested Min),2045-10-07 (Max)/2028-01-24 (Avg),375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/485.73,"92.31%, Past 39 years, 13",457.14,No Information,No Information,No Information,"50% (Price: 340.89), 27.17% above, Upmove Bounce Back","2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",No Information,27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,7.9%,16.21%,-8.31%,1.65,0.79,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",Monthly,2026-01-30 (Price: 416.56),No Price Target,No Date Target,17.66%/107.46%,"20.23%, 8.1 months","2026-01-29 (Price: 416.56), 20.23% above",864.2098 (Historic Rise or Fall to Pivot)/490.132 (F-Stack 2),No Next Date Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,"83.33%, Past 20 years, 6",280.01,No Information,No Information,No Information,No Information,No Information,47.63% above/20.23% above/20.23% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,26.29%,28.82%,-2.53%,0.27,1.04,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2025-12-12 (Price: 499.52)",Daily,No Exit Yet,No Price Target,2026-01-28 (Min),7.85%/9.41%,"-3.8%, 1.6 month","2026-01-30 (Price: 480.53), 3.8% below",518.252 (Historic Rise or Fall to Pivot)/540.5805 (Avg % Gain of Historic Winning trades)/525.74 (Function Specific Target)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/561.0609 (Backtested Max),2027-12-10 (Max)/2026-06-21 (Avg),490.43/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/494.72,"87.5%, Past 5 years, 16",496.71,No Information,No Information,No Information,"38.2% (Price: 500.1566), 3.92% below, Upmove Bounce Back","2025-11-03 (Price: 473.15), 2025-11-28 (Price: 516.85)",No Information,12.32%/0.4%/8.22%,"1.62%, 25.23%",1.4 year/1.1 month/4.4 months,18.11%,11.63%,6.48%,1.04,0.83,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
BAND MATRIX,"SPY, Long, 2025-03-23 (Price: 563.98)",Weekly,No Exit Yet,691.72 (Function Specific Target),No Date Target,3.4%/18.33%,"22.69%, 10.4 months","2026-01-30 (Price: 691.97), 22.69% above",818.7862 (Avg % Gain of Historic Winning trades)/969.1148 (F-Stack 2)/949.5167 (Backtested Max)/715.465 (Backtested Min),2029-12-07 (Max)/2027-10-17 (Min)/2029-01-28 (Avg),562.81/321.605/415.8599/285.255/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 5",562.79,No Information,No Information,No Information,No Information,No Information,No Information,68.36%/26.86%/45.18%,"-0.0%, 21.14%",3.3 years/1.8 year/2.7 years,12.5%,8.26%,4.24%,1.34,0.55,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-28 (Price: 94.47)",Weekly,No Exit Yet,No Price Target,2026-01-27 (Min),29.77%/30.51%,"-11.62%, 1.1 month","2026-01-30 (Price: 83.49), 11.62% below",108.9617 (Historic Rise or Fall to Pivot)/109.708 (Avg % Gain of Historic Winning trades)/109.33 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/112.83 (EMA 200)/110.9834 (Backtested Max)/108.3476 (Backtested Min),2026-06-06 (Max)/2026-04-02 (Avg),94.39/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 15 years, 5",94.71,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,0.19%,16.51%,-16.32%,-0.04,0.71,94.87%/39/1.3 month (Across ALL Assets),87.5%/112/2.3 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2026-01-22 (Price: 253.73)",Daily,No Exit Yet,No Price Target,2026-02-01 (Min),12.55%/15.68%,"-6.7%, 8 days","2026-01-30 (Price: 236.73), 6.7% below",274.3836 (Historic Rise or Fall to Pivot)/277.1493 (Avg % Gain of Historic Winning trades)/275.45 (Function Specific Target)/273.8526 (F-Stack 1)/307.9609 (F-Stack 2)/292.3731 (Backtested Max)/266.4419 (Backtested Min),2026-05-14 (Max)/2026-02-01 (Min)/2026-02-19 (Avg),203.17/72.05/251.3512/219.0648/No F-Track Level/No F-Track Level/170.96,"90.48%, Past 4 years, 21",251.75,No Information,No Information,No Information,No Information,No Information,5.23% below/6.7% below/6.7% below,15.23%/5.01%/9.23%,"0.89%, 48.49%",2.6 months/7 days/20 days,27.17%,20.84%,6.33%,1.91,0.87,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-12-31 (Price: 36.54)",Daily,No Exit Yet,No Price Target,2026-01-31 (Avg),13.71%/15.72%,"-11.38%, 1 month","2026-01-30 (Price: 32.38), 11.38% below",38.8968 (Historic Rise or Fall to Pivot)/37.8372 (Avg % Gain of Historic Winning trades)/37.47 (Function Specific Target)/39.3812 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/38.9626 (Backtested Max)/36.8177 (Backtested Min),2026-02-21 (Max)/2026-01-31 (Avg),35.13/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/36.17,"85.71%, Past 4 years, 14",36.5,No Information,No Information,No Information,No Information,No Information,10.9% below/11.38% below/11.38% below,6.63%/0.76%/3.55%,"0.81%, 14.63%",1.2 month/6 days/22 days,14.01%,1.7%,12.31%,1.17,0.11,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
BAND MATRIX,"COIN, Long, 2025-08-05 (Price: 297.99)",Daily,No Exit Yet,No Price Target,2026-01-28 (Avg),122.81%/131.03%,"-34.65%, 5.9 months","2026-01-30 (Price: 194.74), 34.65% below",433.9032 (Avg % Gain of Historic Winning trades)/449.909 (F-Stack 1)/643.0255 (F-Stack 2)/867.4787 (Backtested Max),2026-08-05 (Max),241.05/86.505/286.5304/189.7902/No F-Track Level/No F-Track Level/290.99,"75.0%, Past 4 years, 8",307.11,No Information,No Information,No Information,No Information,No Information,No Information,191.11%/0.19%/45.61%,"82.54%, 85.28%",8.4 months/1.6 month/4.1 months,-8.78%,-3.19%,-5.59%,0.22,0.39,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2025-11-30 (Price: 189.55)",Weekly,2026-01-30 (Price: 150.45) (Today),No Price Target,No Date Target,31.63%/31.78%,"-20.63%, 2 months","2026-01-30 (Price: 150.45), 20.63% below",198.2693 (Historic Rise or Fall to Pivot)/201.2452 (Avg % Gain of Historic Winning trades)/199.76 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/229.74 (EMA 200)/204.8846 (Backtested Max)/198.0418 (Backtested Min),2027-11-28 (Max)/2026-07-31 (Avg),163.51/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 5",190.76,No Information,No Information,No Information,No Information,No Information,No Information,8.09%/4.48%/6.17%,"-0.0%, 11.31%",1.4 year/14 days/5.6 months,5.14%,6.08%,-0.94%,1.52,0.34,94.87%/39/1.3 month (Across ALL Assets),87.5%/112/2.3 months (Across ALL Assets)
BAND MATRIX,"NA.TO, Long, 2025-02-23 (Price: 124.43)",Weekly,2026-01-30 (Price: 162.25) (Today),No Price Target,No Date Target,16.28%/23.96%,"30.39%, 11.4 months","2026-01-30 (Price: 162.25), 30.39% above",188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/201.1287 (Backtested Max),2030-06-06 (Max)/2026-04-03 (Min)/2028-01-01 (Avg),106.39/73.9933/119.9028/88.8057/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 6",125.91,No Information,No Information,No Information,No Information,No Information,No Information,61.64%/4.69%/32.82%,"-0.0%, 42.56%",3.7 years/9.3 months/2 years,11.98%,7.53%,4.45%,1.22,0.44,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
BAND MATRIX,"TFII.TO, Long, 2025-03-09 (Price: 120.45)",Weekly,No Exit Yet,No Price Target,2026-01-28 (Min),28.75%/50.34%,"21.49%, 10.9 months","2026-01-30 (Price: 146.33), 21.49% above",248.392 (Avg % Gain of Historic Winning trades)/188.4 (Function Specific Target)/219.9933 (Horizontal)/292.119 (F-Stack 1)/470.5571 (F-Stack 2)/501.9272 (Backtested Max),2031-10-01 (Max)/2028-03-08 (Avg),95.06/116.3/113.6809/71.5572/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 5",131.6,No Information,No Information,No Information,No Information,No Information,No Information,316.71%/21.67%/106.22%,"-0.0%, 44.98%",4.6 years/7.5 months/2.1 years,21.18%,11.14%,10.04%,0.59,0.57,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
FRACTAL TRACK,"KXS.TO, Long, 2025-11-23 (Price: 176.3)",Weekly,No Exit Yet,No Price Target,2026-01-31 (Min),34.41%/36.21%,"-22.01%, 2.3 months","2026-01-30 (Price: 137.5), 22.01% below",206.1476 (Avg % Gain of Historic Winning trades)/232.08 (Function Specific Target)/209.885 (Horizontal)/227.7644 (F-Stack 1)/245.4058 (F-Stack 2)/184.81 (EMA 200)/217.7129 (Backtested Max)/187.2835 (Backtested Min),2027-11-21 (Max)/2026-01-31 (Min)/2027-01-14 (Avg),169.84/126.33/176.1333/151.1683/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.0%, Past 11 years, 10",172.62,No Information,No Information,No Information,"50% (Price: 165.965), 17.15% below, Upmove Bounce Back","2022-06-19 (Price: 119.48), 2025-08-03 (Price: 212.45)",No Information,23.49%/6.23%/16.93%,"14.59%, 37.82%",1.4 year/1.6 month/9.6 months,12.74%,17.23%,-4.49%,0.84,0.8,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
BAND MATRIX,"MX.TO, Long, 2025-02-13 (Price: 66.03)",Daily,2026-01-28 (Price: 64.77),No Price Target,No Date Target,3.41%/11.45%,"-1.61%, 11.7 months","2026-01-30 (Price: 64.97), 1.61% below",78.3248 (Avg % Gain of Historic Winning trades)/72.41 (Function Specific Target)/73.435 (Horizontal)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/85.4032 (Backtested Max)/67.1855 (Backtested Min),2028-02-13 (Max)/2026-06-01 (Avg),65.11/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/50.48,"100.0%, Past 5 years, 4",67.18,No Information,No Information,No Information,No Information,No Information,No Information,29.34%/1.75%/18.62%,"-0.0%, 44.27%",2.1 years/1.2 month/10.9 months,14.76%,-2.01%,16.77%,0.97,0.03,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
FRACTAL TRACK,"CNU.NZ, Long, 2025-11-02 (Price: 9.36)",Weekly,No Exit Yet,No Price Target,2026-02-01 (Min),3.72%/5.5%,"1.5%, 3 months","2026-01-30 (Price: 9.5), 1.5% above",10.0835 (Historic Rise or Fall to Pivot)/10.8801 (Avg % Gain of Historic Winning trades)/10.83 (Function Specific Target)/10.0225 (F-Stack 1)/12.705 (F-Stack 2)/12.1324 (Backtested Max)/9.8533 (Backtested Min),2031-04-06 (Max)/2026-02-01 (Min)/2027-05-29 (Avg),9.2/6.0983/9.3249/7.51/No F-Track Level/No F-Track Level/9.0,"100.0%, Past 14 years, 12",9.2,No Information,No Information,No Information,"38.2% (Price: 9.046), 5.02% above, Upmove Bounce Back","2025-03-23 (Price: 7.535), 2025-09-07 (Price: 9.98)",No Information,29.62%/5.27%/16.24%,"-0.0%, 27.27%",3.8 years/2.1 months/1.1 year,13.05%,5.28%,7.77%,1.99,0.26,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",Quarterly,No Exit Yet,348.2242 (F-Stack 1),No Date Target,14.78%/16.04%,"14.99%, 1 month","2026-01-30 (Price: 346.3), 14.99% above",401.8546 (Historic Rise or Fall to Pivot)/444.9491 (Avg % Gain of Historic Winning trades)/463.42 (Function Specific Target)/411.0319 (F-Stack 2)/525.5369 (Backtested Max)/397.4879 (Backtested Min),2030-09-16 (Max)/2027-11-08 (Min)/2028-09-16 (Avg),106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,"100.0%, Past 24 years, 7",269.38,No Information,No Information,No Information,No Information,No Information,14.99% above/14.99% above/14.99% above,74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,16.0%,8.74%,7.26%,0.66,0.45,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
FRACTAL TRACK,"GBPUSD=X, Long, 2025-11-23 (Price: 1.3085)",Weekly,No Exit Yet,1.3721 (Avg % Gain of Historic Winning trades),No Date Target,2.77%/3.73%,"4.85%, 2.3 months","2026-01-30 (Price: 1.372), 4.85% above",1.41 (Function Specific Target)/1.4232 (Horizontal)/2.4421 (F-Stack 1)/3.2078 (F-Stack 2)/1.4565 (Backtested Max),2030-01-13 (Max)/2026-11-01 (Min)/2028-06-18 (Avg),1.22/1.1912/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 20 years, 13",1.3157,No Information,No Information,No Information,"38.2% (Price: 1.3144), 4.38% above, Upmove Bounce Back","2025-01-19 (Price: 1.2101), 2025-07-06 (Price: 1.3789)",No Information,11.31%/1.1%/4.86%,"-0.0%, 8.98%",2.9 years/7.9 months/1.8 year,4.18%,-1.02%,5.2%,0.37,-0.58,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-30 (Price: 647.95)",Monthly,2026-01-30 (Price: 716.5) (Today),No Price Target,No Date Target,-68.87%/-60.89%,"-10.58%, 2 months","2026-01-30 (Price: 716.5), 10.58% above",559.6344 (Historic Rise or Fall to Pivot)/554.6452 (Avg % Gain of Historic Winning trades)/223.05 (Function Specific Target)/280.19 (Horizontal)/556.264 (F-Stack 1),2026-04-13 (Max)/2026-02-11 (Avg),No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,"100.0%, Past 13 years, 4",656.0,No Information,No Information,No Information,"23.66% (Price: 628.6993), 13.97% above, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/14.4%,"0.0%, 32.63%",3.1 months/28 days/1.7 month,10.6%,5.4%,5.2%,0.76,0.8,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
TRENDPULSE,"ORCL, Short, 2026-01-21 (Price: 173.88)",Daily,No Exit Yet,164.0906 (Avg % Gain of Historic Winning trades),2026-01-31 (Min),-49.69%/-7.43%,"5.35%, 9 days","2026-01-30 (Price: 164.58), 5.35% below",159.674 (Historic Rise or Fall to Pivot)/155.23 (Function Specific Target)/82.7925 (Horizontal)/152.3597 (F-Stack 2),2026-02-18 (Max)/2026-01-31 (Min)/2026-02-05 (Avg),No support/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No support,"88.89%, Past 4 years, 9",179.68,No Information,No Information,No Information,No Information,No Information,13.87% below/5.35% below/5.35% below,9.31%/3.55%/5.63%,"12.19%, 12.03%",20 days/7 days/11 days,8.19%,5.2%,2.99%,0.56,0.75,No Data (Across ALL Assets),71.43%/7/10 days (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-31 (Price: 93.76)",Quarterly,2026-01-30 (Price: 83.49) (Today),No Price Target,No Date Target,-72.39%/-58.24%,"10.95%, 1 month","2026-01-30 (Price: 83.49), 10.95% below",66.1196 (Avg % Gain of Historic Winning trades)/23.05 (Function Specific Target)/34.8663 (Horizontal)/77.567 (F-Stack 2),2026-05-14 (Max)/2026-05-10 (Min)/2026-05-10 (Min),No support/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No support,"100.0%, Past 23 years, 6",117.549,No Information,No Information,No Information,"23.66% (Price: 106.2331), 21.41% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,11.77%,5.5%,6.27%,1.3,0.88,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
DELTADRIFT,"TD.TO, Short, 2025-11-30 (Price: 117.65)",Monthly,No Exit Yet,127.9914 (Backtested Max),2026-01-29 (Avg),-42.15%/-34.51%,"-8.17%, 2 months","2026-01-30 (Price: 127.26), 8.17% above",106.4144 (Historic Rise or Fall to Pivot)/111.8734 (Avg % Gain of Historic Winning trades)/109.14 (Function Specific Target)/73.6233 (Horizontal)/101.1064 (F-Stack 1)/83.3451 (F-Stack 2)/107.69 (EMA 200)/120.3442 (Backtested Min),2026-02-24 (Max),No Recent Maxima/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 54 years, 6",115.02,No Information,No Information,No Information,No Information,No Information,No Information,8.79%/2.29%/4.91%,"0.0%, 10.3%",2 months/1 month/1.4 month,5.19%,4.88%,0.31%,1.28,0.43,No Data (Across ALL Assets),25.0%/4/4.6 months (Across ALL Assets)
