Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-09-30 (Price: 3.37)",Monthly,No Exit Yet,3.4795 (Backtested Worst),No Date Target,6.18%/14.22%,"2.97%, 2.1 months","2025-12-02 (Price: 3.47), 2.97% above",3.6844 (Historic Rise or Fall to Pivot)/3.9635 (Avg % Gain of Historic Winning trades)/4.39 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.286 (Backtested Best),2027-01-15 (Max)/2026-03-03 (Min)/2026-06-04 (Avg),2.83/2.82/3.1474/16.1988/No F-Track Level/No F-Track Level/3.1,"92.86%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,10.16% above/9.81% above/2.97% above,27.18%/3.25%/17.61%,"37.82%, 49.28%",10.9 months/3.6 months/5.7 months,13.88%,0.95%,12.92%,0.67,0.0,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-09-26 (Price: 29.78)",Daily,No Exit Yet,No Price Target,2025-12-03 (Max),7.77%/7.83%,"-4.06%, 2.2 months","2025-12-02 (Price: 28.57), 4.06% below",30.8074 (Historic Rise or Fall to Pivot)/30.7895 (Avg % Gain of Historic Winning trades)/32.7 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/32.0999 (Backtested Best),2025-12-03 (Max),26.95/14.992/26.0795/24.8529/No F-Track Level/No F-Track Level/24.72,"93.55%, Past 4 years, 31",No Information,No Information,No Information,No Information,No Information,4.06% below/4.06% below/4.06% below,7.79%/0.97%/3.39%,"15.95%, 32.85%",1.6 month/4 days/13 days,29.57%,14.31%,15.27%,0.53,0.52,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-09-04 (Price: 125.748)",Daily,No Exit Yet,No Price Target,2025-11-29 (Max),15.51%/16.95%,"-13.04%, 3.0 months","2025-12-02 (Price: 109.35), 13.04% below",127.8857 (Historic Rise or Fall to Pivot)/130.5264 (Avg % Gain of Historic Winning trades)/128.7 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/134.7516 (Backtested Best)/126.3139 (Backtested Worst),No Next Date Target,114.79/34.8663/116.3145/100.8852/No F-Track Level/No F-Track Level/106.04,"85.71%, Past 4 years, 21",No Information,No Information,No Information,No Information,No Information,10.82% below/13.04% below/13.04% below,7.16%/0.45%/3.8%,"0.56%, 20.2%",2 months/4 days/24 days,30.5%,24.78%,5.72%,1.11,0.78,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-08-21 (Price: 38.45)",Daily,2025-12-02 (Price: 38.0) (Today),No Price Target,No Date Target,1.66%/2.68%,"-1.17%, 3.4 months","2025-12-02 (Price: 38.0), 1.17% below",39.7304 (Historic Rise or Fall to Pivot)/40.1341 (Avg % Gain of Historic Winning trades)/39.02 (Exit Rule)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/43.0602 (Backtested Best)/38.6307 (Backtested Worst),2025-12-06 (Max),35.78/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.19,"75.86%, Past 4 years, 58",No Information,No Information,No Information,No Information,No Information,0.93% above/1.17% below/1.17% below,11.99%/0.47%/4.38%,"35.23%, 43.46%",2.5 months/5 days/29 days,0%,10.77%,0%,-0.18,0.39,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-08-19 (Price: 196.9)",Daily,2025-11-28 (Price: 199.95),No Price Target,No Date Target,3.52%/10.13%,"-0.01%, 3.5 months","2025-12-02 (Price: 196.89), 0.01% below",203.8112 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/216.8263 (Backtested Best),2026-01-12 (Max),185.49/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/161.24,"100.0%, Past 4 years, 44",No Information,No Information,No Information,No Information,No Information,0.02% below/0.01% below/0.01% below,10.12%/0.29%/3.51%,"-0.0%, 13.61%",3.4 months/4 days/29 days,31.05%,25.35%,5.71%,1.47,1.07,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-07-31 (Price: 253.77)",Monthly,No Exit Yet,No Price Target,2025-12-04 (Min),51.54%/85.36%,"-20.76%, 4.1 months","2025-12-02 (Price: 201.1), 20.76% below",304.7524 (Avg % Gain of Historic Winning trades)/372.76 (Exit Rule)/391.0849 (Backtested Best),2027-06-23 (Max)/2025-12-04 (Min)/2026-05-31 (Avg),139.81/62.38/167.1709/145.7273/No F-Track Level/No F-Track Level/175.23,"81.25%, Past 20 years, 16",No Information,No Information,No Information,No Information,No Information,8.02% below/20.76% below/20.76% below,54.11%/7.78%/20.09%,"6.17%, 28.67%",1.3 year/2.9 months/7 months,9.74%,9.41%,0.32%,1.04,0.34,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
PULSEGAUGE,"RELIANCE.NS, Long, 2025-07-06 (Price: 1527.3)",Weekly,No Exit Yet,No Price Target,2025-12-07 (Avg),7.92%/19.64%,"1.24%, 5.0 months","2025-12-02 (Price: 1546.3), 1.24% above",1668.728 (Historic Rise or Fall to Pivot)/1895.2266 (Avg % Gain of Historic Winning trades)/1879.7264 (Exit Rule)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/1946.5438 (Backtested Best)/1850.0185 (Backtested Worst),2026-07-16 (Max)/2025-12-07 (Avg),1200.1/853.4344/1503.6962/1375.0525/No F-Track Level/No F-Track Level/1389.5,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,27.45%/21.13%/24.09%,"17.85%, 27.74%",8.6 months/9 days/3.6 months,30.85%,17.88%,12.97%,0.58,0.62,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"TWR.NZ, Long, 2025-07-06 (Price: 1.6)",Weekly,2025-11-30 (Price: 1.94),1.92 (Backtested Worst),No Date Target,6.99%/20.8%,"20.94%, 5.0 months","2025-12-02 (Price: 1.935), 20.94% above",2.0702 (Avg % Gain of Historic Winning trades)/7.3695 (Exit Rule)/7.3695 (F-Stack 1)/7.9211 (F-Stack 2)/2.3374 (Backtested Best),2027-02-25 (Max)/2026-01-20 (Avg),1.35/0.6344/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,46.09%/20.0%/29.39%,"19.52%, 29.37%",1.1 year/1.1 month/4.6 months,17.75%,-4.18%,21.93%,0.48,-0.09,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"FPH.NZ, Long, 2025-07-06 (Price: 36.58)",Weekly,No Exit Yet,No Price Target,2025-12-07 (Avg),3.14%/7.71%,"3.88%, 5.0 months","2025-12-02 (Price: 38.0), 3.88% above",44.2399 (Avg % Gain of Historic Winning trades)/40.9296 (Exit Rule)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/44.7849 (Backtested Best)/43.9984 (Backtested Worst),2026-06-09 (Max)/2025-12-07 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.09,"82.35%, Past 24 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,22.43%/20.28%/20.94%,"23.57%, 30.74%",7.8 months/24 days/3.6 months,8.41%,13.69%,-5.28%,0.21,0.51,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"CNQ.TO, Long, 2025-07-06 (Price: 43.77)",Weekly,No Exit Yet,47.1228 (Historic Rise or Fall to Pivot),No Date Target,9.74%/12.59%,"7.24%, 5.0 months","2025-12-02 (Price: 46.94), 7.24% above",53.5876 (Avg % Gain of Historic Winning trades)/65.8353 (Exit Rule)/51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/55.531 (Backtested Best)/52.8479 (Backtested Worst),2026-03-15 (Max),37.72/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/43.08,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,26.87%/20.74%/22.43%,"16.17%, 28.13%",5.8 months/14 days/1.9 month,26.48%,11.63%,14.86%,0.45,0.42,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"EFN.TO, Long, 2025-07-06 (Price: 34.69)",Weekly,No Exit Yet,No Price Target,2025-11-27 (Avg),15.09%/16.08%,"5.16%, 5.0 months","2025-12-02 (Price: 36.48), 5.16% above",42.3461 (Avg % Gain of Historic Winning trades)/45.1741 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/42.9289 (Backtested Best)/41.9853 (Backtested Worst),2026-06-24 (Max),27.54/11.7733/29.5041/111.5522/No F-Track Level/No F-Track Level/33.72,"100.0%, Past 22 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,23.75%/21.03%/22.07%,"-0.0%, 12.69%",8.1 months/1.1 month/3.3 months,46.11%,15.83%,30.28%,0.92,0.55,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"NA.TO, Long, 2025-07-06 (Price: 141.41)",Weekly,2025-12-02 (Price: 171.12) (Today),171.9828 (Avg % Gain of Historic Winning trades)/170.3283 (Backtested Worst),No Date Target,3.17%/10.25%,"21.01%, 5.0 months","2025-12-02 (Price: 171.12), 21.01% above",188.6608 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/176.5362 (Backtested Best),2026-06-17 (Max)/2025-12-29 (Avg),112.96/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/138.46,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,24.84%/20.45%/21.62%,"24.51%, 35.98%",8.0 months/1.3 month/4.1 months,22.55%,10.54%,12.01%,0.56,0.41,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",Monthly,2025-11-30 (Price: 7.75),No Price Target,No Date Target,7.76%/9.08%,"18.86%, 5.2 months","2025-12-02 (Price: 7.821), 18.86% above",8.4283 (Avg % Gain of Historic Winning trades)/8.67 (Exit Rule)/8.5311 (F-Stack 1)/12.0421 (F-Stack 2)/9.4791 (Backtested Best),2026-12-17 (Max)/2026-01-04 (Min)/2026-05-23 (Avg),3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level/5.37,"100.0%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,27.17% above/22.2% above/18.86% above,44.06%/6.89%/28.09%,"-0.0%, 15.01%",1.0 year/4.3 months/7.5 months,27.24%,1.15%,26.09%,1.21,-0.07,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2025-06-30 (Price: 140.52)",Monthly,2025-11-30 (Price: 168.95),No Price Target,No Date Target,10.25%/14.69%,"21.78%, 5.2 months","2025-12-02 (Price: 171.12), 21.78% above",196.2502 (Avg % Gain of Historic Winning trades)/222.66 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/328.6763 (Backtested Best),2034-04-13 (Max)/2026-01-02 (Min)/2028-03-19 (Avg),118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/138.46,"94.12%, Past 42 years, 34",No Information,No Information,No Information,"23.66% (Price: 108.7595), 57.34% above, Upmove Bounce Back","1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",No Information,133.9%/2.69%/39.66%,"11.85%, 52.46%",6.2 years/4.3 months/1.9 year,5.1%,11.99%,-6.9%,0.45,0.51,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2025-12-06 (Max)/2025-11-28 (Avg),48.56%/69.39%,"-12.45%, 6.2 months","2025-12-02 (Price: 91609.7578), 12.45% below",290297.4636 (Historic Rise or Fall to Pivot)/332895.6316 (Avg % Gain of Historic Winning trades)/161744.31 (Exit Rule)/136097.3501 (F-Stack 2)/468339.1802 (Backtested Best)/155178.2931 (Backtested Worst),2025-12-06 (Max),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,2.76% below/12.45% below/12.45% below,347.58%/48.3%/218.14%,"-0.0%, 15.0%",4.4 months/3.6 months/4.2 months,256.42%,64.47%,191.95%,1.22,1.44,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Quarterly,No Exit Yet,28.4546 (Historic Rise or Fall to Pivot),No Date Target,9.44%/16.27%,"12.52%, 8.2 months","2025-12-02 (Price: 28.57), 12.52% above",40.9896 (Avg % Gain of Historic Winning trades)/36.14 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/80.8164 (Backtested Best)/31.2678 (Backtested Worst),2031-03-11 (Max)/2026-04-13 (Min)/2028-03-14 (Avg),12.81/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,"88.89%, Past 55 years, 18",No Information,No Information,No Information,No Information,No Information,35.02% above/12.04% above/12.52% above,218.3%/23.15%/61.44%,"75.81%, 80.33%",4.2 years/8.7 months/2.1 years,7.15%,5.75%,1.4%,0.67,0.23,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Monthly,2025-12-02 (Price: 28.57) (Today),No Price Target,No Date Target,2.84%/14.96%,"12.52%, 8.2 months","2025-12-02 (Price: 28.57), 12.52% above",32.8445 (Avg % Gain of Historic Winning trades)/29.38 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/37.6204 (Backtested Best),2026-10-16 (Max)/2026-02-03 (Avg),16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,"75.0%, Past 20 years, 20",No Information,No Information,No Information,No Information,No Information,29.8% above/14.42% above/12.52% above,48.17%/7.34%/29.36%,"31.07%, 31.13%",1.1 year/3.6 months/7.1 months,10.26%,2.49%,7.77%,0.63,0.12,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-01-31 (Price: 8.64)",Monthly,No Exit Yet,No Price Target,2025-12-02 (Avg),6.92%/7.35%,"-6.37%, 10.2 months","2025-12-02 (Price: 8.09), 6.37% below",8.7558 (Historic Rise or Fall to Pivot)/9.326 (Avg % Gain of Historic Winning trades)/8.65 (Exit Rule)/8.9117 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/10.9184 (Backtested Best)/8.6849 (Backtested Worst),2027-01-23 (Max),7.3/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.76,"88.24%, Past 20 years, 17",No Information,No Information,No Information,No Information,No Information,6.37% below/6.37% below/6.37% below,26.37%/0.52%/7.94%,"22.94%, 49.34%",1.4 year/3.6 months/7.0 months,4.72%,8.05%,-3.33%,0.41,0.3,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ASHR, Long, 2024-10-06 (Price: 32.82)",Weekly,2025-11-30 (Price: 32.58),No Price Target,No Date Target,4.47%/8.93%,"-0.7%, 1.2 year","2025-12-02 (Price: 32.59), 0.7% below",34.0475 (Historic Rise or Fall to Pivot)/36.4171 (Avg % Gain of Historic Winning trades)/35.5 (Exit Rule)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2)/40.9298 (Backtested Best),No Next Date Target,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.97,"75.76%, Past 10 years, 33",No Information,No Information,No Information,No Information,No Information,19.25% above/10.93% above/0.7% below,24.71%/0.16%/10.96%,"38.84%, 52.68%",7.3 months/19 days/3.2 months,2.29%,2.49%,-0.19%,0.16,0.06,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",Monthly,2025-12-02 (Price: 9.11) (Today),No Price Target,No Date Target,14.9%/21.03%,"4.47%, 1.2 year","2025-12-02 (Price: 9.11), 4.47% above",10.4675 (Avg % Gain of Historic Winning trades)/11.0256 (Backtested Best),2026-02-17 (Max),7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,"100.0%, Past 20 years, 8",No Information,No Information,No Information,No Information,No Information,6.67% above/4.47% above/4.47% above,26.44%/7.23%/20.04%,"-0.0%, 15.86%",11.6 months/3.6 months/7.0 months,20.51%,7.62%,12.9%,1.86,0.27,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2024-06-30 (Price: 246.63)",Quarterly,No Exit Yet,299.1129 (Historic Rise or Fall to Pivot)/301.3628 (F-Stack 2),No Date Target,7.49%/16.42%,"22.79%, 1.4 year","2025-12-02 (Price: 302.84), 22.79% above",352.5576 (Avg % Gain of Historic Winning trades)/376.19 (Exit Rule)/430.394 (Backtested Best)/325.5269 (Backtested Worst),2027-11-08 (Max)/2026-01-30 (Avg),106.24/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level/198.64,"100.0%, Past 24 years, 9",No Information,No Information,No Information,No Information,No Information,22.79% above/29.83% above/22.79% above,74.51%/31.99%/42.95%,"-0.0%, 41.23%",2.4 years/10.8 months/1.1 year,17.9%,12.73%,5.17%,1.39,0.46,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,No Exit Yet,186.14 (Exit Rule),No Date Target,-37.3%/-29.59%,"13.73%, 2.1 months","2025-12-02 (Price: 186.42), 13.73% below",170.1787 (Avg % Gain of Historic Winning trades)/116.89 (Horizontal)/131.2534 (F-Stack 2),2026-04-07 (Max)/2026-03-05 (Min)/2026-03-18 (Avg),278.08/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/250.82,"88.89%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,23.57% below/22.94% below/13.73% below,25.37%/7.99%/21.25%,"21.18%, 25.96%",4.4 months/3.6 months/3.9 months,35.0%,5.4%,29.6%,0.54,0.45,100.0%/1/9.4 months (Across ALL Assets),0.0%/4/3.7 months (Across ALL Assets)
