"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"GDX, Long, 2026-02-10 (Price: 103.01)",No Exit Yet,"0.9%, 3 days","94.74%, Past 4 years, 19","Daily, is CONFIRMED on 2026-02-10",Already confirmed,"2026-02-13 (Price: 103.94), 0.9% above",3 days,"0, 2020-02-24 (Price: 31.84)",2026-02-06 (Price: 97.39),2026-02-10 (Price: 103.01),7/3/3 days,6.73% above/0.9% above/0.9% above,2020-02-24 (Price: 31.84)/2026-02-10 (Price: 95.3257),12.3%/0.8%/7.6%,"16.5%, 30.61%",2.6 months/4 days/17 days,2026-06-02/2026-02-15/2026-03-06,14.77%,15.5%,-0.73%,0.98,0.72,111.6422/110.8388/145.71/No Horizontal Resistance/142.2114/221.6229/No EMA 200 Target,92.44/25.645/93.1314/No support/No F-Track Level/No F-Track Level/69.19,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),102.27
"NVDA, Long, 2026-02-09 (Price: 190.04)",No Exit Yet,"-3.8%, 4 days","90.91%, Past 4 years, 22","Daily, is CONFIRMED on 2026-02-09",Already confirmed,"2026-02-13 (Price: 182.81), 3.8% below",4 days,"4, 2025-10-29 (Price: 212.19)",2026-02-06 (Price: 185.41),2026-02-09 (Price: 190.04),7/4/4 days,1.4% below/3.8% below/3.8% below,2025-10-29 (Price: 212.19)/2026-02-09 (Price: 181.5599),19.41%/2.96%/8.89%,"6.69%, 63.72%",17 days/6 days/10 days,2026-03-05/2026-02-17/2026-02-23,14.95%,45.88%,-30.93%,1.01,1.76,240.2486/206.9346/203.33/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,171.88/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/170.11,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),184.26
"EWJ, Long, 2026-02-09 (Price: 91.29)",2026-02-13 (Price: 93.85),"2.8%, 4 days","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-02-09",Already confirmed,"2026-02-13 (Price: 93.85), 2.8% above",4 days,"0, 2022-11-15 (Price: 55.04)",2026-02-05 (Price: 86.1),2026-02-09 (Price: 91.29),8/4/4 days,9.0% above/2.8% above/2.8% above,2022-11-15 (Price: 55.04)/2026-02-09 (Price: 86.7521),6.09%/0.13%/1.99%,"20.53%, 29.69%",4.1 months/10 days/1.4 month,2026-08-04/2026-02-23/2026-04-10,6.05%,4.95%,1.1%,-0.04,0.24,92.2851/93.1067/113.04/No Horizontal Resistance/90.9425/104.8752/No EMA 200 Target,79.74/53.915/83.4752/No support/No F-Track Level/No F-Track Level/78.88,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),90.3
"BPCL.NS, Long, 2026-02-08 (Price: 386.35)",No Exit Yet,"-3.17%, 5 days","96.15%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-13 (Price: 374.1), 3.17% below",5 days,"0, 2024-10-06 (Price: 376.0)",2026-01-25 (Price: 349.15),2026-02-06 (Price: 386.35),19/7/5 days,7.15% above/3.17% below/3.17% below,2024-10-06 (Price: 376.0)/2026-02-08 (Price: 345.6375),28.84%/1.78%/8.65%,"14.88%, 47.09%",8.2 months/28 days/3 months,2027-01-28/2026-03-20/2026-06-18,7.54%,10.08%,-2.54%,0.79,0.5,416.9876/419.7693/392.56/No Horizontal Resistance/393.108/467.0257/No EMA 200 Target,349.15/145.35/372.4081/353.1485/No F-Track Level/No F-Track Level/338.72,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),353.0
"EEM, Long, 2026-02-08 (Price: 60.07)",No Exit Yet,"1.75%, 5 days","96.3%, Past 10 years, 27","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-13 (Price: 61.12), 1.75% above",5 days,"2, 2016-04-24 (Price: 35.34)",2026-02-08 (Price: 60.07),2026-02-06 (Price: 60.07),5/7/5 days,1.75% above/1.75% above/1.75% above,2016-04-24 (Price: 35.34)/2026-02-08 (Price: 58.342),11.23%/1.19%/3.92%,"20.12%, 35.1%",1.4 year/28 days/4.2 months,2028-02-06/2026-03-20/2026-08-09,3.37%,1.17%,2.2%,0.55,-0.05,62.4788/62.4247/74.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/51.59,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),58.58
"MCD, Long, 2026-02-08 (Price: 327.16)",No Exit Yet,"0.13%, 5 days","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-13 (Price: 327.58), 0.13% above",5 days,"4, 2025-03-16 (Price: 326.32)",2026-02-01 (Price: 315.0),2026-02-03 (Price: 319.48),12/10/5 days,3.99% above/2.54% above/0.13% above,2025-03-16 (Price: 326.32)/2026-02-08 (Price: 313.3668),10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,2027-05-01/2026-04-01/2026-08-13,7.73%,6.98%,0.75%,1.39,0.42,348.9816/343.289/327.66/No Horizontal Resistance/370.0426/590.3302/No EMA 200 Target,303.26/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.64,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),319.0
"USO, Long, 2026-02-08 (Price: 76.99)",No Exit Yet,"-1.0%, 5 days","75.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-13 (Price: 76.22), 1.0% below",5 days,"2, 2025-06-29 (Price: 83.57)",2026-01-25 (Price: 73.95),2026-02-03 (Price: 77.47),19/10/5 days,3.07% above/1.61% below/1.0% below,2025-06-29 (Price: 83.57)/2026-02-08 (Price: 70.6339),10.72%/0.56%/3.8%,"70.35%, 78.81%",11 months/1.2 month/3.7 months,2027-05-31/2026-04-01/2026-07-18,-7.02%,-6.0%,-1.02%,-0.18,-0.19,75.6196/79.9156/80.94/83.49/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,68.03/58.7667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/72.26,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),75.5
"EFA, Long, 2026-02-08 (Price: 102.61)",No Exit Yet,"1.59%, 5 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-13 (Price: 104.24), 1.59% above",5 days,"2, 2016-04-24 (Price: 60.16)",2026-01-25 (Price: 99.97),2026-02-06 (Price: 102.61),19/7/5 days,4.27% above/1.59% above/1.59% above,2016-04-24 (Price: 60.16)/2026-02-08 (Price: 99.3578),7.21%/1.24%/3.58%,"13.66%, 23.59%",10.7 months/1.2 month/3.4 months,2027-05-18/2026-04-01/2026-07-05,2.98%,2.36%,0.62%,0.36,0.03,105.6678/106.2834/128.08/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.02/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/92.46,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),100.88
"^STI, Long, 2026-02-08 (Price: 4934.4102)",No Exit Yet,"0.07%, 5 days","80.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-13 (Price: 4937.7798), 0.07% above",5 days,"2, 2016-03-20 (Price: 2906.8)",2026-01-25 (Price: 4891.4502),2026-02-03 (Price: 4944.0898),19/10/5 days,0.95% above/0.13% below/0.07% above,2016-03-20 (Price: 2906.8)/2026-02-08 (Price: 4852.6019),7.49%/1.15%/3.68%,"14.46%, 29.57%",1.6 year/28 days/4.4 months,2028-05-22/2026-03-20/2026-08-18,-3.63%,2.21%,-5.84%,0.01,-0.03,5072.0802/5115.9965/6150.98/No Horizontal Resistance/5099.1474/6233.5022/No EMA 200 Target,3512.53/3030.985/4356.5412/3433.5319/No F-Track Level/No F-Track Level/4317.44,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),4913.2598
"UPS, Long, 2026-02-05 (Price: 116.55)",2026-02-13 (Price: 119.24),"2.31%, 8 days","84.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-02-05",Already confirmed,"2026-02-13 (Price: 119.24), 2.31% above",8 days,"2, 2020-01-17 (Price: 119.24)",2026-02-04 (Price: 116.74),2026-02-05 (Price: 116.55),9/8/8 days,2.14% above/2.31% above/2.31% above,2020-01-17 (Price: 119.24)/2026-02-05 (Price: 114.8579),12.72%/0.81%/3.61%,"11.68%, 27.88%",4.4 months/6 days/19 days,2026-08-15/2026-02-13/2026-03-04,3.68%,1.2%,2.48%,0.2,0.07,118.8693/120.7575/118.16/221.2667/228.7501/295.6013/No EMA 200 Target,103.7/107.93/112.825/No support/No F-Track Level/No F-Track Level/95.43,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),116.0
"C6L.SI, Long, 2026-02-04 (Price: 6.6)",2026-02-11 (Price: 6.85),"3.79%, 7 days","89.47%, Past 4 years, 19","Daily, is CONFIRMED on 2026-02-04",Already confirmed,"2026-02-13 (Price: 6.96), 5.45% above",9 days,"4, 2025-05-29 (Price: 7.15)",2026-02-03 (Price: 6.48),2026-02-04 (Price: 6.6),10/9/9 days,7.41% above/5.45% above/5.45% above,2025-05-29 (Price: 7.15)/2026-02-04 (Price: 6.3866),8.19%/0.92%/3.25%,"5.37%, 17.3%",3.8 months/6 days/1.5 month,2026-07-19/2026-02-12/2026-04-10,6.71%,1.19%,5.52%,0.63,0.01,6.7459/6.8145/6.93/6.826/15.377/16.6022/6.69,6.35/4.7975/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),6.48
"BYD.TO, Long, 2026-02-03 (Price: 228.6)",2026-02-10 (Price: 245.52),"7.4%, 7 days","86.36%, Past 4 years, 22","Daily, is CONFIRMED on 2026-02-03",Already confirmed,"2026-02-13 (Price: 230.32), 0.75% above",10 days,"2, 2025-12-02 (Price: 241.68)",2026-02-03 (Price: 228.6),2026-02-03 (Price: 228.6),10/10/10 days,0.75% above/0.75% above/0.75% above,2025-12-02 (Price: 241.68)/2026-02-03 (Price: 226.2755),7.19%/1.4%/3.6%,"17.06%, 36.72%",3.3 months/4 days/13 days,2026-06-26/2026-02-08/2026-02-21,1.61%,0.65%,0.96%,0.09,0.05,248.031/236.8296/236.45/256.6133/367.2583/388.6839/No EMA 200 Target,219.14/188.685/147.1212/139.9966/No F-Track Level/No F-Track Level/216.51,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),227.65
"CEN.NZ, Long, 2026-02-02 (Price: 9.48)",2026-02-12 (Price: 9.78),"3.16%, 10 days","83.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-02-02",Already confirmed,"2026-02-13 (Price: 9.59), 1.16% above",11 days,"2, 2025-11-26 (Price: 9.9)",2026-02-02 (Price: 9.48),2026-02-02 (Price: 9.48),11/11/11 days,1.16% above/1.16% above/1.16% above,2025-11-26 (Price: 9.9)/2026-02-02 (Price: 9.2842),7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,2026-07-12/2026-03-04/2026-04-03,0.18%,2.84%,-2.66%,0.35,0.12,9.6497/9.7416/9.73/9.85/11.2606/15.4512/No EMA 200 Target,9.18/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.21,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),9.35
"ASML, Long, 2026-02-01 (Price: 1423.0)",No Exit Yet,"-1.15%, 12 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-13 (Price: 1406.61), 1.15% below",12 days,"2, 2016-02-07 (Price: 92.74)",2026-01-18 (Price: 1358.5699),2026-01-29 (Price: 1455.16),26/15/12 days,3.54% above/3.34% below/1.15% below,2016-02-07 (Price: 92.74)/2026-02-01 (Price: 1290.8753),26.23%/2.69%/11.69%,"25.72%, 56.36%",8.9 months/1.2 month/3.2 months,2027-02-22/2026-03-25/2026-06-20,11.19%,15.92%,-4.73%,0.6,0.77,1564.4462/1589.3487/2221.16/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,689.82/576.784/1034.6774/832.8601/No F-Track Level/No F-Track Level/907.93,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),1385.87
"^BVSP, Long, 2026-02-01 (Price: 181364.0)",No Exit Yet,"2.81%, 12 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-13 (Price: 186464.2969), 2.81% above",12 days,"2, 2016-05-01 (Price: 54978.0)",2026-01-25 (Price: 178859.0),2026-01-27 (Price: 181919.0),19/17/12 days,4.25% above/2.5% above/2.81% above,2016-05-01 (Price: 54978.0)/2026-02-01 (Price: 167924.5662),13.39%/0.93%/6.58%,"-0.0%, 43.39%",1.1 year/28 days/3 months,2027-08-28/2026-03-13/2026-06-11,7.67%,4.7%,2.97%,2.18,0.22,192626.7044/193297.7512/257195.6/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/145727.06,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),178859.0
"BTI, Long, 2026-02-01 (Price: 60.68)",No Exit Yet,"-1.94%, 12 days","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-13 (Price: 59.5), 1.94% below",12 days,"2, 2017-10-29 (Price: 65.97)",2026-02-01 (Price: 60.68),2026-01-27 (Price: 60.34),12/17/12 days,1.94% below/1.39% below/1.94% below,2017-10-29 (Price: 65.97)/2026-02-01 (Price: 58.8444),17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,2027-05-11/2026-03-25/2026-06-28,-0.68%,2.1%,-2.78%,0.55,0.05,64.6424/66.032/63.85/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,55.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/52.26,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),59.3
"NZDCAD=X, Long, 2026-02-01 (Price: 0.8195)",No Exit Yet,"0.26%, 12 days","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-13 (Price: 0.8216), 0.26% above",12 days,"0, 2016-11-13 (Price: 0.992)",2026-02-01 (Price: 0.8195),2026-01-30 (Price: 0.8195),12/14/12 days,0.26% above/0.26% above/0.26% above,2016-11-13 (Price: 0.992)/2026-02-01 (Price: 0.8149),3.66%/1.11%/2.31%,"5.56%, 13.76%",6.8 months/28 days/3.3 months,2026-11-23/2026-03-13/2026-06-24,-1.88%,0.44%,-2.32%,-0.06,-0.48,0.825/0.8384/0.92/0.8902/1.0924/1.3117/No EMA 200 Target,0.79/0.7834/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/0.81,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),0.8165
"SJ.TO, Long, 2026-02-01 (Price: 91.3)",No Exit Yet,"8.19%, 12 days","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-13 (Price: 98.78), 8.19% above",12 days,"4, 2016-03-20 (Price: 51.55)",2026-02-01 (Price: 91.3),2026-01-29 (Price: 91.3),12/15/12 days,8.19% above/8.19% above/8.19% above,2016-03-20 (Price: 51.55)/2026-02-01 (Price: 88.6888),23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,2027-07-07/2026-03-25/2026-08-24,12.95%,11.64%,1.31%,0.84,0.65,101.8725/100.6126/115.15/No Horizontal Resistance/95.0177/123.2166/No EMA 200 Target,76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/79.76,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),88.65
"ASHR, Long, 2026-01-31 (Price: 33.44)",No Exit Yet,"0.72%, 13 days","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-13 (Price: 33.68), 0.72% above",13 days,"6, 2021-02-28 (Price: 46.42)",2025-12-31 (Price: 32.85),2026-01-02 (Price: 33.32),44/42/13 days,2.53% above/1.08% above/0.72% above,2021-02-28 (Price: 46.42)/2026-01-31 (Price: 32.0723),22.45%/22.45%/22.45%,"-0.0%, 12.65%",6.1 months/6.1 months/6.1 months,2026-10-23 (Max),6.97%,1.49%,5.48%,0.94,0.03,37.0114/40.9473/41.23/39.9467/60.2967/80.3432/No EMA 200 Target,25.82/23.68/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/30.41,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),33.26
"^DJI, Long, 2026-01-31 (Price: 48892.4688)",No Exit Yet,"1.24%, 13 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-13 (Price: 49500.9297), 1.24% above",13 days,"0, 2001-05-31 (Price: 11350.0498)",2026-01-31 (Price: 48892.4688),2026-01-30 (Price: 48892.4688),13/14/13 days,1.24% above/1.24% above/1.24% above,2001-05-31 (Price: 11350.0498)/2026-01-31 (Price: 48089.9931),15.24%/4.84%/10.23%,"2.61%, 11.83%",1.2 year/5 months/9.7 months,2027-10-18/2026-09-05/2027-03-28,6.32%,4.47%,1.85%,1.23,0.21,55859.6456/53894.1684/71417.92/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,40669.36/32614.5825/36151.8794/25040.9446/No F-Track Level/No F-Track Level/45320.62,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),48105.9805
"BNS.TO, Long, 2026-01-31 (Price: 101.8)",No Exit Yet,"1.34%, 13 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-13 (Price: 103.16), 1.34% above",13 days,"2, 2001-09-30 (Price: 25.25)",2025-11-30 (Price: 96.94),2026-01-21 (Price: 102.06),75/23/13 days,6.42% above/1.08% above/1.34% above,2001-09-30 (Price: 25.25)/2026-01-31 (Price: 94.2089),24.83%/4.28%/13.78%,"30.99%, 38.87%",1.1 year/6 months/10.2 months,2027-08-27/2026-10-18/2027-04-19,1.92%,4.47%,-2.55%,0.3,0.2,108.1829/115.828/147.73/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,56.15/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/85.08,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),101.58
"ACWX, Long, 2026-01-31 (Price: 70.78)",No Exit Yet,"3.49%, 13 days","90.91%, Past 20 years, 11","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-13 (Price: 73.25), 3.49% above",13 days,"2, 2008-08-31 (Price: 59.17)",2025-11-30 (Price: 66.49),2026-01-02 (Price: 68.13),75/42/13 days,10.17% above/7.52% above/3.49% above,2008-08-31 (Price: 59.17)/2026-01-31 (Price: 65.5714),15.1%/1.97%/7.67%,"10.07%, 26.55%",3.3 years/4.1 months/1.5 year,2030-10-17/2026-07-26/2028-03-23,1.48%,1.08%,0.4%,0.36,-0.07,76.9803/76.2088/77.75/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,52.16/45.07/61.9685/No support/No F-Track Level/No F-Track Level/63.45,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),68.01
"TSM, Long, 2026-01-31 (Price: 330.56)",No Exit Yet,"10.83%, 13 days","100.0%, Past 20 years, 21","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-13 (Price: 366.36), 10.83% above",13 days,"2, 2001-05-31 (Price: 12.1213)",2025-12-31 (Price: 303.89),2026-01-28 (Price: 342.3),44/16/13 days,20.56% above/7.03% above/10.83% above,2001-05-31 (Price: 12.1213)/2026-01-31 (Price: 293.1483),62.44%/6.14%/35.38%,"-0.0%, 49.81%",1.4 year/5 months/9.3 months,2028-01-29/2026-09-05/2027-03-11,9.27%,10.69%,-1.42%,1.28,0.53,441.4629/447.5121/521.62/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,166.0/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/254.82,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),311.98
"^BVSP, Long, 2026-01-31 (Price: 181364.0)",No Exit Yet,"2.81%, 13 days","90.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-13 (Price: 186464.2969), 2.81% above",13 days,"4, 2002-03-31 (Price: 14495.0)",2025-11-30 (Price: 159072.0),2026-01-05 (Price: 161870.0),75/39/13 days,17.22% above/15.19% above/2.81% above,2002-03-31 (Price: 14495.0)/2026-01-31 (Price: 152013.9293),20.08%/2.63%/10.78%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2030-10-17/2027-01-17/2028-10-17,5.33%,7.06%,-1.73%,0.6,0.38,198811.2168/200915.0392/281485.4/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,120283.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/145727.06,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),161124.0
"GS, Long, 2026-01-31 (Price: 935.41)",No Exit Yet,"-3.24%, 13 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-13 (Price: 905.14), 3.24% below",13 days,"2, 2001-05-31 (Price: 105.15)",2025-12-31 (Price: 879.0),2026-01-02 (Price: 914.34),44/42/13 days,2.97% above/1.01% below/3.24% below,2001-05-31 (Price: 105.15)/2026-01-31 (Price: 831.3002),53.25%/7.0%/23.74%,"-0.0%, 34.98%",2.5 years/4 months/9.8 months,2029-08-26/2026-07-23/2027-04-01,11.0%,6.57%,4.43%,1.46,0.33,1116.9731/1157.4763/1433.57/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,303.61/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/746.9,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),884.0
"PPH, Long, 2026-01-31 (Price: 106.81)",No Exit Yet,"4.1%, 13 days","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-13 (Price: 111.19), 4.1% above",13 days,"0, 2009-10-31 (Price: 34.225)",2025-12-31 (Price: 103.17),2026-01-30 (Price: 106.81),44/14/13 days,7.77% above/4.1% above/4.1% above,2009-10-31 (Price: 34.225)/2026-01-31 (Price: 98.4383),20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2032-05-13/2026-09-05/2028-01-29,2.32%,2.1%,0.22%,1.05,-0.03,118.6125/118.1212/150.36/No Horizontal Resistance/110.0139/120.2747/No EMA 200 Target,82.93/71.642/100.0174/96.0365/No F-Track Level/No F-Track Level/92.38,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),103.4
"RHHBY, Long, 2026-01-27 (Price: 56.69)",2026-02-09 (Price: 57.11),"0.74%, 13 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-01-27",Already confirmed,"2026-02-13 (Price: 58.52), 3.23% above",17 days,"4, 2020-01-22 (Price: 42.88)",2026-01-23 (Price: 55.23),2026-01-27 (Price: 56.69),21/17/17 days,5.96% above/3.23% above/3.23% above,2020-01-22 (Price: 42.88)/2026-01-27 (Price: 55.5468),10.73%/0.36%/4.12%,"8.73%, 19.35%",1.1 month/6 days/15 days,2026-03-15/2026-02-04/2026-02-17,10.45%,3.14%,7.31%,0.44,0.14,59.0653/59.0256/64.98/No Horizontal Resistance/58.6089/65.2057/No EMA 200 Target,51.37/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/43.35,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),56.53
"CEN.NZ, Long, 2026-01-19 (Price: 9.36)",2026-02-11 (Price: 9.67),"3.31%, 23 days","83.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-01-19",Already confirmed,"2026-02-13 (Price: 9.59), 2.46% above",25 days,"2, 2025-11-26 (Price: 9.9)",2026-01-16 (Price: 9.36),2026-01-19 (Price: 9.36),28/25/25 days,2.46% above/2.46% above/2.46% above,2025-11-26 (Price: 9.9)/2026-01-19 (Price: 9.2737),7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,2026-06-28/2026-02-18/2026-03-20,0.18%,2.84%,-2.66%,0.35,0.12,9.5275/9.6183/9.68/9.85/11.2606/15.4512/No EMA 200 Target,9.18/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.19,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),9.34
"CNR.TO, Long, 2026-01-16 (Price: 139.28)",2026-02-13 (Price: 146.42),"5.13%, 28 days","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-02-13 (Price: 146.42), 5.13% above",28 days,"2, 2023-12-27 (Price: 167.35)",2026-01-15 (Price: 137.98),2026-01-16 (Price: 139.28),29/28/28 days,6.12% above/5.13% above/5.13% above,2023-12-27 (Price: 167.35)/2026-01-16 (Price: 136.814),6.98%/0.37%/2.24%,"18.84%, 26.48%",2.8 months/4 days/15 days,2026-05-17/2026-01-21/2026-02-06,6.19%,1.18%,5.01%,-0.03,-0.0,144.113/142.3999/156.12/171.0825/218.156/349.4971/No EMA 200 Target,134.0/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/135.98,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),137.77
