Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,2026-02-27 (Price: 200.82),No Price Target,No Date Target,1.76%/4.52%,"13.78%, 9.1 months","2026-02-27 (Price: 200.82), 13.78% above",209.8938 (Historic Rise or Fall to Pivot)/204.3517 (Avg % Gain of Historic Winning trades)/279.99 (Function Specific Target)/294.0831 (F-Stack 2)/220.0779 (Backtested Max),2026-11-03 (Max)/2026-07-09 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 9",170.49,No Information,No Information,No Information,No Information,No Information,13.78% above/17.11% above/13.78% above,24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,8.62%,19.19%,-10.57%,2.59,1.27,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-18 (Price: 5.64)",Daily,No Exit Yet,No Price Target,2026-02-28 (Min),2.77%/3.27%,"0.35%, 9 days","2026-02-27 (Price: 5.66), 0.35% above",5.8453 (Historic Rise or Fall to Pivot)/5.8165 (Avg % Gain of Historic Winning trades)/5.89 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/5.979 (Backtested Max),2027-02-13 (Max)/2026-02-28 (Min)/2026-06-24 (Avg),5.58/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.24%, Past 4 years, 34",5.6,No Information,No Information,No Information,No Information,No Information,1.07% above/0.35% above/0.35% above,6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,14.44%,0.14%,14.3%,0.3,0.02,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-22 (Price: 5.98)",Daily,No Exit Yet,No Price Target,2026-02-25 (Avg),8.83%/8.96%,"-5.35%, 4.3 months","2026-02-27 (Price: 5.66), 5.35% below",6.1977 (Historic Rise or Fall to Pivot)/6.1672 (Avg % Gain of Historic Winning trades)/6.16 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/6.3394 (Backtested Max),2026-10-17 (Max),5.8/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"88.24%, Past 4 years, 34",5.85,No Information,No Information,No Information,No Information,No Information,5.35% below/5.35% below/5.35% below,6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,14.44%,0.14%,14.3%,0.3,0.02,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-04-27 (Price: 8.0)",Weekly,No Exit Yet,9.116 (Avg % Gain of Historic Winning trades)/9.07 (Function Specific Target),No Date Target,5.27%/21.95%,"14.5%, 10.2 months","2026-02-27 (Price: 9.16), 14.5% above",11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.6424 (Backtested Max),2028-03-04 (Max)/2026-09-21 (Avg),7.79/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.97,"93.33%, Past 20 years, 15",7.965,No Information,No Information,No Information,"61.8% (Price: 7.75), 18.19% above, Upmove Bounce Back","2024-09-22 (Price: 7.07), 2025-02-09 (Price: 8.85)",No Information,20.53%/2.63%/13.95%,"4.23%, 15.35%",2 years/2.1 months/11.8 months,9.21%,4.75%,4.46%,0.88,0.23,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-01-12 (Price: 8.6)",Daily,2026-02-26 (Price: 9.11),No Price Target,2026-02-28 (Avg),1.86%/21.95%,"6.51%, 1.5 month","2026-02-27 (Price: 9.16), 6.51% above",11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.3301 (Backtested Max),2026-08-04 (Max)/2026-02-28 (Avg),7.91/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.87,"82.05%, Past 4 years, 39",8.57,No Information,No Information,No Information,No Information,No Information,7.26% above/6.51% above/6.51% above,8.49%/0.39%/3.87%,"6.37%, 18.81%",4.7 months/7 days/1.1 month,10.6%,-0.09%,10.69%,0.66,-0.03,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,No Exit Yet,95.0177 (F-Stack 1),No Date Target,2.54%/8.03%,"17.59%, 4 months","2026-02-27 (Price: 93.61), 17.59% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max)/95.9858 (Backtested Min),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 25.0% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,No Exit Yet,95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,6.51%/7.26%,"19.26%, 8.1 months","2026-02-27 (Price: 93.61), 19.26% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 51.58% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-11-16 (Price: 508.94)",Weekly,No Exit Yet,No Price Target,2026-02-28 (Avg),3.07%/4.36%,"-0.78%, 3.4 months","2026-02-27 (Price: 504.95), 0.78% below",541.9702 (Historic Rise or Fall to Pivot)/533.7763 (Avg % Gain of Historic Winning trades)/526.98 (Function Specific Target)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/567.977 (Backtested Max)/520.442 (Backtested Min),2027-01-15 (Max)/2026-02-28 (Avg),477.54/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/496.0,"96.0%, Past 10 years, 25",497.08,No Information,No Information,No Information,No Information,No Information,0.78% below/0.51% above/0.78% below,11.6%/2.26%/4.88%,"13.62%, 25.57%",9.8 months/1.2 month/2.4 months,8.49%,8.59%,-0.1%,0.7,0.55,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"JPM, Long, 2026-01-27 (Price: 300.31)",Daily,No Exit Yet,No Price Target,2026-02-26 (Min),9.53%/9.71%,"-0.0%, 1 month","2026-02-27 (Price: 300.3), 0.0% below",329.4701 (Avg % Gain of Historic Winning trades)/421.55 (Function Specific Target)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/359.1107 (Backtested Max),2029-03-19 (Max)/2026-06-28 (Avg),297.72/125.7575/287.5071/275.691/No F-Track Level/No F-Track Level/299.38,"100.0%, Past 5 years, 20",301.33,No Information,No Information,No Information,"23.66% (Price: 289.4426), 3.75% above, Upmove Bounce Back","2023-10-27 (Price: 135.19), 2026-01-05 (Price: 337.25)",No Information,19.58%/1.16%/9.71%,"-0.0%, 39.69%",2.2 years/21 days/3.5 months,33.39%,14.23%,19.16%,1.48,0.83,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2026-02-15 (Price: 160.14)",Weekly,No Exit Yet,No Price Target,2026-02-25 (Min),20.8%/23.57%,"-9.2%, 12 days","2026-02-27 (Price: 145.4), 9.2% below",214.1232 (Historic Rise or Fall to Pivot)/179.6771 (Avg % Gain of Historic Winning trades)/196.9 (Function Specific Target)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/220.63 (EMA 200)/182.3834 (Backtested Max)/175.6416 (Backtested Min),2026-03-17 (Max)/2026-03-10 (Avg),142.82/82.7925/152.3597/145.7273/No F-Track Level/No F-Track Level/No EMA 200 Support,"75.0%, Past 15 years, 4",148.49,No Information,No Information,No Information,No Information,No Information,No Information,13.89%/9.68%/12.2%,"20.01%, 25.53%",21 days/7 days/16 days,5.26%,6.77%,-1.51%,0.27,0.34,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
DELTADRIFT,"MA, Long, 2026-02-25 (Price: 509.39)",Daily,No Exit Yet,517.9478 (Backtested Min),2026-02-27 (Min),2.09%/3.89%,"1.54%, 2 days","2026-02-27 (Price: 517.21), 1.54% above",555.4898 (Historic Rise or Fall to Pivot)/528.0337 (Avg % Gain of Historic Winning trades)/541.76 (Function Specific Target)/592.095 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/561.99 (EMA 200)/537.3046 (Backtested Max),2026-04-22 (Max)/2026-03-11 (Avg),496.03/305.0867/442.8637/361.9068/No F-Track Level/No F-Track Level/No EMA 200 Support,"93.33%, Past 4 years, 15",502.82,No Information,No Information,No Information,No Information,No Information,No Information,5.48%/1.68%/3.66%,"3.92%, 6.0%",1.3 month/2 days/10 days,13.9%,7.14%,6.76%,1.39,0.38,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2025-10-26 (Price: 4157.9893)",Weekly,No Exit Yet,No Price Target,2026-02-24 (Avg),124.05%/153.79%,"-53.8%, 4.1 months","2026-02-27 (Price: 1921.1412), 53.8% below",4304.3505 (Historic Rise or Fall to Pivot)/5160.8963 (Avg % Gain of Historic Winning trades)/6592.56 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/5540.5207 (Backtested Max)/4875.6583 (Backtested Min),2026-06-17 (Max),3984.65/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level/3434.14,"100.0%, Past 10 years, 5",3984.6963,No Information,No Information,No Information,"38.2% (Price: 3403.7206), 43.56% below, Upmove Bounce Back","2022-06-19 (Price: 896.109), 2025-08-24 (Price: 4953.7329)",No Information,33.25%/17.26%/24.12%,"-0.0%, 44.11%",5.4 months/7 days/2.8 months,44.95%,44.58%,0.37%,1.56,1.59,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2026-02-22 (Price: 21.93)",Weekly,No Exit Yet,22.9607 (Historic Rise or Fall to Pivot),No Date Target,9.95%/14.31%,"5.15%, 5 days","2026-02-27 (Price: 23.06), 5.15% above",25.3555 (Avg % Gain of Historic Winning trades)/31.12 (Function Specific Target)/26.85 (Horizontal)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/26.36 (EMA 200)/26.8555 (Backtested Max),2042-04-11 (Max)/2026-03-14 (Min)/2027-12-31 (Avg),21.82/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 20 years, 18",22.71,No Information,No Information,No Information,"61.8% (Price: 20.8735), 10.48% above, Upmove Bounce Back","2024-05-12 (Price: 15.022), 2025-11-16 (Price: 30.34)",No Information,22.46%/3.67%/15.62%,"-0.0%, 82.39%",11.3 years/14 days/1.3 year,9.4%,4.91%,4.49%,2.5,0.26,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
TRENDPULSE,"ARM, Long, 2026-02-06 (Price: 123.7)",Daily,2026-02-27 (Price: 127.45),No Price Target,No Date Target,6.73%/8.32%,"3.03%, 21 days","2026-02-27 (Price: 127.45), 3.03% above",138.1853 (Avg % Gain of Historic Winning trades)/136.03 (Function Specific Target)/184.93 (Horizontal)/209.6611 (F-Stack 1)/292.8214 (F-Stack 2)/138.05 (EMA 200)/144.9145 (Backtested Max),2026-04-25 (Max)/2026-03-21 (Avg),104.55/No Horizontal Support/122.7432/102.2246/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 5",112.715,No Information,No Information,No Information,No Information,No Information,14.94% above/3.03% above/3.03% above,17.15%/3.93%/11.71%,"-0.0%, 18.88%",1.8 month/10 days/1 month,25.9%,19.91%,5.99%,0.86,0.86,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-02-25 (Price: 2629.3)",Daily,No Exit Yet,No Price Target,2026-02-26 (Min),1.42%/2.96%,"0.31%, 2 days","2026-02-27 (Price: 2637.3999), 0.31% above",2805.989 (Historic Rise or Fall to Pivot)/2715.541 (Avg % Gain of Historic Winning trades)/2760.77 (Function Specific Target)/4543.575 (Horizontal)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/3155.03 (EMA 200)/2778.6442 (Backtested Max)/2674.7869 (Backtested Min),2026-03-27 (Max)/2026-03-11 (Avg),2573.7/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Support,"86.67%, Past 4 years, 15",2596.0,No Information,No Information,No Information,No Information,No Information,No Information,5.68%/1.73%/3.28%,"4.58%, 4.96%",21 days/1 day/10 days,12.04%,-0.2%,12.24%,0.76,-0.13,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
OSCILLATOR DELTA,"IBIT, Long, 2026-02-06 (Price: 39.68)",Daily,No Exit Yet,No Price Target,2026-02-27 (Min),11.12%/12.02%,"-6.28%, 21 days","2026-02-27 (Price: 37.19), 6.28% below",41.3267 (Historic Rise or Fall to Pivot)/42.8306 (Avg % Gain of Historic Winning trades)/41.66 (Function Specific Target)/70.855 (Horizontal)/88.2877 (F-Stack 1)/109.8161 (F-Stack 2)/57.79 (EMA 200)/42.9258 (Backtested Max)/42.7274 (Backtested Min),2026-04-03 (Max)/2026-03-20 (Avg),No Recent Minima/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 2 years, 6",38.05,No Information,No Information,No Information,No Information,No Information,No Information,8.18%/7.68%/7.94%,"13.32%, 14.42%",1.3 month/15 days/29 days,22.32%,27.39%,-5.07%,0.37,1.11,100.0%/41/27 days (Across ALL Assets),83.5%/400/27 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2026-02-11 (Price: 82.51)",Daily,2026-02-24 (Price: 84.36),No Price Target,2026-02-26 (Min),3.16%/3.3%,"0.33%, 16 days","2026-02-27 (Price: 82.78), 0.33% above",85.5464 (Avg % Gain of Historic Winning trades)/105.21 (Function Specific Target)/85.51 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/86.8418 (Backtested Max),2026-08-21 (Max)/2026-05-13 (Avg),70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.38,"100.0%, Past 4 years, 21",80.11,No Information,No Information,No Information,No Information,No Information,0.33% above/0.33% above/0.33% above,5.25%/1.18%/3.68%,"-0.0%, 15.84%",4.4 months/11 days/2.1 months,13.1%,6.96%,6.14%,2.83,0.36,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",Monthly,No Exit Yet,188.6608 (F-Stack 1),No Date Target,5.4%/8.83%,"12.68%, 3 months","2026-02-27 (Price: 190.37), 12.68% above",200.645 (Avg % Gain of Historic Winning trades)/259.77 (Function Specific Target)/207.1743 (F-Stack 2)/217.4386 (Backtested Max),2028-01-21 (Max)/2026-07-09 (Min)/2027-01-16 (Avg),118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,"83.33%, Past 20 years, 12",157.19,No Information,No Information,No Information,No Information,No Information,21.49% above/12.68% above/12.68% above,28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,7.48%,7.04%,0.44%,1.07,0.41,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-02-19 (Price: 11.08)",Daily,No Exit Yet,No Price Target,2026-02-27 (Min),2.81%/2.85%,"1.26%, 8 days","2026-02-27 (Price: 11.22), 1.26% above",11.5819 (Historic Rise or Fall to Pivot)/11.5354 (Avg % Gain of Historic Winning trades)/12.14 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/11.54 (EMA 200)/12.1304 (Backtested Max),2026-07-12 (Max)/2026-04-07 (Avg),10.74/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Support,"96.15%, Past 4 years, 26",10.99,No Information,No Information,No Information,No Information,No Information,1.81% above/1.26% above/1.26% above,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.16%,8.14%,7.02%,0.86,0.43,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
FRACTAL TRACK,"MFT.NZ, Long, 2026-02-09 (Price: 64.0)",Daily,No Exit Yet,No Price Target,2026-02-27 (Min),4.03%/10.96%,"0.55%, 18 days","2026-02-27 (Price: 64.35), 0.55% above",66.944 (Avg % Gain of Historic Winning trades)/71.4 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/72.608 (Backtested Max),2028-07-14 (Max)/2026-11-22 (Avg),63.11/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 12",64.5,No Information,No Information,No Information,"50% (Price: 63.535), 1.28% above, Upmove Bounce Back","2025-07-31 (Price: 57.37), 2026-01-14 (Price: 69.7)",No Information,13.45%/0.01%/4.6%,"-0.0%, 26.79%",1.7 year/13 days/6.6 months,6.61%,0.8%,5.81%,0.39,0.01,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
DELTADRIFT,"KXS.TO, Long, 2026-02-05 (Price: 123.31)",Daily,2026-02-26 (Price: 129.45),129.86 (Function Specific Target),No Date Target,1.38%/1.93%,"5.03%, 22 days","2026-02-27 (Price: 129.51), 5.03% above",131.3005 (Historic Rise or Fall to Pivot)/209.885 (Horizontal)/245.9157 (F-Stack 1)/289.1348 (F-Stack 2)/179.22 (EMA 200)/132.0157 (Backtested Max),2026-04-24 (Max),120.08/No Horizontal Support/118.5983/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"71.43%, Past 4 years, 14",122.48,No Information,No Information,No Information,No Information,No Information,No Information,7.06%/2.13%/4.15%,"15.86%, 17.85%",1.8 month/2 days/12 days,3.12%,-2.75%,5.87%,0.03,-0.07,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",Quarterly,No Exit Yet,348.2242 (F-Stack 1),No Date Target,12.83%/15.64%,"16.98%, 1.9 month","2026-02-27 (Price: 352.29), 16.98% above",407.3957 (Historic Rise or Fall to Pivot)/444.9491 (Avg % Gain of Historic Winning trades)/467.71 (Function Specific Target)/411.0319 (F-Stack 2)/525.5369 (Backtested Max)/397.4879 (Backtested Min),2030-09-16 (Max)/2027-11-08 (Min)/2028-09-16 (Avg),106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,"100.0%, Past 24 years, 7",269.38,No Information,No Information,No Information,No Information,No Information,16.98% above/30.08% above/16.98% above,74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,15.4%,9.16%,6.24%,0.71,0.47,100.0%/9/2.4 years (Across ALL Assets),25.0%/4/7.2 months (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2026-01-18 (Price: 40.33)",Weekly,2026-02-22 (Price: 43.14),No Price Target,2026-02-27 (Min),6.47%/11.92%,"2.65%, 1.3 month","2026-02-27 (Price: 41.4), 2.65% above",44.0767 (Avg % Gain of Historic Winning trades)/60.23 (Function Specific Target)/72.5033 (Horizontal)/46.3351 (Backtested Max),2027-08-14 (Max)/2026-08-27 (Avg),33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.21,"79.17%, Past 10 years, 24",39.9,No Information,No Information,No Information,No Information,No Information,2.65% above/2.65% above/2.65% above,14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,0.91%,5.06%,-4.15%,-0.11,0.29,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-01-31 (Price: 150.45)",Monthly,No Exit Yet,130.5154 (Avg % Gain of Historic Winning trades)/131.2534 (F-Stack 1),No Date Target,-40.54%/-29.17%,"12.71%, 27 days","2026-02-27 (Price: 131.33), 12.71% below",78.09 (Function Specific Target)/126.1128 (Horizontal)/93.0152 (F-Stack 2),2026-09-09 (Max)/2026-09-05 (Min)/2026-09-05 (Min),No support/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",181.7,No Information,No Information,No Information,No Information,No Information,30.71% below/12.71% below/12.71% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-12-31 (Price: 181.13)",Monthly,No Exit Yet,131.2534 (F-Stack 1),No Date Target,-31.2%/-29.17%,"27.49%, 1.9 month","2026-02-27 (Price: 131.33), 27.49% below",90.36 (Function Specific Target)/116.89 (Horizontal)/93.0152 (F-Stack 2),2026-08-09 (Max)/2026-08-05 (Min)/2026-08-05 (Min),No support/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",187.17,No Information,No Information,No Information,No Information,No Information,30.71% below/29.63% below/27.49% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,No Exit Yet,131.2534 (F-Stack 2),No Date Target,-21.59%/-11.0%,"38.87%, 4 months","2026-02-27 (Price: 131.33), 38.87% below",102.98 (Function Specific Target)/116.89 (Horizontal),2026-06-09 (Max)/2026-06-05 (Min)/2026-06-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,39.23% below/38.87% below/38.87% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,No Exit Yet,131.2534 (F-Stack 2),No Date Target,-21.21%/-11.0%,"39.23%, 5 months","2026-02-27 (Price: 131.33), 39.23% below",103.48 (Function Specific Target)/116.89 (Horizontal),2026-05-09 (Max)/2026-05-05 (Min)/2026-05-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,46.16% below/45.72% below/39.23% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/1/7.1 months (Across ALL Assets),0.0%/7/7.1 months (Across ALL Assets)
DELTADRIFT,"JPM, Short, 2025-10-31 (Price: 311.12)",Monthly,No Exit Yet,300.9735 (F-Stack 1)/299.38 (EMA 200),No Date Target,-58.12%/-4.26%,"3.48%, 4 months","2026-02-27 (Price: 300.3), 3.48% below",291.0839 (Avg % Gain of Historic Winning trades)/125.7575 (Horizontal)/287.5071 (F-Stack 2),2026-03-10 (Max),No support/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 45 years, 5",313.97,No Information,No Information,No Information,No Information,No Information,No Information,7.59%/5.25%/6.44%,"20.94%, 8.48%",3 months/2 months/2.4 months,2.69%,4.88%,-2.19%,-0.03,0.32,0.0%/2/4 months (Across ALL Assets),0.0%/3/4.3 months (Across ALL Assets)
DELTADRIFT,"TD.TO, Short, 2025-11-30 (Price: 117.65)",Monthly,2026-02-27 (Price: 132.88),No Price Target,2026-02-24 (Max),-44.59%/-37.28%,"-12.95%, 3 months","2026-02-27 (Price: 132.88), 12.95% above",106.4144 (Historic Rise or Fall to Pivot)/111.8734 (Avg % Gain of Historic Winning trades)/109.14 (Function Specific Target)/73.6233 (Horizontal)/101.1064 (F-Stack 1)/83.3451 (F-Stack 2)/111.97 (EMA 200)/127.9914 (Backtested Max)/120.3442 (Backtested Min),No Next Date Target,No Recent Maxima/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 54 years, 6",115.02,No Information,No Information,No Information,No Information,No Information,No Information,8.79%/2.29%/4.91%,"0.0%, 10.3%",2 months/1 month/1.4 month,5.19%,4.88%,0.31%,1.28,0.43,0.0%/2/4 months (Across ALL Assets),0.0%/3/4.3 months (Across ALL Assets)
