"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"WMT, Long, 2025-11-04 (Price: 102.27)",No Exit Yet,"1.14%, 5 days","90.62%, Past 5 years, 32","Daily, was CONFIRMED on 2025-11-04",Already confirmed,"2025-11-11 (Price: 103.44), 1.14% above",5 days,Upmove Bounce Back,23.66% (Price: 102.5364),0.88% above,"2025-04-07 (Price: 79.81), 2025-10-16 (Price: 109.58)",14.63%/0.49%/9.29%,"4.76%, 26.01%",453 days/33 days/142 days,2027-08-22/2025-12-21/2026-05-28,10.62%,16.05%,-5.43%,0.64,0.7,104.0086/111.7709/120.13/105.01/108.7906/137.8139,101.18/42.3916/98.8222/85.5556/No F-Track Level/No F-Track Level,103.26/97.72,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"LYFT, Long, 2025-11-03 (Price: 20.95)",2025-11-10 (Price: 23.72),"13.22%, 5 days","96.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-11 (Price: 24.18), 15.42% above",6 days,Upmove Bounce Back,38.2% (Price: 19.552),23.67% above,"2025-08-11 (Price: 13.165), 2025-09-17 (Price: 23.5)",52.96%/0.97%/21.59%,"5.88%, 53.48%",394 days/27 days/190 days,2027-05-27/2025-12-12/2026-08-05,19.21%,-6.72%,25.93%,0.41,0.2,20.8306/25.4731/27.15/57.19/81.0416/101.3843,19.75/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,20.58/15.63,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"DIS, Long, 2025-11-02 (Price: 112.62)",No Exit Yet,"1.98%, 6 days","92.86%, Past 20 years, 42","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2025-11-11 (Price: 114.85), 1.98% above",6 days,Upmove Bounce Back,38.2% (Price: 107.6566),6.68% above,"2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",338.75%/2.06%/55.12%,"7.93%, 55.37%",2544 days/29 days/449 days,2035-12-04/2025-12-14/2027-08-14,8.38%,7.54%,0.84%,0.32,0.27,115.4693/174.6961/139.37/168.455/207.5364/245.6322,109.19/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,113.27/110.14,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"BRK-B, Long, 2025-10-31 (Price: 477.54)",No Exit Yet,"4.09%, 7 days","92.31%, Past 29 years, 26","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-11 (Price: 497.07), 4.09% above",7 days,Upmove Bounce Back,23.66% (Price: 451.5539),10.08% above,"2020-03-31 (Price: 159.5), 2025-05-31 (Price: 542.07)",204.24%/9.94%/55.24%,"11.32%, 45.86%",3131 days/238 days/873 days,2038-03-31/2026-10-10/2029-04-17,5.06%,11.04%,-5.98%,0.48,0.46,510.2992/741.3331/707.08/488.245/630.85/709.9376,267.02/268.082/449.7662/405.99/No F-Track Level/No F-Track Level,493.22/495.44,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"-3.48%, 7 days","90.0%, Past 30 years, 30","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-11 (Price: 1022.42), 3.48% below",7 days,Upmove Bounce Back,38.2% (Price: 692.3064),47.68% above,"2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",569.94%/9.57%/122.25%,"6.56%, 50.14%",2240 days/173 days/587 days,2034-09-18/2026-07-08/2028-02-28,10.68%,20.11%,-9.43%,0.34,0.62,1116.6403/2354.1387/1715.43/No Horizontal Resistance/1091.1724/1155.2236,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level,964.38/786.95,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"EFN.TO, Long, 2025-10-02 (Price: 36.62)",2025-11-05 (Price: 37.65),"2.81%, 24 days","90.38%, Past 5 years, 52","Daily, was CONFIRMED on 2025-10-02",Already confirmed,"2025-11-11 (Price: 36.64), 0.05% above",28 days,Upmove Bounce Back,23.66% (Price: 34.6875),5.63% above,"2025-02-03 (Price: 25.0), 2025-08-14 (Price: 37.69)",43.0%/0.86%/18.32%,"6.13%, 26.27%",387 days/26 days/117 days,2027-04-15/2025-11-08/2026-03-20,16.07%,24.1%,-8.03%,0.65,1.02,37.367/43.3288/44.23/No Horizontal Resistance/45.1741/70.5281,35.91/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,36.94/33.13,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"BPCL.NS, Long, 2025-09-30 (Price: 339.65)",No Exit Yet,"10.16%, 30 days","100.0%, Past 29 years, 13","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 374.15), 10.16% above",30 days,Upmove Bounce Back,61.8% (Price: 232.6394),60.83% above,"2022-12-31 (Price: 144.025), 2024-09-30 (Price: 376.0)",85.44%/69.81%/77.62%,"-0.0%, 57.26%",717 days/717 days/717 days,2028-08-03/2028-08-03/2028-08-03,18.13%,11.88%,6.26%,0.4,0.4,340.2274/603.2863/478.83/343.7375/372.4081/393.108,152.4/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level,336.72/309.36,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ATD.TO, Long, 2025-09-30 (Price: 74.25)",No Exit Yet,"-5.19%, 30 days","100.0%, Past 37 years, 7","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 70.4), 5.19% below",30 days,Upmove Bounce Back,23.66% (Price: 67.0289),5.03% above,"2008-09-30 (Price: 1.72), 2024-03-31 (Price: 87.27)",134.64%/29.11%/81.88%,"-0.0%, 42.24%",1566 days/1174 days/1370 days,2031-12-16/2030-05-27/2031-03-07,9.45%,22.45%,-13.0%,0.44,0.71,72.2601/135.0459/125.58/85.51/85.3936/96.14,67.69/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level,72.81/71.61,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ASHR, Long, 2025-06-30 (Price: 27.54)",2025-11-11 (Price: 33.14) (Today),"20.33%, 96 days","100.0%, Past 12 years, 8","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 33.14), 20.33% above",96 days,Upmove Bounce Back,88.6% (Price: 23.1742),43.0% above,"2024-02-29 (Price: 21.56), 2024-10-31 (Price: 35.72)",6.41%/6.41%/6.41%,"-0.0%, 12.65%",173 days/173 days/173 days,2026-03-07/2026-03-07/2026-03-07,9.59%,2.03%,7.56%,0.36,0.04,28.6196/29.3053/36.04/39.9467/60.2967/80.3432,25.82/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.55/28.63,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SOXX, Long, 2025-06-30 (Price: 238.7)",2025-10-31 (Price: 306.55),"28.42%, 89 days","100.0%, Past 24 years, 20","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 295.15), 23.65% above",96 days,Upmove Bounce Back,50% (Price: 145.7634),102.49% above,"2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",232.86%/6.72%/83.33%,"-0.0%, 59.88%",2847 days/239 days/969 days,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,279.28/231.89,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BNS.TO, Long, 2025-03-31 (Price: 68.23)",2025-09-30 (Price: 89.99),"31.89%, 131 days","76.92%, Past 193 years, 13","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 93.54), 37.1% above",161 days,Upmove Bounce Back,50% (Price: 59.495),57.22% above,"2009-03-31 (Price: 23.99), 2022-03-31 (Price: 95.0)",22.24%/20.38%/21.31%,"40.36%, 41.59%",1565 days/781 days/1173 days,2031-06-14/2028-05-05/2029-11-23,-0.14%,8.7%,-8.85%,-0.02,0.32,75.0735/82.7698/110.84/80.85/92.969/100.7509,60.88/54.1533/61.3348/42.6815/No F-Track Level/No F-Track Level,90.03/77.02,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"GBPSGD=X, Long, 2025-03-31 (Price: 1.7372)",2025-10-31 (Price: 1.7102),"-1.55%, 154 days","75.0%, Past 55 years, 8","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 1.7108), 1.52% below",161 days,Upmove Bounce Back,23.66% (Price: 1.6865),1.44% above,"2022-09-30 (Price: 1.4895), 2024-07-31 (Price: 1.7475)",5.36%/5.36%/5.36%,"4.45%, 10.09%",782 days/782 days/782 days,2028-05-06/2028-05-06/2028-05-06,-0.14%,-2.54%,2.41%,-0.04,-0.98,1.6974/1.8303/1.89/1.879/4.0285/5.5304,1.68/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.73/1.73,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"^BVSP, Long, 2025-03-31 (Price: 130260.0)",2025-11-11 (Price: 157748.5938) (Today),"21.1%, 161 days","93.33%, Past 57 years, 30","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 157748.5938), 21.1% above",161 days,Upmove Bounce Back,50% (Price: 116368.0),35.56% above,"2022-07-31 (Price: 95267.0), 2024-08-31 (Price: 137469.0)",195.55%/4.94%/55.92%,"17.81%, 51.61%",3326 days/109 days/1090 days,2038-06-08/2025-09-04/2029-07-26,3.98%,30.03%,-26.05%,0.44,0.88,141319.074/203101.392/155581.2/134350.3333/173653.968/192289.6,120283.0/95217.0/121313.6/110617.73/No F-Track Level/No F-Track Level,145540.11/136280.41,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BDGI.TO, Long, 2025-03-31 (Price: 38.86)",2025-09-30 (Price: 61.38),"57.95%, 131 days","100.0%, Past 33 years, 6","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 74.83), 92.56% above",161 days,Upmove Bounce Back,38.2% (Price: 35.6624),109.83% above,"2020-03-31 (Price: 18.0), 2021-03-31 (Price: 46.58)",35.15%/35.15%/35.15%,"-0.0%, 52.34%",1108 days/1108 days/1108 days,2029-08-21/2029-08-21/2029-08-21,7.18%,12.22%,-5.04%,0.42,0.42,40.7719/52.5193/56.01/42.106/50.7492/58.5532,26.66/24.32/36.352/32.7462/No F-Track Level/No F-Track Level,64.56/49.6,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"EWJ, Long, 2025-03-31 (Price: 68.56)",2025-10-31 (Price: 83.45),"21.72%, 154 days","92.86%, Past 29 years, 28","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 83.75), 22.16% above",161 days,Upmove Bounce Back,38.2% (Price: 63.4608),31.97% above,"2022-10-31 (Price: 47.64), 2024-09-30 (Price: 73.24)",34.52%/2.11%/14.26%,"13.86%, 50.07%",4001 days/173 days/811 days,2041-02-10/2025-12-06/2028-06-17,2.48%,0.95%,1.53%,0.36,-0.11,70.7471/78.3367/83.92/73.68/83.4752/89.1379,67.1/53.98/52.3436/42.1436/No F-Track Level/No F-Track Level,81.54/74.42,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"RHHBY, Long, 2024-12-31 (Price: 34.88)",2025-11-11 (Price: 45.51) (Today),"30.48%, 225 days","100.0%, Past 24 years, 9","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-11 (Price: 45.51), 30.48% above",225 days,Upmove Bounce Back,88.6% (Price: 29.4418),54.58% above,"2018-06-30 (Price: 26.3), 2022-06-30 (Price: 53.86)",15.79%/12.77%/14.28%,"-0.0%, 30.62%",1695 days/1500 days/1597 days,2031-09-21/2030-12-12/2031-05-02,2.03%,6.19%,-4.16%,0.46,0.19,34.1824/39.8609/51.42/52.46/58.6089/65.2057,31.92/34.87/31.0544/130.7472/No F-Track Level/No F-Track Level,42.65/40.9,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"SONY, Long, 2024-12-31 (Price: 21.16)",2025-09-30 (Price: 28.79),"36.06%, 195 days","95.0%, Past 55 years, 20","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-11 (Price: 29.16), 37.81% above",225 days,Upmove Bounce Back,61.8% (Price: 15.3986),89.37% above,"2019-03-31 (Price: 8.382), 2022-03-31 (Price: 26.75)",148.89%/53.31%/107.71%,"47.27%, 64.81%",3066 days/715 days/1525 days,2037-02-26/2027-11-01/2031-01-17,5.91%,5.75%,0.16%,0.46,0.23,22.3428/43.9514/32.18/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level,28.81/25.94,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"XIU.TO, Long, 2024-06-30 (Price: 33.04)",2025-09-30 (Price: 44.77),"35.5%, 326 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 45.44), 37.53% above",356 days,Upmove Bounce Back,23.66% (Price: 28.6552),58.58% above,"2009-03-31 (Price: 11.41), 2022-06-30 (Price: 34.0)",52.99%/52.99%/52.99%,"-0.0%, 19.21%",2936 days/2936 days/2936 days,2036-02-20/2036-02-20/2036-02-20,3.76%,5.01%,-1.24%,0.51,0.12,34.9167/50.5479/46.59/33.745/34.8657/37.996,20.65/23.52/30.9684/29.4357/No F-Track Level/No F-Track Level,44.58/40.6,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-11-11 (Price: 38.1) (Today),"26.66%, 356 days","100.0%, Past 24 years, 6","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 38.1), 26.66% above",356 days,Upmove Bounce Back,50% (Price: 19.875),91.7% above,"2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",589.02%/487.3%/538.16%,"-0.0%, 48.03%",3587 days/3327 days/3457 days,2038-09-20/2037-09-08/2038-03-16,9.52%,13.97%,-4.45%,0.67,0.5,36.7818/191.9585/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,37.1/36.0,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"NA.TO, Long, 2024-06-30 (Price: 108.51)",2025-09-30 (Price: 147.83),"36.24%, 326 days","100.0%, Past 42 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 160.93), 48.31% above",356 days,Upmove Bounce Back,88.6% (Price: 84.7444),89.9% above,"2022-12-31 (Price: 82.16), 2023-03-31 (Price: 104.83)",232.63%/33.73%/106.85%,"-0.0%, 35.66%",3588 days/715 days/1744 days,2038-09-21/2027-05-01/2031-05-31,6.26%,11.68%,-5.41%,0.52,0.48,113.1868/224.4529/122.11/No Horizontal Resistance/119.9028/134.0186,54.39/74.2475/88.8057/77.408/No F-Track Level/No F-Track Level,151.72/135.67,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"RY.TO, Long, 2024-06-30 (Price: 145.65)",2025-09-30 (Price: 205.12),"40.83%, 326 days","100.0%, Past 48 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 206.81), 41.99% above",356 days,Upmove Bounce Back,38.2% (Price: 108.9934),89.75% above,"2011-12-31 (Price: 43.3), 2022-03-31 (Price: 149.6)",55.76%/43.33%/49.55%,"-0.0%, 19.89%",2022 days/847 days/1434 days,2032-07-06/2027-11-08/2030-03-08,6.31%,11.31%,-5.0%,0.46,0.49,151.8693/217.8196/209.43/No Horizontal Resistance/150.7521/166.0471,118.7/100.5025/100.4601/75.5037/No F-Track Level/No F-Track Level,203.84/180.66,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"TD, Long, 2023-09-30 (Price: 60.26)",2025-09-30 (Price: 79.95),"32.68%, 521 days","100.0%, Past 30 years, 10","Quarterly, was CONFIRMED on 2023-09-30",Already confirmed,"2025-11-11 (Price: 81.6), 35.41% above",551 days,Upmove Bounce Back,38.2% (Price: 56.1724),45.27% above,"2002-12-31 (Price: 7.885), 2022-03-31 (Price: 86.02)",2.64%/2.64%/2.64%,"-0.0%, 27.36%",979 days/979 days/979 days,2027-08-17/2027-08-17/2027-08-17,0.68%,9.79%,-9.11%,0.28,0.35,60.6276/61.8509/107.14/74.03/91.6167/96.2571,59.9/54.1725/52.9681/49.552/No F-Track Level/No F-Track Level,79.35/69.37,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ACWX, Long, 2023-06-30 (Price: 49.22)",2025-09-30 (Price: 65.01),"32.08%, 587 days","100.0%, Past 17 years, 5","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-11 (Price: 67.13), 36.39% above",617 days,Upmove Bounce Back,78.6% (Price: 38.1331),76.04% above,"2020-03-31 (Price: 32.4), 2021-06-30 (Price: 59.19)",1.16%/1.16%/1.16%,"-0.0%, 16.0%",586 days/586 days/586 days,2025-10-25/2025-10-25/2025-10-25,0.5%,1.58%,-1.08%,0.35,-0.05,50.6178/49.791/65.29/57.978/No Next Fib Ext/No Next Fib Ext,40.01/42.92/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,65.33/60.07,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"IWM, Long, 2023-06-30 (Price: 187.27)",2025-11-11 (Price: 244.24) (Today),"30.42%, 617 days","100.0%, Past 25 years, 8","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-11 (Price: 244.24), 30.42% above",617 days,Upmove Bounce Back,38.2% (Price: 164.1636),48.78% above,"2009-03-31 (Price: 34.26), 2021-12-31 (Price: 244.46)",56.32%/25.19%/40.76%,"-0.0%, 20.56%",716 days/715 days/715 days,2026-05-02/2026-04-30/2026-04-30,11.21%,6.21%,5.0%,0.5,0.2,180.9028/263.6013/313.39/232.67/348.4025/539.5308,164.92/144.954/157.2742/112.1542/No F-Track Level/No F-Track Level,243.08/219.74,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"CEN.NZ, Long, 2022-12-31 (Price: 7.71)",2025-09-30 (Price: 9.1),"18.03%, 716 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2022-12-31",Already confirmed,"2025-11-11 (Price: 9.52), 23.48% above",746 days,Upmove Bounce Back,61.8% (Price: 6.9514),36.95% above,"2016-03-31 (Price: 4.35), 2021-03-31 (Price: 11.16)",22.78%/18.03%/20.4%,"-0.0%, 32.55%",2804 days/716 days/1760 days,2034-02-12/2025-11-02/2029-12-23,2.51%,5.4%,-2.89%,0.82,0.15,7.993/9.2828/11.8/9.05/11.2606/15.4512,5.76/5.52/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,9.22/9.12,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"META, Short, 2025-11-11 (Price: 627.08)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-07",No Cancellation Possible,"2025-11-11 (Price: 627.08), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 628.6993),0.26% below,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/11.97%,"-0.0%, 32.63%",65 days/20 days/37 days,2026-02-13/2025-12-09/2026-01-03,94.49%,5.3%,89.19%,0.68,0.8,560.4841/552.0185/202.18/280.19/591.2141/491.5059,773.44/280.19/591.2141/491.5059/617.1746/646.7986,721.92/678.5,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-11 (Price: 3423.7332) (Today),"11.0%, 7 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-11 (Price: 3423.7332), 11.0% below",7 days,Upmove Break Below,23.66% (Price: 3801.2773),9.93% below,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level,3978.25/3432.31,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"WPM, Short, 2025-10-31 (Price: 96.52)",No Exit Yet,"-7.84%, 7 days","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-11 (Price: 104.09), 7.84% above",7 days,Upmove Break Below,23.66% (Price: 96.3808),8.0% above,"2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",24.39%/3.3%/9.68%,"0.0%, 24.39%",65 days/20 days/32 days,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level,104.09/88.13,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"RHHBY, Short, 2025-10-28 (Price: 40.85)",2025-11-05 (Price: 40.7),"0.37%, 6 days","89.36%, Past 5 years, 47","Daily, was CONFIRMED on 2025-10-28",Already confirmed,"2025-11-11 (Price: 45.51), 11.41% above",10 days,Upmove Break Below,23.66% (Price: 41.9793),8.41% above,"2024-05-02 (Price: 29.2), 2025-10-08 (Price: 45.94)",5.98%/0.06%/2.18%,"10.54%, 11.17%",14 days/1 days/4 days,2025-11-17/2025-10-29/2025-11-02,22.8%,5.1%,17.7%,0.07,-0.17,40.3884/39.9595/30.81/34.5167/31.0544/202.8856,45.66/34.5167/31.0544/202.8856/No F-Track Level/No F-Track Level,42.65/40.9,48.21%/56/7 days (Across ALL Assets),40.19%/107/15 days (Across ALL Assets)
"ETH-USD, Short, 2025-09-30 (Price: 4145.9575)",2025-10-31 (Price: 3847.0803),"7.21%, 23 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 3423.7332), 17.42% below",30 days,Upmove Break Below,23.66% (Price: 3993.6991),14.27% below,"2022-06-30 (Price: 896.109), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2025-12-01/2025-10-30/2025-11-05,120.83%,5.2%,115.63%,0.39,0.97,4115.692/3299.353/1711.38/1370.4997/3929.1537/3454.2267,4390.02/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level,3978.25/3432.31,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"BDGI.TO, Short, 2025-06-30 (Price: 47.58)",2025-09-30 (Price: 61.38),"-29.0%, 66 days","85.71%, Past 33 years, 14","Quarterly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 74.83), 57.27% above",96 days,Upmove Break Below,88.6% (Price: 43.8394),70.69% above,"2021-03-31 (Price: 36.76), 2022-03-31 (Price: 32.49)",35.2%/3.31%/13.74%,"30.52%, 35.2%",194 days/64 days/79 days,2026-04-06/2025-09-30/2025-10-22,13.73%,5.5%,8.23%,0.26,0.42,54.0652/41.0425/45.02/24.32/46.0323/42.8299,50.2/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level,64.56/49.6,0.0%/1/90 days (Across ALL Assets),53.33%/15/92 days (Across ALL Assets)
