Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-11-03 (Price: 182.6)",Daily,197.56 (Horizontal),No Date Target,2025-11-13 (Price: 194.07),"2025-11-18 (Price: 196.43), 7.57% above","100.0%, Past 4 years, 44",2.37%/49.71%,"7.57%, 11 days",10.12%/0.29%/3.51%,294.0831 (F-Stack 2)/201.0791 (Backtested Best),2026-03-29 (Farthest)/2025-12-15 (Avg),"6.28%, 8 days","Daily, is CONFIRMED on 2025-11-03",Already confirmed,"2025-11-18 (Price: 196.43), 7.57% above",11 days,No Information,No Information,No Information,No Information,No Information,7.57% above/7.57% above/7.57% above,"-0.0%, 13.61%",101 days/4 days/29 days,2026-03-29/2025-11-08/2025-12-15,31.05%,25.35%,5.71%,1.47,1.07,186.1242/189.0093/188.43/197.56/194.1559/294.0831,180.3/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level,184.66/172.2,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"JPM, Long, 2025-10-31 (Price: 311.12)",Daily,No Price Target,2025-11-17 (Avg),No Exit Yet,"2025-11-18 (Price: 299.41), 3.76% below","83.33%, Past 6 years, 30",8.45%/9.11%,"-3.76%, 12 days",17.78%/5.3%/7.87%,324.7159 (Historic Rise or Fall to Pivot)/335.6051 (Avg % Gain of Historic Winning trades)/326.68 (Exit Rule)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/366.4371 (Backtested Best)/327.6094 (Backtested Worst)/335.6051 (Backtested Avg),2025-12-06 (Farthest),"-3.76%, 12 days","Daily, is Confirmed on 2025-10-31",No Cancellation Possible,"2025-11-18 (Price: 299.41), 3.76% below",12 days,No Information,No Information,No Information,No Information,No Information,No Information,"14.96%, 18.99%",25 days/2 days/12 days,2025-12-06/2025-11-02/2025-11-17,27.42%,15.43%,11.99%,0.14,0.55,324.7159/335.6051/326.68/No Horizontal Resistance/328.9175/381.492,No Recent Minima/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level,307.71/277.51,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-10-30 (Price: 108.9)",Daily,No Price Target,2025-11-16 (Farthest),2025-11-11 (Price: 113.644),"2025-11-18 (Price: 114.09), 4.77% above","72.73%, Past 4 years, 11",1.82%/1.82%,"4.77%, 13 days",12.46%/2.39%/6.67%,116.1636 (Avg % Gain of Historic Winning trades)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/122.4689 (Backtested Best)/116.1636 (Backtested Avg),No Next Date Target,"4.36%, 8 days","Daily, was CONFIRMED on 2025-10-30",Already confirmed,"2025-11-18 (Price: 114.09), 4.77% above",13 days,No Information,No Information,No Information,No Information,No Information,No Information,"26.5%, 26.5%",12 days/1 days/3 days,2025-11-16/2025-10-31/2025-11-03,0.15%,13.45%,-13.3%,-0.06,0.49,111.0344/116.1636/113.6/No Horizontal Resistance/139.352/152.4292,85.59/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level,116.87/113.22,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-28 (Price: 632.92)",Daily,No Price Target,2025-11-17 (Avg),No Exit Yet,"2025-11-18 (Price: 596.31), 5.78% below","96.67%, Past 4 years, 30",6.78%/9.48%,"-5.78%, 15 days",6.55%/0.6%/3.15%,654.5026 (Historic Rise or Fall to Pivot)/652.857 (Avg % Gain of Historic Winning trades)/707.13 (Exit Rule)/836.2536 (F-Stack 2)/674.3763 (Backtested Best)/636.7175 (Backtested Worst)/652.857 (Backtested Avg),2026-01-18 (Farthest),"-5.78%, 15 days","Daily, is CONFIRMED on 2025-10-28",Already confirmed,"2025-11-18 (Price: 596.31), 5.78% below",15 days,No Information,No Information,No Information,No Information,No Information,5.06% below/5.78% below/5.78% below,"1.69%, 22.88%",57 days/4 days/14 days,2026-01-18/2025-11-02/2025-11-17,49.77%,20.54%,29.23%,1.19,0.82,654.5026/652.857/707.13/No Horizontal Resistance/610.7303/836.2536,589.5/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,592.88/535.18,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-10-26 (Price: 472.21)",Weekly,No Price Target,2025-11-22 (Earliest),No Exit Yet,"2025-11-18 (Price: 461.3), 2.31% below","100.0%, Past 10 years, 28",3.62%/4.89%,"-2.31%, 16 days",8.64%/1.23%/3.89%,483.8736 (Historic Rise or Fall to Pivot)/490.579 (Avg % Gain of Historic Winning trades)/546.77 (Exit Rule)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/513.0089 (Backtested Best)/478.0182 (Backtested Worst)/490.579 (Backtested Avg),2026-08-24 (Farthest)/2025-11-22 (Earliest)/2026-03-01 (Avg),"-2.31%, 16 days","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-18 (Price: 461.3), 2.31% below",16 days,No Information,No Information,No Information,No Information,No Information,0.1% below/2.31% below/2.31% below,"-0.0%, 14.86%",209 days/19 days/87 days,2026-08-24/2025-11-22/2026-03-01,10.29%,9.9%,0.39%,1.56,0.44,483.8736/490.579/546.77/No Horizontal Resistance/538.1343/826.9871,454.87/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,459.87/435.91,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-10-24 (Price: 11.9)",Daily,12.58 (Exit Rule),2025-11-16 (Avg),2025-11-17 (Price: 12.65),"2025-11-18 (Price: 12.6), 5.88% above","90.0%, Past 4 years, 20",2.51%/5.91%,"5.88%, 17 days",8.54%/1.38%/4.55%,13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/12.9163 (Backtested Best),2026-05-04 (Farthest),"6.3%, 16 days","Daily, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-18 (Price: 12.6), 5.88% above",17 days,No Information,No Information,No Information,No Information,No Information,7.69% above/5.88% above/5.88% above,"6.4%, 20.48%",133 days/4 days/16 days,2026-05-04/2025-10-29/2025-11-16,46.12%,9.64%,36.48%,0.79,0.35,12.2951/12.4415/12.58/13.345/19.8479/26.5969,10.6/9.1367/11.0645/56.4607/No F-Track Level/No F-Track Level,11.05/11.53,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"WPM.TO, Long, 2025-10-24 (Price: 137.43)",Daily,No Price Target,2025-11-14 (Earliest),No Exit Yet,"2025-11-18 (Price: 144.07), 4.83% above","97.3%, Past 5 years, 37",20.08%/20.08%,"4.83%, 17 days",69.2%/2.13%/25.88%,172.9969 (Avg % Gain of Historic Winning trades)/185.77 (Exit Rule)/178.0989 (F-Stack 1)/194.7923 (F-Stack 2)/232.5316 (Backtested Best)/172.9969 (Backtested Avg),2028-12-08 (Farthest)/2026-07-14 (Avg),"4.83%, 17 days","Daily, was CONFIRMED on 2025-10-24",Already confirmed,"2025-11-18 (Price: 144.07), 4.83% above",17 days,No Information,No Information,No Information,"38.2% (Price: 129.6661), 11.11% above, Upmove Bounce Back","2024-12-30 (Price: 79.88), 2025-10-16 (Price: 160.44)",No Information,"0.62%, 39.55%",788 days/15 days/182 days,2028-12-08/2025-11-14/2026-07-14,14.82%,17.12%,-2.29%,0.59,0.6,141.0307/172.9969/185.77/No Horizontal Resistance/178.0989/194.7923,134.31/52.782/125.9496/92.3678/No F-Track Level/No F-Track Level,145.24/123.93,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"JPM, Long, 2025-10-24 (Price: 300.44)",Daily,No Price Target,2025-11-20 (Earliest),No Exit Yet,"2025-11-18 (Price: 299.41), 0.34% below","100.0%, Past 5 years, 38",9.86%/15.55%,"-0.34%, 17 days",47.19%/1.16%/15.15%,345.9567 (Avg % Gain of Historic Winning trades)/383.73 (Exit Rule)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/442.2176 (Backtested Best)/345.9567 (Backtested Avg),2028-11-03 (Farthest)/2025-11-20 (Earliest)/2026-08-25 (Avg),"-0.34%, 17 days","Daily, was CONFIRMED on 2025-10-24",Already confirmed,"2025-11-18 (Price: 299.41), 0.34% below",17 days,No Information,No Information,No Information,"23.66% (Price: 285.1676), 4.99% above, Upmove Bounce Back","2024-04-17 (Price: 179.2), 2025-09-29 (Price: 318.01)",No Information,"-0.0%, 40.65%",764 days/19 days/211 days,2028-11-03/2025-11-20/2026-08-25,9.23%,24.83%,-15.6%,0.67,1.0,308.9124/345.9567/383.73/No Horizontal Resistance/328.9175/381.492,294.11/125.7575/287.5071/275.691/No F-Track Level/No F-Track Level,307.71/277.51,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-10-22 (Price: 9.45)",Daily,No Price Target,No Date Target,2025-11-14 (Price: 9.6),"2025-11-18 (Price: 9.47), 0.21% above","70.27%, Past 4 years, 37",2.9%/2.9%,"0.21%, 19 days",7.56%/1.51%/3.12%,9.7448 (Avg % Gain of Historic Winning trades)/10.22 (Exit Rule)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.1644 (Backtested Best)/9.7448 (Backtested Avg),2026-02-11 (Farthest)/2025-11-28 (Avg),"1.59%, 17 days","Daily, is CONFIRMED on 2025-10-22",Already confirmed,"2025-11-18 (Price: 9.47), 0.21% above",19 days,No Information,No Information,No Information,No Information,No Information,1.83% above/0.21% above/0.21% above,"7.04%, 16.17%",78 days/5 days/26 days,2026-02-11/2025-10-29/2025-11-28,5.05%,4.18%,0.87%,0.27,0.12,9.5247/9.7448/10.22/No Horizontal Resistance/11.2606/15.4512,8.95/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level,9.11/9.12,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"IFT.NZ, Long, 2025-10-17 (Price: 12.43)",Daily,No Price Target,No Date Target,2025-11-18 (Price: 11.6) (Today),"2025-11-18 (Price: 11.6), 6.68% below","88.64%, Past 5 years, 44",21.84%/21.84%,"-6.68%, 22 days",49.32%/1.62%/13.7%,14.1329 (Avg % Gain of Historic Winning trades)/14.63 (Exit Rule)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/18.5605 (Backtested Best)/14.1329 (Backtested Avg),2029-02-24 (Farthest)/2026-08-02 (Avg),"-6.68%, 22 days","Daily, was CONFIRMED on 2025-10-17",Already confirmed,"2025-11-18 (Price: 11.6), 6.68% below",22 days,No Information,No Information,No Information,"23.66% (Price: 11.9317), 2.78% below, Upmove Bounce Back","2025-04-07 (Price: 9.13), 2025-09-12 (Price: 12.8)",No Information,"0.96%, 15.98%",847 days/14 days/200 days,2029-02-24/2025-11-06/2026-08-02,8.65%,17.61%,-8.96%,0.54,0.71,12.6475/14.1329/14.63/No Horizontal Resistance/18.927/29.733,11.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level,12.32/11.3,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
TRENDPULSE,"TFII.TO, Long, 2025-10-17 (Price: 132.51)",Daily,No Price Target,2025-11-17 (Avg),No Exit Yet,"2025-11-18 (Price: 116.25), 12.27% below","92.59%, Past 4 years, 27",17.53%/19.24%,"-12.27%, 22 days",9.08%/1.55%/4.61%,136.6311 (Historic Rise or Fall to Pivot)/138.6187 (Avg % Gain of Historic Winning trades)/219.9933 (Horizontal)/223.9051 (F-Stack 1)/280.6304 (F-Stack 2)/144.5419 (Backtested Best)/138.6187 (Backtested Avg),2026-01-29 (Farthest),"-12.27%, 22 days","Daily, is CONFIRMED on 2025-10-17",Already confirmed,"2025-11-18 (Price: 116.25), 12.27% below",22 days,No Information,No Information,No Information,No Information,No Information,13.22% below/12.27% below/12.27% below,"5.39%, 18.82%",72 days/4 days/22 days,2026-01-29/2025-10-22/2025-11-17,39.81%,19.04%,20.77%,0.98,0.63,136.6311/138.6187/133.88/219.9933/223.9051/280.6304,121.18/102.925/113.6809/104.714/No F-Track Level/No F-Track Level,127.64/133.83,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2025-10-16 (Price: 180.73)",Daily,197.56 (Horizontal),2025-11-19 (Earliest),No Exit Yet,"2025-11-18 (Price: 196.43), 8.69% above","89.74%, Past 5 years, 39",15.19%/15.19%,"8.69%, 23 days",96.3%/1.29%/25.2%,226.274 (Avg % Gain of Historic Winning trades)/244.65 (Exit Rule)/294.0831 (F-Stack 2)/354.773 (Backtested Best)/226.274 (Backtested Avg),2027-10-10 (Farthest)/2025-11-19 (Earliest)/2026-06-16 (Avg),"8.69%, 23 days","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-11-18 (Price: 196.43), 8.69% above",23 days,No Information,No Information,No Information,"23.66% (Price: 171.255), 14.7% above, Upmove Bounce Back","2023-12-15 (Price: 89.93), 2025-06-11 (Price: 196.46)",No Information,"4.51%, 13.11%",500 days/24 days/168 days,2027-10-10/2025-11-19/2026-06-16,14.53%,30.26%,-15.73%,0.54,1.4,185.7904/226.274/244.65/197.56/194.1559/294.0831,174.88/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level,184.76/174.96,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-12 (Price: 5.98)",Weekly,No Price Target,2025-11-15 (Earliest),No Exit Yet,"2025-11-18 (Price: 5.79), 3.18% below","90.0%, Past 10 years, 20",5.31%/10.49%,"-3.18%, 26 days",24.31%/1.96%/9.64%,6.3974 (Historic Rise or Fall to Pivot)/6.5565 (Avg % Gain of Historic Winning trades)/6.46 (Exit Rule)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/7.4337 (Backtested Best)/6.0972 (Backtested Worst)/6.5565 (Backtested Avg),2026-07-12 (Farthest)/2025-12-20 (Avg),"-3.18%, 26 days","Weekly, is CONFIRMED on 2025-10-10",Already confirmed,"2025-11-18 (Price: 5.79), 3.18% below",26 days,No Information,No Information,No Information,No Information,No Information,3.18% below/3.18% below/3.18% below,"10.86%, 22.1%",189 days/24 days/48 days,2026-07-12/2025-11-15/2025-12-20,27.79%,11.28%,16.51%,0.75,0.42,6.3974/6.5565/6.46/6.825/7.4565/8.4213,5.56/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level,5.71/5.75,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
OSCILLATOR DELTA,"BTC-USD, Long, 2025-10-11 (Price: 110807.8828)",Daily,No Price Target,No Date Target,2025-11-13 (Price: 99697.4922),"2025-11-17 (Price: 92093.875), 16.89% below","84.21%, Past 6 years, 57",25.77%/26.34%,"-16.89%, 25 days",19.05%/5.04%/8.14%,115827.4799 (Historic Rise or Fall to Pivot)/119827.6445 (Avg % Gain of Historic Winning trades)/116348.28 (Exit Rule)/123774.3633 (Horizontal)/134811.0702 (F-Stack 1)/174387.6923 (F-Stack 2)/131916.7845 (Backtested Best)/116392.6001 (Backtested Worst)/119827.6445 (Backtested Avg),2025-11-23 (Farthest),"-10.03%, 23 days","Daily, is Confirmed on 2025-10-11",No Cancellation Possible,"2025-11-17 (Price: 92093.875), 16.89% below",25 days,No Information,No Information,No Information,No Information,No Information,No Information,"14.07%, 15.29%",30 days/0 days/8 days,2025-11-23/2025-10-11/2025-10-22,54.01%,49.41%,4.61%,0.19,0.92,115827.4799/119827.6445/116348.28/123774.3633/134811.0702/174387.6923,No Recent Minima/18304.4229/107223.5861/87809.6423/No F-Track Level/No F-Track Level,109921.73/110451.05,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2025-10-01 (Price: 181.79)",Daily,197.56 (Horizontal)/197.7512 (Backtested Worst),No Date Target,No Exit Yet,"2025-11-18 (Price: 196.43), 8.05% above","100.0%, Past 5 years, 5",2.96%/2.96%,"8.05%, 34 days",16.48%/8.78%/11.25%,202.2414 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/211.749 (Backtested Best)/202.2414 (Backtested Avg),2026-01-06 (Farthest)/2025-11-27 (Earliest)/2025-12-12 (Avg),"8.05%, 34 days","Daily, was CONFIRMED on 2025-10-01",Already confirmed,"2025-11-18 (Price: 196.43), 8.05% above",34 days,"-4.42, 93.33",No Information,No Information,No Information,No Information,No Information,"-0.0%, 7.51%",67 days/40 days/50 days,2026-01-06/2025-11-27/2025-12-12,14.73%,27.78%,-13.05%,1.6,1.2,188.8071/202.2414/194.1559/197.56/194.1559/294.0831,175.34/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level,184.76/174.96,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-09-28 (Price: 110.35)",Weekly,115.2606 (Historic Rise or Fall to Pivot),No Date Target,2025-11-16 (Price: 114.05),"2025-11-18 (Price: 114.93), 4.15% above","84.62%, Past 10 years, 39",1.56%/1.56%,"4.15%, 36 days",12.32%/1.31%/5.77%,116.7172 (Avg % Gain of Historic Winning trades)/126.68 (Exit Rule)/128.6672 (F-Stack 1)/152.0396 (F-Stack 2)/123.9451 (Backtested Best)/116.7172 (Backtested Avg),2027-07-24 (Farthest)/2026-03-03 (Avg),"3.35%, 34 days","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-18 (Price: 114.93), 4.15% above",36 days,No Information,No Information,No Information,No Information,No Information,4.15% above/4.15% above/4.15% above,"9.57%, 31.6%",459 days/19 days/108 days,2027-07-24/2025-10-25/2026-03-03,7.92%,7.82%,0.1%,0.84,0.3,115.2606/116.7172/126.68/No Horizontal Resistance/128.6672/152.0396,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level,103.64/91.14,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-09-14 (Price: 241.38)",Weekly,287.2905 (Backtested Best),2025-11-21 (Avg),2025-11-16 (Price: 276.98),"2025-11-18 (Price: 284.96), 18.05% above","100.0%, Past 10 years, 26",7.3%,"18.05%, 46 days",19.02%/3.15%/8.18%,305.77 (Exit Rule),2026-03-19 (Farthest)/2025-11-21 (Avg),"14.75%, 44 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-18 (Price: 284.96), 18.05% above",46 days,No Information,No Information,No Information,No Information,No Information,21.17% above/18.05% above/18.05% above,"-0.0%, 15.08%",129 days/24 days/47 days,2026-03-19/2025-10-18/2025-11-21,35.83%,21.1%,14.73%,1.74,0.79,266.3387/261.1249/305.77/No Horizontal Resistance/219.0619/240.3589,147.74/84.6567/203.7099/185.0665/No F-Track Level/No F-Track Level,202.01/182.46,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-09-14 (Price: 459.32)",Weekly,No Price Target,No Date Target,2025-11-16 (Price: 471.8),"2025-11-18 (Price: 461.3), 0.43% above","100.0%, Past 10 years, 28",3.44%/3.44%,"0.43%, 46 days",8.64%/1.23%/3.89%,477.1875 (Avg % Gain of Historic Winning trades)/485.54 (Exit Rule)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/499.0052 (Backtested Best)/477.1875 (Backtested Avg),2026-07-13 (Farthest)/2026-01-18 (Avg),"2.72%, 44 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-18 (Price: 461.3), 0.43% above",46 days,No Information,No Information,No Information,No Information,No Information,1.39% above/0.43% above/0.43% above,"-0.0%, 14.86%",209 days/19 days/87 days,2026-07-13/2025-10-11/2026-01-18,10.29%,9.9%,0.39%,1.56,0.44,470.6652/477.1875/485.54/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,448.29/432.0,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-09-07 (Price: 647.24)",Weekly,No Price Target,No Date Target,2025-11-16 (Price: 671.93),"2025-11-18 (Price: 660.08), 1.98% above","90.48%, Past 10 years, 21",6.31%/8.09%,"1.98%, 51 days",10.23%/0.46%/4.63%,701.7376 (Historic Rise or Fall to Pivot)/969.1148 (Exit Rule)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/713.4527 (Backtested Best),2026-03-05 (Farthest)/2025-12-24 (Avg),"3.81%, 49 days","Weekly, was CONFIRMED on 2025-09-07",Already confirmed,"2025-11-18 (Price: 660.08), 1.98% above",51 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,"5.53%, 12.25%",124 days/44 days/75 days,2026-03-05/2025-11-09/2025-12-24,8.38%,12.23%,-3.85%,0.78,0.56,701.7376/677.2072/969.1148/No Horizontal Resistance/969.1148/1522.3697,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level,669.01/613.78,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
SIGMASHELL,"ATD.TO, Long, 2025-09-02 (Price: 69.24)",Daily,No Price Target,2025-11-16 (Avg),No Exit Yet,"2025-11-18 (Price: 69.51), 0.39% above","83.33%, Past 5 years, 6",14.69%/22.85%,"0.39%, 55 days",15.14%/2.95%/7.5%,85.3936 (Exit Rule)/85.51 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/79.7229 (Backtested Best),2025-12-25 (Farthest),"0.39%, 55 days","Daily, was CONFIRMED on 2025-09-02",Already confirmed,"2025-11-18 (Price: 69.51), 0.39% above",55 days,"-4.21, 78.12",No Information,No Information,No Information,No Information,No Information,"1.75%, 19.86%",79 days/34 days/52 days,2025-12-25/2025-10-21/2025-11-16,10.67%,22.58%,-11.91%,0.78,0.75,70.5694/74.433/85.3936/85.51/85.3936/96.14,68.82/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level,72.49/71.46,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
FRACTAL TRACK,"MX.TO, Long, 2025-08-31 (Price: 48.78)",Weekly,No Price Target,2025-11-17 (Earliest),No Exit Yet,"2025-11-18 (Price: 49.5), 1.48% above","95.45%, Past 20 years, 44",25.7%/25.7%,"1.48%, 56 days",102.78%/1.23%/27.56%,62.2238 (Avg % Gain of Historic Winning trades)/87.74 (Exit Rule)/73.435 (Horizontal)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/98.9161 (Backtested Best)/62.2238 (Backtested Avg),2029-10-21 (Farthest)/2027-05-02 (Avg),"1.48%, 56 days","Weekly, was CONFIRMED on 2025-08-31",Already confirmed,"2025-11-18 (Price: 49.5), 1.48% above",56 days,No Information,No Information,No Information,"50% (Price: 45.71), 8.29% above, Upmove Bounce Back","2020-03-29 (Price: 13.24), 2025-02-09 (Price: 78.18)",No Information,"5.57%, 51.52%",1044 days/54 days/421 days,2029-10-21/2025-11-17/2027-05-02,7.03%,5.25%,1.77%,0.4,0.25,48.1459/62.2238/87.74/73.435/104.8718/122.9238,45.56/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level,52.23/50.39,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
BAND MATRIX,"HDB, Long, 2025-08-28 (Price: 35.56)",Daily,37.0784 (Historic Rise or Fall to Pivot),No Date Target,No Exit Yet,"2025-11-18 (Price: 37.13), 4.42% above","75.0%, Past 5 years, 8",1.45%/3.02%,"4.42%, 58 days",18.32%/0.45%/7.57%,38.2519 (Avg % Gain of Historic Winning trades)/37.67 (Exit Rule)/39.042 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/42.0746 (Backtested Best)/38.2519 (Backtested Avg),2026-09-17 (Farthest)/2026-01-29 (Avg),"4.42%, 58 days","Daily, was CONFIRMED on 2025-08-28",No Cancellation Possible,"2025-11-18 (Price: 37.13), 4.42% above",58 days,No Information,No Information,No Information,No Information,No Information,No Information,"3.44%, 25.08%",266 days/40 days/107 days,2026-09-17/2025-10-24/2026-01-29,7.89%,3.28%,4.61%,0.5,0.1,37.0784/38.2519/37.67/39.042/40.717/47.4928,34.75/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,35.64/35.32,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2025-08-24 (Price: 489.0)",Weekly,No Price Target,2025-11-17 (Earliest),No Exit Yet,"2025-11-18 (Price: 504.37), 3.14% above","97.37%, Past 20 years, 38",1.56%/25.08%,"3.14%, 61 days",228.59%/0.58%/56.41%,512.2275 (Historic Rise or Fall to Pivot)/764.8449 (Avg % Gain of Historic Winning trades)/718.54 (Exit Rule)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/1606.8051 (Backtested Best)/764.8449 (Backtested Avg),2034-11-11 (Farthest)/2028-03-15 (Avg),"3.14%, 61 days","Weekly, was CONFIRMED on 2025-08-24",Already confirmed,"2025-11-18 (Price: 504.37), 3.14% above",61 days,No Information,No Information,No Information,"23.66% (Price: 451.5539), 11.7% above, Upmove Bounce Back","2020-03-29 (Price: 159.5), 2025-05-04 (Price: 542.07)",No Information,"0.28%, 26.48%",2324 days/59 days/645 days,2034-11-11/2025-11-17/2028-03-15,5.23%,10.72%,-5.49%,0.47,0.42,512.2275/764.8449/718.54/No Horizontal Resistance/630.85/709.9376,465.4/268.082/449.7662/405.99/No F-Track Level/No F-Track Level,493.97/496.38,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
