"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"TLT, Long, 2026-02-15 (Price: 89.7)",No Exit Yet,"0.64%, 11 days","75.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 90.27), 0.64% above",11 days,"8, 2019-09-01 (Price: 148.9)",2026-02-08 (Price: 87.54),2026-02-13 (Price: 89.7),18/13/11 days,3.12% above/0.64% above/0.64% above,2019-09-01 (Price: 148.9)/2026-02-15 (Price: 86.9364),15.02%/2.35%/5.26%,"39.18%, 46.07%",6.5 months/28 days/1.7 month,2026-11-24/2026-03-27/2026-04-29,-6.38%,-0.11%,-6.26%,-0.23,-0.26,89.9601/94.4182/125.22/153.2067/188.2386/214.0466/No EMA 200 Target,87.03/83.3033/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/87.9,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),87.2
"PFE, Long, 2026-02-15 (Price: 27.58)",No Exit Yet,"-1.74%, 11 days","73.08%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 27.1), 1.74% below",11 days,"2, 2023-07-30 (Price: 37.8)",2026-02-08 (Price: 27.22),2026-02-10 (Price: 27.61),18/16/11 days,0.44% below/1.85% below/1.74% below,2023-07-30 (Price: 37.8)/2026-02-15 (Price: 25.8936),20.77%/1.93%/8.41%,"41.05%, 50.99%",1.2 year/28 days/5.3 months,2027-11-02/2026-03-27/2026-10-03,2.79%,1.76%,1.03%,0.12,0.02,29.2072/29.8995/33.71/55.39/66.4672/73.1352/No EMA 200 Target,23.76/23.345/21.508/20.5265/No F-Track Level/No F-Track Level/24.84,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),27.18
"MAR, Long, 2026-02-15 (Price: 353.89)",No Exit Yet,"-0.94%, 11 days","85.71%, Past 10 years, 28","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 350.57), 0.94% below",11 days,"4, 2016-03-20 (Price: 73.89)",2026-02-01 (Price: 315.3),2026-02-10 (Price: 359.35),25/16/11 days,11.19% above/2.44% below/0.94% below,2016-03-20 (Price: 73.89)/2026-02-15 (Price: 313.7038),16.53%/2.51%/8.59%,"12.52%, 61.32%",11.4 months/28 days/4.1 months,2027-06-25/2026-03-27/2026-08-10,11.35%,10.48%,0.87%,0.65,0.53,405.8057/384.2892/521.89/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,260.2/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/281.31,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),331.25
"PG, Long, 2026-02-15 (Price: 160.07)",No Exit Yet,"2.3%, 11 days","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 163.75), 2.3% above",11 days,"2, 2025-03-09 (Price: 179.99)",2026-02-01 (Price: 151.77),2026-02-10 (Price: 159.08),25/16/11 days,7.89% above/2.94% above/2.3% above,2025-03-09 (Price: 179.99)/2026-02-15 (Price: 147.2108),10.46%/1.28%/3.78%,"0%, 24.03%",10.7 months/28 days/3.2 months,2027-05-25/2026-03-27/2026-07-04,6.36%,4.3%,2.06%,1.76,0.19,170.1224/166.1206/172.02/179.4533/186.6499/209.3631/No EMA 200 Target,141.79/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/153.67,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),158.76
"WMT, Long, 2026-02-15 (Price: 133.89)",No Exit Yet,"-7.07%, 11 days","91.3%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 124.42), 7.07% below",11 days,"2, 2016-02-07 (Price: 22.6433)",2026-02-08 (Price: 131.18),2026-02-12 (Price: 133.64),18/14/11 days,5.15% below/6.9% below/7.07% below,2016-02-07 (Price: 22.6433)/2026-02-15 (Price: 122.1644),10.45%/2.48%/5.35%,"1.31%, 24.69%",1.5 year/28 days/5.6 months,2028-04-07/2026-03-27/2026-10-16,8.33%,9.41%,-1.08%,1.49,0.58,142.5527/141.0531/200.64/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,101.18/43.3466/85.5556/53.2582/No F-Track Level/No F-Track Level/104.77,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),131.42
"GNE.NZ, Long, 2026-02-15 (Price: 2.47)",No Exit Yet,"-5.86%, 11 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 2.3252), 5.86% below",11 days,"2, 2025-10-19 (Price: 2.56)",2026-02-08 (Price: 2.46),2026-02-13 (Price: 2.47),18/13/11 days,5.48% below/5.86% below/5.86% below,2025-10-19 (Price: 2.56)/2026-02-15 (Price: 2.4173),8.45%/0.78%/4.81%,"22.37%, 34.69%",1.2 year/28 days/3.5 months,2027-11-02/2026-03-27/2026-07-17,3.46%,2.22%,1.24%,0.3,0.05,2.6651/2.5888/2.52/3.575/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,2.36/2.0733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/2.38,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),2.46
"MEL.NZ, Long, 2026-02-15 (Price: 5.76)",No Exit Yet,"-3.47%, 11 days","100.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 5.56), 3.47% below",11 days,"8, 2024-07-21 (Price: 6.89)",2026-02-08 (Price: 5.71),2026-02-12 (Price: 5.79),18/14/11 days,2.63% below/3.97% below/3.47% below,2024-07-21 (Price: 6.89)/2026-02-15 (Price: 5.6192),24.31%/1.96%/9.79%,"-0.0%, 22.1%",8.9 months/1.2 month/3.1 months,2027-03-08/2026-04-08/2026-06-29,11.4%,7.53%,3.87%,1.15,0.39,6.3504/6.3239/6.44/6.825/7.4565/8.4564/No EMA 200 Target,5.46/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.73,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),5.65
"ATD.TO, Long, 2026-02-15 (Price: 83.86)",No Exit Yet,"-1.26%, 11 days","90.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 82.8), 1.26% below",11 days,"0, 2024-03-03 (Price: 87.27)",2026-02-15 (Price: 83.86),2026-02-13 (Price: 83.86),11/13/11 days,1.26% below/1.26% below/1.26% below,2024-03-03 (Price: 87.27)/2026-02-15 (Price: 78.3308),15.58%/3.82%/6.76%,"7.08%, 28.5%",8.6 months/28 days/4.1 months,2027-02-23/2026-03-27/2026-08-10,10.6%,14.26%,-3.66%,0.87,0.82,90.3591/89.5289/85.91/85.51/85.3936/96.14/No EMA 200 Target,70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.49,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),78.91
"CNR.TO, Long, 2026-02-15 (Price: 146.42)",No Exit Yet,"3.03%, 11 days","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 150.86), 3.03% above",11 days,"4, 2024-03-03 (Price: 178.38)",2026-02-08 (Price: 138.55),2026-02-15 (Price: 146.42),18/11/11 days,8.88% above/3.03% above/3.03% above,2024-03-03 (Price: 178.38)/2026-02-15 (Price: 133.1732),10.37%/1.53%/6.76%,"5.75%, 17.25%",1.3 year/1.2 month/5 months,2027-12-24/2026-04-08/2026-09-20,8.06%,6.5%,1.56%,1.1,0.37,155.542/156.318/165.6/171.0825/218.156/349.4971/No EMA 200 Target,130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),138.58
"MX.TO, Long, 2026-02-15 (Price: 66.46)",No Exit Yet,"-0.27%, 11 days","82.61%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 66.28), 0.27% below",11 days,"2, 2016-03-20 (Price: 48.95)",2026-02-15 (Price: 66.46),2026-02-15 (Price: 66.46),11/11/11 days,0.27% below/0.27% below/0.27% below,2016-03-20 (Price: 48.95)/2026-02-15 (Price: 64.1105),35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,2027-11-02/2026-03-27/2026-09-02,11.89%,3.89%,8.0%,0.73,0.26,76.4024/77.9842/76.97/73.435/104.8718/122.9238/No EMA 200 Target,47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),64.36
"SJ.TO, Long, 2026-02-15 (Price: 98.78)",No Exit Yet,"-6.13%, 11 days","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 92.72), 6.13% below",11 days,"2, 2016-03-20 (Price: 51.55)",2026-02-08 (Price: 97.82),2026-02-15 (Price: 98.78),18/11/11 days,5.21% below/6.13% below/6.13% below,2016-03-20 (Price: 51.55)/2026-02-15 (Price: 94.1244),23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,2027-07-21/2026-04-08/2026-09-07,12.95%,11.64%,1.31%,0.84,0.65,110.2187/108.8556/127.12/No Horizontal Resistance/95.0177/123.2166/No EMA 200 Target,76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/81.32,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),97.81
"EWJ, Long, 2026-02-15 (Price: 93.85)",No Exit Yet,"-1.46%, 11 days","80.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-26 (Price: 92.48), 1.46% below",11 days,"2, 2016-04-24 (Price: 49.0)",2026-02-08 (Price: 89.4),2026-02-13 (Price: 93.85),18/13/11 days,3.45% above/1.46% below/1.46% below,2016-04-24 (Price: 49.0)/2026-02-15 (Price: 88.9275),9.57%/1.17%/4.18%,"20.09%, 34.01%",7.7 months/28 days/2.7 months,2027-01-15/2026-03-27/2026-06-12,3.54%,3.09%,0.45%,0.33,0.09,97.6885/97.7729/120.76/No Horizontal Resistance/90.9425/104.8752/No EMA 200 Target,80.58/53.915/83.4752/No support/No F-Track Level/No F-Track Level/79.33,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),90.3
"BTI, Long, 2026-02-12 (Price: 60.61)",2026-02-25 (Price: 63.03),"3.99%, 13 days","100.0%, Past 4 years, 13","Daily, is CONFIRMED on 2026-02-12",Already confirmed,"2026-02-26 (Price: 62.67), 3.4% above",14 days,"0, 2025-11-28 (Price: 58.7)",2026-02-12 (Price: 60.61),2026-02-12 (Price: 60.61),14/14/14 days,3.4% above/3.4% above/3.4% above,2025-11-28 (Price: 58.7)/2026-02-12 (Price: 60.2867),9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,2026-03-12/2026-02-17/2026-02-26,11.13%,4.24%,6.89%,0.97,0.2,66.1194/62.2525/61.76/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,60.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.11,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),59.18
"ATD.TO, Long, 2026-02-11 (Price: 82.51)",2026-02-24 (Price: 84.36),"2.24%, 13 days","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-26 (Price: 82.8), 0.35% above",15 days,"2, 2020-01-10 (Price: 44.67)",2026-02-11 (Price: 82.51),2026-02-11 (Price: 82.51),15/15/15 days,0.35% above/0.35% above/0.35% above,2020-01-10 (Price: 44.67)/2026-02-11 (Price: 80.0671),5.25%/1.18%/3.68%,"-0.0%, 15.84%",4.4 months/11 days/2.1 months,2026-08-21/2026-02-26/2026-05-13,13.1%,6.96%,6.14%,2.83,0.36,83.3186/85.5464/105.21/85.51/85.3936/96.14/No EMA 200 Target,70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.38,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),80.11
"GDX, Long, 2026-02-10 (Price: 103.01)",2026-02-26 (Price: 113.89),"10.56%, 16 days","94.74%, Past 4 years, 19","Daily, is CONFIRMED on 2026-02-10",Already confirmed,"2026-02-26 (Price: 113.89), 10.56% above",16 days,"0, 2020-02-24 (Price: 31.84)",2026-02-06 (Price: 97.39),2026-02-10 (Price: 103.01),20/16/16 days,16.94% above/10.56% above/10.56% above,2020-02-24 (Price: 31.84)/2026-02-10 (Price: 95.3257),12.3%/0.8%/7.6%,"16.5%, 30.61%",2.6 months/4 days/17 days,2026-06-02/2026-02-15/2026-03-06,14.77%,15.5%,-0.73%,0.98,0.72,111.6422/110.8388/145.71/No Horizontal Resistance/142.2114/221.6229/No EMA 200 Target,92.44/25.645/93.1314/No support/No F-Track Level/No F-Track Level/69.19,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),102.27
"ASHR, Long, 2026-01-31 (Price: 33.44)",No Exit Yet,"2.18%, 26 days","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-26 (Price: 34.17), 2.18% above",26 days,"6, 2021-02-28 (Price: 46.42)",2025-12-31 (Price: 32.85),2026-01-02 (Price: 33.32),57/55/26 days,4.02% above/2.55% above/2.18% above,2021-02-28 (Price: 46.42)/2026-01-31 (Price: 32.0723),22.45%/22.45%/22.45%,"-0.0%, 12.65%",6.1 months/6.1 months/6.1 months,2026-10-23 (Max),6.97%,1.49%,5.48%,0.94,0.03,37.0114/40.9473/41.23/39.9467/60.2967/80.3432/No EMA 200 Target,25.82/23.68/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/30.41,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),33.26
"^DJI, Long, 2026-01-31 (Price: 48892.4688)",No Exit Yet,"1.24%, 26 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-26 (Price: 49499.1992), 1.24% above",26 days,"0, 2001-05-31 (Price: 11350.0498)",2026-01-31 (Price: 48892.4688),2026-01-30 (Price: 48892.4688),26/27/26 days,1.24% above/1.24% above/1.24% above,2001-05-31 (Price: 11350.0498)/2026-01-31 (Price: 48089.9931),15.24%/4.84%/10.23%,"2.61%, 11.83%",1.2 year/5 months/9.7 months,2027-10-18/2026-09-05/2027-03-28,6.32%,4.47%,1.85%,1.23,0.21,55859.6456/53894.1684/71417.92/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,40669.36/32614.5825/36151.8794/25040.9446/No F-Track Level/No F-Track Level/45320.62,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),48105.9805
"BNS.TO, Long, 2026-01-31 (Price: 101.8)",No Exit Yet,"3.2%, 26 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-26 (Price: 105.06), 3.2% above",26 days,"2, 2001-09-30 (Price: 25.25)",2025-11-30 (Price: 96.94),2026-01-21 (Price: 102.06),88/36/26 days,8.38% above/2.94% above/3.2% above,2001-09-30 (Price: 25.25)/2026-01-31 (Price: 94.2089),24.83%/4.28%/13.78%,"30.99%, 38.87%",1.1 year/6 months/10.2 months,2027-08-27/2026-10-18/2027-04-19,1.92%,4.47%,-2.55%,0.3,0.2,108.1829/115.828/147.73/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,56.15/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/85.08,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),101.58
"ACWX, Long, 2026-01-31 (Price: 70.78)",No Exit Yet,"5.44%, 26 days","90.91%, Past 20 years, 11","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-26 (Price: 74.63), 5.44% above",26 days,"2, 2008-08-31 (Price: 59.17)",2025-11-30 (Price: 66.49),2026-01-02 (Price: 68.13),88/55/26 days,12.24% above/9.54% above/5.44% above,2008-08-31 (Price: 59.17)/2026-01-31 (Price: 65.5714),15.1%/1.97%/7.67%,"10.07%, 26.55%",3.3 years/4.1 months/1.5 year,2030-10-17/2026-07-26/2028-03-23,1.48%,1.08%,0.4%,0.36,-0.07,76.9803/76.2088/77.75/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,52.16/45.07/61.9685/No support/No F-Track Level/No F-Track Level/63.45,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),68.01
"TSM, Long, 2026-01-31 (Price: 330.56)",No Exit Yet,"13.99%, 26 days","100.0%, Past 20 years, 21","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-26 (Price: 376.81), 13.99% above",26 days,"2, 2001-05-31 (Price: 12.1213)",2025-12-31 (Price: 303.89),2026-01-28 (Price: 342.3),57/29/26 days,24.0% above/10.08% above/13.99% above,2001-05-31 (Price: 12.1213)/2026-01-31 (Price: 293.1483),62.44%/6.14%/35.38%,"-0.0%, 49.81%",1.4 year/5 months/9.3 months,2028-01-29/2026-09-05/2027-03-11,9.27%,10.69%,-1.42%,1.28,0.53,441.4629/447.5121/521.62/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,166.0/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/254.82,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),311.98
"^BVSP, Long, 2026-01-31 (Price: 181364.0)",No Exit Yet,"5.32%, 26 days","90.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-26 (Price: 191005.0156), 5.32% above",26 days,"4, 2002-03-31 (Price: 14495.0)",2025-11-30 (Price: 159072.0),2026-01-05 (Price: 161870.0),88/52/26 days,20.07% above/18.0% above/5.32% above,2002-03-31 (Price: 14495.0)/2026-01-31 (Price: 152013.9293),20.08%/2.63%/10.78%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2030-10-17/2027-01-17/2028-10-17,5.33%,7.06%,-1.73%,0.6,0.38,198811.2168/200915.0392/281485.4/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,120283.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/145727.06,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),161124.0
"GS, Long, 2026-01-31 (Price: 935.41)",No Exit Yet,"-0.69%, 26 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-26 (Price: 929.0), 0.69% below",26 days,"2, 2001-05-31 (Price: 105.15)",2025-12-31 (Price: 879.0),2026-01-02 (Price: 914.34),57/55/26 days,5.69% above/1.6% above/0.69% below,2001-05-31 (Price: 105.15)/2026-01-31 (Price: 831.3002),53.25%/7.0%/23.74%,"-0.0%, 34.98%",2.5 years/4 months/9.8 months,2029-08-26/2026-07-23/2027-04-01,11.0%,6.57%,4.43%,1.46,0.33,1116.9731/1157.4763/1433.57/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,303.61/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/746.9,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),884.0
"PPH, Long, 2026-01-31 (Price: 106.81)",No Exit Yet,"2.52%, 26 days","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-26 (Price: 109.5), 2.52% above",26 days,"0, 2009-10-31 (Price: 34.225)",2025-12-31 (Price: 103.17),2026-01-30 (Price: 106.81),57/27/26 days,6.14% above/2.52% above/2.52% above,2009-10-31 (Price: 34.225)/2026-01-31 (Price: 98.4383),20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2032-05-13/2026-09-05/2028-01-29,2.32%,2.1%,0.22%,1.05,-0.03,118.6125/118.1212/150.36/No Horizontal Resistance/110.0139/120.2747/No EMA 200 Target,82.93/71.642/100.0174/96.0365/No F-Track Level/No F-Track Level/92.38,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets),103.4
"USO, Long, 2026-01-28 (Price: 76.62)",2026-02-23 (Price: 80.9),"5.59%, 26 days","91.67%, Past 4 years, 24","Daily, is CONFIRMED on 2026-01-28",Already confirmed,"2026-02-26 (Price: 79.77), 4.11% above",29 days,"0, 2025-01-15 (Price: 84.58)",2026-01-27 (Price: 75.66),2026-01-28 (Price: 76.62),30/29/29 days,5.43% above/4.11% above/4.11% above,2025-01-15 (Price: 84.58)/2026-01-28 (Price: 75.3152),8.22%/0.81%/3.66%,"8.68%, 22.5%",5.2 months/4 days/1.5 month,2026-09-10/2026-02-02/2026-04-03,12.76%,-1.34%,14.1%,0.6,0.07,76.9571/79.4243/81.4/83.49/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,67.79/58.7667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/71.92,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),76.26
"EEM, Long, 2026-01-27 (Price: 60.34)",2026-02-23 (Price: 61.65),"2.17%, 27 days","100.0%, Past 4 years, 13","Daily, is CONFIRMED on 2026-01-27",Already confirmed,"2026-02-26 (Price: 62.71), 3.93% above",1 month,"2, 2020-01-13 (Price: 46.32)",2026-01-26 (Price: 59.17),2026-01-27 (Price: 60.34),31/30/30 days,5.98% above/3.93% above/3.93% above,2020-01-13 (Price: 46.32)/2026-01-27 (Price: 59.2763),4.72%/1.07%/2.91%,"-0.0%, 34.75%",3.1 months/6 days/21 days,2026-06-10/2026-02-04/2026-02-26,2.56%,3.52%,-0.96%,2.11,0.14,62.9648/62.0959/68.75/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,52.6/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/50.88,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),59.97
"EFA, Long, 2026-01-25 (Price: 99.97)",2026-02-22 (Price: 104.9),"4.93%, 28 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-02-26 (Price: 105.57), 5.6% above",1.1 month,"2, 2016-04-24 (Price: 60.16)",2026-01-25 (Price: 99.97),2026-01-22 (Price: 99.42),32/35/32 days,5.6% above/6.19% above/5.6% above,2016-04-24 (Price: 60.16)/2026-01-25 (Price: 98.8775),7.21%/1.24%/3.58%,"13.66%, 23.59%",10.7 months/1.2 month/3.4 months,2027-05-04/2026-03-18/2026-06-21,2.98%,2.36%,0.62%,0.36,0.03,102.9491/103.5489/123.86/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.02/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/91.35,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),98.0
"MTY.TO, Long, 2026-01-18 (Price: 40.33)",2026-02-22 (Price: 43.14),"6.97%, 1.2 month","79.17%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-02-26 (Price: 41.74), 3.5% above",1.3 month,"8, 2023-02-19 (Price: 73.5)",2026-01-18 (Price: 40.33),2026-01-18 (Price: 40.33),39/39/39 days,3.5% above/3.5% above/3.5% above,2023-02-19 (Price: 73.5)/2026-01-18 (Price: 39.5891),14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,2027-08-14/2026-02-27/2026-08-27,0.91%,5.06%,-4.15%,-0.11,0.29,41.1527/44.0767/60.23/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.21,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets),39.9
"AIA.NZ, Long, 2026-01-12 (Price: 8.6)",2026-02-26 (Price: 9.11),"5.93%, 1.5 month","82.05%, Past 4 years, 39","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-02-26 (Price: 9.11), 5.93% above",1.5 month,"2, 2020-01-20 (Price: 9.135)",2026-01-09 (Price: 8.54),2026-01-12 (Price: 8.6),48/45/45 days,6.67% above/5.93% above/5.93% above,2020-01-20 (Price: 9.135)/2026-01-12 (Price: 8.4955),8.49%/0.39%/3.87%,"6.37%, 18.81%",4.7 months/7 days/1.1 month,2026-08-04/2026-01-22/2026-02-28,10.6%,-0.09%,10.69%,0.66,-0.03,9.0567/8.9328/8.92/8.8963/11.1706/12.8535/No EMA 200 Target,7.91/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.87,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),8.57
"MSE.PA, Long, 2026-01-12 (Price: 67.13)",2026-02-23 (Price: 68.31),"1.76%, 1.4 month","100.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-02-26 (Price: 68.85), 2.56% above",1.5 month,"6, 2020-02-06 (Price: 36.975)",2026-01-12 (Price: 67.13),2026-01-12 (Price: 67.13),45/45/45 days,2.56% above/2.56% above/2.56% above,2020-02-06 (Price: 36.975)/2026-01-12 (Price: 66.6866),4.76%/0.41%/2.34%,"-0.0%, 13.59%",3.5 months/6 days/1.3 month,2026-06-13/2026-01-20/2026-03-09,8.27%,7.02%,1.25%,1.09,0.39,69.2782/68.7008/85.22/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,63.33/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/60.33,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets),66.84
