Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"UPS, Long, 2025-10-26 (Price: 87.22)",2025-11-23 (Price: 94.66),"8.53%, 28 days","91.43%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-28 (Price: 95.79), 9.83% above",1.1 month,No Information,No Information,No Information,No Information,No Information,10.86% above/9.83% above/9.83% above,31.22%/1.77%/7.51%,"13.76%, 27.26%",8.1 months/19 days/3.6 months,2026-10-14/2025-11-22/2026-04-01,13.13%,2.3%,10.84%,0.5,0.04,85.8332/93.7702/115.44/221.2667/228.7501/295.6013/100.59,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
PULSEGAUGE,"RHHBY, Long, 2025-07-06 (Price: 40.44)",2025-11-23 (Price: 49.01),"21.19%, 4.7 months","80.0%, Past 24 years, 15","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-28 (Price: 47.74), 18.05% above",4.8 months,No Information,No Information,No Information,No Information,No Information,No Information,23.13%/20.69%/21.85%,"16.04%, 28.69%",1.6 year/2.3 months/7.3 months,2027-11-06/2025-10-13/2026-05-20,7.26%,6.39%,0.87%,0.26,0.21,41.1113/49.2761/58.6089/52.46/58.6089/65.2057/41.36,37.65/34.5167/31.0544/179.717/No F-Track Level/No F-Track Level/No Moving Avg Support,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"DIS, Long, 2025-07-06 (Price: 124.0)",2025-11-23 (Price: 104.28),"-15.9%, 4.7 months","76.47%, Past 25 years, 17","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-28 (Price: 104.47), 15.75% below",4.8 months,No Information,No Information,No Information,No Information,No Information,No Information,25.73%/20.25%/22.1%,"25.68%, 34.0%",1.4 year/29 days/7.6 months,2027-06-28/2025-08-17/2026-06-02,2.4%,5.15%,-2.74%,0.06,0.17,127.2488/151.404/207.5364/168.455/207.5364/245.6322/No Moving Avg Target,83.53/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/109.77,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"ABNB, Long, 2025-07-06 (Price: 136.49)",2025-11-23 (Price: 114.26),"-16.29%, 4.7 months","80.0%, Past 4 years, 5","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-28 (Price: 116.99), 14.29% below",4.8 months,No Information,No Information,No Information,No Information,No Information,No Information,24.16%/21.62%/22.89%,"16.86%, 28.9%",1.1 month/24 days/29 days,2025-08-24/2025-08-09/2025-08-17,63.36%,-1.9%,65.26%,0.32,0.09,147.5184/167.7326/223.5359/178.025/223.5359/256.334/No Moving Avg Target,106.66/99.795/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/127.92,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"BTC-USD, Long, 2025-07-06 (Price: 109232.0703)",2025-11-23 (Price: 86805.0078),"-20.53%, 4.7 months","87.5%, Past 11 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-28 (Price: 91023.9219), 16.67% below",4.8 months,No Information,No Information,No Information,No Information,No Information,No Information,33.15%/20.48%/25.41%,"15.02%, 15.64%",3.3 months/9 days/1.5 month,2025-11-26/2025-07-19/2025-09-07,144.79%,63.87%,80.93%,0.46,1.51,123126.3896/136987.9394/107223.5861/109784.5/107223.5861/112399.9298/109863.56,78214.48/18304.4229/87809.6423/72214.6916/No F-Track Level/No F-Track Level/No Moving Avg Support,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
TRENDPULSE,"BPCL.NS, Long, 2025-09-21 (Price: 329.55)",2025-11-23 (Price: 364.55),"10.62%, 2.1 months","81.25%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-28 (Price: 359.1), 8.97% above",2.3 months,No Information,No Information,No Information,No Information,No Information,14.91% above/8.97% above/8.97% above,29.59%/1.78%/11.46%,"32.02%, 47.09%",5.8 months/19 days/2.0 months,2026-05-31/2025-10-18/2025-12-18,12.02%,12.45%,-0.44%,0.38,0.44,345.8627/367.3164/385.83/343.7375/372.4081/393.108/No Moving Avg Target,308.2/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level/299.65,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2025-10-26 (Price: 146172.0)",2025-11-23 (Price: 154770.0),"5.88%, 28 days","94.44%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-28 (Price: 159072.125), 8.83% above",1.1 month,No Information,No Information,No Information,No Information,No Information,10.93% above/8.83% above/8.83% above,11.93%/0.93%/6.26%,"15.17%, 43.39%",9.6 months/19 days/2.4 months,2026-12-18/2025-11-22/2026-02-05,10.24%,5.05%,5.2%,0.76,0.14,149972.472/155322.3672/157302.0/No Horizontal Resistance/173653.968/192289.6/No Moving Avg Target,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/134509.56,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",2025-11-23 (Price: 9.6),"4.8%, 5.8 months","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-05-30",Already confirmed,"2025-11-28 (Price: 9.63), 5.13% above",6 months,No Information,No Information,No Information,No Information,No Information,5.13% above/5.13% above/5.13% above,16.04%/1.09%/5.37%,"-0.0%, 16.12%",6.8 months/24 days/2.6 months,2026-03-23/2025-07-05/2025-09-23,15.41%,3.65%,11.76%,1.66,0.08,9.5246/9.6519/9.26/No Horizontal Resistance/11.2606/15.4512/No Moving Avg Target,8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level/8.87,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
SIGMASHELL,"SUM.NZ, Long, 2025-04-01 (Price: 11.26)",2025-11-21 (Price: 12.55),"11.46%, 7.8 months","72.73%, Past 5 years, 11","Daily, was CONFIRMED on 2025-04-01",Already confirmed,"2025-11-28 (Price: 12.55), 11.46% above",8.0 months,"-12.17, 65.0",No Information,No Information,No Information,No Information,No Information,24.21%/2.02%/11.32%,"14.49%, 34.68%",4.3 months/1.2 month/1.9 month,2025-10-06/2025-05-21/2025-06-22,10.12%,15.85%,-5.73%,0.43,0.62,11.5899/12.5346/19.8479/13.345/19.8479/26.5969/11.43,11.25/9.1367/11.0645/43.9323/No F-Track Level/No F-Track Level/No Moving Avg Support,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
DELTADRIFT,"ATD.TO, Long, 2025-11-06 (Price: 69.75)",2025-11-21 (Price: 72.02),"3.25%, 15 days","90.0%, Past 4 years, 10","Daily, was CONFIRMED on 2025-11-06",Already confirmed,"2025-11-28 (Price: 76.33), 9.43% above",22 days,No Information,No Information,No Information,No Information,No Information,No Information,4.29%/1.99%/3.16%,"7.87%, 8.49%",1.4 month/1 day/7 days,2026-01-05/2025-11-07/2025-11-16,10.18%,9.13%,1.05%,0.58,0.34,76.8505/71.9541/74.4/85.51/85.3936/96.14/71.41,68.8/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2025-11-10 (Price: 240.83)",2025-11-21 (Price: 198.76),"-17.47%, 11 days","71.43%, Past 4 years, 7","Daily, was CONFIRMED on 2025-11-10",Already confirmed,"2025-11-28 (Price: 201.95), 16.14% below",18 days,No Information,No Information,No Information,No Information,No Information,No Information,4.11%/1.84%/3.09%,"17.33%, 17.33%",20 days/3 days/7 days,2025-12-08/2025-11-14/2025-11-20,-5.14%,28.08%,-33.22%,-0.21,0.86,271.7285/248.2716/260.0/No Horizontal Resistance/300.069/376.1425/No Moving Avg Target,239.26/82.7925/233.7381/208.7793/No F-Track Level/No F-Track Level/211.09,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"RHHBY, Long, 2025-11-11 (Price: 45.43)",2025-11-21 (Price: 49.01),"7.88%, 10 days","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-11-11",Already confirmed,"2025-11-28 (Price: 47.74), 5.08% above",17 days,No Information,No Information,No Information,No Information,No Information,13.78% above/5.08% above/5.08% above,10.73%/0.36%/4.2%,"8.73%, 19.35%",1.5 month/4 days/11 days,2026-01-15/2025-11-16/2025-11-26,30.23%,1.45%,28.78%,0.66,0.0,46.5703/47.3381/51.3/52.46/58.6089/65.2057/No Moving Avg Target,40.15/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/40.9,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2025-11-08 (Price: 3400.376)",2025-11-21 (Price: 2765.6992),"-18.66%, 13 days","90.91%, Past 4 years, 11","Daily, was CONFIRMED on 2025-11-08",Already confirmed,"2025-11-28 (Price: 3041.6765), 10.55% below",20 days,No Information,No Information,No Information,No Information,No Information,No Information,18.77%/4.94%/10.33%,"24.06%, 28.71%",24 days/0 days/8 days,2025-12-12/2025-11-08/2025-11-19,25.9%,-3.87%,29.77%,0.6,0.18,3598.6179/3751.6348/3675.13/4922.7188/4887.278/5344.0381/3519.38,3292.57/1370.4997/2637.9184/2471.5754/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-28 (Price: 3041.6765) (Today),"20.94%, 28 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-28 (Price: 3041.6765), 20.94% below",28 days,No Information,No Information,No Information,"23.66% (Price: 3801.2773), 19.98% below, Upmove Break Below","2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",No Information,32.85%/5.87%/20.42%,"38.7%, 32.85%",1.4 month/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184/3519.38,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"WPM, Short, 2025-10-31 (Price: 96.52)",2025-11-28 (Price: 110.05) (Today),"-14.02%, 28 days","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-28 (Price: 110.05), 14.02% above",28 days,No Information,No Information,No Information,"23.66% (Price: 96.3808), 14.18% above, Upmove Break Below","2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",No Information,24.39%/3.3%/9.68%,"0.0%, 24.39%",2.2 months/20 days/1.1 month,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674/90.49,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
TRENDPULSE,"PFE, Short, 2024-03-31 (Price: 27.75)",2025-11-28 (Price: 25.74) (Today),"7.24%, 1.7 year","100.0%, Past 48 years, 7","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-11-28 (Price: 25.74), 7.24% below",1.7 year,No Information,No Information,No Information,No Information,No Information,10.59% below/9.37% below/7.24% below,28.35%/4.94%/10.06%,"0.0%, 34.93%",2.0 year/10.9 months/1.1 year,2027-02-03/2025-07-16/2025-11-09,6.98%,5.5%,1.48%,0.85,0.21,26.4485/24.9583/18.85/26.1058/21.508/20.5265/No Moving Avg Target,59.05/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level/31.61,100.0%/1/1.2 year (Across ALL Assets),No Data (Across ALL Assets)
