"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"IFT.NZ, Long, 2025-11-25 (Price: 11.78)",No Exit Yet,"-3.31%, 2 days","88.64%, Past 5 years, 44","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-27 (Price: 11.39), 3.31% below",2 days,Upmove Bounce Back,50% (Price: 11.435),0.39% below,"2025-06-11 (Price: 10.02), 2025-11-13 (Price: 12.85)",49.32%/1.62%/13.7%,"0.96%, 15.98%",2.4 years/14 days/6.7 months,2029-04-04/2025-12-15/2026-09-10,8.65%,17.61%,-8.96%,0.54,0.71,11.9862/13.3939/13.48/11.925/18.927/29.733/No Moving Avg Target,11.55/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.32,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"^NZ50, Long, 2025-11-25 (Price: 13572.0195)",No Exit Yet,"-1.03%, 2 days","100.0%, Past 5 years, 28","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-27 (Price: 13432.2002), 1.03% below",2 days,Upmove Bounce Back,23.66% (Price: 13255.3776),1.33% above,"2025-04-08 (Price: 11738.1201), 2025-11-12 (Price: 13725.6201)",18.32%/0.56%/6.7%,"-0.0%, 20.61%",3.2 years/1.7 month/1.1 year,2030-06-17/2026-02-08/2027-07-03,2.97%,2.07%,0.9%,0.73,-0.15,13717.2401/14481.3448/14764.52/No Horizontal Resistance/14773.8816/17170.3822/No Moving Avg Target,13296.05/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level/12810.59,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"IBKR, Long, 2025-11-25 (Price: 63.17)",No Exit Yet,"1.61%, 1 day","100.0%, Past 5 years, 32","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 64.19), 1.61% above",1 day,Upmove Bounce Back,23.66% (Price: 58.0979),10.49% above,"2024-08-05 (Price: 25.9225), 2025-08-12 (Price: 68.07)",177.45%/8.73%/59.16%,"-0.0%, 38.74%",2.3 years/26 days/6.9 months,2029-02-14/2026-01-01/2026-09-19,20.73%,41.24%,-20.51%,0.6,1.38,63.827/100.5414/88.46/No Horizontal Resistance/102.297/159.1852/No Moving Avg Target,61.05/13.0762/45.4088/31.9794/No F-Track Level/No F-Track Level/56.77,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"^DJI, Long, 2025-11-24 (Price: 46448.2695)",No Exit Yet,"2.11%, 2 days","94.12%, Past 5 years, 34","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-11-26 (Price: 47427.1211), 2.11% above",2 days,Upmove Bounce Back,23.66% (Price: 45635.0082),3.93% above,"2025-04-07 (Price: 36611.7812), 2025-11-12 (Price: 48431.5703)",26.02%/4.63%/16.06%,"4.65%, 21.94%",2.5 years/1.2 month/1.0 year,2029-06-10/2026-01-15/2027-05-05,6.0%,11.05%,-5.05%,0.67,0.55,47098.5453/53907.8616/53540.14/No Horizontal Resistance/54129.8938/83218.843/No Moving Avg Target,45752.26/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43933.0,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"XLY, Long, 2025-11-24 (Price: 228.51)",No Exit Yet,"2.84%, 2 days","96.55%, Past 5 years, 29","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-11-26 (Price: 235.0), 2.84% above",2 days,Upmove Bounce Back,23.66% (Price: 220.7881),6.44% above,"2023-10-26 (Price: 147.83), 2025-09-17 (Price: 243.4)",27.09%/0.83%/9.52%,"5.33%, 40.28%",2.7 years/15 days/10.1 months,2029-10-09/2025-12-15/2027-02-04,5.42%,9.59%,-4.18%,0.46,0.36,231.1836/250.2642/285.85/241.84/250.963/267.8313/No Moving Avg Target,221.16/133.55/172.2248/113.1365/No F-Track Level/No F-Track Level/219.19,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"DIA, Long, 2025-11-24 (Price: 464.44)",No Exit Yet,"2.13%, 2 days","94.44%, Past 5 years, 36","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-11-26 (Price: 474.35), 2.13% above",2 days,Upmove Bounce Back,23.66% (Price: 456.4623),3.92% above,"2025-04-07 (Price: 366.32), 2025-11-12 (Price: 484.4)",23.9%/4.34%/12.06%,"4.72%, 21.9%",2.5 years/1.2 month/10.3 months,2029-06-10/2026-01-15/2027-02-13,5.68%,11.05%,-5.37%,0.57,0.55,469.3631/520.4515/535.29/No Horizontal Resistance/538.1343/826.9871/No Moving Avg Target,458.1/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/439.5,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"SONY, Long, 2025-11-24 (Price: 29.01)",No Exit Yet,"0.24%, 2 days","89.47%, Past 5 years, 19","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-11-26 (Price: 29.08), 0.24% above",2 days,Upmove Bounce Back,38.2% (Price: 27.8341),4.48% above,"2025-07-16 (Price: 23.78), 2025-11-12 (Price: 30.34)",24.5%/7.06%/17.24%,"5.03%, 23.78%",6.1 months/2.1 months/3.2 months,2026-08-16/2026-02-23/2026-04-10,23.93%,9.83%,14.1%,0.54,0.36,29.7353/34.0113/32.95/No Horizontal Resistance/33.2191/35.3948/No Moving Avg Target,27.75/14.992/26.0795/24.8529/No F-Track Level/No F-Track Level/26.3,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"FBU.NZ, Long, 2025-11-24 (Price: 3.35)",No Exit Yet,"-2.09%, 3 days","90.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-11-27 (Price: 3.28), 2.09% below",3 days,Upmove Bounce Back,38.2% (Price: 3.312),0.97% below,"2025-06-26 (Price: 2.83), 2025-11-13 (Price: 3.61)",6.62%/4.44%/5.53%,"6.26%, 17.05%",8.1 months/3.1 months/5.6 months,2026-11-12/2026-04-07/2026-07-25,2.01%,-5.66%,7.67%,0.04,-0.17,3.3487/3.5353/3.82/7.985/12.7156/14.3053/No Moving Avg Target,3.13/2.82/3.1474/16.1988/No F-Track Level/No F-Track Level/3.19,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"EFA, Long, 2025-11-24 (Price: 92.73)",No Exit Yet,"2.31%, 2 days","100.0%, Past 5 years, 41","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-11-26 (Price: 94.87), 2.31% above",2 days,Upmove Bounce Back,23.66% (Price: 90.8838),4.39% above,"2025-04-07 (Price: 72.15), 2025-11-12 (Price: 96.69)",23.87%/1.34%/7.55%,"-0.0%, 32.38%",3.3 years/17 days/10.4 months,2030-08-12/2025-12-18/2027-02-18,4.05%,7.76%,-3.71%,0.56,0.3,92.3591/99.7311/107.45/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,91.24/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/88.55,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"EWJ, Long, 2025-11-24 (Price: 81.74)",No Exit Yet,"1.86%, 2 days","100.0%, Past 5 years, 24","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-11-26 (Price: 83.26), 1.86% above",2 days,Upmove Bounce Back,23.66% (Price: 78.696),5.8% above,"2025-04-07 (Price: 59.84), 2025-11-12 (Price: 84.54)",17.17%/1.99%/7.31%,"-0.0%, 15.99%",11 months/16 days/5.9 months,2027-03-16/2025-12-17/2026-08-07,7.99%,6.68%,1.32%,0.72,0.23,82.3857/87.7152/96.56/No Horizontal Resistance/83.4752/89.1379/No Moving Avg Target,79.49/53.915/68.8472/52.3436/No F-Track Level/No F-Track Level/75.17,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"GBPUSD=X, Long, 2025-11-23 (Price: 1.3085)",No Exit Yet,"0.96%, 3 days","100.0%, Past 20 years, 26","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2025-11-27 (Price: 1.3211), 0.96% above",3 days,Upmove Bounce Back,38.2% (Price: 1.3144),0.51% above,"2025-01-19 (Price: 1.2101), 2025-07-06 (Price: 1.3789)",11.31%/1.1%/4.86%,"-0.0%, 8.98%",2.1 years/5.6 months/1.3 year,2028-10-28/2026-07-25/2027-09-13,2.57%,-1.36%,3.93%,0.24,-0.57,1.3001/1.3721/1.41/1.4232/2.4421/3.2078/1.33,1.22/1.1912/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"GBPSGD=X, Long, 2025-11-23 (Price: 1.7105)",No Exit Yet,"0.24%, 3 days","100.0%, Past 20 years, 20","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2025-11-27 (Price: 1.7146), 0.24% above",3 days,Upmove Bounce Back,23.66% (Price: 1.7383),1.36% below,"2025-01-26 (Price: 1.6606), 2025-04-06 (Price: 1.7624)",5.2%/3.01%/3.87%,"-0.0%, 8.33%",2.2 years/9.1 months/1.5 year,2028-12-25/2026-12-24/2028-01-28,1.71%,-2.66%,4.37%,0.4,-0.87,1.7052/1.7767/1.77/1.8874/4.0285/5.5304/1.73,1.71/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"KXS.TO, Long, 2025-11-23 (Price: 176.3)",No Exit Yet,"0.2%, 3 days","82.35%, Past 11 years, 17","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2025-11-27 (Price: 176.66), 0.2% above",3 days,Upmove Bounce Back,50% (Price: 165.965),6.44% above,"2022-06-19 (Price: 119.48), 2025-08-03 (Price: 212.45)",156.2%/6.23%/51.99%,"14.59%, 37.82%",1.0 year/3.0 months/9.8 months,2027-05-18/2026-03-31/2027-01-24,15.07%,24.7%,-9.62%,0.27,0.8,180.2139/267.9584/232.08/209.885/227.7644/245.4058/182.94,169.84/126.33/176.1333/151.1683/No F-Track Level/No F-Track Level/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"BIPC.TO, Long, 2025-11-21 (Price: 62.44)",No Exit Yet,"2.71%, 3 days","95.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-11-21",Already confirmed,"2025-11-26 (Price: 64.13), 2.71% above",3 days,Upmove Bounce Back,23.66% (Price: 61.9528),3.51% above,"2025-04-09 (Price: 45.7), 2025-10-16 (Price: 66.99)",18.49%/5.22%/10.88%,"2.3%, 12.67%",3.7 months/13 days/1.7 month,2026-04-29/2025-12-09/2026-02-02,47.75%,4.17%,43.58%,0.53,0.14,62.6086/69.2335/75.21/66.672/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,61.84/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/56.3,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"TSM, Long, 2025-11-20 (Price: 277.5)",No Exit Yet,"4.49%, 4 days","100.0%, Past 5 years, 40","Daily, was CONFIRMED on 2025-11-20",Already confirmed,"2025-11-26 (Price: 289.96), 4.49% above",4 days,Upmove Bounce Back,23.66% (Price: 269.4634),7.61% above,"2025-04-07 (Price: 134.25), 2025-10-16 (Price: 311.37)",80.74%/3.58%/25.44%,"-0.0%, 57.14%",2.2 years/1 month/7.1 months,2029-01-08/2026-01-02/2026-09-23,11.13%,26.78%,-15.65%,0.69,0.86,280.608/348.096/383.77/No Horizontal Resistance/334.306/349.9895/No Moving Avg Target,227.33/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/225.73,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"FRW.NZ, Long, 2025-11-20 (Price: 13.84)",No Exit Yet,"-0.22%, 5 days","91.67%, Past 5 years, 24","Daily, was CONFIRMED on 2025-11-20",Already confirmed,"2025-11-27 (Price: 13.81), 0.22% below",5 days,Upmove Bounce Back,23.66% (Price: 13.6615),1.09% above,"2025-04-07 (Price: 9.73), 2025-10-31 (Price: 14.88)",26.84%/1.54%/11.53%,"4.41%, 43.52%",3.1 years/1.2 month/8.4 months,2030-04-02/2026-01-09/2026-11-21,8.14%,11.02%,-2.89%,0.53,0.42,14.2137/15.4358/16.93/No Horizontal Resistance/16.2179/21.849/No Moving Avg Target,13.67/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/11.72,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"BN.TO, Long, 2025-11-20 (Price: 61.6)",No Exit Yet,"6.2%, 4 days","93.18%, Past 1 years, 44","Daily, was CONFIRMED on 2025-11-20",Already confirmed,"2025-11-26 (Price: 65.42), 6.2% above",4 days,Upmove Bounce Back,23.66% (Price: 58.5318),11.77% above,"2023-10-31 (Price: 26.7133), 2025-09-23 (Price: 68.3933)",40.79%/1.8%/13.46%,"3.46%, 37.68%",2.0 year/15 days/6.1 months,2028-09-16/2025-12-11/2026-08-12,8.09%,22.75%,-14.66%,0.5,0.84,63.1893/69.8914/86.61/No Horizontal Resistance/69.5978/79.2394/No Moving Avg Target,60.2/26.2374/59.2857/53.7251/No F-Track Level/No F-Track Level/57.04,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"BYD.TO, Long, 2025-11-16 (Price: 217.11)",No Exit Yet,"8.63%, 11 days","97.06%, Past 20 years, 34","Weekly, was CONFIRMED on 2025-11-16",Already confirmed,"2025-11-27 (Price: 235.85), 8.63% above",11 days,Upmove Bounce Back,88.6% (Price: 205.401),14.82% above,"2024-10-06 (Price: 198.61), 2025-03-02 (Price: 258.18)",1975.56%/0.56%/388.21%,"1.41%, 39.64%",5.2 years/3.6 months/1.8 year,2033-03-31/2026-04-22/2028-06-17,16.37%,23.47%,-7.1%,0.29,0.79,223.9055/1059.9527/252.85/256.6133/367.2583/388.6839/No Moving Avg Target,209.51/188.685/147.1212/139.9966/No F-Track Level/No F-Track Level/216.2,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"GNE.NZ, Long, 2025-11-05 (Price: 2.53)",2025-11-20 (Price: 2.47),"-2.37%, 15 days","84.62%, Past 5 years, 13","Daily, was CONFIRMED on 2025-11-05",Already confirmed,"2025-11-27 (Price: 2.43), 3.95% below",22 days,Upmove Bounce Back,23.66% (Price: 2.4547),1.01% below,"2025-04-07 (Price: 2.115), 2025-10-15 (Price: 2.56)",6.64%/0.44%/3.91%,"7.43%, 9.96%",4.8 months/1.2 month/2.6 months,2026-06-03/2025-12-27/2026-02-24,1.92%,-3.81%,5.72%,0.03,-0.29,2.548/2.6289/2.8/3.575/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,2.33/2.0733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/2.33,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"BRK-B, Long, 2025-10-31 (Price: 477.54)",No Exit Yet,"7.05%, 27 days","92.31%, Past 29 years, 26","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-27 (Price: 511.23), 7.05% above",27 days,Upmove Bounce Back,23.66% (Price: 451.5539),13.22% above,"2020-03-31 (Price: 159.5), 2025-05-31 (Price: 542.07)",204.24%/9.94%/55.24%,"11.32%, 45.86%",8.7 years/7.9 months/2.4 years,2038-03-31/2026-10-10/2029-04-17,5.06%,11.04%,-5.98%,0.48,0.46,510.2992/741.3331/707.08/488.245/630.85/709.9376/497.38,267.02/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"-1.72%, 27 days","90.0%, Past 30 years, 30","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-27 (Price: 1040.97), 1.72% below",27 days,Upmove Bounce Back,38.2% (Price: 692.3064),50.36% above,"2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",569.94%/9.57%/122.25%,"6.56%, 50.14%",6.2 years/5.8 months/1.6 year,2034-09-18/2026-07-08/2028-02-28,10.68%,20.11%,-9.43%,0.34,0.62,1116.6403/2354.1387/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No Moving Avg Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/802.28,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"SJ.TO, Long, 2025-10-31 (Price: 79.61)",No Exit Yet,"9.18%, 27 days","100.0%, Past 31 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-27 (Price: 86.92), 9.18% above",27 days,Upmove Bounce Back,23.66% (Price: 74.8871),16.07% above,"1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",7355.0%/9.52%/1157.17%,"-0.0%, 70.23%",10.3 years/5.1 months/3.5 years,2040-07-27/2026-06-09/2030-10-03,13.79%,17.66%,-3.88%,0.26,0.62,88.7492/1000.833/138.22/84.3925/95.0177/123.2166/No Moving Avg Target,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/75.55,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"CNQ.TO, Long, 2025-10-23 (Price: 43.68)",2025-11-25 (Price: 46.84),"7.23%, 1.1 month","100.0%, Past 5 years, 38","Daily, was CONFIRMED on 2025-10-23",Already confirmed,"2025-11-26 (Price: 46.8), 7.14% above",1.1 month,Upmove Bounce Back,78.6% (Price: 41.8591),11.8% above,"2025-08-19 (Price: 40.62), 2025-10-09 (Price: 46.41)",101.9%/7.41%/37.34%,"-0.0%, 18.38%",11.9 months/24 days/5.8 months,2027-03-25/2025-11-26/2026-06-30,29.0%,31.99%,-2.99%,0.39,1.09,44.2959/59.9901/47.15/51.51/65.8353/68.6522/No Moving Avg Target,41.91/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/43.01,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"BYD.TO, Long, 2025-10-21 (Price: 212.17)",2025-11-26 (Price: 235.85) (Today),"11.16%, 1.2 month","97.14%, Past 5 years, 35","Daily, was CONFIRMED on 2025-10-21",Already confirmed,"2025-11-26 (Price: 235.85), 11.16% above",1.2 month,Upmove Bounce Back,50% (Price: 213.83),10.3% above,"2025-08-08 (Price: 186.1), 2025-09-29 (Price: 241.56)",33.99%/3.04%/14.2%,"0.61%, 12.07%",4.6 months/12 days/2.5 months,2026-05-07/2025-11-07/2026-02-06,29.12%,2.66%,26.46%,0.58,0.08,215.9042/242.2981/245.45/256.6133/367.2583/388.6839/216.2,209.51/196.0/147.1212/139.9966/No F-Track Level/No F-Track Level/No Moving Avg Support,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"BTI, Long, 2025-10-08 (Price: 51.6)",2025-11-26 (Price: 57.81) (Today),"12.03%, 1.6 month","100.0%, Past 5 years, 26","Daily, was CONFIRMED on 2025-10-08",Already confirmed,"2025-11-26 (Price: 57.81), 12.03% above",1.6 month,Upmove Bounce Back,38.2% (Price: 49.9425),15.75% above,"2025-01-13 (Price: 34.82), 2025-08-21 (Price: 59.29)",39.14%/0.1%/9.65%,"-0.0%, 37.23%",2.4 years/11 days/10.7 months,2029-03-16/2025-10-23/2027-01-17,5.64%,8.81%,-3.17%,0.41,0.33,53.0603/56.5794/66.28/No Horizontal Resistance/82.226/92.0468/No Moving Avg Target,51.18/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level/48.58,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"SOXX, Long, 2025-06-30 (Price: 238.7)",2025-10-31 (Price: 306.55),"28.42%, 4.1 months","100.0%, Past 24 years, 20","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-27 (Price: 291.39), 22.07% above",5 months,Upmove Bounce Back,50% (Price: 145.7634),99.91% above,"2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",232.86%/6.72%/83.33%,"-0.0%, 59.88%",7.9 years/8.0 months/2.7 years,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342/No Moving Avg Target,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level/235.51,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"GBPSGD=X, Long, 2025-03-31 (Price: 1.7372)",2025-10-31 (Price: 1.7102),"-1.55%, 7.1 months","75.0%, Past 55 years, 8","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-27 (Price: 1.7146), 1.3% below",8.0 months,Upmove Bounce Back,23.66% (Price: 1.6865),1.67% above,"2022-09-30 (Price: 1.4895), 2024-07-31 (Price: 1.7475)",5.36%/5.36%/5.36%,"4.45%, 10.09%",2.2 years/2.2 years/2.2 years,2028-05-06/2028-05-06/2028-05-06,-0.14%,-2.54%,2.41%,-0.04,-0.98,1.6974/1.8303/1.89/1.879/4.0285/5.5304/No Moving Avg Target,1.68/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.73,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"^BVSP, Long, 2025-03-31 (Price: 130260.0)",2025-11-27 (Price: 158555.0) (Today),"21.72%, 8.0 months","93.33%, Past 57 years, 30","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-27 (Price: 158555.0), 21.72% above",8.0 months,Upmove Bounce Back,50% (Price: 116368.0),36.25% above,"2022-07-31 (Price: 95267.0), 2024-08-31 (Price: 137469.0)",195.55%/4.94%/55.92%,"17.81%, 51.61%",9.2 years/3.6 months/3.0 years,2038-06-08/2025-09-04/2029-07-26,3.98%,30.03%,-26.05%,0.44,0.88,141319.074/203101.392/155581.2/134350.3333/173653.968/192289.6/137842.12,120283.0/95217.0/121313.6/110617.73/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"EWJ, Long, 2025-03-31 (Price: 68.56)",2025-10-31 (Price: 83.45),"21.72%, 7.1 months","92.86%, Past 29 years, 28","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-27 (Price: 83.26), 21.44% above",8.0 months,Upmove Bounce Back,38.2% (Price: 63.4608),31.2% above,"2022-10-31 (Price: 47.64), 2024-09-30 (Price: 73.24)",34.52%/2.11%/14.26%,"13.86%, 50.07%",11.1 years/5.8 months/2.3 years,2041-02-10/2025-12-06/2028-06-17,2.48%,0.95%,1.53%,0.36,-0.11,70.7471/78.3367/83.92/73.68/83.4752/89.1379/75.17,67.1/53.98/52.3436/42.1436/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"RHHBY, Long, 2024-12-31 (Price: 34.88)",2025-11-27 (Price: 48.47) (Today),"38.96%, 11.0 months","100.0%, Past 24 years, 9","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-27 (Price: 48.47), 38.96% above",11.0 months,Upmove Bounce Back,88.6% (Price: 29.4418),64.63% above,"2018-06-30 (Price: 26.3), 2022-06-30 (Price: 53.86)",15.79%/12.77%/14.28%,"-0.0%, 30.62%",4.7 years/4.2 years/4.4 years,2031-09-21/2030-12-12/2031-05-02,2.03%,6.19%,-4.16%,0.46,0.19,34.1824/39.8609/51.42/52.46/58.6089/65.2057/41.32,31.92/34.87/31.0544/130.7472/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
"IWM, Long, 2023-06-30 (Price: 187.27)",2025-11-27 (Price: 247.3) (Today),"32.06%, 2.4 years","100.0%, Past 25 years, 8","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-27 (Price: 247.3), 32.06% above",2.4 years,Upmove Bounce Back,38.2% (Price: 164.1636),50.64% above,"2009-03-31 (Price: 34.26), 2021-12-31 (Price: 244.46)",56.32%/25.19%/40.76%,"-0.0%, 20.56%",2.0 year/2.0 year/2.0 year,2026-05-02/2026-04-30/2026-04-30,11.21%,6.21%,5.0%,0.5,0.2,180.9028/263.6013/313.39/232.67/348.4025/539.5308/220.34,164.92/144.954/157.2742/112.1542/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
"META, Short, 2025-11-27 (Price: 633.61)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-07",No Cancellation Possible,"2025-11-27 (Price: 633.61), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 628.6993),0.78% above,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/11.97%,"-0.0%, 32.63%",2.2 months/20 days/1.2 month,2026-03-01/2025-12-25/2026-01-19,94.49%,5.3%,89.19%,0.68,0.8,566.3206/557.7669/208.71/280.19/627.6205/591.2141/No Moving Avg Target,773.44/280.19/627.6205/591.2141/628.6993/525.7329/673.44,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
