"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-12 (Price: 80.57) (Today),"-0.1%, 5 days","80.0%, Past 18 years, 5","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-12 (Price: 80.57), 0.1% below",5 days,Upmove Bounce Back,38.2% (Price: 76.5615),5.24% above,"2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",2.15%/2.15%/2.15%,"3.95%, 5.88%",1 day/1 day/1 day,2027-12-03/2027-12-03/2027-12-03,3.9%,-0.99%,4.89%,-0.17,-0.53,79.4967/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/79.88,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"NA.TO, Long, 2025-06-30 (Price: 140.52)",2025-11-30 (Price: 168.95),"20.23%, 5 days","92.86%, Past 42 years, 14","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-12 (Price: 172.62), 22.84% above",5 days,Upmove Bounce Back,23.66% (Price: 108.7595),58.72% above,"1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",29.1%/8.19%/21.58%,"3.99%, 52.46%",4 days/4 days/1 day,2032-01-22/2025-12-20/2027-08-21,8.81%,8.57%,0.24%,1.75,0.52,154.9795/170.8442/222.66/No Horizontal Resistance/188.6608/207.1743/No EMA 200 Target,118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/140.38,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"RY.TO, Long, 2025-06-30 (Price: 179.47)",2025-11-30 (Price: 216.14),"20.43%, 5 days","94.44%, Past 48 years, 18","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-12 (Price: 228.29), 27.2% above",5 days,Upmove Bounce Back,38.2% (Price: 152.7435),49.46% above,"2023-10-31 (Price: 107.92), 2024-12-31 (Price: 180.45)",25.48%/3.95%/19.36%,"8.99%, 47.82%",3 days/6 days/1 day,2030-08-20/2026-03-17/2027-12-03,8.56%,8.11%,0.45%,1.79,0.51,201.132/214.2154/222.99/No Horizontal Resistance/221.431/339.4883/185.8,162.1/108.18/148.4673/103.3737/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"^BVSP, Long, 2025-03-31 (Price: 130260.0)",2025-11-30 (Price: 159072.0),"22.12%, 8 days","81.82%, Past 57 years, 11","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-12-12 (Price: 160766.375), 23.42% above",8 days,Upmove Bounce Back,50% (Price: 116368.0),38.15% above,"2022-07-31 (Price: 95267.0), 2024-08-31 (Price: 137469.0)",27.02%/4.94%/21.13%,"17.81%, 34.07%",4 days/4 days/1 day,2032-02-05/2025-09-20/2027-12-16,5.99%,20.73%,-14.74%,0.68,0.88,155608.596/157783.938/155581.2/134350.3333/173653.968/192289.6/139823.54,120283.0/95217.0/121313.6/110617.73/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"^DJI, Long, 2025-02-02 (Price: 44544.6602)",2025-12-07 (Price: 47954.9883),"7.66%, 10 days","100.0%, Past 20 years, 19","Weekly, was CONFIRMED on 2025-02-02",Already confirmed,"2025-12-12 (Price: 48458.0508), 8.79% above",10 days,Upmove Bounce Back,23.66% (Price: 42057.8236),15.22% above,"2023-10-29 (Price: 32327.1992), 2024-12-08 (Price: 45073.6289)",16.56%/0.85%/14.38%,"0%, 50.73%",5 days/4 days/1 day,2032-12-09/2025-07-25/2026-12-11,9.45%,5.31%,4.14%,3.66,0.28,48063.6884/50950.1823/52192.52/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,41938.45/29171.1927/36151.8794/25040.9446/No F-Track Level/No F-Track Level/44145.59,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
"NFLX, Short, 2025-12-12 (Price: 95.19)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2025-12-12",No Cancellation Possible,"2025-12-12 (Price: 95.19), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 106.2331),10.4% below,"2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",53.32%/10.52%/29.48%,"0.0%, 53.32%",3 days/3 days/3 days,2026-04-25/2026-04-21/2026-04-21,11.77%,5.5%,6.27%,1.3,0.88,186.9341/67.128/24.48/34.8663/77.3488/70.5306/No EMA 200 Target,No support/34.8663/77.3488/70.5306/89.0986/75.193/No support,75.0%/4/0 days (Across ALL Assets),57.14%/14/0 days (Across ALL Assets)
"SFTBY, Short, 2025-12-12 (Price: 54.95)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-12-12 (Price: 54.95), 0.0% below",0 days,Upmove Break Below,50.0% (Price: 53.39),2.92% above,"2022-06-30 (Price: 16.78), 2025-12-12 (Price: 90.0)",18.34%/16.72%/17.41%,"0.0%, 18.34%",3 days/3 days/3 days,2026-04-25/2026-04-25/2026-04-25,12.53%,5.4%,7.13%,1.47,0.38,49.3726/45.3832/11.02/16.82/48.0625/43.9946/44.45,No support/16.82/48.0625/43.9946/53.39/44.75/No EMA 200 Support,75.0%/4/0 days (Across ALL Assets),57.14%/14/0 days (Across ALL Assets)
"KWEB, Short, 2025-12-12 (Price: 36.89)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-12-02",No Cancellation Possible,"2025-12-12 (Price: 36.89), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 38.4709),4.11% below,"2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3 days/1 day/1 day,2026-04-25/2026-01-24/2026-02-19,5.83%,5.4%,0.43%,0.25,0.12,33.7765/34.2597/24.48/24.5062/No F-Stack Support/No F-Stack Support/36.42,No support/24.5062/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
"C6L.SI, Short, 2025-12-12 (Price: 6.33)",No Exit Yet,"-0.0%, 0 days","92.86%, Past 40 years, 14","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 7.63 prior to 2025-12-31,"2025-12-12 (Price: 6.33), 0.0% below",0 days,Upmove Break Below,78.6% (Price: 7.5813),16.51% below,"2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",13.97%/3.18%/6.42%,"3.38%, 13.97%",3 days/1 day/1 day,2026-04-25/2026-01-24/2026-02-23,8.07%,5.5%,2.57%,1.46,-0.19,5.9046/5.9236/6.31/4.7975/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/4.7975/No F-Stack Support/No F-Stack Support/No support/No support/No support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
"META, Short, 2025-11-30 (Price: 647.95)",No Exit Yet,"0.57%, 12 days","100.0%, Past 13 years, 4","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 644.23), 0.57% below",12 days,Upmove Break Below,23.66% (Price: 628.6993),2.47% above,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/14.4%,"0.0%, 32.63%",3 days/28 days/1 day,2026-04-13/2026-01-09/2026-02-11,10.6%,5.4%,5.2%,0.76,0.8,559.6344/554.6452/223.05/280.19/556.264/2054.9119/No EMA 200 Target,No support/280.19/556.264/No support/No F-Track Level/No F-Track Level/No support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
"KWEB, Short, 2025-11-30 (Price: 37.57)",No Exit Yet,"1.81%, 12 days","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 36.89), 1.81% below",12 days,Upmove Break Below,23.66% (Price: 37.1791),0.78% below,"2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3 days/1 day/1 day,2026-04-13/2026-01-12/2026-02-07,5.83%,5.4%,0.43%,0.25,0.12,34.3991/34.8913/21.88/24.5062/No F-Stack Support/No F-Stack Support/36.42,No support/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-30 (Price: 2992.1125),"22.22%, 1 day","100.0%, Past 10 years, 4","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-12-12 (Price: 3083.262), 19.85% below",1 day,Upmove Break Below,23.66% (Price: 3801.2773),18.89% below,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/17.04%,"0%, 32.85%",2 days/1 day/1 day,2026-01-25/2025-12-13/2025-12-22,59.0%,5.2%,53.8%,1.33,1.37,3791.6823/3191.5378/924.54/1370.4997/3454.2267/2637.9184/3557.02,No support/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level/No EMA 200 Support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
