Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-11-28 (Price: 153.47)",No Exit Yet,"-1.8%, 3 days","93.33%, Past 4 years, 30","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 150.7), 1.8% below",3 days,No Information,No Information,No Information,No Information,No Information,0.85% above/1.8% below/1.8% below,16.03%/1.23%/5.13%,"19.7%, 28.41%",3.1 months/4 days/17 days,2026-04-13/2025-12-03/2025-12-22,31.81%,24.47%,7.34%,0.41,0.82,159.2251/161.343/155.78/No Horizontal Resistance/180.0371/199.4231/No Moving Avg Target,139.91/52.782/146.152/133.3839/No F-Track Level/No F-Track Level/125.98,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"DBC, Long, 2025-11-28 (Price: 23.06)",No Exit Yet,"0.3%, 3 days","85.71%, Past 4 years, 21","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 23.13), 0.3% above",3 days,No Information,No Information,No Information,No Information,No Information,1.63% above/0.3% above/0.3% above,5.33%/1.09%/2.64%,"7.94%, 13.15%",2.4 months/4 days/19 days,2026-03-10/2025-12-03/2025-12-25,11.28%,6.28%,5.0%,0.33,0.21,23.4889/23.6688/23.61/28.58/61.3269/86.3141/No Moving Avg Target,22.52/19.55/22.4363/93.8694/No F-Track Level/No F-Track Level/22.08,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"TD, Long, 2025-11-28 (Price: 83.93)",No Exit Yet,"0.52%, 3 days","82.35%, Past 4 years, 34","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 84.37), 0.52% above",3 days,No Information,No Information,No Information,No Information,No Information,1.11% above/0.52% above/0.52% above,8.23%/0.22%/2.92%,"19.84%, 40.97%",2.4 months/4 days/11 days,2026-03-10/2025-12-03/2025-12-13,2.49%,5.91%,-3.43%,0.02,0.2,86.9179/86.3808/86.32/No Horizontal Resistance/91.6167/97.2953/No Moving Avg Target,81.32/54.526/74.6074/62.3451/No F-Track Level/No F-Track Level/70.82,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"WPM, Long, 2025-11-28 (Price: 110.05)",No Exit Yet,"-1.88%, 3 days","97.22%, Past 4 years, 36","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 107.98), 1.88% below",3 days,No Information,No Information,No Information,No Information,No Information,1.14% above/1.88% below/1.88% below,15.63%/0.69%/6.07%,"14.18%, 36.59%",5.4 months/4 days/28 days,2026-07-20/2025-12-03/2026-01-07,37.84%,23.17%,14.67%,1.01,0.77,115.1783/116.73/111.75/No Horizontal Resistance/132.4733/148.0295/No Moving Avg Target,99.27/38.3375/99.8674/92.8869/No F-Track Level/No F-Track Level/90.49,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-28 (Price: 168.95)",No Exit Yet,"-0.33%, 3 days","93.1%, Past 4 years, 29","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 168.4), 0.33% below",3 days,No Information,No Information,No Information,No Information,No Information,0.33% below/0.33% below/0.33% below,4.34%/1.0%/2.44%,"4.62%, 23.98%",2.1 months/4 days/17 days,2026-02-28/2025-12-03/2025-12-22,18.74%,14.44%,4.3%,1.0,0.56,173.2751/173.0724/196.84/No Horizontal Resistance/188.6608/207.1743/No Moving Avg Target,147.83/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"NVDA, Long, 2025-11-28 (Price: 177.0)",No Exit Yet,"1.46%, 3 days","95.92%, Past 5 years, 49","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 179.59), 1.46% above",3 days,No Information,No Information,No Information,"88.6% (Price: 169.5557), 5.92% above, Upmove Bounce Back","2025-09-05 (Price: 164.07), 2025-10-29 (Price: 212.19)",No Information,252.44%/5.31%/85.14%,"4.7%, 66.36%",1.8 year/12 days/4.4 months,2028-06-27/2025-12-15/2026-06-07,36.06%,69.24%,-33.18%,0.44,1.76,182.7348/327.6978/205.87/No Horizontal Resistance/239.8943/283.6698/No Moving Avg Target,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/154.31,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Long, 2025-11-28 (Price: 53.81)",No Exit Yet,"2.1%, 3 days","96.55%, Past 5 years, 29","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 54.94), 2.1% above",3 days,No Information,No Information,No Information,"61.8% (Price: 46.6535), 17.76% above, Upmove Bounce Back","2025-04-07 (Price: 19.86), 2025-10-29 (Price: 90.0)",No Information,163.68%/8.12%/48.76%,"1.65%, 38.56%",11.3 months/13 days/5.4 months,2027-04-04/2025-12-16/2026-07-19,29.01%,21.88%,7.12%,0.45,0.69,55.5319/80.0478/95.89/No Horizontal Resistance/95.4524/115.3755/No Moving Avg Target,50.04/16.82/48.3837/40.3224/No F-Track Level/No F-Track Level/43.44,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-11-28 (Price: 492.01)",No Exit Yet,"-2.9%, 3 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 477.73), 2.9% below",3 days,No Information,No Information,No Information,"23.66% (Price: 475.9287), 0.38% above, Upmove Bounce Back","2023-01-06 (Price: 219.35), 2025-07-31 (Price: 555.45)",No Information,34.35%/1.23%/14.24%,"-0.0%, 37.56%",1.3 year/1.5 month/5.6 months,2027-10-19/2026-02-02/2026-07-30,14.25%,18.64%,-4.39%,0.5,0.73,498.7505/562.0722/693.67/No Horizontal Resistance/553.3726/615.9924/No Moving Avg Target,472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/469.13,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"DBC, Long, 2025-11-28 (Price: 23.06)",No Exit Yet,"0.3%, 3 days","100.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 23.13), 0.3% above",3 days,No Information,No Information,No Information,"23.66% (Price: 22.9107), 0.96% above, Upmove Bounce Back","2025-08-19 (Price: 21.59), 2025-11-11 (Price: 23.32)",No Information,29.66%/0.04%/14.35%,"-0.0%, 9.05%",2 months/22 days/1.5 month,2026-02-22/2025-12-29/2026-02-02,93.76%,11.54%,82.22%,0.27,0.5,23.1499/26.3691/24.1/28.58/61.3269/86.3141/No Moving Avg Target,22.52/19.55/22.4363/93.8694/No F-Track Level/No F-Track Level/22.09,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"BPCL.NS, Long, 2025-11-27 (Price: 364.7)",No Exit Yet,"-1.73%, 4 days","87.88%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-27",Already confirmed,"2025-12-03 (Price: 358.4), 1.73% below",4 days,No Information,No Information,No Information,"38.2% (Price: 352.9955), 1.53% above, Upmove Bounce Back","2025-09-01 (Price: 306.8), 2025-11-17 (Price: 381.55)",No Information,90.37%/10.81%/54.83%,"11.24%, 36.83%",2.2 years/2.0 month/1.1 year,2029-01-15/2026-02-20/2027-06-04,12.84%,15.69%,-2.85%,0.47,0.59,364.4447/564.665/409.55/No Horizontal Resistance/372.4081/393.108/No Moving Avg Target,355.85/145.35/353.1485/295.7614/No F-Track Level/No F-Track Level/317.7,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
OSCILLATOR DELTA,"MSFT, Long, 2025-11-26 (Price: 485.5)",No Exit Yet,"-1.6%, 5 days","81.48%, Past 6 years, 27","Daily, is Confirmed on 2025-11-26",No Cancellation Possible,"2025-12-03 (Price: 477.73), 1.6% below",5 days,No Information,No Information,No Information,No Information,No Information,No Information,13.91%/5.23%/6.93%,"11.85%, 17.4%",25 days/2 days/11 days,2026-01-01/2025-11-28/2025-12-11,5.61%,23.16%,-17.54%,0.03,0.84,502.7353/519.1451/553.47/No Horizontal Resistance/553.3726/615.9924/No Moving Avg Target,No Recent Minima/216.39/386.873/350.287/No F-Track Level/No F-Track Level/469.13,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"USO, Long, 2025-11-26 (Price: 70.04)",No Exit Yet,"0.89%, 5 days","73.33%, Past 6 years, 30","Daily, is Confirmed on 2025-11-26",No Cancellation Possible,"2025-12-03 (Price: 70.66), 0.89% above",5 days,No Information,No Information,No Information,No Information,No Information,No Information,11.89%/5.03%/6.85%,"17.05%, 17.88%",1.3 month/7 days/18 days,2026-01-21/2025-12-06/2025-12-22,-34.01%,-4.37%,-29.63%,-0.21,0.0,73.1918/74.8377/73.54/83.49/No Next Fib Ext/No Next Fib Ext/72.36,No Recent Minima/44.03/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"IBKR, Long, 2025-11-26 (Price: 64.19)",No Exit Yet,"1.2%, 5 days","83.33%, Past 6 years, 30","Daily, is Confirmed on 2025-11-26",No Cancellation Possible,"2025-12-03 (Price: 64.96), 1.2% above",5 days,No Information,No Information,No Information,No Information,No Information,No Information,14.05%/5.19%/7.6%,"11.21%, 13.86%",1.2 month/2 days/14 days,2026-01-18/2025-11-28/2025-12-16,30.69%,34.23%,-3.54%,0.22,1.11,67.4637/69.0684/67.4/No Horizontal Resistance/102.297/159.1852/No Moving Avg Target,No Recent Minima/13.0762/45.4088/31.9794/No F-Track Level/No F-Track Level/56.88,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-11-26 (Price: 81.55)",No Exit Yet,"-0.6%, 5 days","86.21%, Past 4 years, 29","Daily, is CONFIRMED on 2025-11-26",Already confirmed,"2025-12-03 (Price: 81.06), 0.6% below",5 days,No Information,No Information,No Information,No Information,No Information,4.19% above/0.6% below/0.6% below,12.3%/0.8%/6.64%,"18.96%, 38.81%",2.7 months/4 days/20 days,2026-03-21/2025-12-01/2025-12-24,21.23%,17.39%,3.84%,0.25,0.58,84.5266/86.9649/84.3/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,72.97/25.645/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/57.17,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"IWM, Long, 2025-11-26 (Price: 247.3)",No Exit Yet,"0.94%, 5 days","92.59%, Past 4 years, 27","Daily, is CONFIRMED on 2025-11-26",Already confirmed,"2025-12-03 (Price: 249.63), 0.94% above",5 days,No Information,No Information,No Information,No Information,No Information,1.84% above/0.94% above/0.94% above,5.6%/1.96%/3.61%,"7.05%, 22.58%",3.6 months/4 days/29 days,2026-05-02/2025-12-01/2026-01-07,32.42%,7.38%,25.04%,0.87,0.26,251.7761/256.2275/249.18/No Horizontal Resistance/348.4025/539.5308/No Moving Avg Target,229.11/162.3167/230.2783/157.2742/No F-Track Level/No F-Track Level/220.34,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"FSF.NZ, Long, 2025-11-26 (Price: 7.7)",No Exit Yet,"1.56%, 5 days","100.0%, Past 5 years, 26","Daily, was CONFIRMED on 2025-11-26",Already confirmed,"2025-12-03 (Price: 7.82), 1.56% above",5 days,No Information,No Information,No Information,"23.66% (Price: 7.5388), 3.73% above, Upmove Bounce Back","2025-01-15 (Price: 4.76), 2025-10-14 (Price: 8.4)",No Information,77.7%/0.21%/30.68%,"-0.0%, 31.25%",2.5 years/4 days/9 months,2029-06-27/2025-12-01/2026-12-22,12.36%,12.69%,-0.32%,0.72,0.48,7.9988/10.0624/9.88/No Horizontal Resistance/8.4284/9.7443/No Moving Avg Target,7.2/2.942/6.3611/37.689/No F-Track Level/No F-Track Level/6.73,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
DELTADRIFT,"UBER, Long, 2025-11-26 (Price: 85.66)",2025-12-03 (Price: 90.68) (Today),"5.86%, 5 days","100.0%, Past 4 years, 6","Daily, was CONFIRMED on 2025-11-26",Already confirmed,"2025-12-03 (Price: 90.68), 5.86% above",5 days,No Information,No Information,No Information,No Information,No Information,No Information,10.1%/3.32%/6.46%,"0%, 11.17%",1.2 month/2 days/12 days,2026-01-17/2025-11-28/2025-12-13,17.83%,20.37%,-2.54%,2.75,0.65,93.5664/91.1936/92.38/No Horizontal Resistance/99.1711/103.8185/87.14,83.36/34.6025/84.8096/75.9736/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2025-11-26 (Price: 485.5)",No Exit Yet,"-1.6%, 5 days","70.0%, Past 4 years, 10","Daily, was CONFIRMED on 2025-11-26",Already confirmed,"2025-12-03 (Price: 477.73), 1.6% below",5 days,No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.68%,"8.2%, 14.53%",1.7 month/1 day/10 days,2026-02-07/2025-11-27/2025-12-10,5.17%,11.14%,-5.97%,0.07,0.41,512.7365/503.3664/508.05/No Horizontal Resistance/553.3726/615.9924/No Moving Avg Target,472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/469.13,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
DELTADRIFT,"FSF.NZ, Long, 2025-11-26 (Price: 7.7)",2025-12-02 (Price: 7.821),"1.57%, 4 days","100.0%, Past 4 years, 9","Daily, was CONFIRMED on 2025-11-26",Already confirmed,"2025-12-03 (Price: 7.82), 1.56% above",5 days,No Information,No Information,No Information,No Information,No Information,No Information,6.77%/1.46%/3.63%,"0%, 5.4%",19 days/2 days/11 days,2025-12-23/2025-11-28/2025-12-11,15.05%,19.63%,-4.58%,2.34,0.75,8.4384/7.9795/8.21/No Horizontal Resistance/8.4284/9.7443/No Moving Avg Target,7.2/2.942/6.3611/37.689/No F-Track Level/No F-Track Level/6.73,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-11-26 (Price: 188.16)",No Exit Yet,"-0.37%, 5 days","87.5%, Past 5 years, 8","Daily, was CONFIRMED on 2025-11-26",Already confirmed,"2025-12-03 (Price: 187.47), 0.37% below",5 days,"-3.35, 100.0",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/7.07%,"6.87%, 12.05%",1.7 month/1.3 month/1.5 month,2026-02-06/2026-01-20/2026-01-28,8.31%,9.6%,-1.29%,0.39,0.37,190.5496/201.4629/293.2329/240.8933/293.2329/455.2123/243.68,185.77/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No Moving Avg Support,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
FRACTAL TRACK,"LYFT, Long, 2025-11-25 (Price: 19.63)",2025-12-02 (Price: 22.24),"13.3%, 5 days","96.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-12-03 (Price: 22.33), 13.75% above",8 days,No Information,No Information,No Information,"38.2% (Price: 18.7824), 18.89% above, Upmove Bounce Back","2023-05-24 (Price: 7.85), 2025-11-12 (Price: 25.54)",No Information,52.96%/0.97%/21.59%,"5.88%, 53.48%",1.1 year/27 days/6.3 months,2027-06-18/2026-01-03/2026-08-27,19.21%,-6.72%,25.93%,0.41,0.2,19.5181/23.8681/30.24/57.19/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,19.42/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/16.21,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"RY.TO, Long, 2025-11-24 (Price: 211.39)",2025-11-28 (Price: 216.14),"2.25%, 4 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2025-11-24",Already confirmed,"2025-12-03 (Price: 218.64), 3.43% above",9 days,No Information,No Information,No Information,No Information,No Information,3.43% above/3.43% above/3.43% above,4.14%/0.14%/1.98%,"3.64%, 22.27%",3.6 months/4 days/18 days,2026-04-30/2025-11-29/2025-12-20,15.71%,11.08%,4.63%,1.07,0.45,215.0893/215.5755/215.56/No Horizontal Resistance/221.431/339.4883/No Moving Avg Target,204.01/118.8425/148.4673/103.3737/No F-Track Level/No F-Track Level/182.18,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"PLTR, Long, 2025-11-24 (Price: 162.25)",2025-12-03 (Price: 176.08) (Today),"8.52%, 9 days","85.71%, Past 4 years, 7","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-12-03 (Price: 176.08), 8.52% above",9 days,No Information,No Information,No Information,No Information,No Information,No Information,19.0%/3.53%/11.32%,"14.06%, 15.26%",17 days/1 day/5 days,2025-12-18/2025-11-25/2025-12-01,20.7%,64.21%,-43.51%,0.68,1.53,206.4469/180.6167/193.53/No Horizontal Resistance/232.7649/248.6965/No Moving Avg Target,154.85/7.205/156.1054/148.2704/No F-Track Level/No F-Track Level/141.36,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
DELTADRIFT,"COIN, Long, 2025-11-24 (Price: 255.97)",2025-12-03 (Price: 276.92) (Today),"8.18%, 9 days","85.71%, Past 4 years, 7","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-12-03 (Price: 276.92), 8.18% above",9 days,No Information,No Information,No Information,No Information,No Information,No Information,19.07%/7.08%/10.13%,"27.31%, 39.8%",1.9 month/1 day/15 days,2026-02-16/2025-11-25/2025-12-15,11.79%,-0.05%,11.84%,0.3,0.5,263.1628/281.8998/272.53/289.6467/466.299/494.3788/281.84,238.16/86.505/234.936/157.903/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2025-11-21 (Price: 36.56)",2025-11-28 (Price: 37.84),"3.5%, 5 days","88.24%, Past 4 years, 34","Daily, is CONFIRMED on 2025-11-21",Already confirmed,"2025-12-03 (Price: 37.64), 2.95% above",12 days,No Information,No Information,No Information,No Information,No Information,7.67% above/2.95% above/2.95% above,10.03%/0.53%/3.45%,"1.08%, 22.19%",3.7 months/4 days/1.0 month,2026-04-29/2025-11-26/2026-01-04,28.2%,-6.94%,35.14%,1.34,-0.03,37.4667/37.8213/39.02/72.5033/No Next Fib Ext/No Next Fib Ext/40.28,33.34/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2025-11-18 (Price: 401.25)",2025-12-03 (Price: 446.74) (Today),"11.34%, 15 days","100.0%, Past 5 years, 34","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-12-03 (Price: 446.74), 11.34% above",15 days,No Information,No Information,No Information,"38.2% (Price: 374.8188), 19.19% above, Upmove Bounce Back","2025-04-07 (Price: 214.25), 2025-11-03 (Price: 474.07)",No Information,69.86%/7.58%/26.58%,"-0.0%, 65.02%",1.6 year/25 days/6.6 months,2028-02-21/2025-12-24/2026-09-02,21.17%,25.99%,-4.83%,0.4,0.79,411.6424/507.9023/557.14/408.5817/490.132/554.3681/No Moving Avg Target,320.11/181.0784/330.0827/262.8246/No F-Track Level/No F-Track Level/341.62,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"XLV, Long, 2025-11-12 (Price: 152.82)",2025-11-28 (Price: 157.65),"3.16%, 16 days","90.91%, Past 4 years, 33","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-12-03 (Price: 155.08), 1.48% above",21 days,No Information,No Information,No Information,No Information,No Information,2.92% above/1.48% above/1.48% above,3.35%/0.29%/1.59%,"7.54%, 13.97%",3 months/4 days/26 days,2026-03-22/2025-11-17/2025-12-19,7.94%,7.25%,0.69%,0.38,0.26,155.5555/155.2498/162.46/No Horizontal Resistance/174.1807/202.706/No Moving Avg Target,143.98/121.6312/117.2225/81.225/No F-Track Level/No F-Track Level/139.18,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"WMT, Long, 2025-11-04 (Price: 102.27)",2025-12-03 (Price: 114.41) (Today),"11.87%, 29 days","90.62%, Past 5 years, 32","Daily, was CONFIRMED on 2025-11-04",Already confirmed,"2025-12-03 (Price: 114.41), 11.87% above",29 days,No Information,No Information,No Information,"23.66% (Price: 102.5364), 11.58% above, Upmove Bounce Back","2025-04-07 (Price: 79.81), 2025-10-16 (Price: 109.58)",No Information,14.63%/0.49%/9.29%,"4.76%, 26.01%",1.3 year/1.1 month/4.7 months,2027-08-22/2025-12-21/2026-05-28,10.62%,16.05%,-5.43%,0.64,0.7,104.0086/111.7709/120.13/105.01/108.7906/137.8139/No Moving Avg Target,101.18/42.3916/98.8222/85.5556/No F-Track Level/No F-Track Level/98.09,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2025-10-15 (Price: 73.4)",2025-12-01 (Price: 75.38),"2.7%, 1.6 month","96.43%, Past 4 years, 28","Daily, is CONFIRMED on 2025-10-15",Already confirmed,"2025-12-03 (Price: 73.21), 0.26% below",1.6 month,No Information,No Information,No Information,No Information,No Information,0.16% above/0.26% below/0.26% below,5.29%/0.99%/3.68%,"6.48%, 15.84%",3.1 months/4 days/1.0 month,2026-02-26/2025-10-20/2025-11-28,25.63%,10.15%,15.48%,1.24,0.37,73.8257/76.1011/76.35/85.51/85.3936/96.14/No Moving Avg Target,72.67/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.09,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-10-14 (Price: 107.21)",2025-12-03 (Price: 114.41) (Today),"6.72%, 1.7 month","96.88%, Past 4 years, 32","Daily, is CONFIRMED on 2025-10-14",Already confirmed,"2025-12-03 (Price: 114.41), 6.72% above",1.7 month,No Information,No Information,No Information,No Information,No Information,12.03% above/6.72% above/6.72% above,12.24%/0.97%/3.78%,"14.39%, 26.01%",1.8 month/4 days/19 days,2026-01-01/2025-10-19/2025-11-10,43.52%,16.53%,26.99%,0.61,0.68,109.7616/111.2625/113.44/No Horizontal Resistance/137.8139/No Next Fib Ext/No Moving Avg Target,101.7/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/96.5,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2025-10-12 (Price: 3028.3)",2025-12-03 (Price: 3180.0) (Today),"5.01%, 1.7 month","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2025-10-12",Already confirmed,"2025-12-03 (Price: 3180.0), 5.01% above",1.7 month,No Information,No Information,No Information,No Information,No Information,No Information,14.06%/3.68%/8.87%,"14.47%, 16.73%",19 days/14 days/16 days,2025-11-08/2025-11-01/2025-11-04,4.81%,11.95%,-7.14%,0.07,0.46,3172.7499/3296.9102/3234.83/4543.575/5637.7577/6110.9256/3286.92,2899.1/2937.675/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No Moving Avg Support,94.87%/39/1.3 month (Across ALL Assets),89.42%/104/1.6 month (Across ALL Assets)
TRENDPULSE,"GS, Long, 2025-10-06 (Price: 796.78)",2025-12-02 (Price: 815.21),"2.31%, 1.9 month","75.86%, Past 4 years, 29","Daily, is CONFIRMED on 2025-10-06",Already confirmed,"2025-12-03 (Price: 836.57), 4.99% above",1.9 month,No Information,No Information,No Information,No Information,No Information,7.34% above/4.99% above/4.99% above,15.23%/0.89%/4.44%,"15.57%, 33.99%",2.2 months/5 days/21 days,2026-01-08/2025-10-13/2025-11-05,-6.28%,23.3%,-29.58%,-0.08,0.8,821.7989/832.157/1049.01/No Horizontal Resistance/931.1482/1236.8362/No Moving Avg Target,779.38/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/641.55,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-09-21 (Price: 72.36)",2025-12-03 (Price: 81.06) (Today),"12.02%, 2.4 months","91.67%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-03 (Price: 81.06), 12.02% above",2.4 months,No Information,No Information,No Information,No Information,No Information,22.19% above/12.02% above/12.02% above,27.5%/0.75%/11.96%,"1.9%, 52.31%",11.6 months/19 days/2.0 month,2027-02-08/2025-10-18/2025-12-15,19.85%,1.2%,18.66%,1.67,0.09,75.4642/81.0143/93.79/No Horizontal Resistance/72.73/90.9746/No Moving Avg Target,34.26/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level/47.97,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
