"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"DBC, Long, 2025-11-28 (Price: 23.06)",No Exit Yet,"0.56%, 4 days","100.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-04 (Price: 23.19), 0.56% above",4 days,Upmove Bounce Back,23.66% (Price: 22.9107),1.22% above,"2025-08-19 (Price: 21.59), 2025-11-11 (Price: 23.32)",29.66%/0.04%/14.35%,"-0.0%, 9.05%",2 months/22 days/1.5 month,2026-02-22/2025-12-29/2026-02-02,93.76%,11.54%,82.22%,0.27,0.5,23.1499/26.3691/24.1/28.58/61.3269/86.3141/No Moving Avg Target,22.52/19.55/22.4363/93.8694/No F-Track Level/No F-Track Level/22.09,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"BPCL.NS, Long, 2025-11-27 (Price: 364.7)",No Exit Yet,"-2.39%, 5 days","87.88%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-27",Already confirmed,"2025-12-04 (Price: 356.0), 2.39% below",5 days,Upmove Bounce Back,38.2% (Price: 352.9955),0.85% above,"2025-09-01 (Price: 306.8), 2025-11-17 (Price: 381.55)",90.37%/10.81%/54.83%,"11.24%, 36.83%",2.2 years/2.0 month/1.1 year,2029-01-15/2026-02-20/2027-06-04,12.84%,15.69%,-2.85%,0.47,0.59,364.4447/564.665/409.55/No Horizontal Resistance/372.4081/393.108/No Moving Avg Target,355.85/145.35/353.1485/295.7614/No F-Track Level/No F-Track Level/318.21,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"LYFT, Long, 2025-11-25 (Price: 19.63)",2025-12-02 (Price: 22.24),"13.3%, 5 days","96.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-12-04 (Price: 22.52), 14.72% above",9 days,Upmove Bounce Back,38.2% (Price: 18.7824),19.9% above,"2023-05-24 (Price: 7.85), 2025-11-12 (Price: 25.54)",52.96%/0.97%/21.59%,"5.88%, 53.48%",1.1 year/27 days/6.3 months,2027-06-18/2026-01-03/2026-08-27,19.21%,-6.72%,25.93%,0.41,0.2,19.5181/23.8681/30.24/57.19/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,19.42/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/16.25,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"GBPUSD=X, Long, 2025-11-23 (Price: 1.3085)",No Exit Yet,"1.84%, 11 days","100.0%, Past 20 years, 26","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2025-12-04 (Price: 1.3326), 1.84% above",11 days,Upmove Bounce Back,38.2% (Price: 1.3144),1.38% above,"2025-01-19 (Price: 1.2101), 2025-07-06 (Price: 1.3789)",11.31%/1.1%/4.86%,"-0.0%, 8.98%",2.1 years/5.6 months/1.3 year,2028-10-28/2026-07-25/2027-09-13,2.57%,-1.36%,3.93%,0.24,-0.57,1.3001/1.3721/1.41/1.4232/2.4421/3.2078/1.33,1.22/1.1912/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"KXS.TO, Long, 2025-11-23 (Price: 176.3)",No Exit Yet,"1.46%, 11 days","82.35%, Past 11 years, 17","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2025-12-04 (Price: 178.88), 1.46% above",11 days,Upmove Bounce Back,50% (Price: 165.965),7.78% above,"2022-06-19 (Price: 119.48), 2025-08-03 (Price: 212.45)",156.2%/6.23%/51.99%,"14.59%, 37.82%",1.0 year/3.0 months/9.8 months,2027-05-18/2026-03-31/2027-01-24,15.07%,24.7%,-9.62%,0.27,0.8,180.2139/267.9584/232.08/209.885/227.7644/245.4058/183.27,169.84/126.33/176.1333/151.1683/No F-Track Level/No F-Track Level/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"TSLA, Long, 2025-11-18 (Price: 401.25)",2025-12-03 (Price: 446.74),"11.34%, 15 days","100.0%, Past 5 years, 34","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-12-04 (Price: 454.53), 13.28% above",16 days,Upmove Bounce Back,38.2% (Price: 374.8188),21.27% above,"2025-04-07 (Price: 214.25), 2025-11-03 (Price: 474.07)",69.86%/7.58%/26.58%,"-0.0%, 65.02%",1.6 year/25 days/6.6 months,2028-02-21/2025-12-24/2026-09-02,21.17%,25.99%,-4.83%,0.4,0.79,411.6424/507.9023/557.14/408.5817/490.132/554.3681/No Moving Avg Target,320.11/181.0784/330.0827/262.8246/No F-Track Level/No F-Track Level/342.09,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"WMT, Long, 2025-11-04 (Price: 102.27)",2025-12-03 (Price: 114.41),"11.87%, 29 days","90.62%, Past 5 years, 32","Daily, was CONFIRMED on 2025-11-04",Already confirmed,"2025-12-04 (Price: 114.84), 12.29% above",1 month,Upmove Bounce Back,23.66% (Price: 102.5364),12.0% above,"2025-04-07 (Price: 79.81), 2025-10-16 (Price: 109.58)",14.63%/0.49%/9.29%,"4.76%, 26.01%",1.3 year/1.1 month/4.7 months,2027-08-22/2025-12-21/2026-05-28,10.62%,16.05%,-5.43%,0.64,0.7,104.0086/111.7709/120.13/105.01/108.7906/137.8139/No Moving Avg Target,101.18/42.3916/98.8222/85.5556/No F-Track Level/No F-Track Level/98.14,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-04 (Price: 80.75) (Today),"0.12%, 5.2 months","90.91%, Past 18 years, 11","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-04 (Price: 80.75), 0.12% above",5.2 months,Upmove Bounce Back,38.2% (Price: 76.5615),5.47% above,"2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",2.15%/2.15%/2.15%,"3.95%, 5.88%",1.2 year/1.2 year/1.2 year,2027-03-20/2027-03-20/2027-03-20,-0.69%,-1.4%,0.72%,-0.15,-0.53,80.2064/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/79.86,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"NA.TO, Long, 2025-06-30 (Price: 140.52)",2025-11-30 (Price: 168.95),"20.23%, 5.1 months","94.12%, Past 42 years, 34","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-04 (Price: 172.3), 22.62% above",5.2 months,Upmove Bounce Back,23.66% (Price: 108.7595),58.42% above,"1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",133.9%/2.69%/39.66%,"11.85%, 52.46%",6.2 years/4.3 months/1.9 year,2034-04-13/2026-01-02/2028-03-19,5.1%,11.99%,-6.9%,0.45,0.51,146.745/196.2502/222.66/No Horizontal Resistance/188.6608/207.1743/No Moving Avg Target,118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/138.92,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"RY.TO, Long, 2025-06-30 (Price: 179.47)",2025-11-30 (Price: 216.14),"20.43%, 5.1 months","97.06%, Past 48 years, 34","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-04 (Price: 224.06), 24.85% above",5.2 months,Upmove Bounce Back,38.2% (Price: 152.7435),46.69% above,"2023-10-31 (Price: 107.92), 2024-12-31 (Price: 180.45)",942.33%/3.95%/96.76%,"8.99%, 47.82%",18.4 years/6.5 months/2.7 years,2051-09-13/2026-04-08/2029-04-21,5.39%,11.4%,-6.01%,0.19,0.5,185.4822/353.1252/222.99/No Horizontal Resistance/221.431/339.4883/184.06,162.1/108.18/148.4673/103.3737/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"^BVSP, Long, 2025-03-31 (Price: 130260.0)",2025-11-30 (Price: 159072.0),"22.12%, 8.1 months","93.33%, Past 57 years, 30","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-12-04 (Price: 164455.6094), 26.25% above",8.3 months,Upmove Bounce Back,50% (Price: 116368.0),41.32% above,"2022-07-31 (Price: 95267.0), 2024-08-31 (Price: 137469.0)",195.55%/4.94%/55.92%,"17.81%, 51.61%",9.2 years/3.6 months/3.0 years,2038-06-08/2025-09-04/2029-07-26,3.98%,30.03%,-26.05%,0.44,0.88,141319.074/203101.392/155581.2/134350.3333/173653.968/192289.6/138851.64,120283.0/95217.0/121313.6/110617.73/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"^DJI, Long, 2025-02-02 (Price: 44544.6602)",2025-12-04 (Price: 47850.9414) (Today),"7.42%, 10.2 months","100.0%, Past 20 years, 33","Weekly, was CONFIRMED on 2025-02-02",Already confirmed,"2025-12-04 (Price: 47850.9414), 7.42% above",10.2 months,Upmove Bounce Back,23.66% (Price: 42057.8236),13.77% above,"2023-10-29 (Price: 32327.1992), 2024-12-08 (Price: 45073.6289)",47.66%/0.85%/23.42%,"-0.0%, 50.73%",4.5 years/6.6 months/1.9 year,2031-06-21/2025-11-17/2027-10-10,4.85%,7.58%,-2.73%,0.53,0.28,45310.8284/54977.0196/52192.52/No Horizontal Resistance/54129.8938/83218.843/No Moving Avg Target,41938.45/29171.1927/36151.8794/25040.9446/No F-Track Level/No F-Track Level/44010.02,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"RHHBY, Long, 2024-12-31 (Price: 34.88)",2025-12-04 (Price: 48.19) (Today),"38.16%, 11.3 months","100.0%, Past 24 years, 9","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-12-04 (Price: 48.19), 38.16% above",11.3 months,Upmove Bounce Back,88.6% (Price: 29.4418),63.68% above,"2018-06-30 (Price: 26.3), 2022-06-30 (Price: 53.86)",15.79%/12.77%/14.28%,"-0.0%, 30.62%",4.7 years/4.2 years/4.4 years,2031-09-21/2030-12-12/2031-05-02,2.03%,6.19%,-4.16%,0.46,0.19,34.1824/39.8609/51.42/52.46/58.6089/65.2057/41.51,31.92/34.87/31.0544/130.7472/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
"^BVSP, Long, 2024-08-31 (Price: 136004.0)",2025-12-04 (Price: 164455.6094) (Today),"20.92%, 1.3 year","93.33%, Past 57 years, 30","Monthly, was CONFIRMED on 2024-08-31",Already confirmed,"2025-12-04 (Price: 164455.6094), 20.92% above",1.3 year,Upmove Bounce Back,38.2% (Price: 119446.25),37.68% above,"2022-07-31 (Price: 95267.0), 2023-12-31 (Price: 134392.0)",195.55%/4.94%/55.92%,"17.81%, 51.61%",9.2 years/3.6 months/3.0 years,2037-11-08/2025-02-04/2028-12-26,3.98%,30.03%,-26.05%,0.44,0.88,147550.7396/212057.4368/159479.0/No Horizontal Resistance/173653.968/192289.6/138851.64,101882.0/95217.0/121313.6/110617.73/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"IWM, Long, 2023-06-30 (Price: 187.27)",2025-12-04 (Price: 251.82) (Today),"34.47%, 2.5 years","100.0%, Past 25 years, 8","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-12-04 (Price: 251.82), 34.47% above",2.5 years,Upmove Bounce Back,38.2% (Price: 164.1636),53.4% above,"2009-03-31 (Price: 34.26), 2021-12-31 (Price: 244.46)",56.32%/25.19%/40.76%,"-0.0%, 20.56%",2.0 year/2.0 year/2.0 year,2026-05-02/2026-04-30/2026-04-30,11.21%,6.21%,5.0%,0.5,0.2,180.9028/263.6013/313.39/232.67/348.4025/539.5308/220.9,164.92/144.954/157.2742/112.1542/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
"NFLX, Short, 2025-12-04 (Price: 103.22)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 7","Quarterly, is CONFIRMED on 2025-12-04",No Cancellation Possible,"2025-12-04 (Price: 103.22), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 106.2331),2.84% below,"2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",57.17%/10.52%/34.09%,"-0.0%, 57.17%",2.2 months/2.2 months/2.2 months,2026-03-09/2026-03-08/2026-03-08,106.75%,5.4%,101.35%,1.28,0.89,198.4714/68.0323/32.51/34.8663/101.6781/77.3488/No Moving Avg Target,133.91/34.8663/101.6781/77.3488/89.0986/75.193/113.43,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
"SFTBY, Short, 2025-12-04 (Price: 58.53)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-12-04 (Price: 58.53), 0.0% below",0 days,Upmove Break Below,50.0% (Price: 53.39),9.63% above,"2022-06-30 (Price: 16.78), 2025-12-04 (Price: 90.0)",22.05%/16.72%/18.57%,"0%, 22.05%",6.5 months/2.2 months/3.3 months,2026-09-12/2026-03-08/2026-04-24,14.54%,5.4%,9.14%,7.65,0.48,63.0836/47.661/14.6/16.82/58.4635/48.0625/43.57,63.3/16.82/58.4635/48.0625/53.39/44.75/No Moving Avg Support,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
"KWEB, Short, 2025-12-04 (Price: 37.12)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 12 years, 9","Monthly, was CONFIRMED on 2025-12-02",No Cancellation Possible,"2025-12-04 (Price: 37.12), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 38.4709),3.51% below,"2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months/21 days/1.2 month,2026-03-09/2026-01-03/2026-01-25,21.98%,5.3%,16.68%,0.3,0.14,34.1207/34.529/24.71/24.5062/No F-Stack Support/No F-Stack Support/36.35,42.01/24.5062/No F-Stack Support/No F-Stack Support/39.3865/41.3508/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"NZDUSD=X, Short, 2025-12-04 (Price: 0.5764)",No Exit Yet,"-0.0%, 0 days","93.33%, Past 21 years, 15","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 0.6121 prior to 2025-12-31,"2025-12-04 (Price: 0.5764), 0.0% below",0 days,Upmove Break Below,50% (Price: 0.6073),5.09% below,"2023-12-31 (Price: 0.6085), 2025-04-30 (Price: 0.603)",8.02%/0.77%/4.13%,"4.43%, 8.71%",5.1 months/21 days/2.0 months,2026-07-13/2026-01-03/2026-03-02,11.51%,5.4%,6.11%,0.41,-0.35,0.5698/0.5526/0.57/0.5509/No F-Stack Support/No F-Stack Support/No Moving Avg Target,0.61/0.5509/No F-Stack Support/No F-Stack Support/0.693/0.71/0.59,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"GBPUSD=X, Short, 2025-12-04 (Price: 1.3326)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 55 years, 18","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 1.3789 prior to 2025-12-31,"2025-12-04 (Price: 1.3326), 0.0% below",0 days,Upmove Break Below,88.6% (Price: 1.3281),0.34% above,"2024-09-30 (Price: 1.3003), 2025-01-31 (Price: 1.2576)",8.35%/0.41%/4.04%,"6.97%, 8.59%",2.9 months/20 days/1.4 month,2026-04-09/2026-01-01/2026-02-04,7.54%,5.4%,2.14%,0.15,-0.64,1.3027/1.2788/1.31/1.1912/No F-Stack Support/No F-Stack Support/1.33,1.37/1.1912/No F-Stack Support/No F-Stack Support/1.3748/1.3942/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"C6L.SI, Short, 2025-12-04 (Price: 6.44)",No Exit Yet,"-0.0%, 0 days","86.21%, Past 39 years, 29","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 7.63 prior to 2025-12-31,"2025-12-04 (Price: 6.44), 0.0% below",0 days,Upmove Break Below,78.6% (Price: 7.5813),15.05% below,"2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",19.3%/3.18%/7.25%,"25.0%, 22.14%",3.6 months/21 days/1.4 month,2026-05-10/2026-01-03/2026-02-04,13.23%,5.4%,7.83%,0.2,-0.19,6.3589/5.9731/6.42/4.7975/No F-Stack Support/No F-Stack Support/No Moving Avg Target,7.13/4.7975/No F-Stack Support/No F-Stack Support/8.5682/8.8866/6.74,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"META, Short, 2025-11-30 (Price: 647.95)",No Exit Yet,"-2.1%, 3 days","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-04 (Price: 661.53), 2.1% above",3 days,Upmove Break Below,23.66% (Price: 628.6993),5.22% above,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/11.97%,"-0.0%, 32.63%",2.2 months/20 days/1.2 month,2026-03-04/2025-12-28/2026-01-22,94.49%,5.3%,89.19%,0.68,0.8,579.1377/570.3904/223.05/280.19/556.264/2054.9119/No Moving Avg Target,773.44/280.19/556.264/2054.9119/No F-Track Level/No F-Track Level/671.57,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"KWEB, Short, 2025-11-30 (Price: 37.57)",No Exit Yet,"1.2%, 3 days","88.89%, Past 12 years, 9","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-04 (Price: 37.12), 1.2% below",3 days,Upmove Break Below,23.66% (Price: 37.1791),0.16% below,"2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months/21 days/1.2 month,2026-03-05/2025-12-30/2026-01-21,21.98%,5.3%,16.68%,0.3,0.14,34.5343/34.9476/21.88/24.5062/No F-Stack Support/No F-Stack Support/36.35,42.01/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"NFLX, Short, 2025-11-30 (Price: 107.58)",2025-12-04 (Price: 103.22) (Today),"4.05%, 3 days","87.5%, Past 23 years, 16","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-04 (Price: 103.22), 4.05% below",3 days,Upmove Break Below,23.66% (Price: 106.2331),2.84% below,"2022-05-31 (Price: 16.271), 2025-06-30 (Price: 134.115)",51.8%/3.55%/19.68%,"21.42%, 51.8%",2.1 months/20 days/27 days,2026-03-02/2025-12-28/2026-01-08,107.65%,5.4%,102.25%,0.58,0.92,198.0978/86.4083/36.87/34.8663/100.8852/86.4764/No Moving Avg Target,133.91/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/113.43,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"SPOT, Short, 2025-11-23 (Price: 583.61)",2025-12-04 (Price: 560.97) (Today),"3.88%, 11 days","87.5%, Past 7 years, 16","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2025-12-04 (Price: 560.97), 3.88% below",11 days,Upmove Break Below,23.66% (Price: 615.6618),8.88% below,"2022-11-06 (Price: 69.285), 2025-06-29 (Price: 785.0)",11.53%/3.99%/7.19%,"16.98%, 11.53%",1.1 month/4 days/9 days,2026-01-11/2025-11-28/2025-12-06,38.54%,5.2%,33.34%,0.12,0.66,576.7234/541.6484/154.18/118.6/552.6195/456.7863/No Moving Avg Target,734.92/118.6/552.6195/456.7863/No F-Track Level/No F-Track Level/651.25,50.0%/6/1.1 month (Across ALL Assets),46.15%/13/24 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-30 (Price: 2992.1125),"22.22%, 1 month","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-12-04 (Price: 3122.9568), 18.82% below",1.1 month,Upmove Break Below,23.66% (Price: 3801.2773),17.84% below,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",1.4 month/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184/3533.08,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
"WPM, Short, 2025-10-31 (Price: 96.52)",2025-11-30 (Price: 110.05),"-14.02%, 1 month","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-12-04 (Price: 108.8), 12.72% above",1.1 month,Upmove Break Below,23.66% (Price: 96.3808),12.89% above,"2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",24.39%/3.3%/9.68%,"0.0%, 24.39%",2.2 months/20 days/1.1 month,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674/91.28,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
