"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"TCS.NS, Long, 2025-10-19 (Price: 2962.2)",No Exit Yet,"1.84%, 10 days","96.77%, Past 20 years, 31","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2025-11-03 (Price: 3016.8), 1.84% above",10 days,Upmove Bounce Back,50% (Price: 2809.1),7.39% above,"2016-11-20 (Price: 1025.95), 2024-09-01 (Price: 4592.25)",153.67%/0.89%/39.27%,"2.51%, 64.77%",1314 days/79 days/380 days,2031-01-04/2026-02-10/2027-04-22,11.08%,14.63%,-3.55%,0.4,0.55,3112.6798/4125.4559/5101.98/4543.575/5637.7577/6110.9256,2899.1/2937.675/2637.2425/2286.8248/No F-Track Level/No F-Track Level,3047.15/3397.29,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"BABA, Long, 2025-10-14 (Price: 162.86)",2025-10-27 (Price: 179.45),"10.19%, 9 days","100.0%, Past 5 years, 17","Daily, was CONFIRMED on 2025-10-14",Already confirmed,"2025-11-03 (Price: 167.69), 2.97% above",14 days,Upmove Bounce Back,38.2% (Price: 155.6389),7.74% above,"2025-04-09 (Price: 95.73), 2025-10-02 (Price: 192.67)",74.52%/8.42%/42.02%,"-0.0%, 62.51%",1022 days/45 days/383 days,2029-11-02/2025-12-18/2027-04-21,14.96%,-10.23%,25.19%,0.53,-0.05,160.3194/231.2938/221.02/No Horizontal Resistance/395.5515/453.696,159.01/67.495/138.4263/108.0763/No F-Track Level/No F-Track Level,162.04/129.92,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"AMZN, Long, 2025-10-08 (Price: 225.22)",2025-11-03 (Price: 254.0) (Today),"12.78%, 18 days","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-10-08",Already confirmed,"2025-11-03 (Price: 254.0), 12.78% above",18 days,Upmove Bounce Back,23.66% (Price: 220.5206),15.18% above,"2025-04-07 (Price: 161.38), 2025-09-09 (Price: 238.85)",29.44%/10.5%/19.08%,"-0.0%, 56.15%",918 days/29 days/355 days,2029-05-29/2025-11-19/2027-03-06,8.66%,8.36%,0.29%,0.63,0.31,233.8009/268.192/271.7/239.525/317.6152/339.3352,218.15/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level,225.99/214.62,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"INDY, Long, 2025-09-30 (Price: 50.9)",No Exit Yet,"4.38%, 24 days","100.0%, Past 15 years, 9","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-03 (Price: 53.13), 4.38% above",24 days,Upmove Bounce Back,61.8% (Price: 46.2502),14.88% above,"2023-03-31 (Price: 39.42), 2024-09-30 (Price: 57.3)",17.71%/17.71%/17.71%,"-0.0%, 33.58%",1109 days/1109 days/1109 days,2030-02-22/2030-02-22/2030-02-22,3.82%,4.66%,-0.84%,0.35,0.11,52.0402/59.9144/61.63/54.495/60.9145/68.1277,25.65/40.73/48.7816/37.969/No F-Track Level/No F-Track Level,52.12/51.65,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"BPCL.NS, Long, 2025-09-30 (Price: 339.65)",No Exit Yet,"8.14%, 24 days","100.0%, Past 29 years, 13","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-03 (Price: 367.3), 8.14% above",24 days,Upmove Bounce Back,61.8% (Price: 232.6394),57.88% above,"2022-12-31 (Price: 144.025), 2024-09-30 (Price: 376.0)",85.44%/69.81%/77.62%,"-0.0%, 57.26%",717 days/717 days/717 days,2028-08-03/2028-08-03/2028-08-03,18.13%,11.88%,6.26%,0.4,0.4,340.2274/603.2863/478.83/343.7375/372.4081/393.108,152.4/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level,329.98/306.43,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"INDA, Long, 2025-09-30 (Price: 52.06)",No Exit Yet,"4.19%, 24 days","100.0%, Past 13 years, 8","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-03 (Price: 54.24), 4.19% above",24 days,Upmove Bounce Back,50% (Price: 48.63),11.54% above,"2023-03-31 (Price: 37.77), 2024-09-30 (Price: 59.49)",47.48%/16.24%/26.54%,"-0.0%, 31.7%",1631 days/521 days/880 days,2032-03-19/2027-10-24/2029-03-27,5.38%,5.74%,-0.36%,0.77,0.17,55.168/65.8767/65.09/55.3633/66.8401/79.771,39.36/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level,53.29/52.64,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ATD.TO, Long, 2025-09-30 (Price: 74.25)",No Exit Yet,"-6.25%, 24 days","100.0%, Past 37 years, 7","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-03 (Price: 69.61), 6.25% below",24 days,Upmove Bounce Back,23.66% (Price: 67.0289),3.85% above,"2008-09-30 (Price: 1.72), 2024-03-31 (Price: 87.27)",134.64%/29.11%/81.88%,"-0.0%, 42.24%",1566 days/1174 days/1370 days,2031-12-16/2030-05-27/2031-03-07,9.45%,22.45%,-13.0%,0.44,0.71,72.2601/135.0459/125.58/85.51/85.3936/96.14,67.69/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level,72.79/71.81,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"AMZN, Long, 2025-09-29 (Price: 222.17)",2025-11-03 (Price: 254.0) (Today),"14.33%, 25 days","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-09-29",Already confirmed,"2025-11-03 (Price: 254.0), 14.33% above",25 days,Upmove Bounce Back,23.66% (Price: 218.7495),16.11% above,"2025-04-07 (Price: 161.38), 2025-07-31 (Price: 236.53)",29.44%/10.5%/19.08%,"-0.0%, 56.15%",918 days/29 days/355 days,2029-05-20/2025-11-10/2027-02-25,8.66%,8.36%,0.29%,0.63,0.31,230.6347/264.56/267.26/239.525/317.6152/339.3352,218.15/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level,225.99/214.62,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"MSFT, Long, 2025-08-28 (Price: 509.64)",2025-10-31 (Price: 517.81),"1.6%, 46 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-08-28",Already confirmed,"2025-11-03 (Price: 517.03), 1.45% above",47 days,Upmove Bounce Back,23.66% (Price: 497.2464),3.98% above,"2023-09-28 (Price: 309.45), 2025-07-31 (Price: 555.45)",34.35%/1.23%/14.24%,"-0.0%, 37.56%",477 days/46 days/169 days,2027-07-19/2025-11-02/2026-04-29,14.25%,18.64%,-4.39%,0.5,0.73,516.6221/582.2127/657.24/No Horizontal Resistance/553.3726/615.9924,502.04/216.39/386.873/350.287/No F-Track Level/No F-Track Level,514.02/461.6,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"MSFT, Long, 2025-08-11 (Price: 521.77)",2025-11-03 (Price: 517.03) (Today),"-0.91%, 60 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-08-11",Already confirmed,"2025-11-03 (Price: 517.03), 0.91% below",60 days,Upmove Bounce Back,23.66% (Price: 505.6078),2.26% above,"2025-04-07 (Price: 344.79), 2025-07-31 (Price: 555.45)",34.35%/1.23%/14.24%,"-0.0%, 37.56%",477 days/46 days/169 days,2027-07-02/2025-10-16/2026-04-12,14.25%,18.64%,-4.39%,0.5,0.73,528.9182/596.07/648.17/No Horizontal Resistance/553.3726/615.9924,450.18/216.39/517.4523/386.873/No F-Track Level/No F-Track Level,514.02/461.6,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"SOXX, Long, 2025-06-30 (Price: 238.7)",2025-10-31 (Price: 306.55),"28.42%, 89 days","100.0%, Past 24 years, 20","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-03 (Price: 308.38), 29.19% above",90 days,Upmove Bounce Back,50% (Price: 145.7634),111.56% above,"2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",232.86%/6.72%/83.33%,"-0.0%, 59.88%",2847 days/239 days/969 days,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,273.3/229.82,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BNS.TO, Long, 2025-03-31 (Price: 68.23)",2025-09-30 (Price: 89.99),"31.89%, 131 days","76.92%, Past 193 years, 13","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-03 (Price: 92.36), 35.37% above",155 days,Upmove Bounce Back,50% (Price: 59.495),55.24% above,"2009-03-31 (Price: 23.99), 2022-03-31 (Price: 95.0)",22.24%/20.38%/21.31%,"40.36%, 41.59%",1565 days/781 days/1173 days,2031-06-14/2028-05-05/2029-11-23,-0.14%,8.7%,-8.85%,-0.02,0.32,75.0735/82.7698/110.84/80.85/92.969/100.7509,60.88/54.1533/61.3348/42.6815/No F-Track Level/No F-Track Level,88.86/76.44,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"GBPSGD=X, Long, 2025-03-31 (Price: 1.7372)",2025-10-31 (Price: 1.7102),"-1.55%, 154 days","75.0%, Past 55 years, 8","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-03 (Price: 1.7096), 1.59% below",155 days,Upmove Bounce Back,23.66% (Price: 1.6865),1.37% above,"2022-09-30 (Price: 1.4895), 2024-07-31 (Price: 1.7475)",5.36%/5.36%/5.36%,"4.45%, 10.09%",782 days/782 days/782 days,2028-05-06/2028-05-06/2028-05-06,-0.14%,-2.54%,2.41%,-0.04,-0.98,1.6974/1.8303/1.89/1.879/4.0285/5.5304,1.68/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.73/1.73,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BDGI.TO, Long, 2025-03-31 (Price: 38.86)",2025-09-30 (Price: 61.38),"57.95%, 131 days","100.0%, Past 33 years, 6","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-03 (Price: 73.49), 89.11% above",155 days,Upmove Bounce Back,38.2% (Price: 35.6624),106.07% above,"2020-03-31 (Price: 18.0), 2021-03-31 (Price: 46.58)",35.15%/35.15%/35.15%,"-0.0%, 52.34%",1108 days/1108 days/1108 days,2029-08-21/2029-08-21/2029-08-21,7.18%,12.22%,-5.04%,0.42,0.42,40.7719/52.5193/56.01/42.106/50.7492/58.5532,26.66/24.32/36.352/32.7462/No F-Track Level/No F-Track Level,62.71/48.57,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"EWJ, Long, 2025-03-31 (Price: 68.56)",2025-10-31 (Price: 83.45),"21.72%, 154 days","92.86%, Past 29 years, 28","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-03 (Price: 83.64), 22.0% above",155 days,Upmove Bounce Back,38.2% (Price: 63.4608),31.8% above,"2022-10-31 (Price: 47.64), 2024-09-30 (Price: 73.24)",34.52%/2.11%/14.26%,"13.86%, 50.07%",4001 days/173 days/811 days,2041-02-10/2025-12-06/2028-06-17,2.48%,0.95%,1.53%,0.36,-0.11,70.7471/78.3367/83.92/73.68/83.4752/89.1379,67.1/53.98/52.3436/42.1436/No F-Track Level/No F-Track Level,81.0/73.95,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SONY, Long, 2024-12-31 (Price: 21.16)",2025-09-30 (Price: 28.79),"36.06%, 195 days","95.0%, Past 55 years, 20","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-03 (Price: 27.95), 32.09% above",219 days,Upmove Bounce Back,61.8% (Price: 15.3986),81.51% above,"2019-03-31 (Price: 8.382), 2022-03-31 (Price: 26.75)",148.89%/53.31%/107.71%,"47.27%, 64.81%",3066 days/715 days/1525 days,2037-02-26/2027-11-01/2031-01-17,5.91%,5.75%,0.16%,0.46,0.23,22.3428/43.9514/32.18/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level,28.75/25.72,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"XIU.TO, Long, 2024-06-30 (Price: 33.04)",2025-09-30 (Price: 44.77),"35.5%, 326 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-03 (Price: 45.2), 36.8% above",350 days,Upmove Bounce Back,23.66% (Price: 28.6552),57.74% above,"2009-03-31 (Price: 11.41), 2022-06-30 (Price: 34.0)",52.99%/52.99%/52.99%,"-0.0%, 19.21%",2936 days/2936 days/2936 days,2036-02-20/2036-02-20/2036-02-20,3.76%,5.01%,-1.24%,0.51,0.12,34.9167/50.5479/46.59/33.745/34.8657/37.996,20.65/23.52/30.9684/29.4357/No F-Track Level/No F-Track Level,44.3/40.41,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-11-03 (Price: 36.75) (Today),"22.17%, 350 days","100.0%, Past 23 years, 6","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-03 (Price: 36.75), 22.17% above",350 days,Upmove Bounce Back,50% (Price: 19.875),84.91% above,"2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",589.02%/487.3%/538.16%,"-0.0%, 48.03%",3587 days/3327 days/3457 days,2038-09-20/2037-09-08/2038-03-16,9.52%,13.97%,-4.45%,0.67,0.5,36.7818/191.9585/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,36.98/36.02,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"CNR.TO, Long, 2024-06-30 (Price: 161.66)",2025-09-30 (Price: 131.24),"-18.82%, 326 days","75.0%, Past 29 years, 8","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-03 (Price: 134.4), 16.86% below",350 days,Upmove Bounce Back,38.2% (Price: 143.5388),6.37% below,"2020-03-31 (Price: 92.01), 2022-12-31 (Price: 175.39)",47.24%/47.24%/47.24%,"18.82%, 25.91%",715 days/715 days/715 days,2027-05-01/2027-05-01/2027-05-01,3.76%,12.34%,-8.58%,0.16,0.5,183.1284/238.0282/211.69/168.08/218.156/349.4971,22.39/126.2567/136.9828/86.815/No F-Track Level/No F-Track Level,132.06/138.54,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"NA.TO, Long, 2024-06-30 (Price: 108.51)",2025-09-30 (Price: 147.83),"36.24%, 326 days","100.0%, Past 42 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-03 (Price: 158.21), 45.8% above",350 days,Upmove Bounce Back,88.6% (Price: 84.7444),86.69% above,"2022-12-31 (Price: 82.16), 2023-03-31 (Price: 104.83)",232.63%/33.73%/106.85%,"-0.0%, 35.66%",3588 days/715 days/1744 days,2038-09-21/2027-05-01/2031-05-31,6.26%,11.68%,-5.41%,0.52,0.48,113.1868/224.4529/122.11/No Horizontal Resistance/119.9028/134.0186,54.39/74.2475/88.8057/77.408/No F-Track Level/No F-Track Level,150.44/134.83,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"RY.TO, Long, 2024-06-30 (Price: 145.65)",2025-09-30 (Price: 205.12),"40.83%, 326 days","100.0%, Past 48 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-03 (Price: 207.22), 42.27% above",350 days,Upmove Bounce Back,38.2% (Price: 108.9934),90.12% above,"2011-12-31 (Price: 43.3), 2022-03-31 (Price: 149.6)",55.76%/43.33%/49.55%,"-0.0%, 19.89%",2022 days/847 days/1434 days,2032-07-06/2027-11-08/2030-03-08,6.31%,11.31%,-5.0%,0.46,0.49,151.8693/217.8196/209.43/No Horizontal Resistance/150.7521/166.0471,118.7/100.5025/100.4601/75.5037/No F-Track Level/No F-Track Level,202.59/179.74,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"TD, Long, 2023-09-30 (Price: 60.26)",2025-09-30 (Price: 79.95),"32.68%, 521 days","100.0%, Past 30 years, 10","Quarterly, was CONFIRMED on 2023-09-30",Already confirmed,"2025-11-03 (Price: 81.93), 35.96% above",545 days,Upmove Bounce Back,38.2% (Price: 56.1724),45.85% above,"2002-12-31 (Price: 7.885), 2022-03-31 (Price: 86.02)",2.64%/2.64%/2.64%,"-0.0%, 27.36%",979 days/979 days/979 days,2027-08-17/2027-08-17/2027-08-17,0.68%,9.79%,-9.11%,0.28,0.35,60.6276/61.8509/107.14/74.03/91.6167/96.2571,59.9/54.1725/52.9681/49.552/No F-Track Level/No F-Track Level,78.6/68.67,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ACWX, Long, 2023-06-30 (Price: 49.22)",2025-09-30 (Price: 65.01),"32.08%, 587 days","100.0%, Past 17 years, 5","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-03 (Price: 66.5), 35.11% above",611 days,Upmove Bounce Back,78.6% (Price: 38.1331),74.39% above,"2020-03-31 (Price: 32.4), 2021-06-30 (Price: 59.19)",1.16%/1.16%/1.16%,"-0.0%, 16.0%",586 days/586 days/586 days,2025-10-25/2025-10-25/2025-10-25,0.5%,1.58%,-1.08%,0.35,-0.05,50.6178/49.791/65.29/57.978/No Next Fib Ext/No Next Fib Ext,40.01/42.92/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,64.92/59.69,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"IWM, Long, 2023-06-30 (Price: 187.27)",2025-11-03 (Price: 245.44) (Today),"31.06%, 611 days","100.0%, Past 25 years, 8","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-11-03 (Price: 245.44), 31.06% above",611 days,Upmove Bounce Back,38.2% (Price: 164.1636),49.51% above,"2009-03-31 (Price: 34.26), 2021-12-31 (Price: 244.46)",56.32%/25.19%/40.76%,"-0.0%, 20.56%",716 days/715 days/715 days,2026-05-02/2026-04-30/2026-04-30,11.21%,6.21%,5.0%,0.5,0.2,180.9028/263.6013/313.39/232.67/348.4025/539.5308,164.92/144.954/157.2742/112.1542/No F-Track Level/No F-Track Level,242.12/219.3,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"CEN.NZ, Long, 2022-12-31 (Price: 7.71)",2025-09-30 (Price: 9.1),"18.03%, 716 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2022-12-31",Already confirmed,"2025-11-03 (Price: 9.44), 22.44% above",740 days,Upmove Bounce Back,61.8% (Price: 6.9514),35.8% above,"2016-03-31 (Price: 4.35), 2021-03-31 (Price: 11.16)",22.78%/18.03%/20.4%,"-0.0%, 32.55%",2804 days/716 days/1760 days,2034-02-12/2025-11-02/2029-12-23,2.51%,5.4%,-2.89%,0.82,0.15,7.993/9.2828/11.8/9.05/11.2606/15.4512,5.76/5.52/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,9.16/9.12,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",No Exit Yet,"-1.66%, 1 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-03 (Price: 3911.0632), 1.66% above",1 days,Upmove Break Below,23.66% (Price: 3801.2773),2.89% above,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level,4165.99/3352.41,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"WPM, Short, 2025-10-31 (Price: 96.52)",No Exit Yet,"-0.69%, 1 days","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-03 (Price: 97.19), 0.69% above",1 days,Upmove Break Below,23.66% (Price: 96.3808),0.84% above,"2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",24.39%/3.3%/9.68%,"0.0%, 24.39%",65 days/20 days/32 days,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level,103.99/86.93,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"RHHBY, Short, 2025-10-28 (Price: 40.85)",No Exit Yet,"1.69%, 4 days","89.36%, Past 5 years, 47","Daily, was CONFIRMED on 2025-10-28",Already confirmed,"2025-11-03 (Price: 40.16), 1.69% below",4 days,Upmove Break Below,23.66% (Price: 41.9793),4.33% below,"2024-05-02 (Price: 29.2), 2025-10-08 (Price: 45.94)",5.98%/0.06%/2.18%,"10.54%, 11.17%",14 days/1 days/4 days,2025-11-17/2025-10-29/2025-11-02,22.8%,5.1%,17.7%,0.07,-0.17,40.3884/39.9595/30.81/34.5167/31.0544/202.8856,45.66/34.5167/31.0544/202.8856/No F-Track Level/No F-Track Level,42.45/40.77,48.21%/56/7 days (Across ALL Assets),40.19%/107/15 days (Across ALL Assets)
"ETH-USD, Short, 2025-09-30 (Price: 4145.9575)",2025-10-31 (Price: 3847.0803),"7.21%, 23 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-03 (Price: 3911.0632), 5.67% below",24 days,Upmove Break Below,23.66% (Price: 3993.6991),2.07% below,"2022-06-30 (Price: 896.109), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2025-12-01/2025-10-30/2025-11-05,120.83%,5.2%,115.63%,0.39,0.97,4115.692/3299.353/1711.38/1370.4997/3929.1537/3454.2267,4390.02/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level,4165.99/3352.41,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"BDGI.TO, Short, 2025-06-30 (Price: 47.58)",2025-09-30 (Price: 61.38),"-29.0%, 66 days","85.71%, Past 33 years, 14","Quarterly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-03 (Price: 73.49), 54.46% above",90 days,Upmove Break Below,88.6% (Price: 43.8394),67.63% above,"2021-03-31 (Price: 36.76), 2022-03-31 (Price: 32.49)",35.2%/3.31%/13.74%,"30.52%, 35.2%",194 days/64 days/79 days,2026-04-06/2025-09-30/2025-10-22,13.73%,5.5%,8.23%,0.26,0.42,54.0652/41.0425/45.02/24.32/46.0323/42.8299,50.2/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level,62.71/48.57,0.0%/1/90 days (Across ALL Assets),53.33%/15/92 days (Across ALL Assets)
