"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"^NDX, Long, 2025-10-31 (Price: 25858.1309)",No Exit Yet,"-6.98%, 14 days","100.0%, Past 20 years, 22","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 24054.3809), 6.98% below",14 days,"0, 2020-10-31 (Price: 11052.9502)",2025-09-30 (Price: 24679.9902),2025-10-31 (Price: 25858.1309),37/14/14 days,2.53% below/6.98% below/6.98% below,2020-10-31 (Price: 14945.6094)/2025-10-31 (Price: 23342.1479),30.75%/6.45%/14.42%,"-0.0%, 13.1%",369 days/107 days/203 days,2027-04-18/2026-04-03/2026-08-21,16.42%,9.59%,6.84%,1.86,0.37,29242.9602/29586.8734/34741.24/No Horizontal Resistance/25025.4383/33965.62/No Moving Avg Target,19278.45/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/22067.0,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"BNS.TO, Long, 2025-10-31 (Price: 91.99)",No Exit Yet,"1.74%, 14 days","88.24%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 93.59), 1.74% above",14 days,"0, 2020-10-31 (Price: 55.35)",2025-08-31 (Price: 85.77),2025-10-31 (Price: 91.99),58/14/14 days,9.12% above/1.74% above/1.74% above,2020-10-31 (Price: 101.9929)/2025-10-31 (Price: 75.7694),24.83%/3.08%/11.43%,"30.99%, 38.87%",719 days/129 days/282 days,2028-09-06/2026-05-05/2026-12-13,4.31%,6.33%,-2.02%,0.35,0.21,94.4461/102.5045/113.97/No Horizontal Resistance/92.969/100.7509/No Moving Avg Target,56.15/62.2517/69.3218/61.3348/No F-Track Level/No F-Track Level/76.35,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"CVS, Long, 2025-10-31 (Price: 78.15)",No Exit Yet,"-2.7%, 14 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 76.04), 2.7% below",14 days,"0, 2020-10-31 (Price: 56.09)",2025-08-31 (Price: 73.15),2025-10-31 (Price: 78.15),58/14/14 days,3.95% above/2.7% below/2.7% below,2020-10-31 (Price: 127.1433)/2025-10-31 (Price: 67.5433),28.65%/12.56%/20.39%,"44.04%, 44.04%",218 days/87 days/159 days,2026-09-11/2026-03-06/2026-06-18,6.5%,4.04%,2.46%,0.24,0.13,87.1138/94.0848/91.39/106.045/116.3721/144.3517/No Moving Avg Target,44.89/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level/67.21,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"XLU, Long, 2025-10-31 (Price: 89.1)",No Exit Yet,"-1.21%, 14 days","90.48%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 88.02), 1.21% below",14 days,"0, 2020-10-31 (Price: 62.38)",2025-09-30 (Price: 87.21),2025-10-31 (Price: 89.1),37/14/14 days,0.93% above/1.21% below/1.21% below,2020-10-31 (Price: 67.198)/2025-10-31 (Price: 87.0494),16.63%/1.39%/9.27%,"27.25%, 40.67%",871 days/107 days/247 days,2029-04-14/2026-04-03/2026-10-23,5.14%,3.83%,1.3%,0.73,0.04,93.0739/97.3596/105.13/No Horizontal Resistance/98.9717/144.4725/No Moving Avg Target,58.93/59.52/70.8508/53.4708/No F-Track Level/No F-Track Level/82.19,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"ACWX, Long, 2025-10-31 (Price: 66.35)",No Exit Yet,"-3.44%, 14 days","91.67%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 64.07), 3.44% below",14 days,"2, 2023-06-30 (Price: 49.22)",2025-10-31 (Price: 66.35),2025-10-31 (Price: 66.35),14/14/14 days,3.44% below/3.44% below/3.44% below,2023-06-30 (Price: 50.8243)/2025-10-31 (Price: 64.1443),15.1%/1.81%/6.09%,"10.07%, 26.55%",849 days/88 days/315 days,2029-03-13/2026-03-07/2027-01-30,2.59%,1.11%,1.48%,0.53,-0.09,69.9329/70.3907/76.63/No Horizontal Resistance/69.6679/76.9985/No Moving Avg Target,52.16/45.07/61.9685/307.3483/No F-Track Level/No F-Track Level/59.62,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"TSM, Long, 2025-10-31 (Price: 300.43)",No Exit Yet,"-7.63%, 14 days","96.55%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 277.5), 7.63% below",14 days,"2, 2023-06-30 (Price: 100.92)",2025-10-31 (Price: 300.43),2025-10-31 (Price: 300.43),14/14/14 days,7.63% below/7.63% below/7.63% below,2023-06-30 (Price: 111.482)/2025-10-31 (Price: 284.8673),62.44%/5.05%/21.09%,"28.26%, 49.81%",392 days/107 days/247 days,2027-05-21/2026-04-03/2026-10-23,11.28%,15.19%,-3.91%,0.91,0.52,354.6276/363.7907/420.14/No Horizontal Resistance/334.306/349.9895/No Moving Avg Target,166.0/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/218.77,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"BAC, Long, 2025-10-31 (Price: 53.45)",No Exit Yet,"-4.58%, 14 days","75.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 51.0), 4.58% below",14 days,"0, 2020-10-31 (Price: 23.7)",2025-08-31 (Price: 50.74),2025-10-31 (Price: 53.45),58/14/14 days,0.51% above/4.58% below/4.58% below,2020-10-31 (Price: 51.0942)/2025-10-31 (Price: 47.4033),30.69%/9.64%/20.1%,"25.08%, 44.87%",412 days/88 days/206 days,2027-06-19/2026-03-07/2026-08-25,4.84%,3.94%,0.9%,0.33,0.19,59.5593/64.1935/71.3/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.86,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"CSCO, Long, 2025-10-31 (Price: 73.11)",2025-11-18 (Price: 77.37),"5.83%, 12 days","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 75.44), 3.19% above",14 days,"2, 2025-09-11 (Price: 67.69)",2025-10-30 (Price: 72.91),2025-10-31 (Price: 73.11),15/14/14 days,3.47% above/3.19% above/3.19% above,2025-09-11 (Price: 68.1337)/2025-10-31 (Price: 72.2095),7.42%/1.03%/3.28%,"17.72%, 27.08%",34 days/4 days/14 days,2025-12-19/2025-11-05/2025-11-20,14.5%,7.19%,7.31%,0.19,0.26,74.3894/75.508/76.36/No Horizontal Resistance/78.7458/109.6316/No Moving Avg Target,67.46/40.92/68.2017/52.6706/No F-Track Level/No F-Track Level/64.73,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
"PPH, Long, 2025-10-31 (Price: 92.54)",No Exit Yet,"6.2%, 14 days","81.48%, Past 20 years, 27","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 98.28), 6.2% above",14 days,"2, 2024-08-31 (Price: 99.43)",2025-09-30 (Price: 90.36),2025-10-31 (Price: 92.54),37/14/14 days,8.76% above/6.2% above/6.2% above,2024-08-31 (Price: 100.5162)/2025-10-31 (Price: 88.7495),15.31%/0.84%/7.86%,"30.19%, 39.01%",1129 days/106 days/305 days,2030-04-23/2026-04-02/2027-01-15,1.99%,2.01%,-0.01%,0.18,-0.1,98.296/99.8136/96.67/No Horizontal Resistance/100.0174/110.0139/No Moving Avg Target,82.93/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/88.68,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"VGT, Long, 2025-10-31 (Price: 793.21)",No Exit Yet,"-9.77%, 14 days","82.61%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 715.7), 9.77% below",14 days,"0, 2020-10-31 (Price: 297.99)",2025-09-30 (Price: 746.63),2025-10-31 (Price: 793.21),37/14/14 days,4.14% below/9.77% below/9.77% below,2020-10-31 (Price: 398.3086)/2025-10-31 (Price: 692.9573),27.2%/4.39%/14.49%,"23.72%, 51.21%",434 days/84 days/188 days,2027-07-21/2026-03-01/2026-07-30,6.59%,13.32%,-6.73%,0.5,0.59,878.718/908.1461/1090.34/No Horizontal Resistance/946.1588/993.4664/No Moving Avg Target,542.38/311.83/702.1644/626.0547/No F-Track Level/No F-Track Level/644.77,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"FRW.NZ, Long, 2025-10-31 (Price: 14.72)",No Exit Yet,"-5.98%, 14 days","95.65%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 13.84), 5.98% below",14 days,"0, 2020-10-31 (Price: 8.4)",2025-08-31 (Price: 12.16),2025-10-31 (Price: 14.72),58/14/14 days,13.82% above/5.98% below/5.98% below,2020-10-31 (Price: 13.6522)/2025-10-31 (Price: 11.2035),25.1%/4.41%/14.42%,"3.66%, 17.71%",501 days/86 days/235 days,2027-10-26/2026-03-04/2026-10-06,10.04%,9.85%,0.19%,1.67,0.39,15.8122/16.8426/18.51/No Horizontal Resistance/16.2179/21.849/No Moving Avg Target,7.7/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/11.41,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"BDGI.TO, Long, 2025-10-31 (Price: 73.59)",No Exit Yet,"-2.92%, 14 days","89.66%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 71.44), 2.92% below",14 days,"10, 2019-12-31 (Price: 35.14)",2025-08-31 (Price: 57.63),2025-10-31 (Price: 73.59),58/14/14 days,23.96% above/2.92% below/2.92% below,2019-12-31 (Price: 41.6895)/2025-10-31 (Price: 55.5322),159.21%/3.87%/50.82%,"37.81%, 54.03%",413 days/106 days/179 days,2027-06-21/2026-04-02/2026-07-17,17.99%,19.81%,-1.82%,0.67,0.65,111.6287/110.9884/96.66/No Horizontal Resistance/63.2847/69.0016/No Moving Avg Target,35.88/24.32/58.5532/53.241/No F-Track Level/No F-Track Level/48.39,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"RY.TO, Long, 2025-10-31 (Price: 205.47)",No Exit Yet,"1.22%, 14 days","78.95%, Past 20 years, 19","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 207.98), 1.22% above",14 days,"0, 2020-10-31 (Price: 93.16)",2025-08-31 (Price: 199.58),2025-10-31 (Price: 205.47),58/14/14 days,4.21% above/1.22% above/1.22% above,2020-10-31 (Price: 122.675)/2025-10-31 (Price: 192.005),16.93%/2.86%/10.78%,"16.54%, 21.22%",653 days/84 days/209 days,2028-06-02/2026-03-01/2026-08-29,5.05%,9.0%,-3.95%,0.4,0.37,220.0584/227.6197/272.86/No Horizontal Resistance/221.431/339.4883/No Moving Avg Target,162.1/118.8425/148.4673/103.3737/No F-Track Level/No F-Track Level/179.57,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"MSE.PA, Long, 2025-10-31 (Price: 62.93)",No Exit Yet,"-1.59%, 14 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 61.93), 1.59% below",14 days,"10, 2020-10-31 (Price: 28.795)",2025-08-31 (Price: 59.41),2025-10-31 (Price: 62.93),58/14/14 days,4.24% above/1.59% below/1.59% below,2020-10-31 (Price: 38.3464)/2025-10-31 (Price: 58.9082),14.35%/2.24%/8.34%,"-0.0%, 28.4%",893 days/107 days/478 days,2029-05-16/2026-04-03/2027-09-23,5.98%,2.81%,3.17%,0.92,-0.0,63.9243/68.1784/83.41/No Horizontal Resistance/81.1364/117.7989/No Moving Avg Target,52.08/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/59.09,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"^NZ50, Long, 2025-10-31 (Price: 13548.3203)",No Exit Yet,"-1.86%, 14 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 13296.0498), 1.86% below",14 days,"0, 2020-10-31 (Price: 12084.4697)",2025-10-31 (Price: 13548.3203),2025-10-31 (Price: 13548.3203),14/14/14 days,1.86% below/1.86% below/1.86% below,2020-10-31 (Price: 13363.1815)/2025-10-31 (Price: 13251.3755),16.11%/2.05%/8.79%,"10.24%, 18.13%",304 days/130 days/205 days,2027-01-14/2026-05-07/2026-08-23,6.21%,8.68%,-2.47%,0.51,0.45,14269.0909/14739.2177/14426.63/No Horizontal Resistance/14773.8816/17170.3822/No Moving Avg Target,11903.31/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level/12757.79,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"EFA, Long, 2025-10-31 (Price: 94.49)",No Exit Yet,"-3.44%, 14 days","80.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 91.24), 3.44% below",14 days,"2, 2023-06-30 (Price: 72.5)",2025-10-31 (Price: 94.49),2025-10-31 (Price: 94.49),14/14/14 days,3.44% below/3.44% below/3.44% below,2023-06-30 (Price: 74.0386)/2025-10-31 (Price: 93.6786),18.42%/4.43%/11.81%,"14.7%, 23.01%",391 days/84 days/167 days,2027-05-20/2026-03-01/2026-06-29,6.85%,3.37%,3.48%,0.51,0.03,101.6618/105.6493/107.68/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,75.61/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/87.2,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"^BVSP, Long, 2025-10-26 (Price: 146172.0)",2025-11-20 (Price: 155381.0),"6.3%, 18 days","94.44%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-19 (Price: 155381.0), 6.3% above",18 days,"0, 2021-07-04 (Price: 127622.0)",2025-10-19 (Price: 143399.0),2025-10-24 (Price: 146172.0),22/18/17 days,8.36% above/6.3% above/6.3% above,2021-07-04 (Price: 122214.0)/2025-10-26 (Price: 143016.2727),11.93%/0.93%/6.26%,"15.17%, 43.39%",289 days/19 days/71 days,2026-12-18/2025-11-22/2026-02-05,10.24%,5.05%,5.2%,0.76,0.14,149972.472/155322.3672/157302.0/No Horizontal Resistance/173653.968/192289.6/No Moving Avg Target,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/134509.56,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"SUM.NZ, Long, 2025-10-24 (Price: 11.9)",2025-11-17 (Price: 12.65),"6.3%, 16 days","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-20 (Price: 12.67), 6.47% above",19 days,"0, 2024-01-10 (Price: 10.77)",2025-10-23 (Price: 11.7),2025-10-24 (Price: 11.9),20/19/19 days,8.29% above/6.47% above/6.47% above,2024-01-10 (Price: 14.7429)/2025-10-24 (Price: 11.6547),8.54%/1.38%/4.55%,"6.4%, 20.48%",133 days/4 days/16 days,2026-05-04/2025-10-29/2025-11-16,46.12%,9.64%,36.48%,0.79,0.35,12.2951/12.4415/12.58/13.345/19.8479/26.5969/No Moving Avg Target,10.6/9.1367/11.0645/56.4607/No F-Track Level/No F-Track Level/11.53,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
"CEN.NZ, Long, 2025-10-22 (Price: 9.45)",2025-11-14 (Price: 9.6),"1.59%, 17 days","70.27%, Past 4 years, 37","Daily, is CONFIRMED on 2025-10-22",Already confirmed,"2025-11-20 (Price: 9.39), 0.63% below",21 days,"0, 2024-01-08 (Price: 8.17)",2025-10-21 (Price: 9.3),2025-10-22 (Price: 9.45),22/21/21 days,0.97% above/0.63% below/0.63% below,2024-01-08 (Price: 10.5841)/2025-10-22 (Price: 9.1498),7.56%/1.51%/3.12%,"7.04%, 16.17%",78 days/5 days/26 days,2026-02-11/2025-10-29/2025-11-28,5.05%,4.18%,0.87%,0.27,0.12,9.5247/9.7448/10.22/No Horizontal Resistance/11.2606/15.4512/No Moving Avg Target,8.95/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level/9.12,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
"BDGI.TO, Long, 2025-10-12 (Price: 65.01)",2025-11-16 (Price: 71.55),"10.06%, 24 days","85.0%, Past 10 years, 60","Weekly, is CONFIRMED on 2025-10-10",Already confirmed,"2025-11-20 (Price: 71.44), 9.89% above",28 days,"2, 2025-01-05 (Price: 35.97)",2025-10-12 (Price: 65.01),2025-10-12 (Price: 65.01),28/28/28 days,9.89% above/9.89% above/9.89% above,2025-01-05 (Price: 38.0844)/2025-10-12 (Price: 61.3659),22.6%/3.01%/13.6%,"47.14%, 54.37%",279 days/19 days/68 days,2026-11-20/2025-11-08/2026-01-18,9.3%,18.14%,-8.84%,0.3,0.62,71.1404/73.8514/82.43/No Horizontal Resistance/63.2847/70.6207/No Moving Avg Target,35.59/24.32/58.5532/50.7492/No F-Track Level/No F-Track Level/46.03,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"PPH, Long, 2025-10-01 (Price: 94.26)",2025-11-14 (Price: 98.86),"4.88%, 32 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-10-01",Already confirmed,"2025-11-20 (Price: 98.28), 4.26% above",36 days,"0, 2023-12-13 (Price: 80.16)",2025-09-30 (Price: 90.36),2025-10-01 (Price: 94.26),37/36/36 days,8.76% above/4.26% above/4.26% above,2023-12-13 (Price: 101.8531)/2025-10-01 (Price: 89.7331),5.58%/0.68%/1.93%,"8.41%, 20.52%",87 days/4 days/29 days,2026-02-04/2025-10-06/2025-11-12,12.0%,7.54%,4.46%,0.55,0.28,95.3251/96.0792/102.72/No Horizontal Resistance/100.0174/110.0139/No Moving Avg Target,85.99/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/88.07,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
"^DJI, Long, 2025-09-28 (Price: 46247.2891)",2025-11-16 (Price: 47147.4805),"1.95%, 34 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-20 (Price: 45752.2617), 1.07% below",38 days,"2, 2025-04-13 (Price: 40212.7109)",2025-09-14 (Price: 45834.2188),2025-09-28 (Price: 46247.2891),48/38/38 days,0.18% below/1.07% below/1.07% below,2025-04-13 (Price: 44362.2969)/2025-09-28 (Price: 45409.3593),6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-09-23/2025-10-25/2026-02-21,6.99%,9.91%,-2.92%,1.11,0.44,47394.2219/48004.6861/49868.04/No Horizontal Resistance/54129.8938/83218.843/No Moving Avg Target,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43246.39,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"TD.TO, Long, 2025-09-28 (Price: 110.35)",2025-11-16 (Price: 114.05),"3.35%, 34 days","84.62%, Past 10 years, 39","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-11-20 (Price: 114.66), 3.91% above",38 days,"2, 2025-01-19 (Price: 83.13)",2025-09-28 (Price: 110.35),2025-09-28 (Price: 110.35),38/38/38 days,3.91% above/3.91% above/3.91% above,2025-01-19 (Price: 82.7223)/2025-09-28 (Price: 108.6012),12.32%/1.31%/5.77%,"9.57%, 31.6%",459 days/19 days/108 days,2027-07-24/2025-10-25/2026-03-03,7.92%,7.82%,0.1%,0.84,0.3,115.2606/116.7172/126.68/No Horizontal Resistance/128.6672/152.0396/No Moving Avg Target,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/91.14,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"BPCL.NS, Long, 2025-09-21 (Price: 329.55)",2025-11-20 (Price: 365.05) (Today),"10.77%, 43 days","81.25%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-20 (Price: 365.05), 10.77% above",43 days,"0, 2021-05-30 (Price: 235.75)",2025-09-07 (Price: 312.5),2025-09-19 (Price: 329.55),53/44/43 days,16.82% above/10.77% above/10.77% above,2021-05-30 (Price: 496.83)/2025-09-21 (Price: 310.08),29.59%/1.78%/11.46%,"32.02%, 47.09%",174 days/19 days/61 days,2026-05-31/2025-10-18/2025-12-18,12.02%,12.45%,-0.44%,0.38,0.44,345.8627/367.3164/385.83/343.7375/372.4081/393.108/No Moving Avg Target,308.2/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level/299.65,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"EEM, Long, 2025-09-21 (Price: 53.01)",2025-11-16 (Price: 54.96),"3.68%, 39 days","91.43%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-20 (Price: 53.11), 0.19% above",43 days,"2, 2024-12-15 (Price: 44.03)",2025-09-14 (Price: 52.26),2025-09-21 (Price: 53.01),48/43/43 days,1.63% above/0.19% above/0.19% above,2024-12-15 (Price: 44.5752)/2025-09-21 (Price: 51.008),11.23%/1.19%/4.72%,"22.64%, 35.1%",359 days/19 days/69 days,2027-02-22/2025-10-18/2025-12-29,5.95%,1.15%,4.8%,0.39,-0.07,54.2133/55.5121/58.4/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,40.58/36.64/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.71,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"GOOG, Long, 2025-09-14 (Price: 241.38)",2025-11-16 (Price: 276.98),"14.75%, 44 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-20 (Price: 289.98), 20.13% above",48 days,"8, 2023-11-12 (Price: 134.06)",2025-09-07 (Price: 235.17),2025-09-14 (Price: 241.38),53/48/48 days,23.31% above/20.13% above/20.13% above,2023-11-12 (Price: 164.7561)/2025-09-14 (Price: 229.6932),19.02%/3.15%/8.18%,"-0.0%, 15.08%",129 days/24 days/47 days,2026-03-19/2025-10-18/2025-11-21,35.83%,21.1%,14.73%,1.74,0.79,266.3387/261.1249/305.77/No Horizontal Resistance/219.0619/240.3589/No Moving Avg Target,147.74/84.6567/203.7099/185.0665/No F-Track Level/No F-Track Level/182.46,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"^DJI, Long, 2025-09-14 (Price: 45834.2188)",2025-11-16 (Price: 47147.4805),"2.87%, 44 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-20 (Price: 45752.2617), 0.18% below",48 days,"2, 2025-03-30 (Price: 41583.8984)",2025-09-14 (Price: 45834.2188),2025-09-14 (Price: 45834.2188),48/48/48 days,0.18% below/0.18% below/0.18% below,2025-03-30 (Price: 44275.0417)/2025-09-14 (Price: 45322.1041),6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-09-09/2025-10-11/2026-02-07,6.99%,9.91%,-2.92%,1.11,0.44,46970.9074/47575.9191/48384.41/No Horizontal Resistance/54129.8938/83218.843/No Moving Avg Target,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43178.04,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"DIA, Long, 2025-09-14 (Price: 459.32)",2025-11-16 (Price: 471.8),"2.72%, 44 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-20 (Price: 458.1), 0.27% below",48 days,"2, 2025-03-30 (Price: 415.62)",2025-09-07 (Price: 454.99),2025-09-14 (Price: 459.32),53/48/48 days,0.68% above/0.27% below/0.27% below,2025-03-30 (Price: 442.3733)/2025-09-14 (Price: 453.4933),8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-07-13/2025-10-11/2026-01-18,10.29%,9.9%,0.39%,1.56,0.44,470.6652/477.1875/485.54/No Horizontal Resistance/538.1343/826.9871/No Moving Avg Target,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/432.0,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"^NZ50, Long, 2025-09-14 (Price: 13227.9004)",2025-11-16 (Price: 13464.46),"1.79%, 44 days","94.44%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-11-20 (Price: 13296.0498), 0.52% above",48 days,"2, 2025-03-30 (Price: 12287.46)",2025-09-07 (Price: 13223.5303),2025-09-14 (Price: 13227.9004),53/48/48 days,0.55% above/0.52% above/0.52% above,2025-03-30 (Price: 12815.9559)/2025-09-14 (Price: 13038.348),7.03%/0.27%/3.75%,"1.46%, 23.79%",189 days/19 days/64 days,2026-06-14/2025-10-11/2025-12-15,12.33%,9.64%,2.69%,1.87,0.54,13550.6612/13723.9467/13792.16/13351.2476/14773.8816/17170.3822/No Moving Avg Target,12017.84/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level/12690.78,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
