"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"ATD.TO, Long, 2025-09-30 (Price: 74.25)",No Exit Yet,"-4.0%, 23 days","100.0%, Past 37 years, 5","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-10-31 (Price: 71.28), 4.0% below",23 days,Upmove Bounce Back,23.66% (Price: 67.0289),6.34% above,"2008-09-30 (Price: 1.72), 2024-03-31 (Price: 87.27)",134.64%/29.11%/81.88%,"-0.0%, 42.24%",1566 days/1174 days/1370 days,2031-12-16/2030-05-27/2031-03-07,8.08%,22.7%,-14.62%,0.61,0.72,71.1315/135.0459/125.58/85.51/85.3936/96.14,67.69/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level,72.8/71.85,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"MSFT, Long, 2025-08-28 (Price: 509.64)",2025-10-31 (Price: 517.81) (Today),"1.6%, 46 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-08-28",Already confirmed,"2025-10-31 (Price: 517.81), 1.6% above",46 days,Upmove Bounce Back,38.2% (Price: 498.1958),3.94% above,"2024-11-04 (Price: 405.57), 2025-07-31 (Price: 555.45)",39.36%/1.23%/16.74%,"-0.0%, 37.56%",581 days/25 days/229 days,2027-12-17/2025-10-03/2026-07-25,27.07%,19.67%,7.4%,0.49,0.76,515.6028/594.9537/599.57/No Horizontal Resistance/553.3726/615.9924,502.04/216.39/386.873/350.287/No F-Track Level/No F-Track Level,513.83/461.14,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
"GBPSGD=X, Long, 2025-03-31 (Price: 1.7372)",2025-10-31 (Price: 1.7098) (Today),"-1.58%, 154 days","100.0%, Past 55 years, 6","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-10-31 (Price: 1.7098), 1.58% below",154 days,Upmove Bounce Back,23.66% (Price: 1.6865),1.38% above,"2022-09-30 (Price: 1.4895), 2024-07-31 (Price: 1.7475)",5.36%/5.36%/5.36%,"-0.0%, 7.18%",782 days/782 days/782 days,2028-05-06/2028-05-06/2028-05-06,4.4%,-2.48%,6.88%,0.41,-0.97,1.7021/1.8303/1.89/1.879/4.0285/5.5304,1.68/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.73/1.73,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-10-31 (Price: 37.1) (Today),"23.34%, 349 days","100.0%, Past 23 years, 5","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-10-31 (Price: 37.1), 23.34% above",349 days,Upmove Bounce Back,50% (Price: 19.875),86.67% above,"2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",619.75%/487.3%/565.36%,"-0.0%, 48.03%",3587 days/3066 days/3326 days,2038-09-20/2036-08-26/2037-09-07,20.2%,14.17%,6.03%,1.15,0.51,42.3767/200.1403/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,36.99/36.03,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"CNR.TO, Long, 2024-06-30 (Price: 161.66)",2025-09-30 (Price: 131.24),"-18.82%, 326 days","75.0%, Past 29 years, 8","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-10-31 (Price: 134.49), 16.81% below",349 days,Upmove Bounce Back,38.2% (Price: 143.5388),6.3% below,"2020-03-31 (Price: 92.01), 2022-12-31 (Price: 175.39)",47.24%/26.91%/37.08%,"12.93%, 25.91%",1304 days/715 days/1009 days,2029-08-31/2027-05-01/2028-06-30,5.02%,12.26%,-7.24%,0.34,0.5,184.1631/221.6035/211.69/168.08/218.156/349.4971,22.39/126.2567/136.9828/86.815/No F-Track Level/No F-Track Level,131.99/138.6,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"TRI.TO, Long, 2023-12-31 (Price: 193.73)",2025-10-31 (Price: 214.84) (Today),"10.9%, 479 days","100.0%, Past 23 years, 7","Monthly, was CONFIRMED on 2023-12-31",Already confirmed,"2025-10-31 (Price: 214.84), 10.9% above",479 days,Upmove Bounce Back,38.2% (Price: 163.4066),31.48% above,"2022-05-31 (Price: 123.811), 2023-04-30 (Price: 187.8816)",73.06%/34.98%/49.34%,"-0.0%, 19.73%",804 days/478 days/630 days,2027-03-09/2025-11-22/2026-06-30,13.67%,11.09%,2.58%,0.66,0.5,218.4887/289.3164/232.17/No Horizontal Resistance/193.124/293.2329,166.11/92.7882/131.2534/93.0152/No F-Track Level/No F-Track Level,227.71/249.35,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
"INDA, Long, 2023-09-30 (Price: 44.22)",2025-09-30 (Price: 52.06),"17.73%, 521 days","100.0%, Past 13 years, 5","Quarterly, was CONFIRMED on 2023-09-30",Already confirmed,"2025-10-31 (Price: 53.97), 22.05% above",544 days,Upmove Bounce Back,61.8% (Price: 37.322),44.61% above,"2018-12-31 (Price: 28.96), 2021-12-31 (Price: 50.85)",27.54%/16.24%/21.39%,"-0.0%, 19.16%",707 days/512 days/623 days,2026-07-20/2025-10-10/2026-03-20,6.43%,5.69%,0.74%,1.04,0.17,48.527/53.6787/57.35/45.98/54.9391/60.0962,39.36/31.755/43.3157/41.6131/No F-Track Level/No F-Track Level,53.28/52.63,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"INDA, Long, 2022-12-31 (Price: 41.74)",2025-09-30 (Price: 52.06),"24.72%, 716 days","100.0%, Past 13 years, 5","Quarterly, was CONFIRMED on 2022-12-31",Already confirmed,"2025-10-31 (Price: 53.97), 29.3% above",739 days,Upmove Bounce Back,38.2% (Price: 39.2487),37.51% above,"2020-03-31 (Price: 20.48), 2021-12-31 (Price: 50.85)",27.54%/16.24%/21.39%,"-0.0%, 19.16%",707 days/512 days/623 days,2025-10-20/2025-01-10/2025-06-20,6.43%,5.69%,0.74%,1.04,0.17,45.8055/50.6682/59.96/45.98/54.6925/58.5105,24.11/31.4633/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,53.28/52.63,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"CEN.NZ, Long, 2022-12-31 (Price: 7.71)",2025-09-30 (Price: 9.1),"18.03%, 716 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2022-12-31",Already confirmed,"2025-10-31 (Price: 9.32), 20.88% above",739 days,Upmove Bounce Back,50% (Price: 6.7),39.1% above,"2016-12-31 (Price: 4.35), 2019-12-31 (Price: 9.05)",32.76%/19.46%/25.0%,"-0.0%, 32.55%",2804 days/707 days/1561 days,2034-02-12/2025-10-20/2029-03-09,2.0%,5.38%,-3.38%,1.47,0.15,8.3307/9.6375/10.53/9.05/11.2606/15.4512,5.76/5.52/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,9.15/9.12,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"ORCL, Long, 2022-02-13 (Price: 79.75)",2025-10-19 (Price: 291.31),"265.28%, 959 days","88.37%, Past 20 years, 43","Weekly, was CONFIRMED on 2022-02-13",Already confirmed,"2025-10-31 (Price: 262.61), 229.29% above",969 days,Upmove Bounce Back,38.2% (Price: 80.089),227.9% above,"2016-10-16 (Price: 37.62), 2021-12-12 (Price: 106.34)",222.0%/2.87%/41.27%,"8.9%, 40.49%",3609 days/79 days/561 days,2036-06-06/2022-06-07/2024-05-05,15.72%,17.04%,-1.32%,0.47,0.63,86.1459/112.6628/120.98/No Horizontal Resistance/111.5006/127.5246,55.7/43.1525/71.9364/64.5272/No F-Track Level/No F-Track Level,278.09/206.05,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
"INDA, Long, 2019-06-30 (Price: 35.3)",2025-09-30 (Price: 52.06),"47.48%, 1631 days","100.0%, Past 13 years, 5","Quarterly, was CONFIRMED on 2019-06-30",Already confirmed,"2025-10-31 (Price: 53.97), 52.89% above",1654 days,Upmove Bounce Back,61.8% (Price: 29.1316),85.26% above,"2016-03-31 (Price: 23.52), 2018-03-31 (Price: 38.21)",27.54%/16.24%/21.39%,"-0.0%, 19.16%",707 days/512 days/623 days,2022-04-19/2021-07-10/2021-12-18,6.43%,5.69%,0.74%,1.04,0.17,38.7382/42.8507/44.11/35.606/39.766/43.7912,26.81/25.73/33.1514/30.9194/No F-Track Level/No F-Track Level,53.28/52.63,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"GDX, Short, 2025-10-31 (Price: 72.06)",No Exit Yet,"-0.0%, 0 days","86.36%, Past 19 years, 22","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 72.06), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 71.0194),1.47% above,"2023-10-31 (Price: 25.62), 2025-10-31 (Price: 85.09)",18.82%/3.24%/8.48%,"15.04%, 19.79%",65 days/20 days/33 days,2026-02-02/2025-11-28/2025-12-17,11.13%,5.4%,5.73%,0.63,0.15,67.2248/65.9493/36.38/25.645/50.0225/36.1563,76.4/25.645/50.0225/36.1563/68.7859/58.7664,71.81/53.93,71.43%/7/46 days (Across ALL Assets),50.0%/20/69 days (Across ALL Assets)
"LYFT, Short, 2025-10-31 (Price: 20.46)",No Exit Yet,"-0.0%, 0 days","88.73%, Past 5 years, 71","Daily, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 20.46), 0.0% below",0 days,Downmove Bounce Back,50% (Price: 21.1775),3.39% below,"2025-10-31 (Price: 20.635), 2025-10-31 (Price: 19.9)",19.27%/0.06%/4.76%,"16.51%, 19.27%",10 days/1 days/3 days,2025-11-14/2025-11-01/2025-11-04,24.73%,5.1%,19.63%,0.25,0.15,19.0442/19.4861/20.02/8.8875/No F-Stack Support/No F-Stack Support,20.64/8.8875/No F-Stack Support/No F-Stack Support/20.2114/20.943,19.88/15.35,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
"PG, Short, 2025-10-31 (Price: 150.37)",No Exit Yet,"-0.0%, 0 days","87.8%, Past 5 years, 41","Daily, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 150.37), 0.0% below",0 days,Downmove Bounce Back,61.8% (Price: 156.0546),3.64% below,"2025-10-31 (Price: 151.1), 2025-10-31 (Price: 148.53)",5.11%/0.07%/3.2%,"5.7%, 8.79%",33 days/1 days/15 days,2025-12-17/2025-11-01/2025-11-21,7.68%,5.1%,2.58%,0.26,-0.0,149.4227/145.5582/148.83/121.86/147.1065/128.0678,152.49/121.86/147.1065/128.0678/187.8025/192.6036,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
"WPM, Short, 2025-10-31 (Price: 96.52)",No Exit Yet,"-0.0%, 0 days","87.5%, Past 20 years, 24","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 96.52), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 96.3808),0.14% above,"2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",24.39%/3.3%/10.76%,"20.59%, 24.39%",65 days/20 days/29 days,2026-02-02/2025-11-28/2025-12-12,13.82%,5.4%,8.42%,0.5,0.59,102.7938/86.1344/50.93/38.3375/95.3086/87.2909,111.84/38.3375/95.3086/87.2909/94.0739/81.6073,103.96/86.74,71.43%/7/46 days (Across ALL Assets),50.0%/20/69 days (Across ALL Assets)
"BYDDY, Short, 2025-10-31 (Price: 12.94)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 15 years, 18","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 12.94), 0.0% below",0 days,Downmove Bounce Back,88.6% (Price: 13.3457),3.04% below,"2025-10-31 (Price: 14.58), 2025-10-31 (Price: 12.77)",35.45%/3.52%/13.28%,"29.22%, 35.45%",108 days/21 days/35 days,2026-04-05/2025-11-30/2025-12-20,15.98%,5.4%,10.58%,0.53,0.4,13.0267/11.2216/11.85/7.1075/10.1095/6.9107,16.89/7.1075/10.1095/6.9107/12.152/10.0049,13.81/15.23,71.43%/7/46 days (Across ALL Assets),50.0%/20/69 days (Across ALL Assets)
"HDB, Short, 2025-10-29 (Price: 36.99)",No Exit Yet,"2.08%, 2 days","89.06%, Past 5 years, 64","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-10-31 (Price: 36.22), 2.08% below",2 days,Downmove Bounce Back,61.8% (Price: 37.5034),3.42% below,"2025-10-31 (Price: 36.38), 2025-10-31 (Price: 35.935)",10.18%/2.24%/4.53%,"10.98%, 10.18%",31 days/1 days/8 days,2025-12-12/2025-10-30/2025-11-09,16.48%,5.1%,11.38%,0.21,0.27,36.0985/35.3144/36.72/25.6925/32.7076/21.1884,37.18/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,35.48/34.93,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
"RHHBY, Short, 2025-10-28 (Price: 40.85)",No Exit Yet,"1.08%, 3 days","90.2%, Past 5 years, 51","Daily, was CONFIRMED on 2025-10-28",Already confirmed,"2025-10-31 (Price: 40.41), 1.08% below",3 days,Upmove Break Below,23.66% (Price: 41.9793),3.74% below,"2024-05-02 (Price: 29.2), 2025-10-08 (Price: 45.94)",4.98%/0.57%/3.23%,"7.19%, 6.28%",25 days/1 days/6 days,2025-12-03/2025-10-29/2025-11-05,10.23%,5.1%,5.13%,0.23,-0.19,40.515/39.5305/30.81/34.5167/31.0544/202.8856,45.66/34.5167/31.0544/202.8856/No F-Track Level/No F-Track Level,42.47/40.75,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
"SONY, Short, 2025-10-27 (Price: 28.7)",2025-10-30 (Price: 27.75),"3.31%, 3 days","88.33%, Past 5 years, 60","Daily, was CONFIRMED on 2025-10-27",Already confirmed,"2025-10-31 (Price: 27.89), 2.82% below",4 days,Downmove Bounce Back,61.8% (Price: 29.3103),4.85% below,"2025-10-31 (Price: 28.23), 2025-10-31 (Price: 27.805)",8.0%/1.05%/4.06%,"11.64%, 11.83%",33 days/1 days/6 days,2025-12-13/2025-10-28/2025-11-04,13.73%,5.1%,8.63%,0.23,0.47,28.4848/27.5348/28.45/14.992/26.0795/24.8529,30.1/14.992/26.0795/24.8529/No F-Track Level/No F-Track Level,28.77/25.68,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
"GBPSGD=X, Short, 2025-10-26 (Price: 1.7306)",No Exit Yet,"1.2%, 4 days","91.84%, Past 20 years, 49","Weekly, was CONFIRMED on 2025-10-26",Already confirmed,"2025-10-31 (Price: 1.7098), 1.2% below",4 days,Downmove Bounce Back,50% (Price: 1.7346),1.43% below,"2025-10-31 (Price: 1.7307), 2025-10-31 (Price: 1.7029)",5.75%/0.36%/3.18%,"7.33%, 5.81%",284 days/4 days/72 days,2026-12-11/2025-10-31/2026-02-07,5.67%,5.4%,0.27%,0.5,-0.86,1.7155/1.6756/1.71/1.6718/No F-Stack Support/No F-Stack Support,1.74/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.73/1.73,50.0%/14/27 days (Across ALL Assets),47.06%/17/20 days (Across ALL Assets)
"ATM.NZ, Short, 2025-10-23 (Price: 10.42)",2025-10-28 (Price: 10.5),"-0.77%, 3 days","91.67%, Past 5 years, 48","Daily, was CONFIRMED on 2025-10-23",Already confirmed,"2025-10-31 (Price: 10.8), 3.65% above",6 days,Downmove Bounce Back,88.6% (Price: 9.0974),18.72% above,"2025-10-31 (Price: 10.84), 2025-10-31 (Price: 10.6)",14.81%/0.2%/3.68%,"11.94%, 18.89%",24 days/1 days/6 days,2025-11-26/2025-10-24/2025-10-31,11.82%,5.1%,6.72%,0.2,-0.17,10.1585/10.0365/10.28/5.185/9.4247/8.6495,10.7/5.185/9.4247/8.6495/No F-Track Level/No F-Track Level,10.21/8.86,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
"NZDCAD=X, Short, 2025-10-19 (Price: 0.8043)",2025-10-31 (Price: 0.8017) (Today),"0.32%, 9 days","86.49%, Past 20 years, 37","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2025-10-31 (Price: 0.8017), 0.32% below",9 days,Downmove Bounce Back,88.6% (Price: 0.9152),12.4% below,"2025-10-31 (Price: 0.8087), 2025-10-31 (Price: 0.7999)",4.12%/0.09%/3.08%,"3.78%, 6.34%",104 days/4 days/32 days,2026-03-18/2025-10-24/2025-12-04,5.5%,5.4%,0.1%,0.33,-0.44,0.8017/0.7795/0.8/0.7543/No F-Stack Support/No F-Stack Support,0.83/0.7543/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.81/0.82,50.0%/14/27 days (Across ALL Assets),47.06%/17/20 days (Across ALL Assets)
"^VIX, Short, 2025-09-30 (Price: 16.28)",No Exit Yet,"-7.13%, 23 days","87.5%, Past 35 years, 24","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-10-31 (Price: 17.44), 7.13% above",23 days,Upmove Break Below,88.6% (Price: 16.2641),7.23% above,"2024-09-30 (Price: 10.62), 2025-06-30 (Price: 60.13)",33.76%/3.51%/16.23%,"107.76%, 33.76%",132 days/64 days/69 days,2026-04-09/2025-12-31/2026-01-07,11.36%,5.5%,5.86%,0.09,0.21,17.3936/13.6378/-13.43/11.665/No F-Stack Support/No F-Stack Support,22.28/11.665/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,16.71/19.3,0.0%/1/23 days (Across ALL Assets),50.0%/16/88 days (Across ALL Assets)
