"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"-7.38%, 14 days","90.0%, Past 30 years, 30","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 981.04), 7.38% below",14 days,Upmove Bounce Back,38.2% (Price: 692.3064),41.71% above,"2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",569.94%/9.57%/122.25%,"6.56%, 50.14%",2240 days/173 days/587 days,2034-09-18/2026-07-08/2028-02-28,10.68%,20.11%,-9.43%,0.34,0.62,1116.6403/2354.1387/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No Moving Avg Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/797.1,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SJ.TO, Long, 2025-10-31 (Price: 79.61)",No Exit Yet,"2.88%, 14 days","100.0%, Past 31 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 81.9), 2.88% above",14 days,Upmove Bounce Back,23.66% (Price: 74.8871),9.36% above,"1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",7355.0%/9.52%/1157.17%,"-0.0%, 70.23%",3717 days/153 days/1242 days,2040-07-27/2026-06-09/2030-10-03,13.79%,17.66%,-3.88%,0.26,0.62,88.7492/1000.833/138.22/84.3925/95.0177/123.2166/No Moving Avg Target,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/75.23,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"IFT.NZ, Long, 2025-10-17 (Price: 12.43)",2025-11-18 (Price: 11.6),"-6.68%, 22 days","88.64%, Past 5 years, 44","Daily, was CONFIRMED on 2025-10-17",Already confirmed,"2025-11-20 (Price: 11.95), 3.86% below",24 days,Upmove Bounce Back,23.66% (Price: 11.9317),0.15% above,"2025-04-07 (Price: 9.13), 2025-09-12 (Price: 12.8)",49.32%/1.62%/13.7%,"0.96%, 15.98%",847 days/14 days/200 days,2029-02-24/2025-11-06/2026-08-02,8.65%,17.61%,-8.96%,0.54,0.71,12.6475/14.1329/14.63/No Horizontal Resistance/18.927/29.733/No Moving Avg Target,11.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.31,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"DBC, Long, 2025-10-16 (Price: 22.14)",2025-11-14 (Price: 22.97),"3.75%, 21 days","100.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-11-20 (Price: 22.68), 2.44% above",25 days,Upmove Bounce Back,38.2% (Price: 22.4428),1.06% above,"2025-08-19 (Price: 21.59), 2025-09-26 (Price: 22.97)",29.66%/0.04%/14.35%,"-0.0%, 9.05%",60 days/22 days/46 days,2026-01-10/2025-11-16/2025-12-21,93.76%,11.54%,82.22%,0.27,0.5,22.2263/25.3171/22.97/28.58/60.6441/65.878/No Moving Avg Target,22.07/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/22.07,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"GILD, Long, 2025-09-18 (Price: 113.62)",2025-11-13 (Price: 125.2),"10.19%, 40 days","100.0%, Past 5 years, 28","Daily, was CONFIRMED on 2025-09-18",Already confirmed,"2025-11-20 (Price: 124.99), 10.01% above",45 days,Upmove Bounce Back,23.66% (Price: 107.6908),16.06% above,"2024-05-31 (Price: 62.07), 2025-08-12 (Price: 121.83)",29.99%/0.5%/11.55%,"-0.0%, 27.82%",471 days/7 days/193 days,2027-08-01/2025-09-28/2026-06-24,10.34%,14.55%,-4.21%,0.57,0.58,116.3355/126.7431/149.48/120.895/121.083/140.4376/No Moving Avg Target,110.86/56.9733/104.5806/96.4152/No F-Track Level/No F-Track Level/111.81,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"CSCO, Long, 2025-09-10 (Price: 68.13)",2025-11-13 (Price: 77.38),"13.58%, 46 days","96.97%, Past 5 years, 33","Daily, was CONFIRMED on 2025-09-10",Already confirmed,"2025-11-20 (Price: 75.44), 10.73% above",51 days,Upmove Bounce Back,23.66% (Price: 67.7139),11.41% above,"2025-04-07 (Price: 52.11), 2025-08-11 (Price: 72.55)",47.1%/0.02%/12.88%,"1.05%, 38.6%",900 days/41 days/356 days,2029-04-05/2025-11-08/2027-02-07,5.38%,14.53%,-9.15%,0.54,0.59,68.5933/76.9051/80.39/No Horizontal Resistance/78.7458/109.6316/No Moving Avg Target,66.88/40.92/52.6706/48.463/No F-Track Level/No F-Track Level/65.69,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"SOXX, Long, 2025-06-30 (Price: 238.7)",2025-10-31 (Price: 306.55),"28.42%, 89 days","100.0%, Past 24 years, 20","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-20 (Price: 268.1), 12.32% above",103 days,Upmove Bounce Back,50% (Price: 145.7634),83.93% above,"2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",232.86%/6.72%/83.33%,"-0.0%, 59.88%",2847 days/239 days/969 days,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342/No Moving Avg Target,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level/234.25,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"GBPSGD=X, Long, 2025-03-31 (Price: 1.7372)",2025-10-31 (Price: 1.7102),"-1.55%, 154 days","75.0%, Past 55 years, 8","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-20 (Price: 1.7056), 1.82% below",168 days,Upmove Bounce Back,23.66% (Price: 1.6865),1.13% above,"2022-09-30 (Price: 1.4895), 2024-07-31 (Price: 1.7475)",5.36%/5.36%/5.36%,"4.45%, 10.09%",782 days/782 days/782 days,2028-05-06/2028-05-06/2028-05-06,-0.14%,-2.54%,2.41%,-0.04,-0.98,1.6974/1.8303/1.89/1.879/4.0285/5.5304/No Moving Avg Target,1.68/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.73,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"EWJ, Long, 2025-03-31 (Price: 68.56)",2025-10-31 (Price: 83.45),"21.72%, 154 days","92.86%, Past 29 years, 28","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-20 (Price: 79.49), 15.94% above",168 days,Upmove Bounce Back,38.2% (Price: 63.4608),25.26% above,"2022-10-31 (Price: 47.64), 2024-09-30 (Price: 73.24)",34.52%/2.11%/14.26%,"13.86%, 50.07%",4001 days/173 days/811 days,2041-02-10/2025-12-06/2028-06-17,2.48%,0.95%,1.53%,0.36,-0.11,70.7471/78.3367/83.92/73.68/83.4752/89.1379/74.9,67.1/53.98/52.3436/42.1436/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"RHHBY, Long, 2024-12-31 (Price: 34.88)",2025-11-20 (Price: 47.92) (Today),"37.39%, 232 days","100.0%, Past 24 years, 9","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-20 (Price: 47.92), 37.39% above",232 days,Upmove Bounce Back,88.6% (Price: 29.4418),62.76% above,"2018-06-30 (Price: 26.3), 2022-06-30 (Price: 53.86)",15.79%/12.77%/14.28%,"-0.0%, 30.62%",1695 days/1500 days/1597 days,2031-09-21/2030-12-12/2031-05-02,2.03%,6.19%,-4.16%,0.46,0.19,34.1824/39.8609/51.42/52.46/58.6089/65.2057/41.15,31.92/34.87/31.0544/130.7472/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-11-20 (Price: 37.14) (Today),"23.47%, 363 days","100.0%, Past 24 years, 6","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-20 (Price: 37.14), 23.47% above",363 days,Upmove Bounce Back,50% (Price: 19.875),86.87% above,"2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",589.02%/487.3%/538.16%,"-0.0%, 48.03%",3587 days/3327 days/3457 days,2038-09-20/2037-09-08/2038-03-16,9.52%,13.97%,-4.45%,0.67,0.5,36.7818/191.9585/51.7/37.034/38.8108/40.9296/36.0,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"SFTBY, Short, 2025-11-20 (Price: 56.93)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, is CONFIRMED on 2025-11-20",No Cancellation Possible,"2025-11-20 (Price: 56.93), 0.0% below",0 days,Upmove Break Below,38.2% (Price: 62.03),8.22% below,"2022-06-30 (Price: 16.78), 2025-11-20 (Price: 90.0)",22.05%/16.72%/18.57%,"0%, 22.05%",195 days/65 days/98 days,2026-08-29/2026-02-22/2026-04-10,14.54%,5.4%,9.14%,7.65,0.48,61.3592/46.3581/13.0/16.82/48.0625/43.9946/42.55,63.3/16.82/48.0625/43.9946/53.39/44.75/No Moving Avg Support,0.0%/1/90 days (Across ALL Assets),53.33%/15/92 days (Across ALL Assets)
"KWEB, Short, 2025-11-20 (Price: 36.23)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 12 years, 9","Monthly, is CONFIRMED on 2025-11-20",No Cancellation Possible,"2025-11-20 (Price: 36.23), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 37.1791),2.55% below,"2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",10.4%/3.11%/6.98%,"19.33%, 16.82%",66 days/21 days/36 days,2026-02-23/2025-12-20/2026-01-11,21.98%,5.3%,16.68%,0.3,0.14,33.3026/33.7011/20.54/24.5062/No F-Stack Support/No F-Stack Support/36.2,42.01/24.5062/No F-Stack Support/No F-Stack Support/39.3865/41.3508/No Moving Avg Support,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"SPOT, Short, 2025-11-20 (Price: 589.23)",No Exit Yet,"-0.0%, 0 days","87.5%, Past 7 years, 16","Weekly, is CONFIRMED on 2025-11-20",No Cancellation Possible,"2025-11-20 (Price: 589.23), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 615.6618),4.29% below,"2022-11-06 (Price: 69.285), 2025-06-29 (Price: 785.0)",11.53%/3.99%/7.19%,"16.98%, 11.53%",34 days/4 days/9 days,2026-01-08/2025-11-25/2025-12-03,38.54%,5.2%,33.34%,0.12,0.66,582.2771/546.8644/159.8/118.6/527.3045/463.0497/No Moving Avg Target,734.92/118.6/527.3045/463.0497/511.5969/427.1425/653.7,50.0%/6/32 days (Across ALL Assets),46.15%/13/24 days (Across ALL Assets)
"META, Short, 2025-11-20 (Price: 589.15)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-07",No Cancellation Possible,"2025-11-20 (Price: 589.15), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 628.6993),6.29% below,"2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",32.63%/3.19%/11.97%,"-0.0%, 32.63%",65 days/20 days/37 days,2026-02-22/2025-12-18/2026-01-12,94.49%,5.3%,89.19%,0.68,0.8,526.5823/518.6287/164.25/280.19/491.5059/449.4805/No Moving Avg Target,773.44/280.19/491.5059/449.4805/525.7329/442.17/675.37,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-20 (Price: 3023.0708) (Today),"21.42%, 14 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 3023.0708), 21.42% below",14 days,Upmove Break Below,23.66% (Price: 3801.2773),20.47% below,"2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184/3485.56,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"WPM, Short, 2025-10-31 (Price: 96.52)",No Exit Yet,"-3.21%, 14 days","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-20 (Price: 99.62), 3.21% above",14 days,Upmove Break Below,23.66% (Price: 96.3808),3.36% above,"2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",24.39%/3.3%/9.68%,"0.0%, 24.39%",65 days/20 days/32 days,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674/89.56,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
"ETH-USD, Short, 2025-09-30 (Price: 4145.9575)",2025-10-31 (Price: 3847.0803),"7.21%, 23 days","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-20 (Price: 3023.0708), 27.08% below",37 days,Upmove Break Below,23.66% (Price: 3993.6991),24.3% below,"2022-06-30 (Price: 896.109), 2025-08-31 (Price: 4953.7329)",32.85%/5.87%/20.42%,"38.7%, 32.85%",43 days/21 days/25 days,2025-12-01/2025-10-30/2025-11-05,120.83%,5.2%,115.63%,0.39,0.97,4115.692/3299.353/1711.38/1370.4997/3929.1537/3454.2267/3485.56,4390.02/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/46 days (Across ALL Assets),38.89%/18/73 days (Across ALL Assets)
