"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"TCS.NS, Long, 2025-12-05 (Price: 3238.2)",2025-12-24 (Price: 3319.0),"2.5%, 19 days","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-29 (Price: 3251.5), 0.41% above",24 days,"2, 2025-10-07 (Price: 2973.7)",2025-12-04 (Price: 3229.2),2025-12-05 (Price: 3238.2),25/24/24 days,0.69% above/0.41% above/0.41% above,2025-10-07 (Price: 3058.3407)/2025-12-05 (Price: 3204.1373),8.18%/1.59%/3.14%,"12.98%, 25.8%",4.4 months/6 days/1 month,2026-06-14/2025-12-13/2026-01-17,14.5%,5.53%,8.97%,0.53,0.28,3389.4239/3339.8795/3396.9/4543.575/5637.7577/6110.9256/3279.96,2990.2/2923.4601/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"MAR, Long, 2025-12-03 (Price: 306.65)",2025-12-26 (Price: 315.58),"2.91%, 23 days","100.0%, Past 4 years, 17","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-29 (Price: 314.41), 2.53% above",26 days,"10, 2025-03-18 (Price: 240.39)",2025-12-03 (Price: 306.65),2025-12-03 (Price: 306.65),26/26/26 days,2.53% above/2.53% above/2.53% above,2025-03-18 (Price: 268.29)/2025-12-03 (Price: 303.9669),7.63%/1.46%/4.32%,"0%, 12.09%",2.9 months/6 days/1.3 month,2026-04-08/2025-12-11/2026-01-28,22.14%,9.08%,13.06%,1.87,0.45,333.8192/319.8973/346.41/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,282.38/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/263.65,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"HDFCBANK.NS, Long, 2025-11-30 (Price: 1007.6)",No Exit Yet,"-1.58%, 29 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-29 (Price: 991.7), 1.58% below",29 days,"0, 2020-11-30 (Price: 720.425)",2025-11-30 (Price: 1007.6),2025-11-28 (Price: 1007.6),29/31/29 days,1.58% below/1.58% below/1.58% below,2020-11-30 (Price: 763.4559)/2025-11-30 (Price: 979.6324),23.14%/5.97%/13.11%,"11.13%, 17.76%",9.1 months/5 months/6.2 months,2026-12-30/2026-07-05/2026-08-26,11.02%,13.41%,-2.39%,0.59,0.75,1218.9945/1139.6964/1179.9/1009.6/1098.0619/1305.7899/No EMA 200 Target,701.7/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"XIU.TO, Long, 2025-11-30 (Price: 46.43)",No Exit Yet,"1.81%, 29 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-29 (Price: 47.27), 1.81% above",29 days,"2, 2023-05-31 (Price: 29.68)",2025-09-30 (Price: 44.77),2025-11-24 (Price: 45.37),90/35/29 days,5.58% above/4.19% above/1.81% above,2023-05-31 (Price: 31.8)/2025-11-30 (Price: 43.425),12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-08-17/2026-05-22/2026-11-30,6.01%,3.56%,2.45%,0.45,0.12,51.0823/51.2587/56.48/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.56%, 29 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-29 (Price: 119.59), 0.56% below",29 days,"2, 2024-09-30 (Price: 119.61)",2025-11-30 (Price: 120.26),2025-11-21 (Price: 120.08),29/38/29 days,0.56% below/0.41% below/0.56% below,2024-09-30 (Price: 120.33)/2025-11-30 (Price: 119.47),1.93%/1.13%/1.45%,"15.13%, 15.6%",11.2 months/6.1 months/8.1 months,2027-03-31/2026-08-22/2026-11-16,1.43%,0.7%,0.73%,-0.36,-0.87,123.3146/122.0038/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"XLV, Long, 2025-11-30 (Price: 157.65)",No Exit Yet,"-1.17%, 29 days","76.19%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-29 (Price: 155.81), 1.17% below",29 days,"2, 2024-09-30 (Price: 154.02)",2025-09-30 (Price: 139.17),2025-11-25 (Price: 158.77),90/34/29 days,11.96% above/1.86% below/1.17% below,2024-09-30 (Price: 159.64)/2025-11-30 (Price: 137.8933),17.42%/3.05%/8.57%,"20.84%, 36.99%",2.7 years/4.1 months/1.1 year,2029-10-07/2026-05-25/2027-06-26,4.12%,5.06%,-0.94%,0.26,0.28,171.87/171.1606/159.83/No Horizontal Resistance/174.1807/202.706/No EMA 200 Target,130.43/120.178/153.114/117.2225/No F-Track Level/No F-Track Level/139.6,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"^NSEI, Long, 2025-11-30 (Price: 26202.9492)",No Exit Yet,"-1.0%, 29 days","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-29 (Price: 25942.0996), 1.0% below",29 days,"2, 2024-09-30 (Price: 25810.8496)",2025-11-30 (Price: 26202.9492),2025-11-12 (Price: 25875.8008),29/47/29 days,1.0% below/0.26% above/1.0% below,2024-09-30 (Price: 26277.3496)/2025-11-30 (Price: 25331.5718),12.44%/2.54%/7.03%,"-0.0%, 10.7%",1.6 year/6 months/11.3 months,2028-03-13/2026-08-17/2027-04-05,7.14%,6.55%,0.59%,0.81,0.36,28760.357/28045.0165/26438.21/No Horizontal Resistance/33071.3292/48196.8152/No EMA 200 Target,22124.7/15428.8669/23723.236/17945.8431/No F-Track Level/No F-Track Level/24578.35,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"CSCO, Long, 2025-11-30 (Price: 76.94)",No Exit Yet,"1.1%, 29 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-29 (Price: 77.79), 1.1% above",29 days,"0, 2020-11-30 (Price: 43.02)",2025-10-31 (Price: 73.11),2025-11-13 (Price: 77.38),59/46/29 days,6.4% above/0.53% above/1.1% above,2020-11-30 (Price: 63.5339)/2025-11-30 (Price: 67.0234),25.25%/6.97%/16.52%,"26.7%, 42.44%",1.3 year/5 months/8.9 months,2027-10-08/2026-07-05/2026-12-21,3.74%,1.95%,1.79%,0.29,0.11,86.8268/89.6505/97.29/No Horizontal Resistance/78.7458/109.6316/No EMA 200 Target,46.5/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/66.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"NA.TO, Long, 2025-11-30 (Price: 168.95)",No Exit Yet,"3.71%, 29 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-29 (Price: 175.22), 3.71% above",29 days,"0, 2020-11-30 (Price: 71.94)",2025-10-31 (Price: 156.7),2025-11-28 (Price: 168.95),59/31/29 days,11.82% above/3.71% above/3.71% above,2020-11-30 (Price: 94.7324)/2025-11-30 (Price: 151.5703),28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,2028-01-21/2026-07-09/2027-01-16,8.11%,7.36%,0.75%,1.24,0.44,185.2199/200.645/227.16/No Horizontal Resistance/188.6608/207.1743/No EMA 200 Target,118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"UPS, Long, 2025-11-23 (Price: 94.66)",2025-12-29 (Price: 99.68) (Today),"5.3%, 1.2 month","84.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2025-12-29 (Price: 99.68), 5.3% above",1.2 month,"6, 2023-05-14 (Price: 168.5)",2025-11-23 (Price: 94.66),2025-11-21 (Price: 94.66),36/38/36 days,5.3% above/5.3% above/5.3% above,2023-05-14 (Price: 197.499)/2025-11-23 (Price: 93.6556),11.34%/2.91%/7.7%,"13.76%, 27.26%",9.8 months/28 days/4.1 months,2027-01-22/2026-01-02/2026-05-18,6.24%,1.27%,4.97%,0.28,0.02,91.8959/101.9488/138.96/221.2667/228.7501/295.6013/97.5,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"FBU.NZ, Long, 2025-11-16 (Price: 3.45)",2025-12-29 (Price: 3.65) (Today),"5.8%, 1.4 month","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2025-12-29 (Price: 3.65), 5.8% above",1.4 month,"4, 2024-06-30 (Price: 2.83)",2025-11-09 (Price: 3.49),2025-11-16 (Price: 3.45),50/43/43 days,4.58% above/5.8% above/5.8% above,2024-06-30 (Price: 3.5806)/2025-11-16 (Price: 3.3378),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2027-06-12/2026-04-17/2027-01-24,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.3399/3.6173/3.82/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.17,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"JPM, Long, 2025-11-10 (Price: 316.89)",2025-12-26 (Price: 327.91),"3.48%, 1.5 month","100.0%, Past 4 years, 31","Daily, is CONFIRMED on 2025-11-10",Already confirmed,"2025-12-29 (Price: 323.75), 2.16% above",1.6 month,"0, 2024-01-25 (Price: 172.94)",2025-11-07 (Price: 314.21),2025-11-10 (Price: 316.89),52/49/49 days,3.04% above/2.16% above/2.16% above,2024-01-25 (Price: 230.2753)/2025-11-10 (Price: 313.6753),6.21%/1.3%/3.22%,"-0.0%, 16.83%",3.3 months/6 days/18 days,2026-04-02/2025-11-18/2025-12-06,17.37%,9.85%,7.52%,1.54,0.5,320.4075/327.0939/403.26/No Horizontal Resistance/328.9175/381.492/No EMA 200 Target,294.11/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level/276.27,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"BAC, Long, 2025-10-26 (Price: 52.57)",2025-12-28 (Price: 56.17),"6.85%, 2.1 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-12-29 (Price: 55.35), 5.29% above",2.1 months,"4, 2024-11-24 (Price: 47.0)",2025-10-19 (Price: 51.28),2025-10-23 (Price: 51.76),71/67/64 days,7.94% above/6.94% above/5.29% above,2024-11-24 (Price: 47.8214)/2025-10-26 (Price: 49.9005),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-10-26/2025-12-17/2026-03-14,6.48%,6.95%,-0.47%,0.61,0.35,55.1091/56.6126/55.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.68,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"DIA, Long, 2025-10-26 (Price: 472.21)",2025-12-28 (Price: 487.03),"3.14%, 2.1 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-12-29 (Price: 484.59), 2.62% above",2.1 months,"0, 2021-07-04 (Price: 347.94)",2025-10-19 (Price: 461.78),2025-10-24 (Price: 472.21),71/66/64 days,4.94% above/2.62% above/2.62% above,2021-07-04 (Price: 360.4022)/2025-10-26 (Price: 455.6319),6.32%/1.23%/3.68%,"-0.0%, 14.86%",9.8 months/1.6 month/5.1 months,2026-12-25/2026-01-03/2026-06-04,6.77%,6.84%,-0.07%,2.38,0.43,490.8623/489.5873/546.77/No Horizontal Resistance/538.1343/826.9871/No EMA 200 Target,454.87/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/435.91,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"MSE.PA, Long, 2025-10-26 (Price: 63.0002)",2025-12-29 (Price: 64.15) (Today),"1.83%, 2.1 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-12-29 (Price: 64.15), 1.83% above",2.1 months,"2, 2025-05-11 (Price: 58.41)",2025-10-19 (Price: 62.29),2025-10-23 (Price: 62.98),71/67/64 days,2.99% above/1.86% above/1.83% above,2025-05-11 (Price: 60.3079)/2025-10-26 (Price: 61.523),10.47%/2.5%/6.07%,"-0.0%, 33.38%",1.4 year/1.2 month/6.9 months,2027-10-24/2025-12-17/2026-08-21,7.99%,3.79%,4.2%,2.07,0.15,66.4274/66.8243/65.75/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,57.29/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/58.9,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"RHHBY, Long, 2025-10-12 (Price: 45.66)",2025-12-21 (Price: 51.2),"12.13%, 2.3 months","87.5%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-10-10",Already confirmed,"2025-12-29 (Price: 51.79), 13.43% above",2.6 months,"4, 2024-11-10 (Price: 37.61)",2025-10-05 (Price: 45.3),2025-10-08 (Price: 45.32),85/82/78 days,14.33% above/14.28% above/13.43% above,2024-11-10 (Price: 46.7369)/2025-10-12 (Price: 40.1655),18.53%/3.11%/9.28%,"21.59%, 44.18%",1.2 year/1.2 month/4.5 months,2027-06-29/2025-12-03/2026-04-25,3.03%,4.77%,-1.74%,0.42,0.23,47.3996/49.8972/50.49/52.46/58.6089/65.2057/No EMA 200 Target,38.23/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/40.19,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"FBU.NZ, Long, 2025-10-05 (Price: 3.48)",2025-12-29 (Price: 3.65) (Today),"4.89%, 2.8 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2025-12-29 (Price: 3.65), 4.89% above",2.8 months,"0, 2021-06-13 (Price: 7.82)",2025-09-21 (Price: 3.14),2025-10-03 (Price: 3.48),99/87/85 days,16.24% above/4.89% above/4.89% above,2021-06-13 (Price: 8.3176)/2025-10-05 (Price: 2.9861),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2027-05-01/2026-03-06/2026-12-13,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.369/3.6488/6.08/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.11,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"BAC, Long, 2025-09-28 (Price: 52.21)",2025-12-28 (Price: 56.17),"7.58%, 3 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-12-29 (Price: 55.35), 6.01% above",3.1 months,"2, 2025-01-19 (Price: 46.53)",2025-09-14 (Price: 50.58),2025-09-25 (Price: 51.85),106/95/92 days,9.43% above/6.75% above/6.01% above,2025-01-19 (Price: 47.6304)/2025-09-28 (Price: 50.1756),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-28/2025-11-19/2026-02-14,6.48%,6.95%,-0.47%,0.61,0.35,54.7317/56.2249/55.62/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.08,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"^NDX, Long, 2025-09-21 (Price: 24626.25)",2025-12-28 (Price: 25644.3906),"4.13%, 3.3 months","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-29 (Price: 25525.5605), 3.65% above",3.3 months,"4, 2024-06-30 (Price: 19682.8691)",2025-09-14 (Price: 24092.1895),2025-09-21 (Price: 24626.25),106/99/99 days,5.95% above/3.65% above/3.65% above,2024-06-30 (Price: 20524.2455)/2025-09-21 (Price: 23788.9157),3.95%/1.69%/2.62%,"-0.0%, 35.49%",4.4 months/1.2 month/2.9 months,2026-03-31/2025-11-12/2026-01-25,3.75%,13.42%,-9.67%,0.85,0.8,26561.8733/25271.4578/27592.28/No Horizontal Resistance/25025.4383/33965.62/No EMA 200 Target,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/21525.56,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"BAC, Long, 2025-09-21 (Price: 52.25)",2025-12-28 (Price: 56.17),"7.5%, 3.3 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-29 (Price: 55.35), 5.93% above",3.3 months,"2, 2025-01-12 (Price: 45.11)",2025-09-14 (Price: 50.58),2025-09-17 (Price: 51.4),106/103/99 days,9.43% above/7.68% above/5.93% above,2025-01-12 (Price: 47.5596)/2025-09-21 (Price: 50.1049),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-21/2025-11-12/2026-02-07,6.48%,6.95%,-0.47%,0.61,0.35,54.7737/56.268/56.53/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.96,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",2025-12-29 (Price: 8.32) (Today),"5.99%, 3.3 months","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-29 (Price: 8.32), 5.99% above",3.3 months,"2, 2025-02-09 (Price: 8.71)",2025-09-14 (Price: 7.79),2025-09-19 (Price: 7.85),106/101/99 days,6.8% above/5.99% above/5.99% above,2025-02-09 (Price: 8.7852)/2025-09-21 (Price: 7.5518),12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,2026-08-12/2025-10-31/2026-01-20,11.42%,5.83%,5.59%,1.52,0.3,8.5824/8.3171/8.37/8.8962/11.1706/12.8535/7.98,7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"JPM, Long, 2025-09-19 (Price: 314.78)",2025-12-26 (Price: 327.91),"4.17%, 3.3 months","100.0%, Past 4 years, 31","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-29 (Price: 323.75), 2.85% above",3.4 months,"0, 2023-12-01 (Price: 156.84)",2025-09-19 (Price: 314.78),2025-09-19 (Price: 314.78),101/101/101 days,2.85% above/2.85% above/2.85% above,2023-12-01 (Price: 182.4918)/2025-09-19 (Price: 311.9329),6.21%/1.3%/3.22%,"-0.0%, 16.83%",3.3 months/6 days/18 days,2026-02-09/2025-09-27/2025-10-15,17.37%,9.85%,7.52%,1.54,0.5,318.2741/324.9159/409.54/No Horizontal Resistance/328.9175/381.492/No EMA 200 Target,292.91/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level/265.08,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"SFTBY, Long, 2025-07-31 (Price: 38.15)",2025-12-29 (Price: 57.33) (Today),"50.28%, 5 months","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-29 (Price: 57.33), 50.28% above",5 months,"2, 2024-07-31 (Price: 30.54)",2025-06-30 (Price: 36.43),2025-07-18 (Price: 37.5),182/164/151 days,57.37% above/52.88% above/50.28% above,2024-07-31 (Price: 37.19)/2025-07-31 (Price: 32.01),36.66%/36.66%/36.66%,"-0.0%, 64.04%",1 year/1 year/1 year,2027-01-03/2027-01-03/2027-01-03,12.92%,8.11%,4.81%,0.88,0.41,36.8529/52.1358/42.72/No Horizontal Resistance/48.3837/56.3971/No EMA 200 Target,25.22/16.82/32.5245/28.6536/No F-Track Level/No F-Track Level/29.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"SLV, Long, 2025-07-31 (Price: 33.32)",2025-11-30 (Price: 51.21),"53.69%, 4.1 months","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-29 (Price: 66.01), 98.11% above",5 months,"2, 2024-07-31 (Price: 26.39)",2025-06-30 (Price: 32.81),2025-07-02 (Price: 33.24),182/180/151 days,101.19% above/98.59% above/98.11% above,2024-07-31 (Price: 32.034)/2025-07-31 (Price: 31.098),45.26%/2.87%/19.7%,"54.87%, 60.6%",2 years/4.1 months/11.1 months,2028-06-07/2026-01-23/2026-11-25,3.08%,4.57%,-1.49%,0.61,0.23,37.9382/39.884/37.48/No Horizontal Resistance/47.5817/54.635/No EMA 200 Target,26.33/18.99/31.6598/28.4154/No F-Track Level/No F-Track Level/29.96,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BAC, Long, 2025-07-31 (Price: 47.27)",2025-12-29 (Price: 55.35) (Today),"17.09%, 5 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-29 (Price: 55.35), 17.09% above",5 months,"8, 2021-07-31 (Price: 38.36)",2025-05-31 (Price: 44.13),2025-07-30 (Price: 47.96),212/152/151 days,25.42% above/15.41% above/17.09% above,2021-07-31 (Price: 51.4786)/2025-07-31 (Price: 42.0938),30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-06-08/2026-03-05/2026-08-26,4.68%,2.37%,2.31%,0.29,0.18,55.0601/55.8495/52.62/48.715/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.14,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-29 (Price: 54.66) (Today),"12.56%, 5 months","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-29 (Price: 54.66), 12.56% above",5 months,"0, 2020-07-31 (Price: 43.29)",2025-05-31 (Price: 45.52),2025-07-31 (Price: 48.56),212/151/151 days,20.08% above/12.56% above/12.56% above,2020-07-31 (Price: 60.0161)/2025-07-31 (Price: 45.2207),23.15%/1.8%/11.72%,"17.13%, 38.01%",1.6 year/4 months/9.6 months,2027-11-12/2026-01-20/2026-09-21,1.85%,4.85%,-3.0%,0.23,0.23,56.1111/54.2512/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-12-29 (Price: 74.78) (Today),"43.01%, 5 months","95.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-29 (Price: 74.78), 43.01% above",5 months,"4, 2023-07-31 (Price: 32.1)",2025-05-31 (Price: 44.61),2025-07-02 (Price: 48.62),212/180/151 days,67.63% above/53.81% above/43.01% above,2023-07-31 (Price: 58.772)/2025-07-31 (Price: 36.956),69.93%/3.87%/34.79%,"37.81%, 54.03%",11.2 months/5 months/6 months,2026-11-29/2026-03-05/2026-04-17,16.29%,14.03%,2.26%,1.02,0.66,103.4139/70.4817/64.4/No Horizontal Resistance/50.7492/58.5532/No EMA 200 Target,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level/41.26,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-30 (Price: 7.75),"17.78%, 5.1 months","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-12-29 (Price: 8.17), 24.16% above",6.1 months,"4, 2022-06-30 (Price: 3.1)",2025-05-31 (Price: 6.15),2025-06-16 (Price: 6.4),212/196/182 days,32.85% above/27.66% above/24.16% above,2022-06-30 (Price: 2.9723)/2025-06-30 (Price: 6.0296),44.06%/28.75%/36.57%,"-0.0%, 15.01%",1.4 year/6.1 months/9.1 months,2027-06-28/2026-03-22/2026-07-30,14.41%,0.49%,13.92%,1.44,-0.1,7.9671/8.9863/8.67/No Horizontal Resistance/8.5311/12.0421/No EMA 200 Target,3.0/2.942/6.3611/No support/No F-Track Level/No F-Track Level/5.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
