"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"FBU.NZ, Long, 2025-12-31 (Price: 3.68)",No Exit Yet,"3.53%, 6 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-06 (Price: 3.81), 3.53% above",6 days,"8, 2021-04-30 (Price: 7.27)",2025-10-31 (Price: 3.26),2025-12-31 (Price: 3.68),67/6/6 days,16.87% above/3.53% above/3.53% above,2021-04-30 (Price: 8.1708)/2025-12-31 (Price: 3.1092),27.18%/11.21%/20.88%,"-0.0%, 49.28%",6.1 months/5 months/5.3 months,2026-09-22/2026-08-05/2026-08-18,5.5%,0.69%,4.81%,1.23,0.0,4.2997/4.4484/5.83/7.985/12.7156/14.3053/No EMA 200 Target,2.83/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.23,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"MFT.NZ, Long, 2025-12-31 (Price: 68.62)",No Exit Yet,"-0.17%, 6 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-06 (Price: 68.5), 0.17% below",6 days,"0, 2020-12-31 (Price: 69.5)",2025-12-31 (Price: 68.62),2025-12-31 (Price: 68.62),6/6/6 days,0.17% below/0.17% below/0.17% below,2020-12-31 (Price: 105.6512)/2025-12-31 (Price: 66.51),38.76%/5.7%/13.28%,"24.41%, 40.93%",1.8 year/5 months/8.5 months,2028-07-26/2026-08-05/2027-01-04,9.96%,11.66%,-1.7%,0.82,0.67,106.3884/77.7327/69.15/85.45/105.252/119.9356/No EMA 200 Target,55.51/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.85,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"BDGI.TO, Long, 2025-12-31 (Price: 73.13)",No Exit Yet,"-0.67%, 6 days","100.0%, Past 33 years, 6","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-06 (Price: 72.64), 0.67% below",6 days,"0, 2018-06-30 (Price: 31.67)",2025-09-30 (Price: 61.38),2025-12-31 (Price: 73.13),98/6/6 days,18.34% above/0.67% below/0.67% below,2018-06-30 (Price: 49.0339)/2025-12-31 (Price: 52.2506),227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-07-26/2027-11-08/2028-04-13,16.49%,8.5%,7.99%,0.7,0.42,150.8453/189.2824/98.01/No Horizontal Resistance/79.8787/88.3247/No EMA 200 Target,26.66/24.32/70.6207/63.2847/No F-Track Level/No F-Track Level/55.48,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"EFA, Long, 2025-12-31 (Price: 96.03)",No Exit Yet,"2.36%, 6 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-06 (Price: 98.3), 2.36% above",6 days,"2, 2023-06-30 (Price: 72.5)",2025-12-31 (Price: 96.03),2025-12-29 (Price: 96.28),6/8/6 days,2.36% above/2.1% above/2.36% above,2023-06-30 (Price: 74.0386)/2025-12-31 (Price: 95.0814),18.42%/4.43%/10.16%,"13.47%, 23.01%",1.5 year/5 months/8.9 months,2028-02-21/2026-08-05/2027-01-21,4.72%,2.4%,2.32%,0.44,0.03,108.197/105.7866/110.15/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.61/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/90.09,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"GLD, Long, 2025-12-28 (Price: 416.74)",No Exit Yet,"-0.85%, 9 days","85.19%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-06 (Price: 413.18), 0.85% below",9 days,"6, 2024-08-11 (Price: 224.56)",2025-12-21 (Price: 399.02),2025-12-28 (Price: 416.74),16/9/9 days,3.55% above/0.85% below/0.85% below,2024-08-11 (Price: 229.74)/2025-12-28 (Price: 400.7524),8.71%/1.73%/6.03%,"3.13%, 23.93%",10.5 months/28 days/3.3 months,2027-03-29/2026-02-06/2026-05-20,4.9%,5.02%,-0.12%,1.33,0.26,443.9948/441.8694/532.05/No Horizontal Resistance/424.4974/624.146/No EMA 200 Target,236.59/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level/330.26,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"GS, Long, 2025-12-28 (Price: 907.04)",No Exit Yet,"5.34%, 9 days","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-06 (Price: 955.47), 5.34% above",9 days,"6, 2024-08-11 (Price: 490.26)",2025-12-14 (Price: 887.96),2025-12-28 (Price: 907.04),23/9/9 days,7.6% above/5.34% above/5.34% above,2024-08-11 (Price: 536.6316)/2025-12-28 (Price: 867.6605),16.64%/3.18%/8.74%,"0%, 44.52%",1.5 year/1.4 month/6.1 months,2028-02-18/2026-02-26/2026-09-19,9.45%,7.78%,1.67%,2.03,0.4,929.9881/986.3153/1157.11/No Horizontal Resistance/931.1482/1236.8362/No EMA 200 Target,470.81/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/700.8,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"MAR, Long, 2025-12-28 (Price: 315.58)",No Exit Yet,"1.99%, 9 days","81.48%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-06 (Price: 321.86), 1.99% above",9 days,"2, 2025-05-18 (Price: 273.23)",2025-12-21 (Price: 310.16),2025-12-28 (Price: 315.58),16/9/9 days,3.77% above/1.99% above/1.99% above,2025-05-18 (Price: 276.02)/2025-12-28 (Price: 306.94),16.53%/2.51%/7.6%,"12.52%, 61.32%",10.7 months/28 days/2.5 months,2027-04-06/2026-02-06/2026-04-15,11.8%,10.04%,1.76%,0.46,0.51,362.2858/339.5641/340.99/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,260.2/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/266.17,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"WPM, Long, 2025-12-28 (Price: 124.22)",No Exit Yet,"1.04%, 9 days","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-06 (Price: 125.51), 1.04% above",9 days,"6, 2024-08-11 (Price: 55.81)",2025-12-21 (Price: 119.7),2025-12-26 (Price: 124.22),16/11/9 days,4.85% above/1.04% above/1.04% above,2024-08-11 (Price: 58.517)/2025-12-28 (Price: 119.4562),30.46%/2.87%/10.34%,"13.4%, 61.17%",2.8 months/28 days/1.6 month,2026-04-28/2026-02-06/2026-03-07,5.32%,5.11%,0.21%,0.63,0.29,134.2694/137.0643/165.27/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,96.52/38.3375/98.515/93.6878/No F-Track Level/No F-Track Level/94.77,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"MFT.NZ, Long, 2025-12-28 (Price: 69.01)",No Exit Yet,"-0.74%, 9 days","90.91%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-06 (Price: 68.5), 0.74% below",9 days,"4, 2024-06-16 (Price: 69.0)",2025-12-21 (Price: 68.26),2025-12-24 (Price: 69.01),16/13/9 days,0.35% above/0.74% below/0.74% below,2024-06-16 (Price: 78.9982)/2025-12-28 (Price: 66.4602),13.53%/1.78%/5.86%,"5.83%, 27.74%",1.2 year/28 days/4.4 months,2027-09-14/2026-02-06/2026-07-07,9.15%,10.41%,-1.26%,1.17,0.61,74.3169/73.054/69.02/85.45/105.252/119.9356/No EMA 200 Target,58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.83,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"DOL.TO, Long, 2025-12-28 (Price: 205.3)",No Exit Yet,"-2.46%, 9 days","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-06 (Price: 200.25), 2.46% below",9 days,"2, 2025-06-15 (Price: 193.74)",2025-12-28 (Price: 205.3),2025-12-28 (Price: 205.3),9/9/9 days,2.46% below/2.46% below/2.46% below,2025-06-15 (Price: 196.46)/2025-12-28 (Price: 202.62),14.72%/3.73%/8.72%,"0%, 10.74%",4.4 months/1.2 month/1.7 month,2026-07-07/2026-02-18/2026-03-11,11.66%,19.11%,-7.45%,2.37,1.22,244.7587/223.2022/212.24/No Horizontal Resistance/294.0831/455.769/No EMA 200 Target,174.88/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/182.17,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"TD.TO, Long, 2025-12-28 (Price: 129.16)",No Exit Yet,"1.22%, 9 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2026-01-06 (Price: 130.73), 1.22% above",9 days,"2, 2025-07-13 (Price: 100.69)",2025-12-14 (Price: 125.8),2025-12-23 (Price: 128.92),23/14/9 days,3.92% above/1.4% above/1.22% above,2025-07-13 (Price: 101.7338)/2025-12-28 (Price: 124.0442),12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,2028-07-23/2026-02-06/2026-07-20,7.49%,5.65%,1.84%,1.01,0.31,138.5241/137.6587/146.24/No Horizontal Resistance/128.6672/152.0396/No EMA 200 Target,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/102.19,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"ETH-USD, Long, 2025-12-27 (Price: 2947.9983)",2026-01-03 (Price: 3125.9175),"6.04%, 7 days","92.86%, Past 4 years, 42","Daily, is CONFIRMED on 2025-12-27",Already confirmed,"2026-01-06 (Price: 3275.3845), 11.11% above",10 days,"4, 2025-10-04 (Price: 4489.1973)",2025-12-26 (Price: 2925.7456),2025-12-27 (Price: 2947.9983),11/10/10 days,11.95% above/11.11% above/11.11% above,2025-10-04 (Price: 4791.3655)/2025-12-27 (Price: 2896.2417),39.76%/1.01%/13.37%,"17.31%, 42.86%",3 months/5 days/23 days,2026-05-06/2026-01-03/2026-01-29,60.18%,45.2%,14.98%,0.97,1.15,3593.3151/3342.1457/3872.72/4922.7188/4887.278/5344.0381/3585.05,2827.07/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"UPS, Long, 2025-11-23 (Price: 94.66)",2026-01-04 (Price: 101.02),"6.72%, 1.4 month","84.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2026-01-06 (Price: 105.22), 11.16% above",1.5 month,"6, 2023-05-14 (Price: 168.5)",2025-11-23 (Price: 94.66),2025-11-21 (Price: 94.66),44/46/44 days,11.16% above/11.16% above/11.16% above,2023-05-14 (Price: 197.499)/2025-11-23 (Price: 93.6556),11.34%/2.91%/7.7%,"13.76%, 27.26%",9.8 months/28 days/4.1 months,2027-01-22/2026-01-02/2026-05-18,6.24%,1.27%,4.97%,0.28,0.02,91.8959/101.9488/138.96/221.2667/228.7501/295.6013/97.5,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"FBU.NZ, Long, 2025-11-16 (Price: 3.45)",2026-01-04 (Price: 3.68),"6.67%, 1.6 month","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2026-01-06 (Price: 3.81), 10.43% above",1.7 month,"4, 2024-06-30 (Price: 2.83)",2025-11-09 (Price: 3.49),2025-11-16 (Price: 3.45),58/51/51 days,9.17% above/10.43% above/10.43% above,2024-06-30 (Price: 3.5806)/2025-11-16 (Price: 3.3378),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2027-06-12/2026-04-17/2027-01-24,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.3399/3.6173/3.82/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.17,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"SJ.TO, Long, 2025-11-09 (Price: 83.75)",2026-01-06 (Price: 89.43) (Today),"6.78%, 1.9 month","83.33%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-11-07",Already confirmed,"2026-01-06 (Price: 89.43), 6.78% above",1.9 month,"6, 2024-06-23 (Price: 85.96)",2025-11-09 (Price: 83.75),2025-11-06 (Price: 81.86),58/61/58 days,6.78% above/9.25% above/6.78% above,2024-06-23 (Price: 99.5)/2025-11-09 (Price: 77.9),23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,2027-04-14/2025-12-31/2026-03-01,13.27%,11.85%,1.42%,0.6,0.66,93.0463/90.3411/85.08/84.3925/95.0177/123.2166/No EMA 200 Target,76.55/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/74.69,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"^DJI, Long, 2025-11-02 (Price: 47562.8711)",2026-01-06 (Price: 49462.0781) (Today),"3.99%, 2.2 months","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2026-01-06 (Price: 49462.0781), 3.99% above",2.2 months,"0, 2021-07-11 (Price: 34870.1602)",2025-10-19 (Price: 46190.6094),2025-10-31 (Price: 47562.8711),79/67/65 days,7.08% above/3.99% above/3.99% above,2021-07-11 (Price: 36111.9479)/2025-11-02 (Price: 45602.9241),6.39%/1.18%/4.01%,"-0.0%, 34.78%",11.7 months/1.2 month/6.1 months,2027-03-25/2025-12-24/2026-07-25,5.68%,6.86%,-1.18%,2.06,0.43,49555.7554/49470.1422/55178.5/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43702.44,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"BAC, Long, 2025-10-26 (Price: 52.57)",2025-12-28 (Price: 56.17),"6.85%, 2.1 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-06 (Price: 57.25), 8.9% above",2.4 months,"4, 2024-11-24 (Price: 47.0)",2025-10-19 (Price: 51.28),2025-10-23 (Price: 51.76),79/75/72 days,11.64% above/10.61% above/8.9% above,2024-11-24 (Price: 47.8214)/2025-10-26 (Price: 49.9005),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-10-26/2025-12-17/2026-03-14,6.48%,6.95%,-0.47%,0.61,0.35,55.1091/56.6126/55.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.68,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"DIA, Long, 2025-10-26 (Price: 472.21)",2025-12-28 (Price: 487.03),"3.14%, 2.1 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-06 (Price: 494.61), 4.74% above",2.4 months,"0, 2021-07-04 (Price: 347.94)",2025-10-19 (Price: 461.78),2025-10-24 (Price: 472.21),79/74/72 days,7.11% above/4.74% above/4.74% above,2021-07-04 (Price: 360.4022)/2025-10-26 (Price: 455.6319),6.32%/1.23%/3.68%,"-0.0%, 14.86%",9.8 months/1.6 month/5.1 months,2026-12-25/2026-01-03/2026-06-04,6.77%,6.84%,-0.07%,2.38,0.43,490.8623/489.5873/546.77/No Horizontal Resistance/538.1343/826.9871/No EMA 200 Target,454.87/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/435.91,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"MSE.PA, Long, 2025-10-26 (Price: 63.0002)",2026-01-04 (Price: 65.3),"3.65%, 2.3 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-06 (Price: 66.16), 5.02% above",2.4 months,"2, 2025-05-11 (Price: 58.41)",2025-10-19 (Price: 62.29),2025-10-23 (Price: 62.98),79/75/72 days,6.21% above/5.05% above/5.02% above,2025-05-11 (Price: 60.3079)/2025-10-26 (Price: 61.523),10.47%/2.5%/6.07%,"-0.0%, 33.38%",1.4 year/1.2 month/6.9 months,2027-10-24/2025-12-17/2026-08-21,7.99%,3.79%,4.2%,2.07,0.15,66.4274/66.8243/65.75/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,57.29/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/58.9,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"^NSEI, Long, 2025-10-19 (Price: 25709.8496)",2026-01-06 (Price: 26178.6992) (Today),"1.82%, 2.6 months","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-10-17",Already confirmed,"2026-01-06 (Price: 26178.6992), 1.82% above",2.6 months,"0, 2021-06-27 (Price: 15860.3496)",2025-10-19 (Price: 25709.8496),2025-10-17 (Price: 25709.8496),79/81/79 days,1.82% above/1.82% above/1.82% above,2021-06-27 (Price: 24928.3552)/2025-10-19 (Price: 25136.613),8.4%/1.59%/4.23%,"-0.0%, 12.99%",8.6 months/1.2 month/3.3 months,2026-10-27/2025-12-10/2026-03-11,8.66%,7.17%,1.49%,1.5,0.46,27383.5608/26797.3762/31619.55/25973.3496/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,24363.3/15428.8669/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/24230.32,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"FBU.NZ, Long, 2025-10-05 (Price: 3.48)",2026-01-04 (Price: 3.68),"5.75%, 3 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2026-01-06 (Price: 3.81), 9.48% above",3.1 months,"0, 2021-06-13 (Price: 7.82)",2025-09-21 (Price: 3.14),2025-10-03 (Price: 3.48),107/95/93 days,21.34% above/9.48% above/9.48% above,2021-06-13 (Price: 8.3176)/2025-10-05 (Price: 2.9861),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2027-05-01/2026-03-06/2026-12-13,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.369/3.6488/6.08/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.11,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"BAC, Long, 2025-09-28 (Price: 52.21)",2025-12-28 (Price: 56.17),"7.58%, 3 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2026-01-06 (Price: 57.25), 9.65% above",3.3 months,"2, 2025-01-19 (Price: 46.53)",2025-09-14 (Price: 50.58),2025-09-25 (Price: 51.85),114/103/100 days,13.19% above/10.41% above/9.65% above,2025-01-19 (Price: 47.6304)/2025-09-28 (Price: 50.1756),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-28/2025-11-19/2026-02-14,6.48%,6.95%,-0.47%,0.61,0.35,54.7317/56.2249/55.62/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.08,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"^NDX, Long, 2025-09-21 (Price: 24626.25)",2025-12-28 (Price: 25644.3906),"4.13%, 3.3 months","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-06 (Price: 25639.7051), 4.12% above",3.6 months,"4, 2024-06-30 (Price: 19682.8691)",2025-09-14 (Price: 24092.1895),2025-09-21 (Price: 24626.25),114/107/107 days,6.42% above/4.12% above/4.12% above,2024-06-30 (Price: 20524.2455)/2025-09-21 (Price: 23788.9157),3.95%/1.69%/2.62%,"-0.0%, 35.49%",4.4 months/1.2 month/2.9 months,2026-03-31/2025-11-12/2026-01-25,3.75%,13.42%,-9.67%,0.85,0.8,26561.8733/25271.4578/27592.28/No Horizontal Resistance/25025.4383/33965.62/No EMA 200 Target,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/21525.56,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"WPM.TO, Long, 2025-09-21 (Price: 148.53)",2026-01-06 (Price: 173.06) (Today),"16.52%, 3.6 months","86.67%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-06 (Price: 173.06), 16.52% above",3.6 months,"4, 2024-08-25 (Price: 83.91)",2025-09-21 (Price: 148.53),2025-09-19 (Price: 148.53),107/109/107 days,16.52% above/16.52% above/16.52% above,2024-08-25 (Price: 83.0762)/2025-09-21 (Price: 145.5318),27.09%/5.0%/11.19%,"14.05%, 49.41%",4.4 months/1.2 month/2.6 months,2026-03-31/2025-11-12/2026-01-11,3.49%,6.66%,-3.17%,0.68,0.35,158.0062/165.1505/187.3/No Horizontal Resistance/146.152/178.0989/No EMA 200 Target,82.12/48.855/125.9496/92.3678/No F-Track Level/No F-Track Level/111.59,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"BAC, Long, 2025-09-21 (Price: 52.25)",2025-12-28 (Price: 56.17),"7.5%, 3.3 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-06 (Price: 57.25), 9.57% above",3.6 months,"2, 2025-01-12 (Price: 45.11)",2025-09-14 (Price: 50.58),2025-09-17 (Price: 51.4),114/111/107 days,13.19% above/11.38% above/9.57% above,2025-01-12 (Price: 47.5596)/2025-09-21 (Price: 50.1049),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-21/2025-11-12/2026-02-07,6.48%,6.95%,-0.47%,0.61,0.35,54.7737/56.268/56.53/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.96,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"WPM, Long, 2025-09-21 (Price: 107.65)",2026-01-06 (Price: 125.51) (Today),"16.59%, 3.6 months","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-06 (Price: 125.51), 16.59% above",3.6 months,"4, 2024-08-25 (Price: 62.11)",2025-09-21 (Price: 107.65),2025-09-19 (Price: 107.65),107/109/107 days,16.59% above/16.59% above/16.59% above,2024-08-25 (Price: 60.9383)/2025-09-21 (Price: 105.9604),30.46%/2.87%/10.34%,"13.4%, 61.17%",2.8 months/28 days/1.6 month,2026-01-20/2025-10-31/2025-11-29,5.32%,5.11%,0.21%,0.63,0.29,116.3589/118.781/134.97/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,57.06/38.292/98.515/93.6878/No F-Track Level/No F-Track Level/79.86,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",2026-01-04 (Price: 8.33),"6.11%, 3.5 months","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2026-01-06 (Price: 8.5), 8.28% above",3.6 months,"2, 2025-02-09 (Price: 8.71)",2025-09-14 (Price: 7.79),2025-09-19 (Price: 7.85),114/109/107 days,9.11% above/8.28% above/8.28% above,2025-02-09 (Price: 8.7852)/2025-09-21 (Price: 7.5518),12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,2026-08-12/2025-10-31/2026-01-20,11.42%,5.83%,5.59%,1.52,0.3,8.5824/8.3171/8.37/8.8962/11.1706/12.8535/7.98,7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-06 (Price: 47.905) (Today),"12.03%, 4.3 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-06 (Price: 47.905), 12.03% above",4.3 months,"0, 2020-08-31 (Price: 24.88)",2025-08-31 (Price: 42.76),2025-08-29 (Price: 42.76),128/130/128 days,12.03% above/12.03% above/12.03% above,2020-08-31 (Price: 30.7492)/2025-08-31 (Price: 40.7124),12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-05-18/2026-02-20/2026-08-31,6.01%,3.56%,2.45%,0.45,0.12,47.0446/47.207/53.49/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
