"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"NIO, Long, 2025-11-04 (Price: 7.16)",No Exit Yet,"-6.28%, 4 days","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2025-11-04",Already confirmed,"2025-11-10 (Price: 6.71), 6.28% below",4 days,Upmove Bounce Back,23.66% (Price: 6.837),1.86% below,"2025-04-08 (Price: 3.02), 2025-10-02 (Price: 8.02)",49.89%/49.89%/49.89%,"-0.0%, 25.1%",69 days/69 days/69 days,2026-02-11/2026-02-11/2026-02-11,346.26%,-27.6%,373.86%,0.26,-0.14,7.0512/10.7321/10.16/24.205/No Next Fib Ext/No Next Fib Ext,6.71/3.62/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,6.98/4.91,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"WMT, Long, 2025-11-04 (Price: 102.27)",No Exit Yet,"0.15%, 4 days","90.62%, Past 5 years, 32","Daily, was CONFIRMED on 2025-11-04",Already confirmed,"2025-11-10 (Price: 102.42), 0.15% above",4 days,Upmove Bounce Back,23.66% (Price: 102.5364),0.11% below,"2025-04-07 (Price: 79.81), 2025-10-16 (Price: 109.58)",14.63%/0.49%/9.29%,"4.76%, 26.01%",453 days/33 days/142 days,2027-08-22/2025-12-21/2026-05-28,10.62%,16.05%,-5.43%,0.64,0.7,104.0086/111.7709/120.13/105.01/108.7906/137.8139,101.18/42.3916/98.8222/85.5556/No F-Track Level/No F-Track Level,103.15/97.68,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"LYFT, Long, 2025-11-03 (Price: 20.95)",2025-11-10 (Price: 23.72) (Today),"13.22%, 5 days","96.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-10 (Price: 23.72), 13.22% above",5 days,Upmove Bounce Back,38.2% (Price: 19.552),21.32% above,"2025-08-11 (Price: 13.165), 2025-09-17 (Price: 23.5)",52.96%/0.97%/21.59%,"5.88%, 53.48%",394 days/27 days/190 days,2027-05-27/2025-12-12/2026-08-05,19.21%,-6.72%,25.93%,0.41,0.2,20.8306/25.4731/27.15/57.19/81.0416/101.3843,19.75/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,20.44/15.58,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"SONY, Long, 2025-11-03 (Price: 27.95)",No Exit Yet,"0.07%, 5 days","89.47%, Past 5 years, 19","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-10 (Price: 27.97), 0.07% above",5 days,Upmove Bounce Back,38.2% (Price: 27.8032),0.6% above,"2025-07-16 (Price: 23.78), 2025-10-09 (Price: 30.29)",24.5%/7.06%/17.24%,"5.03%, 23.78%",183 days/63 days/95 days,2026-07-26/2026-02-02/2026-03-20,23.93%,9.83%,14.1%,0.54,0.36,28.6487/32.7686/31.86/No Horizontal Resistance/33.2191/35.3948,27.75/14.992/26.0795/24.8529/No F-Track Level/No F-Track Level,28.76/25.9,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"BIPC.TO, Long, 2025-11-03 (Price: 64.43)",No Exit Yet,"-2.81%, 5 days","95.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-10 (Price: 62.62), 2.81% below",5 days,Upmove Bounce Back,23.66% (Price: 59.4945),5.25% above,"2023-10-30 (Price: 35.31), 2025-10-16 (Price: 66.99)",18.49%/5.22%/10.88%,"2.3%, 12.67%",110 days/13 days/51 days,2026-04-11/2025-11-21/2026-01-15,47.75%,4.17%,43.58%,0.53,0.14,64.604/71.44/83.44/66.5925/No Next Fib Ext/No Next Fib Ext,60.76/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,59.77/56.1,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"MX.TO, Long, 2025-11-03 (Price: 52.3)",No Exit Yet,"-0.55%, 5 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-10 (Price: 52.01), 0.55% below",5 days,Upmove Bounce Back,88.6% (Price: 46.0338),12.98% above,"2025-08-12 (Price: 44.57), 2025-10-07 (Price: 57.41)",56.52%/5.07%/26.08%,"-0.0%, 41.4%",715 days/33 days/192 days,2028-09-03/2025-12-20/2026-08-08,19.49%,7.34%,12.15%,0.51,0.31,52.4098/65.9398/60.0/73.435/104.8718/122.9238,47.41/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level,52.11/51.03,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"DIS, Long, 2025-11-02 (Price: 112.62)",No Exit Yet,"-0.34%, 5 days","92.86%, Past 20 years, 42","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2025-11-10 (Price: 112.24), 0.34% below",5 days,Upmove Bounce Back,38.2% (Price: 107.6566),4.26% above,"2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",338.75%/2.06%/55.12%,"7.93%, 55.37%",2544 days/29 days/449 days,2035-12-04/2025-12-14/2027-08-14,8.38%,7.54%,0.84%,0.32,0.27,115.4693/174.6961/139.37/168.455/207.5364/245.6322,109.19/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,113.33/110.13,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"CNU.NZ, Long, 2025-11-02 (Price: 9.36)",No Exit Yet,"1.18%, 5 days","100.0%, Past 13 years, 24","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2025-11-10 (Price: 9.47), 1.18% above",5 days,Upmove Bounce Back,38.2% (Price: 9.046),4.69% above,"2025-03-23 (Price: 7.535), 2025-09-07 (Price: 9.98)",167.25%/5.27%/46.32%,"-0.0%, 32.23%",1554 days/64 days/638 days,2031-12-31/2026-02-02/2028-05-14,7.15%,7.61%,-0.47%,0.46,0.27,9.681/13.6956/10.83/No Horizontal Resistance/10.0225/12.705,9.2/6.0983/9.3249/7.51/No F-Track Level/No F-Track Level,9.44/8.71,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"BTC-USD, Long, 2025-11-01 (Price: 110064.0156)",No Exit Yet,"-4.11%, 5 days","93.75%, Past 5 years, 64","Daily, was CONFIRMED on 2025-11-01",Already confirmed,"2025-11-10 (Price: 105536.8906), 4.11% below",5 days,Upmove Bounce Back,23.66% (Price: 107961.6918),2.25% below,"2024-08-05 (Price: 49121.2383), 2025-10-06 (Price: 126198.0703)",133.41%/2.6%/33.78%,"10.03%, 72.69%",600 days/5 days/148 days,2028-03-19/2025-11-08/2026-06-03,16.74%,49.32%,-32.58%,0.38,0.92,114070.3458/147243.6401/156310.11/124582.2656/122105.3521/133759.1807,108305.55/18304.4229/88987.7198/76786.0499/No F-Track Level/No F-Track Level,111874.18/110361.3,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"BRK-B, Long, 2025-10-31 (Price: 477.54)",No Exit Yet,"4.07%, 6 days","92.31%, Past 29 years, 26","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-10 (Price: 496.98), 4.07% above",6 days,Upmove Bounce Back,23.66% (Price: 451.5539),10.06% above,"2020-03-31 (Price: 159.5), 2025-05-31 (Price: 542.07)",204.24%/9.94%/55.24%,"11.32%, 45.86%",3131 days/238 days/873 days,2038-03-31/2026-10-10/2029-04-17,5.06%,11.04%,-5.98%,0.48,0.46,510.2992/741.3331/707.08/488.245/630.85/709.9376,267.02/268.082/449.7662/405.99/No F-Track Level/No F-Track Level,493.3/495.33,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"-1.93%, 6 days","90.0%, Past 30 years, 30","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-10 (Price: 1038.79), 1.93% below",6 days,Upmove Bounce Back,38.2% (Price: 692.3064),50.05% above,"2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",569.94%/9.57%/122.25%,"6.56%, 50.14%",2240 days/173 days/587 days,2034-09-18/2026-07-08/2028-02-28,10.68%,20.11%,-9.43%,0.34,0.62,1116.6403/2354.1387/1715.43/No Horizontal Resistance/1091.1724/1155.2236,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level,958.45/785.29,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SJ.TO, Long, 2025-10-31 (Price: 79.61)",No Exit Yet,"5.44%, 6 days","100.0%, Past 31 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-10 (Price: 83.94), 5.44% above",6 days,Upmove Bounce Back,23.66% (Price: 74.8871),12.09% above,"1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",7355.0%/9.52%/1157.17%,"-0.0%, 70.23%",3717 days/153 days/1242 days,2040-07-27/2026-06-09/2030-10-03,13.79%,17.66%,-3.88%,0.26,0.62,88.7492/1000.833/138.22/84.3925/95.0177/123.2166,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,79.61/74.75,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"ETH-USD, Long, 2025-10-26 (Price: 4157.9893)",No Exit Yet,"-14.86%, 10 days","100.0%, Past 10 years, 11","Weekly, was CONFIRMED on 2025-10-26",Already confirmed,"2025-11-10 (Price: 3540.2915), 14.86% below",10 days,Upmove Bounce Back,38.2% (Price: 3403.7206),4.01% above,"2022-06-19 (Price: 896.109), 2025-08-24 (Price: 4953.7329)",99.35%/4.78%/38.47%,"-0.0%, 60.64%",609 days/24 days/224 days,2028-03-26/2025-11-29/2026-09-15,33.8%,36.37%,-2.57%,0.32,1.1,4007.4701/5757.5678/6592.56/4922.7188/4887.278/5344.0381,3984.65/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level,3993.27/3423.99,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"TRI.TO, Long, 2025-10-26 (Price: 227.55)",No Exit Yet,"-16.5%, 10 days","95.0%, Past 20 years, 20","Weekly, was CONFIRMED on 2025-10-26",Already confirmed,"2025-11-10 (Price: 190.0), 16.5% below",10 days,Upmove Bounce Back,38.2% (Price: 205.33),7.47% below,"2018-05-13 (Price: 53.4023), 2025-07-20 (Price: 299.24)",87.63%/1.4%/28.01%,"1.51%, 22.04%",739 days/34 days/285 days,2028-09-30/2025-12-14/2026-12-12,11.76%,9.69%,2.07%,0.46,0.37,243.2965/291.2868/375.05/240.8933/293.2329/316.3836,212.03/116.89/193.124/131.2534/No F-Track Level/No F-Track Level,222.57/248.41,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"IBKR, Long, 2025-10-21 (Price: 66.27)",2025-11-03 (Price: 73.08),"10.28%, 9 days","100.0%, Past 5 years, 32","Daily, was CONFIRMED on 2025-10-21",Already confirmed,"2025-11-10 (Price: 71.13), 7.33% above",14 days,Upmove Bounce Back,23.66% (Price: 63.7606),11.56% above,"2025-04-07 (Price: 32.82), 2025-10-10 (Price: 73.35)",177.45%/8.73%/59.16%,"-0.0%, 38.74%",813 days/26 days/206 days,2029-01-10/2025-11-27/2026-08-15,20.73%,41.24%,-20.51%,0.6,1.38,66.9592/105.4753/90.59/No Horizontal Resistance/81.4292/98.2092,66.23/13.0762/62.0029/55.579/No F-Track Level/No F-Track Level,67.18/56.17,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"AMZN, Long, 2025-10-08 (Price: 225.22)",2025-11-03 (Price: 254.0),"12.78%, 18 days","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-10-08",Already confirmed,"2025-11-10 (Price: 248.4), 10.29% above",23 days,Upmove Bounce Back,23.66% (Price: 220.5206),12.64% above,"2025-04-07 (Price: 161.38), 2025-09-09 (Price: 238.85)",29.44%/10.5%/19.08%,"-0.0%, 56.15%",918 days/29 days/355 days,2029-05-29/2025-11-19/2027-03-06,8.66%,8.36%,0.29%,0.63,0.31,233.8009/268.192/271.7/239.525/317.6152/339.3352,218.15/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level,227.77/214.99,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"EFN.TO, Long, 2025-10-02 (Price: 36.62)",2025-11-05 (Price: 37.65),"2.81%, 24 days","90.38%, Past 5 years, 52","Daily, was CONFIRMED on 2025-10-02",Already confirmed,"2025-11-10 (Price: 36.96), 0.93% above",27 days,Upmove Bounce Back,23.66% (Price: 34.6875),6.55% above,"2025-02-03 (Price: 25.0), 2025-08-14 (Price: 37.69)",43.0%/0.86%/18.32%,"6.13%, 26.27%",387 days/26 days/117 days,2027-04-15/2025-11-08/2026-03-20,16.07%,24.1%,-8.03%,0.65,1.02,37.367/43.3288/44.23/No Horizontal Resistance/45.1741/70.5281,35.91/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level,36.94/33.09,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"INDY, Long, 2025-09-30 (Price: 50.9)",No Exit Yet,"3.93%, 29 days","100.0%, Past 15 years, 9","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-10 (Price: 52.9), 3.93% above",29 days,Upmove Bounce Back,61.8% (Price: 46.2502),14.38% above,"2023-03-31 (Price: 39.42), 2024-09-30 (Price: 57.3)",17.71%/17.71%/17.71%,"-0.0%, 33.58%",1109 days/1109 days/1109 days,2030-02-22/2030-02-22/2030-02-22,3.82%,4.66%,-0.84%,0.35,0.11,52.0402/59.9144/61.63/54.495/60.9145/68.1277,25.65/40.73/48.7816/37.969/No F-Track Level/No F-Track Level,52.25/51.73,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"BPCL.NS, Long, 2025-09-30 (Price: 339.65)",No Exit Yet,"7.51%, 29 days","100.0%, Past 29 years, 13","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-10 (Price: 365.15), 7.51% above",29 days,Upmove Bounce Back,61.8% (Price: 232.6394),56.96% above,"2022-12-31 (Price: 144.025), 2024-09-30 (Price: 376.0)",85.44%/69.81%/77.62%,"-0.0%, 57.26%",717 days/717 days/717 days,2028-08-03/2028-08-03/2028-08-03,18.13%,11.88%,6.26%,0.4,0.4,340.2274/603.2863/478.83/343.7375/372.4081/393.108,152.4/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level,335.4/308.89,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"INDA, Long, 2025-09-30 (Price: 52.06)",No Exit Yet,"4.01%, 29 days","100.0%, Past 13 years, 8","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-10 (Price: 54.15), 4.01% above",29 days,Upmove Bounce Back,50% (Price: 48.63),11.35% above,"2023-03-31 (Price: 37.77), 2024-09-30 (Price: 59.49)",47.48%/16.24%/26.54%,"-0.0%, 31.7%",1631 days/521 days/880 days,2032-03-19/2027-10-24/2029-03-27,5.38%,5.74%,-0.36%,0.77,0.17,55.168/65.8767/65.09/55.3633/66.8401/79.771,39.36/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level,53.43/52.72,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"ATD.TO, Long, 2025-09-30 (Price: 74.25)",No Exit Yet,"-6.03%, 29 days","100.0%, Past 37 years, 7","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-11-10 (Price: 69.77), 6.03% below",29 days,Upmove Bounce Back,23.66% (Price: 67.0289),4.09% above,"2008-09-30 (Price: 1.72), 2024-03-31 (Price: 87.27)",134.64%/29.11%/81.88%,"-0.0%, 42.24%",1566 days/1174 days/1370 days,2031-12-16/2030-05-27/2031-03-07,9.45%,22.45%,-13.0%,0.44,0.71,72.2601/135.0459/125.58/85.51/85.3936/96.14,67.69/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level,72.8/71.63,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"AMZN, Long, 2025-09-29 (Price: 222.17)",2025-11-03 (Price: 254.0),"14.33%, 25 days","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-09-29",Already confirmed,"2025-11-10 (Price: 248.4), 11.81% above",30 days,Upmove Bounce Back,23.66% (Price: 218.7495),13.55% above,"2025-04-07 (Price: 161.38), 2025-07-31 (Price: 236.53)",29.44%/10.5%/19.08%,"-0.0%, 56.15%",918 days/29 days/355 days,2029-05-20/2025-11-10/2027-02-25,8.66%,8.36%,0.29%,0.63,0.31,230.6347/264.56/267.26/239.525/317.6152/339.3352,218.15/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level,227.77/214.99,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"MSFT, Long, 2025-08-11 (Price: 521.77)",2025-11-03 (Price: 517.03),"-0.91%, 60 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-08-11",Already confirmed,"2025-11-10 (Price: 506.0), 3.02% below",65 days,Upmove Bounce Back,23.66% (Price: 505.6078),0.08% above,"2025-04-07 (Price: 344.79), 2025-07-31 (Price: 555.45)",34.35%/1.23%/14.24%,"-0.0%, 37.56%",477 days/46 days/169 days,2027-07-02/2025-10-16/2026-04-12,14.25%,18.64%,-4.39%,0.5,0.73,528.9182/596.07/648.17/No Horizontal Resistance/553.3726/615.9924,450.18/216.39/517.4523/386.873/No F-Track Level/No F-Track Level,513.86/463.24,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"ASHR, Long, 2025-06-30 (Price: 27.54)",2025-11-10 (Price: 33.46) (Today),"21.5%, 95 days","100.0%, Past 12 years, 8","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-10 (Price: 33.46), 21.5% above",95 days,Upmove Bounce Back,88.6% (Price: 23.1742),44.38% above,"2024-02-29 (Price: 21.56), 2024-10-31 (Price: 35.72)",6.41%/6.41%/6.41%,"-0.0%, 12.65%",173 days/173 days/173 days,2026-03-07/2026-03-07/2026-03-07,9.59%,2.03%,7.56%,0.36,0.04,28.6196/29.3053/36.04/39.9467/60.2967/80.3432,25.82/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.52/28.6,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SOXX, Long, 2025-06-30 (Price: 238.7)",2025-10-31 (Price: 306.55),"28.42%, 89 days","100.0%, Past 24 years, 20","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-11-10 (Price: 302.0), 26.52% above",95 days,Upmove Bounce Back,50% (Price: 145.7634),107.19% above,"2015-08-31 (Price: 24.2867), 2024-07-31 (Price: 267.24)",232.86%/6.72%/83.33%,"-0.0%, 59.88%",2847 days/239 days/969 days,2036-10-13/2026-06-11/2029-05-03,6.92%,10.69%,-3.77%,0.53,0.39,278.5629/437.6087/384.47/239.6067/254.997/285.4342,183.84/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level,278.24/231.48,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BNS.TO, Long, 2025-03-31 (Price: 68.23)",2025-09-30 (Price: 89.99),"31.89%, 131 days","76.92%, Past 193 years, 13","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-10 (Price: 94.21), 38.08% above",160 days,Upmove Bounce Back,50% (Price: 59.495),58.35% above,"2009-03-31 (Price: 23.99), 2022-03-31 (Price: 95.0)",22.24%/20.38%/21.31%,"40.36%, 41.59%",1565 days/781 days/1173 days,2031-06-14/2028-05-05/2029-11-23,-0.14%,8.7%,-8.85%,-0.02,0.32,75.0735/82.7698/110.84/80.85/92.969/100.7509,60.88/54.1533/61.3348/42.6815/No F-Track Level/No F-Track Level,89.88/76.92,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"GBPSGD=X, Long, 2025-03-31 (Price: 1.7372)",2025-10-31 (Price: 1.7102),"-1.55%, 154 days","75.0%, Past 55 years, 8","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-10 (Price: 1.7158), 1.23% below",160 days,Upmove Bounce Back,23.66% (Price: 1.6865),1.74% above,"2022-09-30 (Price: 1.4895), 2024-07-31 (Price: 1.7475)",5.36%/5.36%/5.36%,"4.45%, 10.09%",782 days/782 days/782 days,2028-05-06/2028-05-06/2028-05-06,-0.14%,-2.54%,2.41%,-0.04,-0.98,1.6974/1.8303/1.89/1.879/4.0285/5.5304,1.68/1.6718/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.73/1.73,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"BDGI.TO, Long, 2025-03-31 (Price: 38.86)",2025-09-30 (Price: 61.38),"57.95%, 131 days","100.0%, Past 33 years, 6","Quarterly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-10 (Price: 74.18), 90.89% above",160 days,Upmove Bounce Back,38.2% (Price: 35.6624),108.01% above,"2020-03-31 (Price: 18.0), 2021-03-31 (Price: 46.58)",35.15%/35.15%/35.15%,"-0.0%, 52.34%",1108 days/1108 days/1108 days,2029-08-21/2029-08-21/2029-08-21,7.18%,12.22%,-5.04%,0.42,0.42,40.7719/52.5193/56.01/42.106/50.7492/58.5532,26.66/24.32/36.352/32.7462/No F-Track Level/No F-Track Level,64.22/49.44,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"EWJ, Long, 2025-03-31 (Price: 68.56)",2025-10-31 (Price: 83.45),"21.72%, 154 days","92.86%, Past 29 years, 28","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-11-10 (Price: 83.68), 22.05% above",160 days,Upmove Bounce Back,38.2% (Price: 63.4608),31.86% above,"2022-10-31 (Price: 47.64), 2024-09-30 (Price: 73.24)",34.52%/2.11%/14.26%,"13.86%, 50.07%",4001 days/173 days/811 days,2041-02-10/2025-12-06/2028-06-17,2.48%,0.95%,1.53%,0.36,-0.11,70.7471/78.3367/83.92/73.68/83.4752/89.1379,67.1/53.98/52.3436/42.1436/No F-Track Level/No F-Track Level,81.42/74.34,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SONY, Long, 2024-12-31 (Price: 21.16)",2025-09-30 (Price: 28.79),"36.06%, 195 days","95.0%, Past 55 years, 20","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-10 (Price: 27.97), 32.18% above",224 days,Upmove Bounce Back,61.8% (Price: 15.3986),81.64% above,"2019-03-31 (Price: 8.382), 2022-03-31 (Price: 26.75)",148.89%/53.31%/107.71%,"47.27%, 64.81%",3066 days/715 days/1525 days,2037-02-26/2027-11-01/2031-01-17,5.91%,5.75%,0.16%,0.46,0.23,22.3428/43.9514/32.18/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level,28.76/25.9,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"XIU.TO, Long, 2024-06-30 (Price: 33.04)",2025-09-30 (Price: 44.77),"35.5%, 326 days","100.0%, Past 26 years, 4","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-10 (Price: 45.23), 36.89% above",355 days,Upmove Bounce Back,23.66% (Price: 28.6552),57.84% above,"2009-03-31 (Price: 11.41), 2022-06-30 (Price: 34.0)",52.99%/52.99%/52.99%,"-0.0%, 19.21%",2936 days/2936 days/2936 days,2036-02-20/2036-02-20/2036-02-20,3.76%,5.01%,-1.24%,0.51,0.12,34.9167/50.5479/46.59/33.745/34.8657/37.996,20.65/23.52/30.9684/29.4357/No F-Track Level/No F-Track Level,44.53/40.57,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",2025-11-10 (Price: 38.12) (Today),"26.73%, 355 days","100.0%, Past 24 years, 6","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-10 (Price: 38.12), 26.73% above",355 days,Upmove Bounce Back,50% (Price: 19.875),91.8% above,"2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",589.02%/487.3%/538.16%,"-0.0%, 48.03%",3587 days/3327 days/3457 days,2038-09-20/2037-09-08/2038-03-16,9.52%,13.97%,-4.45%,0.67,0.5,36.7818/191.9585/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,37.08/36.0,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"CNR.TO, Long, 2024-06-30 (Price: 161.66)",2025-09-30 (Price: 131.24),"-18.82%, 326 days","75.0%, Past 30 years, 8","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-10 (Price: 132.5), 18.04% below",355 days,Upmove Bounce Back,38.2% (Price: 143.5388),7.69% below,"2020-03-31 (Price: 92.01), 2022-12-31 (Price: 175.39)",47.24%/47.24%/47.24%,"18.82%, 25.91%",715 days/715 days/715 days,2027-05-01/2027-05-01/2027-05-01,3.76%,12.34%,-8.58%,0.16,0.5,183.1284/238.0282/211.69/168.08/218.156/349.4971,22.39/126.2567/136.9828/86.815/No F-Track Level/No F-Track Level,132.18/138.15,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"NA.TO, Long, 2024-06-30 (Price: 108.51)",2025-09-30 (Price: 147.83),"36.24%, 326 days","100.0%, Past 42 years, 12","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-10 (Price: 158.49), 46.06% above",355 days,Upmove Bounce Back,88.6% (Price: 84.7444),87.02% above,"2022-12-31 (Price: 82.16), 2023-03-31 (Price: 104.83)",232.63%/33.73%/106.85%,"-0.0%, 35.66%",3588 days/715 days/1744 days,2038-09-21/2027-05-01/2031-05-31,6.26%,11.68%,-5.41%,0.52,0.48,113.1868/224.4529/122.11/No Horizontal Resistance/119.9028/134.0186,54.39/74.2475/88.8057/77.408/No F-Track Level/No F-Track Level,151.39/135.52,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
