Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-10-31 (Price: 73.59)",2025-11-11 (Price: 74.83) (Today),"1.69%, 7 days","89.66%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-11 (Price: 74.83), 1.69% above",7 days,No Information,No Information,No Information,No Information,No Information,29.85% above/2.77% above/1.69% above,159.21%/3.87%/50.82%,"37.81%, 54.03%",413 days/106 days/179 days,2027-06-21/2026-04-02/2026-07-17,17.99%,19.81%,-1.82%,0.67,0.65,111.6287/110.9884/96.66/No Horizontal Resistance/63.2847/69.0016,35.88/24.32/58.5532/53.241/No F-Track Level/No F-Track Level,62.34/48.39,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"RY.TO, Long, 2025-10-31 (Price: 205.47)",2025-11-11 (Price: 206.81) (Today),"0.65%, 7 days","78.95%, Past 20 years, 19","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-11 (Price: 206.81), 0.65% above",7 days,No Information,No Information,No Information,No Information,No Information,3.62% above/0.65% above/0.65% above,16.93%/2.86%/10.78%,"16.54%, 21.22%",653 days/84 days/209 days,2028-06-02/2026-03-01/2026-08-29,5.05%,9.0%,-3.95%,0.4,0.37,220.0584/227.6197/272.86/No Horizontal Resistance/221.431/339.4883,162.1/118.8425/148.4673/103.3737/No F-Track Level/No F-Track Level,202.23/179.57,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2025-10-31 (Price: 94.49)",2025-11-11 (Price: 95.99) (Today),"1.59%, 7 days","80.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-11 (Price: 95.99), 1.59% above",7 days,No Information,No Information,No Information,No Information,No Information,1.59% above/1.75% above/1.59% above,18.42%/4.43%/11.81%,"14.7%, 23.01%",391 days/84 days/167 days,2027-05-20/2026-03-01/2026-06-29,6.85%,3.37%,3.48%,0.51,0.03,101.6618/105.6493/107.68/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,75.61/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,93.4/87.2,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2025-10-31 (Price: 477.54)",No Exit Yet,"4.09%, 7 days","92.31%, Past 29 years, 26","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-11 (Price: 497.07), 4.09% above",7 days,No Information,No Information,No Information,"23.66% (Price: 451.5539), 10.08% above, Upmove Bounce Back","2020-03-31 (Price: 159.5), 2025-05-31 (Price: 542.07)",No Information,204.24%/9.94%/55.24%,"11.32%, 45.86%",3131 days/238 days/873 days,2038-03-31/2026-10-10/2029-04-17,5.06%,11.04%,-5.98%,0.48,0.46,510.2992/741.3331/707.08/488.245/630.85/709.9376,267.02/268.082/449.7662/405.99/No F-Track Level/No F-Track Level,493.22/495.44,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"-3.48%, 7 days","90.0%, Past 30 years, 30","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-11 (Price: 1022.42), 3.48% below",7 days,No Information,No Information,No Information,"38.2% (Price: 692.3064), 47.68% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,569.94%/9.57%/122.25%,"6.56%, 50.14%",2240 days/173 days/587 days,2034-09-18/2026-07-08/2028-02-28,10.68%,20.11%,-9.43%,0.34,0.62,1116.6403/2354.1387/1715.43/No Horizontal Resistance/1091.1724/1155.2236,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level,964.38/786.95,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-10-30 (Price: 1089.0)",2025-11-11 (Price: 1136.4399) (Today),"4.36%, 8 days","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2025-10-30",Already confirmed,"2025-11-11 (Price: 1136.4399), 4.36% above",8 days,No Information,No Information,No Information,No Information,No Information,No Information,12.46%/2.39%/6.67%,"26.5%, 26.5%",12 days/1 days/3 days,2025-11-16/2025-10-31/2025-11-03,0.15%,13.45%,-13.3%,-0.06,0.49,1110.3444/1161.6363/1135.99/No Horizontal Resistance/1393.524/1524.2919,855.86/348.6633/1008.8519/864.7664/No F-Track Level/No F-Track Level,1180.02/1128.23,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-10-29 (Price: 72.71)",2025-11-11 (Price: 74.83) (Today),"2.92%, 9 days","82.5%, Past 4 years, 40","Daily, is CONFIRMED on 2025-10-29",Already confirmed,"2025-11-11 (Price: 74.83), 2.92% above",9 days,No Information,No Information,No Information,No Information,No Information,5.78% above/2.92% above/2.92% above,9.61%/1.3%/4.64%,"19.0%, 30.91%",138 days/4 days/39 days,2026-05-16/2025-11-03/2025-12-24,12.37%,10.46%,1.91%,0.25,0.38,73.648/76.0837/83.27/No Horizontal Resistance/63.2847/69.0016,56.14/24.32/58.5532/53.241/No F-Track Level/No F-Track Level,61.58/48.02,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"WPM.TO, Long, 2025-10-29 (Price: 132.75)",2025-11-10 (Price: 143.39),"8.02%, 8 days","70.0%, Past 4 years, 10","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-11-11 (Price: 145.8), 9.83% above",9 days,No Information,No Information,No Information,No Information,No Information,No Information,4.77%/1.64%/3.77%,"11.96%, 12.04%",21 days/1 days/6 days,2025-11-28/2025-10-30/2025-11-06,1.29%,27.56%,-26.27%,-0.12,0.98,137.5556/137.7547/137.66/No Horizontal Resistance/178.0989/194.7923,132.14/52.782/125.9496/92.3678/No F-Track Level/No F-Track Level,144.86/122.47,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-28 (Price: 632.92)",2025-11-11 (Price: 621.57) (Today),"-1.79%, 10 days","96.67%, Past 4 years, 30","Daily, is CONFIRMED on 2025-10-28",Already confirmed,"2025-11-11 (Price: 621.57), 1.79% below",10 days,No Information,No Information,No Information,No Information,No Information,1.04% below/1.79% below/1.79% below,6.55%/0.6%/3.15%,"1.69%, 22.88%",57 days/4 days/14 days,2026-01-18/2025-11-02/2025-11-17,49.77%,20.54%,29.23%,1.19,0.82,654.5026/652.857/707.13/No Horizontal Resistance/610.7303/836.2536,589.5/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,592.88/535.18,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"NZDCAD=X, Long, 2025-10-28 (Price: 0.8079)",2025-11-11 (Price: 0.7916) (Today),"-2.02%, 10 days","100.0%, Past 4 years, 10","Daily, is CONFIRMED on 2025-10-28",Already confirmed,"2025-11-11 (Price: 0.7916), 2.02% below",10 days,No Information,No Information,No Information,No Information,No Information,1.77% below/2.02% below/2.02% below,2.27%/1.12%/1.31%,"-0.0%, 1.49%",23 days/4 days/8 days,2025-11-30/2025-11-02/2025-11-08,64.44%,-0.79%,65.23%,1.45,-0.64,0.8211/0.8185/0.81/0.9093/1.0924/1.3117,0.8/0.7625/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.81/0.82,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"HOOD, Long, 2025-10-27 (Price: 145.86)",2025-11-11 (Price: 131.93) (Today),"-9.55%, 11 days","100.0%, Past 4 years, 35","Daily, is CONFIRMED on 2025-10-27",Already confirmed,"2025-11-11 (Price: 131.93), 9.55% below",11 days,No Information,No Information,No Information,No Information,No Information,1.79% below/9.55% below/9.55% below,22.83%/3.78%/11.5%,"-0.0%, 47.66%",79 days/4 days/15 days,2026-02-18/2025-11-01/2025-11-17,239.53%,39.13%,200.4%,1.6,1.06,163.4507/162.6339/226.09/No Horizontal Resistance/164.8517/245.4076,127.22/8.2917/115.0659/84.2959/No F-Track Level/No F-Track Level,124.25/79.74,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2025-10-26 (Price: 25358.1602)",2025-11-11 (Price: 25533.4863) (Today),"0.69%, 11 days","92.59%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-11 (Price: 25533.4863), 0.69% above",11 days,No Information,No Information,No Information,No Information,No Information,2.88% above/0.69% above/0.69% above,11.99%/1.69%/5.74%,"10.17%, 35.49%",104 days/24 days/48 days,2026-03-25/2025-11-29/2026-01-03,15.44%,17.68%,-2.24%,0.73,0.82,26902.4722/26813.7186/27799.57/No Horizontal Resistance/25025.4383/33965.62,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level,24272.43/21943.31,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-10-26 (Price: 88.07)",2025-11-11 (Price: 91.53) (Today),"3.93%, 11 days","87.5%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-11 (Price: 91.53), 3.93% above",11 days,No Information,No Information,No Information,No Information,No Information,6.45% above/3.93% above/3.93% above,16.62%/0.85%/6.79%,"27.58%, 58.07%",169 days/19 days/51 days,2026-06-27/2025-11-22/2026-01-07,9.28%,2.22%,7.06%,0.28,0.06,92.3678/94.05/93.59/98.445/106.8857/117.7423,85.22/45.695/74.1414/53.9043/No F-Track Level/No F-Track Level,88.23/87.02,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-10-24 (Price: 11.9)",2025-11-11 (Price: 11.94) (Today),"0.34%, 12 days","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-11 (Price: 11.94), 0.34% above",12 days,No Information,No Information,No Information,No Information,No Information,2.05% above/0.34% above/0.34% above,8.54%/1.38%/4.55%,"6.4%, 20.48%",133 days/4 days/16 days,2026-05-04/2025-10-29/2025-11-16,46.12%,9.64%,36.48%,0.79,0.35,12.2951/12.4415/12.58/13.345/19.8479/26.5969,10.6/9.1367/11.0645/56.4607/No F-Track Level/No F-Track Level,11.05/11.53,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-10-22 (Price: 9.45)",2025-11-11 (Price: 9.52) (Today),"0.74%, 14 days","70.27%, Past 4 years, 37","Daily, is CONFIRMED on 2025-10-22",Already confirmed,"2025-11-11 (Price: 9.52), 0.74% above",14 days,No Information,No Information,No Information,No Information,No Information,2.37% above/0.74% above/0.74% above,7.56%/1.51%/3.12%,"7.04%, 16.17%",78 days/5 days/26 days,2026-02-11/2025-10-29/2025-11-28,5.05%,4.18%,0.87%,0.27,0.12,9.5247/9.7448/10.22/No Horizontal Resistance/11.2606/15.4512,8.95/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level,9.11/9.12,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"XLE, Long, 2025-10-20 (Price: 86.89)",2025-11-11 (Price: 91.53) (Today),"5.34%, 16 days","88.89%, Past 6 years, 27","Daily, is Confirmed on 2025-10-20",No Cancellation Possible,"2025-11-11 (Price: 91.53), 5.34% above",16 days,No Information,No Information,No Information,No Information,No Information,No Information,21.12%/5.03%/8.28%,"14.4%, 17.68%",211 days/3 days/46 days,2026-08-21/2025-10-24/2025-12-25,18.22%,6.1%,12.11%,0.35,0.24,91.2606/94.0845/91.23/98.445/106.8857/117.7423,No Recent Minima/45.695/74.1414/53.9043/No F-Track Level/No F-Track Level,88.41/86.85,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
OSCILLATOR DELTA,"NU, Long, 2025-10-20 (Price: 15.41)",2025-11-11 (Price: 16.39) (Today),"6.36%, 16 days","75.0%, Past 3 years, 24","Daily, is Confirmed on 2025-10-20",No Cancellation Possible,"2025-11-11 (Price: 16.39), 6.36% above",16 days,No Information,No Information,No Information,No Information,No Information,No Information,10.17%/5.4%/6.92%,"13.59%, 15.17%",25 days/1 days/7 days,2025-11-25/2025-10-21/2025-10-30,-0.33%,11.8%,-12.13%,-0.01,0.5,15.7845/16.4764/16.18/No Horizontal Resistance/16.2823/18.173,No Recent Minima/5.54/15.0492/12.5387/No F-Track Level/No F-Track Level,15.62/13.14,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2025-10-15 (Price: 250.21)",2025-11-11 (Price: 241.69) (Today),"-3.41%, 19 days","84.62%, Past 4 years, 26","Daily, is CONFIRMED on 2025-10-15",Already confirmed,"2025-11-11 (Price: 241.69), 3.41% below",19 days,No Information,No Information,No Information,No Information,No Information,2.71% below/3.41% below/3.41% below,12.97%/1.23%/3.81%,"4.22%, 15.72%",43 days/5 days/13 days,2025-12-16/2025-10-22/2025-11-02,25.69%,10.65%,15.03%,0.61,0.39,261.6946/259.743/268.73/366.6625/412.2037/473.5829,235.75/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level,246.99/265.28,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"TRI.TO, Long, 2025-10-14 (Price: 217.14)",2025-11-07 (Price: 192.99),"-11.12%, 18 days","95.83%, Past 6 years, 24","Daily, is Confirmed on 2025-10-14",No Cancellation Possible,"2025-11-11 (Price: 192.46), 11.37% below",20 days,No Information,No Information,No Information,No Information,No Information,No Information,11.75%/5.03%/6.7%,"10.98%, 11.43%",150 days/3 days/35 days,2026-05-19/2025-10-18/2025-12-03,31.01%,15.02%,15.99%,0.63,0.64,223.8931/231.6884/230.17/240.8933/293.2329/316.3836,No Recent Minima/116.89/193.124/131.2534/No F-Track Level/No F-Track Level,221.54/248.21,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-10-14 (Price: 107.21)",2025-11-11 (Price: 103.44) (Today),"-3.52%, 20 days","96.88%, Past 4 years, 32","Daily, is CONFIRMED on 2025-10-14",Already confirmed,"2025-11-11 (Price: 103.44), 3.52% below",20 days,No Information,No Information,No Information,No Information,No Information,1.29% above/3.52% below/3.52% below,12.24%/0.97%/3.78%,"14.39%, 26.01%",55 days/4 days/19 days,2026-01-01/2025-10-19/2025-11-10,43.52%,16.53%,26.99%,0.61,0.68,109.7616/111.2625/113.44/No Horizontal Resistance/137.8139/No Next Fib Ext,101.7/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level,101.49/96.5,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"TLT, Long, 2025-10-12 (Price: 90.62)",2025-11-11 (Price: 89.96) (Today),"-0.73%, 21 days","71.05%, Past 10 years, 38","Weekly, is CONFIRMED on 2025-10-10",Already confirmed,"2025-11-11 (Price: 89.96), 0.73% below",21 days,No Information,No Information,No Information,No Information,No Information,0.73% below/0.73% below/0.73% below,15.02%/0.97%/4.56%,"39.18%, 46.07%",209 days/19 days/58 days,2026-08-10/2025-11-08/2026-01-04,-3.17%,-0.39%,-2.78%,-0.12,-0.27,90.9644/94.7523/91.08/153.2067/188.2386/214.0466,85.24/82.86/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,88.29/87.93,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-10-12 (Price: 65.01)",2025-11-11 (Price: 74.83) (Today),"15.11%, 21 days","85.0%, Past 10 years, 60","Weekly, is CONFIRMED on 2025-10-10",Already confirmed,"2025-11-11 (Price: 74.83), 15.11% above",21 days,No Information,No Information,No Information,No Information,No Information,15.11% above/15.11% above/15.11% above,22.6%/3.01%/13.6%,"47.14%, 54.37%",279 days/19 days/68 days,2026-11-20/2025-11-08/2026-01-18,9.3%,18.14%,-8.84%,0.3,0.62,71.1404/73.8514/82.43/No Horizontal Resistance/63.2847/70.6207,35.59/24.32/58.5532/50.7492/No F-Track Level/No F-Track Level,57.75/46.03,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-09 (Price: 6.02)",2025-11-11 (Price: 5.91) (Today),"-1.83%, 23 days","91.3%, Past 4 years, 46","Daily, is CONFIRMED on 2025-10-09",Already confirmed,"2025-11-11 (Price: 5.91), 1.83% below",23 days,No Information,No Information,No Information,No Information,No Information,0.84% below/1.83% below/1.83% below,18.47%/0.46%/5.52%,"6.51%, 17.02%",178 days/5 days/31 days,2026-06-23/2025-10-16/2025-11-22,19.9%,4.2%,15.69%,0.73,0.16,6.1422/6.3523/6.12/6.825/7.4565/8.4213,5.57/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level,5.71/5.75,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"PYPL, Long, 2025-10-07 (Price: 74.61)",2025-11-11 (Price: 67.4) (Today),"-9.66%, 25 days","92.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-10-07",Already confirmed,"2025-11-11 (Price: 67.4), 9.66% below",25 days,No Information,No Information,No Information,No Information,No Information,5.46% below/9.66% below/9.66% below,11.07%/1.59%/5.63%,"17.75%, 23.23%",36 days/4 days/13 days,2025-11-28/2025-10-12/2025-10-25,52.5%,-5.97%,58.47%,0.52,-0.03,77.2885/78.8105/77.84/309.65/318.1818/No Next Fib Ext,66.66/56.966/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,68.63/72.81,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"^NZ50, Long, 2025-10-07 (Price: 13531.29)",2025-11-06 (Price: 13576.8096),"0.34%, 22 days","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-10-07",Already confirmed,"2025-11-10 (Price: 13569.0195), 0.28% above",24 days,No Information,No Information,No Information,No Information,No Information,0.41% above/0.28% above/0.28% above,2.94%/0.14%/1.37%,"9.56%, 19.48%",33 days/5 days/12 days,2025-11-23/2025-10-14/2025-10-24,3.49%,3.7%,-0.21%,0.1,0.02,13707.1968/13716.6687/13867.68/No Horizontal Resistance/14773.8816/17170.3822,13111.73/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level,13083.39/12721.69,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"GS, Long, 2025-10-06 (Price: 796.78)",2025-11-11 (Price: 810.31) (Today),"1.7%, 26 days","75.86%, Past 4 years, 29","Daily, is CONFIRMED on 2025-10-06",Already confirmed,"2025-11-11 (Price: 810.31), 1.7% above",26 days,No Information,No Information,No Information,No Information,No Information,3.97% above/1.7% above/1.7% above,15.23%/0.89%/4.44%,"15.57%, 33.99%",65 days/5 days/21 days,2026-01-08/2025-10-13/2025-11-05,-6.28%,23.3%,-29.58%,-0.08,0.8,821.7989/832.157/1049.01/No Horizontal Resistance/931.1482/1236.8362,779.38/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level,756.01/641.55,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"TCEHY, Long, 2025-10-05 (Price: 86.51)",2025-11-11 (Price: 83.87) (Today),"-3.05%, 26 days","85.19%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2025-11-11 (Price: 83.87), 3.05% below",26 days,No Information,No Information,No Information,No Information,No Information,0.58% above/3.05% below/3.05% below,29.05%/3.48%/11.53%,"31.86%, 60.01%",129 days/19 days/54 days,2026-04-09/2025-11-01/2025-12-22,17.46%,20.77%,-3.31%,0.69,0.71,92.5138/96.4846/114.83/No Horizontal Resistance/91.9947/116.3817,57.4/36.36/76.6795/58.3318/No F-Track Level/No F-Track Level,77.75/65.14,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-10-05 (Price: 8.15)",2025-11-11 (Price: 8.19) (Today),"0.49%, 26 days","85.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2025-11-11 (Price: 8.19), 0.49% above",26 days,No Information,No Information,No Information,No Information,No Information,3.54% above/2.63% above/0.49% above,13.3%/1.25%/5.7%,"10.05%, 27.7%",184 days/19 days/59 days,2026-06-28/2025-11-01/2025-12-29,5.32%,1.24%,4.07%,0.36,-0.03,8.3676/8.6145/9.56/No Horizontal Resistance/8.4284/9.7443,4.83/2.942/6.3611/39.3917/No F-Track Level/No F-Track Level,7.27/6.09,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2025-10-02 (Price: 68.77)",2025-11-11 (Price: 58.35) (Today),"-15.15%, 28 days","100.0%, Past 4 years, 8","Daily, is CONFIRMED on 2025-10-02",Already confirmed,"2025-11-11 (Price: 58.35), 15.15% below",28 days,No Information,No Information,No Information,No Information,No Information,10.23% below/15.15% below/15.15% below,14.06%/4.18%/7.84%,"-0.0%, 8.48%",39 days/4 days/9 days,2025-11-27/2025-10-07/2025-10-15,562.23%,58.43%,503.8%,1.47,1.54,73.8383/74.1616/69.26/No Horizontal Resistance/70.3093/87.2457,61.94/41.99/60.36/52.8569/No F-Track Level/No F-Track Level,65.15/58.09,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-01 (Price: 94.26)",2025-11-11 (Price: 98.2) (Today),"4.18%, 29 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-10-01",Already confirmed,"2025-11-11 (Price: 98.2), 4.18% above",29 days,No Information,No Information,No Information,No Information,No Information,8.68% above/4.18% above/4.18% above,5.58%/0.68%/1.93%,"8.41%, 20.52%",87 days/4 days/29 days,2026-02-04/2025-10-06/2025-11-12,12.0%,7.54%,4.46%,0.55,0.28,95.3251/96.0792/102.72/No Horizontal Resistance/100.0174/110.0139,85.99/65.915/87.7591/70.617/No F-Track Level/No F-Track Level,87.67/88.07,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"KWEB, Long, 2025-09-30 (Price: 42.01)",2025-11-11 (Price: 39.59) (Today),"-5.76%, 30 days","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 39.59), 5.76% below",30 days,No Information,No Information,No Information,No Information,No Information,5.76% below/5.63% below/5.76% below,46.31%/6.03%/27.78%,"-0.0%, 16.01%",325 days/109 days/191 days,2027-01-13/2026-03-06/2026-07-03,26.09%,3.29%,22.8%,1.98,0.14,52.2226/53.6804/46.8/71.73/No Next Fib Ext/No Next Fib Ext,23.34/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,38.29/34.34,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2025-09-30 (Price: 6688.46)",2025-11-11 (Price: 6846.6099) (Today),"2.36%, 30 days","95.45%, Past 20 years, 22","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 6846.6099), 2.36% above",30 days,No Information,No Information,No Information,No Information,No Information,2.36% above/2.36% above/2.36% above,17.02%/3.9%/10.39%,"7.48%, 24.77%",631 days/87 days/193 days,2028-03-31/2026-02-03/2026-07-06,9.69%,6.68%,3.01%,1.42,0.24,7284.4018/7383.391/8683.74/No Horizontal Resistance/6767.7249/9765.5661,5569.06/4106.4632/6316.2337/5433.2046/No F-Track Level/No F-Track Level,6474.72/6021.22,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-09-30 (Price: 65.01)",2025-11-11 (Price: 67.13) (Today),"3.26%, 30 days","91.67%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 67.13), 3.26% above",30 days,No Information,No Information,No Information,No Information,No Information,3.26% above/4.26% above/3.26% above,15.1%/1.81%/6.09%,"10.07%, 26.55%",849 days/88 days/315 days,2029-02-10/2026-02-04/2026-12-30,2.59%,1.11%,1.48%,0.53,-0.09,68.5205/68.9691/74.28/No Horizontal Resistance/69.6679/76.9985,52.16/45.07/61.9685/307.3483/No F-Track Level/No F-Track Level,62.96/58.09,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-09-30 (Price: 155.74)",2025-11-11 (Price: 145.8) (Today),"-6.38%, 30 days","73.68%, Past 20 years, 19","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-11-11 (Price: 145.8), 6.38% below",30 days,No Information,No Information,No Information,No Information,No Information,15.06% above/3.02% above/6.38% below,54.25%/14.74%/36.34%,"35.55%, 60.15%",349 days/107 days/165 days,2027-02-17/2026-03-03/2026-05-26,8.9%,18.25%,-9.36%,0.62,0.58,177.5436/212.3359/209.37/No Horizontal Resistance/146.152/178.0989,55.12/48.855/125.9496/92.3678/No F-Track Level/No F-Track Level,137.75/113.78,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
