"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"XLV, Long, 2025-11-30 (Price: 157.65)",No Exit Yet,"-1.17%, 25 days","76.19%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-24 (Price: 155.8), 1.17% below",25 days,"2, 2024-09-30 (Price: 154.02)",2025-09-30 (Price: 139.17),2025-11-25 (Price: 158.77),85/29/24 days,11.95% above/1.87% below/1.17% below,2024-09-30 (Price: 159.64)/2025-11-30 (Price: 137.8933),17.42%/3.05%/8.57%,"20.84%, 36.99%",2.7 years/4.1 months/1.1 year,2029-10-07/2026-05-25/2027-06-26,4.12%,5.06%,-0.94%,0.26,0.28,171.87/171.1606/159.83/No Horizontal Resistance/174.1807/202.706/No EMA 200 Target,130.43/120.178/153.114/117.2225/No F-Track Level/No F-Track Level/139.6,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"^NSEI, Long, 2025-11-30 (Price: 26202.9492)",No Exit Yet,"-0.23%, 25 days","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-24 (Price: 26142.0996), 0.23% below",25 days,"2, 2024-09-30 (Price: 25810.8496)",2025-11-30 (Price: 26202.9492),2025-11-12 (Price: 25875.8008),24/42/24 days,0.23% below/1.03% above/0.23% below,2024-09-30 (Price: 26277.3496)/2025-11-30 (Price: 25331.5718),12.44%/2.54%/7.03%,"-0.0%, 10.7%",1.6 year/6 months/11.3 months,2028-03-13/2026-08-17/2027-04-05,7.14%,6.55%,0.59%,0.81,0.36,28760.357/28045.0165/26438.21/No Horizontal Resistance/33071.3292/48196.8152/No EMA 200 Target,22124.7/15428.8669/23723.236/17945.8431/No F-Track Level/No F-Track Level/24578.35,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"CSCO, Long, 2025-11-30 (Price: 76.94)",No Exit Yet,"1.4%, 25 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-24 (Price: 78.02), 1.4% above",25 days,"0, 2020-11-30 (Price: 43.02)",2025-10-31 (Price: 73.11),2025-11-13 (Price: 77.38),54/41/24 days,6.72% above/0.83% above/1.4% above,2020-11-30 (Price: 63.5339)/2025-11-30 (Price: 67.0234),25.25%/6.97%/16.52%,"26.7%, 42.44%",1.3 year/5 months/8.9 months,2027-10-08/2026-07-05/2026-12-21,3.74%,1.95%,1.79%,0.29,0.11,86.8268/89.6505/97.29/No Horizontal Resistance/78.7458/109.6316/No EMA 200 Target,46.5/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/66.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"NA.TO, Long, 2025-11-30 (Price: 168.95)",No Exit Yet,"4.23%, 25 days","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-24 (Price: 176.1), 4.23% above",25 days,"0, 2020-11-30 (Price: 71.94)",2025-10-31 (Price: 156.7),2025-11-28 (Price: 168.95),54/26/24 days,12.38% above/4.23% above/4.23% above,2020-11-30 (Price: 94.7324)/2025-11-30 (Price: 151.5703),28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,2028-01-21/2026-07-09/2027-01-16,8.11%,7.36%,0.75%,1.24,0.44,185.2199/200.645/227.16/No Horizontal Resistance/188.6608/207.1743/No EMA 200 Target,118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BAC, Long, 2025-10-26 (Price: 52.57)",2025-12-25 (Price: 56.25),"7.0%, 2 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-12-24 (Price: 56.25), 7.0% above",2 months,"4, 2024-11-24 (Price: 47.0)",2025-10-19 (Price: 51.28),2025-10-23 (Price: 51.76),66/62/59 days,9.69% above/8.67% above/7.0% above,2024-11-24 (Price: 47.8214)/2025-10-26 (Price: 49.9005),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-10-26/2025-12-17/2026-03-14,6.48%,6.95%,-0.47%,0.61,0.35,55.1091/56.6126/55.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.68,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"DIA, Long, 2025-10-26 (Price: 472.21)",2025-12-25 (Price: 487.01),"3.13%, 2 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-12-24 (Price: 487.01), 3.13% above",2 months,"0, 2021-07-04 (Price: 347.94)",2025-10-19 (Price: 461.78),2025-10-24 (Price: 472.21),66/61/59 days,5.46% above/3.13% above/3.13% above,2021-07-04 (Price: 360.4022)/2025-10-26 (Price: 455.6319),6.32%/1.23%/3.68%,"-0.0%, 14.86%",9.8 months/1.6 month/5.1 months,2026-12-25/2026-01-03/2026-06-04,6.77%,6.84%,-0.07%,2.38,0.43,490.8623/489.5873/546.77/No Horizontal Resistance/538.1343/826.9871/No EMA 200 Target,454.87/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/435.91,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"RHHBY, Long, 2025-10-12 (Price: 45.66)",2025-12-21 (Price: 51.2),"12.13%, 2.3 months","87.5%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-10-10",Already confirmed,"2025-12-24 (Price: 52.53), 15.05% above",2.5 months,"4, 2024-11-10 (Price: 37.61)",2025-10-05 (Price: 45.3),2025-10-08 (Price: 45.32),80/77/73 days,15.96% above/15.91% above/15.05% above,2024-11-10 (Price: 46.7369)/2025-10-12 (Price: 40.1655),18.53%/3.11%/9.28%,"21.59%, 44.18%",1.2 year/1.2 month/4.5 months,2027-06-29/2025-12-03/2026-04-25,3.03%,4.77%,-1.74%,0.42,0.23,47.3996/49.8972/50.49/52.46/58.6089/65.2057/No EMA 200 Target,38.23/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/40.19,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"BAC, Long, 2025-09-28 (Price: 52.21)",2025-12-25 (Price: 56.25),"7.74%, 2.9 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-26",Already confirmed,"2025-12-24 (Price: 56.25), 7.74% above",2.9 months,"2, 2025-01-19 (Price: 46.53)",2025-09-14 (Price: 50.58),2025-09-25 (Price: 51.85),101/90/87 days,11.21% above/8.49% above/7.74% above,2025-01-19 (Price: 47.6304)/2025-09-28 (Price: 50.1756),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-28/2025-11-19/2026-02-14,6.48%,6.95%,-0.47%,0.61,0.35,54.7317/56.2249/55.62/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.08,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"^NDX, Long, 2025-09-21 (Price: 24626.25)",2025-12-25 (Price: 25656.1504),"4.18%, 3.2 months","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-24 (Price: 25656.1504), 4.18% above",3.2 months,"4, 2024-06-30 (Price: 19682.8691)",2025-09-14 (Price: 24092.1895),2025-09-21 (Price: 24626.25),101/94/94 days,6.49% above/4.18% above/4.18% above,2024-06-30 (Price: 20524.2455)/2025-09-21 (Price: 23788.9157),3.95%/1.69%/2.62%,"-0.0%, 35.49%",4.4 months/1.2 month/2.9 months,2026-03-31/2025-11-12/2026-01-25,3.75%,13.42%,-9.67%,0.85,0.8,26561.8733/25271.4578/27592.28/No Horizontal Resistance/25025.4383/33965.62/No EMA 200 Target,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/21525.56,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"BAC, Long, 2025-09-21 (Price: 52.25)",2025-12-25 (Price: 56.25),"7.66%, 3.2 months","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-24 (Price: 56.25), 7.66% above",3.2 months,"2, 2025-01-12 (Price: 45.11)",2025-09-14 (Price: 50.58),2025-09-17 (Price: 51.4),101/98/94 days,11.21% above/9.44% above/7.66% above,2025-01-12 (Price: 47.5596)/2025-09-21 (Price: 50.1049),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-09-21/2025-11-12/2026-02-07,6.48%,6.95%,-0.47%,0.61,0.35,54.7737/56.268/56.53/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,34.39/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.96,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"SBUX, Long, 2025-09-02 (Price: 89.78)",2025-12-24 (Price: 84.57) (Today),"-5.8%, 3.8 months","91.67%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-12-24 (Price: 84.57), 5.8% below",3.8 months,"10, 2024-12-10 (Price: 98.16)",2025-09-02 (Price: 89.78),2025-09-02 (Price: 89.78),113/113/113 days,5.8% below/5.8% below/5.8% below,2024-12-10 (Price: 125.235)/2025-09-02 (Price: 87.5487),8.06%/2.15%/4.6%,"1.89%, 25.49%",3.2 months/6 days/1.2 month,2026-01-19/2025-09-10/2025-10-24,10.39%,-0.2%,10.59%,0.88,0.03,92.4824/93.9099/94.81/117.438/142.4098/150.3462/94.55,85.81/71.675/89.1063/76.529/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"SFTBY, Long, 2025-07-31 (Price: 38.15)",2025-12-25 (Price: 55.86),"46.42%, 4.9 months","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-24 (Price: 55.86), 46.42% above",4.9 months,"2, 2024-07-31 (Price: 30.54)",2025-06-30 (Price: 36.43),2025-07-18 (Price: 37.5),177/159/146 days,53.34% above/48.96% above/46.42% above,2024-07-31 (Price: 37.19)/2025-07-31 (Price: 32.01),36.66%/36.66%/36.66%,"-0.0%, 64.04%",1 year/1 year/1 year,2027-01-03/2027-01-03/2027-01-03,12.92%,8.11%,4.81%,0.88,0.41,36.8529/52.1358/42.72/No Horizontal Resistance/48.3837/56.3971/No EMA 200 Target,25.22/16.82/32.5245/28.6536/No F-Track Level/No F-Track Level/29.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"SLV, Long, 2025-07-31 (Price: 33.32)",2025-11-30 (Price: 51.21),"53.69%, 4.1 months","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-24 (Price: 65.22), 95.74% above",4.9 months,"2, 2024-07-31 (Price: 26.39)",2025-06-30 (Price: 32.81),2025-07-02 (Price: 33.24),177/175/146 days,98.78% above/96.21% above/95.74% above,2024-07-31 (Price: 32.034)/2025-07-31 (Price: 31.098),45.26%/2.87%/19.7%,"54.87%, 60.6%",2 years/4.1 months/11.1 months,2028-06-07/2026-01-23/2026-11-25,3.08%,4.57%,-1.49%,0.61,0.23,37.9382/39.884/37.48/No Horizontal Resistance/47.5817/54.635/No EMA 200 Target,26.33/18.99/31.6598/28.4154/No F-Track Level/No F-Track Level/29.96,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BAC, Long, 2025-07-31 (Price: 47.27)",2025-12-25 (Price: 56.25),"19.0%, 4.9 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-24 (Price: 56.25), 19.0% above",4.9 months,"8, 2021-07-31 (Price: 38.36)",2025-05-31 (Price: 44.13),2025-07-30 (Price: 47.96),207/147/146 days,27.46% above/17.29% above/19.0% above,2021-07-31 (Price: 51.4786)/2025-07-31 (Price: 42.0938),30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-06-08/2026-03-05/2026-08-26,4.68%,2.37%,2.31%,0.29,0.18,55.0601/55.8495/52.62/48.715/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.14,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-25 (Price: 54.42),"12.07%, 4.9 months","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-24 (Price: 54.42), 12.07% above",4.9 months,"0, 2020-07-31 (Price: 43.29)",2025-05-31 (Price: 45.52),2025-07-31 (Price: 48.56),207/146/146 days,19.55% above/12.07% above/12.07% above,2020-07-31 (Price: 60.0161)/2025-07-31 (Price: 45.2207),23.15%/1.8%/11.72%,"17.13%, 38.01%",1.6 year/4 months/9.6 months,2027-11-12/2026-01-20/2026-09-21,1.85%,4.85%,-3.0%,0.23,0.23,56.1111/54.2512/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-12-25 (Price: 74.83),"43.11%, 4.9 months","95.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-24 (Price: 74.83), 43.11% above",4.9 months,"4, 2023-07-31 (Price: 32.1)",2025-05-31 (Price: 44.61),2025-07-02 (Price: 48.62),207/175/146 days,67.74% above/53.91% above/43.11% above,2023-07-31 (Price: 58.772)/2025-07-31 (Price: 36.956),69.93%/3.87%/34.79%,"37.81%, 54.03%",11.2 months/5 months/6 months,2026-11-29/2026-03-05/2026-04-17,16.29%,14.03%,2.26%,1.02,0.66,103.4139/70.4817/64.4/No Horizontal Resistance/50.7492/58.5532/No EMA 200 Target,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level/41.26,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-30 (Price: 7.75),"17.78%, 5.1 months","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-12-24 (Price: 8.2), 24.62% above",5.9 months,"4, 2022-06-30 (Price: 3.1)",2025-05-31 (Price: 6.15),2025-06-16 (Price: 6.4),207/191/177 days,33.33% above/28.12% above/24.62% above,2022-06-30 (Price: 2.9723)/2025-06-30 (Price: 6.0296),44.06%/28.75%/36.57%,"-0.0%, 15.01%",1.4 year/6.1 months/9.1 months,2027-06-28/2026-03-22/2026-07-30,14.41%,0.49%,13.92%,1.44,-0.1,7.9671/8.9863/8.67/No Horizontal Resistance/8.5311/12.0421/No EMA 200 Target,3.0/2.942/6.3611/No support/No F-Track Level/No F-Track Level/5.37,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"GDX, Long, 2025-05-31 (Price: 50.65)",2025-11-30 (Price: 83.23),"64.32%, 6.1 months","100.0%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-12-24 (Price: 89.7), 77.1% above",6.9 months,"6, 2022-05-31 (Price: 31.73)",2025-05-31 (Price: 50.65),2025-05-20 (Price: 48.81),207/218/207 days,77.1% above/83.77% above/77.1% above,2022-05-31 (Price: 29.719)/2025-05-31 (Price: 47.8387),61.01%/20.13%/41.48%,"-0.0%, 37.94%",1.5 year/6.1 months/10.4 months,2027-07-22/2026-02-20/2026-08-25,8.32%,2.69%,5.63%,2.1,0.18,59.8227/71.6596/62.0/No Horizontal Resistance/72.73/88.5521/No EMA 200 Target,33.91/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level/41.14,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"TCEHY, Long, 2025-03-31 (Price: 63.84)",2025-11-30 (Price: 79.04),"23.81%, 8.1 months","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-12-24 (Price: 77.42), 21.27% above",9 months,"0, 2020-03-31 (Price: 49.09)",2025-02-28 (Price: 61.61),2025-03-31 (Price: 63.84),299/268/268 days,25.66% above/21.27% above/21.27% above,2020-03-31 (Price: 108.6075)/2025-03-31 (Price: 58.3848),46.34%/14.29%/33.96%,"0%, 28.74%",1.4 year/4.1 months/8.1 months,2027-03-29/2025-09-23/2026-03-17,24.32%,14.37%,9.95%,3.32,0.71,89.4909/85.5201/72.69/73.09/91.9947/116.3817/No EMA 200 Target,34.84/36.36/58.3318/52.1422/No F-Track Level/No F-Track Level/53.18,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BAC, Long, 2025-02-28 (Price: 46.1)",2025-12-25 (Price: 56.25),"22.02%, 10 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-24 (Price: 56.25), 22.02% above",10 months,"0, 2020-02-29 (Price: 28.5)",2024-12-31 (Price: 43.95),2025-02-28 (Price: 46.1),358/299/299 days,27.99% above/22.02% above/22.02% above,2020-02-29 (Price: 54.8024)/2025-02-28 (Price: 43.0714),30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-01-06/2025-10-03/2026-03-26,4.68%,2.37%,2.31%,0.29,0.18,53.6973/54.4672/56.66/48.96/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/22.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/42.38,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-12-25 (Price: 10.52),"19.0%, 10 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-24 (Price: 10.52), 19.0% above",10 months,"0, 2020-02-29 (Price: 16.3)",2025-01-31 (Price: 6.44),2025-02-28 (Price: 8.84),327/299/299 days,63.35% above/19.0% above/19.0% above,2020-02-29 (Price: 23.4877)/2025-02-28 (Price: 6.0111),102.13%/45.63%/81.61%,"-0.0%, 48.4%",2.1 years/10.1 months/1.6 year,2028-02-28/2026-05-12/2027-06-12,19.84%,13.35%,6.49%,1.36,0.6,12.1833/16.0543/13.32/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level/6.78,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"IHI, Long, 2025-02-02 (Price: 63.81)",2025-12-25 (Price: 62.73),"-1.69%, 10.9 months","100.0%, Past 10 years, 34","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-24 (Price: 62.73), 1.69% below",10.9 months,"2, 2024-08-18 (Price: 57.25)",2025-01-19 (Price: 61.84),2025-02-02 (Price: 63.81),339/325/325 days,1.44% above/1.69% below/1.69% below,2024-08-18 (Price: 59.4572)/2025-02-02 (Price: 62.3087),8.09%/1.52%/4.37%,"-0.0%, 28.87%",10.7 months/28 days/4 months,2026-05-12/2025-03-14/2025-07-25,10.39%,9.12%,1.27%,2.0,0.59,68.2512/66.5985/67.75/66.92/68.9264/76.3906/No EMA 200 Target,58.81/46.8983/56.0899/46.1919/No F-Track Level/No F-Track Level/57.97,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"MSE.PA, Long, 2025-01-31 (Price: 57.37)",2025-12-25 (Price: 64.26),"12.01%, 10.9 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-24 (Price: 64.26), 12.01% above",10.9 months,"8, 2019-01-31 (Price: 30.745)",2024-12-31 (Price: 53.33),2025-01-06 (Price: 54.07),358/352/327 days,20.5% above/18.85% above/12.01% above,2019-01-31 (Price: 34.3249)/2025-01-31 (Price: 52.1166),11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-07-06/2025-09-05/2026-07-02,5.39%,1.99%,3.4%,0.77,-0.0,58.7354/62.0284/73.34/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.19,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"SUM.NZ, Long, 2024-11-24 (Price: 13.1)",2025-12-21 (Price: 11.87),"-9.39%, 1.1 year","90.91%, Past 10 years, 11","Weekly, is CONFIRMED on 2024-11-22",Already confirmed,"2025-12-24 (Price: 12.28), 6.26% below",1.1 year,"2, 2024-02-18 (Price: 11.2)",2024-11-10 (Price: 12.55),2024-11-24 (Price: 13.1),409/395/395 days,2.15% below/6.26% below/6.26% below,2024-02-18 (Price: 11.2443)/2024-11-24 (Price: 12.4365),10.69%/2.99%/6.53%,"8.88%, 47.61%",1.9 month/28 days/1.4 month,2025-02-14/2025-01-03/2025-01-23,-0.02%,11.46%,-11.48%,0.54,0.63,14.4689/13.9554/14.24/No Horizontal Resistance/19.8479/26.5969/No EMA 200 Target,9.4/9.246/11.0645/No support/No F-Track Level/No F-Track Level/11.11,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"CNQ.TO, Long, 2024-10-13 (Price: 51.71)",2025-12-21 (Price: 43.99),"-14.93%, 1.2 year","95.45%, Past 10 years, 22","Weekly, is CONFIRMED on 2024-10-11",Already confirmed,"2025-12-24 (Price: 45.07), 12.84% below",1.2 year,"2, 2024-03-31 (Price: 51.665)",2024-10-06 (Price: 48.22),2024-10-11 (Price: 51.71),444/439/437 days,6.53% below/12.84% below/12.84% below,2024-03-31 (Price: 56.8239)/2024-10-13 (Price: 47.1777),19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2025-03-14/2024-11-22/2024-12-30,2.78%,3.8%,-1.02%,0.61,0.23,52.7907/55.3711/51.74/No Horizontal Resistance/65.8353/68.6522/No EMA 200 Target,43.4/13.9251/48.4386/46.0303/No F-Track Level/No F-Track Level/48.05,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",2025-12-25 (Price: 9.41),"7.91%, 1.3 year","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-12-24 (Price: 9.41), 7.91% above",1.3 year,"2, 2023-03-31 (Price: 8.41)",2024-08-31 (Price: 8.54),2024-09-30 (Price: 8.72),480/450/450 days,10.19% above/7.91% above/7.91% above,2023-03-31 (Price: 8.938)/2024-09-30 (Price: 7.714),26.44%/7.23%/18.68%,"-0.0%, 15.86%",11.1 months/5.1 months/8.1 months,2026-01-25/2025-05-09/2025-09-16,14.78%,5.28%,9.5%,1.0,0.27,9.6243/10.3489/8.91/8.822/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"FPH.NZ, Long, 2024-09-08 (Price: 37.4)",2025-12-25 (Price: 37.86),"1.23%, 1.3 year","100.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2024-09-06",Already confirmed,"2025-12-24 (Price: 37.86), 1.23% above",1.3 year,"2, 2023-12-03 (Price: 23.81)",2024-08-25 (Price: 35.4),2024-09-08 (Price: 37.4),486/472/472 days,6.95% above/1.23% above/1.23% above,2023-12-03 (Price: 24.0379)/2024-09-08 (Price: 33.3868),17.69%/6.92%/9.5%,"-0.0%, 27.7%",3.3 months/1.2 month/2.4 months,2025-01-29/2024-10-30/2024-12-21,12.27%,12.4%,-0.13%,1.68,0.68,43.7879/40.953/45.55/No Horizontal Resistance/40.9296/48.5677/No EMA 200 Target,23.8/22.675/30.9793/26.1935/No F-Track Level/No F-Track Level/27.55,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"IEI, Long, 2024-08-31 (Price: 118.72)",2025-12-25 (Price: 119.31),"0.5%, 1.3 year","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-12-24 (Price: 119.31), 0.5% above",1.3 year,"0, 2019-08-31 (Price: 127.75)",2024-07-31 (Price: 117.67),2024-08-30 (Price: 118.72),511/481/480 days,1.39% above/0.5% above/0.5% above,2019-08-31 (Price: 143.782)/2024-08-31 (Price: 114.902),1.93%/1.13%/1.45%,"15.13%, 15.6%",11.2 months/6.1 months/8.1 months,2025-12-30/2025-05-23/2025-08-17,1.43%,0.7%,0.73%,-0.36,-0.87,121.7355/120.4414/124.14/133.2183/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/112.768/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/115.83,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
